년도,월,나이,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2020,9,80,"4,548",228,324,285,443,219,518,312,353,621,728,309,208
2020,9,90,584,28,55,54,63,24,53,37,56,56,85,34,39
2020,9,100,101,5,9,8,13,5,16,2,2,15,13,8,5
2020,10,총,"89,205","4,853","5,849","11,373","6,389","4,243","10,106","4,186","5,626","11,117","12,086","8,808","4,569"
2020,10,0,"4,144",176,166,992,202,178,410,123,188,458,390,483,378
2020,10,10,"5,190",270,281,712,416,318,612,242,360,647,634,435,263
2020,10,20,"10,581",679,634,"1,739",664,511,"1,217",371,584,"1,325","1,311","1,112",434
2020,10,30,"10,456",522,557,"2,331",521,393,"1,159",317,455,"1,157","1,177","1,188",679
2020,10,40,"12,003",697,778,"1,723",843,584,"1,308",502,710,"1,465","1,436","1,245",712
2020,10,50,"14,842",799,"1,021","1,586","1,051",724,"1,675",717,981,"1,870","2,164","1,629",625
2020,10,60,"16,038",858,"1,206","1,270","1,237",738,"1,882",820,"1,083","2,030","2,573","1,579",762
2020,10,70,"10,701",592,818,671,934,550,"1,247",738,851,"1,472","1,578",784,466
2020,10,80,"4,560",227,322,284,444,219,526,318,356,623,726,309,206
2020,10,90,589,28,57,57,64,23,54,36,56,55,84,36,39
2020,10,100,101,5,9,8,13,5,16,2,2,15,13,8,5
2020,11,총,"89,031","4,835","5,813","11,432","6,386","4,237","10,099","4,174","5,609","11,073","12,060","8,752","4,561"
2020,11,0,"4,106",173,165,997,198,180,409,119,185,454,383,465,378
2020,11,10,"5,165",273,277,722,414,314,603,244,354,638,633,431,262
2020,11,20,"10,514",673,631,"1,749",664,509,"1,203",371,583,"1,306","1,299","1,096",430
2020,11,30,"10,425",506,556,"2,338",522,397,"1,174",312,453,"1,143","1,176","1,175",673
2020,11,40,"11,968",699,771,"1,734",832,579,"1,312",498,707,"1,450","1,432","1,234",720
2020,11,50,"14,797",790,993,"1,594","1,054",723,"1,669",718,978,"1,879","2,150","1,630",619
2020,11,60,"16,068",865,"1,205","1,272","1,248",742,"1,880",824,"1,086","2,025","2,576","1,583",762
2020,11,70,"10,710",591,822,681,934,547,"1,251",729,854,"1,472","1,579",783,467
2020,11,80,"4,589",233,326,282,442,219,530,321,355,632,731,313,205
2020,11,90,588,27,58,55,65,22,52,36,52,58,88,35,40
2020,11,100,101,5,9,8,13,5,16,2,2,16,13,7,5
2020,12,총,"88,901","4,837","5,812","11,477","6,370","4,247","10,075","4,128","5,562","11,087","12,009","8,723","4,574"
2020,12,0,"4,085",171,164,990,195,181,416,112,177,463,377,460,379
2020,12,10,"5,145",278,278,732,408,319,594,238,349,631,631,425,262
2020,12,20,"10,472",663,634,"1,753",660,508,"1,211",370,569,"1,309","1,288","1,073",434
2020,12,30,"10,395",507,556,"2,342",521,402,"1,165",304,438,"1,149","1,155","1,179",677
2020,12,40,"11,953",709,767,"1,745",828,578,"1,306",487,695,"1,456","1,425","1,235",722
2020,12,50,"14,708",782,994,"1,597","1,055",723,"1,647",716,976,"1,861","2,131","1,614",612
2020,12,60,"16,094",873,"1,201","1,289","1,244",744,"1,881",815,"1,093","2,030","2,576","1,584",764
2020,12,70,"10,730",594,816,682,932,544,"1,253",726,856,"1,479","1,589",788,471
2020,12,80,"4,632",229,335,284,450,222,536,321,355,636,740,318,206
2020,12,90,586,26,58,55,64,21,50,37,52,57,84,40,42
2020,12,100,101,5,9,8,13,5,16,2,2,16,13,7,5
2021,1,총,"88,763","4,827","5,806","11,496","6,337","4,246","10,038","4,130","5,543","11,058","11,977","8,710","4,595"
2021,1,0,"4,039",171,158,982,187,181,410,111,174,455,371,458,381
2021,1,10,"5,103",277,279,734,413,308,583,240,342,624,626,419,258
2021,1,20,"10,433",675,625,"1,747",652,514,"1,190",365,579,"1,295","1,281","1,073",437
2021,1,30,"10,400",511,562,"2,338",514,404,"1,180",307,429,"1,138","1,153","1,178",686
2021,1,40,"11,889",700,759,"1,756",832,572,"1,296",483,682,"1,452","1,404","1,222",731
2021,1,50,"14,666",773,"1,000","1,612","1,043",719,"1,630",715,972,"1,856","2,125","1,612",609
2021,1,60,"16,148",869,"1,202","1,290","1,237",748,"1,883",823,"1,102","2,044","2,587","1,596",767
2021,1,70,"10,717",593,820,687,926,552,"1,248",723,852,"1,482","1,583",785,466
2021,1,80,"4,672",227,334,285,456,221,551,326,356,636,750,320,210
2021,1,90,595,26,58,57,64,22,51,35,53,60,84,40,45
2021,1,100,101,5,9,8,13,5,16,2,2,16,13,7,5
2021,2,총,"88,639","4,830","5,796","11,505","6,271","4,235","10,078","4,097","5,514","11,066","11,954","8,689","4,604"
2021,2,0,"4,023",166,157,987,174,188,413,107,169,453,368,455,386
2021,2,10,"5,035",272,278,728,406,307,579,232,333,616,611,420,253
2021,2,20,"10,423",676,625,"1,750",645,501,"1,195",355,577,"1,300","1,290","1,064",445
2021,2,30,"10,375",503,566,"2,323",507,406,"1,196",306,430,"1,144","1,136","1,171",687
2021,2,40,"11,839",698,750,"1,763",817,575,"1,289",475,667,"1,450","1,397","1,229",729
2021,2,50,"14,643",781,"1,002","1,617","1,039",705,"1,642",708,973,"1,854","2,123","1,588",611
2021,2,60,"16,175",876,"1,191","1,296","1,232",754,"1,889",821,"1,098","2,053","2,584","1,608",773
2021,2,70,"10,708",594,825,688,913,550,"1,252",725,856,"1,484","1,585",776,460
2021,2,80,"4,721",231,335,288,464,221,557,331,358,636,761,328,211
2021,2,90,597,28,58,57,62,23,50,35,51,60,86,43,44
2021,2,100,100,5,9,8,12,5,16,2,2,16,13,7,5
2021,3,총,"88,218","4,816","5,773","11,897","6,184","4,179","10,052","4,056","5,434","10,963","11,773","8,614","4,477"
2021,3,0,"4,070",159,155,"1,079",168,183,410,103,165,453,356,452,387
2021,3,10,"5,020",273,274,772,400,306,563,224,327,604,609,418,250
2021,3,20,"10,406",688,619,"1,779",644,490,"1,193",351,567,"1,290","1,283","1,067",435
2021,3,30,"10,421",511,564,"2,433",496,399,"1,212",309,421,"1,136","1,109","1,153",678
2021,3,40,"11,727",698,732,"1,838",797,569,"1,258",460,658,"1,430","1,366","1,210",711
2021,3,50,"14,505",780,"1,004","1,643","1,028",691,"1,635",701,947,"1,833","2,090","1,558",595
2021,3,60,"16,117",872,"1,191","1,330","1,222",751,"1,897",821,"1,085","2,034","2,567","1,604",743
2021,3,70,"10,612",582,830,683,905,543,"1,258",723,845,"1,469","1,562",777,435
2021,3,80,"4,708",231,334,288,454,224,557,331,368,640,750,327,204
2021,3,90,569,22,61,51,59,20,53,33,51,61,79,42,37
2021,3,100,63,0,9,1,11,3,16,0,0,13,2,6,2
2021,4,총,"88,159","4,830","5,760","12,135","6,137","4,154","10,026","4,007","5,428","10,937","11,744","8,542","4,459"
2021,4,0,"4,075",158,152,"1,126",157,185,406,98,163,450,346,450,384
2021,4,10,"4,985",274,269,783,396,299,559,216,326,598,604,411,250
2021,4,20,"10,424",688,618,"1,802",644,499,"1,191",352,564,"1,292","1,288","1,055",431
2021,4,30,"10,389",517,557,"2,492",481,386,"1,190",299,423,"1,123","1,100","1,144",677
2021,4,40,"11,739",702,728,"1,880",794,568,"1,260",453,659,"1,425","1,358","1,208",704
2021,4,50,"14,422",781,998,"1,654","1,018",686,"1,627",687,948,"1,831","2,070","1,531",591
2021,4,60,"16,142",866,"1,199","1,367","1,213",744,"1,906",817,"1,085","2,034","2,577","1,587",747
2021,4,70,"10,616",590,829,687,907,538,"1,254",719,838,"1,473","1,564",780,437
2021,4,80,"4,731",231,337,292,456,227,564,331,370,636,758,327,202
2021,4,90,572,23,64,50,60,19,53,35,52,62,77,43,34
2021,4,100,64,0,9,2,11,3,16,0,0,13,2,6,2
2021,5,총,"88,080","4,855","5,754","12,368","6,117","4,161","10,006","3,973","5,415","10,899","11,715","8,394","4,423"
2021,5,0,"4,040",155,145,"1,131",158,189,404,96,160,443,345,441,373
2021,5,10,"4,972",279,264,809,396,303,544,208,327,591,606,403,242
2021,5,20,"10,382",682,626,"1,831",631,497,"1,182",351,562,"1,292","1,272","1,025",431
2021,5,30,"10,411",527,564,"2,553",476,387,"1,186",301,424,"1,111","1,087","1,125",670
2021,5,40,"11,683",702,709,"1,915",789,570,"1,252",449,655,"1,404","1,359","1,178",701
2021,5,50,"14,395",794,"1,002","1,686","1,015",681,"1,629",671,938,"1,835","2,046","1,514",584
2021,5,60,"16,150",870,"1,196","1,387","1,213",748,"1,921",823,"1,083","2,028","2,578","1,554",749
2021,5,70,"10,646",592,830,702,911,537,"1,258",705,839,"1,477","1,581",779,435
2021,5,80,"4,767",231,346,302,456,226,560,334,375,642,765,328,202
2021,5,90,569,23,62,50,61,20,54,35,52,63,74,41,34
2021,5,100,65,0,10,2,11,3,16,0,0,13,2,6,2
2021,6,총,"87,916","4,829","5,748","12,562","6,080","4,163","9,970","3,975","5,395","10,890","11,705","8,184","4,415"
2021,6,0,"4,022",155,143,"1,148",152,191,398,94,157,441,341,432,370
2021,6,10,"4,950",273,261,822,394,305,542,204,330,585,605,386,243
2021,6,20,"10,348",683,625,"1,848",618,486,"1,170",355,564,"1,297","1,280",993,429
2021,6,30,"10,409",517,567,"2,597",477,391,"1,177",305,416,"1,102","1,091","1,102",667
2021,6,40,"11,634",703,701,"1,943",786,571,"1,234",440,652,"1,406","1,352","1,148",698
2021,6,50,"14,342",794,998,"1,721","1,015",681,"1,626",676,933,"1,830","2,025","1,459",584
2021,6,60,"16,129",857,"1,197","1,414","1,209",744,"1,920",822,"1,076","2,024","2,588","1,526",752
2021,6,70,"10,654",592,839,708,903,544,"1,263",707,839,"1,480","1,571",773,435
2021,6,80,"4,790",234,343,310,454,227,568,335,376,648,774,319,202
2021,6,90,573,21,64,49,61,20,56,37,52,64,76,40,33
2021,6,100,65,0,10,2,11,3,16,0,0,13,2,6,2
2021,7,총,"87,764","4,802","5,742","12,707","6,055","4,177","9,933","3,972","5,387","10,848","11,739","8,002","4,400"
2021,7,0,"4,013",147,144,"1,158",152,190,400,95,162,436,338,427,364
2021,7,10,"4,917",269,259,823,387,304,537,201,330,583,601,378,245
2021,7,20,"10,293",667,624,"1,883",610,491,"1,139",357,553,"1,294","1,291",960,424
2021,7,30,"10,386",515,564,"2,610",475,393,"1,165",305,420,"1,090","1,103","1,085",661
2021,7,40,"11,600",697,702,"1,975",781,577,"1,224",438,648,"1,392","1,348","1,122",696
2021,7,50,"14,322",794,984,"1,752","1,018",674,"1,631",679,933,"1,814","2,032","1,427",584
2021,7,60,"16,152",860,"1,206","1,438","1,204",755,"1,926",813,"1,080","2,034","2,594","1,492",750
2021,7,70,"10,628",594,840,707,899,545,"1,274",707,836,"1,470","1,576",748,432
2021,7,80,"4,812",238,347,309,457,223,566,340,374,657,778,314,209
2021,7,90,575,21,62,50,61,22,55,37,51,65,76,42,33
2021,7,100,66,0,10,2,11,3,16,0,0,13,2,7,2
2021,8,총,"87,585","4,782","5,746","12,796","6,027","4,171","9,898","3,946","5,365","10,862","11,793","7,816","4,383"
2021,8,0,"4,004",143,139,"1,181",157,190,396,94,154,439,331,418,362
2021,8,10,"4,897",267,254,829,381,301,532,194,338,579,605,371,246
2021,8,20,"10,258",659,631,"1,889",604,485,"1,147",359,549,"1,288","1,287",938,422
2021,8,30,"10,371",513,567,"2,622",477,396,"1,152",302,407,"1,098","1,143","1,048",646
2021,8,40,"11,539",687,702,"1,990",768,574,"1,204",430,643,"1,388","1,356","1,101",696
2021,8,50,"14,270",794,990,"1,753","1,012",675,"1,639",677,925,"1,807","2,032","1,382",584
2021,8,60,"16,146",865,"1,208","1,455","1,197",758,"1,908",809,"1,085","2,048","2,601","1,466",746
2021,8,70,"10,635",593,831,711,899,542,"1,284",702,840,"1,479","1,578",739,437
2021,8,80,"4,815",240,352,314,456,225,560,340,373,659,782,305,209
2021,8,90,583,21,62,50,65,22,59,39,51,64,76,41,33
2021,8,100,67,0,10,2,11,3,17,0,0,13,2,7,2
2021,9,총,"87,595","4,862","5,739","12,896","6,001","4,164","9,901","3,939","5,344","10,825","11,811","7,741","4,372"
2021,9,0,"4,002",147,138,"1,197",153,188,401,92,151,428,329,416,362
2021,9,10,"4,859",271,251,820,373,295,533,194,335,573,604,368,242
2021,9,20,"10,260",674,641,"1,890",601,489,"1,144",358,545,"1,282","1,294",919,423
2021,9,30,"10,347",534,564,"2,639",473,392,"1,143",299,400,"1,088","1,144","1,036",635
2021,9,40,"11,587",704,696,"2,018",765,576,"1,202",430,646,"1,376","1,378","1,099",697
2021,9,50,"14,268",806,986,"1,776","1,009",674,"1,645",673,916,"1,803","2,031","1,368",581
2021,9,60,"16,126",864,"1,202","1,471","1,194",759,"1,905",817,"1,083","2,053","2,591","1,444",743
2021,9,70,"10,646",595,834,713,900,541,"1,286",697,848,"1,479","1,578",734,441
2021,9,80,"4,846",244,356,319,459,226,564,338,371,665,782,309,213
2021,9,90,584,23,61,51,63,21,60,41,48,65,77,41,33
2021,9,100,70,0,10,2,11,3,18,0,1,13,3,7,2
2021,10,총,"87,705","4,953","5,730","12,979","5,999","4,160","9,903","3,929","5,350","10,815","11,809","7,698","4,380"
2021,10,0,"4,016",150,137,"1,215",154,189,407,94,150,428,326,407,359
2021,10,10,"4,837",278,248,809,375,295,527,197,338,567,595,367,241
2021,10,20,"10,260",705,636,"1,915",597,486,"1,137",354,538,"1,272","1,295",898,427
2021,10,30,"10,361",548,558,"2,666",474,391,"1,136",294,401,"1,090","1,156","1,026",621
2021,10,40,"11,577",713,688,"2,022",765,571,"1,204",431,643,"1,368","1,383","1,088",701
2021,10,50,"14,302",818,992,"1,777","1,001",677,"1,654",672,915,"1,793","2,035","1,376",592
2021,10,60,"16,141",869,"1,207","1,475","1,198",759,"1,901",812,"1,097","2,064","2,573","1,442",744
2021,10,70,"10,670",600,832,722,904,541,"1,288",697,845,"1,484","1,576",734,447
2021,10,80,"4,879",250,361,324,455,228,567,335,373,671,790,314,211
2021,10,90,593,22,61,52,66,20,64,43,49,65,77,39,35
2021,10,100,69,0,10,2,10,3,18,0,1,13,3,7,2
2021,11,총,"87,770","4,991","5,725","13,054","5,987","4,171","9,844","3,909","5,352","10,802","11,834","7,730","4,371"
2021,11,0,"4,016",148,135,"1,236",154,191,401,91,145,430,319,407,359
2021,11,10,"4,833",278,248,797,382,296,524,193,340,572,593,368,242
2021,11,20,"10,248",716,634,"1,914",584,487,"1,128",351,534,"1,265","1,298",911,426
2021,11,30,"10,404",560,560,"2,692",478,397,"1,123",290,399,"1,086","1,167","1,037",615
2021,11,40,"11,598",730,682,"2,030",761,573,"1,202",425,642,"1,376","1,381","1,099",697
2021,11,50,"14,299",814,999,"1,789","1,002",678,"1,643",673,914,"1,785","2,044","1,367",591
2021,11,60,"16,154",875,"1,199","1,486","1,195",752,"1,888",808,"1,095","2,069","2,584","1,456",747
2021,11,70,"10,675",596,835,721,898,545,"1,302",699,855,"1,478","1,571",730,445
2021,11,80,"4,906",251,361,332,458,230,569,334,375,673,795,317,211
2021,11,90,601,23,62,55,65,19,63,45,52,64,79,38,36
2021,11,100,36,0,10,2,10,3,1,0,1,4,3,0,2
2021,12,총,"87,679","5,027","5,701","13,029","5,953","4,160","9,819","3,902","5,306","10,783","11,789","7,862","4,348"
2021,12,0,"3,964",149,133,"1,224",151,187,397,95,139,422,308,397,362
2021,12,10,"4,824",282,252,794,382,297,521,188,339,575,592,365,237
2021,12,20,"10,278",727,622,"1,904",577,479,"1,114",348,529,"1,262","1,288","1,004",424
2021,12,30,"10,400",570,559,"2,673",476,400,"1,127",290,388,"1,077","1,155","1,081",604
2021,12,40,"11,575",720,688,"2,036",764,570,"1,202",425,640,"1,362","1,377","1,095",696
2021,12,50,"14,296",828,997,"1,792","1,000",664,"1,644",677,903,"1,792","2,027","1,379",593
2021,12,60,"16,111",882,"1,185","1,491","1,183",753,"1,877",803,"1,088","2,071","2,581","1,458",739
2021,12,70,"10,677",589,840,726,894,554,"1,309",696,849,"1,471","1,576",732,441
2021,12,80,"4,935",257,361,333,459,232,567,335,381,681,803,313,213
2021,12,90,604,23,62,55,67,21,60,45,49,66,80,38,38
2021,12,100,15,0,2,1,0,3,1,0,1,4,2,0,1
