년도,월,나이,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020,4,50,"25,727","2,004","1,538",424,"1,736","3,327","1,386","1,596",698,"1,393",998,"1,155","2,316","1,162","1,858","1,301","1,136","1,699"
2020,4,60,"19,493","1,371","1,168",406,"1,282","2,417",994,"1,136",592,"1,389",763,902,"1,596",982,"1,306",974,865,"1,350"
2020,4,70,"12,579","1,018",777,287,806,"1,417",648,737,442,826,543,609,"1,249",570,814,550,527,759
2020,4,80,"5,814",511,453,154,388,746,300,312,176,367,208,313,617,207,305,230,223,304
2020,4,90,"1,045",77,93,29,77,157,51,47,34,89,42,48,88,43,44,44,34,48
2020,4,100,263,19,18,9,10,24,16,15,10,38,9,13,22,9,13,11,9,18
2020,5,총,"150,623","12,667","9,481","2,718","10,093","18,523","8,684","10,561","4,346","7,259","5,340","7,790","16,903","5,164","8,439","7,027","6,138","9,490"
2020,5,0,"7,948",886,597,105,601,"1,192",735,901,214,196,121,269,715,153,255,400,317,291
2020,5,10,"11,368","1,222",690,208,940,"1,660","1,027",860,340,224,242,450,"1,392",250,531,556,393,383
2020,5,20,"23,432","1,622","1,233",348,"1,375","2,517",949,"1,306",492,857,"1,102","1,701","4,488",595,"1,201",973,816,"1,857"
2020,5,30,"20,175","1,744","1,405",380,"1,243","2,257",981,"1,787",583,905,696,"1,288","2,129",522,918,990,845,"1,502"
2020,5,40,"22,720","2,190","1,498",368,"1,641","2,806","1,577","1,864",763,958,637,"1,042","2,294",670,"1,172",987,968,"1,285"
2020,5,50,"25,763","2,015","1,546",422,"1,734","3,321","1,396","1,612",699,"1,395",988,"1,148","2,311","1,166","1,867","1,305","1,140","1,698"
2020,5,60,"19,510","1,371","1,170",408,"1,276","2,424",996,"1,121",587,"1,399",762,912,"1,595",983,"1,311",979,865,"1,351"
2020,5,70,"12,571","1,017",778,288,805,"1,413",652,734,447,832,540,608,"1,247",564,819,546,528,753
2020,5,80,"5,825",503,454,154,391,750,304,314,176,366,203,311,620,209,306,236,223,305
2020,5,90,"1,044",78,91,29,76,158,50,47,35,88,40,48,90,43,46,44,34,47
2020,5,100,267,19,19,8,11,25,17,15,10,39,9,13,22,9,13,11,9,18
2020,6,총,"150,383","12,609","9,506","2,707","10,050","18,519","8,645","10,534","4,354","7,248","5,323","7,774","16,868","5,162","8,394","7,001","6,149","9,540"
2020,6,0,"7,896",870,592,105,587,"1,199",725,899,217,196,117,267,714,149,256,402,311,290
2020,6,10,"11,309","1,213",690,205,935,"1,658","1,023",860,345,219,238,455,"1,378",244,525,551,390,380
2020,6,20,"23,446","1,613","1,251",343,"1,377","2,509",944,"1,292",491,842,"1,117","1,708","4,487",616,"1,189",966,816,"1,885"
2020,6,30,"20,146","1,729","1,411",371,"1,215","2,246",974,"1,794",580,922,692,"1,278","2,134",516,920,986,854,"1,524"
2020,6,40,"22,641","2,190","1,490",369,"1,657","2,801","1,568","1,849",767,953,623,"1,044","2,281",664,"1,160",983,962,"1,280"
2020,6,50,"25,662","2,005","1,549",427,"1,716","3,325","1,402","1,602",702,"1,388",975,"1,129","2,309","1,158","1,844","1,288","1,142","1,701"
2020,6,60,"19,556","1,368","1,181",406,"1,281","2,437",989,"1,126",588,"1,395",773,915,"1,584",994,"1,313",987,872,"1,347"
2020,6,70,"12,595","1,022",775,290,805,"1,409",652,733,447,841,540,612,"1,247",559,821,548,535,759
2020,6,80,"5,812",505,457,153,390,754,302,316,170,362,200,305,622,208,305,234,223,306
2020,6,90,"1,053",75,91,30,76,156,49,48,37,91,39,48,90,45,48,45,35,50
2020,6,100,267,19,19,8,11,25,17,15,10,39,9,13,22,9,13,11,9,18
2020,7,총,"150,183","12,604","9,521","2,696","10,045","18,452","8,645","10,517","4,340","7,221","5,307","7,772","16,842","5,181","8,360","6,981","6,138","9,561"
2020,7,0,"7,825",863,586,104,578,"1,191",723,891,213,195,117,262,715,147,246,403,306,285
2020,7,10,"11,246","1,203",695,201,935,"1,654","1,020",867,338,217,232,451,"1,362",246,526,545,381,373
2020,7,20,"23,436","1,625","1,255",340,"1,373","2,489",942,"1,282",493,835,"1,108","1,716","4,464",621,"1,188",960,822,"1,923"
2020,7,30,"20,125","1,726","1,424",371,"1,213","2,242",974,"1,780",580,924,703,"1,267","2,129",524,906,978,850,"1,534"
2020,7,40,"22,569","2,189","1,481",369,"1,644","2,790","1,549","1,845",761,952,620,"1,045","2,294",664,"1,153",986,950,"1,277"
2020,7,50,"25,645","2,004","1,546",426,"1,727","3,317","1,425","1,604",698,"1,376",974,"1,124","2,310","1,157","1,827","1,287","1,152","1,691"
2020,7,60,"19,608","1,372","1,187",408,"1,288","2,449",991,"1,135",590,"1,383",766,929,"1,579",999,"1,330",986,871,"1,345"
2020,7,70,"12,564","1,019",781,287,805,"1,385",651,733,443,842,539,614,"1,254",557,814,542,538,760
2020,7,80,"5,835",509,460,153,393,751,302,318,178,365,199,303,621,212,305,237,224,305
2020,7,90,"1,063",75,86,30,78,160,51,47,36,92,40,48,92,45,52,46,35,50
2020,7,100,267,19,20,7,11,24,17,15,10,40,9,13,22,9,13,11,9,18
2020,8,총,"149,962","12,550","9,484","2,689","10,040","18,443","8,615","10,501","4,331","7,203","5,321","7,725","16,841","5,173","8,339","6,967","6,143","9,597"
2020,8,0,"7,748",847,577,100,565,"1,193",715,891,208,196,117,254,706,146,250,405,307,271
2020,8,10,"11,161","1,188",690,197,936,"1,655","1,010",868,339,209,232,436,"1,363",241,515,540,374,368
2020,8,20,"23,435","1,626","1,234",341,"1,384","2,474",945,"1,273",489,836,"1,114","1,702","4,461",616,"1,183",956,820,"1,981"
2020,8,30,"20,087","1,720","1,434",367,"1,213","2,249",962,"1,768",590,915,702,"1,266","2,112",534,895,983,850,"1,527"
2020,8,40,"22,460","2,183","1,473",369,"1,629","2,776","1,538","1,836",747,958,622,"1,034","2,299",654,"1,138",984,946,"1,274"
2020,8,50,"25,640","1,980","1,536",427,"1,737","3,313","1,427","1,614",701,"1,364",975,"1,128","2,320","1,157","1,835","1,282","1,155","1,689"
2020,8,60,"19,666","1,381","1,191",413,"1,294","2,459",990,"1,136",587,"1,386",767,926,"1,590","1,004","1,333",981,878,"1,350"
2020,8,70,"12,571","1,017",782,286,802,"1,388",653,729,445,844,538,613,"1,249",549,821,545,543,767
2020,8,80,"5,866",515,460,150,391,754,307,324,179,363,205,307,627,218,307,233,225,301
2020,8,90,"1,058",74,87,32,78,158,49,47,36,92,40,45,92,45,49,47,36,51
2020,8,100,270,19,20,7,11,24,19,15,10,40,9,14,22,9,13,11,9,18
2020,9,총,"149,952","12,479","9,568","2,692","10,008","18,431","8,610","10,506","4,328","7,206","5,350","7,674","16,927","5,165","8,345","6,939","6,106","9,618"
2020,9,0,"7,700",843,583,100,555,"1,195",707,882,207,189,119,250,714,139,247,401,298,271
2020,9,10,"11,186","1,172",702,196,932,"1,656","1,018",861,341,207,256,436,"1,375",242,521,536,375,360
2020,9,20,"23,419","1,609","1,240",337,"1,365","2,460",944,"1,271",490,844,"1,118","1,703","4,479",615,"1,171",955,803,"2,015"
2020,9,30,"20,077","1,701","1,447",366,"1,219","2,241",959,"1,764",585,918,712,"1,247","2,114",533,900,976,844,"1,551"
2020,9,40,"22,394","2,167","1,482",374,"1,618","2,789","1,526","1,844",754,948,610,"1,006","2,315",653,"1,129",972,946,"1,261"
2020,9,50,"25,609","1,981","1,562",430,"1,729","3,288","1,429","1,620",703,"1,361",975,"1,118","2,327","1,149","1,836","1,280","1,146","1,675"
2020,9,60,"19,760","1,382","1,199",413,"1,305","2,478",999,"1,138",581,"1,392",770,934,"1,602","1,012","1,346",982,878,"1,349"
2020,9,70,"12,556","1,012",780,283,800,"1,386",650,734,440,852,538,608,"1,249",550,825,545,545,759
2020,9,80,"5,907",520,464,154,396,757,310,326,179,362,203,312,633,217,307,234,225,308
2020,9,90,"1,073",73,89,33,77,158,49,51,38,92,40,46,97,46,50,47,36,51
2020,9,100,271,19,20,6,12,23,19,15,10,41,9,14,22,9,13,11,10,18
2020,10,총,"149,703","12,446","9,538","2,673","10,018","18,422","8,591","10,470","4,319","7,215","5,316","7,642","16,872","5,174","8,335","6,932","6,100","9,640"
2020,10,0,"7,661",841,576,103,557,"1,196",707,874,211,187,121,246,708,135,245,393,292,269
2020,10,10,"11,115","1,159",703,193,932,"1,649","1,020",856,339,207,252,429,"1,359",243,512,542,364,356
2020,10,20,"23,366","1,601","1,234",335,"1,358","2,462",937,"1,259",488,849,"1,102","1,691","4,459",614,"1,174",955,807,"2,041"
2020,10,30,"20,035","1,704","1,436",354,"1,226","2,239",955,"1,749",571,927,712,"1,242","2,105",540,906,967,839,"1,563"
2020,10,40,"22,317","2,150","1,476",380,"1,620","2,783","1,527","1,833",766,954,600,996,"2,309",647,"1,111",962,947,"1,256"
2020,10,50,"25,571","1,984","1,561",423,"1,727","3,290","1,424","1,618",696,"1,357",971,"1,120","2,317","1,143","1,843","1,286","1,134","1,677"
2020,10,60,"19,823","1,385","1,202",413,"1,311","2,482",999,"1,146",573,"1,391",768,940,"1,609","1,023","1,355",988,899,"1,339"
2020,10,70,"12,535","1,005",780,281,806,"1,377",646,740,444,847,532,608,"1,254",549,814,545,546,761
2020,10,80,"5,932",525,459,152,392,761,309,325,183,364,209,312,633,224,312,236,226,310
2020,10,90,"1,076",72,91,33,77,160,48,55,38,91,40,44,98,47,50,46,36,50
2020,10,100,272,20,20,6,12,23,19,15,10,41,9,14,21,9,13,12,10,18
2020,11,총,"149,549","12,440","9,546","2,661","10,020","18,403","8,597","10,483","4,303","7,218","5,284","7,609","16,862","5,153","8,327","6,906","6,066","9,671"
2020,11,0,"7,590",834,582,101,548,"1,189",707,864,202,187,120,239,706,131,245,380,285,270
2020,11,10,"11,066","1,158",700,193,931,"1,633","1,021",866,341,207,244,424,"1,337",245,511,535,362,358
2020,11,20,"23,386","1,605","1,236",329,"1,350","2,454",938,"1,262",494,857,"1,079","1,687","4,491",613,"1,167",961,801,"2,062"
2020,11,30,"19,982","1,697","1,446",359,"1,230","2,238",945,"1,734",564,927,722,"1,240","2,088",538,902,958,828,"1,566"
2020,11,40,"22,245","2,139","1,477",375,"1,623","2,778","1,524","1,846",761,955,588,980,"2,302",648,"1,102",958,940,"1,249"
2020,11,50,"25,511","1,983","1,557",423,"1,725","3,265","1,429","1,615",688,"1,350",981,"1,113","2,312","1,120","1,845","1,285","1,144","1,676"
2020,11,60,"19,938","1,390","1,200",412,"1,322","2,516","1,004","1,161",580,"1,397",757,949,"1,627","1,027","1,370",992,885,"1,349"
2020,11,70,"12,513","1,011",775,284,811,"1,377",646,741,443,838,530,606,"1,249",545,810,541,544,762
2020,11,80,"5,950",527,459,148,389,767,314,325,182,367,214,313,631,228,309,237,230,310
2020,11,90,"1,096",76,94,31,79,163,50,54,38,91,40,44,98,49,53,47,37,52
2020,11,100,272,20,20,6,12,23,19,15,10,42,9,14,21,9,13,12,10,17
2020,12,총,"149,384","12,431","9,526","2,640","10,022","18,391","8,546","10,477","4,325","7,256","5,242","7,588","16,799","5,129","8,318","6,925","6,078","9,691"
2020,12,0,"7,527",827,579,105,553,"1,170",694,859,201,188,118,236,689,127,245,381,286,269
2020,12,10,"11,013","1,165",692,191,927,"1,645","1,014",861,343,209,231,428,"1,313",245,507,530,362,350
2020,12,20,"23,416","1,596","1,237",320,"1,340","2,451",936,"1,277",495,880,"1,080","1,680","4,483",609,"1,166",966,808,"2,092"
2020,12,30,"19,943","1,694","1,441",359,"1,239","2,236",943,"1,708",572,942,710,"1,239","2,079",539,894,961,826,"1,561"
2020,12,40,"22,231","2,151","1,478",369,"1,630","2,763","1,505","1,850",768,962,587,972,"2,295",637,"1,103",957,943,"1,261"
2020,12,50,"25,459","1,976","1,560",417,"1,725","3,267","1,419","1,623",685,"1,339",977,"1,106","2,304","1,114","1,833","1,290","1,147","1,677"
2020,12,60,"19,948","1,388","1,195",413,"1,320","2,512","1,003","1,159",588,"1,399",750,946,"1,631","1,030","1,383","1,001",884,"1,346"
2020,12,70,"12,500","1,010",768,281,806,"1,386",650,746,436,834,527,610,"1,250",546,811,540,544,755
2020,12,80,"5,978",529,462,149,392,772,311,325,189,369,215,310,636,229,309,240,232,309
2020,12,90,"1,093",75,93,30,78,166,52,54,38,90,38,47,98,44,53,47,36,54
2020,12,100,276,20,21,6,12,23,19,15,10,44,9,14,21,9,14,12,10,17
2021,1,총,"149,125","12,426","9,544","2,613","9,990","18,394","8,519","10,428","4,325","7,256","5,258","7,558","16,707","5,116","8,296","6,897","6,081","9,717"
2021,1,0,"7,449",823,578,105,545,"1,150",696,845,199,184,112,233,681,128,236,383,287,264
2021,1,10,"10,937","1,165",692,188,917,"1,646","1,011",849,341,206,222,429,"1,303",243,495,528,360,342
2021,1,20,"23,331","1,590","1,235",310,"1,337","2,455",922,"1,264",500,892,"1,095","1,668","4,420",612,"1,167",951,808,"2,105"
2021,1,30,"19,917","1,683","1,441",353,"1,229","2,228",939,"1,704",562,940,727,"1,244","2,072",534,893,955,838,"1,575"
2021,1,40,"22,132","2,148","1,492",367,"1,630","2,756","1,496","1,835",766,961,591,961,"2,270",631,"1,084",952,930,"1,262"
2021,1,50,"25,410","1,981","1,551",411,"1,712","3,278","1,415","1,625",688,"1,327",965,"1,107","2,321","1,109","1,833","1,276","1,143","1,668"
2021,1,60,"20,069","1,395","1,212",408,"1,325","2,539","1,011","1,158",595,"1,409",756,941,"1,631","1,024","1,396","1,014",892,"1,363"
2021,1,70,"12,485","1,008",767,285,809,"1,387",649,747,430,829,527,605,"1,246",549,813,539,538,757
2021,1,80,"6,016",536,463,149,395,769,309,332,194,373,217,308,639,232,312,240,238,310
2021,1,90,"1,103",77,92,31,79,164,52,54,40,90,37,48,103,45,53,47,37,54
2021,1,100,276,20,21,6,12,22,19,15,10,45,9,14,21,9,14,12,10,17
2021,2,총,"148,884","12,353","9,542","2,609","9,961","18,347","8,516","10,395","4,320","7,253","5,282","7,561","16,712","5,122","8,245","6,873","6,083","9,710"
2021,2,0,"7,389",793,568,107,538,"1,142",701,843,197,191,113,233,679,127,232,374,286,265
2021,2,10,"10,913","1,159",696,186,912,"1,629","1,001",850,345,204,224,432,"1,340",239,484,520,355,337
2021,2,20,"23,248","1,587","1,227",313,"1,321","2,441",922,"1,252",495,891,"1,102","1,663","4,381",622,"1,162",948,815,"2,106"
2021,2,30,"19,831","1,651","1,461",338,"1,221","2,223",946,"1,695",558,933,733,"1,235","2,059",530,887,948,841,"1,572"
2021,2,40,"22,047","2,157","1,481",375,"1,634","2,743","1,478","1,823",764,961,588,954,"2,277",622,"1,064",943,924,"1,259"
2021,2,50,"25,418","1,973","1,556",411,"1,709","3,283","1,418","1,619",701,"1,325",966,"1,109","2,329","1,108","1,821","1,281","1,142","1,667"
2021,2,60,"20,170","1,399","1,213",412,"1,336","2,546","1,026","1,174",586,"1,401",765,955,"1,628","1,039","1,399","1,015",898,"1,378"
2021,2,70,"12,427",999,762,282,805,"1,381",636,738,428,837,527,609,"1,247",542,805,541,538,750
2021,2,80,"6,060",537,465,147,394,776,317,336,193,374,220,309,645,238,323,244,236,306
2021,2,90,"1,103",78,92,32,77,160,51,53,43,91,34,48,106,46,54,47,38,53
2021,2,100,278,20,21,6,14,23,20,12,10,45,10,14,21,9,14,12,10,17
2021,3,총,"147,296","12,095","9,543","2,530","9,819","18,308","8,380","10,230","4,203","7,227","5,264","7,399","16,711","5,054","8,198","6,752","6,041","9,542"
2021,3,0,"7,316",779,567,108,530,"1,144",700,833,191,189,110,237,660,129,229,369,281,260
2021,3,10,"10,946","1,152",692,185,907,"1,621",997,839,329,228,274,418,"1,392",230,477,516,353,336
2021,3,20,"23,275","1,572","1,241",312,"1,320","2,425",920,"1,246",490,925,"1,134","1,644","4,406",607,"1,162",950,815,"2,106"
2021,3,30,"19,740","1,633","1,456",333,"1,216","2,227",950,"1,677",559,929,725,"1,242","2,041",528,883,926,838,"1,577"
2021,3,40,"21,775","2,109","1,497",359,"1,619","2,733","1,456","1,806",736,956,575,942,"2,235",619,"1,049",934,909,"1,241"
2021,3,50,"25,166","1,930","1,552",398,"1,686","3,271","1,404","1,590",698,"1,323",943,"1,087","2,337","1,088","1,819","1,250","1,144","1,646"
2021,3,60,"20,042","1,378","1,219",397,"1,321","2,576","1,002","1,156",576,"1,398",753,931,"1,634","1,037","1,418","1,009",891,"1,346"
2021,3,70,"12,075",945,769,261,772,"1,368",607,719,397,839,500,558,"1,250",538,793,523,536,700
2021,3,80,"5,949",521,466,143,376,773,298,319,186,377,218,299,652,245,317,234,231,294
2021,3,90,946,69,77,28,68,160,43,44,39,58,31,39,99,33,46,40,37,35
2021,3,100,66,7,7,6,4,10,3,1,2,5,1,2,5,0,5,1,6,1
2021,4,총,"147,113","12,063","9,535","2,519","9,771","18,294","8,347","10,220","4,197","7,250","5,241","7,390","16,707","5,049","8,175","6,727","6,014","9,614"
2021,4,0,"7,306",785,571,107,527,"1,155",691,836,188,187,110,234,649,128,225,368,281,264
2021,4,10,"10,859","1,144",678,190,899,"1,614",996,822,327,224,276,410,"1,385",231,465,505,352,341
2021,4,20,"23,240","1,575","1,245",308,"1,301","2,416",915,"1,253",486,928,"1,110","1,641","4,404",613,"1,154",946,806,"2,139"
2021,4,30,"19,729","1,608","1,455",332,"1,209","2,238",947,"1,661",559,936,734,"1,250","2,045",532,889,929,825,"1,580"
2021,4,40,"21,690","2,125","1,489",358,"1,602","2,719","1,445","1,808",732,959,577,941,"2,213",614,"1,035",923,899,"1,251"
2021,4,50,"25,125","1,917","1,546",394,"1,687","3,270","1,400","1,584",703,"1,320",926,"1,083","2,355","1,079","1,819","1,246","1,145","1,651"
2021,4,60,"20,153","1,372","1,228",400,"1,325","2,583","1,010","1,170",579,"1,414",758,932,"1,644","1,044","1,424","1,021",899,"1,350"
2021,4,70,"12,006",941,771,253,767,"1,357",596,718,396,833,498,556,"1,245",533,792,511,532,707
2021,4,80,"5,990",520,469,143,375,772,301,323,188,385,219,303,663,242,321,237,234,295
2021,4,90,951,69,78,28,75,160,43,44,37,59,32,38,99,33,46,40,35,35
2021,4,100,64,7,5,6,4,10,3,1,2,5,1,2,5,0,5,1,6,1
2021,5,총,"146,377","12,042","9,367","2,497","9,737","18,230","8,329","10,178","4,205","7,265","5,243","7,359","16,570","4,965","8,077","6,704","5,993","9,616"
2021,5,0,"7,278",776,567,106,524,"1,167",686,827,186,187,109,234,649,131,219,368,279,263
2021,5,10,"10,791","1,146",671,183,891,"1,603",995,819,329,230,277,397,"1,362",230,466,497,355,340
2021,5,20,"23,219","1,565","1,242",310,"1,294","2,422",915,"1,246",490,926,"1,107","1,630","4,407",611,"1,161",946,799,"2,148"
2021,5,30,"19,637","1,601","1,446",328,"1,208","2,224",939,"1,630",563,932,736,"1,237","2,058",532,878,929,815,"1,581"
2021,5,40,"21,500","2,122","1,463",352,"1,590","2,700","1,429","1,804",725,956,579,927,"2,186",598,"1,027",916,891,"1,235"
2021,5,50,"25,032","1,914","1,515",387,"1,692","3,248","1,408","1,592",709,"1,337",915,"1,089","2,328","1,065","1,793","1,240","1,148","1,652"
2021,5,60,"20,123","1,379","1,201",404,"1,317","2,604","1,013","1,168",579,"1,412",767,937,"1,635","1,022","1,398","1,022",906,"1,359"
2021,5,70,"11,824",943,717,251,765,"1,330",594,721,399,833,503,559,"1,185",512,772,510,525,705
2021,5,80,"5,964",519,458,142,378,766,303,326,187,384,218,309,659,230,316,237,235,297
2021,5,90,949,70,82,28,74,158,44,44,36,63,31,38,96,34,44,38,34,35
2021,5,100,60,7,5,6,4,8,3,1,2,5,1,2,5,0,3,1,6,1
2021,6,총,"146,029","12,024","9,371","2,498","9,703","18,204","8,318","10,167","4,210","7,226","5,150","7,347","16,489","4,966","8,057","6,708","5,942","9,649"
2021,6,0,"7,275",773,566,106,522,"1,162",687,839,183,188,105,231,646,134,220,364,278,271
2021,6,10,"10,684","1,142",671,181,880,"1,605",992,821,333,219,253,395,"1,317",225,461,492,356,341
2021,6,20,"23,147","1,573","1,237",313,"1,282","2,413",921,"1,244",487,924,"1,089","1,611","4,403",606,"1,152",956,788,"2,148"
2021,6,30,"19,595","1,599","1,458",321,"1,212","2,214",921,"1,608",566,929,720,"1,250","2,044",534,879,926,815,"1,599"
2021,6,40,"21,433","2,112","1,458",353,"1,596","2,693","1,428","1,808",723,943,575,927,"2,164",596,"1,023",918,885,"1,231"
2021,6,50,"24,939","1,910","1,509",390,"1,676","3,240","1,407","1,573",708,"1,318",907,"1,094","2,323","1,055","1,797","1,236","1,142","1,654"
2021,6,60,"20,192","1,383","1,203",408,"1,313","2,613","1,019","1,175",583,"1,424",755,937,"1,645","1,029","1,403","1,033",909,"1,360"
2021,6,70,"11,791",939,723,249,767,"1,324",587,723,400,828,499,554,"1,183",518,766,509,512,710
2021,6,80,"5,985",514,460,143,376,774,309,332,191,385,217,308,665,236,311,238,227,299
2021,6,90,936,72,81,28,75,158,44,43,34,62,30,38,96,33,42,35,30,35
2021,6,100,52,7,5,6,4,8,3,1,2,6,0,2,3,0,3,1,0,1
2021,7,총,"145,692","12,035","9,376","2,484","9,679","18,177","8,275","10,122","4,179","7,204","5,121","7,310","16,463","4,964","8,037","6,706","5,923","9,637"
2021,7,0,"7,230",776,560,97,527,"1,154",675,842,183,186,103,228,633,133,216,368,278,271
2021,7,10,"10,622","1,144",667,178,875,"1,599",994,809,327,219,239,386,"1,315",224,463,493,354,336
