년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2020,2,60,"129,289","14,440","19,625","15,944","7,551","7,416","3,812","2,297","2,275","6,280","3,743","4,243","3,189","3,027","6,056","3,821","5,169","2,802","4,154","3,357","4,182","2,500","3,406"
2020,2,70,"108,926","9,657","13,084","10,315","6,573","4,450","3,532","2,551","2,326","6,615","3,922","4,440","3,240","3,085","5,777","3,738","4,372","3,086","4,120","3,362","4,239","2,800","3,642"
2020,2,80,"72,790","4,477","6,885","6,684","4,531","3,137","2,502","2,151","1,619","5,020","3,177","3,071","2,633","2,421","4,025","2,691","2,813","2,323","2,651","2,447","2,872","1,958","2,702"
2020,2,90,"11,963",716,"1,235","1,202",729,565,454,394,269,923,522,461,472,366,620,400,459,353,423,354,420,273,353
2020,2,100,703,60,83,49,53,17,27,10,15,41,36,29,22,26,38,26,30,23,33,37,20,16,12
2020,3,총,"925,394","114,871","138,243","141,276","56,849","72,538","22,703","14,614","13,329","33,286","21,240","31,555","19,708","18,227","35,345","26,435","40,573","16,319","26,909","22,055","25,085","15,543","18,691"
2020,3,0,"67,198","9,662","10,721","11,708","5,012","6,871","1,176",584,605,"1,348",912,"1,759","1,005",929,"2,110","1,921","3,508",711,"1,852","1,481","1,598",918,807
2020,3,10,"82,463","12,416","13,096","14,799","4,512","7,858","1,466",995,910,"1,912","1,336","2,831","1,402","1,279","2,622","2,144","4,295",997,"2,085","1,597","1,816","1,090","1,005"
2020,3,20,"89,890","12,755","14,887","17,105","5,789","8,501","2,021","1,141",978,"1,872","1,364","3,110","1,426","1,308","2,512","2,194","3,801","1,119","2,281","1,828","1,584","1,058","1,256"
2020,3,30,"90,951","13,505","14,801","16,473","7,062","8,828","1,788",824,825,"1,757","1,248","2,393","1,372","1,300","2,611","2,307","4,545","1,018","2,382","1,833","1,939","1,037","1,103"
2020,3,40,"122,657","18,616","20,184","22,416","7,092","11,912","2,243","1,407","1,375","2,717","1,904","4,093","1,912","1,723","3,584","3,123","5,921","1,479","2,903","2,431","2,612","1,522","1,488"
2020,3,50,"147,600","18,398","23,483","24,374","7,924","12,949","3,653","2,242","2,123","4,776","3,053","5,085","3,006","2,734","5,365","4,058","5,633","2,414","4,013","3,301","3,778","2,334","2,904"
2020,3,60,"129,885","14,561","19,720","16,048","7,571","7,441","3,820","2,323","2,280","6,293","3,750","4,267","3,215","3,057","6,067","3,839","5,189","2,792","4,149","3,381","4,189","2,523","3,410"
2020,3,70,"108,519","9,652","13,074","10,374","6,543","4,433","3,515","2,534","2,307","6,546","3,899","4,405","3,215","3,064","5,740","3,712","4,354","3,070","4,101","3,352","4,214","2,799","3,616"
2020,3,80,"73,279","4,507","6,926","6,690","4,543","3,154","2,537","2,160","1,639","5,074","3,198","3,104","2,655","2,426","4,060","2,709","2,833","2,336","2,684","2,455","2,902","1,964","2,723"
2020,3,90,"12,241",739,"1,264","1,239",748,575,455,395,271,953,541,476,477,381,635,401,465,360,426,358,433,282,367
2020,3,100,711,60,87,50,53,16,29,9,16,38,35,32,23,26,39,27,29,23,33,38,20,16,12
2020,4,총,"924,113","114,776","138,111","141,001","56,760","72,720","22,621","14,563","13,308","33,163","21,191","31,590","19,657","18,168","35,268","26,369","40,552","16,280","26,846","21,983","25,032","15,513","18,641"
2020,4,0,"66,940","9,607","10,678","11,673","4,986","6,870","1,165",576,601,"1,328",902,"1,764","1,003",931,"2,102","1,916","3,492",703,"1,862","1,468","1,589",919,805
2020,4,10,"82,119","12,384","13,024","14,737","4,506","7,842","1,452",989,901,"1,903","1,319","2,814","1,393","1,269","2,610","2,140","4,286",988,"2,065","1,581","1,815","1,092","1,009"
2020,4,20,"89,515","12,746","14,826","17,073","5,766","8,537","1,993","1,116",970,"1,828","1,366","3,090","1,395","1,291","2,499","2,177","3,798","1,113","2,256","1,832","1,569","1,040","1,234"
2020,4,30,"90,528","13,466","14,743","16,355","7,054","8,847","1,759",812,819,"1,751","1,235","2,384","1,375","1,296","2,572","2,281","4,529","1,012","2,385","1,803","1,922","1,041","1,087"
2020,4,40,"122,317","18,574","20,156","22,286","7,073","11,929","2,231","1,400","1,376","2,700","1,893","4,091","1,911","1,718","3,564","3,111","5,937","1,471","2,885","2,416","2,601","1,515","1,479"
2020,4,50,"147,279","18,385","23,442","24,387","7,867","12,986","3,647","2,235","2,112","4,746","3,036","5,088","2,980","2,707","5,357","4,048","5,619","2,398","3,995","3,282","3,773","2,313","2,876"
2020,4,60,"130,439","14,622","19,852","16,106","7,615","7,505","3,838","2,342","2,303","6,295","3,756","4,313","3,225","3,053","6,076","3,851","5,188","2,798","4,150","3,383","4,195","2,545","3,428"
2020,4,70,"108,184","9,641","13,053","10,363","6,520","4,434","3,499","2,515","2,298","6,535","3,881","4,387","3,207","3,040","5,724","3,692","4,345","3,061","4,088","3,347","4,200","2,768","3,586"
2020,4,80,"73,730","4,548","6,968","6,736","4,565","3,166","2,549","2,170","1,642","5,091","3,224","3,144","2,666","2,453","4,080","2,720","2,852","2,349","2,696","2,469","2,911","1,981","2,750"
2020,4,90,"12,349",742,"1,282","1,233",758,587,457,399,269,948,545,482,480,384,644,406,477,364,433,364,437,283,375
2020,4,100,713,61,87,52,50,17,31,9,17,38,34,33,22,26,40,27,29,23,31,38,20,16,12
2020,5,총,"923,449","114,610","137,886","140,636","56,826","73,134","22,614","14,522","13,300","33,116","21,133","31,615","19,620","18,123","35,249","26,338","40,645","16,222","26,825","21,957","24,978","15,506","18,594"
2020,5,0,"66,692","9,534","10,627","11,611","4,967","6,875","1,174",567,598,"1,323",891,"1,760","1,000",930,"2,104","1,908","3,492",694,"1,864","1,461","1,590",914,808
2020,5,10,"81,834","12,344","12,966","14,708","4,526","7,821","1,449",976,899,"1,891","1,313","2,805","1,378","1,265","2,593","2,129","4,287",986,"2,049","1,572","1,799","1,087",991
2020,5,20,"89,128","12,728","14,742","16,991","5,748","8,566","1,966","1,106",962,"1,801","1,354","3,101","1,385","1,273","2,482","2,161","3,812","1,089","2,242","1,802","1,559","1,036","1,222"
2020,5,30,"90,350","13,389","14,675","16,227","7,051","9,005","1,748",809,811,"1,742","1,235","2,391","1,383","1,282","2,567","2,285","4,530",999,"2,388","1,802","1,913","1,036","1,082"
2020,5,40,"121,985","18,520","20,072","22,164","7,088","11,980","2,221","1,398","1,372","2,682","1,871","4,062","1,895","1,695","3,559","3,098","5,953","1,465","2,877","2,425","2,588","1,519","1,481"
2020,5,50,"147,140","18,362","23,417","24,339","7,864","13,063","3,662","2,228","2,116","4,731","3,027","5,113","2,964","2,705","5,350","4,039","5,610","2,380","3,990","3,281","3,743","2,302","2,854"
2020,5,60,"130,867","14,694","19,889","16,185","7,661","7,569","3,837","2,339","2,306","6,303","3,764","4,323","3,234","3,052","6,091","3,862","5,231","2,803","4,150","3,385","4,206","2,552","3,431"
2020,5,70,"108,215","9,678","13,136","10,354","6,527","4,474","3,511","2,504","2,293","6,515","3,860","4,385","3,199","3,023","5,699","3,695","4,342","3,055","4,087","3,346","4,191","2,764","3,577"
2020,5,80,"74,080","4,554","6,994","6,761","4,583","3,169","2,555","2,189","1,657","5,133","3,237","3,152","2,676","2,479","4,112","2,733","2,878","2,363","2,706","2,481","2,923","1,988","2,757"
2020,5,90,"12,439",746,"1,279","1,242",763,596,462,397,269,954,546,489,485,393,650,402,478,364,442,365,446,291,380
2020,5,100,719,61,89,54,48,16,29,9,17,41,35,34,21,26,42,26,32,24,30,37,20,17,11
2020,6,총,"922,720","114,402","137,823","140,751","56,806","72,827","22,614","14,504","13,303","33,122","21,084","31,657","19,589","18,062","35,196","26,374","40,680","16,179","26,810","21,953","24,946","15,489","18,549"
2020,6,0,"66,502","9,506","10,628","11,573","4,944","6,828","1,169",560,602,"1,325",880,"1,762",999,927,"2,092","1,909","3,470",692,"1,865","1,462","1,589",911,809
2020,6,10,"81,599","12,292","12,886","14,673","4,548","7,795","1,454",977,902,"1,873","1,309","2,805","1,375","1,252","2,584","2,134","4,282",982,"2,049","1,565","1,786","1,088",988
2020,6,20,"88,877","12,685","14,711","17,019","5,722","8,514","1,945","1,101",946,"1,795","1,340","3,100","1,373","1,267","2,462","2,160","3,832","1,072","2,232","1,800","1,562","1,032","1,207"
2020,6,30,"89,998","13,291","14,656","16,248","7,013","8,876","1,736",811,809,"1,749","1,231","2,385","1,375","1,266","2,552","2,281","4,522","1,008","2,385","1,804","1,894","1,034","1,072"
2020,6,40,"121,814","18,487","20,049","22,164","7,102","11,894","2,216","1,385","1,367","2,679","1,857","4,062","1,900","1,697","3,558","3,104","5,955","1,459","2,868","2,418","2,601","1,509","1,483"
2020,6,50,"146,527","18,297","23,307","24,290","7,839","13,013","3,639","2,220","2,103","4,712","3,017","5,115","2,940","2,678","5,330","4,024","5,604","2,351","3,962","3,262","3,714","2,284","2,826"
2020,6,60,"131,708","14,788","20,018","16,343","7,707","7,649","3,869","2,351","2,322","6,324","3,765","4,360","3,239","3,057","6,117","3,885","5,258","2,821","4,185","3,405","4,232","2,559","3,454"
2020,6,70,"108,382","9,689","13,202","10,392","6,526","4,483","3,532","2,507","2,300","6,530","3,865","4,397","3,202","3,031","5,700","3,707","4,351","3,038","4,088","3,352","4,162","2,762","3,566"
2020,6,80,"74,164","4,567","6,998","6,754","4,588","3,159","2,564","2,181","1,661","5,144","3,240","3,149","2,680","2,469","4,118","2,740","2,894","2,368","2,707","2,481","2,940","2,005","2,757"
2020,6,90,"12,431",739,"1,279","1,241",769,599,462,402,273,950,546,489,487,392,639,405,480,365,438,367,446,287,376
2020,6,100,718,61,89,54,48,17,28,9,18,41,34,33,19,26,44,25,32,23,31,37,20,18,11
2020,7,총,"922,059","114,423","137,731","140,900","56,796","72,648","22,618","14,446","13,248","33,060","20,998","31,666","19,527","18,030","35,156","26,354","40,636","16,153","26,794","21,954","24,947","15,479","18,495"
2020,7,0,"66,229","9,472","10,595","11,554","4,938","6,788","1,162",550,591,"1,322",871,"1,765",996,930,"2,081","1,889","3,423",689,"1,873","1,454","1,574",909,803
2020,7,10,"81,485","12,278","12,831","14,661","4,544","7,808","1,461",964,901,"1,868","1,301","2,787","1,373","1,243","2,585","2,135","4,295",982,"2,045","1,559","1,792","1,082",990
2020,7,20,"88,646","12,685","14,698","17,008","5,729","8,477","1,934","1,090",935,"1,771","1,331","3,105","1,356","1,275","2,445","2,163","3,821","1,050","2,220","1,789","1,560","1,021","1,183"
2020,7,30,"89,607","13,218","14,586","16,271","6,975","8,780","1,738",812,800,"1,723","1,219","2,375","1,359","1,250","2,546","2,272","4,514","1,009","2,395","1,795","1,877","1,035","1,058"
2020,7,40,"121,735","18,513","20,043","22,176","7,127","11,840","2,204","1,375","1,351","2,683","1,848","4,063","1,889","1,693","3,548","3,106","5,933","1,445","2,869","2,420","2,613","1,514","1,482"
2020,7,50,"146,265","18,286","23,245","24,292","7,821","12,996","3,634","2,205","2,080","4,693","2,988","5,123","2,930","2,656","5,314","4,025","5,634","2,351","3,932","3,281","3,681","2,276","2,822"
2020,7,60,"132,023","14,849","20,109","16,450","7,718","7,690","3,885","2,343","2,330","6,317","3,772","4,365","3,226","3,062","6,111","3,892","5,240","2,823","4,174","3,399","4,268","2,562","3,438"
2020,7,70,"108,596","9,723","13,240","10,433","6,540","4,492","3,532","2,511","2,293","6,540","3,864","4,413","3,203","3,033","5,733","3,694","4,366","3,047","4,091","3,364","4,157","2,757","3,570"
2020,7,80,"74,257","4,587","7,003","6,763","4,585","3,160","2,574","2,184","1,667","5,150","3,223","3,154","2,681","2,464","4,115","2,744","2,899","2,367","2,717","2,488","2,954","2,017","2,761"
2020,7,90,"12,491",749,"1,291","1,235",770,600,466,403,282,952,548,485,494,398,634,407,479,367,448,368,449,289,377
2020,7,100,725,63,90,57,49,17,28,9,18,41,33,31,20,26,44,27,32,23,30,37,22,17,11
2020,8,총,"921,519","113,822","137,557","141,205","56,846","72,396","22,607","14,447","13,220","33,019","20,958","31,656","19,483","18,015","35,092","26,268","41,347","16,108","26,764","21,872","24,945","15,473","18,419"
2020,8,0,"65,989","9,318","10,549","11,556","4,931","6,732","1,162",548,587,"1,324",863,"1,749",991,921,"2,074","1,857","3,573",685,"1,871","1,430","1,568",908,792
2020,8,10,"81,166","12,163","12,791","14,624","4,529","7,754","1,451",956,893,"1,855","1,296","2,776","1,355","1,230","2,568","2,119","4,382",975,"2,035","1,562","1,790","1,072",990
2020,8,20,"88,512","12,632","14,643","17,073","5,741","8,435","1,918","1,089",922,"1,752","1,307","3,102","1,349","1,290","2,441","2,142","3,876","1,044","2,222","1,769","1,574","1,025","1,166"
2020,8,30,"89,203","12,995","14,485","16,268","6,953","8,719","1,735",817,796,"1,709","1,211","2,372","1,345","1,244","2,527","2,265","4,672","1,009","2,387","1,773","1,860","1,028","1,033"
2020,8,40,"121,659","18,438","20,007","22,231","7,154","11,745","2,197","1,378","1,345","2,680","1,835","4,045","1,883","1,687","3,546","3,080","6,092","1,441","2,870","2,409","2,614","1,514","1,468"
2020,8,50,"146,030","18,217","23,191","24,335","7,817","12,980","3,628","2,203","2,075","4,657","2,993","5,126","2,912","2,651","5,286","4,030","5,686","2,335","3,912","3,257","3,673","2,259","2,807"
2020,8,60,"132,661","14,905","20,211","16,598","7,774","7,759","3,910","2,350","2,339","6,335","3,768","4,395","3,253","3,076","6,122","3,893","5,287","2,827","4,172","3,412","4,258","2,576","3,441"
2020,8,70,"108,505","9,729","13,271","10,441","6,532","4,484","3,525","2,506","2,282","6,559","3,856","4,403","3,194","3,014","5,715","3,697","4,363","3,021","4,095","3,349","4,164","2,751","3,554"
2020,8,80,"74,470","4,607","7,026","6,777","4,588","3,171","2,585","2,178","1,672","5,151","3,239","3,170","2,689","2,475","4,129","2,745","2,899","2,375","2,723","2,500","2,970","2,028","2,773"
2020,8,90,"12,598",755,"1,294","1,246",778,600,467,410,291,956,558,488,492,402,640,413,485,372,446,374,453,295,383
2020,8,100,726,63,89,56,49,17,29,12,18,41,32,30,20,25,44,27,32,24,31,37,21,17,12
2020,9,총,"921,048","113,227","137,481","141,324","56,890","72,278","22,588","14,421","13,196","32,968","20,898","31,680","19,467","17,976","35,016","26,248","42,056","16,093","26,735","21,841","24,900","15,411","18,354"
2020,9,0,"65,740","9,169","10,505","11,542","4,924","6,695","1,161",546,592,"1,322",851,"1,757",988,908,"2,055","1,837","3,686",680,"1,867","1,421","1,548",902,784
2020,9,10,"80,951","12,101","12,749","14,552","4,515","7,745","1,437",945,877,"1,845","1,288","2,761","1,353","1,235","2,561","2,118","4,455",976,"2,031","1,562","1,781","1,068",996
2020,9,20,"88,316","12,531","14,597","17,165","5,742","8,354","1,912","1,081",917,"1,729","1,301","3,108","1,349","1,276","2,432","2,134","3,974","1,029","2,207","1,756","1,571","1,020","1,131"
2020,9,30,"88,904","12,789","14,453","16,240","6,947","8,663","1,730",811,789,"1,703","1,198","2,377","1,344","1,226","2,505","2,246","4,843","1,010","2,381","1,749","1,853","1,015","1,032"
2020,9,40,"121,449","18,322","19,967","22,194","7,174","11,717","2,186","1,369","1,340","2,666","1,821","4,023","1,871","1,685","3,533","3,073","6,232","1,438","2,874","2,407","2,603","1,496","1,458"
2020,9,50,"145,666","18,144","23,155","24,331","7,805","12,994","3,604","2,196","2,075","4,616","2,958","5,116","2,897","2,637","5,266","4,024","5,731","2,316","3,875","3,257","3,641","2,246","2,782"
2020,9,60,"133,383","14,963","20,317","16,748","7,822","7,809","3,946","2,369","2,347","6,361","3,798","4,428","3,265","3,084","6,140","3,915","5,323","2,836","4,186","3,423","4,287","2,574","3,442"
2020,9,70,"108,442","9,749","13,290","10,454","6,523","4,498","3,519","2,499","2,270","6,556","3,845","4,393","3,182","3,008","5,707","3,683","4,375","3,010","4,092","3,336","4,160","2,748","3,545"
2020,9,80,"74,684","4,633","7,052","6,781","4,606","3,177","2,593","2,179","1,676","5,161","3,240","3,189","2,702","2,477","4,118","2,767","2,908","2,393","2,743","2,513","2,973","2,027","2,776"
2020,9,90,"12,776",762,"1,306","1,262",782,608,470,415,293,966,565,497,496,415,654,424,497,380,447,381,461,298,397
2020,9,100,737,64,90,55,50,18,30,11,20,43,33,31,20,25,45,27,32,25,32,36,22,17,11
2020,10,총,"920,769","113,061","137,478","141,623","57,101","72,074","22,580","14,382","13,144","32,946","20,845","31,626","19,450","17,941","34,991","26,165","42,304","16,079","26,687","21,758","24,886","15,368","18,280"
2020,10,0,"65,358","9,091","10,419","11,530","4,929","6,633","1,161",538,585,"1,320",840,"1,736",988,905,"2,042","1,817","3,695",674,"1,851","1,401","1,542",892,769
2020,10,10,"80,786","12,035","12,719","14,530","4,534","7,724","1,434",936,867,"1,831","1,279","2,764","1,341","1,233","2,564","2,098","4,497",979,"2,025","1,566","1,780","1,059",991
2020,10,20,"88,392","12,526","14,653","17,243","5,766","8,310","1,915","1,084",911,"1,719","1,298","3,100","1,359","1,264","2,429","2,139","4,015","1,027","2,204","1,729","1,568","1,014","1,119"
2020,10,30,"88,553","12,712","14,407","16,220","6,949","8,602","1,733",808,778,"1,698","1,192","2,348","1,335","1,217","2,493","2,214","4,880","1,011","2,371","1,718","1,844","1,012","1,011"
2020,10,40,"121,173","18,260","19,917","22,196","7,232","11,630","2,153","1,357","1,333","2,650","1,802","4,014","1,871","1,681","3,529","3,048","6,271","1,424","2,861","2,401","2,608","1,498","1,437"
2020,10,50,"145,578","18,126","23,154","24,392","7,838","12,991","3,598","2,184","2,057","4,599","2,955","5,100","2,888","2,629","5,248","4,038","5,750","2,321","3,858","3,228","3,621","2,228","2,775"
2020,10,60,"133,996","15,050","20,418","16,905","7,858","7,867","3,966","2,379","2,354","6,377","3,793","4,454","3,282","3,086","6,149","3,902","5,362","2,829","4,196","3,442","4,299","2,579","3,449"
2020,10,70,"108,495","9,782","13,318","10,486","6,535","4,509","3,524","2,481","2,266","6,558","3,842","4,392","3,167","3,002","5,709","3,685","4,375","3,011","4,084","3,333","4,156","2,736","3,544"
2020,10,80,"74,894","4,649","7,072","6,803","4,625","3,182","2,598","2,194","1,675","5,178","3,239","3,192","2,701","2,486","4,127","2,772","2,926","2,400","2,762","2,520","2,984","2,033","2,776"
2020,10,90,"12,795",765,"1,309","1,263",783,609,468,408,298,971,571,494,497,413,656,425,501,379,444,385,461,299,396
2020,10,100,749,65,92,55,52,17,30,13,20,45,34,32,21,25,45,27,32,24,31,35,23,18,13
2020,11,총,"920,571","112,974","137,433","141,617","57,190","72,130","22,593","14,344","13,132","32,913","20,767","31,610","19,452","17,914","34,926","26,102","42,416","16,033","26,666","21,727","24,838","15,583","18,211"
2020,11,0,"65,005","8,996","10,321","11,493","4,950","6,601","1,161",534,585,"1,318",829,"1,725",984,899,"2,015","1,792","3,716",667,"1,843","1,394","1,526",892,764
2020,11,10,"80,697","12,011","12,733","14,505","4,529","7,728","1,424",927,865,"1,814","1,277","2,749","1,347","1,225","2,555","2,087","4,515",979,"2,025","1,563","1,774","1,077",988
2020,11,20,"88,469","12,507","14,641","17,240","5,777","8,320","1,933","1,087",904,"1,713","1,295","3,110","1,361","1,264","2,436","2,147","4,028","1,026","2,206","1,718","1,566","1,080","1,110"
2020,11,30,"88,313","12,659","14,376","16,176","6,958","8,571","1,731",810,781,"1,699","1,179","2,333","1,326","1,201","2,451","2,203","4,923",994,"2,370","1,735","1,826","1,027",984
2020,11,40,"120,956","18,268","19,857","22,153","7,251","11,597","2,151","1,332","1,315","2,659","1,792","3,996","1,857","1,681","3,530","3,018","6,266","1,420","2,857","2,382","2,595","1,542","1,437"
2020,11,50,"145,561","18,154","23,167","24,398","7,826","13,041","3,609","2,188","2,053","4,562","2,944","5,097","2,892","2,614","5,208","4,034","5,761","2,310","3,853","3,222","3,612","2,256","2,760"
2020,11,60,"134,539","15,097","20,501","16,991","7,902","7,939","3,971","2,385","2,362","6,404","3,784","4,482","3,298","3,103","6,185","3,908","5,371","2,833","4,199","3,449","4,314","2,617","3,444"
2020,11,70,"108,596","9,794","13,358","10,531","6,551","4,528","3,523","2,475","2,271","6,561","3,828","4,384","3,164","2,998","5,709","3,688","4,378","3,016","4,086","3,335","4,144","2,739","3,535"
2020,11,80,"74,871","4,665","7,075","6,800","4,607","3,183","2,592","2,186","1,681","5,170","3,240","3,208","2,706","2,489","4,122","2,772","2,911","2,384","2,755","2,512","2,998","2,037","2,778"
2020,11,90,"12,812",758,"1,314","1,273",785,603,467,409,295,970,564,492,495,415,670,426,516,380,442,382,460,298,398
2020,11,100,752,65,90,57,54,19,31,11,20,43,35,34,22,25,45,27,31,24,30,35,23,18,13
2020,12,총,"920,934","112,466","137,247","141,417","57,419","72,625","22,778","14,332","13,200","32,871","20,763","31,616","19,419","17,882","34,831","26,104","42,878","15,988","26,631","21,683","24,817","15,798","18,169"
2020,12,0,"64,846","8,870","10,303","11,461","4,978","6,591","1,168",529,578,"1,314",834,"1,719",981,900,"1,992","1,770","3,786",666,"1,839","1,378","1,529",895,765
2020,12,10,"80,500","11,959","12,676","14,472","4,533","7,747","1,443",911,874,"1,792","1,275","2,724","1,342","1,220","2,541","2,074","4,547",965,"2,022","1,552","1,760","1,088",983
2020,12,20,"88,629","12,479","14,572","17,179","5,834","8,418","1,978","1,093",916,"1,724","1,312","3,122","1,352","1,254","2,424","2,153","4,054","1,018","2,199","1,731","1,570","1,147","1,100"
2020,12,30,"88,135","12,483","14,349","16,113","6,991","8,602","1,753",800,784,"1,677","1,172","2,332","1,304","1,192","2,416","2,194","5,048",995,"2,363","1,720","1,821","1,054",972
2020,12,40,"120,803","18,104","19,781","22,069","7,298","11,658","2,160","1,326","1,335","2,666","1,770","3,966","1,857","1,682","3,525","3,025","6,366","1,411","2,851","2,370","2,590","1,568","1,425"
2020,12,50,"145,589","18,099","23,115","24,335","7,839","13,150","3,661","2,199","2,059","4,546","2,962","5,116","2,890","2,600","5,173","4,047","5,812","2,294","3,832","3,213","3,596","2,286","2,765"
2020,12,60,"135,186","15,143","20,568","17,087","7,960","8,078","4,013","2,384","2,388","6,403","3,783","4,514","3,307","3,110","6,215","3,917","5,411","2,845","4,206","3,448","4,318","2,655","3,433"
2020,12,70,"108,527","9,799","13,370","10,539","6,536","4,540","3,521","2,472","2,269","6,555","3,812","4,374","3,163","2,988","5,703","3,677","4,376","3,008","4,096","3,325","4,144","2,735","3,525"
2020,12,80,"75,083","4,703","7,103","6,823","4,615","3,201","2,591","2,197","1,683","5,176","3,246","3,219","2,704","2,482","4,129","2,783","2,925","2,386","2,750","2,527","3,006","2,050","2,784"
2020,12,90,"12,888",761,"1,322","1,278",781,621,459,410,294,974,564,497,499,429,669,437,524,377,442,384,460,302,404
2020,12,100,748,66,88,61,54,19,31,11,20,44,33,33,20,25,44,27,29,23,31,35,23,18,13
2021,1,총,"920,443","112,121","137,414","141,615","57,548","72,224","22,892","14,305","13,131","32,853","20,728","31,562","19,366","17,875","34,812","26,085","43,281","15,936","26,602","21,632","24,755","15,603","18,103"
2021,1,0,"64,344","8,742","10,250","11,375","4,953","6,518","1,174",522,577,"1,314",828,"1,704",973,882,"1,971","1,745","3,827",649,"1,841","1,349","1,524",873,753
2021,1,10,"80,400","11,928","12,680","14,479","4,602","7,713","1,433",914,863,"1,769","1,269","2,707","1,330","1,214","2,545","2,069","4,571",961,"2,000","1,549","1,750","1,075",979
2021,1,20,"88,344","12,415","14,623","17,177","5,813","8,309","1,984","1,057",896,"1,728","1,290","3,098","1,339","1,268","2,420","2,145","4,093","1,006","2,192","1,732","1,558","1,102","1,099"
2021,1,30,"87,736","12,340","14,334","16,152","6,959","8,511","1,786",801,770,"1,669","1,162","2,322","1,296","1,179","2,384","2,171","5,107",976,"2,351","1,683","1,798","1,021",964
