년도,월,나이,경상남도 하동군,경상남도 하동군 하동읍,경상남도 하동군 화개면,경상남도 하동군 악양면,경상남도 하동군 적량면,경상남도 하동군 횡천면,경상남도 하동군 고전면,경상남도 하동군 금남면,경상남도 하동군 진교면,경상남도 하동군 양보면,경상남도 하동군 북천면,경상남도 하동군 청암면,경상남도 하동군 옥종면,경상남도 하동군 금성면
2020,10,30,"1,263",406,59,73,44,42,47,62,219,27,46,36,111,91
2020,10,40,"2,222",659,177,153,82,62,95,138,358,61,65,57,159,156
2020,10,50,"3,853",875,309,336,161,177,174,283,501,132,125,121,385,274
2020,10,60,"4,261",821,279,361,205,202,237,382,533,183,171,178,446,263
2020,10,70,"3,644",661,268,344,184,159,206,325,419,182,178,110,355,253
2020,10,80,"3,045",422,160,259,197,190,201,257,355,195,175,89,349,196
2020,10,90,572,72,34,61,21,30,49,54,74,36,27,19,70,25
2020,10,100,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2020,11,총,"22,489","5,083","1,527","1,785","1,006",970,"1,153","1,710","3,056",906,901,728,"2,173","1,491"
2020,11,0,891,279,46,39,20,29,30,45,197,10,37,27,77,55
2020,11,10,"1,354",449,99,82,34,31,66,68,215,44,36,51,107,72
2020,11,20,"1,397",442,100,75,59,48,52,95,187,33,42,38,116,110
2020,11,30,"1,238",399,55,74,44,43,46,58,214,29,45,36,105,90
2020,11,40,"2,209",656,177,150,81,61,95,143,349,59,65,59,160,154
2020,11,50,"3,852",879,306,338,161,174,173,281,505,134,122,120,384,275
2020,11,60,"4,269",822,283,358,204,203,237,382,538,182,174,180,442,264
2020,11,70,"3,620",658,266,342,181,157,206,324,416,183,175,108,355,249
2020,11,80,"3,070",426,161,262,201,192,199,260,359,194,177,89,353,197
2020,11,90,570,71,33,62,21,32,48,52,73,36,27,19,71,25
2020,11,100,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2020,12,총,"22,421","5,072","1,509","1,787",997,975,"1,154","1,716","3,041",904,894,721,"2,170","1,481"
2020,12,0,875,276,45,38,19,28,28,43,197,10,38,25,74,54
2020,12,10,"1,337",442,97,81,34,35,64,72,212,44,35,48,106,67
2020,12,20,"1,396",443,98,76,58,53,54,94,188,31,39,34,117,111
2020,12,30,"1,230",398,52,72,44,43,47,59,213,27,43,36,106,90
2020,12,40,"2,187",651,172,152,79,60,95,142,343,57,67,57,158,154
2020,12,50,"3,832",877,306,340,157,173,174,279,503,136,118,121,379,269
2020,12,60,"4,286",828,278,357,205,202,238,385,542,182,174,180,448,267
2020,12,70,"3,616",659,266,340,180,159,205,325,411,183,177,109,355,247
2020,12,80,"3,068",425,161,266,200,189,199,261,358,192,175,92,353,197
2020,12,90,575,71,33,62,21,33,49,54,71,40,27,18,71,25
2020,12,100,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2021,1,총,"22,374","5,064","1,509","1,792",995,956,"1,154","1,715","3,042",904,893,714,"2,169","1,467"
2021,1,0,864,272,47,38,19,28,28,43,195,10,36,24,74,50
2021,1,10,"1,330",440,96,82,33,34,63,71,209,43,34,48,109,68
2021,1,20,"1,377",437,100,79,58,51,52,93,184,28,42,34,112,107
2021,1,30,"1,227",390,52,72,46,41,47,61,215,29,42,35,107,90
2021,1,40,"2,176",660,171,144,77,57,96,139,349,57,67,54,158,147
2021,1,50,"3,813",870,299,344,154,169,176,281,501,135,117,119,383,265
2021,1,60,"4,300",830,283,360,209,198,238,384,545,181,174,180,446,272
2021,1,70,"3,611",664,266,340,177,158,204,328,408,185,177,107,352,245
2021,1,80,"3,071",426,161,266,200,190,199,258,361,191,176,93,353,197
2021,1,90,586,73,33,64,22,30,50,55,72,43,27,19,72,26
2021,1,100,19,2,1,3,0,0,1,2,3,2,1,1,3,0
2021,2,총,"22,277","5,031","1,507","1,790",991,960,"1,149","1,710","3,027",901,890,708,"2,153","1,460"
2021,2,0,859,272,46,39,18,28,28,42,194,9,36,23,74,50
2021,2,10,"1,310",432,91,83,34,35,64,71,206,42,34,45,107,66
2021,2,20,"1,345",428,101,75,59,50,49,91,182,26,42,33,107,102
2021,2,30,"1,220",388,53,71,45,43,48,61,211,29,42,36,105,88
2021,2,40,"2,158",654,168,145,75,57,94,141,345,60,66,53,154,146
2021,2,50,"3,766",857,301,339,152,166,176,275,502,134,114,116,374,260
2021,2,60,"4,337",836,285,368,211,201,237,387,547,181,176,180,450,278
2021,2,70,"3,593",662,267,340,173,156,203,324,403,186,175,109,350,245
2021,2,80,"3,071",426,162,263,202,193,196,261,360,188,176,92,355,197
2021,2,90,601,75,32,65,22,31,53,55,74,44,28,20,74,28
2021,2,100,17,1,1,2,0,0,1,2,3,2,1,1,3,0
2021,3,총,"22,222","5,022","1,515","1,782",985,961,"1,143","1,707","3,011",897,891,711,"2,143","1,454"
2021,3,0,862,278,46,39,18,28,26,42,192,9,36,25,72,51
2021,3,10,"1,281",426,91,81,33,35,64,71,196,40,33,45,102,64
2021,3,20,"1,332",420,100,73,57,49,49,87,179,28,44,33,105,108
2021,3,30,"1,208",391,58,65,42,45,44,60,207,27,42,38,104,85
2021,3,40,"2,155",653,171,148,79,55,95,141,346,60,62,50,153,142
2021,3,50,"3,716",837,296,341,150,166,177,270,495,135,118,113,368,250
2021,3,60,"4,388",849,292,368,211,204,239,392,553,179,179,183,457,282
2021,3,70,"3,589",667,265,337,171,154,202,326,401,185,175,109,350,247
2021,3,80,"3,063",427,162,263,199,193,192,259,363,186,173,94,356,196
2021,3,90,613,73,33,66,25,32,54,57,76,46,29,20,73,29
2021,3,100,15,1,1,1,0,0,1,2,3,2,0,1,3,0
2021,4,총,"22,193","5,007","1,515","1,783",990,948,"1,145","1,701","3,010",894,895,710,"2,145","1,450"
2021,4,0,841,273,44,38,18,27,25,42,189,9,34,24,69,49
2021,4,10,"1,273",421,88,82,34,34,66,72,194,39,35,41,104,63
2021,4,20,"1,330",419,103,69,58,45,47,85,182,27,44,35,107,109
2021,4,30,"1,210",388,56,70,42,44,43,60,208,29,43,40,103,84
2021,4,40,"2,149",650,170,148,80,52,95,137,348,61,63,50,152,143
2021,4,50,"3,687",827,297,337,154,167,170,267,492,134,114,115,367,246
2021,4,60,"4,414",861,296,371,208,200,249,391,555,175,183,182,460,283
2021,4,70,"3,585",663,267,337,171,152,200,326,399,186,178,108,352,246
2021,4,80,"3,065",428,160,264,199,193,193,262,365,186,172,92,354,197
2021,4,90,624,76,33,66,26,34,56,57,75,46,29,22,74,30
2021,4,100,15,1,1,1,0,0,1,2,3,2,0,1,3,0
2021,5,총,"22,143","5,003","1,518","1,784",991,939,"1,148","1,698","3,006",892,893,700,"2,128","1,443"
2021,5,0,835,271,44,39,19,25,25,40,185,10,33,23,71,50
2021,5,10,"1,266",418,88,81,34,35,64,73,195,38,35,40,102,63
2021,5,20,"1,317",422,100,69,57,45,46,83,182,26,43,33,105,106
2021,5,30,"1,202",383,58,70,42,44,43,61,207,28,42,38,103,83
2021,5,40,"2,132",649,167,149,79,49,94,135,345,62,63,50,151,139
2021,5,50,"3,682",831,304,337,153,164,166,266,489,132,115,115,364,246
2021,5,60,"4,415",857,297,373,209,198,251,391,558,177,184,181,456,283
2021,5,70,"3,583",662,265,335,169,154,203,328,403,188,176,107,347,246
2021,5,80,"3,076",436,161,263,202,190,197,262,364,184,172,92,355,198
2021,5,90,621,73,33,67,27,35,58,56,75,45,30,20,73,29
2021,5,100,14,1,1,1,0,0,1,3,3,2,0,1,1,0
2021,6,총,"22,050","5,002","1,508","1,778",990,935,"1,139","1,688","3,002",882,883,704,"2,111","1,428"
2021,6,0,818,268,43,39,20,25,23,38,179,10,34,22,69,48
2021,6,10,"1,262",418,87,80,34,34,66,71,195,38,35,41,102,61
2021,6,20,"1,306",422,101,66,55,44,47,88,179,25,40,32,101,106
2021,6,30,"1,190",380,59,70,43,44,42,59,210,25,42,36,99,81
2021,6,40,"2,119",652,163,149,79,49,92,129,342,57,63,52,154,138
2021,6,50,"3,650",825,302,337,151,163,164,264,492,127,110,119,358,238
2021,6,60,"4,409",863,298,369,208,197,250,387,557,178,180,182,454,286
2021,6,70,"3,584",663,261,338,171,155,203,331,403,189,176,108,344,242
2021,6,80,"3,080",438,160,262,203,190,193,263,366,187,172,91,357,198
2021,6,90,619,72,33,67,26,34,58,55,77,44,31,20,72,30
2021,6,100,13,1,1,1,0,0,1,3,2,2,0,1,1,0
2021,7,총,"21,998","4,983","1,506","1,773",986,937,"1,141","1,690","2,981",878,878,707,"2,110","1,428"
2021,7,0,809,264,42,37,18,25,23,38,176,9,35,22,71,49
2021,7,10,"1,253",410,87,79,34,34,65,73,189,38,35,46,102,61
2021,7,20,"1,296",419,98,65,54,44,48,86,180,27,37,33,99,106
2021,7,30,"1,183",379,60,69,43,44,41,59,205,26,42,35,99,81
2021,7,40,"2,096",644,162,145,78,49,89,127,341,54,61,53,157,136
2021,7,50,"3,640",827,302,340,149,162,168,264,483,124,110,116,359,236
2021,7,60,"4,420",866,298,367,210,199,249,390,562,180,178,183,449,289
2021,7,70,"3,563",654,257,340,171,154,201,331,400,188,175,106,344,242
2021,7,80,"3,096",441,166,263,203,191,197,262,366,186,174,92,357,198
2021,7,90,629,78,33,67,26,35,59,57,77,44,31,20,72,30
2021,7,100,13,1,1,1,0,0,1,3,2,2,0,1,1,0
2021,8,총,"21,969","4,981","1,513","1,766",987,939,"1,132","1,688","2,983",880,880,700,"2,102","1,418"
2021,8,0,795,258,42,38,19,26,22,38,174,9,35,22,65,47
2021,8,10,"1,248",410,87,76,33,32,66,74,189,36,36,42,106,61
2021,8,20,"1,291",426,101,64,52,41,46,81,182,29,37,32,97,103
2021,8,30,"1,175",375,60,68,45,46,41,58,204,27,42,36,95,78
2021,8,40,"2,083",647,160,146,77,50,88,124,340,52,61,49,155,134
2021,8,50,"3,633",819,302,334,152,159,165,266,488,122,110,117,361,238
2021,8,60,"4,443",865,302,370,208,203,248,393,563,186,179,184,452,290
2021,8,70,"3,555",655,257,341,172,154,200,329,400,186,171,106,344,240
2021,8,80,"3,100",444,167,261,204,193,198,264,361,185,178,93,352,200
2021,8,90,634,81,34,67,25,35,57,58,80,46,31,19,74,27
2021,8,100,12,1,1,1,0,0,1,3,2,2,0,0,1,0
2021,9,총,"21,865","4,959","1,505","1,755",982,938,"1,123","1,680","2,975",876,869,688,"2,094","1,421"
2021,9,0,788,255,39,37,19,27,21,37,177,8,34,22,66,46
2021,9,10,"1,234",407,89,75,33,32,66,72,188,36,36,36,103,61
2021,9,20,"1,242",420,93,58,48,41,45,77,174,29,32,29,90,106
2021,9,30,"1,160",367,62,69,44,46,41,58,201,25,41,33,96,77
2021,9,40,"2,049",636,156,141,77,48,86,125,338,50,59,47,151,135
2021,9,50,"3,634",827,303,334,149,160,164,262,487,120,109,118,364,237
2021,9,60,"4,467",872,300,373,207,202,247,397,569,186,179,185,458,292
2021,9,70,"3,537",654,262,336,171,153,197,328,396,189,172,106,337,236
2021,9,80,"3,108",443,166,264,208,194,198,264,361,183,176,94,353,204
2021,9,90,635,77,34,67,26,35,57,57,83,48,31,18,75,27
2021,9,100,11,1,1,1,0,0,1,3,1,2,0,0,1,0
2021,10,총,"21,831","4,937","1,503","1,757",979,940,"1,111","1,674","2,988",877,865,688,"2,093","1,419"
2021,10,0,785,256,39,39,18,27,20,39,174,9,34,22,62,46
2021,10,10,"1,236",406,89,75,33,33,65,71,191,34,36,39,103,61
2021,10,20,"1,229",420,89,58,47,40,43,76,174,30,32,26,90,104
2021,10,30,"1,158",365,62,69,43,45,41,58,205,23,41,34,96,76
2021,10,40,"2,033",629,158,139,77,47,83,122,337,52,59,48,149,133
2021,10,50,"3,641",823,306,335,150,160,163,266,491,121,107,114,366,239
2021,10,60,"4,464",868,299,373,208,201,248,393,574,187,178,186,460,289
2021,10,70,"3,540",651,261,336,172,156,196,328,395,189,173,109,336,238
2021,10,80,"3,100",441,164,267,206,195,197,261,364,183,174,90,351,207
2021,10,90,633,77,35,65,25,36,54,57,82,47,31,20,79,25
2021,10,100,12,1,1,1,0,0,1,3,1,2,0,0,1,1
2021,11,총,"21,798","4,930","1,507","1,757",976,929,"1,112","1,668","2,993",880,860,686,"2,086","1,414"
2021,11,0,786,251,40,38,18,26,22,38,173,13,33,22,65,47
2021,11,10,"1,232",402,88,75,33,33,66,71,190,34,37,39,102,62
2021,11,20,"1,223",422,88,57,46,36,43,75,176,30,30,26,91,103
2021,11,30,"1,154",371,57,68,43,42,42,59,206,25,37,32,95,77
2021,11,40,"2,014",622,161,139,76,46,82,116,332,50,60,50,148,132
2021,11,50,"3,632",822,308,332,149,154,162,266,494,122,106,112,364,241
2021,11,60,"4,481",874,304,377,209,202,250,393,580,186,179,187,457,283
2021,11,70,"3,520",645,261,336,170,152,193,331,391,188,172,108,333,240
2021,11,80,"3,111",443,165,265,205,201,197,263,367,182,175,90,353,205
2021,11,90,634,76,34,69,27,37,54,54,83,48,31,20,77,24
2021,11,100,11,2,1,1,0,0,1,2,1,2,0,0,1,0
2021,12,총,"21,753","4,931","1,506","1,760",970,927,"1,112","1,659","2,982",878,860,683,"2,079","1,406"
2021,12,0,780,252,41,37,17,27,24,36,171,12,32,20,64,47
2021,12,10,"1,221",398,85,74,34,32,66,73,188,34,36,37,102,62
2021,12,20,"1,231",425,91,59,45,35,47,70,178,31,31,28,89,102
2021,12,30,"1,139",366,57,68,42,43,39,59,203,23,37,31,97,74
2021,12,40,"2,014",628,158,140,74,46,81,118,326,52,60,51,150,130
2021,12,50,"3,611",821,310,335,149,152,163,261,489,118,104,110,360,239
2021,12,60,"4,490",871,305,376,210,199,245,394,585,191,183,188,458,285
2021,12,70,"3,501",642,260,332,168,156,194,327,388,185,171,108,332,238
2021,12,80,"3,124",449,166,270,203,203,198,262,369,183,175,89,351,206
2021,12,90,631,76,32,68,28,34,54,57,84,48,31,21,75,23
2021,12,100,11,3,1,1,0,0,1,2,1,1,0,0,1,0
