년도,월,나이,부천시,심곡동,부천동,중동,신중동,상동,대산동,소사본동,범안동,성곡동,오정동
2020,3,30,"119,568","9,803","12,629","5,603","22,045","12,964","11,717","8,136","15,299","10,195","11,177"
2020,3,40,"132,149","9,948","14,257","6,533","20,824","15,684","12,747","8,084","17,036","13,542","13,494"
2020,3,50,"150,174","12,023","16,981","7,998","23,159","15,419","15,076","10,456","14,455","17,226","17,381"
2020,3,60,"104,671","9,370","12,443","5,587","15,344","8,126","11,939","8,521","10,987","11,289","11,065"
2020,3,70,"45,192","4,440","5,631","2,295","5,520","2,840","5,514","3,753","5,084","5,360","4,755"
2020,3,80,"19,113","1,714","2,291",988,"2,541","1,215","2,231","1,458","2,245","2,417","2,013"
2020,3,90,"2,964",230,324,172,455,226,334,232,365,335,291
2020,3,100,236,33,32,13,18,4,31,26,33,26,20
2020,4,총,"826,845","65,159","90,974","42,379","132,384","87,645","83,123","57,029","96,488","85,676","85,988"
2020,4,0,"60,305","3,239","5,987","2,889","10,345","8,387","5,030","3,818","10,291","4,900","5,419"
2020,4,10,"73,010","4,123","7,529","3,970","11,827","10,256","6,587","4,580","9,188","7,601","7,349"
2020,4,20,"119,179","10,263","12,976","6,313","19,849","12,477","11,940","7,989","11,514","12,844","13,014"
2020,4,30,"119,289","9,774","12,521","5,580","22,138","12,957","11,653","8,139","15,219","10,152","11,156"
2020,4,40,"131,906","9,920","14,212","6,550","20,864","15,662","12,714","8,046","17,048","13,430","13,460"
2020,4,50,"149,988","11,994","16,918","7,969","23,246","15,412","15,041","10,399","14,425","17,208","17,376"
2020,4,60,"105,335","9,421","12,491","5,628","15,509","8,186","11,986","8,583","11,047","11,371","11,113"
2020,4,70,"45,370","4,455","5,663","2,300","5,565","2,853","5,545","3,758","5,097","5,358","4,776"
2020,4,80,"19,238","1,704","2,317",993,"2,564","1,224","2,254","1,462","2,266","2,438","2,016"
2020,4,90,"2,983",233,327,174,457,227,342,229,358,347,289
2020,4,100,242,33,33,13,20,4,31,26,35,27,20
2020,5,총,"826,093","64,977","90,868","42,305","132,464","87,470","82,987","56,965","96,889","85,363","85,805"
2020,5,0,"60,032","3,203","5,960","2,873","10,331","8,349","4,997","3,817","10,279","4,845","5,378"
2020,5,10,"72,698","4,083","7,508","3,967","11,775","10,186","6,557","4,549","9,218","7,536","7,319"
2020,5,20,"118,924","10,253","12,997","6,286","19,845","12,413","11,870","7,936","11,558","12,819","12,947"
2020,5,30,"119,007","9,705","12,433","5,561","22,124","12,919","11,638","8,156","15,270","10,058","11,143"
2020,5,40,"131,495","9,866","14,143","6,523","20,846","15,590","12,675","8,036","17,100","13,321","13,395"
2020,5,50,"149,944","11,957","16,878","7,945","23,273","15,437","15,011","10,391","14,521","17,204","17,327"
2020,5,60,"105,866","9,459","12,556","5,648","15,603","8,267","12,012","8,593","11,155","11,402","11,171"
2020,5,70,"45,581","4,479","5,709","2,318","5,606","2,863","5,584","3,766","5,111","5,358","4,787"
2020,5,80,"19,311","1,704","2,325",995,"2,579","1,214","2,267","1,468","2,281","2,453","2,025"
2020,5,90,"2,990",235,325,175,462,228,345,227,360,340,293
2020,5,100,245,33,34,14,20,4,31,26,36,27,20
2020,6,총,"825,700","64,845","90,754","42,264","132,495","87,450","82,856","57,227","97,134","85,163","85,512"
2020,6,0,"59,795","3,164","5,912","2,869","10,288","8,348","4,981","3,830","10,267","4,796","5,340"
2020,6,10,"72,434","4,082","7,451","3,968","11,747","10,161","6,503","4,546","9,203","7,495","7,278"
2020,6,20,"118,809","10,247","13,017","6,242","19,815","12,381","11,855","7,981","11,618","12,785","12,868"
2020,6,30,"118,715","9,676","12,339","5,554","22,097","12,924","11,540","8,223","15,283","9,988","11,091"
2020,6,40,"131,496","9,841","14,126","6,526","20,864","15,583","12,685","8,096","17,162","13,289","13,324"
2020,6,50,"149,453","11,885","16,853","7,903","23,199","15,389","14,949","10,388","14,524","17,135","17,228"
2020,6,60,"106,642","9,509","12,615","5,697","15,757","8,322","12,079","8,671","11,254","11,475","11,263"
2020,6,70,"45,785","4,473","5,758","2,325","5,662","2,894","5,604","3,787","5,129","5,373","4,780"
2020,6,80,"19,350","1,697","2,339",996,"2,578","1,215","2,283","1,459","2,294","2,458","2,031"
2020,6,90,"2,979",238,311,170,468,228,346,223,363,343,289
2020,6,100,242,33,33,14,20,5,31,23,37,26,20
2020,7,총,"824,675","64,827","90,622","42,252","132,404","87,316","82,732","57,403","96,800","84,917","85,402"
2020,7,0,"59,451","3,164","5,857","2,875","10,247","8,307","4,929","3,854","10,170","4,734","5,314"
2020,7,10,"72,142","4,059","7,436","3,955","11,675","10,122","6,481","4,525","9,216","7,427","7,246"
2020,7,20,"118,565","10,264","12,978","6,223","19,811","12,310","11,833","7,995","11,579","12,743","12,829"
2020,7,30,"118,350","9,642","12,279","5,554","22,038","12,885","11,507","8,280","15,117","9,968","11,080"
2020,7,40,"131,139","9,826","14,119","6,506","20,838","15,554","12,641","8,104","17,131","13,157","13,263"
2020,7,50,"149,234","11,871","16,806","7,871","23,157","15,406","14,924","10,376","14,521","17,116","17,186"
2020,7,60,"107,174","9,549","12,676","5,736","15,850","8,385","12,128","8,741","11,234","11,535","11,340"
2020,7,70,"45,993","4,483","5,786","2,342","5,718","2,897","5,630","3,808","5,136","5,396","4,797"
2020,7,80,"19,394","1,694","2,343","1,004","2,579","1,216","2,279","1,472","2,299","2,466","2,042"
2020,7,90,"2,992",242,310,172,471,231,349,225,359,349,284
2020,7,100,241,33,32,14,20,3,31,23,38,26,21
2020,8,총,"822,865","64,732","90,397","42,193","132,188","87,065","82,504","57,304","96,588","84,689","85,205"
2020,8,0,"58,859","3,139","5,816","2,851","10,188","8,213","4,863","3,822","10,039","4,690","5,238"
2020,8,10,"71,836","4,035","7,379","3,956","11,602","10,089","6,463","4,477","9,235","7,388","7,212"
2020,8,20,"118,205","10,218","12,936","6,210","19,787","12,290","11,768","7,952","11,547","12,683","12,814"
2020,8,30,"117,685","9,662","12,189","5,522","21,898","12,820","11,422","8,287","14,951","9,945","10,989"
2020,8,40,"130,764","9,808","14,094","6,494","20,797","15,470","12,593","8,070","17,163","13,062","13,213"
2020,8,50,"148,861","11,799","16,736","7,853","23,145","15,386","14,869","10,349","14,516","17,074","17,134"
2020,8,60,"107,827","9,600","12,752","5,766","15,956","8,436","12,206","8,789","11,283","11,613","11,426"
2020,8,70,"46,068","4,504","5,778","2,349","5,724","2,898","5,647","3,826","5,158","5,384","4,800"
2020,8,80,"19,502","1,689","2,376","1,002","2,588","1,232","2,293","1,487","2,296","2,474","2,065"
2020,8,90,"3,015",244,310,176,483,228,350,222,360,350,292
2020,8,100,243,34,31,14,20,3,30,23,40,26,22
2020,9,총,"822,000","64,618","90,315","42,102","132,186","87,025","82,338","57,319","96,619","84,512","84,966"
2020,9,0,"58,490","3,108","5,760","2,842","10,112","8,192","4,838","3,823","9,989","4,644","5,182"
2020,9,10,"71,585","4,020","7,346","3,934","11,603","10,058","6,444","4,459","9,227","7,323","7,171"
2020,9,20,"117,954","10,197","12,926","6,193","19,751","12,265","11,718","7,942","11,546","12,671","12,745"
2020,9,30,"117,319","9,596","12,135","5,492","21,844","12,806","11,390","8,307","14,931","9,878","10,940"
2020,9,40,"130,403","9,794","14,041","6,466","20,841","15,452","12,531","8,032","17,164","12,985","13,097"
2020,9,50,"148,558","11,760","16,717","7,836","23,053","15,367","14,831","10,326","14,510","17,060","17,098"
2020,9,60,"108,556","9,636","12,838","5,786","16,113","8,513","12,232","8,841","11,376","11,682","11,539"
2020,9,70,"46,215","4,519","5,802","2,358","5,756","2,897","5,682","3,838","5,163","5,403","4,797"
2020,9,80,"19,599","1,701","2,397",998,"2,596","1,240","2,296","1,503","2,306","2,484","2,078"
2020,9,90,"3,074",253,319,183,497,231,346,226,367,357,295
2020,9,100,247,34,34,14,20,4,30,22,40,25,24
2020,10,총,"821,068","64,497","90,274","42,046","131,949","86,954","82,226","57,402","96,564","84,329","84,827"
2020,10,0,"58,088","3,078","5,723","2,818","10,049","8,148","4,784","3,807","9,931","4,614","5,136"
2020,10,10,"71,255","3,980","7,328","3,920","11,515","10,012","6,427","4,454","9,237","7,272","7,110"
2020,10,20,"117,796","10,177","12,926","6,175","19,713","12,258","11,662","7,971","11,533","12,634","12,747"
2020,10,30,"116,910","9,593","12,096","5,495","21,765","12,784","11,350","8,301","14,806","9,838","10,882"
2020,10,40,"130,102","9,722","13,983","6,448","20,799","15,427","12,514","8,038","17,220","12,911","13,040"
2020,10,50,"148,277","11,752","16,699","7,827","22,963","15,339","14,810","10,320","14,496","16,996","17,075"
2020,10,60,"109,253","9,643","12,932","5,798","16,267","8,591","12,300","8,898","11,447","11,764","11,613"
2020,10,70,"46,396","4,554","5,821","2,366","5,763","2,921","5,696","3,851","5,184","5,429","4,811"
2020,10,80,"19,685","1,712","2,416","1,001","2,607","1,238","2,309","1,515","2,305","2,490","2,092"
2020,10,90,"3,055",252,317,184,487,231,343,225,365,356,295
2020,10,100,251,34,33,14,21,5,31,22,40,25,26
2020,11,총,"819,990","64,347","90,195","42,003","131,829","86,830","82,023","57,354","96,453","84,184","84,772"
2020,11,0,"57,742","3,050","5,664","2,806","10,021","8,103","4,725","3,823","9,870","4,582","5,098"
2020,11,10,"70,914","3,944","7,302","3,910","11,461","9,975","6,392","4,429","9,219","7,213","7,069"
2020,11,20,"117,625","10,172","12,960","6,153","19,648","12,243","11,620","7,942","11,520","12,625","12,742"
2020,11,30,"116,551","9,541","12,059","5,504","21,757","12,732","11,299","8,301","14,690","9,782","10,886"
2020,11,40,"129,697","9,695","13,929","6,415","20,761","15,411","12,428","7,996","17,258","12,842","12,962"
2020,11,50,"147,914","11,706","16,633","7,802","22,901","15,294","14,789","10,307","14,477","16,964","17,041"
2020,11,60,"109,934","9,675","13,007","5,823","16,381","8,672","12,365","8,909","11,505","11,853","11,744"
2020,11,70,"46,561","4,552","5,859","2,391","5,792","2,910","5,708","3,880","5,205","5,443","4,821"
2020,11,80,"19,748","1,732","2,426",999,"2,603","1,251","2,323","1,519","2,304","2,502","2,089"
2020,11,90,"3,054",246,322,186,483,234,343,226,366,353,295
2020,11,100,250,34,34,14,21,5,31,22,39,25,25
2020,12,총,"818,383","64,219","90,063","41,868","131,641","86,546","82,010","57,246","96,242","83,961","84,587"
2020,12,0,"57,224","3,033","5,623","2,779","9,937","8,028","4,684","3,786","9,779","4,534","5,041"
2020,12,10,"70,576","3,929","7,273","3,889","11,409","9,936","6,371","4,403","9,225","7,128","7,013"
2020,12,20,"117,408","10,135","12,941","6,137","19,629","12,192","11,653","7,930","11,480","12,606","12,705"
2020,12,30,"116,034","9,506","11,998","5,473","21,714","12,664","11,274","8,229","14,581","9,772","10,823"
2020,12,40,"129,151","9,646","13,877","6,378","20,676","15,324","12,406","7,943","17,240","12,726","12,935"
2020,12,50,"147,596","11,692","16,583","7,772","22,865","15,264","14,760","10,307","14,432","16,966","16,955"
2020,12,60,"110,614","9,700","13,120","5,839","16,501","8,730","12,435","8,976","11,575","11,906","11,832"
2020,12,70,"46,638","4,562","5,867","2,389","5,800","2,900","5,728","3,887","5,225","5,435","4,845"
2020,12,80,"19,800","1,730","2,424","1,009","2,604","1,272","2,318","1,537","2,288","2,505","2,113"
2020,12,90,"3,092",252,323,189,485,231,350,226,378,358,300
2020,12,100,250,34,34,14,21,5,31,22,39,25,25
2021,1,총,"817,449","64,125","90,001","41,833","131,433","86,414","81,918","57,203","96,152","83,881","84,489"
2021,1,0,"56,594","2,995","5,551","2,744","9,853","7,920","4,660","3,744","9,672","4,470","4,985"
2021,1,10,"70,237","3,900","7,216","3,868","11,339","9,911","6,346","4,360","9,252","7,091","6,954"
2021,1,20,"117,030","10,121","12,920","6,135","19,514","12,161","11,617","7,874","11,413","12,595","12,680"
2021,1,30,"115,524","9,459","12,010","5,459","21,614","12,546","11,231","8,233","14,428","9,726","10,818"
2021,1,40,"128,827","9,615","13,820","6,364","20,616","15,305","12,351","7,935","17,310","12,632","12,879"
2021,1,50,"147,397","11,657","16,570","7,760","22,816","15,283","14,719","10,297","14,409","16,967","16,919"
2021,1,60,"111,658","9,761","13,224","5,885","16,703","8,851","12,515","9,052","11,687","12,040","11,940"
2021,1,70,"46,848","4,592","5,899","2,389","5,841","2,922","5,741","3,907","5,247","5,448","4,862"
2021,1,80,"19,945","1,742","2,435","1,024","2,623","1,271","2,343","1,551","2,306","2,524","2,126"
2021,1,90,"3,135",249,322,191,494,238,364,228,387,362,300
2021,1,100,254,34,34,14,20,6,31,22,41,26,26
2021,2,총,"816,087","64,170","89,939","41,759","131,066","86,229","81,795","57,093","95,961","83,693","84,382"
2021,2,0,"56,057","2,986","5,488","2,721","9,722","7,868","4,593","3,725","9,586","4,424","4,944"
2021,2,10,"69,762","3,878","7,164","3,857","11,270","9,828","6,326","4,309","9,233","6,997","6,900"
2021,2,20,"116,672","10,139","12,899","6,109","19,425","12,101","11,605","7,836","11,371","12,564","12,623"
2021,2,30,"114,825","9,486","11,975","5,420","21,472","12,458","11,129","8,209","14,240","9,680","10,756"
2021,2,40,"128,633","9,573","13,815","6,365","20,584","15,292","12,336","7,895","17,344","12,535","12,894"
2021,2,50,"147,142","11,629","16,554","7,718","22,763","15,291","14,692","10,261","14,413","16,942","16,879"
2021,2,60,"112,543","9,817","13,325","5,947","16,814","8,936","12,619","9,119","11,756","12,182","12,028"
2021,2,70,"46,919","4,614","5,893","2,387","5,862","2,932","5,720","3,921","5,270","5,438","4,882"
2021,2,80,"20,116","1,757","2,468","1,030","2,642","1,278","2,377","1,567","2,310","2,542","2,145"
2021,2,90,"3,161",256,323,191,493,239,366,229,396,363,305
2021,2,100,257,35,35,14,19,6,32,22,42,26,26
2021,3,총,"813,178","63,827","89,567","41,645","130,806","86,126","81,435","56,780","95,626","83,257","84,109"
2021,3,0,"55,709","2,998","5,449","2,717","9,660","7,809","4,555","3,716","9,525","4,371","4,909"
2021,3,10,"69,442","3,848","7,127","3,820","11,233","9,803","6,281","4,290","9,258","6,936","6,846"
2021,3,20,"116,325","10,106","12,818","6,079","19,361","12,093","11,604","7,814","11,302","12,546","12,602"
2021,3,30,"114,266","9,427","11,923","5,421","21,418","12,453","11,062","8,129","14,106","9,622","10,705"
2021,3,40,"127,856","9,476","13,773","6,325","20,477","15,200","12,260","7,839","17,336","12,357","12,813"
2021,3,50,"146,293","11,584","16,435","7,654","22,658","15,246","14,598","10,131","14,309","16,885","16,793"
2021,3,60,"113,243","9,788","13,389","6,005","16,995","9,054","12,657","9,155","11,843","12,234","12,123"
2021,3,70,"46,702","4,596","5,847","2,380","5,851","2,934","5,682","3,897","5,257","5,402","4,856"
2021,3,80,"20,100","1,742","2,472","1,040","2,650","1,290","2,363","1,564","2,290","2,541","2,148"
2021,3,90,"3,098",251,314,193,484,238,357,230,379,353,299
2021,3,100,144,11,20,11,19,6,16,15,21,10,15
2021,4,총,"812,158","63,663","89,537","41,552","130,604","86,069","81,355","56,719","95,610","83,093","83,956"
2021,4,0,"55,482","2,983","5,429","2,707","9,620","7,788","4,542","3,713","9,470","4,358","4,872"
2021,4,10,"69,159","3,826","7,099","3,820","11,161","9,769","6,257","4,257","9,293","6,865","6,812"
2021,4,20,"115,879","10,064","12,788","6,046","19,262","12,056","11,566","7,790","11,253","12,466","12,588"
2021,4,30,"114,038","9,348","11,900","5,417","21,359","12,453","11,085","8,099","14,024","9,652","10,701"
2021,4,40,"127,571","9,448","13,785","6,306","20,495","15,139","12,218","7,824","17,353","12,290","12,713"
2021,4,50,"145,892","11,563","16,393","7,604","22,551","15,224","14,547","10,096","14,303","16,828","16,783"
2021,4,60,"113,955","9,831","13,475","6,029","17,109","9,159","12,699","9,216","11,933","12,338","12,166"
2021,4,70,"46,738","4,588","5,859","2,376","5,882","2,934","5,684","3,909","5,264","5,392","4,850"
2021,4,80,"20,174","1,747","2,475","1,041","2,658","1,301","2,381","1,571","2,308","2,544","2,148"
2021,4,90,"3,122",252,314,195,487,240,360,229,386,350,309
2021,4,100,148,13,20,11,20,6,16,15,23,10,14
2021,5,총,"811,225","63,556","89,404","41,421","130,450","86,085","81,247","56,581","95,580","82,926","83,975"
2021,5,0,"55,150","2,946","5,373","2,672","9,580","7,763","4,504","3,704","9,436","4,316","4,856"
2021,5,10,"68,974","3,797","7,065","3,819","11,118","9,730","6,257","4,249","9,293","6,839","6,807"
2021,5,20,"115,465","10,043","12,779","5,998","19,201","12,043","11,529","7,701","11,196","12,404","12,571"
2021,5,30,"113,711","9,284","11,882","5,391","21,319","12,459","11,032","8,069","13,979","9,598","10,698"
2021,5,40,"127,142","9,408","13,693","6,274","20,446","15,109","12,167","7,825","17,318","12,219","12,683"
2021,5,50,"145,736","11,584","16,410","7,592","22,488","15,234","14,524","10,028","14,319","16,792","16,765"
2021,5,60,"114,707","9,902","13,501","6,043","17,226","9,254","12,760","9,260","12,032","12,450","12,279"
2021,5,70,"46,793","4,582","5,867","2,375","5,899","2,935","5,718","3,919","5,272","5,391","4,835"
2021,5,80,"20,255","1,748","2,498","1,050","2,667","1,305","2,376","1,581","2,321","2,551","2,158"
2021,5,90,"3,141",249,314,195,486,247,364,230,391,356,309
2021,5,100,151,13,22,12,20,6,16,15,23,10,14
2021,6,총,"810,742","63,584","89,210","41,337","130,310","86,028","81,215","56,522","95,543","83,045","83,948"
2021,6,0,"54,912","2,936","5,346","2,658","9,513","7,726","4,489","3,680","9,406","4,329","4,829"
2021,6,10,"68,850","3,784","7,046","3,816","11,115","9,705","6,230","4,260","9,304","6,799","6,791"
2021,6,20,"115,111","10,016","12,708","5,975","19,145","12,014","11,459","7,639","11,194","12,433","12,528"
2021,6,30,"113,556","9,268","11,838","5,385","21,243","12,468","11,025","8,063","13,900","9,656","10,710"
2021,6,40,"126,947","9,404","13,659","6,245","20,456","15,062","12,157","7,814","17,324","12,177","12,649"
2021,6,50,"145,209","11,580","16,317","7,547","22,380","15,219","14,465","9,992","14,293","16,738","16,678"
2021,6,60,"115,568","9,958","13,576","6,070","17,356","9,336","12,883","9,306","12,103","12,575","12,405"
2021,6,70,"46,953","4,608","5,887","2,391","5,934","2,934","5,725","3,930","5,280","5,408","4,856"
2021,6,80,"20,341","1,771","2,496","1,042","2,660","1,313","2,398","1,591","2,332","2,561","2,177"
2021,6,90,"3,143",246,315,196,488,245,367,232,384,359,311
2021,6,100,152,13,22,12,20,6,17,15,23,10,14
2021,7,총,"810,069","63,626","89,161","41,235","130,106","85,946","81,077","56,420","95,491","83,139","83,868"
2021,7,0,"54,590","2,913","5,326","2,634","9,452","7,699","4,458","3,668","9,346","4,298","4,796"
2021,7,10,"68,737","3,802","7,005","3,812","11,080","9,682","6,245","4,223","9,320","6,787","6,781"
2021,7,20,"114,635","10,004","12,690","5,931","19,020","11,968","11,383","7,595","11,144","12,399","12,501"
2021,7,30,"113,318","9,267","11,825","5,341","21,223","12,411","10,951","8,048","13,841","9,700","10,711"
2021,7,40,"126,735","9,397","13,614","6,235","20,424","15,031","12,149","7,795","17,363","12,135","12,592"
2021,7,50,"145,024","11,546","16,316","7,516","22,325","15,242","14,440","9,947","14,290","16,756","16,646"
2021,7,60,"116,265","10,038","13,643","6,116","17,467","9,393","12,908","9,341","12,160","12,711","12,488"
2021,7,70,"47,064","4,618","5,892","2,393","5,946","2,943","5,743","3,957","5,301","5,416","4,855"
2021,7,80,"20,422","1,775","2,512","1,055","2,669","1,326","2,416","1,598","2,326","2,574","2,171"
2021,7,90,"3,123",253,315,190,479,245,366,233,376,353,313
2021,7,100,156,13,23,12,21,6,18,15,24,10,14
2021,8,총,"809,559","63,639","89,193","41,210","129,882","85,931","80,934","56,414","95,452","83,021","83,883"
2021,8,0,"54,270","2,909","5,293","2,617","9,384","7,658","4,416","3,677","9,284","4,245","4,787"
2021,8,10,"68,595","3,801","6,989","3,835","11,040","9,684","6,217","4,191","9,349","6,755","6,734"
2021,8,20,"114,249","9,971","12,704","5,903","18,888","11,965","11,314","7,583","11,091","12,329","12,501"
2021,8,30,"113,003","9,264","11,814","5,310","21,155","12,359","10,923","8,045","13,761","9,677","10,695"
2021,8,40,"126,410","9,402","13,549","6,215","20,387","14,993","12,089","7,776","17,382","12,090","12,527"
2021,8,50,"145,032","11,555","16,358","7,486","22,283","15,272","14,457","9,924","14,297","16,727","16,673"
2021,8,60,"116,965","10,073","13,703","6,181","17,587","9,455","12,943","9,386","12,251","12,802","12,584"
2021,8,70,"47,188","4,614","5,914","2,393","5,979","2,959","5,760","3,977","5,295","5,430","4,867"
2021,8,80,"20,540","1,784","2,528","1,061","2,675","1,339","2,429","1,606","2,335","2,604","2,179"
2021,8,90,"3,150",253,317,196,482,241,368,236,383,352,322
2021,8,100,157,13,24,13,22,6,18,13,24,10,14
2021,9,총,"809,083","63,658","89,137","41,118","129,620","85,730","81,542","56,325","95,318","82,899","83,736"
2021,9,0,"53,978","2,909","5,225","2,589","9,317","7,602","4,483","3,674","9,220","4,199","4,760"
2021,9,10,"68,414","3,776","6,990","3,807","10,965","9,666","6,253","4,184","9,349","6,720","6,704"
2021,9,20,"113,915","9,992","12,664","5,891","18,820","11,894","11,354","7,529","11,028","12,290","12,453"
2021,9,30,"112,880","9,274","11,810","5,290","21,061","12,314","11,121","8,033","13,632","9,684","10,661"
2021,9,40,"126,086","9,371","13,500","6,195","20,341","14,931","12,105","7,742","17,393","12,000","12,508"
2021,9,50,"145,156","11,557","16,394","7,486","22,247","15,281","14,565","9,912","14,343","16,723","16,648"
2021,9,60,"117,366","10,106","13,753","6,193","17,675","9,489","13,031","9,392","12,261","12,865","12,601"
2021,9,70,"47,313","4,629","5,927","2,383","6,001","2,964","5,783","3,995","5,322","5,431","4,878"
2021,9,80,"20,638","1,776","2,523","1,075","2,682","1,339","2,458","1,618","2,366","2,618","2,183"
2021,9,90,"3,181",255,326,196,489,244,370,233,382,360,326
2021,9,100,156,13,25,13,22,6,19,13,22,9,14
2021,10,총,"808,047","63,553","89,063","41,062","129,241","85,583","81,845","56,276","95,090","82,836","83,498"
2021,10,0,"53,573","2,883","5,176","2,577","9,230","7,535","4,503","3,669","9,148","4,150","4,702"
2021,10,10,"68,280","3,766","6,972","3,809","10,909","9,663","6,255","4,162","9,357","6,721","6,666"
2021,10,20,"113,267","9,933","12,631","5,858","18,669","11,813","11,324","7,509","10,937","12,250","12,343"
2021,10,30,"112,769","9,270","11,802","5,262","20,966","12,283","11,251","8,015","13,587","9,698","10,635"
2021,10,40,"125,670","9,381","13,434","6,192","20,293","14,887","12,119","7,713","17,338","11,906","12,407"
2021,10,50,"145,106","11,527","16,400","7,456","22,190","15,294","14,623","9,878","14,349","16,752","16,637"
2021,10,60,"117,870","10,127","13,803","6,235","17,757","9,540","13,089","9,440","12,273","12,927","12,679"
2021,10,70,"47,392","4,624","5,957","2,386","6,023","2,970","5,823","3,999","5,318","5,417","4,875"
2021,10,80,"20,761","1,768","2,537","1,081","2,699","1,342","2,466","1,636","2,379","2,641","2,212"
2021,10,90,"3,206",261,326,193,483,251,373,243,382,366,328
2021,10,100,153,13,25,13,22,5,19,12,22,8,14
2021,11,총,"807,090","63,464","89,035","41,067","129,028","85,434","81,897","56,283","94,864","82,678","83,340"
2021,11,0,"53,294","2,878","5,151","2,571","9,206","7,507","4,462","3,670","9,087","4,114","4,648"
2021,11,10,"68,083","3,763","6,951","3,794","10,845","9,641","6,255","4,147","9,368","6,688","6,631"
2021,11,20,"112,733","9,877","12,568","5,826","18,571","11,747","11,296","7,475","10,839","12,203","12,331"
2021,11,30,"112,615","9,268","11,805","5,273","20,928","12,273","11,303","8,019","13,483","9,667","10,596"
2021,11,40,"125,436","9,353","13,451","6,182","20,200","14,853","12,103","7,721","17,328","11,855","12,390"
2021,11,50,"144,952","11,508","16,383","7,456","22,193","15,243","14,651","9,854","14,375","16,712","16,577"
2021,11,60,"118,321","10,146","13,848","6,275","17,843","9,597","13,145","9,479","12,284","12,974","12,730"
2021,11,70,"47,405","4,629","5,973","2,380","6,031","2,968","5,831","4,004","5,309","5,417","4,863"
2021,11,80,"20,877","1,772","2,556","1,097","2,707","1,350","2,460","1,652","2,381","2,665","2,237"
2021,11,90,"3,222",258,325,200,482,250,373,249,388,374,323
2021,11,100,152,12,24,13,22,5,18,13,22,9,14
2021,12,총,"806,067","63,258","89,175","41,054","128,805","85,371","81,778","56,200","94,722","82,550","83,154"
2021,12,0,"53,029","2,860","5,157","2,554","9,151","7,464","4,446","3,645","9,034","4,101","4,617"
2021,12,10,"67,956","3,727","6,945","3,793","10,831","9,643","6,235","4,151","9,380","6,649","6,602"
2021,12,20,"112,129","9,853","12,530","5,803","18,442","11,694","11,236","7,433","10,751","12,123","12,264"
2021,12,30,"112,466","9,210","11,862","5,282","20,921","12,249","11,260","7,993","13,454","9,649","10,586"
