년도,월,나이,동래구,수민동,복산동,명륜동,온천제1동,온천제2동,온천제3동,사직제1동,사직제2동,사직제3동,안락제1동,안락제2동,명장제1동,명장제2동
2021,9,0,"18,835","2,539",320,"2,543","1,020",799,"2,511",788,"2,502","1,474",783,"1,774",966,816
2021,9,10,"24,602","2,786",596,"3,298","1,121","1,395","2,822",995,"4,011","1,825",943,"2,782","1,025","1,003"
2021,9,20,"31,650","3,802","1,025","2,451","3,204","1,690","5,342","1,244","3,078","1,806","1,642","3,059","1,548","1,759"
2021,9,30,"31,890","4,208",833,"2,915","3,323","1,341","5,213","1,316","2,636","1,884","1,670","3,004","1,692","1,855"
2021,9,40,"42,462","5,044","1,177","5,052","3,038","2,057","5,586","1,750","5,522","3,195","1,970","4,253","1,933","1,885"
2021,9,50,"43,490","5,252","1,694","3,650","3,036","2,432","6,533","1,652","4,564","2,589","2,483","4,676","2,396","2,533"
2021,9,60,"41,920","5,100","2,017","2,736","2,699","2,610","6,140","1,520","3,289","2,575","2,897","4,584","2,668","3,085"
2021,9,70,"22,672","2,730","1,311","1,519","1,636","1,589","3,175",919,"1,465","1,570","1,615","2,261","1,435","1,447"
2021,9,80,"8,753","1,074",591,627,720,740,"1,156",421,473,550,607,804,514,476
2021,9,90,"1,084",134,82,83,76,116,142,47,63,59,69,98,54,61
2021,9,100,67,3,22,1,8,7,4,2,1,0,7,7,4,1
2021,10,총,"266,912","32,663","9,598","24,802","19,844","14,748","38,592","10,646","27,520","17,512","14,670","27,256","14,165","14,896"
2021,10,0,"18,749","2,550",318,"2,514","1,003",802,"2,503",780,"2,486","1,461",781,"1,777",952,822
2021,10,10,"24,587","2,799",584,"3,301","1,120","1,400","2,807",994,"4,004","1,827",951,"2,778","1,028",994
2021,10,20,"31,460","3,764","1,014","2,440","3,185","1,681","5,325","1,248","3,067","1,811","1,626","3,021","1,529","1,749"
2021,10,30,"31,802","4,225",832,"2,881","3,324","1,343","5,215","1,307","2,607","1,871","1,671","3,018","1,661","1,847"
2021,10,40,"42,352","5,027","1,164","5,043","3,031","2,051","5,585","1,745","5,512","3,189","1,962","4,223","1,936","1,884"
2021,10,50,"43,430","5,245","1,674","3,654","3,045","2,428","6,498","1,651","4,550","2,610","2,486","4,673","2,389","2,527"
2021,10,60,"41,866","5,102","2,012","2,733","2,680","2,594","6,155","1,522","3,289","2,565","2,882","4,592","2,664","3,076"
2021,10,70,"22,699","2,727","1,298","1,524","1,644","1,583","3,187",922,"1,470","1,565","1,617","2,270","1,437","1,455"
2021,10,80,"8,804","1,088",597,627,724,740,"1,170",427,468,554,617,799,511,482
2021,10,90,"1,097",134,83,84,80,119,143,48,66,59,70,98,54,59
2021,10,100,66,2,22,1,8,7,4,2,1,0,7,7,4,1
2021,11,총,"266,570","32,611","9,548","24,786","19,876","14,715","38,597","10,615","27,434","17,496","14,619","27,277","14,092","14,904"
2021,11,0,"18,676","2,530",311,"2,517","1,008",783,"2,494",771,"2,476","1,465",767,"1,776",951,827
2021,11,10,"24,598","2,798",585,"3,305","1,123","1,410","2,797",994,"4,010","1,832",952,"2,776","1,018",998
2021,11,20,"31,258","3,738",989,"2,414","3,179","1,673","5,316","1,238","3,028","1,787","1,622","3,031","1,511","1,732"
2021,11,30,"31,680","4,210",828,"2,862","3,325","1,342","5,211","1,305","2,593","1,858","1,646","3,017","1,637","1,846"
2021,11,40,"42,352","5,052","1,161","5,043","3,045","2,043","5,588","1,736","5,496","3,205","1,955","4,211","1,928","1,889"
2021,11,50,"43,349","5,237","1,672","3,657","3,042","2,427","6,493","1,648","4,538","2,611","2,462","4,675","2,367","2,520"
2021,11,60,"41,943","5,093","2,021","2,751","2,688","2,594","6,177","1,521","3,286","2,560","2,895","4,600","2,672","3,085"
2021,11,70,"22,718","2,719","1,289","1,523","1,648","1,579","3,196",925,"1,467","1,571","1,620","2,280","1,440","1,461"
2021,11,80,"8,851","1,099",604,628,730,741,"1,183",427,473,545,623,805,509,484
2021,11,90,"1,108",134,85,85,80,123,138,50,65,62,70,100,55,61
2021,11,100,37,1,3,1,8,0,4,0,2,0,7,6,4,1
2021,12,총,"266,866","32,558","9,523","24,724","20,551","14,933","38,542","10,614","27,315","17,447","14,560","27,185","14,048","14,866"
2021,12,0,"18,726","2,514",311,"2,515","1,072",831,"2,482",763,"2,461","1,457",755,"1,778",957,830
2021,12,10,"24,522","2,782",586,"3,277","1,166","1,410","2,789",997,"3,973","1,846",949,"2,751","1,012",984
2021,12,20,"31,201","3,725",986,"2,410","3,252","1,694","5,294","1,224","3,020","1,773","1,608","3,007","1,487","1,721"
2021,12,30,"31,643","4,203",829,"2,828","3,440","1,387","5,185","1,322","2,555","1,826","1,631","2,989","1,614","1,834"
2021,12,40,"42,507","5,058","1,151","5,049","3,167","2,086","5,577","1,737","5,485","3,208","1,958","4,205","1,935","1,891"
2021,12,50,"43,330","5,215","1,659","3,663","3,146","2,449","6,473","1,636","4,533","2,610","2,446","4,656","2,345","2,499"
2021,12,60,"42,034","5,088","2,021","2,746","2,780","2,612","6,192","1,518","3,260","2,547","2,903","4,595","2,691","3,081"
2021,12,70,"22,835","2,729","1,280","1,520","1,689","1,589","3,220",933,"1,490","1,566","1,620","2,282","1,440","1,477"
2021,12,80,"8,917","1,105",612,631,750,746,"1,189",433,470,552,620,817,507,485
2021,12,90,"1,123",138,86,84,81,128,139,51,66,61,70,99,57,63
2021,12,100,28,1,2,1,8,1,2,0,2,1,0,6,3,1
