년도,월,나이,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020,3,0,"15,140",719,508,"1,024",726,953,257,607,713,571,462,"1,064",299,309,522,544,474,539,566,215,563,"1,186","1,045","1,274"
2020,3,10,"24,963","1,137",854,"1,025","2,038","1,261",542,"1,407","1,182",895,766,"2,109",475,366,669,460,598,889,949,377,878,"2,385","1,576","2,125"
2020,3,20,"25,710",965,"1,163","1,033",826,"1,368",837,994,"1,071",584,"1,056","1,249",899,659,993,576,"1,032","1,555","1,235",682,881,"2,099","1,664","2,289"
2020,3,30,"22,846",896,"1,046","1,239",749,"1,300",568,867,905,685,805,"1,151",717,699,"1,040",855,959,"1,162","1,047",472,809,"1,506","1,489","1,880"
2020,3,40,"40,570","1,643","1,404","1,732","2,580","2,077",962,"2,633","1,778","1,298","1,342","2,801",935,896,"1,337",988,"1,256","1,856","1,626",742,"1,450","3,302","2,604","3,328"
2020,3,50,"38,704","1,464","1,348","1,285","1,270","2,112","1,108","1,547","1,660",894,"1,563","2,095","1,004",963,"1,512","1,162","1,419","2,299","2,023","1,253","1,560","3,058","2,623","3,482"
2020,3,60,"26,706",923,887,655,700,"1,540",790,867,"1,305",734,"1,132","1,238",808,892,"1,331","1,192",929,"1,847","1,521","1,279","1,225","1,552","1,647","1,712"
2020,3,70,"15,998",649,517,407,498,941,456,577,970,475,708,649,531,563,816,690,423,"1,186",789,865,484,849,883,"1,072"
2020,3,80,"8,658",295,243,199,234,500,269,285,527,223,377,375,222,289,442,348,206,627,503,533,287,496,520,658
2020,3,90,"1,337",42,33,30,32,74,35,41,75,25,51,73,42,43,89,61,37,101,68,75,47,80,93,90
2020,3,100,70,4,2,5,0,3,1,1,3,5,6,3,0,3,7,6,2,5,1,3,2,2,3,3
2020,4,총,"220,515","8,705","7,994","8,629","9,631","12,098","5,815","9,830","10,170","6,377","8,203","12,791","5,926","5,847","8,747","6,826","7,372","12,047","10,311","6,476","8,198","16,463","14,177","17,882"
2020,4,0,"15,096",710,499,"1,015",725,960,254,602,709,565,462,"1,059",294,334,512,541,485,538,566,211,563,"1,181","1,043","1,268"
2020,4,10,"24,839","1,134",844,"1,032","2,031","1,258",539,"1,408","1,170",893,760,"2,111",472,378,664,451,591,876,932,370,880,"2,374","1,566","2,105"
2020,4,20,"25,735",961,"1,176","1,025",836,"1,348",842,"1,001","1,067",590,"1,043","1,251",908,689,998,570,"1,033","1,555","1,232",672,881,"2,087","1,678","2,292"
2020,4,30,"22,750",889,"1,049","1,242",744,"1,302",561,859,900,674,795,"1,151",710,726,"1,039",846,961,"1,148","1,038",469,807,"1,493","1,488","1,859"
2020,4,40,"40,453","1,639","1,391","1,728","2,567","2,069",954,"2,631","1,767","1,297","1,337","2,789",925,920,"1,328",985,"1,258","1,838","1,622",741,"1,450","3,298","2,607","3,312"
2020,4,50,"38,778","1,469","1,349","1,286","1,276","2,115","1,107","1,557","1,672",899,"1,561","2,095","1,012",997,"1,506","1,135","1,427","2,305","2,017","1,248","1,561","3,054","2,633","3,497"
2020,4,60,"26,767",914,895,659,693,"1,530",798,865,"1,308",734,"1,118","1,239",801,900,"1,347","1,199",945,"1,856","1,536","1,271","1,233","1,556","1,652","1,718"
2020,4,70,"16,013",648,514,403,499,942,455,580,971,472,699,650,538,565,819,680,422,"1,195",794,876,482,848,888,"1,073"
2020,4,80,"8,679",297,240,201,227,500,270,286,532,225,372,370,224,291,436,351,211,628,505,538,291,493,526,665
2020,4,90,"1,334",40,35,33,33,71,34,40,70,23,50,73,42,44,91,61,37,103,68,77,48,77,94,90
2020,4,100,71,4,2,5,0,3,1,1,4,5,6,3,0,3,7,7,2,5,1,3,2,2,2,3
2020,5,총,"220,231","8,699","7,966","8,621","9,669","12,076","5,809","9,794","10,161","6,351","8,163","12,772","5,923","5,970","8,743","6,794","7,371","12,019","10,274","6,444","8,154","16,452","14,157","17,849"
2020,5,0,"14,998",708,495,"1,006",719,960,254,591,704,558,460,"1,048",294,357,504,537,483,533,553,208,550,"1,173","1,043","1,260"
2020,5,10,"24,748","1,130",835,"1,036","2,039","1,252",538,"1,407","1,160",885,760,"2,107",465,384,661,448,593,874,935,365,873,"2,360","1,552","2,089"
2020,5,20,"25,698",961,"1,167","1,017",843,"1,342",844,"1,005","1,066",586,"1,035","1,248",919,708,"1,005",560,"1,039","1,539","1,219",669,883,"2,082","1,685","2,276"
2020,5,30,"22,653",886,"1,047","1,230",747,"1,297",564,844,890,667,786,"1,138",710,760,"1,038",835,953,"1,128","1,035",467,786,"1,494","1,485","1,866"
2020,5,40,"40,351","1,632","1,385","1,734","2,582","2,066",951,"2,614","1,768","1,292","1,322","2,781",930,945,"1,320",991,"1,260","1,825","1,612",730,"1,446","3,293","2,578","3,294"
2020,5,50,"38,804","1,482","1,352","1,304","1,276","2,123","1,093","1,559","1,679",902,"1,554","2,104","1,000","1,006","1,507","1,119","1,424","2,312","2,014","1,246","1,556","3,051","2,635","3,506"
2020,5,60,"26,819",915,895,650,702,"1,528",805,872,"1,304",737,"1,122","1,239",800,898,"1,346","1,200",940,"1,863","1,535","1,276","1,231","1,573","1,667","1,721"
2020,5,70,"16,041",642,512,405,500,935,449,580,981,470,697,655,540,577,820,684,429,"1,204",795,866,488,849,892,"1,071"
2020,5,80,"8,704",302,241,200,226,500,276,282,534,225,371,375,224,290,443,350,212,633,506,536,287,495,526,670
2020,5,90,"1,344",37,35,34,35,71,34,39,71,24,50,74,41,42,92,63,35,103,69,78,52,80,92,93
2020,5,100,71,4,2,5,0,2,1,1,4,5,6,3,0,3,7,7,3,5,1,3,2,2,2,3
2020,6,총,"220,046","8,660","7,942","8,617","9,707","12,056","5,800","9,781","10,165","6,318","8,148","12,773","5,907","6,026","8,735","6,747","7,362","12,034","10,249","6,434","8,136","16,453","14,166","17,830"
2020,6,0,"14,922",699,491,998,719,952,254,592,698,545,464,"1,052",289,366,502,524,482,532,549,204,549,"1,165","1,039","1,257"
2020,6,10,"24,670","1,126",835,"1,035","2,038","1,248",539,"1,394","1,167",887,748,"2,108",462,391,657,444,594,870,930,359,864,"2,340","1,550","2,084"
2020,6,20,"25,700",963,"1,154","1,022",857,"1,346",835,"1,016","1,069",580,"1,034","1,243",922,701,"1,015",553,"1,046","1,552","1,211",667,871,"2,087","1,691","2,265"
2020,6,30,"22,586",871,"1,046","1,225",738,"1,293",570,845,880,655,791,"1,136",705,776,"1,028",817,938,"1,124","1,044",464,788,"1,506","1,489","1,857"
2020,6,40,"40,237","1,623","1,382","1,734","2,589","2,053",949,"2,600","1,778","1,289","1,306","2,786",926,955,"1,311",998,"1,257","1,806","1,600",725,"1,439","3,276","2,569","3,286"
2020,6,50,"38,751","1,474","1,352","1,300","1,294","2,123","1,082","1,565","1,675",896,"1,541","2,104",997,"1,008","1,502","1,108","1,417","2,322","2,006","1,232","1,551","3,051","2,630","3,521"
2020,6,60,"26,956",921,898,657,709,"1,538",810,873,"1,296",742,"1,142","1,246",798,909,"1,354","1,199",937,"1,872","1,535","1,281","1,239","1,599","1,683","1,718"
2020,6,70,"16,094",633,511,408,501,934,452,582,990,472,692,651,542,584,826,688,437,"1,206",799,873,495,851,892,"1,075"
2020,6,80,"8,703",308,236,199,226,497,274,276,534,224,373,369,222,290,441,347,215,639,504,548,285,497,529,670
2020,6,90,"1,355",38,35,34,36,70,34,37,74,24,51,75,43,43,92,62,36,106,70,78,53,79,91,94
2020,6,100,72,4,2,5,0,2,1,1,4,4,6,3,1,3,7,7,3,5,1,3,2,2,3,3
2020,7,총,"219,911","8,607","7,964","8,628","9,681","12,030","5,786","9,781","10,150","6,296","8,153","12,771","5,901","6,048","8,740","6,737","7,382","12,024","10,241","6,439","8,108","16,441","14,167","17,836"
2020,7,0,"14,780",681,489,"1,004",715,935,254,590,693,538,456,"1,046",286,369,493,522,476,529,539,202,547,"1,146","1,029","1,241"
2020,7,10,"24,616","1,114",844,"1,039","2,033","1,246",537,"1,392","1,173",880,749,"2,104",458,397,648,446,588,855,931,357,865,"2,339","1,539","2,082"
2020,7,20,"25,768",972,"1,159","1,025",849,"1,348",835,"1,021","1,070",576,"1,042","1,240",917,706,"1,020",555,"1,056","1,561","1,219",670,878,"2,084","1,697","2,268"
2020,7,30,"22,455",855,"1,037","1,217",734,"1,292",564,843,875,654,781,"1,134",705,782,"1,025",810,943,"1,115","1,036",463,778,"1,497","1,474","1,841"
2020,7,40,"40,190","1,610","1,394","1,740","2,582","2,044",949,"2,602","1,781","1,290","1,302","2,787",919,957,"1,307",995,"1,252","1,815","1,602",720,"1,424","3,267","2,565","3,286"
2020,7,50,"38,783","1,476","1,344","1,297","1,292","2,115","1,074","1,571","1,666",891,"1,544","2,106","1,002","1,012","1,509","1,110","1,435","2,308","2,001","1,233","1,545","3,068","2,640","3,544"
2020,7,60,"27,011",916,910,662,714,"1,533",805,872,"1,293",750,"1,148","1,248",800,908,"1,358","1,198",941,"1,875","1,538","1,274","1,239","1,603","1,702","1,724"
2020,7,70,"16,167",634,509,409,498,945,453,586,988,468,696,655,546,580,837,683,435,"1,216",805,891,497,853,901,"1,082"
2020,7,80,"8,708",308,240,196,227,499,279,267,533,221,379,374,224,289,441,348,217,638,499,546,282,501,528,672
2020,7,90,"1,360",36,36,34,37,71,35,36,74,24,50,74,43,45,95,63,36,107,70,80,51,81,89,93
2020,7,100,73,5,2,5,0,2,1,1,4,4,6,3,1,3,7,7,3,5,1,3,2,2,3,3
2020,8,총,"219,882","8,615","8,095","8,605","9,687","12,023","5,793","9,786","10,172","6,297","8,167","12,755","5,871","6,037","8,748","6,744","7,383","11,992","10,220","6,436","8,094","16,396","14,156","17,810"
2020,8,0,"14,696",666,523,994,714,922,251,588,692,537,462,"1,035",282,369,492,521,473,521,534,198,545,"1,128","1,025","1,224"
2020,8,10,"24,532","1,124",856,"1,041","2,032","1,235",538,"1,385","1,178",873,748,"2,103",448,386,647,451,584,836,923,353,861,"2,328","1,536","2,066"
2020,8,20,"25,820",974,"1,172","1,023",838,"1,358",839,"1,031","1,079",580,"1,042","1,247",917,713,"1,028",556,"1,053","1,555","1,217",666,879,"2,087","1,691","2,275"
2020,8,30,"22,392",862,"1,047","1,215",731,"1,279",563,833,878,645,779,"1,123",701,794,"1,026",806,951,"1,114","1,022",464,768,"1,488","1,486","1,817"
2020,8,40,"40,103","1,614","1,422","1,727","2,598","2,045",945,"2,600","1,779","1,292","1,310","2,777",914,957,"1,301","1,000","1,239","1,789","1,586",718,"1,418","3,243","2,549","3,280"
2020,8,50,"38,810","1,472","1,358","1,298","1,289","2,113","1,073","1,577","1,666",899,"1,549","2,113",992,"1,004","1,515","1,110","1,438","2,317","2,012","1,232","1,533","3,063","2,642","3,545"
2020,8,60,"27,159",919,921,663,719,"1,544",813,878,"1,296",756,"1,147","1,255",808,898,"1,364","1,193",950,"1,887","1,545","1,277","1,246","1,622","1,716","1,742"
2020,8,70,"16,166",636,508,408,497,949,453,588,987,470,691,650,543,578,830,682,438,"1,214",802,896,506,854,897,"1,089"
2020,8,80,"8,758",306,250,198,231,502,282,268,537,218,384,375,226,287,443,352,214,647,507,548,285,498,525,675
2020,8,90,"1,372",37,36,33,38,74,35,37,75,23,49,74,38,48,95,66,40,107,71,81,51,84,86,94
2020,8,100,74,5,2,5,0,2,1,1,5,4,6,3,2,3,7,7,3,5,1,3,2,1,3,3
2020,9,총,"219,687","8,597","8,150","8,608","9,708","11,993","5,774","9,783","10,165","6,291","8,162","12,732","5,869","5,987","8,732","6,727","7,391","11,970","10,203","6,414","8,105","16,339","14,140","17,847"
2020,9,0,"14,630",661,540,975,707,912,251,584,686,531,457,"1,024",286,364,493,515,485,516,536,198,546,"1,118","1,024","1,221"
2020,9,10,"24,465","1,122",854,"1,054","2,040","1,224",528,"1,386","1,179",868,750,"2,085",445,385,645,451,586,837,916,350,850,"2,321","1,521","2,068"
2020,9,20,"25,803",974,"1,171","1,029",851,"1,355",840,"1,032","1,071",582,"1,042","1,257",917,707,"1,031",550,"1,054","1,533","1,211",656,882,"2,080","1,692","2,286"
2020,9,30,"22,311",858,"1,072","1,205",728,"1,269",564,824,883,639,779,"1,113",704,791,"1,006",797,950,"1,118","1,012",466,770,"1,474","1,479","1,810"
2020,9,40,"39,974","1,614","1,430","1,723","2,609","2,028",945,"2,591","1,769","1,289","1,298","2,769",914,949,"1,292","1,007","1,233","1,778","1,584",703,"1,417","3,220","2,540","3,272"
2020,9,50,"38,848","1,469","1,356","1,298","1,288","2,116","1,060","1,585","1,668",898,"1,560","2,116",985,993,"1,520","1,097","1,439","2,321","2,020","1,236","1,547","3,060","2,650","3,566"
2020,9,60,"27,256",919,929,673,721,"1,556",813,884,"1,301",761,"1,144","1,263",810,892,"1,369","1,205",954,"1,895","1,544","1,276","1,248","1,636","1,716","1,747"
2020,9,70,"16,159",626,503,411,493,954,452,593,990,477,690,655,544,568,831,681,434,"1,215",798,899,503,846,904,"1,092"
2020,9,80,"8,781",313,257,201,234,502,285,266,536,218,384,371,226,288,442,350,212,641,511,547,288,499,524,686
2020,9,90,"1,391",36,36,34,37,75,35,37,77,24,52,76,36,47,98,68,42,111,70,80,52,84,87,97
2020,9,100,69,5,2,5,0,2,1,1,5,4,6,3,2,3,5,6,2,5,1,3,2,1,3,2
2020,10,총,"219,624","8,590","8,226","8,595","9,755","11,935","5,760","9,765","10,143","6,268","8,140","12,721","5,850","5,926","8,743","6,711","7,361","11,906","10,160","6,397","8,350","16,361","14,116","17,845"
2020,10,0,"14,538",657,545,973,705,897,253,589,678,527,444,"1,025",283,359,488,511,475,506,526,189,567,"1,110","1,013","1,218"
2020,10,10,"24,478","1,121",872,"1,061","2,053","1,222",522,"1,393","1,184",863,745,"2,078",442,385,648,448,580,829,923,348,865,"2,339","1,508","2,049"
2020,10,20,"25,765",969,"1,164","1,016",858,"1,345",830,"1,020","1,068",587,"1,043","1,252",914,709,"1,029",547,"1,040","1,527","1,203",650,911,"2,078","1,700","2,305"
2020,10,30,"22,203",846,"1,085","1,198",722,"1,252",568,817,876,627,770,"1,120",690,776,"1,011",788,958,"1,111",997,462,803,"1,469","1,469","1,788"
2020,10,40,"39,908","1,614","1,460","1,722","2,634","2,005",939,"2,594","1,759","1,279","1,279","2,750",916,944,"1,289","1,005","1,225","1,752","1,572",691,"1,465","3,220","2,522","3,272"
2020,10,50,"38,876","1,483","1,364","1,293","1,289","2,103","1,065","1,585","1,665",891,"1,571","2,116",990,988,"1,517","1,089","1,434","2,322","1,999","1,226","1,598","3,071","2,656","3,561"
2020,10,60,"27,379",925,938,679,733,"1,569",806,878,"1,294",766,"1,146","1,270",811,877,"1,380","1,210",954,"1,887","1,562","1,289","1,273","1,643","1,722","1,767"
2020,10,70,"16,203",616,501,412,491,955,457,587,996,482,694,662,539,554,835,691,435,"1,216",802,909,515,849,913,"1,092"
2020,10,80,"8,797",316,259,201,233,508,283,264,537,218,387,370,226,285,442,346,218,643,507,549,294,496,523,692
2020,10,90,"1,404",38,36,35,37,76,36,37,81,24,55,75,37,46,99,70,40,107,68,81,57,84,86,99
2020,10,100,73,5,2,5,0,3,1,1,5,4,6,3,2,3,5,6,2,6,1,3,2,2,4,2
2020,11,총,"219,315","8,574","8,235","8,573","9,719","11,911","5,751","9,746","10,123","6,270","8,117","12,703","5,824","5,844","8,721","6,675","7,324","11,857","10,134","6,373","8,661","16,299","14,067","17,814"
2020,11,0,"14,432",652,544,965,709,887,257,574,673,519,434,"1,021",276,356,486,509,465,488,517,182,618,"1,091",999,"1,210"
2020,11,10,"24,401","1,109",871,"1,055","2,032","1,213",516,"1,396","1,196",873,747,"2,071",441,365,644,446,571,821,933,341,888,"2,337","1,502","2,033"
2020,11,20,"25,749",984,"1,166","1,029",860,"1,342",832,"1,016","1,053",583,"1,036","1,251",897,725,"1,026",539,"1,039","1,527","1,192",644,945,"2,056","1,699","2,308"
2020,11,30,"22,063",850,"1,081","1,181",721,"1,235",554,808,859,625,771,"1,114",683,757,"1,000",770,947,"1,109",998,455,867,"1,444","1,463","1,771"
2020,11,40,"39,812","1,607","1,465","1,724","2,620","1,997",937,"2,590","1,759","1,278","1,275","2,751",926,926,"1,285",999,"1,219","1,744","1,555",680,"1,511","3,212","2,499","3,253"
2020,11,50,"38,822","1,469","1,363","1,283","1,292","2,110","1,067","1,589","1,678",890,"1,560","2,119",982,982,"1,509","1,083","1,425","2,292","1,989","1,223","1,645","3,070","2,644","3,558"
2020,11,60,"27,490",925,947,677,731,"1,577",805,879,"1,289",763,"1,150","1,266",817,865,"1,389","1,213",959,"1,900","1,567","1,291","1,314","1,655","1,730","1,781"
2020,11,70,"16,232",623,497,414,489,956,461,590,995,491,692,663,534,544,834,691,440,"1,217",805,919,516,848,915,"1,098"
2020,11,80,"8,841",311,264,203,229,511,285,267,535,220,393,370,229,276,446,349,217,643,510,555,299,502,525,702
2020,11,90,"1,400",39,35,37,36,80,36,36,82,24,53,74,37,45,97,70,40,110,67,80,56,81,87,98
2020,11,100,73,5,2,5,0,3,1,1,4,4,6,3,2,3,5,6,2,6,1,3,2,3,4,2
2020,12,총,"219,021","8,571","8,265","8,575","9,717","11,901","5,752","9,700","10,093","6,292","8,098","12,697","5,794","5,757","8,745","6,633","7,298","11,837","10,132","6,348","8,876","16,229","13,995","17,716"
2020,12,0,"14,464",643,553,960,721,892,267,571,672,521,436,"1,031",271,347,484,506,469,477,524,178,649,"1,089",986,"1,217"
2020,12,10,"24,258","1,104",872,"1,048","2,020","1,200",509,"1,395","1,192",868,739,"2,063",442,355,647,440,559,822,923,336,901,"2,325","1,496","2,002"
2020,12,20,"25,707",990,"1,173","1,038",858,"1,340",840,"1,015","1,059",596,"1,023","1,240",887,715,"1,029",533,"1,033","1,541","1,199",639,964,"2,023","1,695","2,277"
2020,12,30,"22,007",872,"1,081","1,179",728,"1,226",556,797,837,623,772,"1,115",678,747,"1,006",756,948,"1,082",994,451,908,"1,457","1,440","1,754"
2020,12,40,"39,665","1,588","1,462","1,721","2,621","1,988",934,"2,568","1,748","1,284","1,262","2,747",919,914,"1,293",992,"1,217","1,739","1,552",677,"1,547","3,192","2,482","3,218"
2020,12,50,"38,768","1,463","1,376","1,284","1,283","2,110","1,064","1,597","1,686",888,"1,560","2,110",970,966,"1,509","1,079","1,419","2,276","1,987","1,208","1,690","3,043","2,638","3,562"
2020,12,60,"27,533",927,939,678,737,"1,584",804,874,"1,288",767,"1,150","1,276",826,860,"1,397","1,207",945,"1,923","1,567","1,294","1,332","1,657","1,714","1,787"
2020,12,70,"16,259",625,505,421,486,964,459,584,994,496,695,665,530,540,829,698,446,"1,210",799,918,526,848,927,"1,094"
2020,12,80,"8,876",314,266,203,227,514,280,262,534,219,401,374,232,266,452,346,220,649,518,560,296,513,523,707
2020,12,90,"1,410",40,36,38,35,80,38,36,79,26,54,72,37,44,94,70,40,112,68,84,61,79,90,97
2020,12,100,74,5,2,5,1,3,1,1,4,4,6,4,2,3,5,6,2,6,1,3,2,3,4,1
2021,1,총,"218,902","8,553","8,230","8,573","9,930","11,878","5,756","9,670","10,071","6,299","8,090","12,676","5,784","5,719","8,764","6,650","7,305","11,795","10,125","6,343","8,914","16,188","13,933","17,656"
2021,1,0,"14,417",643,549,961,747,881,266,576,662,516,427,"1,022",270,346,485,498,461,468,529,177,645,"1,097",990,"1,201"
2021,1,10,"24,233","1,089",863,"1,043","2,067","1,206",505,"1,384","1,198",872,744,"2,061",438,350,651,451,570,811,916,328,908,"2,312","1,466","2,000"
2021,1,20,"25,607","1,002","1,158","1,037",859,"1,321",844,"1,021","1,046",601,"1,019","1,243",890,711,"1,014",534,"1,024","1,540","1,203",631,960,"2,010","1,674","2,265"
2021,1,30,"21,941",879,"1,087","1,178",763,"1,228",548,787,822,622,760,"1,108",674,730,"1,013",750,946,"1,079",981,454,908,"1,434","1,452","1,738"
2021,1,40,"39,562","1,573","1,444","1,728","2,681","1,981",943,"2,555","1,752","1,275","1,255","2,737",916,911,"1,283",989,"1,216","1,724","1,548",669,"1,554","3,180","2,461","3,187"
2021,1,50,"38,720","1,456","1,372","1,280","1,305","2,096","1,064","1,590","1,682",896,"1,566","2,107",964,962,"1,511","1,082","1,424","2,271","1,984","1,205","1,694","3,030","2,614","3,565"
2021,1,60,"27,687",931,940,678,752,"1,592",811,875,"1,294",766,"1,159","1,281",825,864,"1,414","1,220",950,"1,932","1,576","1,299","1,332","1,664","1,723","1,809"
2021,1,70,"16,321",623,515,423,487,975,456,583,998,500,698,665,532,529,839,702,451,"1,208",799,926,539,853,931,"1,089"
2021,1,80,"8,909",311,266,204,231,517,280,261,528,221,402,376,236,267,453,344,220,642,525,562,312,525,524,702
2021,1,90,"1,430",41,34,36,37,78,38,37,85,26,54,72,37,46,96,73,41,114,63,90,59,80,94,99
2021,1,100,75,5,2,5,1,3,1,1,4,4,6,4,2,3,5,7,2,6,1,2,3,3,4,1
2021,2,총,"218,782","8,500","8,213","8,555","10,119","11,838","5,730","9,639","10,037","6,283","8,095","12,649","5,776","5,704","8,733","6,661","7,288","11,794","10,124","6,337","8,942","16,183","13,975","17,607"
2021,2,0,"14,433",648,548,979,788,868,261,573,664,514,430,"1,035",270,339,480,491,444,465,529,175,650,"1,089",998,"1,195"
2021,2,10,"24,094","1,075",857,"1,031","2,104","1,179",501,"1,373","1,196",865,747,"2,034",433,353,640,445,568,812,918,325,899,"2,296","1,448","1,995"
2021,2,20,"25,462",986,"1,153","1,019",857,"1,323",834,"1,016","1,033",598,"1,006","1,237",905,709,"1,012",545,"1,025","1,522","1,200",619,953,"1,985","1,694","2,231"
2021,2,30,"21,861",892,"1,074","1,173",775,"1,222",542,780,819,617,756,"1,105",660,720,986,744,941,"1,084",970,453,910,"1,442","1,461","1,735"
2021,2,40,"39,496","1,554","1,452","1,729","2,743","1,980",928,"2,542","1,739","1,267","1,248","2,716",909,914,"1,281",991,"1,216","1,713","1,555",665,"1,562","3,175","2,454","3,163"
2021,2,50,"38,808","1,442","1,368","1,285","1,331","2,103","1,064","1,596","1,683",887,"1,579","2,106",967,961,"1,518","1,098","1,423","2,278","1,981","1,205","1,702","3,049","2,616","3,566"
2021,2,60,"27,791",918,944,673,753,"1,587",821,877,"1,292",773,"1,155","1,295",827,857,"1,424","1,215",955,"1,938","1,579","1,304","1,348","1,683","1,743","1,830"
