년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2020,4,70,"12,673","1,224","1,157","1,119",665,837,"1,113","1,362","1,052","1,134",294,456,818,652,790
2020,4,80,"4,403",458,442,425,322,278,360,355,278,365,131,178,242,283,286
2020,4,90,458,53,50,43,24,30,21,38,27,43,16,20,42,25,26
2020,4,100,89,7,6,14,4,11,10,8,5,5,1,5,4,7,2
2020,5,총,"171,565","15,775","12,829","15,319","9,309","14,182","14,596","19,296","16,620","10,490","4,939","6,797","12,127","9,221","10,065"
2020,5,0,"11,031",696,565,998,647,"1,411",978,"1,337","1,539",455,254,419,693,361,678
2020,5,10,"12,540",789,741,"1,025",884,"1,028","1,067","1,374","1,554",639,328,421,"1,031",690,969
2020,5,20,"27,953","2,888","2,332","2,385","1,225","1,893","2,008","2,524","2,040","1,320","1,446","1,424","2,769","2,322","1,377"
2020,5,30,"26,464","2,751","1,890","2,314","1,177","2,592","2,329","3,317","2,641","1,326",769,"1,178","1,625","1,244","1,311"
2020,5,40,"26,672","2,320","1,738","2,326","1,495","2,428","2,287","3,373","2,961","1,439",671,902,"1,802","1,298","1,632"
2020,5,50,"27,235","2,557","2,024","2,561","1,622","2,120","2,481","3,029","2,524","1,897",599,"1,066","1,717","1,334","1,704"
2020,5,60,"22,008","2,034","1,868","2,107","1,239","1,543","1,937","2,574","1,996","1,868",432,737,"1,384","1,001","1,288"
2020,5,70,"12,689","1,219","1,173","1,124",670,850,"1,116","1,356","1,052","1,126",290,447,816,658,792
2020,5,80,"4,425",460,442,426,320,277,362,365,281,373,132,178,243,280,286
2020,5,90,459,54,50,39,26,29,21,39,27,42,17,20,43,26,26
2020,5,100,89,7,6,14,4,11,10,8,5,5,1,5,4,7,2
2020,6,총,"171,392","15,760","12,818","15,288","9,349","14,158","14,538","19,272","16,648","10,473","4,942","6,715","12,150","9,216","10,065"
2020,6,0,"10,993",686,561,996,657,"1,405",973,"1,331","1,557",451,249,415,685,355,672
2020,6,10,"12,471",783,739,"1,021",885,"1,025","1,046","1,377","1,541",634,330,415,"1,025",685,965
2020,6,20,"28,009","2,908","2,342","2,385","1,232","1,883","1,996","2,506","2,045","1,327","1,454","1,418","2,797","2,333","1,383"
2020,6,30,"26,426","2,744","1,885","2,296","1,190","2,586","2,324","3,307","2,659","1,311",762,"1,171","1,628","1,246","1,317"
2020,6,40,"26,623","2,329","1,731","2,315","1,494","2,421","2,286","3,371","2,966","1,434",669,889,"1,791","1,294","1,633"
2020,6,50,"27,116","2,535","2,021","2,565","1,616","2,115","2,451","3,016","2,507","1,890",603,"1,028","1,735","1,330","1,704"
2020,6,60,"22,078","2,039","1,868","2,094","1,249","1,544","1,956","2,591","2,017","1,875",431,738,"1,384","1,008","1,284"
2020,6,70,"12,701","1,212","1,177","1,136",678,860,"1,116","1,360","1,047","1,125",293,441,812,649,795
2020,6,80,"4,425",462,436,428,317,278,359,365,278,379,133,177,246,283,284
2020,6,90,458,55,52,38,26,30,21,40,26,42,17,17,42,26,26
2020,6,100,92,7,6,14,5,11,10,8,5,5,1,6,5,7,2
2020,7,총,"171,134","15,752","12,825","15,254","9,319","14,193","14,488","19,248","16,597","10,445","4,938","6,687","12,138","9,214","10,036"
2020,7,0,"10,929",679,561,986,646,"1,404",959,"1,325","1,546",443,248,410,689,356,677
2020,7,10,"12,351",775,730,"1,020",874,"1,021","1,033","1,367","1,529",630,332,404,"1,010",679,947
2020,7,20,"28,052","2,904","2,382","2,384","1,225","1,903","1,996","2,506","2,045","1,318","1,455","1,421","2,796","2,333","1,384"
2020,7,30,"26,287","2,739","1,855","2,273","1,184","2,573","2,307","3,301","2,637","1,305",767,"1,166","1,631","1,248","1,301"
2020,7,40,"26,624","2,335","1,741","2,316","1,500","2,440","2,274","3,372","2,964","1,435",660,885,"1,789","1,282","1,631"
2020,7,50,"27,062","2,527","2,016","2,564","1,606","2,124","2,437","3,011","2,491","1,884",609,"1,015","1,737","1,341","1,700"
2020,7,60,"22,088","2,042","1,866","2,090","1,256","1,541","1,968","2,582","2,017","1,882",427,748,"1,374","1,003","1,292"
2020,7,70,"12,761","1,225","1,182","1,139",685,865,"1,124","1,365","1,060","1,118",293,442,818,654,791
2020,7,80,"4,433",464,437,428,314,281,359,370,277,383,129,174,247,285,285
2020,7,90,456,55,49,40,24,30,21,41,26,43,17,16,42,26,26
2020,7,100,91,7,6,14,5,11,10,8,5,4,1,6,5,7,2
2020,8,총,"170,926","15,812","12,858","15,191","9,321","14,178","14,423","19,185","16,590","10,414","4,951","6,662","12,138","9,200","10,003"
2020,8,0,"10,852",671,552,982,645,"1,405",946,"1,301","1,547",440,245,417,676,356,669
2020,8,10,"12,304",773,731,"1,014",876,"1,029","1,020","1,357","1,528",628,337,401,998,676,936
2020,8,20,"28,140","2,930","2,419","2,361","1,223","1,893","2,000","2,517","2,041","1,314","1,467","1,421","2,835","2,340","1,379"
2020,8,30,"26,179","2,766","1,831","2,268","1,194","2,558","2,291","3,293","2,610","1,300",759,"1,146","1,630","1,234","1,299"
2020,8,40,"26,545","2,337","1,750","2,298","1,494","2,444","2,253","3,347","2,977","1,417",669,890,"1,771","1,271","1,627"
2020,8,50,"26,951","2,520","2,021","2,543","1,602","2,110","2,417","2,998","2,486","1,868",606,"1,009","1,739","1,342","1,690"
2020,8,60,"22,184","2,062","1,877","2,102","1,263","1,551","1,975","2,582","2,025","1,898",429,748,"1,370","1,005","1,297"
2020,8,70,"12,755","1,225","1,182","1,132",680,865,"1,128","1,375","1,061","1,114",293,432,823,652,793
2020,8,80,"4,463",465,440,437,315,283,361,365,284,387,126,175,249,292,284
2020,8,90,462,56,49,40,24,29,22,42,26,44,18,17,42,26,27
2020,8,100,91,7,6,14,5,11,10,8,5,4,2,6,5,6,2
2020,9,총,"170,748","15,827","12,881","15,175","9,291","14,139","14,359","19,220","16,560","10,359","4,967","6,628","12,140","9,199","10,003"
2020,9,0,"10,845",676,554,976,644,"1,397",941,"1,321","1,546",440,243,414,672,358,663
2020,9,10,"12,215",767,730,"1,002",870,"1,031","1,009","1,350","1,519",607,340,395,992,673,930
2020,9,20,"28,133","2,935","2,432","2,364","1,210","1,884","1,975","2,507","2,028","1,312","1,476","1,420","2,857","2,355","1,378"
2020,9,30,"26,094","2,772","1,820","2,270","1,188","2,536","2,297","3,289","2,602","1,281",765,"1,133","1,632","1,225","1,284"
2020,9,40,"26,443","2,340","1,742","2,281","1,486","2,437","2,215","3,363","2,959","1,413",663,896,"1,756","1,261","1,631"
2020,9,50,"26,950","2,510","2,030","2,535","1,596","2,106","2,420","2,999","2,497","1,866",610,998,"1,736","1,347","1,700"
2020,9,60,"22,259","2,080","1,887","2,116","1,266","1,563","1,980","2,592","2,030","1,896",429,744,"1,370",999,"1,307"
2020,9,70,"12,762","1,224","1,188","1,139",685,856,"1,127","1,380","1,057","1,107",295,430,826,654,794
2020,9,80,"4,491",462,444,437,317,290,364,366,291,388,126,174,250,295,287
2020,9,90,463,54,47,41,24,28,21,45,26,45,18,18,44,25,27
2020,9,100,93,7,7,14,5,11,10,8,5,4,2,6,5,7,2
2020,10,총,"170,320","15,779","12,855","15,143","9,260","14,126","14,305","19,202","16,554","10,252","4,971","6,606","12,119","9,186","9,962"
2020,10,0,"10,767",673,543,976,640,"1,384",941,"1,312","1,533",423,241,414,670,356,661
2020,10,10,"12,130",759,724,981,859,"1,033","1,002","1,351","1,520",608,335,391,985,665,917
2020,10,20,"28,109","2,912","2,429","2,375","1,201","1,886","1,963","2,519","2,026","1,288","1,490","1,428","2,851","2,362","1,379"
2020,10,30,"25,945","2,763","1,820","2,271","1,171","2,531","2,276","3,253","2,592","1,263",759,"1,132","1,618","1,219","1,277"
2020,10,40,"26,349","2,332","1,736","2,275","1,487","2,423","2,212","3,361","2,957","1,396",656,885,"1,758","1,256","1,615"
2020,10,50,"26,880","2,509","2,028","2,515","1,603","2,112","2,411","2,997","2,487","1,845",618,979,"1,737","1,342","1,697"
2020,10,60,"22,326","2,092","1,889","2,115","1,263","1,575","1,986","2,606","2,056","1,884",430,752,"1,367","1,004","1,307"
2020,10,70,"12,745","1,214","1,188","1,148",683,848,"1,122","1,380","1,052","1,108",294,425,830,656,797
2020,10,80,"4,519",465,447,432,324,295,360,370,300,388,128,176,256,294,284
2020,10,90,457,53,44,41,24,28,22,45,26,45,18,18,42,25,26
2020,10,100,93,7,7,14,5,11,10,8,5,4,2,6,5,7,2
2020,11,총,"170,088","15,792","12,847","15,152","9,242","14,122","14,258","19,234","16,555","10,090","4,998","6,594","12,071","9,190","9,943"
2020,11,0,"10,725",665,544,976,638,"1,385",932,"1,308","1,520",420,244,413,658,360,662
2020,11,10,"12,018",752,722,962,848,"1,022","1,004","1,346","1,517",581,336,390,972,658,908
2020,11,20,"28,080","2,910","2,418","2,378","1,204","1,872","1,936","2,544","2,023","1,279","1,496","1,435","2,838","2,367","1,380"
2020,11,30,"25,948","2,788","1,823","2,276","1,157","2,522","2,288","3,263","2,587","1,228",773,"1,137","1,622","1,217","1,267"
2020,11,40,"26,236","2,328","1,721","2,272","1,489","2,447","2,180","3,342","2,955","1,367",653,877,"1,735","1,257","1,613"
2020,11,50,"26,866","2,513","2,029","2,521","1,609","2,099","2,419","3,000","2,486","1,808",618,974,"1,751","1,334","1,705"
2020,11,60,"22,384","2,097","1,893","2,128","1,263","1,592","1,985","2,623","2,072","1,867",436,747,"1,367","1,018","1,296"
2020,11,70,"12,739","1,209","1,196","1,147",677,844,"1,119","1,384","1,067","1,107",291,420,828,651,799
2020,11,80,"4,543",471,450,437,327,298,362,373,297,384,131,179,254,296,284
2020,11,90,455,51,44,41,25,30,23,43,26,45,18,16,41,25,27
2020,11,100,94,8,7,14,5,11,10,8,5,4,2,6,5,7,2
2020,12,총,"169,769","15,822","12,826","15,170","9,228","14,092","14,181","19,238","16,525","9,923","5,016","6,590","12,054","9,185","9,919"
2020,12,0,"10,662",669,541,980,634,"1,380",926,"1,311","1,496",407,238,410,652,354,664
2020,12,10,"11,966",751,715,948,844,"1,018",993,"1,351","1,525",579,339,385,967,652,899
2020,12,20,"27,978","2,901","2,407","2,381","1,200","1,867","1,920","2,518","2,013","1,258","1,494","1,457","2,839","2,352","1,371"
2020,12,30,"25,917","2,803","1,820","2,270","1,159","2,509","2,286","3,274","2,573","1,207",787,"1,128","1,607","1,232","1,262"
2020,12,40,"26,124","2,326","1,721","2,277","1,479","2,448","2,130","3,326","2,957","1,335",653,878,"1,741","1,247","1,606"
2020,12,50,"26,854","2,521","2,027","2,530","1,613","2,092","2,431","2,999","2,486","1,766",626,962,"1,742","1,351","1,708"
2020,12,60,"22,400","2,103","1,898","2,138","1,265","1,591","1,975","2,637","2,070","1,855",438,749,"1,372","1,017","1,292"
2020,12,70,"12,737","1,214","1,195","1,149",676,845,"1,121","1,391","1,073","1,084",291,417,830,650,801
2020,12,80,"4,574",472,448,441,328,301,366,381,301,383,130,182,257,298,286
2020,12,90,463,54,47,42,25,30,23,42,26,45,18,16,42,25,28
2020,12,100,94,8,7,14,5,11,10,8,5,4,2,6,5,7,2
2021,1,총,"169,337","15,831","12,783","15,091","9,204","14,100","14,164","19,261","16,482","9,828","5,002","6,562","12,013","9,132","9,884"
2021,1,0,"10,551",654,531,973,635,"1,374",928,"1,312","1,465",400,236,398,644,345,656
2021,1,10,"11,894",746,713,941,837,"1,012",992,"1,356","1,524",562,333,378,962,643,895
2021,1,20,"27,820","2,894","2,385","2,356","1,198","1,870","1,906","2,512","2,009","1,226","1,493","1,467","2,813","2,330","1,361"
2021,1,30,"25,777","2,809","1,821","2,242","1,156","2,498","2,281","3,269","2,541","1,206",779,"1,114","1,595","1,219","1,247"
2021,1,40,"26,039","2,335","1,701","2,257","1,475","2,451","2,105","3,331","2,975","1,318",648,874,"1,739","1,227","1,603"
2021,1,50,"26,866","2,527","2,035","2,533","1,602","2,099","2,442","2,994","2,489","1,753",630,957,"1,745","1,358","1,702"
2021,1,60,"22,476","2,116","1,894","2,145","1,263","1,603","1,981","2,650","2,069","1,853",443,752,"1,386","1,024","1,297"
2021,1,70,"12,736","1,213","1,195","1,148",675,846,"1,124","1,397","1,076","1,073",290,416,823,654,806
2021,1,80,"4,615",477,455,439,333,305,371,389,300,388,130,183,259,299,287
2021,1,90,469,52,46,43,25,31,24,43,29,45,18,17,42,26,28
2021,1,100,94,8,7,14,5,11,10,8,5,4,2,6,5,7,2
2021,2,총,"169,139","15,863","12,799","15,031","9,182","14,150","14,135","19,231","16,440","9,755","4,998","6,595","12,008","9,087","9,865"
2021,2,0,"10,443",641,532,967,627,"1,357",925,"1,298","1,451",390,230,399,639,338,649
2021,2,10,"11,875",742,721,932,838,"1,026",979,"1,348","1,515",559,331,388,969,637,890
2021,2,20,"27,788","2,913","2,388","2,333","1,188","1,890","1,898","2,519","1,991","1,210","1,512","1,477","2,804","2,316","1,349"
2021,2,30,"25,667","2,821","1,797","2,213","1,143","2,499","2,284","3,255","2,544","1,195",775,"1,112","1,577","1,213","1,239"
2021,2,40,"25,993","2,335","1,707","2,258","1,478","2,473","2,083","3,307","2,966","1,307",642,884,"1,730","1,222","1,601"
2021,2,50,"26,870","2,519","2,048","2,530","1,595","2,101","2,437","3,002","2,485","1,738",628,962,"1,760","1,356","1,709"
2021,2,60,"22,554","2,140","1,905","2,150","1,272","1,615","1,991","2,655","2,067","1,852",438,752,"1,400","1,018","1,299"
2021,2,70,"12,713","1,208","1,187","1,148",669,833,"1,129","1,399","1,086","1,065",292,412,817,654,814
2021,2,80,"4,671",483,462,442,342,312,373,398,304,390,130,186,262,301,286
2021,2,90,469,52,45,44,25,33,27,42,26,45,18,17,45,25,25
2021,2,100,96,9,7,14,5,11,9,8,5,4,2,6,5,7,4
2021,3,총,"167,895","15,727","12,679","14,821","9,130","14,061","14,042","19,124","16,365","9,613","4,973","6,581","11,996","9,006","9,777"
2021,3,0,"10,383",634,530,955,620,"1,361",908,"1,303","1,439",384,230,404,636,340,639
2021,3,10,"11,894",733,727,926,838,"1,022",977,"1,350","1,512",559,337,395,984,645,889
2021,3,20,"27,855","2,924","2,395","2,344","1,189","1,906","1,893","2,501","1,984","1,202","1,519","1,492","2,842","2,318","1,346"
2021,3,30,"25,547","2,820","1,792","2,167","1,144","2,498","2,276","3,259","2,527","1,181",772,"1,111","1,564","1,224","1,212"
2021,3,40,"25,761","2,292","1,662","2,260","1,462","2,474","2,080","3,267","2,958","1,277",639,875,"1,717","1,204","1,594"
2021,3,50,"26,655","2,507","2,030","2,501","1,592","2,076","2,408","2,998","2,474","1,713",631,956,"1,741","1,335","1,693"
2021,3,60,"22,416","2,141","1,889","2,117","1,265","1,595","1,996","2,636","2,064","1,843",424,748,"1,407","1,000","1,291"
2021,3,70,"12,486","1,175","1,164","1,115",664,806,"1,118","1,381","1,078","1,045",282,407,809,632,810
2021,3,80,"4,487",461,451,410,329,293,362,388,298,370,124,179,258,284,280
2021,3,90,391,39,38,25,26,27,23,40,27,39,14,13,37,23,20
2021,3,100,20,1,1,1,1,3,1,1,4,0,1,1,1,1,3
2021,4,총,"167,643","15,687","12,669","14,800","9,096","14,074","14,009","19,106","16,322","9,577","4,970","6,569","11,990","8,986","9,788"
2021,4,0,"10,331",630,520,950,610,"1,364",905,"1,290","1,433",382,226,406,639,337,639
2021,4,10,"11,838",722,721,917,837,"1,022",967,"1,350","1,510",556,336,396,978,641,885
2021,4,20,"27,753","2,922","2,391","2,342","1,175","1,904","1,871","2,497","1,971","1,195","1,519","1,479","2,830","2,313","1,344"
2021,4,30,"25,515","2,814","1,776","2,154","1,141","2,503","2,271","3,269","2,513","1,178",780,"1,111","1,578","1,214","1,213"
2021,4,40,"25,679","2,270","1,668","2,257","1,462","2,468","2,092","3,253","2,945","1,260",636,870,"1,708","1,194","1,596"
2021,4,50,"26,604","2,498","2,032","2,504","1,579","2,070","2,391","3,000","2,468","1,694",629,959,"1,742","1,345","1,693"
2021,4,60,"22,537","2,158","1,898","2,127","1,275","1,614","2,005","2,640","2,074","1,862",418,749,"1,413","1,001","1,303"
2021,4,70,"12,452","1,177","1,171","1,111",657,802,"1,112","1,375","1,076","1,038",284,406,802,631,810
2021,4,80,"4,523",458,453,413,333,297,370,390,303,373,127,178,260,286,282
2021,4,90,390,37,38,24,26,27,24,41,25,39,14,14,39,23,19
2021,4,100,21,1,1,1,1,3,1,1,4,0,1,1,1,1,4
2021,5,총,"167,463","15,707","12,623","14,787","9,085","14,091","13,983","19,049","16,304","9,543","4,960","6,558","12,002","8,973","9,798"
2021,5,0,"10,317",626,514,948,606,"1,376",906,"1,287","1,421",388,221,408,637,336,643
2021,5,10,"11,764",723,719,912,840,"1,008",962,"1,337","1,505",550,331,390,968,632,887
2021,5,20,"27,716","2,894","2,393","2,327","1,164","1,922","1,861","2,496","1,970","1,186","1,511","1,486","2,850","2,308","1,348"
2021,5,30,"25,467","2,826","1,758","2,154","1,144","2,484","2,257","3,269","2,510","1,172",781,"1,100","1,575","1,212","1,225"
2021,5,40,"25,569","2,271","1,651","2,256","1,453","2,474","2,082","3,217","2,951","1,249",634,868,"1,698","1,187","1,578"
2021,5,50,"26,566","2,523","2,024","2,494","1,572","2,073","2,387","2,987","2,469","1,677",625,960,"1,745","1,340","1,690"
2021,5,60,"22,656","2,166","1,902","2,141","1,284","1,630","2,016","2,637","2,071","1,874",433,749,"1,421","1,017","1,315"
2021,5,70,"12,434","1,173","1,166","1,114",661,796,"1,115","1,381","1,073","1,031",284,403,804,631,802
2021,5,80,"4,564",467,458,416,332,298,372,395,304,380,125,180,266,283,288
2021,5,90,390,37,37,24,28,27,24,42,26,36,14,13,38,26,18
2021,5,100,20,1,1,1,1,3,1,1,4,0,1,1,0,1,4
2021,6,총,"167,335","15,701","12,608","14,795","9,061","14,080","13,987","19,056","16,265","9,507","4,975","6,545","12,026","8,973","9,756"
2021,6,0,"10,262",620,513,947,607,"1,373",896,"1,271","1,414",382,214,407,637,340,641
2021,6,10,"11,754",726,709,917,839,"1,015",966,"1,347","1,501",551,331,383,963,629,877
2021,6,20,"27,681","2,881","2,387","2,339","1,154","1,913","1,866","2,494","1,961","1,171","1,525","1,489","2,864","2,304","1,333"
2021,6,30,"25,428","2,847","1,762","2,135","1,140","2,470","2,264","3,256","2,503","1,163",787,"1,093","1,572","1,210","1,226"
2021,6,40,"25,493","2,254","1,650","2,261","1,443","2,478","2,070","3,222","2,929","1,239",631,857,"1,701","1,191","1,567"
2021,6,50,"26,532","2,520","2,023","2,494","1,572","2,068","2,382","2,977","2,463","1,660",631,960,"1,756","1,340","1,686"
2021,6,60,"22,749","2,181","1,906","2,141","1,288","1,636","2,027","2,657","2,089","1,879",432,757,"1,423","1,021","1,312"
2021,6,70,"12,434","1,169","1,167","1,117",661,797,"1,109","1,381","1,072","1,041",283,405,803,628,801
2021,6,80,"4,594",465,454,418,332,299,381,407,303,385,127,180,269,283,291
2021,6,90,388,37,36,25,24,28,25,43,26,36,13,13,38,26,18
2021,6,100,20,1,1,1,1,3,1,1,4,0,1,1,0,1,4
2021,7,총,"167,252","15,661","12,648","14,800","9,048","14,077","13,965","19,022","16,313","9,498","4,981","6,522","12,007","8,962","9,748"
2021,7,0,"10,222",617,508,943,606,"1,377",902,"1,269","1,409",383,214,407,617,342,628
2021,7,10,"11,732",720,713,919,839,"1,008",957,"1,339","1,514",552,328,385,963,621,874
2021,7,20,"27,639","2,865","2,411","2,328","1,140","1,915","1,852","2,472","1,966","1,163","1,534","1,475","2,880","2,312","1,326"
2021,7,30,"25,398","2,834","1,775","2,124","1,140","2,459","2,270","3,250","2,502","1,161",784,"1,097","1,569","1,199","1,234"
2021,7,40,"25,423","2,258","1,641","2,275","1,434","2,469","2,053","3,219","2,922","1,248",625,858,"1,683","1,184","1,554"
2021,7,50,"26,522","2,502","2,020","2,493","1,568","2,080","2,380","2,981","2,494","1,648",633,946,"1,759","1,330","1,688"
2021,7,60,"22,839","2,202","1,915","2,151","1,291","1,644","2,033","2,651","2,099","1,883",433,756,"1,425","1,029","1,327"
2021,7,70,"12,442","1,159","1,165","1,117",672,797,"1,104","1,393","1,069","1,038",285,404,804,633,802
2021,7,80,"4,624",466,463,425,332,298,387,403,308,386,131,180,270,283,292
2021,7,90,391,37,36,24,25,27,26,44,26,36,13,13,37,28,19
2021,7,100,20,1,1,1,1,3,1,1,4,0,1,1,0,1,4
2021,8,총,"167,140","15,620","12,661","14,776","9,058","14,072","13,942","18,979","16,280","9,445","5,009","6,529","12,047","9,010","9,712"
2021,8,0,"10,184",608,507,942,603,"1,375",897,"1,257","1,410",379,214,411,616,343,622
2021,8,10,"11,680",718,716,913,840,"1,001",953,"1,334","1,512",545,317,379,956,625,871
2021,8,20,"27,713","2,886","2,429","2,316","1,131","1,918","1,839","2,468","1,944","1,144","1,563","1,490","2,921","2,339","1,325"
2021,8,30,"25,301","2,817","1,766","2,125","1,141","2,458","2,249","3,220","2,485","1,158",798,"1,098","1,559","1,209","1,218"
2021,8,40,"25,367","2,242","1,643","2,260","1,437","2,460","2,067","3,212","2,926","1,231",622,858,"1,682","1,175","1,552"
2021,8,50,"26,483","2,486","2,008","2,508","1,568","2,072","2,377","2,980","2,483","1,647",622,940,"1,772","1,340","1,680"
2021,8,60,"22,924","2,205","1,920","2,152","1,303","1,667","2,038","2,666","2,112","1,886",438,754,"1,427","1,036","1,320"
2021,8,70,"12,424","1,151","1,169","1,102",669,794,"1,104","1,396","1,072","1,031",288,408,807,626,807
2021,8,80,"4,657",470,465,435,339,298,389,403,308,388,133,177,270,288,294
2021,8,90,386,36,36,22,26,26,28,42,24,36,13,13,37,28,19
2021,8,100,21,1,2,1,1,3,1,1,4,0,1,1,0,1,4
2021,9,총,"167,083","15,618","12,682","14,768","9,033","14,050","13,875","18,961","16,268","9,416","5,020","6,586","12,095","9,015","9,696"
2021,9,0,"10,152",614,507,942,598,"1,370",894,"1,239","1,418",373,214,411,614,341,617
2021,9,10,"11,620",712,711,915,822,"1,003",932,"1,330","1,508",543,322,372,957,631,862
2021,9,20,"27,733","2,873","2,438","2,297","1,151","1,897","1,830","2,477","1,945","1,151","1,559","1,517","2,936","2,344","1,318"
2021,9,30,"25,287","2,822","1,768","2,113","1,131","2,465","2,242","3,206","2,479","1,147",795,"1,116","1,573","1,211","1,219"
2021,9,40,"25,336","2,242","1,641","2,271","1,430","2,457","2,050","3,218","2,899","1,227",629,860,"1,698","1,179","1,535"
2021,9,50,"26,497","2,488","2,019","2,499","1,567","2,076","2,362","2,977","2,485","1,641",623,948,"1,776","1,337","1,699"
2021,9,60,"22,945","2,203","1,920","2,163","1,299","1,668","2,045","2,671","2,116","1,885",444,752,"1,428","1,033","1,318"
2021,9,70,"12,420","1,158","1,165","1,104",670,791,"1,101","1,399","1,077","1,025",285,414,801,623,807
2021,9,80,"4,692",468,475,441,338,294,391,403,313,389,135,182,276,288,299
2021,9,90,380,37,36,22,26,26,27,40,24,35,13,13,36,27,18
2021,9,100,21,1,2,1,1,3,1,1,4,0,1,1,0,1,4
2021,10,총,"166,842","15,586","12,664","14,722","9,005","14,033","13,856","18,964","16,249","9,382","5,011","6,605","12,083","9,001","9,681"
2021,10,0,"10,091",610,500,932,592,"1,365",890,"1,229","1,412",372,213,408,614,344,610
2021,10,10,"11,581",713,711,909,816,"1,004",922,"1,328","1,504",549,317,372,952,618,866
2021,10,20,"27,589","2,827","2,424","2,288","1,140","1,879","1,817","2,468","1,938","1,140","1,558","1,533","2,931","2,346","1,300"
2021,10,30,"25,195","2,824","1,766","2,097","1,131","2,465","2,220","3,191","2,477","1,136",787,"1,112","1,566","1,211","1,212"
2021,10,40,"25,324","2,243","1,642","2,252","1,423","2,456","2,066","3,234","2,896","1,218",632,865,"1,694","1,175","1,528"
2021,10,50,"26,492","2,493","2,014","2,493","1,562","2,080","2,367","2,977","2,490","1,644",622,944,"1,773","1,333","1,700"
2021,10,60,"23,016","2,217","1,922","2,169","1,303","1,673","2,046","2,691","2,113","1,874",447,760,"1,433","1,035","1,333"
2021,10,70,"12,404","1,147","1,169","1,114",670,787,"1,102","1,395","1,074","1,023",285,411,803,621,803
2021,10,80,"4,744",474,477,443,337,295,399,411,317,391,136,186,280,292,306
2021,10,90,385,37,37,24,30,26,26,39,24,35,13,13,37,25,19
2021,10,100,21,1,2,1,1,3,1,1,4,0,1,1,0,1,4
