년도,월,나이,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2020,3,80,"8,927",493,295,542,455,297,665,311,346,403,546,400,992,243,592,734,615,998
2020,3,90,"1,251",87,39,79,84,39,85,38,63,54,81,47,127,32,89,99,64,144
2020,3,100,77,5,5,4,5,3,6,6,4,8,1,0,9,2,7,4,3,5
2020,4,총,"239,361","17,060","14,921","13,751","14,151","4,779","16,060","5,532","6,905","10,022","10,558","13,852","26,811","6,758","13,933","23,041","13,081","28,146"
2020,4,0,"16,161",962,"1,596",813,"1,008",186,782,188,325,572,665,"1,302","2,099",361,920,"2,056",680,"1,646"
2020,4,10,"22,801","1,125","2,467","1,321","1,121",304,"1,196",265,488,786,815,"1,689","3,239",373,"1,030","2,968","1,167","2,447"
2020,4,20,"31,463","2,945","1,645","1,694","2,397",497,"1,883",985,807,"1,825","1,512","1,528","3,156",873,"1,793","2,858","1,640","3,425"
2020,4,30,"27,288","2,508","1,650","1,483","2,000",476,"1,678",605,667,"1,296","1,316","1,684","2,600",911,"1,635","2,606","1,323","2,850"
2020,4,40,"37,928","2,708","3,298","2,192","2,151",618,"2,152",658,954,"1,505","1,534","2,524","4,561",982,"1,957","4,050","1,966","4,118"
2020,4,50,"40,288","2,837","2,061","2,452","2,061",862,"2,942",959,"1,315","1,525","1,717","2,201","4,486","1,232","2,290","3,499","2,463","5,386"
2020,4,60,"32,823","2,225","1,184","1,994","1,802",846,"2,832",866,"1,166","1,185","1,407","1,508","3,406","1,117","2,206","2,486","1,938","4,655"
2020,4,70,"20,295","1,159",679,"1,172","1,070",644,"1,836",647,761,860,958,969,"2,137",629,"1,406","1,683","1,215","2,470"
2020,4,80,"8,985",497,296,550,453,302,667,314,358,407,549,401,986,246,600,732,622,"1,005"
2020,4,90,"1,252",89,40,76,83,42,86,38,60,54,84,46,132,31,89,99,64,139
2020,4,100,77,5,5,4,5,2,6,7,4,7,1,0,9,3,7,4,3,5
2020,5,총,"238,955","16,926","14,841","13,723","14,145","4,783","16,059","5,508","6,909","10,013","10,559","13,848","26,723","6,772","13,940","23,066","13,056","28,084"
2020,5,0,"16,076",943,"1,580",801,995,187,773,190,328,578,673,"1,291","2,077",361,916,"2,056",687,"1,640"
2020,5,10,"22,684","1,113","2,468","1,312","1,121",300,"1,201",262,485,776,804,"1,686","3,215",375,"1,026","2,966","1,154","2,420"
2020,5,20,"31,361","2,925","1,623","1,684","2,410",497,"1,883",988,795,"1,824","1,516","1,533","3,133",878,"1,797","2,840","1,628","3,407"
2020,5,30,"27,213","2,515","1,646","1,448","1,997",483,"1,668",593,680,"1,294","1,316","1,674","2,590",908,"1,642","2,598","1,322","2,839"
2020,5,40,"37,732","2,655","3,273","2,199","2,145",613,"2,152",656,936,"1,494","1,538","2,517","4,527",986,"1,944","4,062","1,944","4,091"
2020,5,50,"40,297","2,820","2,058","2,458","2,060",860,"2,936",951,"1,323","1,534","1,709","2,210","4,497","1,229","2,287","3,527","2,453","5,385"
2020,5,60,"32,895","2,210","1,174","2,010","1,803",851,"2,835",870,"1,175","1,175","1,408","1,509","3,418","1,123","2,208","2,505","1,956","4,665"
2020,5,70,"20,342","1,151",677,"1,174","1,065",647,"1,842",637,763,869,962,980,"2,142",631,"1,414","1,680","1,214","2,494"
2020,5,80,"9,023",502,295,560,457,300,675,315,358,408,549,403,982,248,609,732,631,999
2020,5,90,"1,256",87,42,73,87,43,88,39,62,54,83,45,133,31,90,96,64,139
2020,5,100,76,5,5,4,5,2,6,7,4,7,1,0,9,2,7,4,3,5
2020,6,총,"238,540","16,743","14,779","13,700","14,153","4,779","16,072","5,501","6,867","9,965","10,528","13,828","26,670","6,770","13,984","23,027","13,066","28,108"
2020,6,0,"15,970",940,"1,566",792,983,184,773,185,326,567,671,"1,285","2,074",361,923,"2,031",680,"1,629"
2020,6,10,"22,556","1,088","2,460","1,301","1,125",303,"1,189",263,477,767,794,"1,674","3,198",378,"1,029","2,960","1,154","2,396"
2020,6,20,"31,394","2,899","1,620","1,687","2,429",498,"1,887",987,776,"1,832","1,522","1,540","3,126",874,"1,806","2,851","1,638","3,422"
2020,6,30,"27,059","2,506","1,629","1,434","1,980",478,"1,659",594,668,"1,286","1,309","1,665","2,565",904,"1,657","2,579","1,321","2,825"
2020,6,40,"37,605","2,612","3,262","2,186","2,149",612,"2,147",652,938,"1,473","1,524","2,506","4,521",988,"1,950","4,046","1,941","4,098"
2020,6,50,"40,185","2,785","2,055","2,461","2,061",857,"2,930",943,"1,304","1,525","1,714","2,210","4,477","1,231","2,282","3,523","2,444","5,383"
2020,6,60,"33,006","2,188","1,166","2,014","1,800",859,"2,865",879,"1,186","1,185","1,403","1,501","3,446","1,131","2,212","2,518","1,962","4,691"
2020,6,70,"20,396","1,143",677,"1,179","1,071",643,"1,859",637,765,865,955,994,"2,141",621,"1,422","1,685","1,228","2,511"
2020,6,80,"9,037",489,299,567,461,302,673,314,358,403,551,408,977,249,607,735,630,"1,014"
2020,6,90,"1,254",87,40,75,88,41,84,40,65,55,84,45,136,31,89,95,65,134
2020,6,100,78,6,5,4,6,2,6,7,4,7,1,0,9,2,7,4,3,5
2020,7,총,"238,149","16,580","14,747","13,726","14,173","4,772","16,038","5,502","6,858","9,910","10,516","13,805","26,628","6,745","13,981","23,041","13,035","28,092"
2020,7,0,"15,860",937,"1,546",785,"1,000",181,761,183,319,553,671,"1,269","2,060",355,917,"2,022",673,"1,628"
2020,7,10,"22,479","1,070","2,455","1,294","1,119",299,"1,180",264,479,773,789,"1,671","3,189",370,"1,039","2,957","1,150","2,381"
2020,7,20,"31,290","2,880","1,617","1,698","2,421",502,"1,870",982,772,"1,826","1,507","1,530","3,108",875,"1,808","2,848","1,622","3,424"
2020,7,30,"26,920","2,490","1,619","1,418","1,987",475,"1,658",592,666,"1,274","1,302","1,650","2,542",896,"1,641","2,576","1,315","2,819"
2020,7,40,"37,544","2,562","3,263","2,205","2,167",608,"2,147",647,932,"1,467","1,524","2,508","4,526",976,"1,958","4,047","1,935","4,072"
2020,7,50,"40,150","2,765","2,057","2,464","2,052",865,"2,922",942,"1,307","1,514","1,727","2,211","4,469","1,224","2,271","3,539","2,439","5,382"
2020,7,60,"33,015","2,162","1,167","2,029","1,789",852,"2,879",887,"1,189","1,171","1,398","1,506","3,450","1,141","2,219","2,516","1,968","4,692"
2020,7,70,"20,503","1,133",681,"1,187","1,083",646,"1,864",640,763,872,961,"1,006","2,166",623,"1,423","1,696","1,229","2,530"
2020,7,80,"9,044",491,298,565,461,303,667,316,361,399,551,409,970,250,609,740,634,"1,020"
2020,7,90,"1,261",83,39,77,87,39,83,42,66,54,85,45,139,33,89,96,67,137
2020,7,100,83,7,5,4,7,2,7,7,4,7,1,0,9,2,7,4,3,7
2020,8,총,"237,792","16,527","14,737","13,665","14,164","4,800","16,042","5,510","6,875","9,885","10,518","13,777","26,583","6,746","13,971","22,978","12,967","28,047"
2020,8,0,"15,783",936,"1,552",780,"1,001",179,760,185,314,548,671,"1,263","2,042",352,918,"1,998",658,"1,626"
2020,8,10,"22,382","1,051","2,441","1,291","1,118",300,"1,184",261,476,768,788,"1,665","3,194",363,"1,037","2,942","1,136","2,367"
2020,8,20,"31,235","2,867","1,625","1,676","2,425",508,"1,857",990,777,"1,836","1,509","1,527","3,093",874,"1,802","2,844","1,609","3,416"
2020,8,30,"26,818","2,487","1,601","1,408","1,995",480,"1,656",596,672,"1,274","1,309","1,638","2,514",899,"1,632","2,555","1,306","2,796"
2020,8,40,"37,456","2,557","3,264","2,201","2,151",609,"2,143",632,939,"1,456","1,520","2,509","4,538",967,"1,952","4,048","1,907","4,063"
2020,8,50,"40,068","2,733","2,069","2,441","2,049",869,"2,916",948,"1,295","1,508","1,717","2,202","4,477","1,228","2,281","3,526","2,441","5,368"
2020,8,60,"33,100","2,177","1,158","2,041","1,797",860,"2,892",889,"1,197","1,172","1,406","1,511","3,430","1,150","2,215","2,519","1,969","4,717"
2020,8,70,"20,533","1,142",684,"1,179","1,075",651,"1,872",641,767,865,963,"1,008","2,173",624,"1,430","1,695","1,233","2,531"
2020,8,80,"9,078",487,301,566,461,302,673,317,366,399,548,411,973,253,612,749,641,"1,019"
2020,8,90,"1,256",83,37,78,85,39,82,44,68,52,86,43,140,34,85,98,64,138
2020,8,100,83,7,5,4,7,3,7,7,4,7,1,0,9,2,7,4,3,6
2020,9,총,"237,425","16,460","14,763","13,606","14,203","4,792","16,029","5,527","6,837","9,794","10,502","13,748","26,558","6,702","13,958","22,990","12,923","28,033"
2020,9,0,"15,615",930,"1,541",768,989,173,748,180,309,532,660,"1,233","2,028",349,917,"1,996",654,"1,608"
2020,9,10,"22,312","1,041","2,444","1,267","1,135",302,"1,172",262,467,762,785,"1,674","3,194",359,"1,027","2,935","1,119","2,367"
2020,9,20,"31,157","2,844","1,637","1,667","2,430",507,"1,857","1,002",771,"1,829","1,509","1,520","3,090",859,"1,802","2,845","1,590","3,398"
2020,9,30,"26,694","2,477","1,591","1,398","1,990",482,"1,655",600,670,"1,267","1,298","1,610","2,492",904,"1,634","2,543","1,303","2,780"
2020,9,40,"37,380","2,548","3,268","2,192","2,176",612,"2,122",626,936,"1,442","1,510","2,506","4,518",960,"1,947","4,057","1,893","4,067"
2020,9,50,"40,015","2,722","2,096","2,435","2,047",861,"2,908",950,"1,295","1,489","1,722","2,214","4,488","1,216","2,267","3,531","2,412","5,362"
2020,9,60,"33,236","2,192","1,155","2,044","1,809",866,"2,910",891,"1,189","1,167","1,412","1,519","3,444","1,150","2,218","2,527","1,999","4,744"
2020,9,70,"20,549","1,141",682,"1,191","1,067",646,"1,878",646,758,848,971,"1,008","2,188",617,"1,443","1,696","1,236","2,533"
2020,9,80,"9,117",477,306,563,466,302,685,318,369,398,550,419,967,251,610,759,649,"1,028"
2020,9,90,"1,265",80,38,75,87,38,87,45,69,53,83,45,142,35,86,97,65,140
2020,9,100,85,8,5,6,7,3,7,7,4,7,2,0,7,2,7,4,3,6
2020,10,총,"236,825","16,324","14,757","13,569","14,162","4,815","16,010","5,517","6,825","9,739","10,492","13,662","26,483","6,699","13,948","22,915","12,965","27,943"
2020,10,0,"15,483",925,"1,528",762,980,179,731,170,303,529,658,"1,218","2,016",340,924,"1,982",648,"1,590"
2020,10,10,"22,176","1,016","2,454","1,259","1,121",310,"1,166",267,473,750,783,"1,645","3,177",354,"1,005","2,922","1,126","2,348"
2020,10,20,"31,106","2,834","1,639","1,656","2,425",507,"1,859",995,768,"1,817","1,512","1,525","3,076",875,"1,805","2,844","1,592","3,377"
2020,10,30,"26,476","2,443","1,579","1,382","1,980",482,"1,649",597,661,"1,264","1,297","1,590","2,466",889,"1,627","2,515","1,296","2,759"
2020,10,40,"37,232","2,533","3,268","2,177","2,174",615,"2,115",626,934,"1,434","1,497","2,488","4,490",953,"1,941","4,031","1,896","4,060"
2020,10,50,"39,925","2,700","2,085","2,433","2,044",865,"2,883",948,"1,281","1,490","1,735","2,210","4,496","1,226","2,260","3,522","2,426","5,321"
2020,10,60,"33,355","2,184","1,162","2,048","1,810",864,"2,947",896,"1,200","1,156","1,407","1,513","3,447","1,161","2,225","2,545","2,021","4,769"
2020,10,70,"20,581","1,131",695,"1,204","1,068",648,"1,876",646,767,839,970,"1,007","2,192",617,"1,458","1,688","1,230","2,545"
2020,10,80,"9,128",471,303,565,464,304,688,322,364,399,546,422,973,249,609,763,657,"1,029"
2020,10,90,"1,279",79,39,77,89,38,89,43,70,54,85,44,144,33,87,99,70,139
2020,10,100,84,8,5,6,7,3,7,7,4,7,2,0,6,2,7,4,3,6
2020,11,총,"236,492","16,253","14,759","13,501","14,149","4,798","15,985","5,517","6,813","9,726","10,457","13,688","26,432","6,685","13,909","22,909","12,932","27,979"
2020,11,0,"15,356",907,"1,533",754,960,176,724,173,303,525,643,"1,213","1,989",343,922,"1,973",653,"1,565"
2020,11,10,"22,141","1,019","2,453","1,245","1,123",307,"1,164",268,470,741,779,"1,647","3,179",353,"1,002","2,912","1,113","2,366"
2020,11,20,"31,102","2,822","1,641","1,654","2,438",506,"1,853",997,769,"1,834","1,508","1,536","3,062",868,"1,803","2,864","1,578","3,369"
2020,11,30,"26,290","2,436","1,566","1,362","1,970",475,"1,633",593,662,"1,258","1,290","1,571","2,451",884,"1,626","2,480","1,279","2,754"
2020,11,40,"37,105","2,513","3,261","2,161","2,175",605,"2,119",617,924,"1,423","1,487","2,497","4,473",961,"1,932","4,034","1,884","4,039"
2020,11,50,"39,911","2,688","2,097","2,410","2,046",859,"2,862",945,"1,270","1,496","1,741","2,224","4,494","1,200","2,242","3,542","2,445","5,350"
2020,11,60,"33,454","2,171","1,163","2,063","1,802",871,"2,969",908,"1,208","1,153","1,411","1,515","3,451","1,169","2,220","2,552","2,028","4,800"
2020,11,70,"20,610","1,135",695,"1,206","1,074",648,"1,872",642,770,839,972,"1,013","2,201",614,"1,464","1,680","1,224","2,561"
2020,11,80,"9,170",476,307,562,467,310,695,324,363,397,541,428,982,257,603,767,658,"1,033"
2020,11,90,"1,269",79,38,78,86,37,87,43,69,54,84,44,144,34,88,101,67,136
2020,11,100,84,7,5,6,8,4,7,7,5,6,1,0,6,2,7,4,3,6
2020,12,총,"235,550","16,161","14,737","13,385","14,132","4,766","15,910","5,470","6,780","9,679","10,431","13,607","26,297","6,673","13,898","22,851","12,906","27,867"
2020,12,0,"15,174",893,"1,530",729,939,176,715,165,305,520,636,"1,195","1,971",338,912,"1,957",644,"1,549"
2020,12,10,"21,987","1,012","2,446","1,241","1,123",302,"1,153",260,465,741,780,"1,636","3,153",358,992,"2,889","1,097","2,339"
2020,12,20,"30,940","2,808","1,630","1,624","2,463",497,"1,841",997,765,"1,820","1,499","1,523","3,048",863,"1,802","2,864","1,566","3,330"
2020,12,30,"26,091","2,398","1,557","1,340","1,964",473,"1,626",594,657,"1,239","1,290","1,557","2,411",886,"1,615","2,467","1,279","2,738"
2020,12,40,"36,905","2,506","3,273","2,151","2,175",599,"2,088",612,909,"1,420","1,474","2,482","4,430",956,"1,934","3,998","1,876","4,022"
2020,12,50,"39,694","2,689","2,079","2,381","2,031",846,"2,847",916,"1,264","1,494","1,734","2,206","4,480","1,185","2,231","3,546","2,431","5,334"
2020,12,60,"33,603","2,162","1,178","2,072","1,804",872,"2,979",914,"1,208","1,165","1,416","1,522","3,471","1,182","2,247","2,566","2,041","4,804"
2020,12,70,"20,588","1,127",692,"1,197","1,066",652,"1,870",633,763,827,970,"1,017","2,196",614,"1,464","1,684","1,243","2,573"
2020,12,80,"9,214",480,307,568,469,308,699,330,372,394,544,425,988,256,605,777,655,"1,037"
2020,12,90,"1,269",79,40,76,90,37,84,43,67,53,87,44,142,33,89,99,71,135
2020,12,100,85,7,5,6,8,4,8,6,5,6,1,0,7,2,7,4,3,6
2021,1,총,"235,164","16,107","14,691","13,323","14,100","4,752","15,877","5,478","6,735","9,670","10,446","13,608","26,240","6,688","13,922","22,810","12,872","27,845"
2021,1,0,"15,033",887,"1,514",716,935,173,713,161,295,520,629,"1,185","1,948",336,902,"1,943",637,"1,539"
2021,1,10,"21,876","1,013","2,445","1,225","1,111",299,"1,137",261,461,738,778,"1,637","3,134",364,990,"2,869","1,099","2,315"
2021,1,20,"30,828","2,788","1,612","1,605","2,478",487,"1,830",995,750,"1,804","1,491","1,526","3,043",870,"1,806","2,854","1,558","3,331"
2021,1,30,"25,984","2,373","1,534","1,344","1,953",470,"1,616",598,651,"1,250","1,290","1,539","2,399",886,"1,631","2,449","1,271","2,730"
2021,1,40,"36,730","2,496","3,277","2,120","2,161",597,"2,076",605,890,"1,403","1,473","2,486","4,398",960,"1,928","3,985","1,866","4,009"
2021,1,50,"39,557","2,683","2,080","2,375","2,004",841,"2,835",916,"1,251","1,497","1,726","2,196","4,488","1,164","2,228","3,548","2,412","5,313"
2021,1,60,"33,859","2,174","1,182","2,080","1,819",883,"2,999",927,"1,227","1,177","1,448","1,540","3,474","1,188","2,266","2,581","2,059","4,835"
2021,1,70,"20,639","1,125",692,"1,203","1,071",649,"1,869",636,759,825,971,"1,020","2,214",626,"1,467","1,687","1,236","2,589"
2021,1,80,"9,276",479,308,570,471,311,709,329,376,395,550,432,993,258,608,789,658,"1,040"
2021,1,90,"1,296",81,42,79,89,38,86,44,70,55,89,47,142,34,89,100,73,138
2021,1,100,86,8,5,6,8,4,7,6,5,6,1,0,7,2,7,5,3,6
2021,2,총,"234,654","16,082","14,606","13,261","14,075","4,740","15,862","5,512","6,735","9,628","10,443","13,543","26,235","6,710","13,876","22,727","12,829","27,790"
2021,2,0,"14,839",874,"1,496",698,914,172,698,162,297,510,619,"1,160","1,940",336,903,"1,908",628,"1,524"
2021,2,10,"21,768","1,009","2,430","1,225","1,115",297,"1,128",253,448,737,777,"1,635","3,112",357,971,"2,862","1,096","2,316"
2021,2,20,"30,806","2,817","1,599","1,581","2,471",487,"1,832","1,031",765,"1,788","1,477","1,500","3,062",880,"1,805","2,867","1,530","3,314"
2021,2,30,"25,834","2,362","1,512","1,336","1,938",460,"1,610",616,647,"1,262","1,295","1,518","2,381",897,"1,625","2,405","1,266","2,704"
2021,2,40,"36,578","2,475","3,263","2,098","2,165",595,"2,069",605,889,"1,386","1,470","2,465","4,399",967,"1,922","3,960","1,853","3,997"
2021,2,50,"39,461","2,661","2,084","2,374","2,002",841,"2,817",906,"1,251","1,487","1,717","2,213","4,466","1,156","2,227","3,565","2,404","5,290"
2021,2,60,"33,975","2,169","1,181","2,085","1,826",890,"3,020",922,"1,234","1,183","1,467","1,543","3,507","1,192","2,250","2,581","2,080","4,845"
2021,2,70,"20,656","1,136",684,"1,205","1,072",642,"1,875",632,750,820,976,"1,030","2,224",626,"1,475","1,676","1,231","2,602"
2021,2,80,"9,343",489,310,575,473,314,718,334,379,393,551,430,995,262,605,800,664,"1,051"
2021,2,90,"1,307",82,42,78,91,38,88,45,70,56,93,49,142,35,86,97,74,141
2021,2,100,87,8,5,6,8,4,7,6,5,6,1,0,7,2,7,6,3,6
2021,3,총,"233,601","15,955","14,593","13,169","13,964","4,714","15,850","5,526","6,661","9,533","10,409","13,494","26,170","6,661","13,785","22,662","12,789","27,666"
2021,3,0,"14,722",870,"1,479",690,895,174,697,163,295,502,616,"1,148","1,919",335,903,"1,900",624,"1,512"
2021,3,10,"21,695","1,018","2,436","1,209","1,122",297,"1,129",255,441,728,782,"1,629","3,097",355,961,"2,846","1,087","2,303"
2021,3,20,"30,652","2,817","1,596","1,566","2,431",481,"1,813","1,054",777,"1,781","1,462","1,476","3,053",884,"1,786","2,866","1,530","3,279"
2021,3,30,"25,704","2,345","1,499","1,342","1,940",456,"1,605",617,641,"1,250","1,289","1,524","2,354",890,"1,608","2,389","1,263","2,692"
2021,3,40,"36,309","2,469","3,256","2,059","2,140",598,"2,067",606,873,"1,368","1,453","2,427","4,383",961,"1,899","3,951","1,849","3,950"
2021,3,50,"39,189","2,615","2,079","2,344","1,994",831,"2,808",907,"1,221","1,471","1,733","2,211","4,456","1,137","2,224","3,528","2,394","5,236"
2021,3,60,"34,091","2,159","1,204","2,090","1,822",900,"3,034",928,"1,237","1,167","1,463","1,569","3,525","1,185","2,239","2,603","2,066","4,900"
2021,3,70,"20,597","1,113",688,"1,213","1,063",635,"1,880",621,740,815,967,"1,022","2,226",619,"1,469","1,679","1,234","2,613"
2021,3,80,"9,312",470,313,574,462,307,720,331,370,393,554,440,"1,003",265,610,799,663,"1,038"
2021,3,90,"1,284",75,39,79,92,34,90,42,65,55,90,48,147,30,84,99,76,139
2021,3,100,46,4,4,3,3,1,7,2,1,3,0,0,7,0,2,2,3,4
2021,4,총,"233,213","15,882","14,570","13,124","13,936","4,727","15,801","5,515","6,663","9,526","10,435","13,478","26,102","6,601","13,805","22,643","12,772","27,633"
2021,4,0,"14,648",874,"1,461",677,882,177,690,162,295,503,621,"1,139","1,911",327,910,"1,889",624,"1,506"
2021,4,10,"21,578","1,009","2,439","1,187","1,116",303,"1,127",255,429,734,776,"1,626","3,076",341,953,"2,837","1,076","2,294"
2021,4,20,"30,590","2,797","1,603","1,568","2,426",489,"1,791","1,050",784,"1,752","1,481","1,482","3,052",870,"1,791","2,872","1,530","3,252"
2021,4,30,"25,608","2,333","1,490","1,330","1,916",457,"1,598",616,640,"1,255","1,297","1,511","2,340",891,"1,612","2,381","1,261","2,680"
2021,4,40,"36,173","2,457","3,252","2,037","2,147",596,"2,047",600,874,"1,378","1,450","2,419","4,357",935,"1,897","3,938","1,835","3,954"
2021,4,50,"39,109","2,591","2,069","2,342","1,996",825,"2,795",897,"1,217","1,462","1,734","2,228","4,442","1,135","2,218","3,534","2,388","5,236"
2021,4,60,"34,221","2,165","1,216","2,104","1,833",902,"3,050",942,"1,241","1,172","1,456","1,562","3,542","1,187","2,252","2,610","2,075","4,912"
2021,4,70,"20,572","1,107",686,"1,219","1,061",633,"1,877",619,744,810,967,"1,020","2,225",618,"1,461","1,679","1,236","2,610"
2021,4,80,"9,368",469,311,576,464,310,725,330,372,398,561,445,"1,002",266,625,804,667,"1,043"
2021,4,90,"1,298",76,38,81,92,34,94,42,66,59,92,46,148,31,84,97,76,142
2021,4,100,48,4,5,3,3,1,7,2,1,3,0,0,7,0,2,2,4,4
2021,5,총,"233,067","15,854","14,552","13,080","13,903","4,706","15,788","5,487","6,649","9,531","10,595","13,492","26,078","6,587","13,782","22,630","12,785","27,568"
2021,5,0,"14,571",869,"1,450",663,883,174,689,162,294,499,632,"1,139","1,906",326,899,"1,881",624,"1,481"
2021,5,10,"21,506","1,000","2,450","1,178","1,121",299,"1,122",254,424,732,784,"1,607","3,069",331,958,"2,819","1,066","2,292"
2021,5,20,"30,543","2,772","1,589","1,581","2,402",491,"1,785","1,038",790,"1,744","1,515","1,500","3,054",865,"1,785","2,871","1,537","3,224"
2021,5,30,"25,555","2,337","1,478","1,304","1,908",445,"1,591",625,635,"1,278","1,338","1,523","2,318",883,"1,594","2,401","1,253","2,644"
2021,5,40,"36,063","2,462","3,250","2,026","2,146",590,"2,045",586,865,"1,373","1,468","2,411","4,347",939,"1,892","3,903","1,811","3,949"
2021,5,50,"39,097","2,580","2,063","2,327","1,986",824,"2,787",893,"1,220","1,458","1,766","2,218","4,461","1,133","2,217","3,553","2,393","5,218"
