년도,월,나이,부여군,부여읍,규암면,은산면,외산면,내산면,구룡면,홍산면,옥산면,남면,충화면,양화면,임천면,장암면,세도면,석성면,초촌면
2020,11,60,"6,465","1,683",847,484,275,206,244,305,183,216,143,215,331,331,386,326,290
2020,11,70,"4,242","1,023",464,283,217,146,210,247,130,162,116,167,265,227,261,179,145
2020,11,80,"2,224",398,259,156,105,72,119,134,74,108,74,108,139,142,148,95,93
2020,11,90,246,45,26,19,7,10,12,13,12,11,3,12,17,19,17,11,12
2020,11,100,7,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2020,12,총,"32,374","10,095","5,923","1,899","1,176",775,"1,161","1,403",672,897,570,798,"1,429","1,369","1,615","1,511","1,081"
2020,12,0,"1,553",566,498,51,26,28,37,51,13,28,9,14,47,44,45,57,39
2020,12,10,"2,470","1,001",605,100,81,33,66,92,25,40,19,28,73,70,76,116,45
2020,12,20,"3,136","1,306",702,143,78,39,81,109,43,67,33,40,94,85,108,134,74
2020,12,30,"2,384",836,586,118,58,53,73,79,31,46,34,43,76,83,105,88,75
2020,12,40,"3,928","1,350",898,201,124,61,134,133,59,83,40,55,158,154,173,187,118
2020,12,50,"5,679","1,872","1,020",336,206,127,190,238,105,136,96,117,231,213,291,314,187
2020,12,60,"6,503","1,694",856,492,275,207,244,306,180,212,146,217,332,334,387,329,292
2020,12,70,"4,236","1,022",468,279,215,146,207,247,131,163,116,164,262,227,263,180,146
2020,12,80,"2,231",401,263,158,106,71,116,134,73,109,74,109,139,140,149,96,93
2020,12,90,247,45,26,19,7,10,13,13,12,12,3,11,17,19,18,10,12
2020,12,100,7,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021,1,총,"32,285","10,069","5,917","1,891","1,174",777,"1,163","1,398",666,896,566,793,"1,433","1,367","1,605","1,498","1,072"
2021,1,0,"1,550",564,499,50,27,27,35,54,11,29,9,14,48,43,45,57,38
2021,1,10,"2,465","1,007",608,98,83,34,67,88,23,39,19,28,71,70,73,112,45
2021,1,20,"3,097","1,289",696,139,76,39,79,110,45,65,32,39,97,86,108,126,71
2021,1,30,"2,358",827,578,117,60,55,73,77,31,44,33,41,75,80,106,87,74
2021,1,40,"3,918","1,348",897,197,123,61,136,133,57,86,39,54,158,156,171,187,115
2021,1,50,"5,636","1,859","1,014",331,199,125,192,232,105,133,96,118,234,211,284,313,190
2021,1,60,"6,545","1,708",866,501,276,212,245,309,182,213,145,217,330,333,388,329,291
2021,1,70,"4,232","1,019",465,281,217,143,207,248,132,162,115,162,263,225,264,183,146
2021,1,80,"2,231",400,267,158,106,71,116,134,71,112,74,109,140,144,148,92,89
2021,1,90,246,46,26,17,7,10,13,12,9,12,4,11,17,19,18,12,13
2021,1,100,7,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021,2,총,"32,214","10,023","5,902","1,883","1,171",777,"1,157","1,395",673,893,573,792,"1,433","1,369","1,603","1,500","1,070"
2021,2,0,"1,543",564,492,49,26,27,35,55,12,28,9,15,50,43,45,55,38
2021,2,10,"2,454",998,612,96,84,32,64,85,24,39,20,27,71,70,72,114,46
2021,2,20,"3,043","1,264",681,138,74,41,77,108,45,63,32,38,93,83,106,129,71
2021,2,30,"2,340",818,572,116,59,53,73,77,33,43,34,40,77,82,103,86,74
2021,2,40,"3,898","1,346",901,194,118,59,133,134,56,84,39,53,154,157,173,185,112
2021,2,50,"5,614","1,841","1,005",329,202,125,196,233,106,132,101,116,238,211,278,312,189
2021,2,60,"6,610","1,728",878,504,279,215,242,310,184,217,145,220,331,334,397,333,293
2021,2,70,"4,202","1,009",464,280,214,144,204,247,133,159,116,159,262,226,262,177,146
2021,2,80,"2,253",408,268,159,108,71,120,134,71,113,73,112,139,145,147,97,88
2021,2,90,250,45,28,16,7,10,13,11,9,14,4,12,18,18,20,12,13
2021,2,100,7,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021,3,총,"32,077","9,958","5,893","1,863","1,169",777,"1,152","1,379",676,892,575,791,"1,427","1,367","1,597","1,491","1,070"
2021,3,0,"1,525",553,489,54,25,25,37,50,14,28,9,15,48,42,44,54,38
2021,3,10,"2,429",988,611,92,79,33,62,84,22,38,21,27,71,71,73,112,45
2021,3,20,"3,035","1,257",683,138,75,40,75,109,45,62,34,37,92,81,104,132,71
2021,3,30,"2,326",811,573,111,57,53,72,72,34,47,33,39,77,84,101,86,76
2021,3,40,"3,835","1,333",885,189,115,58,128,133,56,82,38,52,148,154,175,178,111
2021,3,50,"5,582","1,833","1,014",325,200,125,198,228,106,130,101,118,238,204,274,308,180
2021,3,60,"6,637","1,730",877,497,287,216,245,308,184,218,144,220,336,338,401,334,302
2021,3,70,"4,201","1,004",473,281,210,146,203,248,133,157,118,154,262,230,258,178,146
2021,3,80,"2,258",406,261,160,113,71,118,137,73,115,73,118,135,144,149,97,88
2021,3,90,246,43,27,15,8,10,14,10,9,14,4,11,20,19,18,11,13
2021,3,100,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,4,총,"32,029","9,931","5,892","1,854","1,169",775,"1,152","1,374",682,888,575,795,"1,431","1,371","1,584","1,493","1,063"
2021,4,0,"1,516",546,491,55,25,25,37,50,14,27,8,15,48,41,43,53,38
2021,4,10,"2,406",973,610,91,78,34,62,81,22,37,22,26,70,72,69,114,45
2021,4,20,"3,037","1,258",687,136,75,41,75,110,44,62,33,37,94,83,105,129,68
2021,4,30,"2,309",806,570,109,59,52,74,71,33,42,33,39,77,84,100,86,74
2021,4,40,"3,804","1,318",873,189,112,58,127,134,55,83,38,54,149,155,171,178,110
2021,4,50,"5,558","1,831","1,014",320,200,125,190,227,108,130,99,117,239,206,269,307,176
2021,4,60,"6,679","1,743",887,497,292,216,250,305,188,215,146,224,336,338,403,335,304
2021,4,70,"4,214","1,009",471,283,208,144,202,247,136,161,118,154,261,230,263,180,147
2021,4,80,"2,259",405,262,159,112,71,121,137,73,116,73,118,137,144,144,99,88
2021,4,90,244,42,27,14,8,9,14,12,9,14,5,11,20,18,17,11,13
2021,4,100,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,5,총,"31,987","9,899","5,903","1,850","1,165",774,"1,154","1,373",679,890,579,789,"1,425","1,375","1,581","1,487","1,064"
2021,5,0,"1,498",535,493,57,26,24,38,47,14,26,9,14,46,41,42,50,36
2021,5,10,"2,398",973,607,91,76,33,63,79,22,35,22,28,70,71,69,114,45
2021,5,20,"3,019","1,238",691,132,74,42,74,112,44,63,33,36,95,83,104,130,68
2021,5,30,"2,308",809,566,109,59,53,76,74,35,40,34,36,75,83,100,85,74
2021,5,40,"3,758","1,303",870,188,109,57,127,132,52,85,38,54,144,153,165,174,107
2021,5,50,"5,561","1,827","1,019",318,201,125,187,226,111,130,98,115,240,209,272,302,181
2021,5,60,"6,706","1,746",895,499,293,219,253,306,183,214,149,223,340,342,402,339,303
2021,5,70,"4,218","1,015",469,280,205,142,201,250,136,163,118,153,260,227,265,183,151
2021,5,80,"2,275",412,266,162,113,71,121,135,72,119,73,119,134,148,145,98,87
2021,5,90,242,40,27,13,9,8,14,12,10,14,5,11,21,18,17,11,12
2021,5,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,6,총,"31,965","9,895","5,906","1,852","1,160",771,"1,158","1,372",677,891,574,786,"1,422","1,372","1,585","1,480","1,064"
2021,6,0,"1,488",526,493,57,25,24,38,46,13,26,8,14,47,43,41,51,36
2021,6,10,"2,394",976,608,89,76,33,61,78,22,35,22,29,70,68,69,113,45
2021,6,20,"3,005","1,237",685,131,74,42,75,113,42,63,32,34,95,84,104,128,66
2021,6,30,"2,302",811,570,111,56,51,75,73,35,39,32,36,75,78,102,86,72
2021,6,40,"3,763","1,304",873,187,110,57,128,133,52,86,39,54,143,154,163,173,107
2021,6,50,"5,526","1,816","1,009",321,199,123,186,222,112,128,98,112,237,209,273,303,178
2021,6,60,"6,748","1,757",903,498,295,220,257,310,184,215,149,225,339,345,406,335,310
2021,6,70,"4,216","1,014",473,282,203,142,202,250,136,165,116,151,261,227,262,181,151
2021,6,80,"2,280",413,265,160,113,72,123,136,72,118,73,119,136,147,148,98,87
2021,6,90,239,40,27,15,9,7,13,11,9,15,5,12,19,17,17,11,12
2021,6,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,7,총,"31,985","9,900","5,926","1,850","1,156",771,"1,157","1,367",681,888,575,789,"1,422","1,375","1,581","1,481","1,066"
2021,7,0,"1,478",521,492,56,24,23,35,47,13,24,9,15,46,43,41,53,36
2021,7,10,"2,394",974,606,91,75,31,64,77,23,37,22,29,72,66,67,114,46
2021,7,20,"3,007","1,238",693,129,71,43,74,111,41,63,32,34,95,87,105,126,65
2021,7,30,"2,291",811,570,112,57,49,72,70,37,38,31,36,73,77,99,86,73
2021,7,40,"3,759","1,297",873,184,108,60,128,135,52,87,39,57,144,155,164,170,106
2021,7,50,"5,503","1,817","1,018",317,196,121,185,215,113,124,97,110,238,210,267,300,175
2021,7,60,"6,780","1,771",906,500,296,222,259,314,182,218,149,223,336,341,411,339,313
2021,7,70,"4,228","1,011",476,282,205,142,202,250,139,161,117,153,263,231,263,182,151
2021,7,80,"2,297",418,266,161,115,72,124,137,72,120,74,120,136,147,147,99,89
2021,7,90,244,41,26,17,9,8,14,11,9,15,5,12,19,18,17,11,12
2021,7,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,8,총,"31,913","9,848","5,941","1,846","1,153",773,"1,153","1,363",681,887,575,785,"1,420","1,376","1,578","1,474","1,060"
2021,8,0,"1,466",515,489,57,23,23,34,45,13,23,9,15,47,43,40,53,37
2021,8,10,"2,389",966,613,89,75,32,65,78,23,39,22,29,69,64,66,113,46
2021,8,20,"2,974","1,223",684,128,70,42,73,109,41,62,30,34,99,87,102,126,64
2021,8,30,"2,291",801,576,112,59,47,71,71,38,37,32,34,75,79,100,86,73
2021,8,40,"3,745","1,285",881,183,103,63,127,134,51,90,39,58,143,154,163,168,103
2021,8,50,"5,470","1,806","1,014",314,194,121,183,211,113,122,97,111,234,211,269,296,174
2021,8,60,"6,800","1,782",915,503,298,223,260,316,178,218,151,222,332,341,408,341,312
2021,8,70,"4,226","1,008",476,280,205,142,204,247,143,160,115,155,267,228,265,181,150
2021,8,80,"2,303",420,267,163,117,72,120,140,72,120,74,116,135,150,148,99,90
2021,8,90,245,41,26,16,9,8,16,12,9,15,6,11,19,19,17,10,11
2021,8,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,9,총,"31,820","9,805","5,918","1,849","1,146",766,"1,157","1,358",682,885,577,780,"1,420","1,369","1,578","1,473","1,057"
2021,9,0,"1,457",514,486,58,23,24,32,45,12,23,9,15,46,42,40,52,36
2021,9,10,"2,364",953,604,89,71,31,65,76,24,40,22,28,70,64,66,114,47
2021,9,20,"2,935","1,208",685,129,70,39,76,104,38,58,26,33,98,86,100,122,63
2021,9,30,"2,260",785,572,108,58,45,69,71,39,38,34,32,76,79,98,86,70
2021,9,40,"3,720","1,278",875,182,98,62,127,135,51,89,40,58,141,150,165,166,103
2021,9,50,"5,461","1,801","1,011",315,196,120,183,214,114,122,98,110,234,209,264,297,173
2021,9,60,"6,812","1,787",919,506,292,222,260,314,177,218,152,222,334,342,410,345,312
2021,9,70,"4,241","1,011",478,282,211,143,207,249,144,162,115,154,262,224,269,179,151
2021,9,80,"2,313",424,263,162,118,72,122,138,73,119,75,117,140,151,147,101,91
2021,9,90,253,43,25,17,9,8,16,12,10,15,6,11,19,22,19,10,11
2021,9,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,10,총,"31,754","9,777","5,894","1,858","1,147",762,"1,149","1,355",681,881,575,787,"1,412","1,364","1,582","1,471","1,059"
2021,10,0,"1,452",517,484,56,23,24,31,46,12,22,9,16,46,39,39,53,35
2021,10,10,"2,350",942,598,89,71,31,66,76,23,41,22,27,70,61,69,116,48
2021,10,20,"2,917","1,207",682,132,70,38,72,101,38,56,26,35,95,85,98,119,63
2021,10,30,"2,252",777,568,109,58,44,70,73,37,37,34,33,80,80,100,82,70
2021,10,40,"3,691","1,271",863,183,95,60,127,130,53,90,38,58,138,152,165,167,101
2021,10,50,"5,469","1,795","1,021",316,199,120,181,215,113,121,100,112,234,209,262,295,176
2021,10,60,"6,806","1,786",911,508,291,223,257,314,178,219,152,222,329,341,410,350,315
2021,10,70,"4,239","1,011",480,285,212,141,208,248,146,160,110,156,264,224,272,176,146
2021,10,80,"2,322",427,263,162,119,72,121,140,73,119,78,117,138,152,148,101,92
2021,10,90,252,43,24,17,9,9,16,12,8,15,6,11,18,21,19,11,13
2021,10,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,11,총,"31,698","9,755","5,873","1,859","1,151",759,"1,147","1,351",682,881,577,782,"1,411","1,367","1,577","1,467","1,059"
2021,11,0,"1,435",512,480,54,24,23,30,45,11,22,11,15,46,41,35,52,34
2021,11,10,"2,359",937,602,93,70,31,67,77,24,40,21,27,69,62,72,118,49
2021,11,20,"2,907","1,205",675,132,72,36,70,100,38,56,27,33,100,82,96,118,67
2021,11,30,"2,231",777,558,110,58,42,66,71,39,37,33,34,77,80,102,82,65
2021,11,40,"3,683","1,265",861,181,96,62,128,130,55,90,37,59,138,150,164,163,104
2021,11,50,"5,457","1,796","1,020",315,199,118,183,215,110,119,99,110,233,211,260,295,174
2021,11,60,"6,815","1,783",909,508,291,227,260,317,180,222,156,220,326,342,409,351,314
2021,11,70,"4,235","1,013",478,287,212,140,206,243,144,160,110,157,266,225,271,176,147
2021,11,80,"2,316",423,266,162,120,72,120,141,73,118,77,116,138,153,147,100,90
2021,11,90,257,44,24,16,9,8,17,12,8,16,6,11,18,21,21,11,15
2021,11,100,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,12,총,"31,634","9,730","5,868","1,850","1,146",761,"1,150","1,354",685,876,576,779,"1,406","1,363","1,571","1,466","1,053"
2021,12,0,"1,415",513,466,53,24,22,29,44,12,21,11,15,47,40,35,50,33
2021,12,10,"2,348",933,604,91,67,31,71,76,22,40,21,27,68,60,72,116,49
2021,12,20,"2,899","1,198",683,131,67,36,69,100,40,55,27,32,102,84,95,113,67
2021,12,30,"2,223",772,560,105,58,42,66,71,39,39,31,35,76,78,102,84,65
2021,12,40,"3,677","1,267",853,183,96,61,128,133,53,90,37,59,134,151,161,169,102
2021,12,50,"5,422","1,782","1,021",310,200,118,183,214,108,115,99,109,234,204,259,292,174
2021,12,60,"6,843","1,789",915,513,291,229,267,316,183,220,155,219,326,345,411,353,311
2021,12,70,"4,227","1,006",475,285,212,141,200,247,146,162,112,155,263,228,268,177,150
2021,12,80,"2,314",425,268,162,122,72,121,138,74,115,76,115,139,151,147,100,89
2021,12,90,263,45,23,16,9,9,16,15,8,18,7,13,17,22,21,11,13
2021,12,100,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
