년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020,4,10,"231,034","47,596","21,621","25,975","21,499","11,991","13,940","46,026","9,176","6,800","7,851","5,874","23,181","1,006","2,413","1,264",988,"2,150","2,370","2,132","2,414","11,684","4,406","1,916","3,874",483
2020,4,20,"288,414","57,375","26,792","30,583","27,380","14,853","16,704","57,454","9,924","10,416","8,498","6,105","35,920","1,597","3,285","1,810","1,165","2,569","2,942","2,672","3,681","12,498","4,116","2,120","4,489",841
2020,4,30,"300,333","61,240","28,040","33,200","26,099","15,609","15,774","67,217","8,883","9,579","7,782","5,968","34,066","1,419","3,402","1,772","1,078","2,594","2,969","2,450","3,416","15,945","5,670","2,063","4,418",920
2020,4,40,"388,395","78,041","36,087","41,954","37,466","19,493","22,554","73,596","14,189","12,938","11,860","8,864","41,726","2,257","4,810","2,468","1,806","4,025","4,581","3,997","4,869","20,701","7,083","3,341","6,395","1,335"
2020,4,50,"463,014","91,371","42,209","49,162","46,902","24,028","26,750","69,302","18,328","18,356","17,231","12,127","44,682","4,411","8,967","4,829","3,028","6,335","7,545","6,056","8,722","19,361","8,113","5,937","8,727","1,906"
2020,4,60,"393,035","75,301","35,366","39,935","39,596","21,175","24,686","37,038","17,833","17,982","17,797","12,960","33,464","5,171","11,450","5,342","3,326","7,200","9,374","6,065","8,935","13,051","9,071","6,587","7,873","1,758"
2020,4,70,"239,231","35,998","16,769","19,229","24,110","13,403","16,716","15,669","11,919","12,298","12,713","9,244","18,966","4,046","9,056","4,039","2,722","6,014","6,525","4,100","5,726","7,547","6,901","4,783","5,721","1,015"
2020,4,80,"132,258","14,900","6,518","8,382","12,732","7,953","9,447","7,861","6,707","6,828","8,255","5,313","8,982","2,579","6,038","2,425","1,702","3,685","4,208","2,630","3,419","4,292","4,866","3,164","3,773",499
2020,4,90,"17,921","2,077",868,"1,209","1,653","1,114","1,408","1,133",964,748,"1,225",776,"1,011",310,776,307,230,481,568,311,450,604,634,472,596,73
2020,4,100,954,103,51,52,91,49,64,47,57,42,61,58,68,14,43,21,26,25,19,7,25,42,35,27,19,11
2020,5,총,"2,648,760","504,829","232,216","272,613","254,035","140,384","158,820","418,007","104,236","101,758","98,435","71,282","263,286","23,477","52,148","25,264","16,786","36,763","42,651","31,842","43,582","115,658","55,616","31,843","48,815","9,243"
2020,5,0,"195,734","41,051","18,179","22,872","16,693","10,713","10,948","42,691","6,395","5,832","5,363","4,074","21,228",721,"1,990","1,005",769,"1,761","1,576","1,481","1,959","9,983","4,660","1,465","2,956",420
2020,5,10,"229,926","47,402","21,544","25,858","21,346","11,967","13,865","45,828","9,127","6,743","7,792","5,832","23,076",991,"2,399","1,267",981,"2,134","2,355","2,117","2,388","11,665","4,412","1,904","3,845",490
2020,5,20,"287,508","57,136","26,659","30,477","27,272","14,824","16,620","57,351","9,864","10,388","8,445","6,066","35,998","1,589","3,271","1,789","1,158","2,546","2,942","2,629","3,642","12,413","4,127","2,116","4,494",828
2020,5,30,"299,401","61,152","27,935","33,217","26,070","15,573","15,721","67,115","8,854","9,562","7,739","5,930","33,881","1,411","3,365","1,769","1,065","2,565","2,948","2,428","3,389","15,851","5,640","2,045","4,406",922
2020,5,40,"387,360","77,843","35,978","41,865","37,319","19,465","22,486","73,480","14,129","12,866","11,799","8,851","41,658","2,232","4,776","2,465","1,792","4,014","4,558","3,993","4,861","20,653","7,094","3,319","6,376","1,331"
2020,5,50,"463,020","91,331","42,140","49,191","46,927","24,029","26,718","69,444","18,303","18,373","17,223","12,102","44,764","4,389","8,939","4,808","3,012","6,318","7,527","6,045","8,694","19,443","8,119","5,924","8,693","1,895"
2020,5,60,"394,228","75,646","35,492","40,154","39,667","21,239","24,743","37,244","17,840","17,996","17,804","12,974","33,552","5,174","11,470","5,364","3,331","7,219","9,394","6,100","8,985","13,130","9,092","6,603","7,905","1,756"
2020,5,70,"239,890","36,114","16,828","19,286","24,214","13,416","16,715","15,785","11,964","12,338","12,728","9,287","19,026","4,047","9,061","4,043","2,720","6,002","6,542","4,114","5,753","7,567","6,912","4,781","5,742","1,019"
2020,5,80,"132,711","14,968","6,540","8,428","12,770","7,989","9,521","7,885","6,728","6,863","8,252","5,331","9,019","2,591","6,056","2,430","1,701","3,690","4,208","2,625","3,432","4,300","4,886","3,188","3,782",496
2020,5,90,"18,026","2,084",870,"1,214","1,666","1,117","1,418","1,136",976,755,"1,231",778,"1,017",318,778,303,231,489,581,303,453,612,638,469,598,75
2020,5,100,956,102,51,51,91,52,65,48,56,42,59,57,67,14,43,21,26,25,20,7,26,41,36,29,18,11
2020,6,총,"2,646,493","504,461","231,837","272,624","253,758","140,651","158,526","417,480","104,003","101,601","98,201","71,683","263,034","23,451","52,142","25,228","16,748","36,721","42,553","31,764","43,488","115,345","55,750","31,823","48,843","9,239"
2020,6,0,"194,959","40,861","18,055","22,806","16,591","10,685","10,880","42,546","6,354","5,818","5,357","4,099","21,095",721,"1,993","1,007",767,"1,762","1,563","1,472","1,945","9,916","4,687","1,459","2,962",419
2020,6,10,"229,448","47,309","21,518","25,791","21,315","12,155","13,826","45,666","9,073","6,713","7,769","5,828","22,970",985,"2,388","1,264",961,"2,122","2,333","2,118","2,364","11,620","4,422","1,899","3,860",488
2020,6,20,"286,407","56,998","26,576","30,422","27,113","14,793","16,509","57,059","9,835","10,285","8,374","6,147","35,991","1,574","3,244","1,766","1,163","2,534","2,920","2,609","3,595","12,321","4,134","2,091","4,510",842
2020,6,30,"298,316","60,979","27,772","33,207","25,973","15,540","15,651","66,962","8,795","9,495","7,672","5,960","33,729","1,390","3,356","1,760","1,053","2,549","2,918","2,401","3,380","15,746","5,643","2,044","4,401",919
2020,6,40,"386,803","77,719","35,917","41,802","37,208","19,497","22,464","73,403","14,089","12,855","11,775","8,910","41,626","2,229","4,766","2,456","1,778","4,008","4,523","3,977","4,840","20,603","7,110","3,306","6,332","1,329"
2020,6,50,"461,830","90,977","41,927","49,050","46,844","23,976","26,646","69,391","18,233","18,295","17,111","12,151","44,668","4,367","8,921","4,779","3,001","6,279","7,492","6,023","8,647","19,418","8,120","5,909","8,694","1,888"
2020,6,60,"396,465","76,143","35,699","40,444","39,904","21,384","24,852","37,543","17,896","18,096","17,858","13,099","33,730","5,213","11,516","5,389","3,347","7,248","9,420","6,128","9,027","13,185","9,146","6,642","7,952","1,747"
2020,6,70,"240,489","36,275","16,886","19,389","24,271","13,460","16,700","15,843","11,992","12,377","12,752","9,311","19,104","4,050","9,087","4,055","2,708","6,002","6,570","4,107","5,767","7,585","6,932","4,783","5,734","1,024"
2020,6,80,"132,774","15,015","6,571","8,444","12,785","7,979","9,518","7,896","6,710","6,868","8,245","5,344","9,032","2,588","6,042","2,424","1,710","3,701","4,216","2,621","3,440","4,306","4,881","3,186","3,771",496
2020,6,90,"18,046","2,084",865,"1,219","1,661","1,130","1,417","1,122",969,758,"1,229",777,"1,022",318,786,307,234,490,578,301,457,605,640,476,609,76
2020,6,100,956,101,51,50,93,52,63,49,57,41,59,57,67,16,43,21,26,26,20,7,26,40,35,28,18,11
2020,7,총,"2,644,001","504,230","231,533","272,697","253,674","140,627","158,765","417,098","103,862","101,515","98,038","71,417","262,537","23,437","52,051","25,161","16,738","36,666","42,512","31,602","43,426","115,177","55,652","31,777","48,789","9,250"
2020,7,0,"194,217","40,718","17,995","22,723","16,530","10,668","10,898","42,342","6,318","5,805","5,305","4,099","20,985",714,"1,991","1,003",760,"1,757","1,558","1,456","1,948","9,855","4,665","1,456","2,961",425
2020,7,10,"228,690","47,204","21,429","25,775","21,228","12,167","13,803","45,516","9,038","6,691","7,803","5,741","22,859",991,"2,359","1,252",960,"2,119","2,311","2,112","2,346","11,598","4,385","1,893","3,838",476
2020,7,20,"285,427","56,870","26,511","30,359","27,041","14,788","16,580","56,928","9,797","10,201","8,299","6,119","35,826","1,546","3,211","1,755","1,148","2,505","2,902","2,562","3,574","12,253","4,102","2,077","4,497",846
2020,7,30,"297,033","60,815","27,631","33,184","25,888","15,453","15,657","66,706","8,750","9,453","7,646","5,898","33,517","1,389","3,349","1,747","1,055","2,527","2,905","2,367","3,346","15,617","5,604","2,033","4,378",933
2020,7,40,"386,370","77,634","35,841","41,793","37,157","19,494","22,530","73,391","14,077","12,856","11,731","8,846","41,592","2,216","4,749","2,429","1,769","4,012","4,490","3,949","4,816","20,608","7,088","3,288","6,323","1,325"
2020,7,50,"461,499","90,860","41,864","48,996","46,881","23,948","26,643","69,448","18,216","18,292","17,038","12,114","44,638","4,355","8,893","4,772","2,998","6,260","7,506","5,977","8,625","19,454","8,138","5,875","8,682","1,886"
2020,7,60,"397,640","76,442","35,798","40,644","39,994","21,441","24,931","37,766","17,933","18,145","17,890","13,084","33,818","5,240","11,548","5,394","3,362","7,274","9,431","6,125","9,032","13,219","9,173","6,683","7,970","1,745"
2020,7,70,"241,125","36,431","16,967","19,464","24,383","13,506","16,715","15,918","11,984","12,423","12,762","9,328","19,152","4,064","9,086","4,059","2,712","5,988","6,577","4,119","5,809","7,612","6,949","4,776","5,741","1,031"
2020,7,80,"132,957","15,071","6,591","8,480","12,801","7,978","9,531","7,915","6,727","6,842","8,270","5,354","9,055","2,588","6,036","2,427","1,710","3,706","4,233","2,625","3,443","4,318","4,879","3,184","3,770",494
2020,7,90,"18,083","2,080",852,"1,228","1,680","1,130","1,414","1,119",963,765,"1,236",778,"1,026",319,785,302,238,491,580,303,461,603,635,485,612,78
2020,7,100,960,105,54,51,91,54,63,49,59,42,58,56,69,15,44,21,26,27,19,7,26,40,34,27,17,11
2020,8,총,"2,640,932","503,883","231,180","272,703","253,460","140,511","158,867","416,551","103,652","101,523","97,875","71,258","262,300","23,409","51,940","25,122","16,680","36,591","42,480","31,477","43,319","114,889","55,457","31,701","48,776","9,211"
2020,8,0,"193,259","40,509","17,863","22,646","16,490","10,624","10,861","42,112","6,258","5,811","5,286","4,084","20,881",712,"1,984",994,744,"1,738","1,550","1,449","1,946","9,772","4,643","1,447","2,947",417
2020,8,10,"227,836","47,036","21,346","25,690","21,115","12,126","13,797","45,393","9,005","6,655","7,747","5,690","22,806",993,"2,343","1,243",948,"2,117","2,303","2,097","2,316","11,569","4,366","1,881","3,818",472
2020,8,20,"284,298","56,701","26,404","30,297","26,944","14,724","16,612","56,681","9,727","10,155","8,265","6,105","35,743","1,535","3,176","1,743","1,147","2,495","2,888","2,521","3,534","12,162","4,069","2,045","4,495",831
2020,8,30,"295,559","60,622","27,484","33,138","25,788","15,382","15,659","66,411","8,671","9,426","7,603","5,825","33,393","1,383","3,299","1,727","1,050","2,510","2,887","2,344","3,306","15,450","5,542","2,007","4,358",916
2020,8,40,"385,603","77,512","35,789","41,723","37,012","19,466","22,490","73,284","14,074","12,843","11,686","8,813","41,539","2,206","4,767","2,422","1,744","3,969","4,475","3,924","4,795","20,578","7,086","3,287","6,315","1,316"
2020,8,50,"460,960","90,758","41,764","48,994","46,855","23,955","26,658","69,490","18,161","18,282","16,974","12,057","44,605","4,351","8,864","4,766","2,990","6,243","7,458","5,939","8,572","19,468","8,087","5,865","8,679","1,883"
2020,8,60,"399,790","76,887","35,968","40,919","40,225","21,542","25,044","38,131","18,029","18,224","17,989","13,160","33,954","5,254","11,577","5,415","3,373","7,304","9,497","6,143","9,085","13,293","9,186","6,702","8,019","1,757"
2020,8,70,"241,185","36,570","17,045","19,525","24,426","13,477","16,715","15,939","11,945","12,445","12,732","9,314","19,177","4,064","9,046","4,066","2,712","5,965","6,589","4,111","5,816","7,617","6,928","4,757","5,736","1,038"
2020,8,80,"133,193","15,094","6,612","8,482","12,814","8,011","9,544","7,936","6,749","6,860","8,289","5,362","9,094","2,577","6,053","2,425","1,705","3,723","4,222","2,628","3,446","4,327","4,871","3,196","3,774",493
2020,8,90,"18,280","2,088",850,"1,238","1,698","1,150","1,425","1,122",974,780,"1,246",793,"1,040",319,785,300,241,500,592,312,476,613,646,485,618,77
2020,8,100,969,106,55,51,93,54,62,52,59,42,58,55,68,15,46,21,26,27,19,9,27,40,33,29,17,11
2020,9,총,"2,640,003","503,731","230,967","272,764","253,396","140,468","158,929","416,626","103,503","101,693","97,689","71,250","262,311","23,345","51,895","25,080","16,669","36,592","42,432","31,394","43,231","114,719","55,416","31,637","48,806","9,191"
2020,9,0,"192,403","40,326","17,765","22,561","16,445","10,578","10,807","41,933","6,208","5,809","5,266","4,091","20,751",699,"1,977",982,743,"1,735","1,562","1,437","1,925","9,696","4,630","1,426","2,961",416
2020,9,10,"227,302","46,947","21,324","25,623","21,042","12,120","13,837","45,298","8,962","6,678","7,692","5,668","22,742",993,"2,326","1,238",945,"2,132","2,276","2,076","2,296","11,544","4,351","1,873","3,792",474
2020,9,20,"283,832","56,635","26,326","30,309","26,865","14,711","16,620","56,660","9,671","10,157","8,213","6,092","35,769","1,521","3,149","1,718","1,136","2,476","2,874","2,503","3,511","12,106","4,063","2,036","4,514",832
2020,9,30,"294,235","60,329","27,276","33,053","25,690","15,300","15,616","66,207","8,640","9,434","7,579","5,784","33,211","1,359","3,305","1,722","1,045","2,482","2,887","2,309","3,277","15,319","5,503","1,992","4,345",900
2020,9,40,"385,161","77,412","35,756","41,656","36,964","19,419","22,471","73,389","14,030","12,788","11,642","8,806","41,558","2,193","4,747","2,404","1,746","3,975","4,450","3,910","4,770","20,525","7,063","3,265","6,319","1,315"
2020,9,50,"460,594","90,644","41,705","48,939","46,802","23,963","26,604","69,582","18,158","18,322","16,892","12,050","44,617","4,333","8,821","4,757","2,986","6,229","7,412","5,929","8,556","19,507","8,081","5,837","8,643","1,869"
2020,9,60,"402,118","77,385","36,172","41,213","40,458","21,644","25,200","38,459","18,098","18,308","18,090","13,214","34,143","5,278","11,639","5,441","3,392","7,334","9,527","6,168","9,115","13,404","9,248","6,739","8,071","1,763"
2020,9,70,"241,178","36,647","17,069","19,578","24,427","13,470","16,692","15,977","11,893","12,488","12,673","9,312","19,252","4,046","9,010","4,056","2,698","5,965","6,592","4,096","5,816","7,626","6,913","4,753","5,738","1,038"
2020,9,80,"133,644","15,185","6,661","8,524","12,894","8,036","9,566","7,930","6,786","6,874","8,319","5,373","9,143","2,587","6,074","2,441","1,706","3,716","4,231","2,644","3,459","4,343","4,875","3,192","3,772",498
2020,9,90,"18,552","2,112",858,"1,254","1,717","1,171","1,453","1,137",996,794,"1,262",805,"1,057",320,801,300,246,520,602,313,479,609,655,494,634,75
2020,9,100,984,109,55,54,92,56,63,54,61,41,61,55,68,16,46,21,26,28,19,9,27,40,34,30,17,11
2020,10,총,"2,639,763","503,456","230,800","272,656","253,282","140,413","158,834","416,722","103,386","101,840","97,633","71,318","262,566","23,351","51,879","25,110","16,670","36,473","42,409","31,398","43,205","114,780","55,437","31,625","48,776","9,200"
2020,10,0,"191,307","40,108","17,674","22,434","16,357","10,521","10,736","41,714","6,150","5,776","5,248","4,090","20,629",696,"1,954",982,742,"1,695","1,554","1,426","1,920","9,609","4,625","1,421","2,946",408
2020,10,10,"226,880","46,889","21,319","25,570","20,935","12,135","13,821","45,204","8,945","6,684","7,655","5,624","22,716",987,"2,327","1,233",951,"2,130","2,284","2,071","2,283","11,542","4,343","1,858","3,792",471
2020,10,20,"283,897","56,539","26,227","30,312","26,888","14,687","16,651","56,661","9,646","10,157","8,222","6,130","35,844","1,524","3,155","1,722","1,127","2,466","2,868","2,512","3,477","12,144","4,076","2,030","4,518",853
2020,10,30,"293,035","60,119","27,187","32,932","25,542","15,256","15,521","65,998","8,595","9,464","7,536","5,763","33,155","1,347","3,291","1,716","1,037","2,448","2,843","2,297","3,259","15,174","5,471","2,000","4,314",889
2020,10,40,"384,467","77,218","35,690","41,528","36,835","19,374","22,412","73,395","13,982","12,727","11,592","8,809","41,549","2,179","4,735","2,400","1,734","3,931","4,462","3,904","4,762","20,533","7,069","3,252","6,306","1,307"
2020,10,50,"460,369","90,502","41,622","48,880","46,779","23,943","26,560","69,766","18,077","18,311","16,839","12,036","44,664","4,340","8,786","4,733","2,994","6,232","7,364","5,911","8,542","19,579","8,089","5,817","8,627","1,878"
2020,10,60,"404,700","77,846","36,351","41,495","40,711","21,742","25,347","38,845","18,225","18,444","18,190","13,283","34,414","5,314","11,710","5,486","3,406","7,337","9,563","6,204","9,149","13,547","9,289","6,780","8,099","1,769"
2020,10,70,"241,358","36,753","17,101","19,652","24,477","13,452","16,675","15,981","11,900","12,532","12,673","9,312","19,286","4,030","8,998","4,064","2,701","5,953","6,592","4,103","5,838","7,637","6,898","4,745","5,718","1,040"
2020,10,80,"134,094","15,257","6,711","8,546","12,934","8,062","9,600","7,959","6,809","6,908","8,344","5,404","9,167","2,594","6,075","2,450","1,703","3,734","4,254","2,651","3,457","4,359","4,884","3,193","3,799",497
2020,10,90,"18,666","2,114",863,"1,251","1,734","1,184","1,447","1,147",996,795,"1,273",811,"1,075",324,800,302,249,518,606,309,491,616,659,500,640,76
2020,10,100,990,111,55,56,90,57,64,52,61,42,61,56,67,16,48,22,26,29,19,10,27,40,34,29,17,12
2020,11,총,"2,639,245","503,139","230,573","272,566","253,468","140,547","158,803","416,279","103,272","101,904","97,483","71,213","262,988","23,299","51,827","25,077","16,677","36,399","42,332","31,378","43,225","114,951","55,558","31,555","48,743","9,128"
2020,11,0,"190,349","39,852","17,545","22,307","16,295","10,471","10,695","41,515","6,129","5,739","5,225","4,069","20,546",686,"1,936",976,734,"1,679","1,538","1,424","1,919","9,565","4,625","1,398","2,934",399
2020,11,10,"226,482","46,857","21,297","25,560","20,868","12,220","13,779","45,069","8,911","6,685","7,656","5,592","22,665",978,"2,317","1,217",943,"2,127","2,279","2,058","2,272","11,541","4,340","1,859","3,781",468
2020,11,20,"283,924","56,470","26,175","30,295","26,953","14,676","16,704","56,581","9,656","10,125","8,206","6,135","35,989","1,515","3,146","1,713","1,132","2,446","2,847","2,522","3,483","12,149","4,112","2,030","4,498",836
2020,11,30,"291,865","59,787","27,070","32,717","25,530","15,194","15,469","65,766","8,528","9,450","7,485","5,722","33,148","1,331","3,268","1,713","1,039","2,424","2,811","2,270","3,264","15,061","5,478","1,962","4,297",868
2020,11,40,"384,030","77,179","35,642","41,537","36,763","19,408","22,359","73,244","13,970","12,695","11,568","8,774","41,536","2,173","4,716","2,399","1,722","3,911","4,445","3,883","4,742","20,635","7,083","3,248","6,280","1,297"
2020,11,50,"460,086","90,353","41,508","48,845","46,846","23,926","26,525","69,826","17,994","18,300","16,759","12,006","44,759","4,325","8,762","4,709","3,001","6,194","7,326","5,901","8,525","19,644","8,092","5,803","8,637","1,873"
2020,11,60,"406,917","78,246","36,515","41,731","40,906","21,877","25,514","39,110","18,302","18,593","18,245","13,318","34,639","5,320","11,753","5,502","3,433","7,377","9,616","6,236","9,194","13,671","9,355","6,790","8,161","1,759"
2020,11,70,"241,510","36,865","17,166","19,699","24,522","13,453","16,642","15,989","11,893","12,548","12,673","9,289","19,366","4,031","8,994","4,062","2,692","5,950","6,583","4,107","5,832","7,649","6,885","4,738","5,703","1,044"
2020,11,80,"134,356","15,288","6,723","8,565","12,946","8,084","9,605","7,973","6,827","6,926","8,328","5,440","9,190","2,600","6,087","2,462","1,703","3,744","4,257","2,660","3,475","4,383","4,894","3,191","3,799",494
2020,11,90,"18,731","2,131",875,"1,256","1,748","1,182","1,449","1,152","1,002",801,"1,277",810,"1,084",324,800,302,251,518,610,306,491,612,660,507,636,78
2020,11,100,995,111,57,54,91,56,62,54,60,42,61,58,66,16,48,22,27,29,20,11,28,41,34,29,17,12
2020,12,총,"2,639,422","502,916","230,422","272,494","253,502","140,548","158,907","416,328","103,119","102,015","97,228","71,406","263,728","23,256","51,724","25,044","16,692","36,313","42,263","31,361","43,414","114,758","55,613","31,494","48,716","9,077"
2020,12,0,"189,561","39,673","17,468","22,205","16,196","10,437","10,643","41,366","6,100","5,699","5,200","4,072","20,476",681,"1,911",979,726,"1,675","1,526","1,418","1,910","9,524","4,639","1,385","2,933",392
2020,12,10,"225,924","46,753","21,242","25,511","20,836","12,245","13,736","44,917","8,883","6,692","7,541","5,580","22,700",961,"2,296","1,207",938,"2,117","2,254","2,041","2,257","11,541","4,346","1,867","3,753",463
2020,12,20,"284,163","56,450","26,193","30,257","26,921","14,620","16,790","56,651","9,629","10,151","8,163","6,207","36,229","1,522","3,154","1,694","1,145","2,425","2,865","2,541","3,534","12,032","4,114","2,008","4,485",833
2020,12,30,"291,117","59,577","26,979","32,598","25,460","15,142","15,481","65,718","8,488","9,440","7,445","5,726","33,192","1,309","3,243","1,693","1,032","2,406","2,777","2,265","3,290","14,876","5,471","1,944","4,290",852
2020,12,40,"383,508","77,130","35,625","41,505","36,687","19,401","22,332","73,143","13,901","12,658","11,490","8,787","41,568","2,159","4,700","2,399","1,729","3,873","4,439","3,822","4,759","20,660","7,087","3,231","6,263","1,290"
2020,12,50,"459,662","90,149","41,381","48,768","46,852","23,907","26,500","69,803","17,941","18,310","16,728","12,037","44,853","4,312","8,714","4,708","2,987","6,165","7,302","5,899","8,521","19,625","8,090","5,769","8,642","1,848"
2020,12,60,"409,250","78,580","36,601","41,979","41,169","22,012","25,641","39,469","18,377","18,724","18,318","13,378","34,901","5,336","11,789","5,527","3,456","7,410","9,613","6,267","9,308","13,758","9,422","6,826","8,203","1,766"
2020,12,70,"241,411","36,999","17,237","19,762","24,523","13,435","16,626","16,035","11,868","12,538","12,639","9,268","19,395","4,018","8,938","4,042","2,684","5,909","6,588","4,109","5,836","7,677","6,827","4,733","5,679","1,045"
2020,12,80,"135,047","15,351","6,752","8,599","13,012","8,114","9,644","8,019","6,856","6,966","8,366","5,480","9,254","2,612","6,135","2,466","1,715","3,780","4,280","2,674","3,482","4,406","4,927","3,198","3,812",498
2020,12,90,"18,786","2,142",887,"1,255","1,754","1,182","1,452","1,155","1,016",794,"1,276",814,"1,095",331,796,308,252,523,598,314,489,618,656,503,640,78
2020,12,100,993,112,57,55,92,53,62,52,60,43,62,57,65,15,48,21,28,30,21,11,28,41,34,30,16,12
2021,1,총,"2,637,639","502,736","230,381","272,355","253,475","140,511","158,675","415,949","103,043","101,799","97,159","70,919","264,150","23,216","51,601","25,030","16,638","36,245","42,245","31,310","43,335","114,777","55,709","31,407","48,675","9,035"
2021,1,0,"188,090","39,353","17,323","22,030","16,097","10,379","10,551","41,017","6,047","5,645","5,201","4,013","20,310",675,"1,894",973,728,"1,644","1,506","1,404","1,906","9,489","4,602","1,362","2,906",388
2021,1,10,"225,638","46,703","21,198","25,505","20,859","12,204","13,695","44,863","8,855","6,683","7,499","5,493","22,726",955,"2,292","1,212",924,"2,112","2,286","2,029","2,251","11,545","4,395","1,863","3,740",454
2021,1,20,"283,151","56,420","26,302","30,118","26,785","14,608","16,710","56,508","9,622","10,038","8,075","6,127","36,199","1,502","3,103","1,677","1,158","2,401","2,829","2,509","3,485","11,993","4,116","1,984","4,476",826
2021,1,30,"289,674","59,250","26,745","32,505","25,322","15,107","15,400","65,378","8,444","9,387","7,430","5,634","33,146","1,304","3,208","1,686","1,021","2,399","2,750","2,240","3,279","14,778","5,462","1,911","4,293",845
2021,1,40,"382,585","77,034","35,611","41,423","36,596","19,331","22,224","73,053","13,876","12,607","11,477","8,663","41,517","2,138","4,683","2,370","1,708","3,850","4,445","3,801","4,733","20,646","7,109","3,206","6,231","1,287"
2021,1,50,"458,984","89,959","41,325","48,634","46,852","23,878","26,412","69,826","17,887","18,213","16,668","11,940","45,038","4,280","8,657","4,715","2,961","6,145","7,258","5,918","8,459","19,673","8,067","5,746","8,602","1,830"
2021,1,60,"411,909","79,086","36,780","42,306","41,412","22,177","25,827","39,919","18,457","18,798","18,417","13,409","35,198","5,373","11,848","5,542","3,461","7,431","9,651","6,290","9,367","13,879","9,489","6,856","8,255","1,767"
