년도,월,나이,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동,경기도 광명시 일직동
2021,8,100,29,0,0,1,1,0,2,1,1,1,2,1,5,2,5,1,2,3,1,
2021,9,총,"149,497",76,"1,581","5,050","6,944","7,182","5,350","10,776","5,543","2,797","17,715","6,564","13,082","7,342","10,622","6,369","16,293","25,288",923,
2021,9,0,"10,930",0,46,169,326,390,400,812,428,100,"1,519",469,"1,051",475,645,437,"1,400","2,235",28,
2021,9,10,"14,434",1,90,289,454,588,533,908,649,192,"2,087",560,"1,545",491,872,664,"2,072","2,409",30,
2021,9,20,"17,833",3,169,596,852,802,601,"1,265",698,413,"2,093",765,"1,499",877,"1,206",809,"1,795","3,306",84,
2021,9,30,"19,889",7,151,513,812,836,601,"1,553",730,318,"2,125","1,132","1,480","1,182","1,390",949,"2,022","4,006",82,
2021,9,40,"25,451",11,206,655,942,"1,110",899,"1,630","1,058",376,"3,407","1,122","2,495","1,175","1,692","1,205","3,155","4,238",75,
2021,9,50,"24,616",18,278,972,"1,201","1,247",889,"1,802",924,560,"2,906","1,052","2,184","1,155","1,708","1,057","2,488","4,007",168,
2021,9,60,"20,611",25,343,"1,021","1,327","1,219",819,"1,659",620,445,"2,178",863,"1,665","1,033","1,461",709,"1,984","3,011",229,
2021,9,70,"9,680",8,198,552,694,627,398,737,277,237,844,405,692,496,917,325,846,"1,314",113,
2021,9,80,"5,143",1,92,245,291,316,187,343,137,129,468,169,392,387,625,183,440,647,91,
2021,9,90,880,2,8,36,44,47,21,66,21,27,86,26,74,69,101,30,88,112,22,
2021,9,100,30,0,0,2,1,0,2,1,1,0,2,1,5,2,5,1,3,3,1,
2021,10,총,"149,287",68,"1,580","5,051","6,907","7,144","5,317","10,794","5,535","2,757","17,735","6,551","13,045","7,357","10,594","6,378","16,267","25,289",918,
2021,10,0,"10,852",0,45,166,326,389,391,811,420,101,"1,520",471,"1,034",475,630,439,"1,383","2,223",28,
2021,10,10,"14,399",1,94,289,447,576,534,893,650,189,"2,095",548,"1,545",494,866,663,"2,079","2,406",30,
2021,10,20,"17,774",3,163,593,847,803,589,"1,275",687,405,"2,089",763,"1,483",875,"1,206",815,"1,792","3,302",84,
2021,10,30,"19,811",7,152,509,805,827,592,"1,568",739,304,"2,108","1,141","1,477","1,189","1,380",949,"2,002","3,979",83,
2021,10,40,"25,403",11,207,661,940,"1,103",899,"1,624","1,049",369,"3,413","1,115","2,489","1,169","1,685","1,206","3,148","4,241",74,
2021,10,50,"24,655",14,277,959,"1,191","1,244",890,"1,801",931,556,"2,919","1,055","2,192","1,165","1,706","1,056","2,496","4,035",168,
2021,10,60,"20,630",23,345,"1,030","1,323","1,214",813,"1,671",624,444,"2,183",858,"1,659","1,035","1,471",708,"1,986","3,015",228,
2021,10,70,"9,684",7,197,553,692,628,397,739,275,234,851,405,693,493,915,329,850,"1,318",108,
2021,10,80,"5,164",1,92,252,291,313,188,343,140,128,470,169,396,389,627,182,436,656,91,
2021,10,90,885,1,8,37,44,47,22,68,19,27,87,25,72,71,101,30,92,111,23,
2021,10,100,30,0,0,2,1,0,2,1,1,0,0,1,5,2,7,1,3,3,1,
2021,11,총,"148,936",67,"1,577","5,058","6,862","7,040","5,322","10,826","5,514","2,710","17,748","6,522","13,001","7,334","10,572","6,369","16,260","14,386",914,"10,854"
2021,11,0,"10,765",0,42,163,319,384,392,812,412,100,"1,505",469,"1,025",468,620,439,"1,375",906,28,"1,306"
2021,11,10,"14,367",1,97,293,447,563,536,893,646,183,"2,117",547,"1,531",493,862,659,"2,072","1,425",29,973
2021,11,20,"17,719",2,162,582,836,778,587,"1,292",682,400,"2,087",764,"1,478",865,"1,203",819,"1,800","1,682",84,"1,616"
2021,11,30,"19,702",7,153,518,802,816,596,"1,555",735,297,"2,113","1,135","1,467","1,187","1,376",939,"1,987","1,598",81,"2,340"
2021,11,40,"25,338",11,208,667,928,"1,084",898,"1,626","1,050",361,"3,406","1,099","2,479","1,163","1,683","1,204","3,140","2,224",76,"2,031"
2021,11,50,"24,644",14,277,959,"1,193","1,225",891,"1,805",938,542,"2,931","1,057","2,187","1,165","1,703","1,057","2,510","2,511",164,"1,515"
2021,11,60,"20,653",23,346,"1,031","1,309","1,208",816,"1,687",623,446,"2,182",852,"1,666","1,038","1,479",706,"1,991","2,255",227,768
2021,11,70,"9,668",7,194,553,691,627,397,743,272,226,849,402,698,491,913,332,853,"1,142",108,170
2021,11,80,"5,162",1,91,253,291,308,186,344,137,130,469,170,396,389,625,182,437,552,93,108
2021,11,90,890,1,7,37,45,47,22,68,19,24,89,26,69,73,101,31,93,88,23,27
2021,11,100,28,0,0,2,1,0,1,1,0,1,0,1,5,2,7,1,2,3,1,0
2021,12,총,"148,509",67,"1,570","5,076","6,817","6,838","5,303","10,803","5,507","2,718","17,747","6,531","12,998","7,316","10,535","6,354","16,246","14,316",912,"10,855"
2021,12,0,"10,696",0,42,167,311,374,377,819,407,98,"1,504",471,"1,021",457,621,440,"1,365",897,27,"1,298"
2021,12,10,"14,310",1,95,292,445,556,528,885,644,182,"2,115",546,"1,531",495,855,654,"2,066","1,409",30,981
2021,12,20,"17,634",2,161,580,819,758,596,"1,266",691,406,"2,092",765,"1,467",851,"1,190",813,"1,807","1,665",83,"1,622"
2021,12,30,"19,631",7,149,522,804,795,586,"1,565",724,301,"2,096","1,136","1,470","1,189","1,368",946,"1,966","1,587",81,"2,339"
2021,12,40,"25,265",11,208,668,923,"1,057",890,"1,622","1,051",358,"3,404","1,099","2,476","1,162","1,677","1,199","3,138","2,216",77,"2,029"
2021,12,50,"24,586",14,281,960,"1,187","1,175",893,"1,800",936,544,"2,944","1,054","2,186","1,167","1,703","1,055","2,522","2,491",165,"1,509"
2021,12,60,"20,680",23,343,"1,038","1,301","1,175",818,"1,689",624,448,"2,184",861,"1,672","1,047","1,482",709,"1,997","2,269",228,772
2021,12,70,"9,639",7,192,553,691,606,406,749,272,224,849,398,704,489,909,327,851,"1,136",105,171
2021,12,80,"5,160",1,91,258,293,297,188,341,138,133,465,174,392,384,623,182,441,559,92,108
2021,12,90,884,1,8,37,42,45,21,66,20,23,94,26,74,73,100,29,91,85,23,26
2021,12,100,24,0,0,1,1,0,0,1,0,1,0,1,5,2,7,0,2,2,1,0
