년도,월,나이,성남시,수정구,신흥1동,신흥2동,신흥3동,태평1동,태평2동,태평3동,태평4동,수진1동,수진2동,단대동,산성동,양지동,복정동,위례동,신촌동,고등동,시흥동,중원구,성남동,중앙동,금광1동,금광2동,은행1동,은행2동,상대원1동,상대원2동,상대원3동,하대원동,도촌동,분당구,분당동,수내1동,수내2동,수내3동,정자동,정자1동,정자2동,정자3동,서현1동,서현2동,이매1동,이매2동,야탑1동,야탑2동,야탑3동,판교동,삼평동,백현동,금곡동,구미1동,구미동,운중동
2021,1,80,"15,764","4,057",299,235,196,331,328,276,274,302,273,290,181,182,76,580,52,125,57,"3,687",596,250,116,418,188,484,415,287,246,318,369,"8,020",423,400,155,148,219,478,493,304,522,275,385,245,273,357,534,216,265,332,687,285,779,245
2021,1,90,"3,127",731,45,44,36,45,61,49,43,49,51,59,28,35,28,111,12,24,11,703,111,48,24,78,26,77,72,55,48,76,88,"1,693",94,62,34,27,52,65,91,74,113,56,97,59,67,73,113,47,58,58,149,69,180,55
2021,1,100,370,154,17,14,7,13,11,11,14,14,13,11,15,2,3,4,0,2,3,136,22,24,26,13,4,15,9,10,8,4,1,80,5,3,1,3,3,4,3,0,3,2,2,5,5,4,10,4,2,2,5,2,11,1
2021,2,총,"473,991","119,212","6,408","10,345","5,433","7,611","7,839","6,588","6,665","6,062","8,045","8,022","4,593","5,059","4,984","23,394","2,265","4,406","1,493","106,718","16,417","6,606","3,413","12,673","5,442","12,295","12,506","6,603","5,978","10,472","14,313","248,061","13,416","9,444","5,458","7,089","9,893","16,426","8,385","8,009","16,738","9,490","13,270","6,987","8,878","8,789","14,762","12,174","12,731","14,282","15,245","9,185","16,340","11,070"
2021,2,0,"33,172","7,692",244,905,224,240,385,295,333,192,414,510,205,281,355,"2,448",253,329,79,"6,389",795,407,207,648,302,600,793,252,278,730,"1,377","19,091",967,619,611,518,699,"1,010",410,625,"1,187",684,"1,077",486,640,645,"1,048","1,451","1,274","1,382",944,633,"1,123","1,058"
2021,2,10,"42,524","8,499",344,822,298,377,507,460,590,301,518,604,354,448,217,"2,128",201,263,67,"7,928",947,409,225,976,527,927,885,475,394,804,"1,359","26,097","1,395","1,049",978,"1,144",974,"1,694",639,845,"2,143","1,091","1,561",850,608,878,"1,038","1,660","1,528","1,483","1,188",858,"1,301","1,192"
2021,2,20,"64,124","16,622",909,"1,306",831,"1,361","1,190",839,928,802,"1,124","1,008",537,696,"1,048","2,814",276,734,219,"15,036","2,914",709,468,"1,963",931,"1,699","1,601",809,825,"1,448","1,669","32,466","1,766","1,277",443,912,"1,458","2,570","1,011",966,"2,323","1,295","1,623",864,"1,328","1,085","2,004","1,189","1,520","1,922","2,059","1,412","2,242","1,197"
2021,2,30,"67,043","16,668",737,"1,667",669,957,969,779,727,603,950,"1,078",526,532,"1,055","3,882",413,905,219,"14,374","2,489",914,492,"1,678",680,"1,371","1,785",713,650,"1,377","2,225","36,001","1,784","1,306",510,767,"1,670","2,685","1,476","1,218","2,189","1,182","1,863",737,"1,411","1,126","2,498","1,722","1,958","2,034","2,432","1,399","2,317","1,717"
2021,2,40,"79,255","17,656",847,"1,559",773,925,"1,093",945,"1,058",780,"1,099","1,201",695,804,801,"3,973",361,544,198,"15,562","2,156",949,477,"1,833",810,"1,837","1,790",882,806,"1,493","2,529","46,037","2,505","2,067","1,429","1,702","1,679","3,339","1,444","1,505","3,438","1,798","2,489","1,321","1,381","1,509","2,148","2,783","2,382","2,461","2,341","1,550","2,665","2,101"
2021,2,50,"77,999","20,179","1,131","1,843",975,"1,307","1,370","1,225","1,143","1,172","1,443","1,415",805,861,610,"3,679",307,660,233,"18,848","2,702","1,132",598,"2,155",894,"2,235","2,283","1,317","1,228","2,053","2,251","38,972","2,214","1,385",651,"1,022","1,515","2,391","1,264","1,229","2,530","1,692","2,080","1,216","1,421","1,329","2,426","1,625","1,986","2,518","2,429","1,525","2,747","1,777"
2021,2,60,"58,777","17,487","1,186","1,399",889,"1,240","1,216","1,071",954,"1,145","1,370","1,173",747,750,556,"2,699",278,548,266,"15,673","2,340","1,114",526,"1,915",684,"1,828","1,913","1,184",980,"1,504","1,685","25,617","1,505",725,388,573,"1,091","1,294",914,764,"1,434",967,"1,348",799,"1,147","1,146","1,984","1,009","1,233","1,461","1,865",929,"1,784","1,257"
2021,2,70,"31,762","9,432",642,551,534,811,703,631,600,700,788,670,508,467,234,"1,067",111,274,141,"8,333","1,336",646,253,988,392,"1,215",957,615,514,659,758,"13,997",759,549,260,269,534,897,643,476,862,440,743,413,599,639,953,468,525,629,"1,152",523,"1,191",473
2021,2,80,"15,801","4,080",304,234,196,336,334,283,274,301,276,292,171,182,77,586,53,123,58,"3,726",603,254,119,426,191,490,417,287,248,324,367,"7,995",425,401,153,152,219,476,489,304,514,282,385,236,272,352,537,216,264,332,685,285,774,242
2021,2,90,"3,165",743,47,45,37,44,61,49,44,52,50,60,30,36,28,114,12,24,10,711,112,48,22,78,27,77,73,59,47,76,92,"1,711",92,63,34,27,51,67,92,77,115,58,98,60,66,76,116,47,59,58,145,69,186,55
2021,2,100,369,154,17,14,7,13,11,11,14,14,13,11,15,2,3,4,0,2,3,138,23,24,26,13,4,16,9,10,8,4,1,77,4,3,1,3,3,3,3,0,3,1,3,5,5,4,10,4,2,2,5,2,10,1
2021,3,총,"471,535","118,019","6,293","10,305","5,372","7,571","7,749","6,538","6,614","6,053","7,975","7,970","4,082","5,017","4,974","23,434","2,203","4,398","1,471","106,262","16,309","6,441","3,367","12,982","5,388","12,176","12,421","6,499","5,926","10,464","14,289","247,254","13,376","9,419","5,442","7,075","9,840","16,372","8,318","7,990","16,693","9,433","13,272","6,956","8,874","8,728","14,736","12,106","12,710","14,258","15,175","9,138","16,300","11,043"
2021,3,0,"33,026","7,621",236,903,220,246,385,294,335,183,408,514,188,273,347,"2,436",241,332,80,"6,385",789,399,195,700,302,598,789,252,275,726,"1,360","19,020",964,611,605,509,697,994,407,634,"1,192",676,"1,081",482,640,646,"1,047","1,445","1,271","1,380",946,631,"1,116","1,046"
2021,3,10,"42,294","8,436",339,810,291,375,496,469,583,297,517,611,331,446,230,"2,118",202,258,63,"7,930",947,402,217,"1,024",518,917,871,472,391,797,"1,374","25,928","1,394","1,050",973,"1,144",956,"1,687",626,840,"2,127","1,080","1,558",849,610,854,"1,030","1,647","1,522","1,475","1,173",851,"1,297","1,185"
2021,3,20,"63,949","16,591",906,"1,322",836,"1,368","1,191",841,937,808,"1,136","1,008",457,682,"1,061","2,826",267,726,219,"14,981","2,911",704,461,"1,991",916,"1,701","1,582",793,822,"1,452","1,648","32,377","1,776","1,274",450,899,"1,450","2,569","1,014",962,"2,316","1,279","1,625",865,"1,316","1,085","1,993","1,188","1,518","1,918","2,051","1,400","2,224","1,205"
2021,3,30,"66,687","16,511",735,"1,639",654,947,967,777,723,607,947,"1,066",458,524,"1,046","3,888",402,917,214,"14,420","2,474",896,492,"1,783",683,"1,378","1,770",709,647,"1,372","2,216","35,756","1,778","1,293",508,773,"1,646","2,666","1,456","1,199","2,176","1,180","1,864",720,"1,413","1,107","2,486","1,716","1,942","2,012","2,414","1,391","2,305","1,711"
2021,3,40,"78,697","17,455",838,"1,567",751,926,"1,069",931,"1,044",775,"1,087","1,188",622,799,788,"3,972",360,543,195,"15,447","2,137",929,467,"1,870",805,"1,796","1,773",858,800,"1,490","2,522","45,795","2,472","2,066","1,416","1,695","1,687","3,325","1,430","1,499","3,400","1,785","2,465","1,313","1,369","1,497","2,141","2,762","2,392","2,466","2,328","1,538","2,656","2,093"
2021,3,50,"77,512","19,936","1,107","1,828",985,"1,289","1,362","1,215","1,138","1,156","1,420","1,395",713,863,617,"3,662",296,660,230,"18,702","2,678","1,113",590,"2,179",884,"2,223","2,258","1,298","1,211","2,030","2,238","38,874","2,204","1,385",655,"1,021","1,493","2,394","1,248","1,238","2,529","1,676","2,102","1,214","1,420","1,330","2,421","1,619","1,976","2,516","2,426","1,511","2,722","1,774"
2021,3,60,"58,887","17,386","1,166","1,416",884,"1,240","1,195","1,063",948,"1,158","1,365","1,163",681,751,549,"2,738",262,542,265,"15,714","2,338","1,082",528,"1,941",683,"1,808","1,929","1,178",984,"1,538","1,705","25,787","1,512",716,390,582,"1,096","1,304",922,764,"1,446",978,"1,350",808,"1,155","1,145","2,004","1,009","1,246","1,471","1,866",945,"1,818","1,260"
2021,3,70,"31,496","9,292",624,549,525,793,697,626,591,697,773,675,448,462,229,"1,081",108,275,139,"8,251","1,327",626,253,993,384,"1,198",954,597,505,657,757,"13,953",753,551,260,269,539,880,635,474,865,441,748,416,604,636,951,462,521,634,"1,144",514,"1,187",469
2021,3,80,"15,754","4,041",298,229,194,343,328,273,273,306,273,291,156,183,76,590,52,123,53,"3,726",595,250,117,431,189,484,425,290,243,325,377,"7,987",429,405,151,155,220,483,481,304,523,276,376,229,275,348,537,211,261,326,683,288,782,244
2021,3,90,"3,076",699,42,39,31,41,54,48,41,51,45,56,25,34,29,119,13,21,10,658,107,39,19,67,24,71,69,48,47,76,91,"1,719",92,65,34,27,53,68,96,76,117,61,100,60,67,77,115,45,59,58,142,67,185,55
2021,3,100,157,51,2,3,1,3,5,1,1,15,4,3,3,0,2,4,0,1,3,48,6,1,28,3,0,2,1,4,1,1,1,58,2,3,0,1,3,2,3,0,2,1,3,0,5,3,11,2,2,2,2,2,8,1
2021,4,총,"470,781","117,711","6,317","10,346","5,395","7,571","7,737","6,566","6,625","6,024","7,972","7,980","3,706","5,022","4,977","23,387","2,207","4,421","1,458","106,214","16,320","6,439","3,354","13,090","5,377","12,184","12,389","6,456","5,900","10,439","14,266","246,856","13,319","9,395","5,426","7,064","9,826","16,348","8,318","7,977","16,657","9,425","13,224","6,918","8,849","8,732","14,705","12,090","12,727","14,271","15,143","9,120","16,279","11,043"
2021,4,0,"32,869","7,584",236,911,221,243,380,293,337,184,403,506,176,275,341,"2,421",239,340,78,"6,373",784,409,202,699,295,594,775,250,273,722,"1,370","18,912",947,599,598,503,695,998,407,639,"1,189",674,"1,070",479,634,643,"1,037","1,436","1,264","1,366",945,622,"1,120","1,047"
2021,4,10,"42,154","8,393",338,813,292,365,501,468,577,295,507,608,298,446,236,"2,130",197,259,63,"7,904",949,397,209,"1,026",518,914,869,465,392,793,"1,372","25,857","1,395","1,047",971,"1,147",955,"1,689",627,830,"2,110","1,083","1,556",847,607,858,"1,017","1,636","1,524","1,481","1,164",850,"1,282","1,181"
2021,4,20,"63,677","16,514",922,"1,320",835,"1,371","1,186",839,943,808,"1,141","1,016",401,676,"1,050","2,799",268,726,213,"14,926","2,903",702,458,"1,999",920,"1,719","1,567",786,812,"1,435","1,625","32,237","1,767","1,266",442,896,"1,454","2,553","1,008",968,"2,300","1,272","1,606",856,"1,316","1,080","1,980","1,182","1,513","1,922","2,044","1,401","2,210","1,201"
2021,4,30,"66,488","16,478",738,"1,653",653,954,963,779,722,609,946,"1,067",419,526,"1,046","3,868",402,920,213,"14,428","2,486",889,492,"1,804",685,"1,374","1,777",694,646,"1,376","2,205","35,582","1,770","1,294",500,762,"1,629","2,649","1,454","1,186","2,176","1,180","1,839",713,"1,404","1,098","2,479","1,717","1,941","1,998","2,394","1,385","2,300","1,714"
2021,4,40,"78,571","17,402",832,"1,566",751,920,"1,075",927,"1,042",774,"1,082","1,176",577,805,789,"3,987",354,550,195,"15,450","2,134",933,463,"1,885",799,"1,795","1,765",851,807,"1,484","2,534","45,719","2,460","2,049","1,416","1,701","1,681","3,312","1,430","1,499","3,406","1,773","2,464","1,304","1,358","1,505","2,130","2,762","2,393","2,473","2,323","1,530","2,653","2,097"
2021,4,50,"77,332","19,859","1,114","1,825",993,"1,285","1,346","1,217","1,144","1,154","1,428","1,402",634,854,628,"3,641",305,659,230,"18,617","2,663","1,105",585,"2,200",878,"2,206","2,243","1,296","1,193","2,022","2,226","38,856","2,185","1,399",657,"1,027","1,490","2,391","1,235","1,227","2,519","1,679","2,096","1,212","1,416","1,332","2,415","1,630","1,991","2,529","2,410","1,515","2,725","1,776"
2021,4,60,"59,244","17,465","1,165","1,433",893,"1,259","1,201","1,089",950,"1,166","1,370","1,174",634,759,542,"2,758",264,545,263,"15,807","2,354","1,083",531,"1,970",682,"1,829","1,936","1,176",981,"1,546","1,719","25,972","1,527",720,394,580,"1,098","1,314",938,774,"1,455",990,"1,357",807,"1,162","1,156","2,014","1,015","1,255","1,478","1,898",949,"1,834","1,257"
2021,4,70,"31,402","9,230",629,557,525,786,691,628,593,688,771,676,399,465,233,"1,068",111,274,136,"8,254","1,335",632,254,993,387,"1,188",957,594,502,664,748,"13,918",747,542,260,268,542,881,644,470,869,431,749,411,602,631,955,455,521,638,"1,138",511,"1,182",471
2021,4,80,"15,788","4,049",300,227,199,341,331,278,275,290,278,296,143,183,78,595,55,126,54,"3,736",596,248,113,440,187,488,429,292,246,322,375,"8,003",423,410,154,154,227,486,475,305,515,279,381,230,278,351,550,211,263,325,678,287,776,245
2021,4,90,"3,105",695,41,38,32,44,58,47,41,49,42,56,23,33,32,116,12,21,10,669,110,40,19,70,26,74,70,48,47,74,91,"1,741",95,66,34,25,52,71,97,79,116,63,103,59,68,75,117,44,60,60,147,68,190,52
2021,4,100,151,42,2,3,1,3,5,1,1,7,4,3,2,0,2,4,0,1,3,50,6,1,28,4,0,3,1,4,1,1,1,59,3,3,0,1,3,4,3,0,2,1,3,0,4,3,11,2,2,1,2,2,7,2
2021,5,총,"470,122","117,437","6,317","10,371","5,395","7,574","7,739","6,551","6,674","6,025","7,969","7,971","3,350","5,031","4,987","23,374","2,219","4,431","1,459","106,148","16,274","6,414","3,353","13,180","5,358","12,183","12,356","6,438","5,894","10,433","14,265","246,537","13,292","9,400","5,439","7,037","9,822","16,301","8,293","7,968","16,635","9,398","13,194","6,904","8,839","8,724","14,701","12,062","12,716","14,241","15,154","9,097","16,252","11,068"
2021,5,0,"32,707","7,559",236,909,225,236,375,291,332,184,399,506,166,276,349,"2,410",241,342,82,"6,352",776,403,204,710,291,592,771,250,278,716,"1,361","18,796",932,591,590,488,701,987,398,652,"1,172",676,"1,065",479,635,641,"1,046","1,423","1,256","1,353",940,617,"1,122","1,032"
2021,5,10,"42,045","8,371",343,812,290,368,496,463,578,293,510,602,277,445,230,"2,143",197,261,63,"7,876",948,400,214,"1,023",508,898,865,462,389,789,"1,380","25,798","1,398","1,049",977,"1,151",949,"1,687",616,821,"2,109","1,066","1,542",839,604,855,"1,011","1,634","1,518","1,475","1,172",843,"1,282","1,200"
2021,5,20,"63,467","16,442",916,"1,312",837,"1,369","1,198",836,955,814,"1,137","1,014",372,670,"1,046","2,767",266,720,213,"14,872","2,871",697,453,"2,000",918,"1,725","1,567",782,815,"1,426","1,618","32,153","1,757","1,275",441,898,"1,454","2,533","1,012",955,"2,306","1,278","1,599",858,"1,308","1,071","1,981","1,171","1,511","1,910","2,048","1,388","2,195","1,204"
2021,5,30,"66,339","16,469",746,"1,664",659,961,952,775,742,606,933,"1,055",392,526,"1,051","3,860",413,926,208,"14,408","2,477",885,489,"1,824",681,"1,372","1,773",692,643,"1,378","2,194","35,462","1,764","1,283",495,744,"1,627","2,626","1,452","1,191","2,171","1,174","1,848",707,"1,398","1,109","2,466","1,705","1,938","1,988","2,391","1,392","2,286","1,707"
2021,5,40,"78,222","17,332",824,"1,564",753,920,"1,062",930,"1,046",764,"1,087","1,177",513,799,784,"4,012",353,546,198,"15,376","2,121",932,446,"1,901",791,"1,785","1,748",842,800,"1,474","2,536","45,514","2,442","2,038","1,416","1,692","1,669","3,317","1,423","1,499","3,379","1,755","2,447","1,291","1,351","1,496","2,118","2,764","2,387","2,478","2,304","1,513","2,635","2,100"
2021,5,50,"77,371","19,768","1,116","1,819",989,"1,276","1,361","1,195","1,140","1,155","1,428","1,395",573,860,634,"3,634",304,660,229,"18,599","2,662","1,092",591,"2,202",880,"2,206","2,242","1,288","1,185","2,020","2,231","39,004","2,192","1,423",674,"1,030","1,495","2,396","1,228","1,225","2,546","1,681","2,106","1,220","1,417","1,335","2,405","1,640","2,009","2,523","2,425","1,523","2,726","1,785"
2021,5,60,"59,504","17,506","1,172","1,453",884,"1,265","1,197","1,109",966,"1,176","1,382","1,192",550,765,547,"2,772",265,552,259,"15,914","2,357","1,089",542,"2,001",688,"1,836","1,937","1,183",988,"1,568","1,725","26,084","1,532",714,395,591,"1,095","1,317",945,772,"1,445",998,"1,362",807,"1,165","1,162","2,040","1,018","1,254","1,493","1,901",953,"1,853","1,272"
2021,5,70,"31,385","9,216",622,563,530,796,699,624,595,688,771,672,357,471,234,"1,069",114,271,140,"8,271","1,340",625,252,994,386,"1,200",953,596,505,664,756,"13,898",748,545,262,262,546,875,647,466,863,426,744,410,612,631,955,452,519,642,"1,137",509,"1,178",469
2021,5,80,"15,817","4,049",298,232,195,339,334,283,277,289,277,300,128,188,79,593,54,129,54,"3,751",604,249,114,449,189,492,426,291,244,323,370,"8,017",429,413,155,155,231,486,472,309,525,277,374,235,275,347,549,209,262,319,685,290,776,244
2021,5,90,"3,115",684,42,40,32,41,60,44,42,49,41,55,20,31,31,111,12,23,10,679,112,41,20,72,26,74,73,48,46,74,93,"1,752",95,66,34,25,52,74,97,78,116,66,104,58,70,74,119,44,60,59,149,67,191,54
2021,5,100,150,41,2,3,1,3,5,1,1,7,4,3,2,0,2,3,0,1,3,50,6,1,28,4,0,3,1,4,1,1,1,59,3,3,0,1,3,3,3,0,3,1,3,0,4,3,11,2,2,1,2,2,8,1
2021,6,총,"470,089","117,016","6,319","10,350","5,384","7,572","7,717","6,545","6,660","5,973","7,959","7,969","3,086","5,042","4,975","23,379","2,216","4,426","1,444","105,910","16,271","6,366","3,333","13,172","5,339","12,169","12,345","6,401","5,882","10,410","14,222","247,163","13,243","9,351","5,438","7,029","9,800","16,265","8,235","7,947","16,571","9,376","13,136","6,881","8,806","8,702","14,633","12,180","12,690","14,202","15,098","9,024","16,184","12,372"
2021,6,0,"32,693","7,505",235,900,220,234,378,291,326,181,393,506,154,275,344,"2,405",237,345,81,"6,315",777,403,204,713,282,589,772,245,276,711,"1,343","18,873",924,584,600,480,695,976,388,645,"1,167",674,"1,060",467,629,632,"1,039","1,397","1,251","1,341",928,606,"1,114","1,276"
2021,6,10,"41,976","8,362",341,815,289,366,494,466,576,286,505,609,267,452,226,"2,144",202,262,62,"7,832",948,398,212,"1,009",506,888,861,458,384,789,"1,379","25,782","1,387","1,040",970,"1,150",942,"1,685",609,823,"2,100","1,068","1,534",837,599,852,"1,002","1,643","1,513","1,471","1,169",835,"1,264","1,289"
2021,6,20,"63,256","16,359",912,"1,305",833,"1,358","1,195",832,965,811,"1,135","1,017",337,673,"1,044","2,758",264,711,209,"14,788","2,847",688,448,"1,987",922,"1,724","1,561",765,812,"1,422","1,612","32,109","1,756","1,257",437,898,"1,449","2,514","1,006",956,"2,287","1,275","1,587",855,"1,289","1,062","1,982","1,189","1,514","1,897","2,031","1,363","2,179","1,326"
2021,6,30,"66,406","16,376",747,"1,665",645,964,950,768,734,598,935,"1,042",357,521,"1,040","3,862",413,926,209,"14,354","2,498",878,485,"1,824",669,"1,364","1,774",683,647,"1,368","2,164","35,676","1,751","1,266",494,740,"1,623","2,635","1,429","1,174","2,148","1,166","1,831",708,"1,400","1,114","2,447","1,725","1,940","1,977","2,384","1,373","2,278","2,073"
2021,6,40,"78,127","17,255",818,"1,553",751,915,"1,054",927,"1,034",753,"1,086","1,193",476,796,789,"4,012",353,548,197,"15,341","2,114",937,439,"1,906",792,"1,779","1,742",843,796,"1,465","2,528","45,531","2,421","2,043","1,413","1,695","1,660","3,316","1,417","1,494","3,362","1,740","2,425","1,279","1,342","1,482","2,099","2,774","2,364","2,463","2,295","1,504","2,621","2,322"
2021,6,50,"77,195","19,652","1,116","1,805",989,"1,272","1,351","1,192","1,140","1,146","1,425","1,387",517,862,625,"3,635",304,663,223,"18,482","2,636","1,067",584,"2,187",874,"2,201","2,228","1,290","1,174","2,005","2,236","39,061","2,179","1,413",679,"1,028","1,489","2,384","1,219","1,224","2,549","1,685","2,100","1,224","1,405","1,340","2,386","1,688","1,993","2,521","2,410","1,512","2,706","1,927"
2021,6,60,"59,950","17,530","1,183","1,471",895,"1,280","1,197","1,111",973,"1,161","1,385","1,186",508,769,553,"2,788",263,552,255,"16,048","2,383","1,090",546,"2,019",696,"1,854","1,953","1,181","1,001","1,590","1,735","26,372","1,552",718,397,592,"1,108","1,321",955,776,"1,449",999,"1,373",814,"1,184","1,160","2,054","1,049","1,269","1,512","1,898",964,"1,876","1,352"
2021,6,70,"31,360","9,193",621,563,532,798,696,628,591,690,772,667,332,470,241,"1,067",116,271,138,"8,255","1,331",624,252,995,382,"1,201",952,594,504,660,760,"13,912",747,547,254,263,548,868,644,464,859,423,745,406,610,632,958,457,518,640,"1,149",509,"1,174",497
2021,6,80,"15,873","4,062",302,231,196,341,336,287,278,291,276,305,116,194,80,597,52,125,55,"3,762",619,240,115,452,190,490,429,291,240,327,369,"8,049",428,414,160,156,230,490,471,312,534,281,377,231,276,352,542,212,264,320,682,290,772,255
2021,6,90,"3,103",680,42,39,33,41,61,42,42,49,42,54,20,30,31,109,11,22,12,683,112,40,20,76,26,76,72,47,47,72,95,"1,740",95,66,34,25,53,73,94,79,112,64,102,60,68,73,113,45,62,59,149,66,193,55
2021,6,100,150,42,2,3,1,3,5,1,1,7,5,3,2,0,2,2,1,1,3,50,6,1,28,4,0,3,1,4,1,1,1,58,3,3,0,2,3,3,3,0,4,1,2,0,4,3,11,1,2,1,3,2,7,0
2021,7,총,"470,143","116,738","6,315","10,374","5,384","7,570","7,715","6,533","6,611","5,949","7,928","7,974","2,962","5,030","4,980","23,333","2,216","4,417","1,447","105,618","16,283","6,296","3,312","13,161","5,311","12,150","12,305","6,362","5,865","10,380","14,193","247,787","13,205","9,315","5,402","6,986","9,736","16,197","8,201","7,933","16,527","9,336","13,093","6,835","8,767","8,649","14,550","12,661","12,658","14,117","15,049","8,959","16,085","13,526"
2021,7,0,"32,646","7,458",238,901,218,236,373,288,316,178,397,508,148,270,339,"2,381",240,347,80,"6,255",773,403,199,710,276,589,767,242,271,696,"1,329","18,933",916,588,591,469,677,973,386,642,"1,163",661,"1,058",466,618,623,"1,021","1,430","1,244","1,316",912,606,"1,100","1,473"
2021,7,10,"41,923","8,316",336,814,292,363,491,459,565,281,495,609,260,449,225,"2,151",200,264,62,"7,780",935,386,208,"1,000",504,886,864,447,382,794,"1,374","25,827","1,375","1,033",961,"1,155",933,"1,675",598,820,"2,092","1,062","1,527",833,595,856,988,"1,712","1,508","1,458","1,169",825,"1,235","1,417"
2021,7,20,"63,117","16,304",910,"1,300",821,"1,358","1,195",834,957,805,"1,123","1,016",326,673,"1,054","2,762",266,697,207,"14,733","2,861",683,447,"1,973",922,"1,713","1,543",761,817,"1,416","1,597","32,080","1,747","1,242",438,890,"1,427","2,521","1,008",964,"2,263","1,280","1,581",845,"1,299","1,029","1,973","1,245","1,505","1,889","2,013","1,343","2,160","1,418"
2021,7,30,"66,344","16,276",749,"1,652",645,963,953,768,733,599,933,"1,038",340,509,"1,032","3,818",413,922,209,"14,320","2,500",869,480,"1,835",663,"1,370","1,765",676,643,"1,358","2,161","35,748","1,762","1,256",485,730,"1,605","2,612","1,428","1,163","2,138","1,148","1,819",712,"1,374","1,104","2,435","1,812","1,939","1,953","2,374","1,364","2,271","2,264"
2021,7,40,"78,078","17,215",815,"1,570",741,911,"1,046",927,"1,021",744,"1,081","1,186",460,804,784,"4,014",354,555,202,"15,277","2,100",933,434,"1,907",787,"1,778","1,745",836,784,"1,456","2,517","45,586","2,404","2,039","1,407","1,681","1,654","3,285","1,398","1,494","3,349","1,723","2,407","1,253","1,337","1,481","2,063","2,857","2,347","2,447","2,288","1,488","2,581","2,603"
2021,7,50,"77,166","19,580","1,121","1,798","1,001","1,269","1,359","1,181","1,136","1,146","1,406","1,381",491,859,628,"3,626",300,661,217,"18,369","2,639","1,049",576,"2,169",871,"2,174","2,205","1,282","1,176","1,996","2,232","39,217","2,183","1,413",672,"1,023","1,489","2,382","1,220","1,220","2,555","1,683","2,091","1,222","1,399","1,332","2,373","1,795","1,994","2,516","2,409","1,500","2,691","2,055"
2021,7,60,"60,311","17,599","1,181","1,494",893,"1,292","1,193","1,116",981,"1,162","1,397","1,199",485,771,563,"2,801",262,547,262,"16,124","2,395","1,083",554,"2,029",690,"1,867","1,963","1,183","1,006","1,599","1,755","26,588","1,553",714,399,593,"1,110","1,318",951,777,"1,448","1,006","1,381",819,"1,185","1,168","2,075","1,084","1,278","1,515","1,901",966,"1,902","1,445"
2021,7,70,"31,360","9,177",622,568,536,793,694,631,577,686,768,668,316,467,243,"1,077",117,277,137,"8,271","1,337",613,251,"1,001",385,"1,204",949,594,503,668,766,"13,912",738,539,253,263,551,862,643,462,860,425,745,398,613,633,962,460,517,644,"1,145",510,"1,167",522
2021,7,80,"15,936","4,095",301,233,203,342,343,287,281,293,282,312,113,199,80,595,52,123,56,"3,762",623,237,116,457,188,491,431,291,237,322,369,"8,079",428,422,161,155,233,493,474,309,538,283,378,228,278,352,536,217,260,318,678,289,778,271
2021,7,90,"3,109",675,41,41,33,39,63,41,43,47,41,54,21,29,30,106,11,23,12,678,114,39,19,76,25,75,72,46,46,74,92,"1,756",96,66,35,25,54,73,92,82,117,64,104,59,65,68,114,48,62,59,157,66,192,58
2021,7,100,153,43,1,3,1,4,5,1,1,8,5,3,2,0,2,2,1,1,3,49,6,1,28,4,0,3,1,4,0,1,1,61,3,3,0,2,3,3,3,0,4,1,2,0,4,3,10,1,4,2,3,2,8,0
2021,8,총,"470,319","116,394","6,303","10,395","5,369","7,549","7,680","6,508","6,594","5,962","7,901","7,954","2,855","5,042","4,978","23,264","2,219","4,399","1,422","105,452","16,273","6,249","3,298","13,166","5,309","12,146","12,279","6,328","5,893","10,330","14,181","248,473","13,183","9,298","5,392","6,960","9,701","16,163","8,198","7,929","16,544","9,312","13,108","6,827","8,762","8,618","14,497","13,059","12,650","14,039","14,980","8,952","16,067","14,234"
2021,8,0,"32,575","7,387",235,901,224,233,372,278,313,177,379,503,144,271,337,"2,351",242,347,80,"6,215",758,404,200,708,270,584,765,245,271,684,"1,326","18,973",911,589,592,463,671,956,389,638,"1,154",658,"1,063",461,622,610,"1,013","1,478","1,241","1,279",905,614,"1,091","1,575"
2021,8,10,"41,889","8,281",330,820,290,356,484,458,566,283,497,609,249,447,225,"2,154",200,254,59,"7,709",927,379,210,980,506,887,846,443,382,790,"1,359","25,899","1,373","1,031",963,"1,141",928,"1,674",603,829,"2,094","1,053","1,523",840,601,858,980,"1,733","1,515","1,457","1,164",818,"1,222","1,499"
2021,8,20,"62,936","16,171",904,"1,288",815,"1,356","1,192",825,956,804,"1,117","1,005",314,671,"1,053","2,713",273,690,195,"14,730","2,873",685,435,"1,987",929,"1,707","1,539",756,828,"1,391","1,600","32,035","1,751","1,226",433,887,"1,409","2,509","1,000",960,"2,261","1,275","1,591",837,"1,286","1,023","1,965","1,293","1,497","1,877","1,991","1,342","2,147","1,475"
2021,8,30,"66,414","16,199",750,"1,654",638,954,945,761,724,601,928,"1,040",318,510,"1,022","3,802",415,923,214,"14,301","2,489",866,479,"1,840",651,"1,382","1,759",664,652,"1,368","2,151","35,914","1,760","1,251",485,729,"1,611","2,627","1,429","1,163","2,156","1,140","1,815",708,"1,373","1,092","2,426","1,908","1,935","1,941","2,342","1,355","2,291","2,377"
