년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2020,5,20,"19,403",389,486,504,907,350,684,761,707,844,902,215,"1,338",617,965,"1,091",889,"2,540",573,"3,953",688,,,
2020,5,30,"21,250",302,800,591,679,275,776,829,449,623,799,184,"1,851",436,875,871,732,"2,971",528,"6,049",630,,,
2020,5,40,"24,998",455,922,597,788,437,977,"1,006",461,861,"1,070",223,"2,274",570,968,"1,196",901,"3,417",595,"6,201","1,079",,,
2020,5,50,"29,604",689,853,729,"1,310",684,"1,199","1,123",645,"1,361","1,354",362,"2,196","1,095","1,613","1,960","1,434","3,735","1,048","4,747","1,467",,,
2020,5,60,"26,792",765,826,747,"1,218",699,"1,169",834,712,"1,433","1,399",349,"1,797","1,019","1,399","1,718","1,431","3,213",939,"3,661","1,464",,,
2020,5,70,"16,814",638,623,470,770,461,880,570,397,959,861,261,935,627,875,"1,031",952,"1,814",582,"2,065","1,043",,,
2020,5,80,"8,073",326,283,227,307,238,413,290,200,433,422,137,445,271,399,529,446,982,219,910,596,,,
2020,5,90,"1,124",46,40,45,42,25,50,40,26,54,58,14,70,35,60,67,63,147,37,120,85,,,
2020,5,100,89,5,7,3,6,2,5,4,3,8,7,0,4,4,2,5,1,5,4,9,5,,,
2020,6,총,"173,687","3,966","5,717","4,528","6,564","3,469","7,011","6,369","3,785","7,262","7,803","1,972","13,563","5,171","8,047","9,578","7,658","22,493","5,342","35,391","7,998",,,
2020,6,0,"12,682",141,545,348,235,120,427,459,78,253,404,107,"1,350",211,434,470,385,"1,939",314,"4,127",335,,,
2020,6,10,"12,877",206,390,286,335,182,425,450,159,425,536,123,"1,329",300,458,663,442,"1,798",301,"3,528",541,,,
2020,6,20,"19,404",396,477,499,914,344,694,764,694,842,898,209,"1,336",622,969,"1,093",882,"2,522",617,"3,941",691,,,
2020,6,30,"21,144",298,791,592,666,274,775,817,442,621,793,180,"1,828",433,871,853,727,"2,948",579,"6,026",630,,,
2020,6,40,"24,981",452,915,598,784,433,966,"1,008",453,857,"1,063",221,"2,275",566,968,"1,189",896,"3,395",625,"6,231","1,086",,,
2020,6,50,"29,504",683,832,726,"1,297",688,"1,195","1,121",633,"1,358","1,338",365,"2,189","1,079","1,609","1,946","1,424","3,718","1,094","4,726","1,483",,,
2020,6,60,"26,889",771,811,737,"1,210",699,"1,179",842,703,"1,441","1,413",350,"1,804","1,016","1,396","1,727","1,429","3,223",953,"3,701","1,484",,,
2020,6,70,"16,885",639,627,472,768,462,876,571,395,966,870,264,933,637,877,"1,030",964,"1,817",597,"2,065","1,055",,,
2020,6,80,"8,100",328,283,223,306,240,420,291,200,437,424,137,444,270,404,533,443,979,222,914,602,,,
2020,6,90,"1,132",47,39,44,43,25,49,42,25,54,57,16,71,33,59,69,65,149,36,123,86,,,
2020,6,100,89,5,7,3,6,2,5,4,3,8,7,0,4,4,2,5,1,5,4,9,5,,,
2020,7,총,"173,758","3,890","5,701","4,533","6,599","3,461","6,985","6,351","3,772","7,236","7,765","1,967","11,195","7,583","7,951","9,564","7,629","22,457","5,548",0,"8,054","10,996","15,027","9,494"
2020,7,0,"12,630",136,539,345,233,118,418,459,75,250,395,107,"1,203",366,425,462,382,"1,925",338,0,327,"1,253","1,337","1,537"
2020,7,10,"12,835",203,392,290,333,185,415,445,164,417,533,119,"1,147",455,458,658,441,"1,792",305,0,546,"1,370","1,462",705
2020,7,20,"19,413",387,477,499,919,344,700,757,689,831,886,208,"1,066",907,964,"1,100",859,"2,510",649,0,697,"1,070","1,798","1,096"
2020,7,30,"21,117",284,787,588,672,270,779,812,453,629,779,186,"1,552",703,849,837,717,"2,921",616,0,634,"1,672","2,089","2,288"
2020,7,40,"24,972",444,914,597,784,426,960,"1,009",454,846,"1,061",212,"1,984",865,958,"1,178",900,"3,389",664,0,"1,088","2,142","2,528","1,569"
2020,7,50,"29,544",667,830,733,"1,309",691,"1,186","1,120",618,"1,349","1,331",369,"1,689","1,583","1,586","1,948","1,414","3,723","1,132",0,"1,509","1,394","2,417",946
2020,7,60,"26,919",754,808,738,"1,219",699,"1,179",840,700,"1,440","1,407",351,"1,394","1,445","1,377","1,738","1,432","3,226",974,0,"1,490","1,057","1,848",803
2020,7,70,"16,959",640,624,474,768,459,877,573,392,971,882,259,754,831,871,"1,037",972,"1,838",604,0,"1,060",683,"1,017",373
2020,7,80,"8,146",324,284,223,314,242,417,291,201,443,424,138,340,382,403,532,444,979,225,0,609,308,477,146
2020,7,90,"1,136",46,39,43,42,25,49,41,23,52,60,18,62,42,58,69,67,149,38,0,89,45,50,29
2020,7,100,87,5,7,3,6,2,5,4,3,8,7,0,4,4,2,5,1,5,3,0,5,2,4,2
2020,8,총,"174,093","3,891","5,680","4,497","6,557","3,458","6,971","6,367","3,763","7,187","7,717","1,962","11,132","7,586","7,941","9,541","7,611","22,433","5,607",,"8,629","11,009","15,021","9,533"
2020,8,0,"12,612",136,531,338,226,118,407,463,74,248,386,104,"1,170",361,423,459,371,"1,896",343,,443,"1,250","1,325","1,540"
2020,8,10,"12,802",201,391,287,331,185,412,443,165,413,526,115,"1,149",449,455,644,436,"1,779",305,,588,"1,369","1,447",712
2020,8,20,"19,478",389,470,496,914,342,701,759,697,826,883,208,"1,052",917,963,"1,096",860,"2,520",654,,761,"1,069","1,814","1,087"
2020,8,30,"21,153",286,780,579,663,265,773,816,448,624,772,189,"1,533",703,841,832,716,"2,888",625,,764,"1,685","2,075","2,296"
2020,8,40,"24,997",442,908,590,781,420,951,"1,006",449,835,"1,045",208,"1,982",862,956,"1,172",902,"3,386",680,,"1,172","2,147","2,515","1,588"
2020,8,50,"29,590",670,836,729,"1,301",693,"1,187","1,118",614,"1,327","1,332",370,"1,688","1,582","1,579","1,940","1,406","3,734","1,141",,"1,579","1,384","2,428",952
2020,8,60,"27,021",755,802,736,"1,211",703,"1,187",847,701,"1,439","1,403",351,"1,390","1,451","1,384","1,738","1,433","3,251",983,,"1,529","1,064","1,857",806
2020,8,70,"17,017",638,628,476,763,461,877,569,389,972,886,261,759,831,875,"1,048",969,"1,844",606,,"1,079",687,"1,026",373
2020,8,80,"8,200",325,288,223,320,244,421,299,201,442,420,138,344,383,404,535,452,983,228,,616,306,481,147
2020,8,90,"1,135",44,39,41,41,25,50,42,22,53,57,18,61,43,59,72,65,146,39,,93,46,49,30
2020,8,100,88,5,7,2,6,2,5,5,3,8,7,0,4,4,2,5,1,6,3,,5,2,4,2
2020,9,총,"174,063","3,886","5,676","4,469","6,544","3,452","6,985","6,359","3,747","7,193","7,622","1,956","11,121","7,564","7,939","9,498","7,591","22,368","5,625",,"8,964","10,984","14,983","9,537"
2020,9,0,"12,580",138,524,336,225,118,406,451,73,246,380,105,"1,178",357,412,452,370,"1,879",337,,507,"1,236","1,316","1,534"
2020,9,10,"12,750",200,396,284,325,187,416,437,163,417,520,112,"1,147",448,456,633,429,"1,765",304,,601,"1,363","1,437",710
2020,9,20,"19,438",389,470,491,921,344,707,768,693,832,870,213,"1,034",913,963,"1,084",852,"2,486",654,,795,"1,071","1,807","1,081"
2020,9,30,"21,079",287,781,575,656,260,770,804,449,624,761,185,"1,535",697,837,816,705,"2,872",636,,821,"1,652","2,062","2,294"
2020,9,40,"25,033",442,898,585,779,423,953,"1,008",442,835,"1,034",207,"1,977",850,956,"1,164",903,"3,385",682,,"1,230","2,164","2,514","1,602"
2020,9,50,"29,539",664,834,718,"1,287",679,"1,197","1,122",616,"1,319","1,305",368,"1,679","1,583","1,579","1,922","1,404","3,718","1,149",,"1,639","1,384","2,427",946
2020,9,60,"27,156",757,807,740,"1,224",710,"1,182",852,695,"1,444","1,397",353,"1,393","1,456","1,391","1,753","1,439","3,274",984,,"1,567","1,068","1,861",809
2020,9,70,"17,010",635,627,473,756,464,874,568,385,966,878,262,764,830,876,"1,049",962,"1,847",609,,"1,084",697,"1,026",378
2020,9,80,"8,249",325,292,225,322,241,423,301,206,447,416,133,348,383,409,550,458,991,228,,617,301,483,150
2020,9,90,"1,141",44,40,40,43,24,52,43,22,54,54,18,62,43,58,70,68,146,39,,98,46,46,31
2020,9,100,88,5,7,2,6,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,2,4,2
2020,10,총,"173,759","3,870","5,642","4,495","6,493","3,432","6,947","6,347","3,760","7,185","7,490","1,958","11,092","7,547","7,929","9,472","7,593","22,322","5,638",,"9,084","10,983","14,954","9,526"
2020,10,0,"12,473",136,514,335,216,114,395,439,76,241,371,104,"1,173",350,412,449,370,"1,853",332,,529,"1,242","1,291","1,531"
2020,10,10,"12,708",201,388,283,324,186,413,442,164,413,505,108,"1,140",449,455,619,419,"1,770",309,,612,"1,349","1,442",717
2020,10,20,"19,377",384,470,502,905,339,709,762,687,832,854,211,"1,033",901,957,"1,081",863,"2,482",647,,809,"1,080","1,799","1,070"
2020,10,30,"20,939",280,763,588,645,260,755,789,456,618,746,185,"1,521",691,843,815,704,"2,851",638,,847,"1,634","2,043","2,267"
2020,10,40,"24,973",445,899,584,773,417,947,"1,002",442,836,"1,011",207,"1,967",851,950,"1,154",890,"3,374",690,,"1,245","2,172","2,495","1,622"
2020,10,50,"29,478",653,827,718,"1,285",676,"1,194","1,130",614,"1,304","1,282",372,"1,682","1,577","1,567","1,923","1,397","3,705","1,129",,"1,663","1,393","2,433",954
2020,10,60,"27,277",757,811,737,"1,218",710,"1,174",864,698,"1,447","1,387",354,"1,407","1,467","1,400","1,762","1,449","3,298","1,011",,"1,574","1,069","1,878",805
2020,10,70,"17,025",632,624,476,754,462,884,571,389,977,863,265,760,825,874,"1,049",967,"1,847",611,,"1,087",696,"1,037",375
2020,10,80,"8,279",332,299,229,321,243,420,302,208,455,409,134,345,388,410,551,465,989,228,,615,301,483,152
2020,10,90,"1,142",45,40,41,47,23,51,41,23,53,55,18,60,44,59,64,68,148,40,,98,44,49,31
2020,10,100,88,5,7,2,5,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,3,4,2
2020,11,총,"173,720","3,864","5,634","4,814","6,444","3,430","6,920","6,314","3,760","7,181","7,367","1,966","11,096","7,522","7,909","9,462","7,601","22,257","5,605",,"9,121","11,005","14,926","9,522"
2020,11,0,"12,432",133,511,391,206,114,387,433,78,237,363,105,"1,166",352,407,446,371,"1,840",329,,530,"1,252","1,258","1,523"
2020,11,10,"12,660",200,383,297,323,182,411,443,160,401,501,109,"1,132",442,448,611,421,"1,762",306,,615,"1,349","1,444",720
2020,11,20,"19,403",383,474,546,896,339,710,757,696,833,832,215,"1,035",903,966,"1,078",866,"2,467",637,,822,"1,075","1,798","1,075"
2020,11,30,"20,854",280,754,678,642,258,738,776,444,617,726,184,"1,515",676,841,817,697,"2,832",626,,845,"1,624","2,035","2,249"
2020,11,40,"24,977",447,891,637,768,422,942,"1,002",446,844,993,209,"1,979",853,949,"1,141",889,"3,364",677,,"1,245","2,175","2,480","1,624"
2020,11,50,"29,421",649,832,765,"1,273",676,"1,189","1,121",612,"1,301","1,266",368,"1,685","1,548","1,557","1,920","1,388","3,678","1,130",,"1,670","1,406","2,430",957
2020,11,60,"27,402",758,809,754,"1,215",708,"1,181",862,697,"1,453","1,369",356,"1,413","1,488","1,399","1,777","1,460","3,329","1,014",,"1,585","1,077","1,888",810
2020,11,70,"17,052",628,633,477,748,464,885,571,393,983,851,267,758,824,872,"1,052",974,"1,844",610,,"1,087",699,"1,053",379
2020,11,80,"8,288",336,298,226,321,242,421,303,207,451,405,134,347,389,413,552,466,987,233,,618,301,485,153
2020,11,90,"1,144",45,42,41,47,23,51,41,24,52,54,19,62,43,55,63,68,149,40,,99,45,51,30
2020,11,100,87,5,7,2,5,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,2,4,2
2020,12,총,"173,477","3,857","5,626","4,981","6,419","3,430","6,889","6,301","3,735","7,149","7,277","1,961","11,047","7,525","7,921","9,458","7,574","22,164","5,609",,"9,148","10,968","14,890","9,548"
2020,12,0,"12,326",133,502,418,199,114,371,441,74,234,356,104,"1,141",351,413,439,364,"1,819",321,,528,"1,238","1,245","1,521"
2020,12,10,"12,636",197,392,310,320,179,402,445,161,390,488,109,"1,123",449,444,609,423,"1,766",307,,612,"1,345","1,441",724
2020,12,20,"19,377",389,478,559,902,345,711,747,684,838,814,210,"1,033",896,975,"1,078",859,"2,467",629,,819,"1,062","1,807","1,075"
2020,12,30,"20,708",281,739,714,642,254,732,772,433,599,727,185,"1,501",669,837,818,685,"2,790",624,,843,"1,604","2,007","2,252"
2020,12,40,"24,923",437,886,669,757,422,933,999,436,842,976,212,"1,981",847,946,"1,129",883,"3,350",682,,"1,249","2,173","2,484","1,630"
2020,12,50,"29,322",648,835,782,"1,266",667,"1,179","1,106",617,"1,303","1,236",362,"1,677","1,542","1,562","1,919","1,382","3,646","1,132",,"1,683","1,410","2,404",964
2020,12,60,"27,534",764,810,780,"1,213",711,"1,192",873,696,"1,445","1,371",356,"1,416","1,497","1,392","1,784","1,461","3,350","1,027",,"1,588","1,086","1,909",813
2020,12,70,"17,048",622,634,480,749,472,883,570,397,986,837,269,758,829,878,"1,053",974,"1,826",611,,"1,092",696,"1,052",380
2020,12,80,"8,361",335,303,227,320,240,429,301,208,447,408,134,353,396,417,562,474,996,233,,627,308,486,157
2020,12,90,"1,154",46,40,40,46,24,52,42,26,56,56,20,60,45,55,62,68,149,40,,102,44,51,30
2020,12,100,88,5,7,2,5,2,5,5,3,9,8,0,4,4,2,5,1,5,3,,5,2,4,2
2021,1,총,"173,280","3,861","5,617","5,008","6,359","3,411","6,898","6,294","3,739","7,140","7,251","1,964","11,060","7,500","7,898","9,455","7,550","22,126","5,613",,"9,150","10,950","14,873","9,563"
2021,1,0,"12,192",133,486,428,196,108,367,435,77,230,356,99,"1,135",336,406,439,366,"1,785",321,,528,"1,222","1,227","1,512"
2021,1,10,"12,608",193,393,305,315,179,402,447,153,387,477,107,"1,124",445,441,600,421,"1,778",306,,604,"1,355","1,441",735
2021,1,20,"19,327",392,483,557,892,338,718,741,691,829,825,214,"1,030",896,981,"1,078",841,"2,458",616,,814,"1,060","1,808","1,065"
2021,1,30,"20,596",282,729,722,646,254,732,759,437,589,713,184,"1,488",664,833,807,688,"2,773",624,,853,"1,584","1,975","2,260"
2021,1,40,"24,871",429,890,673,742,421,932,"1,007",424,827,980,214,"1,981",837,935,"1,137",872,"3,346",681,,"1,237","2,183","2,477","1,646"
2021,1,50,"29,237",646,835,793,"1,250",663,"1,169","1,097",624,"1,316","1,221",363,"1,683","1,536","1,552","1,893","1,370","3,638","1,140",,"1,685","1,397","2,412",954
2021,1,60,"27,689",769,814,777,"1,208",709,"1,208",884,689,"1,450","1,371",362,"1,432","1,512","1,402","1,802","1,476","3,354","1,030",,"1,605","1,089","1,929",817
2021,1,70,"17,082",624,635,480,745,475,878,566,405,986,830,266,767,828,873,"1,064",972,"1,836",617,,"1,088",702,"1,062",383
2021,1,80,"8,420",339,303,232,315,239,432,308,208,461,412,135,353,396,416,567,476,"1,003",235,,630,313,487,160
2021,1,90,"1,170",49,42,39,45,23,55,45,28,56,57,20,63,47,57,63,67,150,40,,101,43,51,29
2021,1,100,88,5,7,2,5,2,5,5,3,9,9,0,4,3,2,5,1,5,3,,5,2,4,2
2021,2,총,"173,385","3,825","5,601","5,053","6,307","3,414","6,894","6,281","3,732","7,122","7,247","1,963","11,051","7,495","7,893","9,428","7,530","22,088","5,614",,"9,520","10,949","14,821","9,557"
2021,2,0,"12,133",125,472,443,183,107,364,428,79,233,357,105,"1,127",335,397,431,362,"1,784",319,,575,"1,208","1,202","1,497"
2021,2,10,"12,609",192,392,305,309,181,403,451,152,381,474,105,"1,122",439,445,598,424,"1,761",310,,640,"1,354","1,435",736
2021,2,20,"19,282",387,487,554,888,336,719,738,681,827,827,205,"1,033",884,977,"1,065",844,"2,431",623,,849,"1,063","1,807","1,057"
2021,2,30,"20,530",273,715,745,640,254,723,744,437,585,704,191,"1,456",656,834,797,676,"2,791",615,,935,"1,568","1,943","2,248"
2021,2,40,"24,902",428,892,677,739,416,930,"1,006",424,819,978,209,"1,991",841,940,"1,126",862,"3,316",674,,"1,314","2,194","2,479","1,647"
2021,2,50,"29,204",646,826,790,"1,233",660,"1,168","1,090",622,"1,314","1,219",362,"1,681","1,535","1,546","1,893","1,368","3,612","1,140",,"1,725","1,401","2,404",969
2021,2,60,"27,842",764,823,782,"1,201",718,"1,213",897,692,"1,453","1,377",362,"1,438","1,521","1,400","1,808","1,477","3,386","1,036",,"1,634","1,094","1,948",818
2021,2,70,"17,099",614,635,481,745,475,879,564,405,985,834,268,778,833,872,"1,065",971,"1,832",617,,"1,097",704,"1,058",387
2021,2,80,"8,511",342,309,235,318,241,436,313,211,458,409,136,357,400,425,575,479,"1,018",237,,642,319,487,164
2021,2,90,"1,183",49,43,39,46,24,54,45,25,58,59,20,63,48,55,65,66,152,40,,104,42,54,32
2021,2,100,90,5,7,2,5,2,5,5,4,9,9,0,5,3,2,5,1,5,3,,5,2,4,2
2021,3,총,"173,934","3,838","5,601","5,017","6,138","3,420","6,872","6,275","3,718","7,106","7,215","1,954","11,013","7,434","7,878","9,422","7,530","22,063","5,589",,"10,512","10,982","14,828","9,529"
2021,3,0,"12,135",130,465,436,178,108,358,428,81,228,353,102,"1,114",327,392,425,364,"1,768",325,,659,"1,200","1,202","1,492"
2021,3,10,"12,601",187,397,297,304,179,393,446,148,375,468,105,"1,132",431,449,593,420,"1,746",305,,694,"1,360","1,438",734
2021,3,20,"19,371",396,492,539,856,340,722,738,697,825,819,204,"1,024",869,981,"1,062",832,"2,436",611,,994,"1,077","1,804","1,053"
2021,3,30,"20,565",271,707,741,631,253,716,738,432,585,700,188,"1,435",648,832,786,681,"2,789",611,,"1,110","1,551","1,929","2,231"
2021,3,40,"24,968",435,889,671,721,414,924,"1,014",413,815,976,203,"1,991",830,930,"1,120",862,"3,298",666,,"1,466","2,209","2,485","1,636"
2021,3,50,"29,258",638,827,782,"1,188",660,"1,168","1,084",621,"1,302","1,212",360,"1,684","1,514","1,525","1,885","1,348","3,597","1,125",,"1,928","1,420","2,411",979
2021,3,60,"28,081",770,828,794,"1,180",721,"1,218",900,687,"1,462","1,387",364,"1,436","1,524","1,415","1,833","1,497","3,419","1,044",,"1,741","1,086","1,958",817
2021,3,70,"17,118",615,628,479,722,475,876,567,400,990,835,270,775,834,871,"1,070",977,"1,836",623,,"1,124",711,"1,055",385
2021,3,80,"8,569",338,320,236,313,242,437,312,213,459,401,135,355,407,425,577,481,"1,016",237,,680,324,492,169
2021,3,90,"1,214",53,44,40,45,26,56,44,23,58,61,23,63,49,57,67,67,154,42,,114,43,54,31
2021,3,100,54,5,4,2,0,2,4,4,3,7,3,0,4,1,1,4,1,4,0,,2,1,0,2
2021,4,총,"173,884","3,819","5,584","5,010","5,973","3,413","6,856","6,234","3,705","7,108","7,193","1,924","11,006","7,412","7,872","9,394","7,633","22,021","5,552",,"10,864","10,975","14,819","9,517"
2021,4,0,"12,084",131,456,432,179,108,353,419,80,228,352,100,"1,110",325,393,419,363,"1,763",319,,675,"1,197","1,205","1,477"
2021,4,10,"12,570",178,404,297,296,174,398,441,147,375,469,101,"1,133",423,452,587,431,"1,738",297,,706,"1,352","1,424",747
2021,4,20,"19,336",395,486,530,833,333,715,731,684,826,818,201,"1,024",869,975,"1,055",847,"2,426",605,,"1,047","1,070","1,812","1,054"
2021,4,30,"20,517",266,695,742,614,256,718,739,443,586,690,185,"1,411",642,822,785,691,"2,775",603,,"1,168","1,544","1,931","2,211"
2021,4,40,"24,970",428,898,681,704,406,916,"1,003",405,808,973,200,"2,004",814,936,"1,101",884,"3,294",661,,"1,516","2,211","2,480","1,647"
2021,4,50,"29,164",633,824,765,"1,136",654,"1,159","1,077",618,"1,303","1,205",350,"1,675","1,494","1,516","1,882","1,378","3,581","1,119",,"2,002","1,416","2,404",973
2021,4,60,"28,246",773,824,806,"1,154",730,"1,225",906,687,"1,468","1,388",362,"1,446","1,549","1,423","1,846","1,507","3,438","1,049",,"1,792","1,089","1,967",817
2021,4,70,"17,078",611,622,477,704,480,871,555,398,985,827,267,775,838,873,"1,064",974,"1,830",618,,"1,145",721,"1,050",393
2021,4,80,"8,652",346,327,238,311,243,438,319,216,462,408,136,362,409,424,587,488,"1,016",242,,692,331,490,167
2021,4,90,"1,212",52,44,40,42,27,59,40,24,60,60,22,62,48,57,64,69,156,39,,119,43,56,29
2021,4,100,55,6,4,2,0,2,4,4,3,7,3,0,4,1,1,4,1,4,0,,2,1,0,2
2021,5,총,"173,521","3,800","5,573","4,991","5,849","3,414","6,854","6,214","3,700","7,082","7,133","1,907","10,996","7,364","7,849","9,361","7,691","21,997","5,549",,"10,973","10,951","14,791","9,482"
2021,5,0,"12,027",131,452,434,177,107,354,416,80,225,351,98,"1,106",317,395,412,369,"1,754",315,,678,"1,185","1,197","1,474"
2021,5,10,"12,521",175,400,292,291,170,400,439,145,365,469,96,"1,132",422,440,585,434,"1,737",294,,711,"1,352","1,426",746
2021,5,20,"19,226",391,483,520,830,337,706,723,683,835,821,201,"1,021",856,977,"1,045",841,"2,422",605,,"1,053","1,059","1,793","1,024"
2021,5,30,"20,464",262,691,743,603,254,719,743,454,578,679,182,"1,397",641,824,784,706,"2,747",597,,"1,191","1,545","1,924","2,200"
2021,5,40,"24,891",427,896,679,683,403,912,995,396,805,953,192,"2,009",800,931,"1,091",899,"3,291",661,,"1,539","2,195","2,472","1,662"
2021,5,50,"29,028",628,826,761,"1,103",652,"1,161","1,075",617,"1,288","1,197",352,"1,670","1,488","1,502","1,868","1,384","3,563","1,114",,"2,005","1,411","2,394",969
2021,5,60,"28,313",773,821,805,"1,133",738,"1,226",902,687,"1,467","1,375",360,"1,454","1,549","1,428","1,843","1,518","3,463","1,059",,"1,818","1,101","1,976",817
2021,5,70,"17,091",609,625,479,687,479,866,558,399,986,822,264,773,832,864,"1,079",978,"1,840",620,,"1,161",724,"1,058",388
2021,5,80,"8,690",342,332,237,303,246,448,320,215,466,405,140,366,412,429,583,490,"1,020",244,,693,334,495,170
2021,5,90,"1,216",56,43,38,39,26,58,39,22,60,58,22,64,46,59,68,70,156,40,,122,44,56,30
2021,5,100,54,6,4,3,0,2,4,4,2,7,3,0,4,1,0,3,2,4,0,,2,1,0,2
2021,6,총,"173,025","3,765","5,544","4,973","5,812","3,387","6,833","6,153","3,710","7,022","7,074","1,903","10,966","7,307","7,845","9,358","7,676","21,941","5,540",,"11,027","10,957","14,789","9,443"
2021,6,0,"11,938",127,450,440,173,107,347,409,80,220,346,97,"1,101",313,396,410,366,"1,725",318,,679,"1,177","1,200","1,457"
