년도,월,나이,광주광역시,동구,서구,남구,북구,광산구
2020,5,50,"118,271","7,829","25,399","17,755","37,166","30,122"
2020,5,60,"82,483","7,482","17,563","14,780","26,839","15,819"
2020,5,70,"51,039","5,621","10,412","9,462","15,929","9,615"
2020,5,80,"25,232","2,642","5,045","4,551","7,632","5,362"
2020,5,90,"4,447",454,916,845,"1,321",911
2020,5,100,365,53,65,84,106,57
2020,6,총,"734,988","50,182","152,531","112,128","218,185","201,962"
2020,6,0,"59,975","3,192","10,905","8,700","16,925","20,253"
2020,6,10,"77,098","3,488","15,509","11,472","20,722","25,907"
2020,6,20,"99,822","6,881","22,060","13,754","29,803","27,324"
2020,6,30,"92,946","5,983","18,783","13,260","27,309","27,611"
2020,6,40,"122,764","6,498","25,793","17,470","34,208","38,795"
2020,6,50,"117,911","7,817","25,292","17,643","37,033","30,126"
2020,6,60,"83,186","7,537","17,684","14,882","27,114","15,969"
2020,6,70,"51,217","5,641","10,468","9,485","15,985","9,638"
2020,6,80,"25,254","2,636","5,053","4,539","7,647","5,379"
2020,6,90,"4,449",455,919,839,"1,335",901
2020,6,100,366,54,65,84,104,59
2020,7,총,"734,849","50,185","152,380","111,978","218,212","202,094"
2020,7,0,"59,738","3,185","10,864","8,658","16,885","20,146"
2020,7,10,"76,807","3,456","15,424","11,464","20,640","25,823"
2020,7,20,"99,942","6,920","22,025","13,708","29,857","27,432"
2020,7,30,"92,693","5,979","18,699","13,216","27,259","27,540"
2020,7,40,"122,618","6,490","25,743","17,421","34,146","38,818"
2020,7,50,"117,882","7,783","25,280","17,586","36,988","30,245"
2020,7,60,"83,585","7,541","17,777","14,949","27,252","16,066"
2020,7,70,"51,428","5,671","10,522","9,512","16,057","9,666"
2020,7,80,"25,323","2,643","5,070","4,535","7,686","5,389"
2020,7,90,"4,463",462,911,844,"1,336",910
2020,7,100,370,55,65,85,106,59
2020,8,총,"734,553","50,154","152,246","111,855","218,111","202,187"
2020,8,0,"59,470","3,160","10,789","8,628","16,856","20,037"
2020,8,10,"76,553","3,449","15,328","11,431","20,571","25,774"
2020,8,20,"99,932","6,933","22,073","13,664","29,788","27,474"
2020,8,30,"92,323","5,958","18,581","13,159","27,164","27,461"
2020,8,40,"122,524","6,487","25,718","17,390","34,090","38,839"
2020,8,50,"117,867","7,777","25,236","17,530","36,979","30,345"
2020,8,60,"84,049","7,550","17,884","15,035","27,409","16,171"
2020,8,70,"51,541","5,666","10,557","9,527","16,082","9,709"
2020,8,80,"25,421","2,659","5,094","4,557","7,723","5,388"
2020,8,90,"4,503",460,920,849,"1,343",931
2020,8,100,370,55,66,85,106,58
2020,9,총,"734,507","51,070","151,963","111,633","217,808","202,033"
2020,9,0,"59,101","3,315","10,651","8,543","16,730","19,862"
2020,9,10,"76,419","3,487","15,278","11,408","20,522","25,724"
2020,9,20,"100,121","7,086","22,083","13,671","29,793","27,488"
2020,9,30,"92,027","6,186","18,465","13,047","26,991","27,338"
2020,9,40,"122,298","6,579","25,593","17,359","33,996","38,771"
2020,9,50,"117,921","7,875","25,237","17,473","36,921","30,415"
2020,9,60,"84,542","7,654","17,983","15,055","27,537","16,313"
2020,9,70,"51,654","5,694","10,570","9,552","16,128","9,710"
2020,9,80,"25,505","2,678","5,103","4,579","7,738","5,407"
2020,9,90,"4,551",464,933,862,"1,346",946
2020,9,100,368,52,67,84,106,59
2020,10,총,"734,082","51,656","151,666","111,546","217,446","201,768"
2020,10,0,"58,752","3,392","10,568","8,462","16,632","19,698"
2020,10,10,"76,154","3,492","15,164","11,410","20,447","25,641"
2020,10,20,"100,270","7,190","22,084","13,682","29,756","27,558"
2020,10,30,"91,600","6,334","18,325","12,955","26,856","27,130"
2020,10,40,"122,023","6,652","25,495","17,329","33,853","38,694"
2020,10,50,"117,901","7,927","25,235","17,449","36,830","30,460"
2020,10,60,"85,059","7,735","18,057","15,129","27,702","16,436"
2020,10,70,"51,774","5,716","10,616","9,583","16,155","9,704"
2020,10,80,"25,615","2,702","5,118","4,598","7,758","5,439"
2020,10,90,"4,568",464,939,868,"1,349",948
2020,10,100,366,52,65,81,108,60
2020,11,총,"733,623","51,940","151,511","111,392","217,233","201,547"
2020,11,0,"58,427","3,431","10,507","8,411","16,501","19,577"
2020,11,10,"75,962","3,495","15,079","11,399","20,390","25,599"
2020,11,20,"100,269","7,260","22,117","13,641","29,712","27,539"
2020,11,30,"91,295","6,382","18,230","12,897","26,768","27,018"
2020,11,40,"121,716","6,700","25,407","17,281","33,759","38,569"
2020,11,50,"117,970","7,949","25,237","17,440","36,775","30,569"
2020,11,60,"85,472","7,762","18,159","15,195","27,870","16,486"
2020,11,70,"51,939","5,743","10,652","9,585","16,205","9,754"
2020,11,80,"25,630","2,702","5,117","4,598","7,791","5,422"
2020,11,90,"4,577",464,940,863,"1,354",956
2020,11,100,366,52,66,82,108,58
2020,12,총,"732,714","52,087","151,202","111,322","216,820","201,283"
2020,12,0,"58,205","3,462","10,453","8,427","16,414","19,449"
2020,12,10,"75,686","3,511","14,976","11,382","20,323","25,494"
2020,12,20,"100,040","7,251","22,090","13,575","29,568","27,556"
2020,12,30,"90,998","6,416","18,137","12,857","26,702","26,886"
2020,12,40,"121,322","6,695","25,271","17,279","33,614","38,463"
2020,12,50,"117,962","7,956","25,240","17,396","36,737","30,633"
2020,12,60,"85,733","7,792","18,206","15,213","27,939","16,583"
2020,12,70,"52,107","5,752","10,694","9,634","16,245","9,782"
2020,12,80,"25,676","2,734","5,126","4,602","7,794","5,420"
2020,12,90,"4,616",467,943,874,"1,376",956
2020,12,100,369,51,66,83,108,61
2021,1,총,"732,186","52,088","150,987","111,340","216,771","201,000"
2021,1,0,"57,773","3,451","10,344","8,388","16,333","19,257"
2021,1,10,"75,460","3,517","14,882","11,377","20,261","25,423"
2021,1,20,"99,853","7,238","22,087","13,588","29,460","27,480"
2021,1,30,"90,769","6,402","18,029","12,835","26,704","26,799"
2021,1,40,"121,177","6,690","25,229","17,301","33,604","38,353"
2021,1,50,"117,976","7,940","25,245","17,338","36,703","30,750"
2021,1,60,"86,110","7,821","18,274","15,236","28,072","16,707"
2021,1,70,"52,244","5,746","10,717","9,687","16,297","9,797"
2021,1,80,"25,793","2,761","5,152","4,624","7,838","5,418"
2021,1,90,"4,660",470,961,886,"1,388",955
2021,1,100,371,52,67,80,111,61
2021,2,총,"731,622","52,071","150,686","111,316","216,588","200,961"
2021,2,0,"57,520","3,454","10,254","8,421","16,237","19,154"
2021,2,10,"75,197","3,529","14,780","11,360","20,195","25,333"
2021,2,20,"99,444","7,184","22,040","13,457","29,321","27,442"
2021,2,30,"90,476","6,401","17,948","12,786","26,634","26,707"
2021,2,40,"121,191","6,714","25,133","17,335","33,639","38,370"
2021,2,50,"118,006","7,921","25,253","17,357","36,639","30,836"
2021,2,60,"86,499","7,831","18,345","15,270","28,193","16,860"
2021,2,70,"52,232","5,749","10,714","9,691","16,300","9,778"
2021,2,80,"25,997","2,764","5,190","4,673","7,911","5,459"
2021,2,90,"4,684",471,963,885,"1,405",960
2021,2,100,376,53,66,81,114,62
2021,3,총,"730,247","51,890","150,318","110,885","216,343","200,811"
2021,3,0,"57,290","3,431","10,227","8,413","16,154","19,065"
2021,3,10,"74,836","3,529","14,630","11,351","20,068","25,258"
2021,3,20,"99,463","7,160","22,080","13,424","29,296","27,503"
2021,3,30,"90,076","6,389","17,857","12,697","26,585","26,548"
2021,3,40,"120,736","6,690","24,946","17,259","33,538","38,303"
2021,3,50,"117,857","7,867","25,234","17,254","36,568","30,934"
2021,3,60,"86,826","7,822","18,412","15,286","28,346","16,960"
2021,3,70,"52,071","5,731","10,703","9,602","16,298","9,737"
2021,3,80,"26,140","2,760","5,224","4,680","7,978","5,498"
2021,3,90,"4,697",477,958,888,"1,417",957
2021,3,100,255,34,47,31,95,48
2021,4,총,"729,953","52,156","150,011","110,844","216,127","200,815"
2021,4,0,"57,057","3,482","10,157","8,396","16,044","18,978"
2021,4,10,"74,660","3,550","14,565","11,312","20,010","25,223"
2021,4,20,"99,446","7,189","22,022","13,421","29,302","27,512"
2021,4,30,"89,808","6,442","17,772","12,627","26,487","26,480"
2021,4,40,"120,574","6,728","24,861","17,264","33,451","38,270"
2021,4,50,"117,748","7,851","25,158","17,236","36,464","31,039"
2021,4,60,"87,319","7,884","18,524","15,334","28,525","17,052"
2021,4,70,"52,092","5,749","10,704","9,615","16,296","9,728"
2021,4,80,"26,274","2,757","5,256","4,706","8,022","5,533"
2021,4,90,"4,721",490,949,899,"1,429",954
2021,4,100,254,34,43,34,97,46
2021,5,총,"729,053","52,154","149,552","110,914","215,625","200,808"
2021,5,0,"56,865","3,518","10,064","8,388","15,984","18,911"
2021,5,10,"74,437","3,539","14,494","11,304","19,911","25,189"
2021,5,20,"99,382","7,206","21,961","13,426","29,281","27,508"
2021,5,30,"89,522","6,471","17,636","12,607","26,363","26,445"
2021,5,40,"119,834","6,712","24,636","17,221","33,179","38,086"
2021,5,50,"117,891","7,822","25,166","17,295","36,409","31,199"
2021,5,60,"87,672","7,873","18,585","15,392","28,635","17,187"
2021,5,70,"52,105","5,727","10,717","9,619","16,317","9,725"
2021,5,80,"26,424","2,780","5,308","4,728","8,054","5,554"
2021,5,90,"4,706",479,940,900,"1,428",959
2021,5,100,215,27,45,34,64,45
2021,6,총,"728,854","52,220","149,453","111,025","215,425","200,731"
2021,6,0,"56,672","3,524","10,034","8,383","15,933","18,798"
2021,6,10,"74,268","3,553","14,433","11,287","19,870","25,125"
2021,6,20,"99,423","7,226","21,965","13,431","29,268","27,533"
2021,6,30,"89,284","6,505","17,553","12,605","26,244","26,377"
2021,6,40,"119,703","6,693","24,628","17,241","33,126","38,015"
2021,6,50,"117,733","7,815","25,108","17,249","36,275","31,286"
2021,6,60,"88,146","7,885","18,697","15,489","28,797","17,278"
2021,6,70,"52,209","5,719","10,733","9,663","16,379","9,715"
2021,6,80,"26,508","2,797","5,319","4,747","8,054","5,591"
2021,6,90,"4,701",479,940,896,"1,418",968
2021,6,100,207,24,43,34,61,45
2021,7,총,"728,856","52,247","149,265","111,178","215,503","200,663"
2021,7,0,"56,520","3,527","9,960","8,368","15,935","18,730"
2021,7,10,"74,143","3,561","14,392","11,314","19,821","25,055"
2021,7,20,"99,373","7,219","21,941","13,423","29,244","27,546"
2021,7,30,"89,168","6,498","17,453","12,655","26,253","26,309"
2021,7,40,"119,509","6,702","24,536","17,244","33,082","37,945"
2021,7,50,"117,789","7,811","25,119","17,225","36,287","31,347"
2021,7,60,"88,534","7,899","18,775","15,565","28,916","17,379"
2021,7,70,"52,303","5,713","10,754","9,687","16,419","9,730"
2021,7,80,"26,603","2,807","5,349","4,754","8,086","5,607"
2021,7,90,"4,709",484,943,909,"1,401",972
2021,7,100,205,26,43,34,59,43
2021,8,총,"728,684","52,352","149,129","111,170","215,363","200,670"
2021,8,0,"56,289","3,519","9,932","8,343","15,875","18,620"
2021,8,10,"74,080","3,573","14,378","11,282","19,783","25,064"
2021,8,20,"99,186","7,235","21,861","13,429","29,158","27,503"
2021,8,30,"88,977","6,499","17,380","12,586","26,271","26,241"
2021,8,40,"119,291","6,705","24,489","17,268","32,965","37,864"
2021,8,50,"117,974","7,841","25,165","17,215","36,251","31,502"
2021,8,60,"88,888","7,935","18,806","15,647","28,995","17,505"
2021,8,70,"52,339","5,721","10,751","9,670","16,472","9,725"
2021,8,80,"26,749","2,819","5,373","4,804","8,120","5,633"
2021,8,90,"4,701",478,950,892,"1,413",968
2021,8,100,210,27,44,34,60,45
2021,9,총,"729,161","52,471","149,003","111,333","215,556","200,798"
2021,9,0,"56,038","3,534","9,850","8,326","15,795","18,533"
2021,9,10,"73,988","3,549","14,349","11,291","19,749","25,050"
2021,9,20,"99,453","7,294","21,896","13,463","29,279","27,521"
2021,9,30,"88,887","6,509","17,314","12,609","26,292","26,163"
2021,9,40,"119,152","6,691","24,383","17,272","32,926","37,880"
2021,9,50,"118,208","7,860","25,180","17,238","36,264","31,666"
2021,9,60,"89,172","7,964","18,872","15,679","29,087","17,570"
2021,9,70,"52,416","5,716","10,772","9,680","16,499","9,749"
2021,9,80,"26,921","2,846","5,402","4,846","8,182","5,645"
2021,9,90,"4,718",481,941,897,"1,424",975
2021,9,100,208,27,44,32,59,46
2021,10,총,"728,971","52,427","148,797","111,725","215,314","200,708"
2021,10,0,"55,852","3,522","9,814","8,338","15,710","18,468"
2021,10,10,"73,780","3,541","14,270","11,323","19,681","24,965"
2021,10,20,"99,350","7,269","21,872","13,530","29,193","27,486"
2021,10,30,"88,743","6,495","17,254","12,686","26,197","26,111"
2021,10,40,"118,905","6,674","24,291","17,325","32,791","37,824"
2021,10,50,"118,385","7,844","25,210","17,263","36,314","31,754"
2021,10,60,"89,520","7,996","18,888","15,744","29,199","17,693"
2021,10,70,"52,440","5,704","10,780","9,709","16,502","9,745"
2021,10,80,"27,065","2,875","5,435","4,876","8,234","5,645"
2021,10,90,"4,717",480,939,898,"1,429",971
2021,10,100,214,27,44,33,64,46
2021,11,총,"728,846","52,394","148,628","111,968","215,283","200,573"
2021,11,0,"55,695","3,509","9,785","8,344","15,681","18,376"
2021,11,10,"73,720","3,553","14,196","11,384","19,655","24,932"
2021,11,20,"99,012","7,214","21,783","13,534","29,096","27,385"
2021,11,30,"88,575","6,494","17,198","12,704","26,177","26,002"
2021,11,40,"118,908","6,688","24,268","17,398","32,728","37,826"
2021,11,50,"118,537","7,829","25,223","17,264","36,356","31,865"
2021,11,60,"89,814","8,033","18,958","15,792","29,286","17,745"
2021,11,70,"52,518","5,688","10,801","9,733","16,544","9,752"
2021,11,80,"27,184","2,882","5,453","4,896","8,274","5,679"
2021,11,90,"4,705",483,929,890,"1,428",975
2021,11,100,178,21,34,29,58,36
2021,12,총,"728,596","52,424","148,510","112,033","215,115","200,514"
2021,12,0,"55,549","3,519","9,752","8,363","15,619","18,296"
2021,12,10,"73,547","3,554","14,120","11,394","19,589","24,890"
2021,12,20,"98,691","7,219","21,739","13,430","28,985","27,318"
2021,12,30,"88,406","6,494","17,178","12,706","26,107","25,921"
2021,12,40,"118,784","6,721","24,200","17,416","32,650","37,797"
2021,12,50,"118,781","7,809","25,279","17,291","36,389","32,013"
2021,12,60,"90,099","8,022","18,990","15,835","29,421","17,831"
2021,12,70,"52,531","5,678","10,823","9,758","16,562","9,710"
2021,12,80,"27,303","2,902","5,459","4,925","8,300","5,717"
2021,12,90,"4,750",491,933,893,"1,442",991
2021,12,100,155,15,37,22,51,30
