년도,월,나이,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2020,2,10,"52,165","5,197","2,710","1,627","3,595","7,727","1,406","1,858","1,248","1,726","1,386",702,"1,516","3,155","3,012","5,485","2,469","3,771","3,575"
2020,2,20,"60,393","3,487","5,100","3,693","4,194","4,644","2,719","2,686","2,135","2,182","2,164",813,"2,772","2,535","2,712","6,060","5,372","3,253","3,872"
2020,2,30,"59,409","3,549","5,553","4,125","2,999","4,260","2,833","3,219","2,159","2,670","2,252",750,"2,851","2,221","1,970","6,111","5,589","2,897","3,401"
2020,2,40,"80,817","7,095","4,781","3,343","4,859","9,534","3,287","3,445","2,417","3,100","2,403","1,058","3,151","4,273","3,951","8,453","5,411","4,837","5,419"
2020,2,50,"76,968","4,981","5,025","3,811","4,867","6,673","4,026","3,465","3,095","2,989","2,632","1,140","3,766","3,556","3,683","7,931","5,583","4,386","5,359"
2020,2,60,"54,969","2,774","3,688","2,886","2,573","3,896","3,470","3,313","2,479","2,626","2,004",991,"3,402","2,090","2,167","5,573","4,715","2,494","3,828"
2020,2,70,"27,350","1,286","1,653","1,326","1,412","1,619","1,767","1,640","1,317","1,350","1,046",500,"1,828","1,087","1,062","2,971","2,599",942,"1,945"
2020,2,80,"10,275",447,652,557,526,707,549,537,437,463,351,164,758,440,475,"1,097",792,437,886
2020,2,90,"1,608",82,100,73,62,163,80,75,56,53,40,27,97,101,67,180,116,91,145
2020,2,100,168,5,11,16,7,6,12,7,12,9,7,11,2,5,14,11,14,2,17
2020,3,총,"456,339","31,981","31,105","22,869","26,515","42,824","21,216","21,747","16,312","18,828","15,334","6,657","21,344","21,273","20,469","47,688","34,442","25,273","30,462"
2020,3,0,"32,950","3,111","1,894","1,441","1,541","3,637","1,098","1,575",992,"1,653","1,060",409,"1,238","1,910","1,413","3,787","1,928","2,177","2,086"
2020,3,10,"51,854","5,186","2,677","1,606","3,562","7,700","1,400","1,855","1,229","1,713","1,381",726,"1,497","3,133","2,994","5,481","2,445","3,726","3,543"
2020,3,20,"60,438","3,487","5,122","3,700","4,181","4,674","2,717","2,679","2,127","2,206","2,155",821,"2,786","2,513","2,715","6,085","5,340","3,274","3,856"
2020,3,30,"59,014","3,556","5,503","4,109","2,979","4,227","2,817","3,186","2,150","2,650","2,235",782,"2,815","2,197","1,932","6,071","5,525","2,888","3,392"
2020,3,40,"80,407","7,073","4,764","3,330","4,815","9,481","3,259","3,438","2,398","3,093","2,390","1,086","3,132","4,223","3,931","8,420","5,369","4,828","5,377"
2020,3,50,"76,779","4,952","5,020","3,800","4,844","6,676","4,031","3,446","3,072","2,972","2,615","1,137","3,760","3,545","3,689","7,936","5,555","4,382","5,347"
2020,3,60,"55,248","2,780","3,709","2,900","2,572","3,919","3,454","3,304","2,516","2,643","2,042",986,"3,425","2,110","2,174","5,594","4,737","2,518","3,865"
2020,3,70,"27,475","1,295","1,644","1,336","1,423","1,625","1,796","1,640","1,318","1,360","1,052",507,"1,823","1,091","1,070","2,999","2,610",946,"1,940"
2020,3,80,"10,374",451,657,557,529,716,551,540,441,475,355,166,767,445,471,"1,122",803,437,891
2020,3,90,"1,628",84,103,74,62,163,81,77,56,54,41,27,99,101,66,182,115,95,148
2020,3,100,172,6,12,16,7,6,12,7,13,9,8,10,2,5,14,11,15,2,17
2020,4,총,"457,132","31,921","31,033","22,759","26,422","42,716","21,193","21,637","16,295","18,737","15,246","9,119","21,185","21,175","20,380","47,446","34,259","25,244","30,365"
2020,4,0,"33,029","3,087","1,854","1,446","1,507","3,592","1,097","1,554",992,"1,620","1,053",866,"1,208","1,887","1,405","3,732","1,894","2,175","2,060"
2020,4,10,"51,790","5,183","2,663","1,579","3,537","7,700","1,398","1,844","1,203","1,707","1,368",918,"1,486","3,119","2,979","5,441","2,410","3,717","3,538"
2020,4,20,"60,469","3,484","5,140","3,662","4,196","4,660","2,705","2,677","2,122","2,185","2,121","1,028","2,772","2,508","2,699","6,077","5,345","3,257","3,831"
2020,4,30,"59,234","3,530","5,471","4,091","2,961","4,203","2,801","3,131","2,151","2,638","2,207","1,475","2,767","2,178","1,908","6,027","5,432","2,890","3,373"
2020,4,40,"80,329","7,068","4,738","3,304","4,740","9,423","3,234","3,430","2,384","3,082","2,380","1,486","3,114","4,204","3,914","8,324","5,358","4,815","5,331"
2020,4,50,"76,825","4,946","5,016","3,780","4,861","6,698","4,031","3,425","3,076","2,943","2,600","1,380","3,712","3,528","3,661","7,931","5,527","4,375","5,335"
2020,4,60,"55,583","2,774","3,721","2,908","2,589","3,924","3,473","3,303","2,530","2,655","2,057","1,181","3,424","2,111","2,191","5,606","4,729","2,530","3,877"
2020,4,70,"27,609","1,293","1,659","1,327","1,431","1,635","1,808","1,645","1,321","1,354","1,057",568,"1,830","1,091","1,071","2,995","2,622",948,"1,954"
2020,4,80,"10,440",460,654,572,529,713,548,543,449,488,353,176,774,444,469,"1,121",811,435,901
2020,4,90,"1,652",90,105,74,64,162,86,78,55,56,43,31,96,100,68,181,116,100,147
2020,4,100,172,6,12,16,7,6,12,7,12,9,7,10,2,5,15,11,15,2,18
2020,5,총,"458,181","31,918","31,011","22,725","26,357","42,628","21,192","21,569","16,207","18,657","15,243","11,441","20,998","21,124","20,312","47,218","34,131","25,169","30,281"
2020,5,0,"33,083","3,076","1,850","1,451","1,495","3,557","1,083","1,563",977,"1,596","1,047","1,202","1,167","1,872","1,386","3,689","1,864","2,140","2,068"
2020,5,10,"51,664","5,166","2,648","1,563","3,514","7,666","1,397","1,823","1,195","1,691","1,363","1,075","1,472","3,096","2,974","5,401","2,384","3,710","3,526"
2020,5,20,"60,666","3,487","5,138","3,649","4,192","4,666","2,709","2,682","2,128","2,187","2,133","1,306","2,742","2,529","2,682","6,057","5,346","3,247","3,786"
2020,5,30,"59,527","3,517","5,450","4,083","2,966","4,168","2,790","3,119","2,137","2,609","2,211","2,078","2,750","2,166","1,891","5,959","5,381","2,897","3,355"
2020,5,40,"80,275","7,055","4,717","3,302","4,709","9,392","3,232","3,401","2,352","3,071","2,366","1,829","3,068","4,168","3,902","8,289","5,339","4,772","5,311"
2020,5,50,"77,067","4,966","5,039","3,756","4,864","6,728","4,029","3,423","3,061","2,919","2,607","1,693","3,693","3,538","3,666","7,889","5,507","4,371","5,318"
2020,5,60,"55,794","2,785","3,725","2,928","2,589","3,916","3,491","3,272","2,521","2,670","2,050","1,366","3,417","2,116","2,185","5,614","4,734","2,546","3,869"
2020,5,70,"27,799","1,305","1,665","1,326","1,428","1,651","1,812","1,659","1,315","1,357","1,055",644,"1,824","1,099","1,074","3,017","2,625",953,"1,990"
2020,5,80,"10,481",467,661,575,526,714,548,543,455,493,362,202,767,437,468,"1,109",825,435,894
2020,5,90,"1,652",88,106,76,67,165,89,76,54,55,42,36,96,97,69,183,111,96,146
2020,5,100,173,6,12,16,7,5,12,8,12,9,7,10,2,6,15,11,15,2,18
2020,6,총,"457,953","31,871","30,911","22,718","26,279","42,580","21,112","21,489","16,115","18,563","15,233","12,446","20,890","21,066","20,225","47,073","34,029","25,190","30,163"
2020,6,0,"32,920","3,073","1,815","1,445","1,491","3,528","1,082","1,546",959,"1,575","1,041","1,297","1,154","1,861","1,360","3,632","1,858","2,142","2,061"
2020,6,10,"51,445","5,151","2,645","1,558","3,477","7,642","1,378","1,813","1,182","1,677","1,349","1,136","1,455","3,090","2,975","5,380","2,350","3,695","3,492"
2020,6,20,"60,646","3,472","5,105","3,640","4,200","4,665","2,705","2,682","2,116","2,173","2,149","1,457","2,723","2,520","2,657","6,027","5,345","3,248","3,762"
2020,6,30,"59,494","3,506","5,431","4,091","2,933","4,143","2,784","3,092","2,109","2,601","2,201","2,311","2,731","2,151","1,875","5,935","5,357","2,899","3,344"
2020,6,40,"80,086","7,038","4,692","3,294","4,699","9,378","3,208","3,379","2,325","3,056","2,358","1,969","3,038","4,141","3,886","8,263","5,328","4,772","5,262"
2020,6,50,"76,969","4,968","5,023","3,744","4,851","6,728","3,995","3,396","3,056","2,884","2,600","1,838","3,687","3,540","3,654","7,865","5,469","4,375","5,296"
2020,6,60,"56,132","2,796","3,756","2,948","2,595","3,937","3,492","3,279","2,516","2,690","2,065","1,491","3,419","2,127","2,183","5,636","4,740","2,564","3,898"
2020,6,70,"27,938","1,305","1,660","1,333","1,433","1,672","1,819","1,674","1,329","1,353","1,057",690,"1,824","1,100","1,083","3,025","2,634",963,"1,984"
2020,6,80,"10,483",467,664,574,524,713,548,545,458,491,362,207,761,436,466,"1,113",822,432,900
2020,6,90,"1,667",89,108,75,69,169,89,75,53,54,44,40,96,94,71,185,111,98,147
2020,6,100,173,6,12,16,7,5,12,8,12,9,7,10,2,6,15,12,15,2,17
2020,7,총,"457,543","31,767","30,816","22,606","26,216","42,482","21,072","21,501","16,060","18,524","15,232","13,005","20,849","21,034","20,192","46,945","33,961","25,124","30,157"
2020,7,0,"32,673","3,024","1,805","1,431","1,487","3,484","1,054","1,534",953,"1,569","1,043","1,339","1,151","1,851","1,352","3,589","1,834","2,126","2,047"
2020,7,10,"51,364","5,145","2,624","1,554","3,451","7,647","1,384","1,811","1,164","1,641","1,330","1,194","1,441","3,086","2,971","5,348","2,370","3,703","3,500"
2020,7,20,"60,545","3,458","5,090","3,615","4,188","4,642","2,707","2,697","2,110","2,178","2,158","1,528","2,715","2,523","2,648","6,014","5,304","3,229","3,741"
2020,7,30,"59,257","3,471","5,390","4,055","2,930","4,101","2,756","3,101","2,103","2,584","2,195","2,421","2,722","2,127","1,855","5,925","5,328","2,876","3,317"
2020,7,40,"79,900","7,015","4,673","3,263","4,652","9,348","3,201","3,380","2,323","3,068","2,351","2,065","3,024","4,115","3,869","8,210","5,306","4,752","5,285"
2020,7,50,"77,009","4,980","5,012","3,746","4,864","6,716","3,982","3,390","3,030","2,869","2,594","1,941","3,671","3,557","3,665","7,856","5,472","4,376","5,288"
2020,7,60,"56,323","2,787","3,766","2,947","2,609","3,968","3,512","3,275","2,508","2,691","2,080","1,550","3,432","2,134","2,187","5,648","4,747","2,571","3,911"
2020,7,70,"28,125","1,324","1,674","1,331","1,431","1,688","1,826","1,683","1,338","1,367","1,063",708,"1,836","1,103","1,091","3,050","2,651",961,"2,000"
2020,7,80,"10,509",469,658,573,530,718,546,546,464,493,366,209,761,438,466,"1,109",824,432,907
2020,7,90,"1,662",88,112,75,66,165,92,76,55,54,45,40,94,94,73,184,110,96,143
2020,7,100,176,6,12,16,8,5,12,8,12,10,7,10,2,6,15,12,15,2,18
2020,8,총,"456,980","31,664","30,720","22,576","26,123","42,415","21,039","21,461","16,028","18,510","15,217","13,335","20,755","21,033","20,204","46,791","33,866","25,132","30,111"
2020,8,0,"32,452","2,996","1,770","1,424","1,468","3,471","1,033","1,518",946,"1,556","1,035","1,394","1,131","1,853","1,336","3,551","1,817","2,115","2,038"
2020,8,10,"51,248","5,137","2,620","1,553","3,431","7,635","1,383","1,804","1,151","1,637","1,325","1,209","1,419","3,070","2,990","5,331","2,356","3,711","3,486"
2020,8,20,"60,452","3,438","5,088","3,599","4,175","4,621","2,702","2,698","2,098","2,180","2,155","1,572","2,713","2,529","2,646","5,992","5,308","3,226","3,712"
2020,8,30,"58,927","3,415","5,334","4,037","2,887","4,084","2,753","3,091","2,098","2,575","2,169","2,501","2,687","2,119","1,843","5,906","5,277","2,854","3,297"
2020,8,40,"79,699","6,996","4,663","3,262","4,634","9,311","3,180","3,375","2,311","3,055","2,357","2,102","3,016","4,101","3,855","8,157","5,299","4,765","5,260"
2020,8,50,"76,942","4,996","4,982","3,717","4,867","6,715","3,974","3,374","3,020","2,860","2,594","2,000","3,667","3,564","3,674","7,822","5,449","4,381","5,286"
2020,8,60,"56,592","2,797","3,794","2,966","2,630","3,993","3,527","3,268","2,518","2,716","2,091","1,575","3,443","2,138","2,200","5,673","4,749","2,575","3,939"
2020,8,70,"28,263","1,326","1,689","1,343","1,427","1,702","1,832","1,706","1,346","1,367","1,073",721,"1,818","1,116","1,105","3,054","2,653",976,"2,009"
2020,8,80,"10,548",471,657,581,527,715,550,542,471,497,364,211,764,442,466,"1,108",836,430,916
2020,8,90,"1,675",86,110,78,69,163,91,76,57,57,47,39,95,94,74,185,107,97,150
2020,8,100,182,6,13,16,8,5,14,9,12,10,7,11,2,7,15,12,15,2,18
2020,9,총,"456,240","31,595","30,625","22,547","26,065","42,385","20,999","21,480","15,939","18,489","15,181","13,468","20,685","21,013","20,155","46,704","33,764","25,090","30,056"
2020,9,0,"32,245","2,986","1,754","1,413","1,439","3,488","1,021","1,509",932,"1,540","1,041","1,414","1,101","1,850","1,330","3,514","1,791","2,089","2,033"
2020,9,10,"51,143","5,132","2,592","1,550","3,422","7,620","1,368","1,805","1,151","1,635","1,310","1,230","1,417","3,083","2,994","5,321","2,332","3,705","3,476"
2020,9,20,"60,262","3,426","5,072","3,586","4,172","4,594","2,683","2,712","2,075","2,191","2,149","1,574","2,706","2,514","2,618","5,975","5,301","3,228","3,686"
2020,9,30,"58,642","3,394","5,303","4,037","2,869","4,058","2,745","3,088","2,085","2,553","2,165","2,530","2,678","2,105","1,832","5,862","5,231","2,822","3,285"
2020,9,40,"79,526","6,967","4,653","3,251","4,605","9,313","3,170","3,379","2,303","3,060","2,330","2,131","3,021","4,106","3,836","8,126","5,284","4,759","5,232"
2020,9,50,"76,788","4,986","4,956","3,694","4,879","6,698","3,952","3,360","2,990","2,853","2,586","2,014","3,636","3,552","3,676","7,830","5,442","4,394","5,290"
2020,9,60,"56,791","2,807","3,817","2,984","2,641","4,023","3,556","3,282","2,517","2,717","2,106","1,583","3,430","2,147","2,207","5,697","4,760","2,577","3,940"
2020,9,70,"28,378","1,325","1,696","1,350","1,432","1,704","1,843","1,710","1,354","1,375","1,077",733,"1,826","1,110","1,109","3,060","2,660",989,"2,025"
2020,9,80,"10,600",478,660,589,530,718,556,550,462,493,363,208,773,447,464,"1,119",841,429,920
2020,9,90,"1,677",88,108,78,67,162,91,75,58,62,47,40,95,92,74,186,107,97,150
2020,9,100,188,6,14,15,9,7,14,10,12,10,7,11,2,7,15,14,15,1,19
2020,10,총,"455,649","31,620","30,538","22,480","26,016","42,385","20,951","21,441","15,857","18,435","15,150","13,588","20,640","20,996","20,157","46,633","33,672","25,071","30,019"
2020,10,0,"31,992","2,974","1,732","1,400","1,425","3,454","1,008","1,486",916,"1,522","1,026","1,429","1,087","1,841","1,336","3,480","1,757","2,095","2,024"
2020,10,10,"51,090","5,145","2,588","1,545","3,404","7,652","1,363","1,804","1,151","1,623","1,300","1,232","1,407","3,070","2,982","5,318","2,327","3,694","3,485"
2020,10,20,"60,090","3,431","5,032","3,566","4,163","4,571","2,673","2,702","2,053","2,193","2,156","1,590","2,684","2,509","2,622","5,961","5,303","3,218","3,663"
2020,10,30,"58,409","3,370","5,270","4,034","2,846","4,052","2,744","3,064","2,068","2,531","2,150","2,565","2,675","2,108","1,831","5,853","5,189","2,784","3,275"
2020,10,40,"79,327","6,985","4,646","3,214","4,629","9,290","3,139","3,376","2,279","3,052","2,322","2,139","3,018","4,104","3,836","8,063","5,262","4,765","5,208"
2020,10,50,"76,752","4,993","4,954","3,689","4,848","6,715","3,936","3,361","2,979","2,847","2,562","2,020","3,639","3,538","3,666","7,851","5,453","4,410","5,291"
2020,10,60,"57,035","2,821","3,818","3,011","2,648","4,058","3,556","3,295","2,524","2,724","2,141","1,605","3,427","2,173","2,217","5,730","4,756","2,583","3,948"
2020,10,70,"28,436","1,324","1,715","1,347","1,450","1,702","1,860","1,712","1,352","1,377","1,074",749,"1,815","1,105","1,115","3,051","2,660",996,"2,032"
2020,10,80,"10,644",483,665,579,526,719,567,549,464,493,364,209,788,451,463,"1,126",848,426,924
2020,10,90,"1,684",88,104,81,68,165,90,82,59,63,48,39,97,90,74,185,102,99,150
2020,10,100,190,6,14,14,9,7,15,10,12,10,7,11,3,7,15,15,15,1,19
2020,11,총,"455,058","31,573","30,495","22,480","25,972","42,257","20,948","21,378","15,826","18,450","15,104","13,665","20,616","20,981","20,147","46,573","33,623","25,009","29,961"
2020,11,0,"31,741","2,955","1,724","1,385","1,427","3,407","1,001","1,473",908,"1,509","1,020","1,428","1,077","1,851","1,324","3,437","1,739","2,074","2,002"
2020,11,10,"50,988","5,141","2,562","1,555","3,376","7,652","1,351","1,794","1,143","1,632","1,287","1,237","1,401","3,066","2,984","5,308","2,325","3,688","3,486"
2020,11,20,"59,949","3,431","5,035","3,560","4,161","4,541","2,679","2,699","2,063","2,192","2,148","1,591","2,680","2,485","2,620","5,938","5,293","3,206","3,627"
2020,11,30,"58,110","3,331","5,281","4,028","2,835","4,015","2,751","3,045","2,048","2,526","2,130","2,583","2,665","2,098","1,820","5,815","5,153","2,750","3,236"
2020,11,40,"79,161","6,970","4,616","3,222","4,589","9,266","3,132","3,361","2,259","3,063","2,316","2,138","3,011","4,107","3,827","8,045","5,262","4,759","5,218"
2020,11,50,"76,713","5,006","4,953","3,684","4,850","6,697","3,931","3,348","2,987","2,847","2,554","2,031","3,625","3,530","3,654","7,871","5,432","4,420","5,293"
2020,11,60,"57,301","2,842","3,822","3,011","2,670","4,087","3,580","3,308","2,522","2,734","2,155","1,638","3,443","2,187","2,241","5,740","4,781","2,584","3,956"
2020,11,70,"28,528","1,320","1,720","1,355","1,451","1,702","1,853","1,713","1,363","1,380","1,075",758,"1,815","1,104","1,124","3,087","2,664","1,001","2,043"
2020,11,80,"10,682",482,663,583,534,718,568,544,463,495,364,211,799,450,465,"1,128",856,427,932
2020,11,90,"1,697",89,105,83,70,165,88,85,58,62,48,39,97,95,72,189,103,99,150
2020,11,100,188,6,14,14,9,7,14,8,12,10,7,11,3,8,16,15,15,1,18
2020,12,총,"454,251","31,581","30,460","22,469","25,974","42,215","20,929","21,343","15,751","18,403","15,044","13,748","20,519","20,949","20,047","46,393","33,521","25,014","29,891"
2020,12,0,"31,552","2,981","1,702","1,361","1,415","3,409",993,"1,449",898,"1,492","1,003","1,446","1,060","1,854","1,315","3,411","1,699","2,088","1,976"
2020,12,10,"50,872","5,138","2,583","1,562","3,374","7,631","1,340","1,773","1,142","1,624","1,276","1,241","1,388","3,059","2,967","5,282","2,327","3,683","3,482"
2020,12,20,"59,774","3,421","5,013","3,564","4,170","4,510","2,691","2,710","2,042","2,187","2,151","1,604","2,658","2,471","2,591","5,906","5,287","3,194","3,604"
2020,12,30,"57,820","3,308","5,251","4,034","2,821","4,008","2,765","3,040","2,034","2,508","2,111","2,586","2,644","2,078","1,811","5,743","5,089","2,754","3,235"
2020,12,40,"78,993","6,960","4,634","3,215","4,589","9,244","3,108","3,338","2,247","3,050","2,305","2,158","2,986","4,110","3,813","8,020","5,260","4,748","5,208"
2020,12,50,"76,495","5,007","4,951","3,651","4,849","6,672","3,909","3,357","2,965","2,842","2,548","2,033","3,605","3,542","3,621","7,837","5,420","4,407","5,279"
2020,12,60,"57,551","2,865","3,822","3,033","2,694","4,141","3,595","3,332","2,530","2,730","2,161","1,647","3,450","2,187","2,262","5,756","4,776","2,607","3,963"
2020,12,70,"28,593","1,319","1,729","1,366","1,446","1,704","1,854","1,703","1,363","1,397","1,068",768,"1,825","1,093","1,114","3,109","2,682","1,006","2,047"
2020,12,80,"10,721",487,655,586,538,726,572,549,460,501,362,214,803,451,464,"1,128",865,428,932
2020,12,90,"1,693",90,106,83,69,163,89,84,58,62,52,40,96,97,73,186,100,98,147
2020,12,100,187,5,14,14,9,7,13,8,12,10,7,11,4,7,16,15,16,1,18
2021,1,총,"453,382","31,465","30,459","22,433","25,918","42,182","20,906","21,243","15,667","18,364","14,982","13,797","20,437","20,905","20,000","46,324","33,484","24,976","29,840"
2021,1,0,"31,243","2,963","1,712","1,342","1,408","3,365",986,"1,419",871,"1,478",993,"1,446","1,041","1,837","1,309","3,376","1,671","2,076","1,950"
2021,1,10,"50,644","5,105","2,555","1,547","3,367","7,645","1,327","1,765","1,137","1,613","1,263","1,250","1,375","3,048","2,967","5,243","2,317","3,667","3,453"
2021,1,20,"59,540","3,396","4,983","3,557","4,155","4,499","2,693","2,693","2,035","2,186","2,130","1,593","2,637","2,471","2,567","5,895","5,261","3,189","3,600"
2021,1,30,"57,632","3,299","5,275","4,046","2,794","3,980","2,767","3,013","2,010","2,492","2,095","2,594","2,636","2,063","1,804","5,731","5,076","2,731","3,226"
2021,1,40,"78,574","6,911","4,629","3,204","4,553","9,201","3,091","3,310","2,231","3,039","2,310","2,162","2,975","4,079","3,796","7,930","5,253","4,730","5,170"
2021,1,50,"76,471","5,002","4,946","3,635","4,840","6,683","3,894","3,360","2,960","2,843","2,537","2,040","3,576","3,548","3,606","7,897","5,421","4,411","5,272"
2021,1,60,"57,877","2,877","3,838","3,043","2,721","4,192","3,604","3,321","2,526","2,736","2,171","1,673","3,462","2,205","2,278","5,793","4,813","2,619","4,005"
2021,1,70,"28,727","1,324","1,740","1,373","1,461","1,721","1,865","1,725","1,361","1,399","1,060",772,"1,823","1,097","1,123","3,125","2,691","1,022","2,045"
2021,1,80,"10,767",493,661,586,538,728,574,543,465,507,359,216,811,449,460,"1,135",862,429,951
2021,1,90,"1,715",90,106,84,71,161,92,86,59,61,56,40,97,101,73,184,103,101,150
2021,1,100,192,5,14,16,10,7,13,8,12,10,8,11,4,7,17,15,16,1,18
2021,2,총,"454,270","31,391","30,450","22,362","25,868","41,973","20,824","21,167","15,619","18,311","14,977","13,814","20,390","20,813","19,951","48,283","33,390","24,944","29,743"
2021,2,0,"31,490","2,986","1,702","1,318","1,405","3,380",969,"1,418",869,"1,436",980,"1,453","1,028","1,857","1,311","3,690","1,642","2,099","1,947"
2021,2,10,"50,581","5,074","2,520","1,548","3,342","7,549","1,309","1,768","1,136","1,614","1,269","1,246","1,365","3,005","2,966","5,493","2,313","3,650","3,414"
2021,2,20,"59,300","3,356","4,970","3,548","4,152","4,441","2,689","2,652","2,034","2,173","2,135","1,584","2,624","2,423","2,523","6,067","5,212","3,155","3,562"
2021,2,30,"57,595","3,277","5,290","3,999","2,757","3,953","2,737","2,978","1,999","2,455","2,086","2,592","2,609","2,074","1,802","5,984","5,060","2,728","3,215"
2021,2,40,"78,875","6,917","4,646","3,192","4,570","9,138","3,090","3,300","2,230","3,053","2,301","2,162","2,962","4,071","3,813","8,326","5,225","4,738","5,141"
2021,2,50,"76,517","4,986","4,926","3,629","4,819","6,665","3,848","3,348","2,926","2,832","2,537","2,042","3,592","3,504","3,573","8,208","5,433","4,385","5,264"
2021,2,60,"58,350","2,883","3,874","3,062","2,748","4,216","3,630","3,332","2,532","2,762","2,185","1,691","3,467","2,225","2,287","5,982","4,812","2,632","4,030"
2021,2,70,"28,803","1,323","1,738","1,371","1,455","1,737","1,876","1,731","1,355","1,404","1,057",775,"1,827","1,090","1,123","3,161","2,702","1,024","2,054"
2021,2,80,"10,833",492,669,595,538,727,567,546,468,509,361,218,814,454,463,"1,167",869,429,947
2021,2,90,"1,733",91,100,85,72,160,97,86,58,63,58,40,98,103,73,190,106,103,150
2021,2,100,193,6,15,15,10,7,12,8,12,10,8,11,4,7,17,15,16,1,19
2021,3,총,"452,677","31,274","30,212","22,242","25,768","41,823","20,689","20,987","15,452","18,225","14,903","13,789","20,239","20,600","19,742","49,213","33,175","24,854","29,490"
2021,3,0,"31,335","2,954","1,679","1,304","1,397","3,378",968,"1,422",848,"1,418",967,"1,460","1,018","1,830","1,305","3,771","1,624","2,071","1,921"
2021,3,10,"50,310","5,056","2,503","1,532","3,300","7,473","1,301","1,762","1,122","1,606","1,259","1,239","1,355","2,956","2,961","5,558","2,305","3,634","3,388"
2021,3,20,"59,186","3,353","4,963","3,551","4,149","4,392","2,671","2,635","1,991","2,189","2,149","1,569","2,583","2,408","2,480","6,191","5,215","3,147","3,550"
2021,3,30,"57,356","3,250","5,259","3,981","2,747","3,943","2,729","2,939","1,990","2,415","2,058","2,598","2,592","2,047","1,794","6,122","5,013","2,717","3,162"
2021,3,40,"78,407","6,879","4,607","3,170","4,518","9,045","3,052","3,290","2,196","3,022","2,286","2,166","2,938","4,036","3,782","8,448","5,186","4,706","5,080"
2021,3,50,"76,280","4,972","4,884","3,613","4,823","6,672","3,798","3,306","2,902","2,846","2,515","2,038","3,537","3,471","3,522","8,392","5,382","4,371","5,236"
2021,3,60,"58,632","2,909","3,868","3,056","2,728","4,272","3,646","3,306","2,537","2,768","2,209","1,701","3,487","2,236","2,283","6,141","4,806","2,648","4,031"
2021,3,70,"28,626","1,322","1,704","1,359","1,472","1,751","1,859","1,709","1,340","1,382","1,042",763,"1,816","1,068","1,094","3,202","2,679","1,029","2,035"
