년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2020,6,20,"46,606","2,959","2,752","1,669","2,064","4,987","1,285","1,704","1,424","3,046","2,198","1,988","5,462",992,989,"2,415","2,786","1,941","2,860","1,779","1,306"
2020,6,30,"49,692","3,878","2,952","1,802","2,288","5,107","1,458","1,657","1,709","3,057","2,047","2,165","3,942","1,219","1,582","2,416","3,030","2,452","3,448","1,634","1,849"
2020,6,40,"46,029","3,930","1,662","1,595","2,130","3,675","1,606","1,700","1,590","2,824","1,840","1,989","2,207",736,941,"3,918","4,611","1,935","3,831","1,533","1,776"
2020,6,50,"45,824","3,082","1,564","1,883","3,014","4,014","1,538","1,820","1,827","2,649","2,148","2,153","2,216","1,266","1,273","2,961","3,273","1,913","3,406","1,888","1,936"
2020,6,60,"40,264","2,024","1,153","1,524","2,686","3,874","1,362","1,817","1,751","2,327","1,891","1,999","1,512","1,614","1,498","2,140","2,624","1,647","2,852","1,905","2,064"
2020,6,70,"20,399",904,613,660,"1,407","1,895",703,884,899,"1,147",839,"1,046",601,840,914,"1,127","1,242",877,"1,461","1,169","1,171"
2020,6,80,"9,298",445,403,285,972,729,230,358,353,406,360,359,315,532,435,483,450,381,641,551,610
2020,6,90,"1,861",64,84,63,217,114,47,62,67,99,72,53,58,106,99,116,98,81,131,85,145
2020,6,100,157,11,3,4,7,11,5,19,4,6,6,4,4,1,2,7,17,16,7,16,7
2020,7,총,"302,936","21,574","12,579","10,918","16,710","27,168","9,595","11,505","10,882","17,916","12,862","13,288","18,270","7,789","8,379","20,006","22,975","13,372","23,009","11,824","12,315"
2020,7,0,"20,389","2,058",658,681,871,"1,478",646,642,589,"1,212",678,738,868,277,366,"1,780","1,978","1,298","2,275",592,704
2020,7,10,"22,470","2,230",611,751,"1,057","1,311",752,827,693,"1,169",761,818,984,226,314,"2,649","2,865",835,"2,133",717,767
2020,7,20,"46,667","2,953","2,825","1,677","2,071","5,003","1,276","1,712","1,416","3,054","2,216","1,982","5,493",979,987,"2,433","2,775","1,926","2,832","1,762","1,295"
2020,7,30,"49,532","3,858","2,994","1,782","2,265","5,086","1,434","1,643","1,683","3,050","2,050","2,143","4,003","1,219","1,566","2,386","3,020","2,448","3,431","1,619","1,852"
2020,7,40,"45,980","3,934","1,664","1,601","2,132","3,668","1,600","1,706","1,593","2,812","1,823","1,982","2,209",732,927,"3,917","4,603","1,945","3,844","1,530","1,758"
2020,7,50,"45,714","3,087","1,557","1,881","2,993","3,997","1,534","1,818","1,827","2,637","2,148","2,150","2,212","1,253","1,260","2,956","3,277","1,917","3,397","1,867","1,946"
2020,7,60,"40,368","2,031","1,163","1,523","2,712","3,859","1,363","1,826","1,750","2,325","1,902","2,016","1,524","1,617","1,504","2,147","2,634","1,644","2,861","1,908","2,059"
2020,7,70,"20,497",907,619,670,"1,409","1,912",707,888,907,"1,148",844,"1,049",606,836,918,"1,134","1,259",880,"1,454","1,177","1,173"
2020,7,80,"9,299",443,399,286,974,729,232,360,351,403,364,350,310,543,436,479,452,381,644,552,611
2020,7,90,"1,864",62,86,62,219,114,46,64,69,100,71,56,57,106,100,117,94,82,131,85,143
2020,7,100,156,11,3,4,7,11,5,19,4,6,5,4,4,1,1,8,18,16,7,15,7
2020,8,총,"302,273","21,587","12,636","10,926","16,635","27,115","9,567","11,458","10,883","17,856","12,822","13,262","18,350","7,755","8,354","19,877","22,950","13,333","22,937","11,751","12,219"
2020,8,0,"20,119","2,054",651,678,860,"1,446",638,636,578,"1,188",674,730,862,279,358,"1,736","1,950","1,289","2,249",578,685
2020,8,10,"22,359","2,241",593,747,"1,039","1,301",742,824,691,"1,154",755,834,972,224,313,"2,632","2,873",831,"2,120",718,755
2020,8,20,"46,695","2,968","2,878","1,679","2,059","5,024","1,284","1,689","1,424","3,086","2,218","1,963","5,569",974,978,"2,417","2,756","1,900","2,820","1,738","1,271"
2020,8,30,"49,332","3,854","2,997","1,797","2,261","5,076","1,427","1,630","1,663","3,015","2,043","2,123","4,027","1,206","1,560","2,363","3,002","2,448","3,407","1,612","1,821"
2020,8,40,"45,831","3,929","1,667","1,589","2,108","3,649","1,588","1,706","1,606","2,790","1,806","1,992","2,205",731,926,"3,882","4,622","1,943","3,825","1,509","1,758"
2020,8,50,"45,559","3,077","1,555","1,879","2,964","3,987","1,535","1,802","1,826","2,626","2,144","2,133","2,217","1,236","1,256","2,959","3,272","1,908","3,392","1,870","1,921"
2020,8,60,"40,440","2,036","1,172","1,529","2,735","3,858","1,361","1,830","1,759","2,334","1,907","2,017","1,522","1,619","1,501","2,135","2,637","1,654","2,870","1,897","2,067"
2020,8,70,"20,554",911,621,678,"1,406","1,920",709,890,907,"1,148",833,"1,055",605,833,922,"1,151","1,271",883,"1,460","1,170","1,181"
2020,8,80,"9,334",439,411,284,974,728,229,366,356,408,363,354,309,544,439,478,452,378,652,560,610
2020,8,90,"1,893",67,88,62,223,115,49,66,69,101,74,56,58,108,100,116,97,83,134,84,143
2020,8,100,157,11,3,4,6,11,5,19,4,6,5,5,4,1,1,8,18,16,8,15,7
2020,9,총,"301,593","21,533","12,645","10,900","16,589","27,019","9,550","11,437","10,850","17,822","12,818","13,181","18,423","7,730","8,319","19,835","22,905","13,291","22,848","11,725","12,173"
2020,9,0,"19,844","2,017",640,664,849,"1,410",633,637,575,"1,159",667,720,863,275,347,"1,717","1,927","1,282","2,222",561,679
2020,9,10,"22,273","2,243",577,752,"1,018","1,290",744,828,679,"1,143",763,823,965,221,308,"2,631","2,873",829,"2,126",711,749
2020,9,20,"46,707","2,952","2,899","1,659","2,047","5,050","1,296","1,677","1,439","3,102","2,215","1,955","5,617",969,983,"2,397","2,753","1,887","2,812","1,743","1,255"
2020,9,30,"49,058","3,838","3,010","1,801","2,263","5,037","1,401","1,625","1,634","2,995","2,035","2,103","4,038","1,194","1,551","2,365","2,966","2,430","3,341","1,612","1,819"
2020,9,40,"45,736","3,932","1,664","1,583","2,098","3,622","1,581","1,708","1,602","2,774","1,812","1,997","2,209",740,918,"3,859","4,644","1,950","3,813","1,492","1,738"
2020,9,50,"45,363","3,057","1,562","1,870","2,952","3,966","1,533","1,783","1,805","2,614","2,141","2,108","2,218","1,210","1,242","2,965","3,265","1,902","3,395","1,872","1,903"
2020,9,60,"40,560","2,058","1,173","1,539","2,743","3,861","1,363","1,840","1,771","2,360","1,906","1,998","1,538","1,636","1,504","2,140","2,633","1,655","2,868","1,903","2,071"
2020,9,70,"20,618",912,622,685,"1,415","1,927",714,891,904,"1,152",832,"1,060",605,833,923,"1,160","1,279",877,"1,468","1,167","1,192"
2020,9,80,"9,351",443,405,279,973,730,231,360,366,415,365,355,310,541,442,477,449,379,656,558,617
2020,9,90,"1,923",70,89,65,225,115,49,69,71,102,77,57,56,110,99,116,98,83,139,91,142
2020,9,100,160,11,4,3,6,11,5,19,4,6,5,5,4,1,2,8,18,17,8,15,8
2020,10,총,"301,164","21,552","12,691","10,856","16,535","26,974","9,517","11,386","10,818","17,808","12,816","13,164","18,449","7,701","8,297","19,801","22,899","13,308","22,792","11,679","12,121"
2020,10,0,"19,634","2,009",634,645,837,"1,401",627,623,567,"1,140",654,705,853,266,345,"1,700","1,917","1,283","2,210",551,667
2020,10,10,"22,147","2,235",576,750,998,"1,271",740,823,666,"1,140",739,821,959,222,303,"2,638","2,872",828,"2,116",706,744
2020,10,20,"46,708","2,959","2,919","1,656","2,046","5,075","1,295","1,676","1,439","3,146","2,227","1,947","5,589",964,985,"2,385","2,755","1,893","2,785","1,724","1,243"
2020,10,30,"48,955","3,834","3,033","1,787","2,256","4,995","1,398","1,614","1,629","2,979","2,045","2,091","4,092","1,178","1,547","2,362","2,939","2,426","3,344","1,589","1,817"
2020,10,40,"45,580","3,938","1,653","1,579","2,081","3,605","1,567","1,697","1,599","2,741","1,809","1,995","2,210",736,912,"3,831","4,647","1,962","3,806","1,489","1,723"
2020,10,50,"45,264","3,058","1,566","1,862","2,934","3,962","1,527","1,766","1,796","2,614","2,128","2,106","2,219","1,204","1,233","2,970","3,274","1,895","3,382","1,871","1,897"
2020,10,60,"40,724","2,080","1,184","1,535","2,770","3,883","1,359","1,837","1,774","2,372","1,928","2,006","1,547","1,634","1,506","2,151","2,638","1,668","2,877","1,909","2,066"
2020,10,70,"20,676",915,627,691,"1,405","1,931",718,899,905,"1,150",837,"1,074",608,838,917,"1,161","1,291",873,"1,466","1,177","1,193"
2020,10,80,"9,378",444,404,284,980,724,228,358,369,421,368,355,309,545,446,478,450,377,664,556,618
2020,10,90,"1,937",69,91,64,222,114,53,74,70,99,76,59,59,113,101,117,98,87,134,92,145
2020,10,100,161,11,4,3,6,13,5,19,4,6,5,5,4,1,2,8,18,16,8,15,8
2020,11,총,"300,876","21,582","12,764","10,826","16,512","26,978","9,501","11,341","10,819","17,764","12,794","13,145","18,438","7,658","8,261","19,756","22,901","13,285","22,803","11,662","12,086"
2020,11,0,"19,538","2,018",633,642,838,"1,393",618,615,571,"1,127",646,695,839,260,342,"1,695","1,916","1,272","2,197",547,674
2020,11,10,"21,994","2,234",572,735,988,"1,254",731,815,656,"1,131",743,822,934,222,297,"2,620","2,857",835,"2,119",699,730
2020,11,20,"46,696","2,946","2,957","1,657","2,046","5,102","1,300","1,663","1,446","3,151","2,224","1,947","5,589",947,976,"2,371","2,760","1,884","2,767","1,721","1,242"
2020,11,30,"48,895","3,861","3,085","1,760","2,259","4,970","1,391","1,609","1,639","2,958","2,035","2,071","4,106","1,168","1,543","2,345","2,935","2,417","3,344","1,591","1,808"
2020,11,40,"45,536","3,936","1,648","1,588","2,067","3,611","1,558","1,691","1,586","2,737","1,817","1,985","2,200",736,917,"3,833","4,640","1,969","3,815","1,488","1,714"
2020,11,50,"45,125","3,047","1,559","1,859","2,910","3,973","1,528","1,756","1,803","2,599","2,105","2,101","2,230","1,194","1,221","2,958","3,278","1,886","3,367","1,868","1,883"
2020,11,60,"40,852","2,094","1,189","1,544","2,777","3,875","1,366","1,835","1,775","2,383","1,935","2,020","1,568","1,636","1,499","2,156","2,652","1,667","2,909","1,904","2,068"
2020,11,70,"20,743",923,615,688,"1,416","1,945",723,905,901,"1,151",846,"1,080",598,841,925,"1,172","1,297",876,"1,470","1,179","1,192"
2020,11,80,"9,385",441,412,286,986,727,227,357,366,418,364,357,309,539,442,481,448,375,669,560,621
2020,11,90,"1,950",71,90,65,219,115,54,76,72,103,74,62,61,113,97,117,101,87,138,90,145
2020,11,100,162,11,4,2,6,13,5,19,4,6,5,5,4,2,2,8,17,17,8,15,9
2020,12,총,"300,151","21,532","12,850","10,762","16,474","26,928","9,461","11,321","10,783","17,707","12,762","13,098","18,400","7,629","8,238","19,636","22,837","13,268","22,688","11,714","12,063"
2020,12,0,"19,338","2,007",635,635,833,"1,381",611,614,556,"1,096",641,677,821,263,341,"1,670","1,917","1,254","2,160",555,671
2020,12,10,"21,847","2,229",567,721,978,"1,239",718,809,659,"1,124",734,813,925,223,293,"2,604","2,832",843,"2,114",690,732
2020,12,20,"46,681","2,913","3,001","1,662","2,029","5,120","1,302","1,650","1,448","3,176","2,236","1,973","5,564",943,959,"2,345","2,752","1,883","2,753","1,729","1,243"
2020,12,30,"48,788","3,862","3,115","1,748","2,259","4,962","1,384","1,605","1,625","2,943","2,032","2,041","4,125","1,163","1,553","2,324","2,925","2,404","3,300","1,612","1,806"
2020,12,40,"45,346","3,919","1,654","1,575","2,055","3,605","1,537","1,692","1,578","2,710","1,815","1,977","2,191",731,904,"3,812","4,610","1,982","3,798","1,500","1,701"
2020,12,50,"44,932","3,032","1,563","1,850","2,907","3,953","1,516","1,745","1,805","2,585","2,080","2,083","2,231","1,179","1,211","2,955","3,276","1,880","3,350","1,859","1,872"
2020,12,60,"40,931","2,114","1,180","1,529","2,788","3,877","1,381","1,845","1,768","2,396","1,934","2,011","1,574","1,634","1,504","2,154","2,659","1,661","2,932","1,910","2,080"
2020,12,70,"20,728",929,625,687,"1,412","1,931",720,900,896,"1,151",847,"1,094",602,839,929,"1,166","1,299",876,"1,464","1,184","1,177"
2020,12,80,"9,446",444,416,286,990,729,231,364,372,417,359,362,303,540,445,482,454,381,676,570,625
2020,12,90,"1,950",72,90,67,217,118,56,78,71,103,79,62,60,112,97,116,96,87,133,90,146
2020,12,100,164,11,4,2,6,13,5,19,5,6,5,5,4,2,2,8,17,17,8,15,10
2021,1,총,"299,718","21,524","12,864","10,701","16,467","26,890","9,449","11,249","10,766","17,715","12,759","13,032","18,454","7,592","8,232","19,569","22,858","13,221","22,631","11,728","12,017"
2021,1,0,"19,090","2,000",636,625,827,"1,361",600,598,553,"1,082",626,661,815,254,339,"1,637","1,896","1,237","2,128",549,666
2021,1,10,"21,794","2,227",574,706,982,"1,229",715,810,660,"1,117",724,808,937,220,291,"2,602","2,836",840,"2,114",682,720
2021,1,20,"46,512","2,886","3,006","1,647","2,019","5,124","1,291","1,640","1,456","3,180","2,249","1,973","5,540",922,953,"2,331","2,767","1,846","2,736","1,712","1,234"
2021,1,30,"48,652","3,861","3,112","1,736","2,248","4,951","1,382","1,572","1,606","2,959","2,038","2,010","4,169","1,169","1,548","2,311","2,895","2,404","3,273","1,623","1,785"
2021,1,40,"45,252","3,910","1,645","1,568","2,039","3,577","1,536","1,679","1,576","2,699","1,814","1,968","2,202",736,912,"3,795","4,607","1,976","3,792","1,509","1,712"
2021,1,50,"44,831","3,043","1,573","1,851","2,898","3,950","1,514","1,735","1,802","2,571","2,094","2,067","2,209","1,157","1,208","2,957","3,288","1,866","3,344","1,853","1,851"
2021,1,60,"41,154","2,137","1,178","1,528","2,823","3,887","1,391","1,850","1,765","2,418","1,934","2,016","1,600","1,638","1,503","2,154","2,684","1,683","2,956","1,928","2,081"
2021,1,70,"20,784",930,621,688,"1,410","1,944",720,893,900,"1,153",839,"1,096",609,843,935,"1,168","1,310",881,"1,465","1,191","1,188"
2021,1,80,"9,529",448,425,282,997,730,238,373,370,428,360,367,310,541,445,490,461,384,681,575,624
2021,1,90,"1,954",71,90,68,217,124,57,80,73,102,76,61,59,110,96,116,97,87,134,91,145
2021,1,100,166,11,4,2,7,13,5,19,5,6,5,5,4,2,2,8,17,17,8,15,11
2021,2,총,"299,813","21,646","12,869","10,641","16,430","26,878","9,409","11,203","10,755","17,698","12,776","12,991","18,433","7,555","8,226","19,509","22,778","13,672","22,577","11,801","11,966"
2021,2,0,"18,996","1,979",625,606,823,"1,319",597,583,551,"1,065",616,653,795,252,339,"1,614","1,871","1,400","2,101",557,650
2021,2,10,"21,711","2,215",566,714,974,"1,218",702,806,659,"1,106",728,800,945,219,291,"2,575","2,808",895,"2,099",681,710
2021,2,20,"46,560","3,016","2,999","1,625","1,994","5,170","1,287","1,626","1,458","3,200","2,262","1,966","5,493",904,938,"2,332","2,781","1,852","2,730","1,704","1,223"
2021,2,30,"48,615","3,865","3,126","1,724","2,246","4,916","1,367","1,550","1,590","2,963","2,045","1,998","4,200","1,161","1,549","2,266","2,870","2,488","3,249","1,670","1,772"
2021,2,40,"45,257","3,919","1,638","1,567","2,029","3,582","1,521","1,684","1,577","2,694","1,804","1,959","2,194",728,909,"3,797","4,591","2,063","3,784","1,517","1,700"
2021,2,50,"44,765","3,029","1,583","1,830","2,892","3,936","1,515","1,740","1,795","2,566","2,088","2,046","2,205","1,157","1,213","2,981","3,284","1,877","3,336","1,842","1,850"
2021,2,60,"41,341","2,156","1,191","1,531","2,839","3,906","1,397","1,844","1,772","2,423","1,950","2,031","1,611","1,633","1,507","2,157","2,687","1,706","2,977","1,942","2,081"
2021,2,70,"20,830",930,625,691,"1,406","1,951",721,896,904,"1,148",838,"1,101",610,846,929,"1,175","1,303",888,"1,468","1,201","1,199"
2021,2,80,"9,595",450,421,282,"1,002",739,240,379,370,425,361,369,317,540,452,488,466,399,690,579,626
2021,2,90,"1,973",76,91,69,218,128,57,76,74,101,78,63,59,113,97,115,100,87,134,92,145
2021,2,100,170,11,4,2,7,13,5,19,5,7,6,5,4,2,2,9,17,17,9,16,10
2021,3,총,"298,876","21,625","12,859","10,561","16,321","26,743","9,313","11,139","10,700","17,692","12,754","12,895","18,424","7,518","8,187","19,340","22,619","14,202","22,355","11,729","11,900"
2021,3,0,"18,957","1,972",625,598,817,"1,322",581,576,549,"1,055",609,635,791,247,333,"1,583","1,863","1,535","2,052",569,645
2021,3,10,"21,649","2,223",562,700,952,"1,212",701,805,655,"1,110",722,790,942,220,285,"2,549","2,800",947,"2,080",690,704
2021,3,20,"46,742","3,026","3,024","1,620","1,985","5,186","1,299","1,640","1,462","3,224","2,292","1,979","5,525",900,927,"2,323","2,783","1,920","2,716","1,701","1,210"
2021,3,30,"48,578","3,884","3,107","1,715","2,225","4,883","1,354","1,538","1,573","2,960","2,062","1,965","4,210","1,157","1,538","2,245","2,850","2,628","3,225","1,701","1,758"
2021,3,40,"45,028","3,891","1,642","1,562","2,019","3,588","1,505","1,675","1,567","2,695","1,785","1,955","2,180",725,903,"3,757","4,519","2,144","3,728","1,510","1,678"
2021,3,50,"44,383","3,044","1,567","1,803","2,858","3,885","1,498","1,713","1,765","2,544","2,085","2,019","2,176","1,136","1,200","2,959","3,274","1,927","3,284","1,811","1,835"
2021,3,60,"41,407","2,156","1,202","1,533","2,849","3,886","1,394","1,847","1,786","2,442","1,922","2,029","1,617","1,642","1,518","2,159","2,678","1,728","3,008","1,926","2,085"
2021,3,70,"20,610",913,619,678,"1,397","1,923",700,891,904,"1,140",838,"1,092",604,838,929,"1,164","1,297",887,"1,444","1,154","1,198"
2021,3,80,"9,570",441,419,286,"1,000",734,232,378,370,425,364,367,314,544,456,485,459,399,687,573,637
2021,3,90,"1,891",72,89,66,212,119,49,71,68,96,73,62,62,107,97,110,92,84,127,92,143
2021,3,100,61,3,3,0,7,5,0,5,1,1,2,2,3,2,1,6,4,3,4,2,7
2021,4,총,"299,114","21,653","12,880","10,511","16,329","26,733","9,310","11,154","10,682","17,710","12,732","12,892","18,411","7,512","8,169","19,282","22,600","14,656","22,290","11,735","11,873"
2021,4,0,"18,900","1,965",619,599,811,"1,304",574,566,556,"1,040",592,632,789,244,335,"1,564","1,853","1,612","2,037",570,638
2021,4,10,"21,650","2,215",552,699,959,"1,198",705,814,653,"1,099",720,785,932,219,280,"2,542","2,804","1,005","2,079",686,704
2021,4,20,"46,774","3,050","3,044","1,599","1,989","5,212","1,293","1,620","1,456","3,246","2,301","2,001","5,487",900,916,"2,328","2,782","1,949","2,697","1,708","1,196"
2021,4,30,"48,718","3,904","3,120","1,706","2,246","4,886","1,367","1,542","1,566","2,976","2,069","1,948","4,245","1,163","1,538","2,225","2,821","2,706","3,204","1,711","1,775"
2021,4,40,"44,973","3,881","1,628","1,550","2,010","3,574","1,495","1,684","1,564","2,671","1,775","1,946","2,186",729,904,"3,754","4,511","2,235","3,711","1,502","1,663"
2021,4,50,"44,253","3,031","1,584","1,799","2,836","3,884","1,486","1,711","1,751","2,576","2,066","2,006","2,165","1,126","1,183","2,942","3,267","1,963","3,268","1,788","1,821"
2021,4,60,"41,633","2,175","1,204","1,526","2,857","3,885","1,407","1,860","1,790","2,436","1,936","2,050","1,625","1,637","1,526","2,163","2,695","1,780","3,034","1,954","2,093"
2021,4,70,"20,621",919,621,677,"1,400","1,923",702,894,908,"1,142",827,"1,089",600,842,925,"1,163","1,313",905,"1,442","1,142","1,187"
2021,4,80,"9,621",440,418,288,"1,001",736,231,385,370,424,372,371,318,544,464,486,454,411,689,574,645
2021,4,90,"1,909",70,87,68,213,125,50,73,67,99,72,62,61,106,97,109,96,87,125,98,144
2021,4,100,62,3,3,0,7,6,0,5,1,1,2,2,3,2,1,6,4,3,4,2,7
2021,5,총,"299,076","21,670","12,883","10,518","16,287","26,706","9,282","11,121","10,629","17,732","12,729","12,815","18,414","7,494","8,161","19,205","22,596","15,005","22,242","11,737","11,850"
2021,5,0,"18,800","1,947",616,606,806,"1,282",563,569,550,"1,034",585,623,774,242,338,"1,555","1,828","1,653","2,026",568,635
2021,5,10,"21,607","2,224",544,689,941,"1,189",705,809,643,"1,107",716,779,941,219,272,"2,524","2,806","1,036","2,079",679,705
2021,5,20,"46,696","3,050","3,036","1,602","1,984","5,231","1,282","1,618","1,453","3,257","2,301","1,984","5,481",912,913,"2,307","2,769","1,964","2,667","1,705","1,180"
2021,5,30,"48,764","3,912","3,143","1,719","2,243","4,885","1,358","1,539","1,560","2,980","2,078","1,925","4,233","1,160","1,533","2,205","2,807","2,783","3,206","1,727","1,768"
