년도,월,나이,경기도 양주시,경기도 양주시 백석읍,경기도 양주시 은현면,경기도 양주시 남면,경기도 양주시 광적면,경기도 양주시 장흥면,경기도 양주시 양주1동,경기도 양주시 양주2동,경기도 양주시 회천1동,경기도 양주시 회천2동,경기도 양주시 회천3동,경기도 양주시 회천4동
2020,3,총,"113,515","13,445","3,490","4,033","6,590","5,280","2,849","24,825","5,258","13,846","13,923","19,976"
2020,3,0,"10,095",742,93,208,352,280,116,"2,746",329,"1,057","1,264","2,908"
2020,3,10,"12,193","1,383",189,231,501,317,166,"3,665",409,"1,452","1,964","1,916"
2020,3,20,"14,252","1,830",420,543,785,617,312,"2,602",957,"1,894","1,989","2,303"
2020,3,30,"14,150","1,299",332,505,695,618,266,"2,738",656,"1,534","1,514","3,993"
2020,3,40,"19,966","2,056",457,502,"1,030",634,383,"5,307",768,"2,337","2,693","3,799"
2020,3,50,"19,377","2,675",787,800,"1,429",896,579,"3,722",997,"2,777","2,359","2,356"
2020,3,60,"13,468","2,051",737,748,"1,077","1,047",573,"2,116",665,"1,706","1,133","1,615"
2020,3,70,"7,289","1,004",337,343,501,619,322,"1,465",340,815,665,878
2020,3,80,"2,498",377,123,136,203,223,124,428,122,256,310,196
2020,3,90,216,28,15,15,17,26,6,36,13,18,30,12
2020,3,100,11,0,0,2,0,3,2,0,2,0,2,0
2020,4,총,"113,980","13,426","3,482","4,010","6,588","5,307","2,841","24,726","5,244","13,832","13,832","20,692"
2020,4,0,"10,088",739,98,206,350,279,116,"2,721",331,"1,043","1,240","2,965"
2020,4,10,"12,220","1,372",186,225,500,309,162,"3,643",402,"1,441","1,945","2,035"
2020,4,20,"14,341","1,824",417,544,775,631,312,"2,591",966,"1,894","1,982","2,405"
2020,4,30,"14,184","1,305",328,505,695,623,262,"2,709",653,"1,526","1,502","4,076"
2020,4,40,"19,983","2,024",447,491,"1,029",639,382,"5,254",750,"2,337","2,658","3,972"
2020,4,50,"19,493","2,692",794,791,"1,421",889,581,"3,736",995,"2,777","2,356","2,461"
2020,4,60,"13,593","2,054",742,751,"1,092","1,062",574,"2,135",666,"1,723","1,127","1,667"
2020,4,70,"7,320","1,007",335,342,510,620,321,"1,465",343,810,672,895
2020,4,80,"2,527",380,120,138,199,224,124,435,123,263,317,204
2020,4,90,221,29,15,15,17,28,6,37,13,18,31,12
2020,4,100,10,0,0,2,0,3,1,0,2,0,2,0
2020,5,총,"114,236","13,414","3,479","4,000","6,566","5,330","2,841","24,652","5,251","13,826","13,833","21,044"
2020,5,0,"10,080",737,98,203,352,280,115,"2,696",332,"1,030","1,239","2,998"
2020,5,10,"12,200","1,359",184,221,489,303,155,"3,629",395,"1,444","1,943","2,078"
2020,5,20,"14,396","1,808",418,547,770,648,321,"2,591",961,"1,891","1,982","2,459"
2020,5,30,"14,179","1,308",323,504,695,611,266,"2,671",666,"1,520","1,488","4,127"
2020,5,40,"20,007","2,023",447,489,"1,025",641,377,"5,232",747,"2,328","2,642","4,056"
2020,5,50,"19,558","2,692",792,782,"1,404",900,581,"3,736","1,001","2,789","2,374","2,507"
2020,5,60,"13,670","2,066",746,751,"1,104","1,053",571,"2,145",663,"1,738","1,133","1,700"
2020,5,70,"7,366","1,010",338,351,509,634,320,"1,473",348,805,679,899
2020,5,80,"2,545",382,118,135,201,227,128,441,123,264,320,206
2020,5,90,225,29,15,15,17,30,6,38,13,17,31,14
2020,5,100,10,0,0,2,0,3,1,0,2,0,2,0
2020,6,총,"114,757","13,394","3,459","3,996","6,560","5,334","2,838","24,638","5,237","13,801","13,754","21,746"
2020,6,0,"10,117",726,95,199,349,280,112,"2,676",332,"1,026","1,224","3,098"
2020,6,10,"12,230","1,354",181,224,488,300,156,"3,608",388,"1,437","1,920","2,174"
2020,6,20,"14,441","1,786",417,551,770,642,322,"2,616",958,"1,871","1,978","2,530"
2020,6,30,"14,273","1,296",320,493,690,617,264,"2,666",661,"1,537","1,466","4,263"
2020,6,40,"20,092","2,023",440,489,"1,019",647,374,"5,212",744,"2,318","2,627","4,199"
2020,6,50,"19,576","2,685",789,777,"1,397",888,579,"3,726",996,"2,777","2,359","2,603"
2020,6,60,"13,823","2,099",745,755,"1,113","1,059",579,"2,163",669,"1,751","1,145","1,745"
2020,6,70,"7,413","1,016",339,354,516,637,316,"1,490",350,801,684,910
2020,6,80,"2,551",379,118,138,201,231,128,440,124,265,317,210
2020,6,90,231,30,15,14,17,30,7,41,13,18,32,14
2020,6,100,10,0,0,2,0,3,1,0,2,0,2,0
2020,7,총,"115,695","13,355","3,440","3,976","6,519","5,309","2,834","24,597","5,195","13,739","13,652","23,079"
2020,7,0,"10,225",718,87,189,340,276,110,"2,634",327,"1,006","1,206","3,332"
2020,7,10,"12,329","1,348",183,220,486,300,156,"3,591",386,"1,427","1,896","2,336"
2020,7,20,"14,484","1,774",418,536,758,632,319,"2,636",940,"1,859","1,952","2,660"
2020,7,30,"14,477","1,282",313,495,681,611,259,"2,679",654,"1,529","1,458","4,516"
2020,7,40,"20,218","2,016",429,492,"1,005",643,372,"5,177",734,"2,292","2,601","4,457"
2020,7,50,"19,727","2,690",797,779,"1,399",888,578,"3,719",999,"2,776","2,334","2,768"
2020,7,60,"13,950","2,089",743,753,"1,116","1,060",585,"2,181",666,"1,754","1,168","1,835"
2020,7,70,"7,457","1,024",336,357,516,633,319,"1,494",349,807,681,941
2020,7,80,"2,581",381,119,138,201,232,128,444,125,271,322,220
2020,7,90,236,33,15,15,17,30,7,42,13,18,32,14
2020,7,100,11,0,0,2,0,4,1,0,2,0,2,0
2020,8,총,"116,194","13,347","3,445","3,957","6,503","5,308","2,826","24,574","5,185","13,744","13,636","23,669"
2020,8,0,"10,246",712,87,188,335,273,107,"2,583",336,"1,005","1,195","3,425"
2020,8,10,"12,341","1,327",187,211,492,299,157,"3,590",381,"1,414","1,879","2,404"
2020,8,20,"14,534","1,780",416,536,748,631,320,"2,658",929,"1,866","1,962","2,688"
2020,8,30,"14,535","1,259",310,493,671,607,253,"2,669",648,"1,523","1,465","4,637"
2020,8,40,"20,305","2,019",431,489,"1,004",633,369,"5,154",732,"2,284","2,584","4,606"
2020,8,50,"19,803","2,695",797,768,"1,393",890,581,"3,742",995,"2,778","2,341","2,823"
2020,8,60,"14,089","2,108",746,760,"1,123","1,061",588,"2,194",675,"1,774","1,172","1,888"
2020,8,70,"7,484","1,031",339,359,519,636,315,"1,495",348,810,672,960
2020,8,80,"2,603",384,116,136,199,243,127,447,127,270,332,222
2020,8,90,243,32,16,15,19,31,8,42,12,20,32,16
2020,8,100,11,0,0,2,0,4,1,0,2,0,2,0
2020,9,총,"116,428","13,341","3,427","3,944","6,491","5,306","2,813","24,579","5,178","13,778","13,652","23,919"
2020,9,0,"10,249",712,83,189,330,270,108,"2,552",334,"1,012","1,198","3,461"
2020,9,10,"12,304","1,322",181,205,485,298,154,"3,579",382,"1,412","1,864","2,422"
2020,9,20,"14,602","1,790",413,539,748,635,313,"2,692",923,"1,872","1,971","2,706"
2020,9,30,"14,535","1,258",302,480,669,597,258,"2,650",652,"1,521","1,463","4,685"
2020,9,40,"20,287","2,005",427,481,992,625,370,"5,140",734,"2,289","2,562","4,662"
2020,9,50,"19,836","2,698",790,765,"1,381",881,570,"3,775",987,"2,774","2,362","2,853"
2020,9,60,"14,224","2,109",753,773,"1,146","1,075",592,"2,198",679,"1,795","1,191","1,913"
2020,9,70,"7,507","1,027",343,356,523,641,312,"1,495",348,811,674,977
2020,9,80,"2,628",388,120,138,196,248,127,457,125,272,333,224
2020,9,90,245,32,15,16,21,32,8,41,12,20,32,16
2020,9,100,11,0,0,2,0,4,1,0,2,0,2,0
2020,10,총,"116,719","13,350","3,423","3,955","6,480","5,329","2,812","24,591","5,176","13,772","13,713","24,118"
2020,10,0,"10,222",708,76,188,325,268,107,"2,533",331,"1,000","1,200","3,486"
2020,10,10,"12,301","1,308",180,220,482,301,151,"3,568",386,"1,405","1,847","2,453"
2020,10,20,"14,658","1,808",412,537,735,637,315,"2,704",917,"1,871","2,012","2,710"
2020,10,30,"14,519","1,248",299,479,670,605,253,"2,639",640,"1,523","1,477","4,686"
2020,10,40,"20,351","2,009",430,488,991,627,368,"5,128",744,"2,286","2,559","4,721"
2020,10,50,"19,902","2,700",789,756,"1,379",888,570,"3,786",987,"2,774","2,380","2,893"
2020,10,60,"14,329","2,123",758,776,"1,157","1,078",594,"2,230",680,"1,804","1,197","1,932"
2020,10,70,"7,516","1,020",341,357,523,638,320,"1,493",349,815,672,988
2020,10,80,"2,666",397,123,137,197,251,125,468,128,273,335,232
2020,10,90,243,29,15,15,21,32,8,42,12,21,31,17
2020,10,100,12,0,0,2,0,4,1,0,2,0,3,0
2020,11,총,"116,847","13,363","3,413","3,945","6,460","5,349","2,817","24,619","5,166","13,779","13,738","24,198"
2020,11,0,"10,200",705,76,185,319,272,105,"2,518",333,998,"1,204","3,485"
2020,11,10,"12,271","1,306",176,217,474,299,152,"3,557",386,"1,399","1,821","2,484"
2020,11,20,"14,693","1,808",411,529,744,644,313,"2,727",905,"1,864","2,038","2,710"
2020,11,30,"14,492","1,259",297,478,663,605,253,"2,622",639,"1,520","1,490","4,666"
2020,11,40,"20,347","2,006",431,484,980,624,367,"5,123",741,"2,284","2,547","4,760"
2020,11,50,"19,938","2,695",781,756,"1,375",897,574,"3,797",988,"2,780","2,388","2,907"
2020,11,60,"14,435","2,135",758,788,"1,163","1,077",600,"2,257",684,"1,824","1,204","1,945"
2020,11,70,"7,524","1,026",345,354,523,643,316,"1,496",347,813,670,991
2020,11,80,"2,693",397,124,136,198,252,128,480,128,276,341,233
2020,11,90,242,26,14,16,21,32,8,42,13,21,32,17
2020,11,100,12,0,0,2,0,4,1,0,2,0,3,0
2020,12,총,"116,916","13,348","3,397","3,915","6,436","5,358","2,822","24,628","5,167","13,799","13,756","24,290"
2020,12,0,"10,178",695,77,181,313,271,107,"2,497",328,"1,005","1,200","3,504"
2020,12,10,"12,224","1,302",176,219,462,298,149,"3,552",384,"1,389","1,798","2,495"
2020,12,20,"14,756","1,792",408,523,747,652,320,"2,745",905,"1,886","2,065","2,713"
2020,12,30,"14,464","1,255",290,471,656,598,255,"2,617",648,"1,516","1,489","4,669"
2020,12,40,"20,345","2,004",430,485,972,627,360,"5,124",739,"2,280","2,540","4,784"
2020,12,50,"19,961","2,705",781,750,"1,374",893,572,"3,809",985,"2,784","2,402","2,906"
2020,12,60,"14,497","2,144",757,782,"1,169","1,088",605,"2,248",688,"1,830","1,215","1,971"
2020,12,70,"7,537","1,033",342,351,520,645,316,"1,504",346,813,671,996
2020,12,80,"2,704",393,122,137,202,250,129,489,130,274,341,237
2020,12,90,238,25,14,14,21,32,8,43,12,22,32,15
2020,12,100,12,0,0,2,0,4,1,0,2,0,3,0
2021,1,총,"117,346","13,346","3,394","3,897","6,446","5,338","2,816","24,597","5,147","13,820","13,730","24,815"
2021,1,0,"10,158",683,74,178,312,257,105,"2,460",318,998,"1,177","3,596"
2021,1,10,"12,274","1,298",172,211,459,298,150,"3,537",393,"1,392","1,794","2,570"
2021,1,20,"14,761","1,798",406,513,747,664,319,"2,752",893,"1,866","2,066","2,737"
2021,1,30,"14,541","1,253",292,475,658,595,254,"2,615",651,"1,526","1,493","4,729"
2021,1,40,"20,375","1,996",424,492,966,615,357,"5,073",739,"2,261","2,515","4,937"
2021,1,50,"20,053","2,702",777,739,"1,382",889,564,"3,845",976,"2,797","2,409","2,973"
2021,1,60,"14,627","2,160",767,786,"1,179","1,088",614,"2,260",690,"1,863","1,226","1,994"
2021,1,70,"7,558","1,034",345,352,513,646,313,"1,516",340,817,671,"1,011"
2021,1,80,"2,748",396,122,135,209,250,131,496,133,278,345,253
2021,1,90,239,26,15,14,21,32,8,43,12,22,31,15
2021,1,100,12,0,0,2,0,4,1,0,2,0,3,0
2021,2,총,"118,218","13,320","3,374","3,884","6,437","5,346","2,815","24,447","5,137","13,784","13,617","26,057"
2021,2,0,"10,287",667,73,178,309,258,102,"2,404",314,"1,001","1,164","3,817"
2021,2,10,"12,365","1,295",170,205,459,294,146,"3,497",390,"1,382","1,768","2,759"
2021,2,20,"14,809","1,793",401,514,746,660,325,"2,760",896,"1,833","2,040","2,841"
2021,2,30,"14,670","1,250",289,473,645,601,251,"2,586",642,"1,532","1,498","4,903"
2021,2,40,"20,498","1,974",419,486,966,609,353,"4,998",736,"2,235","2,475","5,247"
2021,2,50,"20,219","2,715",775,731,"1,375",897,562,"3,872",974,"2,795","2,395","3,128"
2021,2,60,"14,763","2,163",765,793,"1,190","1,094",619,"2,270",698,"1,883","1,231","2,057"
2021,2,70,"7,567","1,035",347,351,515,642,311,"1,517",338,816,667,"1,028"
2021,2,80,"2,785",402,120,137,210,255,137,500,135,286,344,259
2021,2,90,243,26,15,14,22,33,8,43,12,21,31,18
2021,2,100,12,0,0,2,0,3,1,0,2,0,4,0
2021,3,총,"118,821","13,283","3,352","3,846","6,423","5,346","2,805","24,434","5,114","13,759","13,592","26,867"
2021,3,0,"10,322",654,71,175,308,256,103,"2,395",306,990,"1,158","3,906"
2021,3,10,"12,428","1,299",176,192,458,288,146,"3,498",391,"1,377","1,770","2,833"
2021,3,20,"14,848","1,780",394,520,744,658,325,"2,739",885,"1,825","2,031","2,947"
2021,3,30,"14,749","1,230",293,469,635,601,251,"2,588",633,"1,536","1,492","5,021"
2021,3,40,"20,613","1,978",415,474,959,605,355,"4,970",731,"2,235","2,457","5,434"
2021,3,50,"20,297","2,697",764,727,"1,373",898,551,"3,888",977,"2,782","2,388","3,252"
2021,3,60,"14,923","2,181",771,796,"1,202","1,097",619,"2,282",706,"1,897","1,240","2,132"
2021,3,70,"7,608","1,038",340,342,520,650,313,"1,526",337,817,666,"1,059"
2021,3,80,"2,793",400,115,137,206,257,135,506,134,282,355,266
2021,3,90,230,26,13,14,18,33,7,42,12,18,30,17
2021,3,100,10,0,0,0,0,3,0,0,2,0,5,0
2021,4,총,"119,207","13,288","3,340","3,847","6,427","5,373","2,813","24,512","5,118","13,755","13,558","27,176"
2021,4,0,"10,335",642,74,174,313,263,104,"2,383",313,998,"1,147","3,924"
2021,4,10,"12,407","1,296",167,188,457,289,146,"3,493",390,"1,366","1,756","2,859"
2021,4,20,"14,910","1,767",389,522,743,664,324,"2,771",873,"1,829","2,031","2,997"
2021,4,30,"14,766","1,237",292,464,632,600,252,"2,576",652,"1,531","1,477","5,053"
2021,4,40,"20,684","1,973",417,478,946,614,357,"4,989",729,"2,221","2,454","5,506"
2021,4,50,"20,341","2,698",763,719,"1,380",891,551,"3,914",963,"2,777","2,384","3,301"
2021,4,60,"15,081","2,201",774,808,"1,214","1,109",622,"2,313",714,"1,908","1,253","2,165"
2021,4,70,"7,640","1,045",337,341,519,652,312,"1,520",337,821,665,"1,091"
2021,4,80,"2,801",403,115,139,204,257,137,509,133,286,357,261
2021,4,90,231,26,12,14,19,31,8,44,11,18,29,19
2021,4,100,11,0,0,0,0,3,0,0,3,0,5,0
2021,5,총,"119,349","13,313","3,334","3,841","6,423","5,393","2,792","24,511","5,118","13,777","13,554","27,293"
2021,5,0,"10,301",634,76,177,305,263,101,"2,366",314,997,"1,143","3,925"
2021,5,10,"12,426","1,292",167,181,459,289,148,"3,502",394,"1,364","1,748","2,882"
2021,5,20,"14,899","1,766",387,528,743,661,320,"2,769",867,"1,822","2,022","3,014"
2021,5,30,"14,769","1,253",291,463,636,599,251,"2,544",656,"1,541","1,499","5,036"
2021,5,40,"20,645","1,971",410,477,932,619,351,"4,972",728,"2,217","2,433","5,535"
2021,5,50,"20,374","2,689",765,717,"1,378",895,544,"3,930",955,"2,770","2,396","3,335"
2021,5,60,"15,219","2,223",767,808,"1,227","1,124",624,"2,353",718,"1,935","1,251","2,189"
2021,5,70,"7,664","1,056",341,340,518,652,311,"1,517",338,828,661,"1,102"
2021,5,80,"2,811",403,118,135,206,260,134,512,134,285,367,257
2021,5,90,231,26,12,15,19,29,8,46,11,18,29,18
2021,5,100,10,0,0,0,0,2,0,0,3,0,5,0
2021,6,총,"119,411","13,332","3,345","3,833","6,433","5,413","2,787","24,499","5,115","13,788","13,562","27,304"
2021,6,0,"10,292",626,79,180,311,262,103,"2,339",317,999,"1,142","3,934"
2021,6,10,"12,405","1,292",168,178,454,283,147,"3,517",388,"1,357","1,745","2,876"
2021,6,20,"14,886","1,781",390,518,739,667,317,"2,751",875,"1,824","2,024","3,000"
2021,6,30,"14,692","1,241",295,464,639,588,253,"2,538",658,"1,528","1,490","4,998"
2021,6,40,"20,669","1,970",407,480,927,621,349,"4,960",723,"2,227","2,434","5,571"
2021,6,50,"20,381","2,686",763,705,"1,379",902,540,"3,952",944,"2,753","2,403","3,354"
2021,6,60,"15,329","2,237",772,820,"1,246","1,137",625,"2,361",723,"1,962","1,261","2,185"
2021,6,70,"7,671","1,065",341,335,513,654,310,"1,519",338,832,661,"1,103"
2021,6,80,"2,839",406,118,137,206,264,135,517,135,288,368,265
2021,6,90,237,28,12,16,19,33,8,45,11,18,29,18
2021,6,100,10,0,0,0,0,2,0,0,3,0,5,0
2021,7,총,"119,411","13,347","3,338","3,848","6,435","5,446","2,776","24,476","5,117","13,787","13,531","27,310"
2021,7,0,"10,243",619,77,181,315,264,103,"2,321",317,988,"1,141","3,917"
2021,7,10,"12,395","1,293",167,182,448,285,147,"3,519",391,"1,353","1,728","2,882"
2021,7,20,"14,830","1,771",390,519,745,679,311,"2,738",867,"1,825","2,017","2,968"
2021,7,30,"14,637","1,244",291,457,635,585,250,"2,525",662,"1,524","1,479","4,985"
2021,7,40,"20,668","1,972",403,487,931,632,343,"4,949",719,"2,220","2,409","5,603"
2021,7,50,"20,395","2,676",756,698,"1,378",909,540,"3,958",941,"2,752","2,429","3,358"
2021,7,60,"15,450","2,266",780,828,"1,243","1,137",630,"2,379",732,"1,977","1,277","2,201"
2021,7,70,"7,673","1,068",343,340,514,655,308,"1,520",339,833,647,"1,106"
2021,7,80,"2,875",410,120,140,207,267,135,523,135,297,370,271
2021,7,90,235,28,11,16,19,31,9,44,11,18,29,19
2021,7,100,10,0,0,0,0,2,0,0,3,0,5,0
2021,8,총,"119,603","13,335","3,328","3,861","6,451","5,482","2,772","24,537","5,111","13,806","13,549","27,371"
2021,8,0,"10,217",615,73,187,312,267,102,"2,308",320,985,"1,138","3,910"
2021,8,10,"12,393","1,292",160,182,464,283,148,"3,515",383,"1,350","1,713","2,903"
2021,8,20,"14,867","1,759",396,522,743,679,311,"2,764",861,"1,818","2,046","2,968"
2021,8,30,"14,605","1,239",287,460,637,594,249,"2,502",655,"1,530","1,469","4,983"
2021,8,40,"20,658","1,967",400,492,932,630,340,"4,952",717,"2,229","2,398","5,601"
2021,8,50,"20,475","2,672",754,693,"1,367",921,538,"4,007",940,"2,741","2,439","3,403"
2021,8,60,"15,559","2,284",788,826,"1,254","1,134",635,"2,391",744,"2,002","1,296","2,205"
2021,8,70,"7,691","1,070",338,345,516,660,305,"1,526",344,832,647,"1,108"
2021,8,80,"2,895",410,121,138,208,279,135,528,133,301,369,273
2021,8,90,233,27,11,16,18,33,9,44,11,18,29,17
2021,8,100,10,0,0,0,0,2,0,0,3,0,5,0
2021,9,총,"119,717","13,326","3,339","3,863","6,455","5,535","2,771","24,514","5,111","13,793","13,559","27,451"
2021,9,0,"10,166",609,73,189,311,269,105,"2,269",323,976,"1,132","3,910"
2021,9,10,"12,396","1,282",162,183,468,275,147,"3,526",381,"1,345","1,712","2,915"
2021,9,20,"14,895","1,762",392,523,738,697,311,"2,778",859,"1,799","2,042","2,994"
2021,9,30,"14,575","1,234",290,453,635,602,242,"2,491",666,"1,529","1,482","4,951"
2021,9,40,"20,630","1,972",402,496,931,634,338,"4,930",700,"2,205","2,382","5,640"
2021,9,50,"20,550","2,672",750,696,"1,370",939,539,"4,009",944,"2,768","2,454","3,409"
2021,9,60,"15,635","2,287",793,822,"1,258","1,141",636,"2,403",747,"2,017","1,305","2,226"
2021,9,70,"7,701","1,064",342,347,514,665,309,"1,524",344,831,646,"1,115"
2021,9,80,"2,924",417,124,138,212,279,134,540,133,305,368,274
2021,9,90,234,27,11,16,18,32,10,44,10,18,31,17
2021,9,100,11,0,0,0,0,2,0,0,4,0,5,0
2021,10,총,"119,761","13,336","3,335","3,883","6,439","5,540","2,767","24,485","5,124","13,798","13,554","27,500"
2021,10,0,"10,137",610,73,190,307,270,105,"2,247",337,974,"1,118","3,906"
2021,10,10,"12,358","1,274",164,188,460,273,146,"3,518",371,"1,340","1,706","2,918"
2021,10,20,"14,887","1,758",388,521,730,695,315,"2,786",850,"1,796","2,047","3,001"
2021,10,30,"14,571","1,236",294,458,635,601,240,"2,472",689,"1,522","1,492","4,932"
2021,10,40,"20,561","1,946",404,499,926,634,336,"4,901",694,"2,192","2,373","5,656"
2021,10,50,"20,647","2,698",743,702,"1,373",948,530,"4,032",945,"2,784","2,456","3,436"
2021,10,60,"15,691","2,300",791,822,"1,260","1,137",643,"2,423",747,"2,028","1,309","2,231"
2021,10,70,"7,716","1,070",345,347,515,664,303,"1,520",345,837,647,"1,123"
2021,10,80,"2,952",416,122,139,216,285,140,544,134,307,371,278
2021,10,90,232,28,11,17,17,31,9,42,10,18,30,19
2021,10,100,9,0,0,0,0,2,0,0,2,0,5,0
2021,11,총,"119,796","13,319","3,312","3,894","6,433","5,562","2,763","24,511","5,133","13,817","13,566","27,486"
2021,11,0,"10,064",604,70,190,303,270,105,"2,220",338,967,"1,119","3,878"
2021,11,10,"12,362","1,262",160,192,458,270,145,"3,532",377,"1,346","1,695","2,925"
2021,11,20,"14,901","1,759",384,525,737,701,307,"2,779",848,"1,804","2,043","3,014"
2021,11,30,"14,553","1,234",294,469,638,598,244,"2,457",691,"1,540","1,506","4,882"
2021,11,40,"20,525","1,927",396,497,925,646,332,"4,907",690,"2,161","2,367","5,677"
2021,11,50,"20,685","2,704",737,695,"1,368",950,533,"4,037",952,"2,793","2,456","3,460"
2021,11,60,"15,773","2,320",794,828,"1,261","1,138",641,"2,461",749,"2,034","1,316","2,231"
2021,11,70,"7,725","1,066",345,340,511,673,306,"1,524",342,845,650,"1,123"
2021,11,80,"2,964",416,121,140,214,282,142,548,138,308,378,277
2021,11,90,235,27,11,18,18,32,8,46,6,19,31,19
2021,11,100,9,0,0,0,0,2,0,0,2,0,5,0
2021,12,총,"119,835","13,323","3,310","3,882","6,427","5,583","2,754","24,510","5,152","13,805","13,562","27,527"
2021,12,0,"10,016",602,70,186,297,271,102,"2,219",339,956,"1,116","3,858"
2021,12,10,"12,341","1,247",160,187,454,269,148,"3,521",379,"1,345","1,687","2,944"
2021,12,20,"14,925","1,757",376,532,733,700,304,"2,790",856,"1,827","2,049","3,001"
2021,12,30,"14,517","1,240",290,464,641,598,245,"2,450",685,"1,518","1,519","4,867"
2021,12,40,"20,520","1,930",405,489,919,652,327,"4,906",698,"2,154","2,339","5,701"
2021,12,50,"20,712","2,702",730,697,"1,374",958,533,"4,030",955,"2,788","2,467","3,478"
2021,12,60,"15,836","2,330",800,829,"1,263","1,142",645,"2,466",750,"2,037","1,329","2,245"
2021,12,70,"7,737","1,069",348,338,511,676,300,"1,531",343,847,643,"1,131"
2021,12,80,"2,981",416,120,143,217,282,142,551,139,313,377,281
2021,12,90,240,30,11,17,18,32,8,46,6,20,31,21
2021,12,100,10,0,0,0,0,3,0,0,2,0,5,0
