년도,월,나이,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2020,10,70,"176,800","9,298","6,675","31,169","15,458","30,718","31,381","15,435","24,196","10,091","2,379"
2020,10,80,"76,819","3,710","2,809","12,732","7,206","12,373","13,815","7,234","10,209","5,602","1,129"
2020,10,90,"12,256",602,442,"1,987","1,286","2,002","2,101","1,114","1,670",809,243
2020,10,100,949,78,73,179,59,134,202,70,106,35,13
2020,11,총,"2,942,307","139,646","62,747","402,392","385,973","526,337","495,882","297,148","542,611","69,074","20,497"
2020,11,0,"229,469","11,959","3,812","26,988","38,238","42,186","33,169","18,632","50,207","3,330",948
2020,11,10,"274,765","12,615","5,094","31,602","42,675","50,098","43,434","26,824","56,677","4,630","1,116"
2020,11,20,"401,509","19,184","6,645","56,973","52,260","71,019","70,296","44,314","72,752","5,347","2,719"
2020,11,30,"406,373","21,319","6,927","55,191","57,631","72,769","67,598","37,900","79,806","5,336","1,896"
2020,11,40,"484,427","24,541","10,086","63,130","68,263","89,021","77,690","46,003","95,517","7,740","2,436"
2020,11,50,"512,755","20,399","10,165","67,085","64,387","90,497","90,409","60,801","93,427","11,963","3,622"
2020,11,60,"365,387","15,896","9,987","55,274","38,363","65,363","65,682","38,725","57,935","14,175","3,987"
2020,11,70,"177,282","9,314","6,698","31,208","15,559","30,783","31,432","15,513","24,287","10,102","2,386"
2020,11,80,"77,078","3,732","2,821","12,768","7,241","12,437","13,860","7,252","10,227","5,607","1,133"
2020,11,90,"12,301",608,439,"1,993","1,293","2,027","2,110","1,113","1,669",809,240
2020,11,100,961,79,73,180,63,137,202,71,107,35,14
2020,12,총,"2,942,828","139,729","62,542","404,343","387,450","525,354","494,962","296,750","542,040","69,203","20,455"
2020,12,0,"228,634","11,895","3,742","27,193","38,415","41,814","32,905","18,490","49,907","3,334",939
2020,12,10,"274,162","12,649","5,029","31,658","42,712","49,852","43,210","26,706","56,627","4,617","1,102"
2020,12,20,"401,546","19,133","6,640","57,331","52,362","71,020","70,185","44,194","72,603","5,356","2,722"
2020,12,30,"406,146","21,309","6,863","55,697","57,935","72,394","67,436","37,858","79,439","5,326","1,889"
2020,12,40,"483,977","24,596","9,993","63,407","68,485","88,772","77,416","45,784","95,351","7,764","2,409"
2020,12,50,"512,167","20,446","10,171","67,187","64,469","90,151","90,154","60,609","93,412","11,963","3,605"
2020,12,60,"367,879","15,926","10,028","55,629","38,775","65,811","66,008","39,089","58,312","14,277","4,024"
2020,12,70,"177,503","9,320","6,710","31,257","15,644","30,829","31,387","15,551","24,355","10,079","2,371"
2020,12,80,"77,504","3,762","2,846","12,826","7,272","12,542","13,940","7,277","10,255","5,643","1,141"
2020,12,90,"12,341",612,447,"1,981","1,317","2,028","2,118","1,121","1,669",809,239
2020,12,100,969,81,73,177,64,141,203,71,110,35,14
2021,1,총,"2,942,452","139,762","62,485","404,843","388,409","524,800","494,487","296,200","541,823","69,245","20,398"
2021,1,0,"227,148","11,846","3,690","27,100","38,424","41,363","32,613","18,320","49,508","3,339",945
2021,1,10,"273,616","12,662","5,005","31,640","42,767","49,762","42,979","26,532","56,574","4,604","1,091"
2021,1,20,"400,479","19,046","6,628","57,166","52,262","70,858","70,016","44,035","72,446","5,330","2,692"
2021,1,30,"405,098","21,233","6,826","55,783","58,001","72,068","67,213","37,684","79,070","5,325","1,895"
2021,1,40,"483,494","24,601","9,953","63,539","68,684","88,577","77,169","45,582","95,245","7,770","2,374"
2021,1,50,"511,934","20,481","10,181","67,127","64,602","90,035","90,010","60,501","93,480","11,920","3,597"
2021,1,60,"371,191","16,031","10,082","56,037","39,268","66,355","66,619","39,475","58,932","14,361","4,031"
2021,1,70,"178,045","9,360","6,730","31,351","15,699","30,951","31,497","15,550","24,475","10,057","2,375"
2021,1,80,"78,046","3,794","2,875","12,912","7,303","12,653","14,053","7,318","10,305","5,684","1,149"
2021,1,90,"12,423",626,441,"2,011","1,335","2,038","2,112","1,131","1,677",817,235
2021,1,100,978,82,74,177,64,140,206,72,111,38,14
2021,2,총,"2,941,705","139,776","62,381","405,125","389,527","524,004","493,610","296,534","541,164","69,236","20,348"
2021,2,0,"226,037","11,771","3,649","27,075","38,579","40,968","32,295","18,301","49,151","3,310",938
2021,2,10,"273,059","12,669","4,996","31,621","42,857","49,543","42,805","26,450","56,424","4,619","1,075"
2021,2,20,"398,734","18,874","6,580","57,065","52,061","70,641","69,662","43,850","72,084","5,252","2,665"
2021,2,30,"403,643","21,191","6,772","55,683","58,007","71,600","66,855","37,729","78,606","5,319","1,881"
2021,2,40,"483,581","24,634","9,938","63,578","69,039","88,460","76,914","45,654","95,247","7,764","2,353"
2021,2,50,"511,793","20,577","10,141","67,121","64,707","89,964","89,867","60,478","93,479","11,881","3,578"
2021,2,60,"374,458","16,155","10,152","56,385","39,752","66,911","67,194","39,911","59,457","14,466","4,075"
2021,2,70,"178,233","9,367","6,711","31,384","15,760","30,985","31,520","15,590","24,518","10,020","2,378"
2021,2,80,"78,618","3,821","2,921","13,026","7,346","12,739","14,148","7,356","10,378","5,734","1,149"
2021,2,90,"12,558",634,446,"2,011","1,352","2,049","2,145","1,144","1,703",831,243
2021,2,100,991,83,75,176,67,144,205,71,117,40,13
2021,3,총,"2,936,461","139,325","61,755","404,175","390,477","522,713","491,370","296,771","540,532","69,008","20,335"
2021,3,0,"224,970","11,734","3,625","26,995","38,511","40,648","32,072","18,296","48,857","3,308",924
2021,3,10,"272,731","12,687","4,962","31,617","43,108","49,419","42,616","26,369","56,316","4,567","1,070"
2021,3,20,"397,817","18,823","6,546","56,929","52,354","70,371","69,244","43,805","71,901","5,213","2,631"
2021,3,30,"402,590","21,179","6,712","55,581","58,010","71,302","66,592","37,775","78,273","5,297","1,869"
2021,3,40,"481,697","24,545","9,805","63,344","68,994","88,072","76,327","45,551","95,040","7,682","2,337"
2021,3,50,"510,040","20,523","10,032","66,797","64,724","89,633","89,288","60,340","93,345","11,782","3,576"
2021,3,60,"377,343","16,155","10,128","56,597","40,229","67,411","67,518","40,512","60,071","14,580","4,142"
2021,3,70,"177,632","9,227","6,608","31,228","15,756","30,999","31,352","15,552","24,534","9,997","2,379"
2021,3,80,"78,689","3,817","2,881","13,028","7,383","12,764","14,150","7,392","10,404","5,722","1,148"
2021,3,90,"12,430",612,422,"1,973","1,358","2,014","2,100","1,151","1,713",841,246
2021,3,100,522,23,34,86,50,80,111,28,78,19,13
2021,4,총,"2,936,214","139,548","61,680","403,999","390,807","522,330","490,968","296,947","540,532","69,089","20,314"
2021,4,0,"223,789","11,686","3,606","26,781","38,449","40,351","31,886","18,222","48,591","3,300",917
2021,4,10,"272,335","12,721","4,969","31,584","43,128","49,332","42,448","26,273","56,265","4,547","1,068"
2021,4,20,"397,230","18,816","6,520","56,892","52,254","70,232","69,129","43,733","71,827","5,207","2,620"
2021,4,30,"402,023","21,210","6,678","55,411","57,974","71,104","66,497","37,879","78,137","5,281","1,852"
2021,4,40,"481,422","24,555","9,786","63,314","69,023","88,008","76,219","45,455","95,050","7,678","2,334"
2021,4,50,"509,335","20,525","9,990","66,740","64,746","89,447","89,007","60,278","93,279","11,764","3,559"
2021,4,60,"380,258","16,323","10,173","56,906","40,622","67,902","67,999","40,901","60,545","14,707","4,180"
2021,4,70,"177,642","9,244","6,597","31,165","15,782","30,995","31,324","15,602","24,561","9,988","2,384"
2021,4,80,"79,183","3,822","2,907","13,140","7,409","12,868","14,231","7,426","10,481","5,757","1,142"
2021,4,90,"12,477",624,419,"1,977","1,373","2,009","2,116","1,152","1,722",840,245
2021,4,100,520,22,35,89,47,82,112,26,74,20,13
2021,5,총,"2,936,382","139,930","61,530","404,236","390,971","521,719","490,970","296,705","540,790","69,212","20,319"
2021,5,0,"222,752","11,688","3,569","26,724","38,292","40,035","31,783","18,063","48,382","3,300",916
2021,5,10,"272,047","12,749","4,952","31,542","43,139","49,283","42,326","26,182","56,252","4,547","1,075"
2021,5,20,"396,381","18,763","6,484","56,824","52,163","70,064","68,938","43,571","71,777","5,196","2,601"
2021,5,30,"401,434","21,287","6,636","55,418","57,859","70,742","66,488","37,842","78,025","5,295","1,842"
2021,5,40,"480,455","24,585","9,746","63,185","69,013","87,720","76,051","45,252","94,885","7,669","2,349"
2021,5,50,"509,592","20,654","9,978","66,832","64,835","89,365","89,052","60,130","93,435","11,770","3,541"
2021,5,60,"383,139","16,457","10,191","57,218","41,001","68,419","68,414","41,338","61,079","14,811","4,211"
2021,5,70,"177,840","9,265","6,575","31,192","15,792","31,035","31,420","15,622","24,580","9,979","2,380"
2021,5,80,"79,701","3,846","2,943","13,227","7,455","12,960","14,270","7,508","10,570","5,780","1,142"
2021,5,90,"12,508",613,418,"1,986","1,374","2,012","2,113","1,168","1,730",846,248
2021,5,100,533,23,38,88,48,84,115,29,75,19,14
2021,6,총,"2,936,367","140,175","61,436","404,618","390,827","521,340","490,609","296,442","541,304","69,285","20,331"
2021,6,0,"221,908","11,667","3,550","26,669","38,190","39,766","31,652","17,995","48,198","3,308",913
2021,6,10,"271,701","12,773","4,930","31,544","43,087","49,245","42,171","26,079","56,257","4,538","1,077"
2021,6,20,"395,569","18,763","6,453","56,771","51,963","69,911","68,810","43,370","71,730","5,184","2,614"
2021,6,30,"400,817","21,307","6,630","55,439","57,665","70,528","66,422","37,789","77,915","5,317","1,805"
2021,6,40,"480,627","24,625","9,721","63,311","69,097","87,639","75,946","45,219","95,034","7,670","2,365"
2021,6,50,"508,561","20,619","9,928","66,781","64,784","89,077","88,810","59,866","93,446","11,713","3,537"
2021,6,60,"386,075","16,619","10,260","57,552","41,342","68,966","68,808","41,724","61,670","14,899","4,235"
2021,6,70,"177,988","9,291","6,569","31,173","15,806","31,065","31,431","15,646","24,637","9,992","2,378"
2021,6,80,"80,076","3,866","2,943","13,315","7,472","13,050","14,331","7,544","10,619","5,796","1,140"
2021,6,90,"12,507",622,414,"1,971","1,372","2,009","2,112","1,180","1,721",850,256
2021,6,100,538,23,38,92,49,84,116,30,77,18,11
2021,7,총,"2,937,440","140,641","62,258","404,560","390,638","520,683","490,138","296,173","542,635","69,326","20,388"
2021,7,0,"221,097","11,620","3,599","26,564","38,092","39,438","31,440","17,836","48,301","3,302",905
2021,7,10,"271,547","12,863","4,956","31,528","43,057","49,167","42,075","25,992","56,306","4,530","1,073"
2021,7,20,"394,550","18,800","6,565","56,740","51,601","69,671","68,651","43,134","71,584","5,176","2,628"
2021,7,30,"400,637","21,384","6,877","55,270","57,526","70,144","66,400","37,744","78,172","5,299","1,821"
2021,7,40,"480,528","24,767","9,830","63,251","69,064","87,521","75,739","45,077","95,247","7,679","2,353"
2021,7,50,"508,488","20,632","10,043","66,792","64,856","89,004","88,582","59,767","93,621","11,661","3,530"
2021,7,60,"388,725","16,718","10,354","57,815","41,698","69,387","69,175","42,107","62,197","14,993","4,281"
2021,7,70,"178,261","9,311","6,623","31,140","15,826","31,113","31,451","15,695","24,721","10,000","2,381"
2021,7,80,"80,508","3,896","2,951","13,394","7,499","13,128","14,393","7,600","10,692","5,808","1,147"
2021,7,90,"12,554",625,422,"1,972","1,367","2,027","2,117","1,191","1,715",860,258
2021,7,100,545,25,38,94,52,83,115,30,79,18,11
2021,8,총,"2,938,429","141,341","62,410","405,811","390,107","519,667","489,178","295,492","544,726","69,324","20,373"
2021,8,0,"220,236","11,629","3,606","26,496","37,882","39,146","31,166","17,638","48,484","3,287",902
2021,8,10,"271,571","12,919","4,971","31,593","43,087","49,045","41,988","25,890","56,473","4,531","1,074"
2021,8,20,"393,256","18,875","6,558","56,835","51,224","69,315","68,277","42,886","71,523","5,150","2,613"
2021,8,30,"400,549","21,524","6,931","55,551","57,231","69,731","66,234","37,588","78,677","5,259","1,823"
2021,8,40,"480,219","24,873","9,854","63,382","69,000","87,238","75,505","44,850","95,513","7,670","2,334"
2021,8,50,"508,757","20,750","10,040","66,988","64,899","88,977","88,410","59,680","93,849","11,648","3,516"
2021,8,60,"391,192","16,850","10,416","58,205","42,008","69,754","69,425","42,398","62,777","15,052","4,307"
2021,8,70,"178,487","9,331","6,603","31,205","15,820","31,152","31,469","15,680","24,841","10,003","2,383"
2021,8,80,"80,986","3,930","2,969","13,471","7,553","13,192","14,453","7,658","10,779","5,835","1,146"
2021,8,90,"12,627",635,425,"1,989","1,353","2,031","2,136","1,193","1,731",871,263
2021,8,100,549,25,37,96,50,86,115,31,79,18,12
2021,9,총,"2,941,795","142,053","62,244","406,482","389,977","518,988","488,683","294,668","549,053","69,302","20,345"
2021,9,0,"219,612","11,663","3,570","26,339","37,651","38,830","30,980","17,434","48,989","3,266",890
2021,9,10,"271,502","12,993","4,960","31,638","43,070","48,936","41,841","25,737","56,724","4,521","1,082"
2021,9,20,"392,901","18,911","6,515","56,948","51,219","69,145","68,083","42,600","71,771","5,120","2,589"
2021,9,30,"401,098","21,654","6,911","55,614","56,987","69,493","66,129","37,470","79,804","5,213","1,823"
2021,9,40,"480,375","24,983","9,787","63,422","68,900","87,081","75,387","44,617","96,224","7,656","2,318"
2021,9,50,"509,323","20,894","10,028","67,136","65,020","88,892","88,303","59,524","94,376","11,642","3,508"
2021,9,60,"393,500","17,003","10,453","58,501","42,335","69,982","69,683","42,646","63,456","15,120","4,321"
2021,9,70,"178,622","9,328","6,584","31,180","15,792","31,233","31,495","15,677","24,963","9,987","2,383"
2021,9,80,"81,545","3,959","2,959","13,583","7,597","13,264","14,504","7,727","10,911","5,887","1,154"
2021,9,90,"12,758",641,440,"2,021","1,355","2,046","2,160","1,204","1,753",873,265
2021,9,100,559,24,37,100,51,86,118,32,82,17,12
2021,10,총,"2,945,009","142,618","61,977","406,789","389,926","518,662","488,092","294,852","552,338","69,351","20,404"
2021,10,0,"219,048","11,700","3,536","26,242","37,431","38,604","30,760","17,340","49,318","3,226",891
2021,10,10,"271,373","13,031","4,948","31,590","43,158","48,711","41,725","25,653","56,911","4,539","1,107"
2021,10,20,"392,367","18,895","6,440","56,946","51,020","69,073","67,793","42,481","72,018","5,114","2,587"
2021,10,30,"401,716","21,787","6,866","55,659","56,811","69,347","66,143","37,626","80,455","5,198","1,824"
2021,10,40,"480,366","25,069","9,758","63,403","68,930","86,830","75,090","44,549","96,774","7,631","2,332"
2021,10,50,"510,057","21,011","9,990","67,233","65,084","89,012","88,253","59,457","94,869","11,655","3,493"
2021,10,60,"395,798","17,102","10,451","58,727","42,662","70,324","69,949","43,000","64,007","15,205","4,371"
2021,10,70,"178,951","9,366","6,546","31,164","15,818","31,293","31,555","15,729","25,133","9,980","2,367"
2021,10,80,"81,974","3,979","2,972","13,712","7,594","13,325","14,560","7,780","10,995","5,904","1,153"
2021,10,90,"12,848",654,440,"2,028","1,369","2,060","2,163","1,206","1,780",881,267
2021,10,100,511,24,30,85,49,83,101,31,78,18,12
2021,11,총,"2,946,319","143,052","61,716","407,010","389,638","518,372","487,201","295,462","553,962","69,502","20,404"
2021,11,0,"218,194","11,683","3,507","26,150","37,234","38,300","30,554","17,343","49,328","3,217",878
2021,11,10,"271,348","13,076","4,910","31,561","43,166","48,705","41,625","25,561","57,100","4,539","1,105"
2021,11,20,"391,498","18,876","6,407","56,897","50,769","68,884","67,444","42,455","72,070","5,120","2,576"
2021,11,30,"401,742","21,872","6,819","55,652","56,595","69,191","66,058","37,936","80,585","5,189","1,845"
2021,11,40,"480,658","25,146","9,701","63,484","68,948","86,796","74,961","44,532","97,117","7,638","2,335"
2021,11,50,"510,589","21,131","9,958","67,331","65,166","89,040","88,117","59,480","95,185","11,712","3,469"
2021,11,60,"397,525","17,216","10,455","58,851","42,851","70,574","70,117","43,344","64,425","15,298","4,394"
2021,11,70,"179,068","9,358","6,517","31,187","15,849","31,336","31,516","15,764","25,220","9,956","2,365"
2021,11,80,"82,331","4,020","2,974","13,796","7,636","13,387","14,575","7,811","11,054","5,925","1,153"
2021,11,90,"12,928",652,448,"2,029","1,375","2,084","2,160","1,210","1,809",890,271
2021,11,100,438,22,20,72,49,75,74,26,69,18,13
2021,12,총,"2,948,375","143,633","61,486","407,464","389,644","518,272","486,765","295,696","555,380","69,693","20,342"
2021,12,0,"217,384","11,661","3,473","26,104","37,087","38,030","30,404","17,269","49,272","3,204",880
2021,12,10,"271,131","13,147","4,905","31,520","43,121","48,654","41,454","25,481","57,186","4,566","1,097"
2021,12,20,"391,051","18,940","6,381","56,905","50,625","68,723","67,235","42,409","72,140","5,129","2,564"
2021,12,30,"402,091","21,991","6,750","55,834","56,494","69,084","66,031","38,076","80,789","5,201","1,841"
2021,12,40,"481,066","25,234","9,698","63,525","69,025","86,799","74,842","44,577","97,411","7,661","2,294"
2021,12,50,"510,969","21,230","9,953","67,377","65,224","89,137","87,957","59,417","95,472","11,745","3,457"
2021,12,60,"399,128","17,316","10,397","59,014","43,076","70,806","70,399","43,573","64,760","15,383","4,404"
2021,12,70,"179,244","9,371","6,487","31,167","15,856","31,394","31,540","15,806","25,323","9,939","2,361"
2021,12,80,"82,853","4,047","2,980","13,915","7,694","13,473","14,661","7,840","11,136","5,950","1,157"
2021,12,90,"13,041",672,450,"2,042","1,393","2,100","2,171","1,221","1,821",898,273
2021,12,100,417,24,12,61,49,72,71,27,70,17,14
