년도,월,나이,성동구,왕십리제2동,왕십리도선동,마장동,사근동,행당제1동,행당제2동,응봉동,금호1가동,금호2.3가동,금호4가동,옥수동,성수1가제1동,성수1가제2동,성수2가제1동,성수2가제3동,송정동,용답동
2020,6,30,"24,498","1,495","2,276","1,680",904,"1,153","1,799","1,110","1,315","2,045","1,322","2,341","1,473","1,240","1,418","1,074",917,936
2020,6,40,"23,069","1,337","2,038","1,571",589,"1,077","2,031","1,410","1,328","1,881","1,318","2,213","1,203","1,058","1,293",788,885,"1,049"
2020,6,50,"23,911","1,352","2,123","1,856",639,"1,143","1,928","1,184","1,148","1,766","1,049","1,845","1,538","1,103","1,759","1,017","1,117","1,344"
2020,6,60,"17,364",993,"1,479","1,439",426,842,"1,229",754,921,"1,346",796,"1,419","1,050",850,"1,347",784,819,870
2020,6,70,"9,186",526,710,801,333,438,752,513,470,761,460,761,418,427,579,402,350,485
2020,6,80,"3,103",171,241,274,112,152,269,187,176,239,146,287,139,118,185,136,111,160
2020,6,90,313,18,28,22,10,19,26,17,18,31,14,32,19,13,12,16,11,7
2020,6,100,69,7,6,3,6,2,8,3,2,7,4,8,3,4,1,3,1,1
2020,7,총,"145,030","8,408","13,033","11,369","6,095","6,927","11,402","7,517","7,555","11,280","7,103","12,532","8,353","6,789","8,825","5,731","5,723","6,388"
2020,7,0,"10,760",657,"1,218",635,227,523,925,610,669,923,719,"1,378",582,406,462,310,276,240
2020,7,10,"10,346",631,838,867,371,499,"1,014",845,577,779,513,854,611,488,492,271,356,340
2020,7,20,"22,544","1,226","2,073","2,224","2,472","1,117","1,445",877,927,"1,521",775,"1,390","1,318","1,093","1,297",946,879,964
2020,7,30,"24,447","1,501","2,266","1,692",909,"1,147","1,785","1,113","1,305","2,032","1,327","2,333","1,476","1,240","1,407","1,053",922,939
2020,7,40,"22,989","1,329","2,025","1,558",593,"1,071","2,023","1,416","1,337","1,873","1,304","2,217","1,197","1,053","1,279",789,880,"1,045"
2020,7,50,"23,832","1,344","2,125","1,847",641,"1,125","1,924","1,189","1,145","1,769","1,048","1,842","1,536","1,097","1,757","1,009","1,099","1,335"
2020,7,60,"17,401",993,"1,489","1,445",422,838,"1,227",752,920,"1,348",794,"1,423","1,051",848,"1,352",793,831,875
2020,7,70,"9,204",531,723,803,331,432,756,507,479,755,455,763,423,429,578,404,353,482
2020,7,80,"3,123",171,242,272,113,155,269,189,175,242,150,292,137,118,187,136,115,160
2020,7,90,315,18,28,23,10,18,26,16,19,31,14,32,19,13,13,17,11,7
2020,7,100,69,7,6,3,6,2,8,3,2,7,4,8,3,4,1,3,1,1
2020,8,총,"144,701","8,390","13,011","11,335","6,108","6,887","11,399","7,490","7,568","11,239","7,095","12,501","8,344","6,741","8,809","5,701","5,727","6,356"
2020,8,0,"10,711",651,"1,216",628,226,521,926,603,669,923,724,"1,369",574,398,459,310,278,236
2020,8,10,"10,234",622,832,867,370,484,"1,002",839,569,755,518,849,608,480,487,266,352,334
2020,8,20,"22,492","1,230","2,065","2,208","2,502","1,106","1,447",872,924,"1,516",773,"1,377","1,318","1,084","1,284",936,880,970
2020,8,30,"24,353","1,497","2,246","1,684",897,"1,148","1,777","1,108","1,313","2,047","1,315","2,313","1,473","1,233","1,413","1,051",911,927
2020,8,40,"22,934","1,323","2,036","1,556",592,"1,066","2,016","1,400","1,341","1,852","1,295","2,222","1,198","1,045","1,274",784,886,"1,048"
2020,8,50,"23,733","1,341","2,119","1,836",638,"1,110","1,922","1,200","1,149","1,750","1,051","1,844","1,534","1,088","1,741","1,007","1,096","1,307"
2020,8,60,"17,522","1,000","1,496","1,455",428,840,"1,252",747,925,"1,359",795,"1,432","1,060",847,"1,366",794,843,883
2020,8,70,"9,208",531,726,802,323,436,754,513,481,756,454,764,421,431,582,397,353,484
2020,8,80,"3,126",170,241,271,116,156,269,188,176,243,152,290,136,119,189,135,116,159
2020,8,90,319,18,28,25,10,18,26,17,19,31,14,33,19,12,13,18,11,7
2020,8,100,69,7,6,3,6,2,8,3,2,7,4,8,3,4,1,3,1,1
2020,9,총,"144,444","8,369","13,004","11,324","6,120","6,868","11,364","7,485","7,564","11,232","7,096","12,481","8,316","6,704","8,765","5,706","5,709","6,337"
2020,9,0,"10,664",648,"1,210",621,223,516,914,608,675,926,732,"1,355",566,398,457,300,281,234
2020,9,10,"10,171",619,836,853,369,484,994,834,562,753,513,850,603,472,476,274,345,334
2020,9,20,"22,444","1,223","2,059","2,199","2,507","1,113","1,450",864,919,"1,510",770,"1,374","1,317","1,075","1,266",944,882,972
2020,9,30,"24,304","1,486","2,254","1,686",907,"1,143","1,768","1,108","1,308","2,040","1,315","2,301","1,468","1,228","1,410","1,046",908,928
2020,9,40,"22,832","1,330","2,018","1,558",591,"1,061","2,004","1,399","1,339","1,843","1,305","2,206","1,187","1,039","1,261",776,883,"1,032"
2020,9,50,"23,698","1,337","2,126","1,832",637,"1,106","1,921","1,200","1,149","1,757","1,046","1,851","1,537","1,077","1,734",999,"1,079","1,310"
2020,9,60,"17,623","1,002","1,504","1,468",432,841,"1,258",753,931,"1,365",792,"1,443","1,059",848,"1,378",812,854,883
2020,9,70,"9,176",528,724,803,323,431,753,511,478,755,454,767,419,430,576,395,351,478
2020,9,80,"3,140",173,240,273,115,149,269,188,181,245,151,293,139,120,193,139,114,158
2020,9,90,323,16,27,28,10,22,25,17,20,31,14,33,18,13,13,18,11,7
2020,9,100,69,7,6,3,6,2,8,3,2,7,4,8,3,4,1,3,1,1
2020,10,총,"144,059","8,331","12,998","11,310","6,095","6,831","11,351","7,482","7,546","11,189","7,046","12,477","8,315","6,664","8,721","5,699","5,683","6,321"
2020,10,0,"10,593",636,"1,220",622,225,513,912,607,676,915,713,"1,345",564,392,445,301,279,228
2020,10,10,"10,050",612,823,846,353,476,989,831,558,748,504,848,591,471,467,272,338,323
2020,10,20,"22,381","1,209","2,049","2,191","2,489","1,099","1,442",867,913,"1,500",773,"1,370","1,330","1,065","1,260",945,890,989
2020,10,30,"24,219","1,483","2,250","1,682",913,"1,138","1,774","1,104","1,304","2,016","1,307","2,291","1,451","1,217","1,416","1,048",901,924
2020,10,40,"22,744","1,322","2,024","1,561",592,"1,059","1,992","1,399","1,320","1,839","1,290","2,228","1,184","1,031","1,247",771,869,"1,016"
2020,10,50,"23,685","1,349","2,120","1,825",638,"1,106","1,918","1,202","1,150","1,763","1,051","1,835","1,545","1,077","1,723",993,"1,075","1,315"
2020,10,60,"17,674","1,001","1,513","1,477",428,836,"1,262",756,939,"1,374",788,"1,450","1,069",844,"1,382",817,856,882
2020,10,70,"9,162",525,725,794,325,431,762,504,481,750,451,776,421,430,573,389,349,476
2020,10,80,"3,158",171,241,281,116,149,268,191,182,247,151,293,139,120,193,143,114,159
2020,10,90,324,16,27,28,10,22,24,18,21,31,14,33,18,12,14,17,11,8
2020,10,100,69,7,6,3,6,2,8,3,2,6,4,8,3,5,1,3,1,1
2020,11,총,"143,745","8,323","12,940","11,277","6,102","6,810","11,314","7,483","7,552","11,198","7,046","12,453","8,301","6,648","8,707","5,660","5,668","6,263"
2020,11,0,"10,529",639,"1,218",606,229,512,900,608,673,907,716,"1,329",564,397,439,290,276,226
2020,11,10,"9,958",622,815,828,347,475,975,824,554,753,500,844,585,461,461,269,333,312
2020,11,20,"22,328","1,196","2,032","2,196","2,493","1,082","1,435",873,915,"1,505",772,"1,379","1,329","1,064","1,259",946,884,968
2020,11,30,"24,168","1,479","2,237","1,685",906,"1,137","1,774","1,097","1,302","2,004","1,311","2,276","1,454","1,224","1,425","1,040",900,917
2020,11,40,"22,680","1,322","2,030","1,548",599,"1,054","1,980","1,402","1,317","1,851","1,282","2,234","1,168","1,025","1,242",754,862,"1,010"
2020,11,50,"23,642","1,338","2,098","1,818",634,"1,110","1,926","1,208","1,143","1,766","1,048","1,837","1,548","1,072","1,724",986,"1,077","1,309"
2020,11,60,"17,727","1,010","1,512","1,488",437,833,"1,267",754,954,"1,372",796,"1,446","1,071",840,"1,381",826,858,882
2020,11,70,"9,151",523,718,795,325,432,755,504,488,756,452,770,425,432,567,387,350,472
2020,11,80,"3,170",171,246,282,116,151,270,192,182,247,151,297,137,117,195,141,116,159
2020,11,90,322,16,28,27,10,22,24,18,22,31,14,33,17,11,13,18,11,7
2020,11,100,70,7,6,4,6,2,8,3,2,6,4,8,3,5,1,3,1,1
2020,12,총,"143,387","8,309","12,914","11,244","6,099","6,794","11,289","7,479","7,516","11,157","7,032","12,417","8,284","6,608","8,682","5,672","5,664","6,227"
2020,12,0,"10,469",629,"1,210",612,226,516,904,599,668,904,718,"1,317",553,391,435,296,272,219
2020,12,10,"9,891",618,806,819,337,471,974,830,551,752,494,835,576,453,458,273,329,315
2020,12,20,"22,271","1,194","2,038","2,181","2,516","1,078","1,423",867,911,"1,480",768,"1,376","1,337","1,052","1,258",938,888,966
2020,12,30,"24,032","1,476","2,226","1,688",891,"1,122","1,762","1,096","1,286","1,996","1,315","2,264","1,449","1,203","1,421","1,045",895,897
2020,12,40,"22,575","1,324","2,021","1,534",601,"1,051","1,969","1,402","1,302","1,848","1,278","2,226","1,162","1,023","1,225",750,856,"1,003"
2020,12,50,"23,582","1,328","2,093","1,817",634,"1,105","1,921","1,210","1,147","1,766","1,037","1,825","1,548","1,072","1,715",991,"1,077","1,296"
2020,12,60,"17,809","1,017","1,516","1,483",436,843,"1,282",751,959,"1,369",797,"1,454","1,079",844,"1,388",827,869,895
2020,12,70,"9,170",527,720,795,326,431,751,510,484,758,454,779,421,433,570,390,349,472
2020,12,80,"3,185",172,249,284,117,152,271,193,184,247,149,296,139,121,198,141,116,156
2020,12,90,331,17,29,27,9,22,24,18,22,31,18,37,17,11,12,18,12,7
2020,12,100,72,7,6,4,6,3,8,3,2,6,4,8,3,5,2,3,1,1
2021,1,총,"143,151","8,292","12,848","11,245","6,061","6,804","11,256","7,467","7,517","11,132","7,013","12,374","8,346","6,595","8,663","5,663","5,649","6,226"
2021,1,0,"10,388",618,"1,196",619,229,508,894,597,660,900,709,"1,302",548,383,433,302,272,218
2021,1,10,"9,815",618,798,813,316,469,963,820,551,741,500,835,584,452,453,270,323,309
2021,1,20,"22,185","1,191","2,013","2,178","2,493","1,086","1,417",869,911,"1,465",756,"1,366","1,343","1,060","1,245",938,885,969
2021,1,30,"23,912","1,461","2,204","1,690",895,"1,119","1,759","1,092","1,278","1,998","1,300","2,247","1,440","1,191","1,412","1,040",883,903
2021,1,40,"22,537","1,319","2,016","1,537",593,"1,055","1,962","1,397","1,301","1,847","1,276","2,217","1,167","1,021","1,231",746,857,995
2021,1,50,"23,584","1,337","2,080","1,811",630,"1,104","1,918","1,215","1,152","1,773","1,049","1,817","1,582","1,066","1,691",985,"1,076","1,298"
2021,1,60,"17,910","1,023","1,526","1,488",445,851,"1,289",750,965,"1,362",796,"1,466","1,098",850,"1,411",824,868,898
2021,1,70,"9,190",525,724,790,327,431,749,510,489,761,450,779,428,435,572,396,355,469
2021,1,80,"3,224",176,255,289,118,155,273,195,185,247,154,300,137,122,201,141,117,159
2021,1,90,334,17,29,26,9,23,24,19,23,32,19,38,16,10,12,18,12,7
2021,1,100,72,7,7,4,6,3,8,3,2,6,4,7,3,5,2,3,1,1
2021,2,총,"142,904","8,270","12,812","11,207","6,074","6,806","11,217","7,466","7,516","11,104","6,982","12,346","8,386","6,571","8,591","5,669","5,647","6,240"
2021,2,0,"10,300",609,"1,200",614,229,492,884,604,654,899,704,"1,284",542,384,420,305,263,213
2021,2,10,"9,823",614,804,807,322,489,963,817,556,727,500,839,586,450,451,269,318,311
2021,2,20,"22,032","1,176","1,976","2,156","2,498","1,085","1,404",862,915,"1,444",739,"1,353","1,346","1,053","1,212",938,884,991
2021,2,30,"23,853","1,466","2,175","1,692",888,"1,111","1,745","1,097","1,254","2,008","1,295","2,247","1,440","1,187","1,411","1,038",885,914
2021,2,40,"22,469","1,314","2,030","1,536",595,"1,061","1,935","1,385","1,312","1,832","1,275","2,208","1,172","1,014","1,211",753,853,983
2021,2,50,"23,541","1,338","2,087","1,795",634,"1,106","1,925","1,215","1,149","1,772","1,046","1,809","1,592","1,059","1,679",979,"1,071","1,285"
2021,2,60,"18,039","1,032","1,520","1,500",449,843,"1,297",760,974,"1,370",800,"1,485","1,119",851,"1,422",828,887,902
2021,2,70,"9,180",518,726,786,324,435,753,506,491,763,446,776,434,427,570,395,355,475
2021,2,80,"3,262",179,258,289,121,159,279,198,185,251,154,300,136,131,202,143,118,159
2021,2,90,333,17,29,28,9,22,24,19,24,31,19,38,16,10,11,18,12,6
2021,2,100,72,7,7,4,5,3,8,3,2,7,4,7,3,5,2,3,1,1
2021,3,총,"142,506","8,202","12,770","11,191","6,136","6,816","11,163","7,434","7,477","11,048","6,951","12,343","8,433","6,495","8,570","5,631","5,621","6,225"
2021,3,0,"10,183",595,"1,187",607,221,491,874,597,642,896,686,"1,273",541,376,424,303,261,209
2021,3,10,"9,820",607,803,817,358,493,949,806,558,707,506,857,581,441,447,268,313,309
2021,3,20,"22,059","1,174","1,981","2,158","2,548","1,085","1,399",860,913,"1,441",745,"1,337","1,368","1,049","1,191",931,880,999
2021,3,30,"23,722","1,455","2,157","1,687",874,"1,110","1,733","1,092","1,242","2,009","1,271","2,256","1,429","1,180","1,411","1,034",869,913
2021,3,40,"22,325","1,291","2,014","1,514",593,"1,068","1,932","1,373","1,312","1,817","1,277","2,200","1,175",993,"1,206",745,850,965
2021,3,50,"23,473","1,338","2,086","1,802",637,"1,104","1,919","1,216","1,145","1,754","1,048","1,795","1,597","1,036","1,673",970,"1,075","1,278"
2021,3,60,"18,137","1,036","1,525","1,505",444,842,"1,306",761,977,"1,381",807,"1,511","1,139",855,"1,427",819,886,916
2021,3,70,"9,183",517,729,780,323,438,755,509,488,757,443,768,449,428,575,396,356,472
2021,3,80,"3,267",175,265,293,123,160,274,199,183,251,150,304,138,127,204,144,119,158
2021,3,90,303,13,23,26,10,22,21,19,17,32,16,37,14,8,9,18,12,6
2021,3,100,34,1,0,2,5,3,1,2,0,3,2,5,2,2,3,3,0,0
2021,4,총,"142,277","8,183","12,807","11,167","6,138","6,778","11,163","7,443","7,451","11,008","6,941","12,309","8,450","6,452","8,553","5,619","5,618","6,197"
2021,4,0,"10,170",589,"1,200",604,220,492,880,594,634,890,690,"1,268",541,373,423,299,265,208
2021,4,10,"9,766",606,800,811,358,479,941,803,557,699,499,858,584,443,447,268,306,307
2021,4,20,"22,023","1,169","1,999","2,157","2,547","1,080","1,402",865,914,"1,433",745,"1,317","1,366","1,033","1,185",929,880,"1,002"
2021,4,30,"23,639","1,454","2,148","1,673",871,"1,097","1,731","1,089","1,232","1,995","1,259","2,254","1,442","1,173","1,401","1,019",879,922
2021,4,40,"22,258","1,290","2,016","1,505",598,"1,065","1,925","1,383","1,308","1,810","1,273","2,192","1,169",975,"1,210",748,846,945
2021,4,50,"23,433","1,331","2,091","1,803",634,"1,103","1,914","1,220","1,137","1,755","1,048","1,793","1,599","1,043","1,669",968,"1,062","1,263"
2021,4,60,"18,187","1,040","1,526","1,510",450,842,"1,323",762,984,"1,384",810,"1,512","1,138",849,"1,423",826,893,915
2021,4,70,"9,178",512,735,781,322,437,753,504,487,754,447,766,452,430,579,394,356,469
2021,4,80,"3,287",177,269,295,124,158,272,202,181,254,152,307,143,124,204,145,120,160
2021,4,90,302,14,23,26,9,22,21,19,17,31,16,37,14,7,9,20,11,6
2021,4,100,34,1,0,2,5,3,1,2,0,3,2,5,2,2,3,3,0,0
2021,5,총,"141,358","8,064","12,663","11,159","6,151","6,724","11,078","7,428","7,399","10,929","6,887","12,220","8,405","6,396","8,475","5,601","5,607","6,172"
2021,5,0,"10,144",596,"1,175",606,217,485,876,601,632,884,685,"1,272",551,370,420,296,273,205
2021,5,10,"9,715",603,801,806,350,483,935,794,555,694,499,856,577,440,445,269,305,303
2021,5,20,"21,935","1,160","1,971","2,143","2,556","1,077","1,398",864,910,"1,432",738,"1,302","1,359","1,029","1,179",929,871,"1,017"
2021,5,30,"23,489","1,438","2,134","1,682",882,"1,095","1,708","1,075","1,230","1,986","1,243","2,233","1,428","1,169","1,387","1,009",876,914
2021,5,40,"22,093","1,280","1,992","1,503",596,"1,050","1,905","1,374","1,287","1,798","1,265","2,197","1,171",963,"1,193",751,840,928
2021,5,50,"23,265","1,302","2,075","1,809",635,"1,084","1,907","1,220","1,131","1,755","1,036","1,771","1,582","1,033","1,646",962,"1,060","1,257"
2021,5,60,"18,084","1,009","1,512","1,513",457,837,"1,309",771,975,"1,361",813,"1,505","1,132",837,"1,421",820,896,916
2021,5,70,"9,035",483,717,773,318,439,741,505,482,742,436,753,444,419,571,396,354,462
2021,5,80,"3,279",177,264,296,126,154,277,203,180,247,154,296,145,126,203,146,121,164
2021,5,90,290,15,22,26,9,19,21,19,17,27,16,32,14,8,8,20,11,6
2021,5,100,29,1,0,2,5,1,1,2,0,3,2,3,2,2,2,3,0,0
2021,6,총,"141,042","8,041","12,663","11,119","6,159","6,697","11,054","7,414","7,388","10,905","6,890","12,213","8,378","6,365","8,433","5,589","5,608","6,126"
2021,6,0,"10,120",601,"1,177",600,218,473,872,598,632,886,690,"1,265",556,367,420,296,270,199
2021,6,10,"9,689",598,804,799,341,485,941,795,557,694,500,853,574,432,444,270,303,299
2021,6,20,"21,863","1,162","1,977","2,150","2,570","1,073","1,383",849,890,"1,422",735,"1,300","1,348","1,021","1,180",935,867,"1,001"
2021,6,30,"23,398","1,430","2,134","1,669",883,"1,098","1,701","1,071","1,226","1,976","1,242","2,221","1,415","1,163","1,380",998,885,906
2021,6,40,"22,057","1,264","1,989","1,502",597,"1,046","1,892","1,377","1,294","1,798","1,266","2,204","1,179",965,"1,167",751,841,925
2021,6,50,"23,151","1,301","2,067","1,795",632,"1,070","1,905","1,221","1,134","1,740","1,033","1,770","1,569","1,027","1,637",952,"1,055","1,243"
2021,6,60,"18,144","1,007","1,514","1,511",459,847,"1,311",775,974,"1,375",816,"1,513","1,137",830,"1,421",829,902,923
2021,6,70,"9,021",484,711,766,319,434,747,502,484,737,440,753,443,425,570,392,353,461
2021,6,80,"3,285",178,268,299,126,152,280,205,181,247,152,300,141,125,204,143,121,163
2021,6,90,285,15,22,26,9,18,21,19,16,27,14,31,14,9,8,20,10,6
2021,6,100,29,1,0,2,5,1,1,2,0,3,2,3,2,1,2,3,1,0
2021,7,총,"140,811","8,056","12,696","11,095","6,139","6,708","11,028","7,405","7,369","10,893","6,888","12,176","8,340","6,319","8,439","5,578","5,586","6,096"
2021,7,0,"10,083",610,"1,184",595,215,472,859,592,633,888,685,"1,251",556,367,414,294,266,202
2021,7,10,"9,629",598,809,789,338,485,934,793,554,690,485,857,566,427,445,267,296,296
2021,7,20,"21,838","1,152","1,973","2,154","2,555","1,076","1,384",862,879,"1,419",739,"1,287","1,353","1,006","1,178",943,870,"1,008"
2021,7,30,"23,309","1,439","2,132","1,657",881,"1,101","1,693","1,062","1,209","1,979","1,245","2,214","1,404","1,142","1,381","1,001",881,888
2021,7,40,"21,970","1,258","1,993","1,490",595,"1,039","1,883","1,369","1,287","1,789","1,264","2,194","1,170",968,"1,164",745,835,927
2021,7,50,"23,146","1,297","2,086","1,795",637,"1,080","1,912","1,218","1,137","1,737","1,034","1,767","1,557","1,021","1,632",948,"1,052","1,236"
2021,7,60,"18,217","1,015","1,516","1,523",460,848,"1,313",787,980,"1,383",824,"1,516","1,136",835,"1,439",824,907,911
2021,7,70,"9,000",490,710,767,314,433,745,495,493,723,443,758,440,420,570,391,350,458
2021,7,80,"3,308",181,272,299,130,155,284,207,181,254,153,298,142,123,204,143,118,164
2021,7,90,282,15,21,24,9,18,20,18,16,28,14,31,14,9,10,19,10,6
2021,7,100,29,1,0,2,5,1,1,2,0,3,2,3,2,1,2,3,1,0
