년도,월,나이,전라남도 영광군,전라남도 영광군 영광읍,전라남도 영광군 백수읍,전라남도 영광군 홍농읍,전라남도 영광군 대마면,전라남도 영광군 묘량면,전라남도 영광군 불갑면,전라남도 영광군 군서면,전라남도 영광군 군남면,전라남도 영광군 염산면,전라남도 영광군 법성면,전라남도 영광군 낙월면,전라남도 영광군 낙월면안마출장소
2020,7,60,"8,369","2,822",848,869,323,338,289,410,458,918,938,105,51
2020,7,70,"7,137","1,933",926,704,292,317,244,428,537,842,837,44,33
2020,7,80,"3,931",909,541,340,188,245,148,273,408,401,448,23,7
2020,7,90,546,143,68,38,39,36,17,40,45,50,62,7,1
2020,7,100,34,13,6,5,2,0,0,3,1,0,4,0,0
2020,8,총,"53,365","21,842","4,761","6,979","1,822","1,798","1,382","2,368","2,423","4,094","5,304",407,185
2020,8,0,"3,820","2,103",196,642,89,89,62,91,92,160,273,12,11
2020,8,10,"4,249","2,363",253,559,132,76,62,198,73,154,364,13,2
2020,8,20,"5,023","2,404",362,847,150,133,90,162,126,251,464,27,7
2020,8,30,"4,920","2,333",275,935,139,118,125,124,139,276,425,19,12
2020,8,40,"6,660","3,375",467,887,181,153,103,253,192,382,568,74,25
2020,8,50,"8,649","3,434",815,"1,152",286,291,242,387,347,669,908,83,35
2020,8,60,"8,385","2,833",851,867,322,336,289,408,462,913,947,106,51
2020,8,70,"7,142","1,930",924,710,296,320,244,429,538,835,838,44,34
2020,8,80,"3,936",914,544,337,187,245,148,272,407,402,451,22,7
2020,8,90,547,139,68,39,38,37,17,41,46,52,62,7,1
2020,8,100,34,14,6,4,2,0,0,3,1,0,4,0,0
2020,9,총,"53,308","21,879","4,750","6,969","1,813","1,788","1,382","2,351","2,410","4,078","5,300",403,185
2020,9,0,"3,814","2,103",195,641,87,89,61,89,87,162,276,13,11
2020,9,10,"4,232","2,372",251,557,127,73,60,193,76,151,357,13,2
2020,9,20,"5,007","2,412",357,839,153,131,90,161,120,252,459,26,7
2020,9,30,"4,904","2,320",278,934,143,118,123,121,134,273,429,19,12
2020,9,40,"6,635","3,382",461,880,174,153,102,251,194,375,567,70,26
2020,9,50,"8,613","3,440",813,"1,149",280,284,242,381,344,666,899,82,33
2020,9,60,"8,401","2,836",851,868,321,338,294,406,464,910,955,106,52
2020,9,70,"7,156","1,941",915,720,300,319,243,432,536,838,834,45,33
2020,9,80,"3,961",919,554,338,187,246,150,273,407,400,457,22,8
2020,9,90,550,141,68,39,39,37,17,40,47,51,63,7,1
2020,9,100,35,13,7,4,2,0,0,4,1,0,4,0,0
2020,10,총,"53,226","21,885","4,728","6,961","1,804","1,781","1,382","2,336","2,403","4,054","5,301",404,187
2020,10,0,"3,793","2,108",187,641,85,86,60,85,87,150,280,13,11
2020,10,10,"4,195","2,359",250,552,122,72,59,191,74,153,349,12,2
2020,10,20,"5,009","2,420",350,835,156,129,91,158,123,250,463,26,8
2020,10,30,"4,890","2,318",277,933,145,116,121,119,132,267,430,21,11
2020,10,40,"6,603","3,374",456,873,171,153,104,250,191,375,563,66,27
2020,10,50,"8,592","3,434",815,"1,149",281,283,241,383,338,657,894,85,32
2020,10,60,"8,426","2,850",849,875,319,342,296,404,470,910,954,104,53
2020,10,70,"7,159","1,955",910,721,297,317,240,425,535,838,839,48,34
2020,10,80,"3,977",915,559,335,186,247,153,276,406,405,465,22,8
2020,10,90,548,139,68,43,40,36,17,41,47,49,60,7,1
2020,10,100,34,13,7,4,2,0,0,4,0,0,4,0,0
2020,11,총,"53,183","21,908","4,710","6,962","1,804","1,779","1,366","2,318","2,404","4,045","5,295",403,189
2020,11,0,"3,770","2,101",181,643,86,85,59,80,84,148,279,13,11
2020,11,10,"4,199","2,373",248,554,119,73,58,185,76,150,350,11,2
2020,11,20,"5,022","2,430",347,832,161,130,90,160,125,252,459,26,10
2020,11,30,"4,888","2,327",272,933,145,115,120,124,129,263,428,21,11
2020,11,40,"6,577","3,361",454,875,169,153,101,242,190,375,566,64,27
2020,11,50,"8,573","3,434",811,"1,146",281,284,233,385,340,650,892,85,32
2020,11,60,"8,456","2,869",849,875,322,343,298,396,472,913,958,108,53
2020,11,70,"7,153","1,955",914,718,295,315,240,427,535,838,835,47,34
2020,11,80,"3,964",906,557,339,185,246,150,276,406,406,464,21,8
2020,11,90,548,140,70,43,39,35,17,39,47,50,60,7,1
2020,11,100,33,12,7,4,2,0,0,4,0,0,4,0,0
2020,12,총,"53,099","21,893","4,693","6,922","1,812","1,777","1,372","2,322","2,409","4,038","5,268",405,188
2020,12,0,"3,765","2,088",181,641,84,85,59,83,86,152,280,15,11
2020,12,10,"4,169","2,366",243,549,119,74,58,183,76,152,336,11,2
2020,12,20,"5,012","2,419",345,826,163,127,94,164,127,245,465,27,10
2020,12,30,"4,871","2,315",269,925,153,115,117,125,133,261,426,20,12
2020,12,40,"6,553","3,373",440,871,170,151,104,237,193,372,552,64,26
2020,12,50,"8,543","3,426",812,"1,129",285,284,233,388,335,645,891,85,30
2020,12,60,"8,467","2,876",851,874,322,342,302,400,469,919,953,106,53
2020,12,70,"7,171","1,958",916,726,295,314,239,423,540,834,843,48,35
2020,12,80,"3,965",920,559,333,181,251,148,277,402,406,458,22,8
2020,12,90,549,139,70,44,38,34,18,38,48,52,60,7,1
2020,12,100,34,13,7,4,2,0,0,4,0,0,4,0,0
2021,1,총,"53,048","21,925","4,689","6,881","1,786","1,781","1,373","2,323","2,418","4,039","5,246",401,186
2021,1,0,"3,760","2,074",185,638,82,88,62,86,87,154,279,14,11
2021,1,10,"4,163","2,393",235,535,111,77,58,179,80,156,326,11,2
2021,1,20,"4,995","2,423",344,823,157,124,89,171,127,241,461,26,9
2021,1,30,"4,836","2,293",267,918,150,116,117,123,130,264,431,18,9
2021,1,40,"6,537","3,386",438,859,162,151,106,239,195,367,544,62,28
2021,1,50,"8,516","3,424",807,"1,118",285,287,230,384,333,647,885,87,29
2021,1,60,"8,484","2,889",856,878,322,343,302,401,469,918,949,104,53
2021,1,70,"7,169","1,947",912,733,295,312,244,421,542,833,844,50,36
2021,1,80,"4,003",945,567,331,182,250,147,277,406,405,463,22,8
2021,1,90,550,137,71,44,38,33,18,38,49,54,60,7,1
2021,1,100,35,14,7,4,2,0,0,4,0,0,4,0,0
2021,2,총,"52,944","21,865","4,660","6,893","1,786","1,769","1,376","2,327","2,408","4,035","5,234",403,188
2021,2,0,"3,751","2,063",179,647,84,86,66,87,85,155,275,14,10
2021,2,10,"4,151","2,393",234,527,108,76,59,174,83,158,324,11,4
2021,2,20,"4,926","2,386",332,822,153,123,89,174,124,235,453,26,9
2021,2,30,"4,805","2,264",268,925,152,114,115,127,127,258,428,18,9
2021,2,40,"6,504","3,377",440,848,157,149,105,237,194,363,543,62,29
2021,2,50,"8,540","3,432",798,"1,125",287,288,233,384,332,655,888,90,28
2021,2,60,"8,504","2,910",853,884,323,341,300,405,465,913,952,104,54
2021,2,70,"7,146","1,941",909,728,296,311,243,422,540,836,835,50,35
2021,2,80,"4,029",947,569,336,186,250,148,275,407,407,473,22,9
2021,2,90,553,138,71,47,38,31,18,38,51,55,59,6,1
2021,2,100,35,14,7,4,2,0,0,4,0,0,4,0,0
2021,3,총,"52,663","21,711","4,625","6,879","1,764","1,753","1,371","2,319","2,405","4,031","5,235",380,190
2021,3,0,"3,723","2,036",176,643,83,87,66,92,85,154,276,14,11
2021,3,10,"4,137","2,378",232,532,109,76,57,168,84,156,331,9,5
2021,3,20,"4,920","2,390",333,829,150,122,91,170,122,229,449,27,8
2021,3,30,"4,775","2,255",266,917,145,115,113,125,126,254,432,18,9
2021,3,40,"6,447","3,333",432,851,149,143,104,239,189,366,550,60,31
2021,3,50,"8,448","3,397",791,"1,129",286,283,224,378,338,648,861,84,29
2021,3,60,"8,500","2,892",859,872,324,338,304,408,468,926,958,99,52
2021,3,70,"7,092","1,931",897,718,295,309,245,417,533,834,832,46,35
2021,3,80,"4,050",954,565,344,186,247,146,280,410,407,482,20,9
2021,3,90,548,136,71,42,36,33,21,38,50,57,60,3,1
2021,3,100,23,9,3,2,1,0,0,4,0,0,4,0,0
2021,4,총,"52,587","21,703","4,642","6,839","1,762","1,752","1,372","2,315","2,381","4,016","5,236",380,189
2021,4,0,"3,689","2,027",178,634,82,87,64,88,80,152,272,14,11
2021,4,10,"4,135","2,372",238,531,110,75,58,169,84,153,331,9,5
2021,4,20,"4,894","2,386",337,823,149,121,87,168,117,227,445,27,7
2021,4,30,"4,782","2,267",271,903,146,113,114,126,127,251,437,18,9
2021,4,40,"6,397","3,314",431,850,146,141,105,231,183,364,542,59,31
2021,4,50,"8,465","3,403",791,"1,122",290,286,224,381,339,646,869,85,29
2021,4,60,"8,517","2,907",859,874,323,337,304,414,464,926,957,100,52
2021,4,70,"7,061","1,927",891,713,287,306,247,415,524,836,836,45,34
2021,4,80,"4,075",958,568,346,193,253,148,282,412,403,482,20,10
2021,4,90,548,133,75,40,35,33,21,37,51,58,61,3,1
2021,4,100,24,9,3,3,1,0,0,4,0,0,4,0,0
2021,5,총,"52,571","21,684","4,638","6,825","1,753","1,763","1,372","2,318","2,381","4,015","5,254",379,189
2021,5,0,"3,703","2,032",182,632,82,90,64,88,80,155,273,14,11
2021,5,10,"4,121","2,366",236,534,101,77,60,165,84,155,329,9,5
2021,5,20,"4,867","2,373",328,811,152,122,84,173,120,221,449,27,7
2021,5,30,"4,750","2,251",271,889,147,114,113,122,125,252,439,18,9
2021,5,40,"6,365","3,291",428,859,144,146,109,231,183,351,537,56,30
2021,5,50,"8,487","3,426",795,"1,111",285,287,220,382,338,655,872,86,30
2021,5,60,"8,533","2,905",857,881,327,338,301,412,467,926,966,101,52
2021,5,70,"7,056","1,934",884,716,285,304,250,417,522,836,830,45,33
2021,5,80,"4,114",963,579,348,192,252,149,286,412,408,494,20,11
2021,5,90,551,134,75,42,36,33,22,38,50,56,61,3,1
2021,5,100,24,9,3,2,2,0,0,4,0,0,4,0,0
2021,6,총,"52,487","21,620","4,629","6,823","1,753","1,761","1,373","2,316","2,393","4,001","5,249",378,191
2021,6,0,"3,708","2,021",189,634,83,88,65,90,81,158,274,14,11
2021,6,10,"4,103","2,343",234,531,103,76,58,162,97,153,332,9,5
2021,6,20,"4,838","2,371",327,805,150,122,85,173,115,215,441,27,7
2021,6,30,"4,727","2,231",269,895,144,111,113,120,125,251,441,18,9
2021,6,40,"6,348","3,274",429,855,146,144,109,230,185,353,538,56,29
2021,6,50,"8,447","3,431",782,"1,111",282,284,219,380,336,648,861,82,31
2021,6,60,"8,547","2,906",858,886,326,342,301,412,468,924,967,104,53
2021,6,70,"7,039","1,933",876,707,288,304,253,416,520,834,828,46,34
2021,6,80,"4,156",970,586,356,193,256,148,291,414,411,500,20,11
2021,6,90,549,131,76,41,36,33,22,38,52,54,63,2,1
2021,6,100,25,9,3,2,2,1,0,4,0,0,4,0,0
2021,7,총,"52,407","21,631","4,613","6,799","1,749","1,741","1,366","2,312","2,377","3,999","5,247",381,192
2021,7,0,"3,690","2,014",188,635,82,85,66,82,80,155,278,14,11
2021,7,10,"4,100","2,358",230,523,100,74,57,161,95,157,332,9,4
2021,7,20,"4,819","2,350",327,814,146,119,85,176,115,217,436,26,8
2021,7,30,"4,699","2,237",268,879,146,106,114,117,123,248,434,18,9
2021,7,40,"6,327","3,271",424,847,148,141,106,232,184,349,539,57,29
2021,7,50,"8,415","3,439",782,"1,105",281,283,217,377,327,644,851,79,30
2021,7,60,"8,577","2,912",853,890,327,344,301,418,461,931,977,109,54
2021,7,70,"7,031","1,938",873,703,287,303,249,415,524,832,826,46,35
2021,7,80,"4,178",972,590,361,194,253,150,291,418,412,505,21,11
2021,7,90,547,132,75,40,36,32,21,39,50,54,65,2,1
2021,7,100,24,8,3,2,2,1,0,4,0,0,4,0,0
2021,8,총,"52,288","21,654","4,603","6,728","1,726","1,746","1,362","2,303","2,371","3,969","5,254",379,193
2021,8,0,"3,678","2,021",182,623,81,87,66,84,82,147,280,14,11
2021,8,10,"4,084","2,347",229,524,90,75,59,158,94,158,337,9,4
2021,8,20,"4,777","2,357",324,789,142,121,83,174,110,208,433,27,9
2021,8,30,"4,666","2,255",264,854,148,106,114,112,122,236,429,17,9
2021,8,40,"6,277","3,244",414,843,145,143,104,231,186,348,536,55,28
2021,8,50,"8,411","3,448",791,"1,097",275,282,216,377,325,640,850,79,31
2021,8,60,"8,609","2,924",857,889,331,346,299,416,462,932,989,110,54
2021,8,70,"7,029","1,942",870,704,287,303,250,417,517,830,828,46,35
2021,8,80,"4,183",974,591,361,194,251,150,293,423,413,502,20,11
2021,8,90,549,134,78,42,31,31,21,37,49,57,66,2,1
2021,8,100,25,8,3,2,2,1,0,4,1,0,4,0,0
2021,9,총,"52,119","21,638","4,570","6,687","1,716","1,743","1,351","2,299","2,368","3,966","5,208",382,191
2021,9,0,"3,668","2,017",182,616,83,86,66,82,81,150,280,14,11
2021,9,10,"4,036","2,340",224,509,87,74,58,154,94,154,329,9,4
2021,9,20,"4,707","2,341",320,772,142,116,79,172,106,203,421,27,8
2021,9,30,"4,642","2,253",260,846,146,108,110,119,122,233,419,17,9
2021,9,40,"6,235","3,231",399,839,147,142,101,228,185,348,532,56,27
2021,9,50,"8,431","3,471",798,"1,101",270,276,220,380,328,638,840,80,29
2021,9,60,"8,620","2,925",850,890,330,355,296,417,465,940,985,111,56
2021,9,70,"6,998","1,943",866,698,283,301,249,412,507,830,830,45,34
2021,9,80,"4,215",982,592,370,195,253,150,294,429,413,504,21,12
2021,9,90,542,127,76,44,31,31,22,37,50,57,64,2,1
2021,9,100,25,8,3,2,2,1,0,4,1,0,4,0,0
2021,10,총,"52,113","21,654","4,553","6,685","1,724","1,744","1,351","2,304","2,360","3,961","5,197",388,192
2021,10,0,"3,660","2,014",178,615,81,88,68,84,81,146,280,14,11
2021,10,10,"4,012","2,326",217,511,87,74,56,158,90,154,326,9,4
2021,10,20,"4,718","2,345",321,771,146,117,78,172,109,206,419,26,8
2021,10,30,"4,624","2,258",254,837,143,110,112,120,119,227,416,19,9
2021,10,40,"6,231","3,225",400,829,150,142,101,232,187,347,535,56,27
2021,10,50,"8,427","3,479",790,"1,112",270,273,218,381,322,634,835,83,30
2021,10,60,"8,640","2,933",858,894,332,354,296,412,462,948,982,113,56
2021,10,70,"6,991","1,942",860,695,285,301,250,411,505,829,834,45,34
2021,10,80,"4,245",995,596,373,197,254,152,293,435,415,502,21,12
2021,10,90,539,128,76,46,31,30,20,37,49,55,64,2,1
2021,10,100,26,9,3,2,2,1,0,4,1,0,4,0,0
2021,11,총,"52,024","21,654","4,560","6,655","1,729","1,733","1,339","2,286","2,368","3,942","5,179",388,191
2021,11,0,"3,646","2,019",177,615,82,86,62,82,83,142,273,14,11
2021,11,10,"4,000","2,335",213,504,84,73,53,152,91,158,325,9,3
2021,11,20,"4,697","2,339",323,762,149,114,82,167,107,203,416,26,9
2021,11,30,"4,597","2,247",261,823,148,114,110,119,116,222,409,19,9
2021,11,40,"6,224","3,220",396,837,151,142,100,232,185,345,533,56,27
2021,11,50,"8,430","3,491",790,"1,105",271,274,218,380,327,627,836,82,29
2021,11,60,"8,648","2,934",861,897,330,350,294,411,466,953,982,114,56
2021,11,70,"6,955","1,939",855,682,286,296,251,405,508,818,835,45,35
2021,11,80,"4,261",996,603,382,194,251,150,297,436,416,504,21,11
2021,11,90,539,125,77,46,32,32,19,37,48,58,62,2,1
2021,11,100,27,9,4,2,2,1,0,4,1,0,4,0,0
2021,12,총,"51,985","21,737","4,543","6,597","1,731","1,733","1,341","2,290","2,349","3,946","5,146",381,191
2021,12,0,"3,631","2,021",180,600,85,87,63,80,80,140,270,14,11
2021,12,10,"4,000","2,347",209,498,87,72,53,153,90,158,321,9,3
2021,12,20,"4,661","2,334",318,751,146,111,84,167,106,206,406,23,9
2021,12,30,"4,592","2,260",260,815,143,116,109,122,111,220,407,20,9
2021,12,40,"6,218","3,242",385,832,156,142,100,229,182,345,523,55,27
2021,12,50,"8,415","3,499",787,"1,102",270,272,216,377,323,622,839,79,29
2021,12,60,"8,671","2,946",872,894,332,350,298,416,465,954,977,112,55
2021,12,70,"6,956","1,943",851,680,287,299,249,407,505,820,834,45,36
2021,12,80,"4,279","1,011",597,380,192,252,151,298,439,422,504,22,11
2021,12,90,537,125,80,43,31,31,18,37,48,59,62,2,1
2021,12,100,25,9,4,2,2,1,0,4,0,0,3,0,0
