년도,월,나이,광명시,광명1동,광명2동,광명3동,광명4동,광명5동,광명6동,광명7동,철산1동,철산2동,철산3동,철산4동,하안1동,하안2동,하안3동,하안4동,소하1동,소하2동,학온동,일직동
2020,5,70,"8,242",199,345,403,558,505,356,583,260,346,735,356,601,322,547,200,710,"1,077",139,
2020,5,80,"2,554",65,97,120,147,159,84,184,85,130,236,85,163,141,223,82,191,289,73,
2020,5,90,264,8,13,15,16,13,9,13,14,15,18,5,21,14,25,6,25,30,4,
2020,5,100,37,0,0,2,5,2,1,2,0,3,3,0,1,5,1,0,4,6,2,
2020,6,총,"154,425","2,668","3,545","4,769","6,961","7,296","5,414","8,437","6,275","6,729","16,232","6,825","13,350","6,790","9,967","6,284","15,867","25,727","1,289",
2020,6,0,"12,742",126,145,208,366,475,450,479,569,261,"1,547",563,"1,295",539,863,597,"1,638","2,583",38,
2020,6,10,"16,438",216,253,317,461,695,584,816,798,485,"2,179",656,"1,668",607,"1,030",802,"2,241","2,568",62,
2020,6,20,"21,179",398,513,712,"1,004","1,007",692,"1,290",867,"1,109","2,203",901,"1,776",862,"1,258",835,"1,930","3,703",119,
2020,6,30,"22,286",384,452,647,"1,070",980,685,"1,080",821,"1,007","1,895","1,228","1,500","1,373","1,516","1,092","1,977","4,435",144,
2020,6,40,"26,748",404,522,721,"1,022","1,232",919,"1,265","1,134",992,"2,919","1,203","2,540","1,257","1,777","1,176","3,046","4,474",145,
2020,6,50,"25,818",519,679,907,"1,211","1,231",923,"1,487","1,076","1,406","2,734","1,099","2,289","1,005","1,585",945,"2,409","4,040",273,
2020,6,60,"18,151",382,562,716,"1,096",992,707,"1,241",649,985,"1,758",733,"1,492",660,"1,140",545,"1,694","2,507",292,
2020,6,70,"8,216",178,317,399,567,509,361,580,261,338,737,351,605,327,549,201,712,"1,088",136,
2020,6,80,"2,547",54,91,124,144,160,83,184,86,128,237,86,162,141,223,85,192,293,74,
2020,6,90,263,7,11,16,15,13,9,13,14,15,20,5,22,14,25,6,24,30,4,
2020,6,100,37,0,0,2,5,2,1,2,0,3,3,0,1,5,1,0,4,6,2,
2020,7,총,"153,575","2,372","3,236","4,764","6,963","7,276","5,405","8,415","6,215","6,655","16,215","6,810","13,328","6,777","9,937","6,283","15,847","25,791","1,286",
2020,7,0,"12,675",114,139,201,373,465,446,473,562,265,"1,536",559,"1,289",548,859,594,"1,630","2,585",37,
2020,7,10,"16,336",192,223,316,460,703,585,815,793,487,"2,175",653,"1,664",599,"1,018",791,"2,232","2,571",59,
2020,7,20,"21,044",350,466,714,"1,002","1,004",692,"1,289",859,"1,082","2,204",903,"1,767",853,"1,254",849,"1,937","3,694",125,
2020,7,30,"22,063",339,404,644,"1,053",966,681,"1,066",802,997,"1,886","1,221","1,497","1,361","1,505","1,096","1,951","4,453",141,
2020,7,40,"26,601",362,487,728,"1,023","1,229",921,"1,259","1,123",971,"2,910","1,199","2,533","1,264","1,773","1,158","3,035","4,482",144,
2020,7,50,"25,739",464,617,907,"1,221","1,230",923,"1,483","1,071","1,393","2,741","1,098","2,306","1,001","1,593",956,"2,421","4,045",269,
2020,7,60,"18,090",333,511,710,"1,093",993,701,"1,247",648,974,"1,767",736,"1,487",666,"1,144",543,"1,703","2,538",296,
2020,7,70,"8,194",162,292,397,576,515,363,582,258,339,739,352,605,324,541,206,715,"1,092",136,
2020,7,80,"2,536",51,86,131,141,156,83,186,86,128,234,84,157,142,224,84,196,295,72,
2020,7,90,259,5,11,13,16,13,9,13,13,16,20,5,22,14,25,6,23,30,5,
2020,7,100,38,0,0,3,5,2,1,2,0,3,3,0,1,5,1,0,4,6,2,
2020,8,총,"152,384","1,928","2,977","4,749","6,937","7,258","5,388","8,395","6,107","6,532","16,179","6,794","13,324","6,750","9,903","6,241","15,853","25,786","1,283",
2020,8,0,"12,498",85,121,196,366,466,437,469,554,251,"1,514",551,"1,300",533,845,580,"1,617","2,576",37,
2020,8,10,"16,211",135,228,318,460,699,590,810,777,476,"2,171",645,"1,659",598,"1,005",778,"2,234","2,570",58,
2020,8,20,"20,858",290,410,711,998,"1,000",691,"1,290",843,"1,064","2,206",902,"1,769",849,"1,253",842,"1,941","3,673",126,
2020,8,30,"21,794",277,373,640,"1,039",955,671,"1,049",792,963,"1,873","1,218","1,494","1,358","1,477","1,092","1,946","4,439",138,
2020,8,40,"26,402",288,454,719,"1,013","1,228",914,"1,263","1,099",950,"2,911","1,194","2,518","1,251","1,782","1,156","3,031","4,490",141,
2020,8,50,"25,576",387,558,906,"1,227","1,224",926,"1,490","1,047","1,372","2,726","1,100","2,310","1,000","1,591",957,"2,430","4,052",273,
2020,8,60,"18,047",273,473,711,"1,092","1,001",701,"1,242",640,978,"1,779",741,"1,489",675,"1,156",542,"1,706","2,551",297,
2020,8,70,"8,189",144,268,405,579,515,365,581,255,337,745,354,608,328,539,206,721,"1,104",135,
2020,8,80,"2,518",44,82,130,142,155,82,185,87,123,232,84,155,141,229,82,199,295,71,
2020,8,90,256,5,10,10,16,13,10,15,13,15,19,5,21,14,25,6,24,30,5,
2020,8,100,35,0,0,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2020,9,총,"150,994","1,431","2,619","4,781","6,951","7,287","5,360","8,382","5,900","6,315","16,139","6,788","13,289","6,720","9,899","6,221","15,821","25,814","1,277",
2020,9,0,"12,326",51,103,198,364,467,426,464,540,239,"1,504",551,"1,281",525,845,567,"1,598","2,570",33,
2020,9,10,"16,109",97,192,322,469,698,595,809,760,454,"2,169",645,"1,663",589,993,782,"2,237","2,578",57,
2020,9,20,"20,586",216,357,706,996,"1,006",683,"1,275",808,"1,024","2,199",891,"1,754",840,"1,257",837,"1,940","3,675",122,
2020,9,30,"21,553",201,328,650,"1,032",955,670,"1,054",763,931,"1,837","1,226","1,496","1,357","1,469","1,077","1,924","4,444",139,
2020,9,40,"26,147",211,405,715,"1,013","1,228",903,"1,269","1,069",921,"2,906","1,195","2,506","1,238","1,773","1,144","3,028","4,483",140,
2020,9,50,"25,337",298,482,906,"1,227","1,236",929,"1,476",993,"1,325","2,724","1,103","2,307","1,004","1,595",966,"2,436","4,057",273,
2020,9,60,"17,994",209,432,724,"1,111","1,004",693,"1,250",620,951,"1,804",731,"1,492",679,"1,169",548,"1,708","2,570",299,
2020,9,70,"8,162",122,241,418,575,520,364,584,253,333,737,356,608,326,541,212,729,"1,107",136,
2020,9,80,"2,491",24,69,128,144,159,86,184,84,119,237,85,160,144,230,82,192,294,70,
2020,9,90,253,2,9,11,15,12,10,16,10,15,19,5,21,15,26,6,25,30,6,
2020,9,100,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2020,10,총,"149,478",992,"2,205","4,770","6,961","7,312","5,372","8,361","5,723","5,922","16,140","6,776","13,268","6,758","9,875","6,188","15,775","25,807","1,273",
2020,10,0,"12,175",35,85,192,362,464,417,465,528,227,"1,492",540,"1,271",533,833,566,"1,582","2,549",34,
2020,10,10,"15,970",62,151,323,467,690,604,805,744,427,"2,180",644,"1,668",587,985,773,"2,231","2,575",54,
2020,10,20,"20,326",145,292,701,"1,009","1,014",681,"1,274",778,925,"2,189",895,"1,737",844,"1,264",831,"1,935","3,691",121,
2020,10,30,"21,229",148,272,644,"1,023",947,662,"1,036",738,892,"1,828","1,217","1,507","1,353","1,464","1,059","1,900","4,400",139,
2020,10,40,"25,950",151,348,714,"1,023","1,240",911,"1,273","1,038",877,"2,905","1,190","2,496","1,243","1,762","1,138","3,020","4,484",137,
2020,10,50,"25,082",206,416,899,"1,223","1,242",929,"1,472",958,"1,236","2,727","1,104","2,308","1,006","1,601",974,"2,438","4,070",273,
2020,10,60,"17,895",147,370,736,"1,116","1,017",701,"1,254",601,900,"1,816",738,"1,485",698,"1,169",548,"1,711","2,587",301,
2020,10,70,"8,071",81,201,420,569,519,365,582,252,305,743,358,614,332,538,211,733,"1,114",134,
2020,10,80,"2,490",15,59,127,149,165,92,183,78,117,238,85,159,142,232,82,195,300,72,
2020,10,90,254,2,10,11,15,12,9,16,8,13,19,5,22,17,26,6,26,31,6,
2020,10,100,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2020,11,총,"148,104",578,"1,972","4,787","6,952","7,302","5,371","8,380","5,574","5,435","16,133","6,759","13,277","6,727","9,831","6,191","15,757","25,810","1,268",
2020,11,0,"12,016",18,79,188,361,457,408,459,514,217,"1,496",540,"1,251",523,821,558,"1,564","2,527",35,
2020,11,10,"15,838",29,139,328,463,683,607,803,738,390,"2,173",630,"1,666",587,975,776,"2,225","2,573",53,
2020,11,20,"20,116",79,253,699,999,"1,024",683,"1,272",753,822,"2,194",902,"1,752",841,"1,261",834,"1,932","3,699",117,
2020,11,30,"20,925",83,242,638,"1,013",944,661,"1,049",719,815,"1,817","1,199","1,495","1,336","1,447","1,058","1,895","4,374",140,
2020,11,40,"25,728",82,319,720,"1,024","1,220",910,"1,284","1,014",815,"2,904","1,187","2,499","1,239","1,747","1,128","3,024","4,474",138,
2020,11,50,"24,889",137,372,911,"1,231","1,239",924,"1,464",934,"1,148","2,717","1,104","2,311","1,002","1,610",982,"2,437","4,096",270,
2020,11,60,"17,836",95,320,744,"1,124","1,034",705,"1,267",578,825,"1,836",748,"1,501",703,"1,167",555,"1,725","2,608",301,
2020,11,70,"7,994",44,185,416,568,523,369,582,245,276,741,360,622,331,541,211,730,"1,116",134,
2020,11,80,"2,471",10,52,129,149,161,95,183,73,111,232,84,158,145,234,84,195,305,71,
2020,11,90,255,1,10,11,15,15,8,16,6,13,20,5,21,17,27,5,26,32,7,
2020,11,100,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2020,12,총,"147,278",366,"1,831","4,788","6,899","7,267","5,358","8,879","5,507","4,904","16,110","6,763","13,273","6,725","9,742","6,148","15,709","25,749","1,260",
2020,12,0,"11,938",6,72,184,349,457,401,536,505,197,"1,479",540,"1,252",515,805,550,"1,550","2,505",35,
2020,12,10,"15,718",11,110,327,463,672,599,835,738,343,"2,181",635,"1,655",590,976,758,"2,210","2,562",53,
2020,12,20,"20,018",49,234,699,999,"1,027",682,"1,317",746,737,"2,178",907,"1,758",852,"1,249",834,"1,939","3,695",116,
2020,12,30,"20,774",55,235,638,"1,002",948,660,"1,180",713,724,"1,810","1,189","1,480","1,321","1,402","1,054","1,893","4,333",137,
2020,12,40,"25,546",52,285,728,"1,009","1,199",911,"1,377",996,744,"2,893","1,179","2,494","1,229","1,739","1,111","2,995","4,470",135,
2020,12,50,"24,732",99,351,899,"1,226","1,223",912,"1,514",915,"1,055","2,720","1,115","2,314","1,010","1,611",975,"2,427","4,103",263,
2020,12,60,"17,801",65,307,749,"1,119","1,032",720,"1,314",569,734,"1,846",750,"1,511",706,"1,159",559,"1,734","2,621",306,
2020,12,70,"7,998",24,175,422,563,534,367,600,243,254,749,359,624,338,542,215,736,"1,118",135,
2020,12,80,"2,462",4,51,128,149,159,98,187,76,102,231,84,163,142,232,86,195,304,71,
2020,12,90,255,1,10,11,15,14,7,18,6,11,20,5,21,19,26,6,26,32,7,
2020,12,100,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2021,1,총,"146,858",302,"1,775","4,801","6,897","7,251","5,349","9,103","5,488","4,607","16,108","6,764","13,214","6,711","9,720","6,125","15,678","25,707","1,258",
2021,1,0,"11,814",4,72,182,351,451,394,575,488,180,"1,463",539,"1,223",509,795,531,"1,539","2,482",36,
2021,1,10,"15,638",10,97,332,461,672,604,838,738,314,"2,181",641,"1,650",574,971,758,"2,187","2,555",55,
2021,1,20,"19,948",36,232,699,999,"1,024",676,"1,337",749,682,"2,164",907,"1,755",856,"1,241",840,"1,951","3,687",113,
2021,1,30,"20,646",47,224,633,989,940,649,"1,237",719,686,"1,801","1,181","1,464","1,320","1,400","1,044","1,880","4,296",136,
2021,1,40,"25,359",45,279,725,"1,013","1,190",911,"1,422",977,683,"2,878","1,177","2,463","1,216","1,724","1,100","2,967","4,452",137,
2021,1,50,"24,733",80,331,905,"1,226","1,224",917,"1,542",919,997,"2,729","1,112","2,319","1,020","1,624",981,"2,426","4,123",258,
2021,1,60,"17,910",58,306,761,"1,123","1,036",724,"1,331",573,697,"1,873",760,"1,521",709,"1,164",561,"1,754","2,650",309,
2021,1,70,"8,048",17,175,424,568,539,368,616,242,253,759,355,631,343,539,218,747,"1,119",135,
2021,1,80,"2,467",4,48,128,146,160,99,184,77,101,236,87,166,142,233,86,196,304,70,
2021,1,90,259,1,10,9,16,13,6,20,6,11,21,5,21,19,28,6,27,33,7,
2021,1,100,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2,
2021,2,총,"146,369",276,"1,744","4,791","6,876","7,238","5,342","9,191","5,477","4,361","16,071","6,766","13,195","6,684","9,716","6,098","15,639","25,646","1,258",
2021,2,0,"11,672",3,71,182,340,448,392,588,480,168,"1,438",539,"1,205",508,791,517,"1,523","2,442",37,
2021,2,10,"15,549",9,95,327,464,663,604,840,728,292,"2,168",638,"1,658",568,962,749,"2,180","2,549",55,
2021,2,20,"19,795",32,224,691,985,"1,025",674,"1,349",753,625,"2,162",897,"1,734",849,"1,241",843,"1,948","3,649",114,
2021,2,30,"20,567",45,223,635,986,949,650,"1,253",726,656,"1,776","1,190","1,465","1,311","1,413","1,026","1,860","4,266",137,
2021,2,40,"25,279",43,271,717,"1,007","1,180",904,"1,438",967,644,"2,883","1,182","2,460","1,209","1,710","1,099","2,970","4,457",138,
2021,2,50,"24,660",72,322,905,"1,222","1,214",918,"1,550",912,938,"2,734","1,102","2,314","1,023","1,629",983,"2,423","4,137",262,
2021,2,60,"18,017",53,304,766,"1,135","1,048",727,"1,346",585,679,"1,890",769,"1,532",711,"1,160",570,"1,763","2,674",305,
2021,2,70,"8,051",16,174,429,568,536,366,619,242,244,752,361,638,341,542,217,748,"1,124",134,
2021,2,80,"2,486",2,49,128,147,159,100,187,78,102,245,83,167,142,239,88,194,308,68,
2021,2,90,258,1,10,8,17,14,6,20,6,10,20,5,21,19,29,6,26,34,6,
2021,2,100,35,0,1,3,5,2,1,1,0,3,3,0,1,3,0,0,4,6,2,
2021,3,총,"145,897",226,"1,713","4,764","6,847","7,224","5,287","9,253","5,459","4,195","16,244","6,696","13,119","6,651","9,655","6,078","15,632","25,587","1,267",
2021,3,0,"11,571",3,71,175,335,450,377,587,468,159,"1,463",539,"1,185",510,787,501,"1,512","2,413",36,
2021,3,10,"15,495",8,94,320,464,656,604,839,725,281,"2,180",640,"1,648",550,945,741,"2,188","2,556",56,
2021,3,20,"19,761",27,225,692,969,"1,022",672,"1,348",759,608,"2,177",872,"1,730",850,"1,227",845,"1,949","3,670",119,
2021,3,30,"20,519",33,222,626,999,950,639,"1,284",727,629,"1,812","1,179","1,464","1,315","1,406","1,029","1,852","4,217",136,
2021,3,40,"25,090",33,261,713,988,"1,185",895,"1,445",957,620,"2,909","1,167","2,414","1,197","1,692","1,094","2,962","4,419",139,
2021,3,50,"24,601",67,316,906,"1,206","1,196",905,"1,556",906,905,"2,773","1,100","2,306","1,014","1,611",992,"2,432","4,145",265,
2021,3,60,"18,090",41,292,768,"1,156","1,069",726,"1,365",594,657,"1,897",758,"1,544",717,"1,174",565,"1,771","2,689",307,
2021,3,70,"8,017",11,175,421,561,523,363,620,242,232,762,357,639,342,539,216,745,"1,134",135,
2021,3,80,"2,500",2,49,133,152,159,101,189,75,93,250,80,170,139,244,90,196,309,69,
2021,3,90,242,1,8,8,14,14,5,20,6,11,20,2,19,17,30,5,24,33,5,
2021,3,100,11,0,0,2,3,0,0,0,0,0,1,2,0,0,0,0,1,2,0,
2021,4,총,"145,859",184,"1,672","4,756","6,840","7,203","5,264","9,307","5,437","4,059","16,637","6,664","13,078","6,641","9,624","6,036","15,625","25,572","1,260",
2021,4,0,"11,528",0,70,172,334,449,375,591,460,146,"1,521",530,"1,170",500,782,488,"1,512","2,395",33,
2021,4,10,"15,478",7,93,316,462,652,604,848,727,269,"2,229",628,"1,634",537,936,731,"2,186","2,563",56,
2021,4,20,"19,723",18,219,686,970,"1,016",669,"1,350",749,595,"2,207",877,"1,723",863,"1,222",848,"1,939","3,653",119,
2021,4,30,"20,504",27,220,635,986,947,630,"1,303",731,605,"1,861","1,172","1,467","1,318","1,403","1,027","1,847","4,191",134,
2021,4,40,"25,055",27,249,707,993,"1,177",888,"1,453",951,600,"2,990","1,153","2,409","1,181","1,681","1,079","2,955","4,423",139,
2021,4,50,"24,568",57,311,894,"1,205","1,191",894,"1,552",895,869,"2,830","1,101","2,285","1,027","1,606",991,"2,445","4,153",262,
2021,4,60,"18,224",36,286,780,"1,164","1,071",733,"1,374",603,646,"1,953",760,"1,565",714,"1,177",562,"1,781","2,711",308,
2021,4,70,"7,995",9,168,425,557,520,364,622,240,225,768,359,634,341,540,216,738,"1,137",132,
2021,4,80,"2,529",2,47,131,153,166,101,194,75,95,256,80,170,143,247,89,197,311,72,
2021,4,90,244,1,9,8,13,14,6,20,6,9,21,2,21,17,30,5,24,33,5,
2021,4,100,11,0,0,2,3,0,0,0,0,0,1,2,0,0,0,0,1,2,0,
2021,5,총,"145,900",151,"1,677","4,736","6,782","7,151","5,215","9,854","5,415","3,896","16,879","6,628","13,025","6,574","9,563","5,991","15,576","25,538","1,249",
2021,5,0,"11,530",0,68,169,329,444,368,673,464,138,"1,546",522,"1,154",484,766,489,"1,496","2,388",32,
2021,5,10,"15,481",5,120,315,455,646,590,892,720,257,"2,266",615,"1,630",531,927,706,"2,195","2,556",55,
2021,5,20,"19,677",11,215,681,953,"1,017",651,"1,391",758,574,"2,226",888,"1,711",864,"1,211",849,"1,922","3,639",116,
2021,5,30,"20,568",20,221,639,988,919,635,"1,437",729,565,"1,896","1,166","1,484","1,317","1,404","1,020","1,844","4,151",133,
2021,5,40,"25,019",25,246,697,981,"1,170",867,"1,560",936,577,"3,018","1,144","2,383","1,163","1,661","1,062","2,949","4,438",142,
2021,5,50,"24,586",46,305,886,"1,199","1,195",896,"1,622",893,842,"2,861","1,093","2,276","1,026","1,605",990,"2,438","4,156",257,
2021,5,60,"18,308",32,285,788,"1,153","1,064",735,"1,438",601,623,"1,995",760,"1,570",707,"1,175",562,"1,783","2,730",307,
2021,5,70,"7,949",9,164,423,560,522,362,631,235,220,779,354,625,327,535,217,731,"1,127",128,
2021,5,80,"2,539",2,46,129,152,160,105,194,73,91,270,82,172,137,249,91,194,318,74,
2021,5,90,235,1,7,7,12,14,6,16,6,9,21,2,20,18,30,5,23,33,5,
2021,5,100,8,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,
2021,6,총,"145,948",118,"1,709","4,701","6,742","7,091","5,191","10,284","5,412","3,749","16,938","6,632","12,989","6,560","9,543","5,984","15,535","25,530","1,240",
2021,6,0,"11,504",0,68,167,328,437,361,747,454,121,"1,538",524,"1,147",479,759,486,"1,480","2,376",32,
2021,6,10,"15,467",3,141,312,455,644,576,911,720,247,"2,261",619,"1,623",524,922,704,"2,191","2,559",55,
2021,6,20,"19,642",7,221,665,933,"1,011",651,"1,423",766,560,"2,234",892,"1,697",871,"1,218",838,"1,917","3,623",115,
2021,6,30,"20,576",15,218,646,985,898,625,"1,549",733,528,"1,908","1,160","1,476","1,309","1,409","1,018","1,835","4,135",129,
2021,6,40,"25,027",19,250,684,974,"1,159",867,"1,657",932,545,"3,033","1,135","2,379","1,168","1,642","1,063","2,927","4,450",143,
2021,6,50,"24,532",39,301,874,"1,190","1,186",892,"1,662",890,818,"2,866","1,096","2,266","1,022","1,600",993,"2,444","4,140",253,
2021,6,60,"18,453",25,292,796,"1,153","1,069",746,"1,480",599,610,"2,011",769,"1,586",710,"1,178",569,"1,790","2,763",307,
2021,6,70,"7,962",8,165,417,557,515,359,644,237,222,790,353,627,323,536,217,736,"1,130",126,
2021,6,80,"2,546",1,46,132,155,159,108,194,75,90,273,80,170,137,249,90,193,319,75,
2021,6,90,232,1,7,6,12,13,6,17,6,8,23,2,18,17,30,6,22,33,5,
2021,6,100,7,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,
2021,7,총,"145,781",107,"1,701","4,702","6,748","7,052","5,210","10,436","5,428","3,517","17,002","6,601","12,947","6,539","9,550","6,004","15,506","25,507","1,224",
