년도,월,나이,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020,3,70,"19,976",684,814,528,782,978,969,397,746,436,"1,213",733,525,"1,050",887,754,599,813,564,758,927,440,828,800,"1,163",570,568,450
2020,3,80,"8,382",260,336,200,343,446,385,233,286,219,643,252,257,355,343,334,219,377,247,363,455,196,306,271,375,203,259,219
2020,3,90,"1,873",45,72,31,71,78,99,42,64,61,149,60,64,55,91,56,48,80,51,76,131,70,50,67,102,51,58,51
2020,3,100,212,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,14,6,2
2020,4,총,"347,735","7,271","13,488","6,389","8,518","9,919","9,783","8,480","13,627","9,557","20,983","13,398","10,711","17,387","16,762","13,826","14,341","17,086","10,662","16,040","16,091","14,524","15,244","19,114","18,659","11,412","9,063","5,400"
2020,4,0,"25,360",328,964,344,533,527,490,563,572,641,"1,465",683,812,854,856,819,"1,479","1,292",682,882,"1,250","2,354",653,"2,156","1,655","1,445",758,303
2020,4,10,"29,566",465,"1,079",512,671,831,708,844,640,"1,297","1,658",733,971,986,"1,010",956,"1,160","1,739",790,770,"1,456","1,794",962,"2,977","1,951","1,124",833,649
2020,4,20,"49,807",863,"2,175",837,917,"1,196","1,156","1,239","2,813","1,064","2,803","2,546","1,573","3,176","2,922","2,220","1,920","2,379","1,710","3,277","2,095","1,361","2,861","1,769","2,132","1,051","1,067",685
2020,4,30,"58,986","1,004","2,295",790,"1,092","1,046","1,069","1,223","2,966","1,087","3,067","2,889","1,622","3,718","3,453","2,420","2,920","2,571","1,754","4,225","2,459","2,789","3,213","2,696","2,694","1,942","1,375",607
2020,4,40,"56,944","1,020","2,118","1,041","1,388","1,465","1,368","1,487","1,858","1,927","3,237","1,889","1,640","2,553","2,744","2,022","2,209","2,987","1,516","2,228","2,558","2,742","2,344","4,669","3,388","2,246","1,488",812
2020,4,50,"53,624","1,333","1,954","1,164","1,479","1,720","1,880","1,449","1,997","1,584","3,811","1,990","1,800","2,581","2,521","2,481","2,149","2,798","1,874","1,832","2,724","1,652","2,221","2,170","2,708","1,468","1,423",861
2020,4,60,"42,949","1,270","1,668",937,"1,235","1,619","1,616",993,"1,678","1,239","2,921","1,622","1,440","2,060","1,929","1,750","1,634","2,039","1,471","1,622","2,030","1,122","1,795","1,511","2,474","1,291","1,225",758
2020,4,70,"19,990",679,821,528,782,977,973,396,753,437,"1,208",726,527,"1,045",888,760,599,813,562,760,924,435,824,807,"1,170",574,568,454
2020,4,80,"8,427",259,337,204,342,447,390,237,286,220,658,254,255,356,339,335,220,381,243,363,457,203,312,272,372,204,263,218
2020,4,90,"1,868",45,70,31,71,78,106,42,63,61,148,57,62,52,91,58,48,79,50,75,133,69,48,67,105,52,56,51
2020,4,100,214,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,15,7,2
2020,5,총,"347,446","7,238","13,530","6,393","8,488","9,925","9,799","8,465","13,721","9,530","20,953","13,365","10,709","17,377","16,739","13,795","14,356","17,003","10,669","16,013","15,987","14,529","15,239","19,125","18,653","11,380","9,067","5,398"
2020,5,0,"25,247",316,958,341,531,526,493,563,577,628,"1,466",678,812,847,851,810,"1,484","1,284",678,890,"1,244","2,335",649,"2,157","1,651","1,427",750,301
2020,5,10,"29,399",465,"1,070",507,664,827,703,838,630,"1,295","1,643",733,965,972,"1,013",950,"1,160","1,727",782,754,"1,426","1,804",949,"2,969","1,948","1,127",839,639
2020,5,20,"49,802",847,"2,196",845,914,"1,197","1,155","1,219","2,862","1,060","2,798","2,538","1,567","3,198","2,915","2,204","1,902","2,364","1,716","3,266","2,085","1,369","2,871","1,785","2,120","1,051","1,067",691
2020,5,30,"58,858","1,000","2,312",793,"1,086","1,045","1,068","1,235","2,993","1,080","3,039","2,854","1,629","3,694","3,438","2,416","2,934","2,553","1,748","4,212","2,472","2,783","3,205","2,674","2,699","1,920","1,370",606
2020,5,40,"56,869","1,016","2,117","1,036","1,387","1,457","1,367","1,475","1,880","1,914","3,241","1,890","1,644","2,558","2,733","2,012","2,214","2,976","1,526","2,236","2,533","2,755","2,328","4,671","3,383","2,233","1,481",806
2020,5,50,"53,582","1,333","1,962","1,158","1,473","1,719","1,882","1,459","1,988","1,592","3,803","1,992","1,794","2,576","2,520","2,486","2,135","2,791","1,870","1,809","2,695","1,651","2,223","2,186","2,706","1,483","1,434",862
2020,5,60,"43,085","1,274","1,673",947,"1,226","1,628","1,628",996,"1,684","1,239","2,938","1,621","1,447","2,067","1,939","1,763","1,657","2,025","1,476","1,633","2,014","1,122","1,818","1,513","2,476","1,290","1,224",767
2020,5,70,"20,073",677,819,527,785,983,977,396,762,437,"1,216",733,528,"1,051",891,752,597,819,569,762,927,437,831,813,"1,178",576,576,454
2020,5,80,"8,448",263,345,207,341,452,395,236,280,223,654,260,251,357,344,339,221,377,245,370,449,201,305,269,378,206,261,219
2020,5,90,"1,870",42,71,31,73,78,104,41,64,62,148,57,63,50,86,58,49,79,49,75,137,69,49,69,104,52,59,51
2020,5,100,213,5,7,1,8,13,27,7,1,0,7,9,9,7,9,5,3,8,10,6,5,3,11,19,10,15,6,2
2020,6,총,"347,195","7,218","13,524","6,403","8,511","9,901","9,787","8,470","13,791","9,499","20,923","13,401","10,701","17,316","16,728","13,776","14,362","16,944","10,681","16,004","15,942","14,538","15,208","19,097","18,637","11,378","9,067","5,388"
2020,6,0,"25,120",315,956,335,532,510,492,568,578,622,"1,452",683,808,833,844,811,"1,487","1,267",682,886,"1,240","2,330",646,"2,129","1,636","1,424",756,298
2020,6,10,"29,384",462,"1,076",502,662,831,695,836,630,"1,284","1,644",731,959,975,"1,011",955,"1,164","1,722",787,749,"1,418","1,806",944,"2,972","1,967","1,126",837,639
2020,6,20,"49,782",840,"2,192",856,916,"1,188","1,156","1,225","2,885","1,056","2,796","2,552","1,568","3,171","2,933","2,202","1,889","2,341","1,711","3,266","2,084","1,371","2,879","1,798","2,108","1,052","1,059",688
2020,6,30,"58,626",999,"2,318",790,"1,095","1,034","1,067","1,228","3,020","1,063","3,021","2,852","1,607","3,686","3,430","2,392","2,930","2,543","1,755","4,197","2,466","2,753","3,187","2,632","2,679","1,902","1,374",606
2020,6,40,"56,854","1,015","2,110","1,033","1,388","1,456","1,364","1,479","1,883","1,910","3,235","1,893","1,654","2,559","2,733","2,003","2,223","2,982","1,515","2,233","2,515","2,785","2,317","4,668","3,383","2,241","1,475",802
2020,6,50,"53,422","1,315","1,954","1,159","1,463","1,710","1,883","1,463","1,978","1,588","3,780","1,995","1,794","2,550","2,507","2,480","2,144","2,758","1,867","1,804","2,685","1,646","2,219","2,207","2,702","1,483","1,428",860
2020,6,60,"43,292","1,284","1,679",954,"1,244","1,643","1,629",996,"1,701","1,255","2,961","1,625","1,452","2,073","1,938","1,774","1,654","2,038","1,480","1,648","2,020","1,137","1,810","1,519","2,489","1,290","1,233",766
2020,6,70,"20,197",679,817,530,784,991,977,396,773,438,"1,228",743,534,"1,054",890,758,598,832,583,769,925,439,839,814,"1,184",580,584,458
2020,6,80,"8,442",262,344,211,344,448,398,230,280,221,647,262,255,357,343,338,222,377,243,368,446,199,308,271,378,214,257,219
2020,6,90,"1,863",42,71,32,76,77,99,42,62,62,152,56,61,51,89,58,48,77,48,78,138,69,48,68,100,51,58,50
2020,6,100,213,5,7,1,7,13,27,7,1,0,7,9,9,7,10,5,3,7,10,6,5,3,11,19,11,15,6,2
2020,7,총,"347,282","7,213","13,513","6,384","9,101","9,827","9,741","8,461","13,819","9,475","20,860","13,372","10,703","17,290","16,692","13,753","14,380","16,943","10,652","15,991","15,894","14,555","15,228","19,038","18,609","11,366","9,054","5,368"
2020,7,0,"25,086",310,952,333,589,499,491,574,572,615,"1,448",673,808,836,837,811,"1,494","1,256",674,889,"1,249","2,325",640,"2,114","1,625","1,424",754,294
2020,7,10,"29,288",458,"1,072",491,703,828,686,835,622,"1,284","1,619",727,960,971,"1,002",943,"1,167","1,706",785,751,"1,408","1,812",942,"2,960","1,957","1,129",842,628
2020,7,20,"49,728",841,"2,190",849,981,"1,180","1,156","1,228","2,909","1,047","2,775","2,549","1,560","3,153","2,930","2,206","1,879","2,345","1,698","3,249","2,075","1,366","2,874","1,791","2,108","1,046","1,048",695
2020,7,30,"58,534",990,"2,322",805,"1,198","1,022","1,057","1,211","3,051","1,056","3,016","2,853","1,604","3,682","3,403","2,379","2,920","2,528","1,742","4,184","2,456","2,753","3,204","2,577","2,651","1,898","1,375",597
2020,7,40,"56,925","1,015","2,107","1,015","1,487","1,435","1,350","1,483","1,887","1,898","3,217","1,885","1,661","2,548","2,739","1,998","2,237","2,990","1,521","2,232","2,507","2,806","2,330","4,690","3,384","2,242","1,468",793
2020,7,50,"53,394","1,315","1,955","1,163","1,563","1,706","1,873","1,464","1,964","1,593","3,758","1,972","1,787","2,542","2,494","2,463","2,144","2,764","1,855","1,811","2,674","1,646","2,210","2,206","2,705","1,479","1,424",864
2020,7,60,"43,456","1,291","1,678",953,"1,328","1,631","1,619",995,"1,691","1,252","2,984","1,636","1,459","2,086","1,947","1,781","1,660","2,045","1,491","1,652","2,015","1,144","1,810","1,527","2,488","1,290","1,238",765
2020,7,70,"20,335",684,812,533,815,989,977,394,779,445,"1,236",750,539,"1,059",899,769,606,843,585,774,916,437,854,816,"1,198",576,589,461
2020,7,80,"8,446",263,346,208,350,446,404,229,283,220,649,261,255,356,342,341,222,378,242,366,450,196,305,271,378,215,251,219
2020,7,90,"1,879",41,72,33,80,79,101,41,60,65,151,57,61,50,89,57,48,81,49,78,139,67,48,67,105,52,59,49
2020,7,100,211,5,7,1,7,12,27,7,1,0,7,9,9,7,10,5,3,7,10,5,5,3,11,19,10,15,6,3
2020,8,총,"347,178","7,201","13,491","6,366","9,590","9,787","9,688","8,453","13,842","9,465","20,813","13,298","10,710","17,269","16,671","13,748","14,391","16,896","10,581","15,961","15,840","14,558","15,198","19,023","18,594","11,335","9,059","5,350"
2020,8,0,"25,014",313,957,322,647,497,486,576,567,613,"1,444",663,802,828,835,806,"1,499","1,247",668,882,"1,240","2,305",646,"2,109","1,612","1,407",753,290
2020,8,10,"29,184",453,"1,059",492,718,829,675,833,618,"1,272","1,605",718,963,977,999,932,"1,158","1,704",770,745,"1,407","1,807",931,"2,947","1,963","1,131",850,628
2020,8,20,"49,678",834,"2,171",848,"1,053","1,165","1,149","1,223","2,929","1,051","2,782","2,528","1,552","3,128","2,939","2,201","1,878","2,317","1,688","3,253","2,064","1,378","2,880","1,795","2,084","1,041","1,054",693
2020,8,30,"58,379",984,"2,314",802,"1,282","1,011","1,044","1,202","3,064","1,052","2,981","2,825","1,616","3,699","3,382","2,368","2,907","2,524","1,728","4,146","2,453","2,750","3,183","2,566","2,657","1,880","1,366",593
2020,8,40,"56,917","1,015","2,108","1,008","1,567","1,431","1,324","1,492","1,886","1,903","3,216","1,889","1,646","2,527","2,743","2,000","2,256","2,966","1,504","2,244","2,496","2,801","2,329","4,686","3,372","2,252","1,471",785
2020,8,50,"53,277","1,303","1,939","1,162","1,652","1,694","1,881","1,446","1,955","1,585","3,734","1,944","1,785","2,513","2,483","2,464","2,132","2,764","1,844","1,810","2,673","1,652","2,199","2,199","2,707","1,472","1,418",867
2020,8,60,"43,751","1,304","1,702",956,"1,392","1,634","1,621","1,009","1,710","1,262","3,002","1,648","1,478","2,110","1,950","1,795","1,675","2,066","1,487","1,665","2,000","1,153","1,816","1,526","2,488","1,294","1,242",766
2020,8,70,"20,395",680,816,534,830,989,970,396,772,444,"1,245",752,541,"1,071",894,780,612,836,591,769,922,440,849,832,"1,207",574,590,459
2020,8,80,"8,477",268,346,207,359,448,409,228,281,217,648,262,254,359,347,340,222,383,243,366,445,199,304,278,386,214,249,215
2020,8,90,"1,892",42,72,34,83,76,102,41,59,66,149,60,64,50,89,57,49,82,48,76,135,70,49,65,108,55,60,51
2020,8,100,214,5,7,1,7,13,27,7,1,0,7,9,9,7,10,5,3,7,10,5,5,3,12,20,10,15,6,3
2020,9,총,"346,685","7,170","13,480","6,374","9,731","9,775","9,694","8,416","13,801","9,444","20,717","13,285","10,741","17,224","16,663","13,698","14,349","16,811","10,572","15,876","15,758","14,609","15,212","18,999","18,572","11,321","9,056","5,337"
2020,9,0,"24,857",309,959,324,651,489,485,561,567,606,"1,425",655,806,834,821,799,"1,501","1,248",659,863,"1,223","2,301",642,"2,080","1,608","1,399",755,287
2020,9,10,"29,049",445,"1,044",490,723,823,684,833,608,"1,274","1,586",706,969,964,989,932,"1,147","1,686",772,731,"1,380","1,809",928,"2,957","1,964","1,131",847,627
2020,9,20,"49,568",831,"2,184",855,"1,085","1,161","1,138","1,211","2,925","1,038","2,768","2,529","1,560","3,105","2,952","2,187","1,847","2,279","1,676","3,256","2,056","1,385","2,892","1,780","2,076","1,046","1,060",686
2020,9,30,"58,173",971,"2,306",807,"1,311","1,004","1,044","1,192","3,042","1,048","2,961","2,829","1,614","3,693","3,377","2,350","2,900","2,519","1,754","4,099","2,447","2,750","3,186","2,534","2,646","1,865","1,340",584
2020,9,40,"56,838","1,004","2,102","1,001","1,571","1,440","1,317","1,483","1,874","1,898","3,175","1,894","1,642","2,541","2,746","1,992","2,261","2,932","1,494","2,234","2,479","2,826","2,344","4,691","3,377","2,261","1,474",785
2020,9,50,"53,201","1,302","1,933","1,154","1,689","1,690","1,886","1,450","1,954","1,575","3,734","1,938","1,784","2,481","2,470","2,450","2,129","2,759","1,848","1,808","2,667","1,655","2,181","2,214","2,696","1,464","1,421",869
2020,9,60,"43,932","1,310","1,708",966,"1,414","1,639","1,632","1,008","1,719","1,271","3,007","1,650","1,492","2,112","1,967","1,800","1,684","2,080","1,479","1,664","2,001","1,171","1,827","1,537","2,484","1,297","1,248",765
2020,9,70,"20,448",680,817,531,834,985,972,400,773,446,"1,252",755,547,"1,082",896,784,617,835,587,774,917,438,847,837,"1,218",572,592,460
2020,9,80,"8,500",268,350,210,362,454,402,230,281,219,648,260,253,353,347,344,213,386,245,367,447,200,302,283,387,217,253,219
2020,9,90,"1,902",45,70,35,84,77,106,41,57,69,154,60,64,52,88,56,46,80,48,74,136,70,51,66,107,54,60,52
2020,9,100,217,5,7,1,7,13,28,7,1,0,7,9,10,7,10,4,4,7,10,6,5,4,12,20,9,15,6,3
2020,10,총,"345,978","7,135","13,434","6,363","9,773","9,748","9,703","8,412","13,762","9,438","20,546","13,237","10,754","17,172","16,631","13,699","14,316","16,818","10,528","15,828","15,675","14,645","15,187","18,918","18,578","11,312","9,066","5,300"
2020,10,0,"24,669",309,958,324,653,483,483,561,566,610,"1,404",645,803,813,802,799,"1,485","1,247",663,847,"1,206","2,291",642,"2,049","1,602","1,393",748,283
2020,10,10,"28,961",436,"1,027",481,732,821,686,831,602,"1,268","1,558",707,965,971,983,926,"1,146","1,678",759,727,"1,372","1,822",920,"2,947","1,983","1,137",855,621
2020,10,20,"49,354",826,"2,163",855,"1,080","1,157","1,143","1,216","2,891","1,034","2,740","2,520","1,567","3,088","2,963","2,177","1,826","2,273","1,655","3,247","2,054","1,374","2,889","1,765","2,069","1,045","1,064",673
2020,10,30,"57,915",958,"2,312",816,"1,313",999,"1,034","1,193","3,042","1,031","2,938","2,805","1,616","3,675","3,367","2,358","2,883","2,518","1,762","4,061","2,419","2,748","3,175","2,506","2,632","1,855","1,331",568
2020,10,40,"56,682","1,004","2,094",995,"1,563","1,426","1,322","1,481","1,874","1,901","3,127","1,889","1,640","2,533","2,723","1,984","2,261","2,938","1,484","2,217","2,474","2,854","2,329","4,670","3,374","2,261","1,476",788
2020,10,50,"53,103","1,295","1,909","1,146","1,699","1,700","1,871","1,434","1,955","1,575","3,704","1,929","1,787","2,479","2,443","2,450","2,136","2,766","1,824","1,824","2,648","1,661","2,178","2,213","2,713","1,464","1,431",869
2020,10,60,"44,106","1,311","1,712",975,"1,430","1,630","1,660","1,012","1,722","1,275","3,008","1,660","1,495","2,123","2,004","1,808","1,691","2,082","1,492","1,669","1,997","1,174","1,838","1,554","2,476","1,295","1,251",762
2020,10,70,"20,525",682,832,524,839,982,965,405,774,451,"1,257",754,550,"1,075",902,793,625,844,588,777,918,443,848,844,"1,222",579,590,462
2020,10,80,"8,532",263,351,210,371,459,405,233,280,223,648,261,254,352,345,346,212,385,243,375,446,202,303,285,391,215,255,219
2020,10,90,"1,912",46,69,36,86,78,106,39,55,70,155,58,67,56,89,54,47,78,48,78,136,72,53,65,107,53,59,52
2020,10,100,219,5,7,1,7,13,28,7,1,0,7,9,10,7,10,4,4,9,10,6,5,4,12,20,9,15,6,3
2020,11,총,"345,835","7,101","13,430","6,377","9,772","9,724","9,661","8,392","13,776","9,429","20,416","13,220","10,781","17,077","16,647","13,696","14,309","16,794","10,509","15,790","15,628","15,051","15,131","18,906","18,543","11,313","9,067","5,295"
2020,11,0,"24,610",306,960,326,644,477,474,558,563,609,"1,387",629,810,806,805,796,"1,482","1,227",655,844,"1,197","2,362",634,"2,039","1,591","1,390",749,290
2020,11,10,"28,883",434,"1,028",475,727,817,670,829,588,"1,269","1,543",705,975,957,978,922,"1,136","1,678",738,707,"1,366","1,869",907,"2,955","2,003","1,143",853,611
2020,11,20,"49,249",818,"2,162",861,"1,087","1,143","1,141","1,207","2,916","1,027","2,722","2,527","1,551","3,064","2,963","2,161","1,817","2,275","1,659","3,241","2,055","1,404","2,868","1,754","2,045","1,040","1,067",674
2020,11,30,"57,744",947,"2,296",826,"1,311",997,"1,039","1,187","3,036","1,015","2,915","2,798","1,633","3,651","3,387","2,349","2,851","2,503","1,759","4,053","2,401","2,814","3,165","2,479","2,601","1,846","1,321",564
2020,11,40,"56,759","1,006","2,103",988,"1,558","1,411","1,316","1,478","1,879","1,905","3,112","1,882","1,655","2,513","2,720","1,987","2,280","2,941","1,490","2,215","2,461","2,950","2,331","4,669","3,393","2,251","1,481",784
2020,11,50,"52,957","1,284","1,904","1,147","1,701","1,688","1,847","1,426","1,961","1,583","3,669","1,919","1,779","2,460","2,429","2,446","2,132","2,736","1,812","1,826","2,638","1,700","2,174","2,218","2,699","1,483","1,430",866
2020,11,60,"44,310","1,312","1,720",983,"1,435","1,643","1,668","1,022","1,721","1,279","3,001","1,667","1,505","2,128","2,015","1,827","1,717","2,100","1,502","1,668","2,001","1,196","1,833","1,568","2,480","1,298","1,254",767
2020,11,70,"20,613",676,834,521,837,993,967,405,774,453,"1,256",766,549,"1,082",905,798,630,852,589,781,918,463,851,854,"1,225",579,592,463
2020,11,80,"8,563",266,348,211,379,462,405,233,283,217,649,258,251,352,343,349,212,393,245,372,451,212,306,286,390,213,256,221
2020,11,90,"1,928",47,68,38,86,80,106,40,54,72,155,60,63,56,92,57,48,79,50,77,136,77,51,64,107,55,58,52
2020,11,100,219,5,7,1,7,13,28,7,1,0,7,9,10,8,10,4,4,10,10,6,4,4,11,20,9,15,6,3
2020,12,총,"345,661","7,072","13,385","6,401","9,792","9,660","9,642","8,385","13,853","9,394","20,352","13,184","10,738","17,026","16,617","13,647","14,287","16,775","10,486","15,770","15,572","15,554","15,077","18,862","18,492","11,283","9,079","5,276"
2020,12,0,"24,542",305,946,316,638,472,464,550,564,604,"1,381",614,798,799,783,795,"1,492","1,237",651,843,"1,184","2,431",636,"2,032","1,580","1,376",756,295
2020,12,10,"28,823",432,"1,032",483,729,791,664,819,580,"1,258","1,520",707,979,949,970,901,"1,139","1,676",728,701,"1,363","1,957",898,"2,945","1,995","1,150",853,604
2020,12,20,"49,335",817,"2,154",875,"1,091","1,141","1,148","1,218","2,990","1,032","2,709","2,539","1,552","3,071","2,974","2,143","1,796","2,273","1,666","3,240","2,046","1,451","2,854","1,750","2,043","1,033","1,058",671
