년도,월,나이,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020,2,90,"3,147",467,249,218,250,191,280,232,288,37,264,127,223,171,106,205,184,122
2020,2,100,201,44,21,23,12,11,31,9,24,0,14,9,8,10,3,17,5,4
2020,3,총,"1,080,705","333,551","131,579","201,972","53,074","51,027","162,614","90,543","59,175","21,221","87,970","26,145","32,871","25,952","15,804","49,737","39,587","31,434"
2020,3,0,"91,813","32,589","11,040","21,549","3,190","3,243","17,697","8,139","3,897","2,065","8,314","1,396","1,660","1,214",692,"4,154","1,983","1,580"
2020,3,10,"106,905","36,125","14,046","22,079","4,429","4,412","17,583","9,286","5,244","3,386","8,229","2,326","2,584","1,860","1,101","4,947","3,025","2,368"
2020,3,20,"134,042","49,889","18,870","31,019","6,468","5,675","19,913","11,266","6,649","2,715","9,519","2,362","3,263","2,367","1,589","5,346","3,981","3,040"
2020,3,30,"147,824","56,514","18,050","38,464","5,361","5,330","26,550","12,356","5,929","2,313","13,367","2,107","2,530","2,039","1,238","5,621","3,576","2,993"
2020,3,40,"175,424","57,458","22,405","35,053","7,212","7,796","30,130","14,823","8,494","4,083","14,867","3,611","4,105","3,367","1,915","7,669","5,420","4,474"
2020,3,50,"178,984","52,452","22,568","29,884","9,766","9,254","24,462","14,918","10,551","3,420","14,383","5,063","5,789","4,676","2,936","8,251","7,368","5,695"
2020,3,60,"132,385","29,935","14,752","15,183","8,774","8,030","14,877","10,393","9,717","1,994","10,148","4,725","6,303","4,875","3,036","6,938","7,044","5,596"
2020,3,70,"75,519","13,100","6,908","6,192","5,157","4,907","7,768","6,324","5,602",873,"6,041","3,007","4,196","3,485","2,011","4,389","4,654","4,005"
2020,3,80,"34,420","4,971","2,666","2,305","2,447","2,174","3,320","2,802","2,776",336,"2,821","1,413","2,198","1,886","1,174","2,198","2,350","1,554"
2020,3,90,"3,184",474,253,221,258,195,280,227,291,36,267,126,235,173,109,207,181,125
2020,3,100,205,44,21,23,12,11,34,9,25,0,14,9,8,10,3,17,5,4
2020,4,총,"1,080,256","333,525","131,359","202,166","53,019","50,931","162,676","90,593","59,039","21,294","87,969","26,064","32,826","25,898","15,761","49,723","39,524","31,414"
2020,4,0,"91,460","32,463","10,966","21,497","3,186","3,231","17,624","8,117","3,878","2,060","8,291","1,384","1,652","1,213",690,"4,127","1,959","1,585"
2020,4,10,"106,574","36,032","13,966","22,066","4,415","4,385","17,570","9,256","5,218","3,384","8,207","2,313","2,559","1,851","1,089","4,929","3,011","2,355"
2020,4,20,"133,830","49,857","18,841","31,016","6,430","5,619","19,951","11,281","6,600","2,729","9,500","2,339","3,254","2,350","1,566","5,363","3,971","3,020"
2020,4,30,"147,388","56,401","17,965","38,436","5,327","5,299","26,476","12,330","5,881","2,319","13,326","2,101","2,511","2,030","1,228","5,601","3,571","2,987"
2020,4,40,"175,268","57,491","22,349","35,142","7,199","7,774","30,111","14,822","8,460","4,097","14,903","3,574","4,095","3,350","1,894","7,659","5,383","4,456"
2020,4,50,"178,970","52,466","22,540","29,926","9,745","9,258","24,516","14,948","10,532","3,447","14,354","5,049","5,783","4,654","2,926","8,244","7,359","5,689"
2020,4,60,"133,052","30,119","14,838","15,281","8,819","8,038","14,988","10,461","9,742","2,015","10,229","4,744","6,319","4,882","3,061","6,967","7,050","5,618"
2020,4,70,"75,798","13,173","6,931","6,242","5,172","4,935","7,785","6,323","5,620",871,"6,061","3,016","4,206","3,501","2,014","4,414","4,687","4,020"
2020,4,80,"34,507","5,000","2,688","2,312","2,457","2,189","3,336","2,815","2,787",337,"2,818","1,413","2,200","1,882","1,178","2,196","2,345","1,554"
2020,4,90,"3,204",479,254,225,257,192,285,231,297,35,266,122,239,175,112,205,183,126
2020,4,100,205,44,21,23,12,11,34,9,24,0,14,9,8,10,3,18,5,4
2020,5,총,"1,080,425","333,991","131,186","202,805","52,952","50,917","162,712","90,756","58,911","21,272","87,974","26,057","32,746","25,843","15,712","49,731","39,497","31,354"
2020,5,0,"91,181","32,412","10,914","21,498","3,174","3,215","17,551","8,096","3,860","2,053","8,238","1,380","1,646","1,210",678,"4,142","1,955","1,571"
2020,5,10,"106,302","35,945","13,918","22,027","4,390","4,403","17,562","9,241","5,181","3,382","8,205","2,305","2,547","1,835","1,074","4,914","2,986","2,332"
2020,5,20,"133,793","49,989","18,808","31,181","6,388","5,605","19,965","11,282","6,572","2,710","9,508","2,320","3,205","2,342","1,554","5,370","3,967","3,016"
2020,5,30,"146,984","56,405","17,852","38,553","5,308","5,243","26,363","12,352","5,816","2,316","13,276","2,089","2,491","2,013","1,230","5,559","3,553","2,970"
2020,5,40,"175,047","57,507","22,266","35,241","7,174","7,762","30,145","14,844","8,426","4,087","14,894","3,543","4,064","3,311","1,874","7,646","5,355","4,415"
2020,5,50,"179,246","52,623","22,578","30,045","9,742","9,227","24,532","14,999","10,511","3,454","14,414","5,060","5,786","4,638","2,921","8,277","7,367","5,695"
2020,5,60,"133,578","30,301","14,890","15,411","8,838","8,090","15,081","10,508","9,779","2,017","10,247","4,770","6,332","4,898","3,066","6,971","7,064","5,616"
2020,5,70,"76,267","13,259","6,976","6,283","5,200","4,963","7,844","6,360","5,664",879,"6,096","3,041","4,214","3,521","2,024","4,433","4,719","4,050"
2020,5,80,"34,588","5,023","2,706","2,317","2,463","2,205","3,350","2,830","2,781",337,"2,811","1,414","2,215","1,885","1,176","2,195","2,344","1,559"
2020,5,90,"3,233",483,257,226,262,192,285,235,297,37,271,126,239,180,112,206,182,126
2020,5,100,206,44,21,23,13,12,34,9,24,0,14,9,7,10,3,18,5,4
2020,6,총,"1,081,224","335,230","131,239","203,991","52,838","50,987","162,398","90,822","58,862","21,319","88,015","26,034","32,648","25,829","15,678","49,711","39,464","31,389"
2020,6,0,"90,891","32,455","10,877","21,578","3,155","3,207","17,404","8,065","3,839","2,051","8,190","1,378","1,637","1,193",676,"4,137","1,936","1,568"
2020,6,10,"106,178","35,867","13,843","22,024","4,362","4,412","17,590","9,228","5,163","3,375","8,211","2,287","2,527","1,829","1,075","4,912","2,984","2,356"
2020,6,20,"133,872","50,266","18,816","31,450","6,390","5,626","19,918","11,272","6,526","2,708","9,494","2,307","3,197","2,330","1,533","5,337","3,944","3,024"
2020,6,30,"146,796","56,719","17,838","38,881","5,252","5,214","26,100","12,338","5,844","2,330","13,231","2,067","2,468","2,010","1,223","5,528","3,534","2,938"
2020,6,40,"175,281","57,776","22,319","35,457","7,164","7,780","30,111","14,873","8,379","4,096","14,945","3,532","4,021","3,294","1,862","7,659","5,368","4,421"
2020,6,50,"179,227","52,713","22,571","30,142","9,676","9,241","24,533","15,006","10,493","3,466","14,433","5,042","5,775","4,639","2,904","8,261","7,358","5,687"
2020,6,60,"134,421","30,543","14,970","15,573","8,893","8,114","15,187","10,591","9,833","2,030","10,317","4,819","6,346","4,928","3,099","7,000","7,086","5,635"
2020,6,70,"76,524","13,312","6,999","6,313","5,207","4,987","7,881","6,385","5,680",885,"6,102","3,057","4,232","3,534","2,019","4,450","4,724","4,069"
2020,6,80,"34,596","5,047","2,723","2,324","2,466","2,198","3,359","2,818","2,783",341,"2,803","1,411","2,207","1,880","1,173","2,202","2,345","1,563"
2020,6,90,"3,232",487,261,226,260,195,280,238,300,37,275,125,231,182,111,207,180,124
2020,6,100,206,45,22,23,13,13,35,8,22,0,14,9,7,10,3,18,5,4
2020,7,총,"1,081,752","335,655","131,361","204,294","52,782","50,969","162,566","90,960","58,763","21,306","88,007","26,057","32,604","25,834","15,667","49,729","39,465","31,388"
2020,7,0,"90,576","32,370","10,833","21,537","3,129","3,194","17,320","8,072","3,808","2,034","8,163","1,381","1,631","1,187",667,"4,127","1,933","1,560"
2020,7,10,"106,045","35,793","13,829","21,964","4,359","4,395","17,622","9,199","5,162","3,354","8,214","2,284","2,516","1,829","1,068","4,915","2,973","2,362"
2020,7,20,"133,825","50,377","18,842","31,535","6,364","5,619","19,943","11,283","6,485","2,724","9,462","2,298","3,172","2,324","1,531","5,325","3,928","2,990"
2020,7,30,"146,459","56,705","17,816","38,889","5,184","5,215","26,014","12,339","5,825","2,318","13,160","2,069","2,465","1,990","1,213","5,518","3,518","2,926"
2020,7,40,"175,321","57,825","22,325","35,500","7,169","7,746","30,211","14,876","8,354","4,096","14,976","3,510","4,009","3,280","1,863","7,657","5,347","4,402"
2020,7,50,"179,404","52,785","22,556","30,229","9,673","9,241","24,582","15,055","10,462","3,469","14,410","5,066","5,772","4,657","2,900","8,264","7,354","5,714"
2020,7,60,"135,133","30,784","15,104","15,680","8,943","8,144","15,291","10,649","9,846","2,043","10,384","4,835","6,357","4,937","3,101","7,026","7,144","5,649"
2020,7,70,"76,939","13,407","7,037","6,370","5,230","5,012","7,897","6,423","5,724",887,"6,152","3,070","4,244","3,559","2,033","4,469","4,746","4,086"
2020,7,80,"34,599","5,075","2,732","2,343","2,459","2,200","3,373","2,821","2,771",345,"2,794","1,411","2,191","1,878","1,172","2,198","2,338","1,573"
2020,7,90,"3,246",488,264,224,259,190,279,235,305,36,278,124,240,184,116,211,179,122
2020,7,100,205,46,23,23,13,13,34,8,21,0,14,9,7,9,3,19,5,4
2020,8,총,"1,081,807","335,724","131,244","204,480","52,741","50,941","162,873","91,076","58,656","21,300","88,049","26,032","32,560","25,776","15,623","49,715","39,353","31,388"
2020,8,0,"90,254","32,276","10,775","21,501","3,113","3,170","17,233","8,068","3,792","2,030","8,157","1,367","1,621","1,174",661,"4,120","1,922","1,550"
2020,8,10,"105,807","35,683","13,773","21,910","4,326","4,378","17,674","9,204","5,131","3,335","8,196","2,280","2,509","1,823","1,066","4,890","2,951","2,361"
2020,8,20,"133,757","50,454","18,833","31,621","6,352","5,627","19,959","11,296","6,448","2,715","9,433","2,289","3,164","2,304","1,507","5,325","3,908","2,976"
2020,8,30,"146,143","56,604","17,757","38,847","5,169","5,183","26,077","12,327","5,795","2,295","13,102","2,049","2,440","1,992","1,206","5,516","3,479","2,909"
2020,8,40,"175,173","57,779","22,259","35,520","7,133","7,747","30,237","14,893","8,341","4,110","14,999","3,497","4,012","3,259","1,843","7,623","5,309","4,391"
2020,8,50,"179,499","52,807","22,532","30,275","9,692","9,197","24,675","15,081","10,434","3,471","14,427","5,055","5,751","4,650","2,902","8,282","7,353","5,722"
2020,8,60,"135,921","31,053","15,225","15,828","8,970","8,214","15,409","10,684","9,864","2,077","10,475","4,869","6,374","4,938","3,096","7,057","7,170","5,671"
2020,8,70,"77,086","13,434","7,047","6,387","5,244","5,011","7,922","6,453","5,754",887,"6,163","3,071","4,238","3,565","2,042","4,476","4,724","4,102"
2020,8,80,"34,689","5,099","2,759","2,340","2,467","2,213","3,371","2,827","2,774",343,"2,803","1,418","2,204","1,874","1,177","2,191","2,350","1,578"
2020,8,90,"3,273",489,261,228,262,188,283,234,302,37,280,129,240,188,119,216,182,124
2020,8,100,205,46,23,23,13,13,33,9,21,0,14,8,7,9,4,19,5,4
2020,9,총,"1,082,029","336,024","131,081","204,943","52,656","50,881","163,138","91,168","58,593","21,322","88,009","26,001","32,485","25,742","15,587","49,689","39,308","31,426"
2020,9,0,"89,831","32,155","10,727","21,428","3,097","3,159","17,200","8,032","3,766","2,016","8,092","1,348","1,599","1,169",659,"4,085","1,917","1,537"
2020,9,10,"105,716","35,637","13,695","21,942","4,308","4,357","17,656","9,202","5,147","3,336","8,207","2,270","2,509","1,813","1,059","4,909","2,935","2,371"
2020,9,20,"133,812","50,561","18,804","31,757","6,328","5,620","20,026","11,323","6,416","2,715","9,423","2,293","3,143","2,298","1,495","5,312","3,898","2,961"
2020,9,30,"145,639","56,513","17,637","38,876","5,128","5,154","26,000","12,324","5,769","2,289","13,018","2,014","2,423","1,969","1,200","5,480","3,460","2,898"
2020,9,40,"175,100","57,816","22,235","35,581","7,105","7,733","30,352","14,875","8,281","4,117","14,996","3,494","3,979","3,246","1,839","7,607","5,281","4,379"
2020,9,50,"179,635","52,890","22,511","30,379","9,666","9,183","24,740","15,131","10,421","3,467","14,472","5,049","5,726","4,650","2,888","8,283","7,342","5,727"
2020,9,60,"136,735","31,315","15,356","15,959","9,019","8,247","15,523","10,738","9,932","2,106","10,513","4,890","6,397","4,947","3,099","7,096","7,195","5,718"
2020,9,70,"77,179","13,457","7,050","6,407","5,252","5,002","7,933","6,464","5,753",889,"6,174","3,083","4,241","3,567","2,042","4,476","4,725","4,121"
2020,9,80,"34,845","5,130","2,774","2,356","2,475","2,218","3,383","2,834","2,782",349,"2,816","1,424","2,219","1,883","1,181","2,202","2,368","1,581"
2020,9,90,"3,331",504,269,235,265,195,292,236,305,38,284,128,242,191,121,220,182,128
2020,9,100,206,46,23,23,13,13,33,9,21,0,14,8,7,9,4,19,5,5
2020,10,총,"1,081,967","336,138","130,986","205,152","52,542","50,850","163,284","91,228","58,493","21,306","88,081","25,957","32,454","25,687","15,616","49,626","39,276","31,429"
2020,10,0,"89,222","31,992","10,648","21,344","3,053","3,125","17,076","8,002","3,741","1,996","8,021","1,330","1,581","1,166",654,"4,048","1,902","1,535"
2020,10,10,"105,647","35,608","13,692","21,916","4,286","4,339","17,682","9,194","5,129","3,321","8,238","2,265","2,507","1,808","1,078","4,917","2,927","2,348"
2020,10,20,"133,832","50,622","18,770","31,852","6,303","5,621","20,091","11,337","6,396","2,697","9,417","2,287","3,138","2,283","1,514","5,285","3,876","2,965"
2020,10,30,"145,159","56,296","17,565","38,731","5,107","5,136","25,915","12,279","5,757","2,294","13,010","1,995","2,423","1,955","1,193","5,467","3,450","2,882"
2020,10,40,"174,829","57,790","22,146","35,644","7,095","7,711","30,389","14,863","8,217","4,099","15,004","3,468","3,951","3,218","1,824","7,559","5,271","4,370"
2020,10,50,"179,829","52,974","22,524","30,450","9,605","9,178","24,837","15,170","10,412","3,482","14,521","5,052","5,701","4,651","2,885","8,293","7,339","5,729"
2020,10,60,"137,625","31,636","15,491","16,145","9,074","8,302","15,604","10,824","9,982","2,128","10,565","4,906","6,443","4,947","3,109","7,131","7,226","5,748"
2020,10,70,"77,324","13,509","7,064","6,445","5,255","5,007","7,977","6,456","5,765",898,"6,186","3,081","4,236","3,572","2,047","4,480","4,724","4,131"
2020,10,80,"34,953","5,160","2,789","2,371","2,482","2,221","3,392","2,858","2,771",351,"2,824","1,434","2,221","1,886","1,184","2,206","2,372","1,591"
2020,10,90,"3,342",505,274,231,269,197,288,238,302,40,281,131,246,192,123,221,184,125
2020,10,100,205,46,23,23,13,13,33,7,21,0,14,8,7,9,5,19,5,5
2020,11,총,"1,082,311","336,256","130,852","205,404","52,394","50,814","163,661","91,321","58,426","21,350","88,140","25,947","32,417","25,666","15,624","49,665","39,202","31,428"
2020,11,0,"88,844","31,870","10,541","21,329","3,024","3,111","17,014","7,972","3,739","1,975","7,991","1,317","1,558","1,158",644,"4,037","1,901","1,533"
2020,11,10,"105,463","35,571","13,681","21,890","4,249","4,314","17,691","9,185","5,105","3,311","8,244","2,248","2,488","1,809","1,097","4,911","2,902","2,338"
2020,11,20,"133,976","50,637","18,737","31,900","6,291","5,601","20,213","11,372","6,394","2,722","9,410","2,296","3,137","2,263","1,510","5,298","3,859","2,973"
2020,11,30,"144,828","56,177","17,508","38,669","5,073","5,137","25,899","12,256","5,728","2,304","12,956","1,988","2,411","1,961","1,190","5,457","3,423","2,868"
2020,11,40,"174,751","57,800","22,095","35,705","7,041","7,685","30,460","14,909","8,182","4,087","15,038","3,453","3,932","3,208","1,810","7,545","5,256","4,345"
2020,11,50,"179,977","53,027","22,482","30,545","9,560","9,179","24,930","15,150","10,405","3,503","14,560","5,046","5,707","4,640","2,896","8,315","7,314","5,745"
2020,11,60,"138,420","31,879","15,621","16,258","9,122","8,340","15,728","10,924","10,001","2,151","10,615","4,936","6,465","4,962","3,115","7,175","7,245","5,762"
2020,11,70,"77,499","13,566","7,088","6,478","5,264","4,999","8,007","6,467","5,780",904,"6,199","3,098","4,242","3,571","2,049","4,463","4,748","4,142"
2020,11,80,"34,995","5,176","2,796","2,380","2,485","2,237","3,400","2,842","2,769",354,"2,830","1,427","2,224","1,894","1,180","2,222","2,363","1,592"
2020,11,90,"3,354",507,280,227,272,198,288,237,303,39,283,129,246,190,128,223,186,125
2020,11,100,204,46,23,23,13,13,31,7,20,0,14,9,7,10,5,19,5,5
2020,12,총,"1,082,634","336,221","130,719","205,502","52,297","50,807","164,115","91,399","58,316","21,343","88,206","25,928","32,374","25,614","15,691","49,796","39,156","31,371"
2020,12,0,"88,428","31,784","10,536","21,248","3,000","3,085","16,919","7,934","3,709","1,952","7,950","1,305","1,553","1,158",648,"4,012","1,891","1,528"
2020,12,10,"105,190","35,432","13,601","21,831","4,220","4,306","17,723","9,155","5,059","3,317","8,246","2,239","2,470","1,807","1,093","4,917","2,906","2,300"
2020,12,20,"134,208","50,760","18,740","32,020","6,231","5,598","20,331","11,408","6,377","2,731","9,376","2,309","3,136","2,247","1,539","5,354","3,841","2,970"
2020,12,30,"144,598","56,037","17,451","38,586","5,063","5,121","25,895","12,265","5,705","2,300","13,000","1,977","2,384","1,939","1,198","5,448","3,401","2,865"
2020,12,40,"174,709","57,791","22,071","35,720","7,039","7,650","30,589","14,892","8,161","4,078","15,023","3,442","3,928","3,205","1,818","7,554","5,229","4,310"
2020,12,50,"179,676","52,930","22,381","30,549","9,500","9,169","24,979","15,147","10,383","3,483","14,526","5,017","5,679","4,609","2,899","8,318","7,298","5,739"
2020,12,60,"139,575","32,145","15,720","16,425","9,201","8,408","15,903","11,017","10,052","2,179","10,733","4,990","6,503","4,985","3,145","7,240","7,288","5,786"
2020,12,70,"77,607","13,580","7,096","6,484","5,264","5,019","8,042","6,481","5,786",910,"6,221","3,088","4,236","3,562","2,043","4,474","4,740","4,161"
2020,12,80,"35,055","5,206","2,813","2,393","2,493","2,237","3,410","2,852","2,759",354,"2,829","1,423","2,231","1,900","1,176","2,235","2,367","1,583"
2020,12,90,"3,384",510,288,222,273,201,294,241,304,39,288,129,247,192,127,225,190,124
2020,12,100,204,46,22,24,13,13,30,7,21,0,14,9,7,10,5,19,5,5
2021,1,총,"1,082,095","336,108","130,546","205,562","52,273","50,657","164,424","91,399","58,277","21,332","88,211","25,821","32,285","25,548","15,632","49,659","39,195","31,274"
2021,1,0,"87,762","31,562","10,420","21,142","2,971","3,049","16,792","7,856","3,685","1,968","7,873","1,296","1,550","1,150",643,"3,979","1,872","1,516"
2021,1,10,"104,987","35,337","13,576","21,761","4,212","4,287","17,771","9,135","5,049","3,306","8,232","2,218","2,465","1,794","1,067","4,873","2,964","2,277"
2021,1,20,"133,789","50,661","18,697","31,964","6,204","5,568","20,330","11,410","6,356","2,729","9,340","2,290","3,097","2,235","1,518","5,290","3,816","2,945"
2021,1,30,"144,053","55,832","17,367","38,465","5,061","5,065","25,835","12,222","5,696","2,305","12,975","1,943","2,358","1,922","1,197","5,429","3,392","2,821"
2021,1,40,"174,740","57,836","22,015","35,821","7,025","7,616","30,764","14,889","8,120","4,051","15,048","3,420","3,918","3,175","1,816","7,541","5,224","4,297"
2021,1,50,"179,320","52,896","22,322","30,574","9,446","9,110","25,044","15,154","10,324","3,472","14,550","4,977","5,636","4,587","2,864","8,296","7,270","5,694"
2021,1,60,"140,779","32,531","15,871","16,660","9,291","8,458","16,062","11,108","10,144","2,190","10,821","5,031","6,545","5,008","3,159","7,277","7,339","5,815"
2021,1,70,"77,850","13,665","7,148","6,517","5,272","5,048","8,051","6,502","5,810",913,"6,223","3,091","4,232","3,573","2,053","4,484","4,739","4,194"
2021,1,80,"35,204","5,236","2,823","2,413","2,506","2,241","3,448","2,870","2,760",358,"2,847","1,415","2,231","1,901","1,183","2,243","2,382","1,583"
2021,1,90,"3,404",504,284,220,271,202,297,246,312,40,288,131,246,193,127,228,192,127
2021,1,100,207,48,23,25,14,13,30,7,21,0,14,9,7,10,5,19,5,5
2021,2,총,"1,082,026","336,095","130,449","205,646","52,177","50,499","164,838","91,471","58,131","21,495","88,241","25,815","32,214","25,507","15,572","49,639","39,184","31,148"
2021,2,0,"87,340","31,448","10,349","21,099","2,945","3,018","16,696","7,845","3,645","1,977","7,817","1,283","1,543","1,144",636,"3,988","1,862","1,493"
2021,2,10,"104,821","35,271","13,563","21,708","4,194","4,267","17,797","9,139","5,040","3,325","8,228","2,217","2,454","1,774","1,059","4,878","2,936","2,242"
2021,2,20,"133,001","50,412","18,618","31,794","6,120","5,526","20,404","11,313","6,276","2,732","9,287","2,276","3,043","2,213","1,489","5,233","3,805","2,872"
2021,2,30,"143,426","55,647","17,269","38,378","5,056","5,014","25,758","12,205","5,641","2,329","12,901","1,922","2,340","1,902","1,181","5,370","3,376","2,784"
2021,2,40,"175,060","58,055","22,038","36,017","6,997","7,592","30,905","14,899","8,098","4,096","15,104","3,411","3,898","3,165","1,802","7,553","5,198","4,287"
2021,2,50,"179,285","52,831","22,261","30,570","9,423","9,058","25,150","15,203","10,299","3,489","14,586","4,951","5,614","4,594","2,859","8,287","7,264","5,677"
2021,2,60,"142,045","32,887","16,036","16,851","9,344","8,493","16,255","11,191","10,204","2,215","10,925","5,095","6,610","5,023","3,183","7,335","7,414","5,871"
2021,2,70,"77,956","13,708","7,162","6,546","5,294","5,056","8,061","6,532","5,812",930,"6,219","3,104","4,202","3,577","2,047","4,489","4,726","4,199"
2021,2,80,"35,430","5,283","2,844","2,439","2,516","2,253","3,478","2,890","2,780",360,"2,867","1,415","2,253","1,904","1,186","2,257","2,400","1,588"
2021,2,90,"3,453",504,286,218,274,209,302,247,315,42,293,133,250,201,125,230,198,130
2021,2,100,209,49,23,26,14,13,32,7,21,0,14,8,7,10,5,19,5,5
2021,3,총,"1,080,841","335,763","130,221","205,542","51,972","50,329","165,144","91,548","57,835","21,516","88,279","25,692","32,077","25,385","15,544","49,649","39,006","31,102"
2021,3,0,"86,924","31,332","10,284","21,048","2,929","3,001","16,612","7,809","3,632","1,986","7,770","1,271","1,525","1,133",634,"3,973","1,835","1,482"
2021,3,10,"104,686","35,219","13,542","21,677","4,191","4,242","17,849","9,104","5,014","3,305","8,232","2,218","2,429","1,763","1,054","4,890","2,936","2,240"
2021,3,20,"132,916","50,399","18,574","31,825","6,061","5,508","20,541","11,332","6,241","2,742","9,296","2,258","3,035","2,186","1,486","5,207","3,785","2,839"
2021,3,30,"142,787","55,371","17,195","38,176","5,027","4,988","25,707","12,173","5,603","2,336","12,865","1,907","2,326","1,889","1,164","5,361","3,340","2,730"
2021,3,40,"174,570","57,988","21,976","36,012","6,951","7,522","30,979","14,922","8,019","4,076","15,075","3,357","3,835","3,103","1,787","7,530","5,150","4,276"
2021,3,50,"178,806","52,659","22,097","30,562","9,364","9,000","25,185","15,192","10,240","3,517","14,631","4,909","5,582","4,569","2,846","8,276","7,189","5,647"
2021,3,60,"143,402","33,307","16,248","17,059","9,394","8,545","16,457","11,320","10,246","2,227","11,042","5,136","6,637","5,049","3,206","7,422","7,487","5,927"
2021,3,70,"77,776","13,699","7,163","6,536","5,253","5,045","8,038","6,536","5,782",927,"6,191","3,098","4,201","3,582","2,048","4,492","4,672","4,212"
2021,3,80,"35,483","5,275","2,845","2,430","2,521","2,265","3,470","2,908","2,755",360,"2,875","1,411","2,258","1,906","1,191","2,269","2,405","1,614"
2021,3,90,"3,403",492,283,209,273,206,298,249,293,40,294,126,246,203,126,224,203,130
2021,3,100,88,22,14,8,8,7,8,3,10,0,8,1,3,2,2,5,4,5
2021,4,총,"1,081,275","335,775","130,157","205,618","51,925","50,271","165,503","91,664","57,810","21,539","88,408","25,699","32,029","25,323","15,569","49,627","39,005","31,128"
2021,4,0,"86,543","31,191","10,235","20,956","2,914","2,983","16,528","7,772","3,619","1,988","7,733","1,256","1,516","1,129",626,"3,979","1,829","1,480"
