년도,월,나이,부산광역시 북구,부산광역시 북구 구포제1동,부산광역시 북구 구포제2동,부산광역시 북구 구포제3동,부산광역시 북구 금곡동,부산광역시 북구 화명제1동,부산광역시 북구 화명제2동,부산광역시 북구 화명제3동,부산광역시 북구 덕천제1동,부산광역시 북구 덕천제2동,부산광역시 북구 덕천제3동,부산광역시 북구 만덕제1동,부산광역시 북구 만덕제2동,부산광역시 북구 만덕제3동
2020,6,70,"11,384",674,"1,046",821,"2,109",864,601,944,743,604,726,552,951,749
2020,6,80,"5,282",316,420,303,"1,263",397,310,374,404,292,323,204,394,282
2020,6,90,806,45,60,50,144,73,56,61,50,50,39,41,75,62
2020,6,100,79,4,14,4,4,5,25,1,4,4,4,4,5,1
2020,7,총,"145,310","7,320","12,914","10,024","20,349","21,969","8,008","15,696","6,472","6,355","5,773","6,543","14,004","9,883"
2020,7,0,"9,578",391,707,466,"1,119","2,037",488,"1,346",252,226,233,484,"1,171",658
2020,7,10,"11,545",380,847,747,"1,628","2,246",654,"1,920",277,326,318,401,"1,177",624
2020,7,20,"17,831",991,"1,737","1,334","2,163","2,842","1,060","1,875",749,951,685,737,"1,577","1,130"
2020,7,30,"16,730",882,"1,545",939,"1,879","2,956",828,"1,765",720,686,547,971,"1,761","1,251"
2020,7,40,"20,883",793,"1,686","1,438","2,827","3,626","1,072","3,068",747,749,700,770,"2,141","1,266"
2020,7,50,"28,722","1,529","2,698","2,218","4,043","4,501","1,788","2,723","1,214","1,229","1,045","1,239","2,496","1,999"
2020,7,60,"22,402","1,316","2,146","1,695","3,145","2,421","1,126","1,605","1,329","1,232","1,153","1,134","2,246","1,854"
2020,7,70,"11,445",676,"1,045",825,"2,126",870,604,956,737,612,725,553,963,753
2020,7,80,"5,284",314,427,305,"1,267",394,308,375,392,290,325,207,396,284
2020,7,90,811,44,62,53,148,71,55,62,51,50,38,43,71,63
2020,7,100,79,4,14,4,4,5,25,1,4,4,4,4,5,1
2020,8,총,"144,906","7,300","12,897","9,988","20,301","21,906","8,015","15,646","6,386","6,332","5,768","6,539","13,988","9,840"
2020,8,0,"9,472",391,692,464,"1,110","2,020",482,"1,326",251,221,225,479,"1,161",650
2020,8,10,"11,475",378,848,737,"1,616","2,238",648,"1,919",271,317,320,392,"1,171",620
2020,8,20,"17,715",982,"1,734","1,325","2,139","2,824","1,061","1,863",732,945,678,737,"1,583","1,112"
2020,8,30,"16,612",875,"1,532",924,"1,875","2,944",822,"1,750",708,671,545,983,"1,755","1,228"
2020,8,40,"20,762",783,"1,676","1,423","2,800","3,615","1,079","3,042",742,741,703,769,"2,128","1,261"
2020,8,50,"28,660","1,518","2,689","2,220","4,040","4,498","1,782","2,718","1,189","1,238","1,042","1,235","2,500","1,991"
2020,8,60,"22,498","1,330","2,168","1,703","3,160","2,424","1,147","1,616","1,309","1,237","1,158","1,131","2,250","1,865"
2020,8,70,"11,477",676,"1,043",826,"2,131",868,607,960,737,616,728,558,965,762
2020,8,80,"5,339",317,436,309,"1,278",400,309,386,391,292,328,209,398,286
2020,8,90,818,46,65,53,149,70,53,65,52,50,37,42,72,64
2020,8,100,78,4,14,4,3,5,25,1,4,4,4,4,5,1
2020,9,총,"144,629","7,309","12,860","9,973","20,249","21,838","7,990","15,654","6,339","6,317","5,754","6,528","13,982","9,836"
2020,9,0,"9,400",392,684,461,"1,088","2,009",481,"1,316",244,226,221,477,"1,158",643
2020,9,10,"11,420",377,838,732,"1,606","2,225",646,"1,918",267,313,321,387,"1,166",624
2020,9,20,"17,632",981,"1,704","1,312","2,122","2,809","1,051","1,880",721,941,679,734,"1,582","1,116"
2020,9,30,"16,527",872,"1,537",927,"1,859","2,918",817,"1,741",711,679,541,979,"1,738","1,208"
2020,9,40,"20,688",781,"1,677","1,424","2,788","3,598","1,071","3,036",732,734,693,762,"2,126","1,266"
2020,9,50,"28,593","1,510","2,686","2,209","4,027","4,490","1,779","2,729","1,175","1,229","1,034","1,230","2,500","1,995"
2020,9,60,"22,625","1,342","2,180","1,714","3,194","2,439","1,148","1,618","1,309","1,232","1,162","1,147","2,266","1,874"
2020,9,70,"11,466",678,"1,039",830,"2,126",872,610,953,732,618,731,553,968,756
2020,9,80,"5,370",325,434,310,"1,280",402,308,397,391,291,329,212,401,290
2020,9,90,831,47,67,51,156,71,54,65,53,50,39,43,72,63
2020,9,100,77,4,14,3,3,5,25,1,4,4,4,4,5,1
2020,10,총,"144,216","7,319","12,827","9,959","20,157","21,791","7,961","15,590","6,317","6,295","5,731","6,536","13,916","9,817"
2020,10,0,"9,301",396,668,458,"1,067","1,995",481,"1,288",243,228,217,485,"1,136",639
2020,10,10,"11,347",371,841,723,"1,594","2,225",626,"1,922",265,305,314,380,"1,158",623
2020,10,20,"17,507",985,"1,693","1,306","2,093","2,768","1,051","1,869",706,935,675,742,"1,569","1,115"
2020,10,30,"16,398",875,"1,521",926,"1,844","2,922",811,"1,715",708,663,541,978,"1,708","1,186"
2020,10,40,"20,569",784,"1,670","1,415","2,751","3,577","1,062","3,013",728,725,687,757,"2,126","1,274"
2020,10,50,"28,509","1,502","2,673","2,198","4,017","4,493","1,769","2,735","1,169","1,230","1,033","1,218","2,486","1,986"
2020,10,60,"22,784","1,345","2,208","1,731","3,210","2,465","1,164","1,622","1,313","1,233","1,162","1,160","2,283","1,888"
2020,10,70,"11,503",685,"1,040",836,"2,136",869,612,954,737,629,727,556,973,749
2020,10,80,"5,387",322,432,312,"1,286",402,307,407,391,293,332,212,400,291
2020,10,90,832,50,66,50,156,70,53,64,53,50,39,44,72,65
2020,10,100,79,4,15,4,3,5,25,1,4,4,4,4,5,1
2020,11,총,"143,896","7,297","12,783","9,949","20,171","21,719","7,937","15,557","6,289","6,259","5,695","6,539","13,885","9,816"
2020,11,0,"9,218",394,661,462,"1,054","1,974",473,"1,278",240,221,215,486,"1,131",629
2020,11,10,"11,278",367,832,716,"1,584","2,210",616,"1,912",262,309,308,381,"1,155",626
2020,11,20,"17,432",973,"1,687","1,297","2,098","2,760","1,045","1,865",710,924,661,732,"1,563","1,117"
2020,11,30,"16,261",882,"1,501",919,"1,839","2,893",801,"1,693",689,655,536,981,"1,695","1,177"
2020,11,40,"20,505",785,"1,659","1,411","2,741","3,580","1,060","2,997",715,721,680,754,"2,128","1,274"
2020,11,50,"28,437","1,478","2,661","2,199","4,016","4,483","1,765","2,749","1,171","1,217","1,034","1,216","2,468","1,980"
2020,11,60,"22,899","1,352","2,215","1,738","3,234","2,471","1,176","1,630","1,314","1,234","1,162","1,171","2,301","1,901"
2020,11,70,"11,555",690,"1,046",844,"2,154",876,611,959,733,634,729,557,970,752
2020,11,80,"5,409",322,438,309,"1,295",396,313,410,400,292,327,213,399,295
2020,11,90,824,50,68,50,153,71,52,63,51,49,39,44,70,64
2020,11,100,78,4,15,4,3,5,25,1,4,3,4,4,5,1
2020,12,총,"143,425","7,281","12,779","9,917","20,090","21,624","7,902","15,506","6,246","6,223","5,691","6,534","13,850","9,782"
2020,12,0,"9,172",391,659,465,"1,039","1,978",462,"1,284",240,212,210,487,"1,129",616
2020,12,10,"11,175",367,830,709,"1,563","2,187",616,"1,880",257,305,308,384,"1,144",625
2020,12,20,"17,319",963,"1,676","1,280","2,098","2,727","1,036","1,863",712,914,657,720,"1,560","1,113"
2020,12,30,"16,149",887,"1,498",908,"1,818","2,862",795,"1,681",679,648,540,979,"1,685","1,169"
2020,12,40,"20,416",774,"1,663","1,418","2,725","3,565","1,057","2,986",706,704,675,751,"2,116","1,276"
2020,12,50,"28,248","1,473","2,644","2,181","3,988","4,465","1,751","2,731","1,157","1,206","1,028","1,211","2,454","1,959"
2020,12,60,"23,030","1,359","2,235","1,747","3,247","2,479","1,185","1,642","1,316","1,251","1,165","1,180","2,310","1,914"
2020,12,70,"11,562",690,"1,049",845,"2,149",882,612,963,720,632,731,561,975,753
2020,12,80,"5,439",323,440,309,"1,308",398,310,412,404,297,332,214,400,292
2020,12,90,833,50,68,51,152,76,53,63,50,51,41,43,72,63
2020,12,100,82,4,17,4,3,5,25,1,5,3,4,4,5,2
2021,1,총,"143,207","7,252","12,745","9,916","20,073","21,636","7,861","15,452","6,223","6,227","5,669","6,535","13,831","9,787"
2021,1,0,"9,093",385,651,460,"1,029","1,976",451,"1,279",234,211,208,490,"1,107",612
2021,1,10,"11,102",360,826,706,"1,558","2,183",603,"1,859",253,300,304,382,"1,143",625
2021,1,20,"17,273",951,"1,654","1,283","2,090","2,736","1,035","1,862",711,927,642,706,"1,560","1,116"
2021,1,30,"16,108",880,"1,495",905,"1,818","2,861",798,"1,671",674,639,538,988,"1,683","1,158"
2021,1,40,"20,301",778,"1,652","1,418","2,692","3,541","1,035","2,971",712,699,664,759,"2,115","1,265"
2021,1,50,"28,146","1,457","2,622","2,163","3,986","4,469","1,744","2,722","1,138","1,211","1,030","1,199","2,439","1,966"
2021,1,60,"23,202","1,376","2,269","1,767","3,271","2,507","1,194","1,651","1,323","1,246","1,167","1,184","2,317","1,930"
2021,1,70,"11,589",683,"1,044",849,"2,144",889,617,959,721,639,738,562,988,756
2021,1,80,"5,464",328,446,309,"1,329",391,308,412,400,301,331,217,398,294
2021,1,90,842,49,69,52,153,77,50,65,51,51,43,44,76,62
2021,1,100,87,5,17,4,3,6,26,1,6,3,4,4,5,3
2021,2,총,"142,971","7,234","12,713","9,871","20,049","21,585","7,854","15,438","6,183","6,200","5,671","6,529","13,864","9,780"
2021,2,0,"9,031",382,648,452,"1,029","1,941",455,"1,272",230,206,206,492,"1,106",612
2021,2,10,"11,040",357,823,700,"1,548","2,183",594,"1,837",250,302,301,378,"1,141",626
2021,2,20,"17,147",941,"1,637","1,268","2,077","2,712","1,031","1,856",707,900,651,703,"1,562","1,102"
2021,2,30,"16,047",869,"1,488",890,"1,811","2,856",791,"1,675",656,651,536,979,"1,698","1,147"
2021,2,40,"20,226",780,"1,651","1,401","2,679","3,527","1,034","2,960",704,689,657,767,"2,117","1,260"
2021,2,50,"28,066","1,452","2,603","2,156","3,978","4,473","1,737","2,732","1,132","1,199","1,032","1,194","2,427","1,951"
2021,2,60,"23,351","1,383","2,282","1,783","3,304","2,516","1,201","1,658","1,326","1,252","1,167","1,186","2,338","1,955"
2021,2,70,"11,602",683,"1,044",857,"2,125",899,622,965,718,643,741,559,987,759
2021,2,80,"5,530",333,453,307,"1,343",397,311,416,404,302,333,223,408,300
2021,2,90,843,49,67,53,152,75,51,66,50,53,43,44,75,65
2021,2,100,88,5,17,4,3,6,27,1,6,3,4,4,5,3
2021,3,총,"142,496","7,181","12,633","9,825","19,998","21,534","7,917","15,403","6,133","6,175","5,602","6,494","13,844","9,757"
2021,3,0,"8,990",375,648,440,"1,020","1,936",469,"1,265",226,201,205,493,"1,108",604
2021,3,10,"10,994",355,818,696,"1,525","2,187",603,"1,832",249,301,296,373,"1,144",615
2021,3,20,"17,038",936,"1,627","1,259","2,072","2,684","1,045","1,837",691,897,643,705,"1,545","1,097"
2021,3,30,"15,923",852,"1,475",880,"1,791","2,827",811,"1,670",648,652,523,959,"1,692","1,143"
2021,3,40,"20,147",778,"1,629","1,379","2,670","3,534","1,044","2,950",692,683,647,773,"2,114","1,254"
2021,3,50,"27,844","1,441","2,584","2,143","3,956","4,429","1,747","2,727","1,119","1,178","1,020","1,168","2,398","1,934"
2021,3,60,"23,545","1,395","2,295","1,800","3,330","2,556","1,207","1,675","1,327","1,266","1,159","1,199","2,366","1,970"
2021,3,70,"11,587",671,"1,041",861,"2,118",904,629,961,715,637,731,559,987,773
2021,3,80,"5,560",332,445,307,"1,360",401,313,420,407,310,333,222,411,299
2021,3,90,835,45,66,56,153,74,48,64,53,49,44,41,77,65
2021,3,100,33,1,5,4,3,2,1,2,6,1,1,2,2,3
2021,4,총,"142,582","7,140","12,606","9,785","19,886","21,418","8,329","15,332","6,078","6,161","5,585","6,721","13,803","9,738"
2021,4,0,"8,986",365,644,435,"1,006","1,913",533,"1,246",220,202,206,512,"1,105",599
2021,4,10,"10,936",359,818,687,"1,490","2,161",631,"1,827",241,296,293,382,"1,139",612
2021,4,20,"16,978",909,"1,622","1,249","2,066","2,671","1,081","1,814",688,887,635,744,"1,523","1,089"
2021,4,30,"15,990",855,"1,466",881,"1,765","2,801",919,"1,653",634,659,516,"1,025","1,676","1,140"
2021,4,40,"20,160",769,"1,622","1,364","2,647","3,526","1,103","2,937",686,685,648,813,"2,109","1,251"
2021,4,50,"27,734","1,436","2,562","2,130","3,920","4,381","1,800","2,722","1,101","1,159","1,018","1,188","2,392","1,925"
2021,4,60,"23,720","1,396","2,307","1,812","3,350","2,577","1,249","1,689","1,327","1,277","1,161","1,223","2,377","1,975"
2021,4,70,"11,611",670,"1,041",861,"2,115",915,642,958,715,634,727,564,991,778
2021,4,80,"5,594",335,453,309,"1,368",394,320,419,405,314,337,226,413,301
2021,4,90,841,45,66,54,156,77,50,65,55,47,43,42,76,65
2021,4,100,32,1,5,3,3,2,1,2,6,1,1,2,2,3
2021,5,총,"143,106","7,119","12,577","9,759","19,803","21,405","8,477","15,271","6,002","6,135","5,531","7,702","13,615","9,710"
2021,5,0,"9,037",358,644,426,999,"1,904",555,"1,241",212,199,204,625,"1,075",595
2021,5,10,"10,920",357,810,682,"1,479","2,139",644,"1,816",238,296,287,449,"1,113",610
2021,5,20,"16,997",906,"1,605","1,249","2,053","2,666","1,100","1,808",674,887,629,856,"1,473","1,091"
2021,5,30,"16,116",856,"1,453",872,"1,743","2,784",949,"1,633",621,654,506,"1,264","1,653","1,128"
2021,5,40,"20,174",763,"1,630","1,352","2,628","3,509","1,125","2,900",672,678,640,966,"2,074","1,237"
2021,5,50,"27,770","1,418","2,539","2,126","3,902","4,394","1,823","2,734","1,080","1,143","1,006","1,332","2,373","1,900"
2021,5,60,"23,924","1,404","2,331","1,820","3,345","2,613","1,261","1,695","1,330","1,279","1,155","1,329","2,372","1,990"
2021,5,70,"11,664",676,"1,039",863,"2,130",917,643,954,709,633,728,590,991,791
2021,5,80,"5,615",333,454,312,"1,363",397,324,425,405,312,331,247,411,301
2021,5,90,856,47,66,54,158,80,52,63,55,53,44,42,78,64
2021,5,100,33,1,6,3,3,2,1,2,6,1,1,2,2,3
2021,6,총,"143,374","7,100","12,567","9,735","19,790","21,367","8,576","15,242","5,908","6,115","5,546","8,199","13,542","9,687"
2021,6,0,"9,035",348,644,426,989,"1,903",562,"1,231",205,205,207,671,"1,055",589
2021,6,10,"10,910",354,805,676,"1,465","2,124",661,"1,814",233,287,290,484,"1,107",610
2021,6,20,"17,002",902,"1,603","1,239","2,045","2,654","1,109","1,805",655,888,630,924,"1,466","1,082"
2021,6,30,"16,144",848,"1,437",870,"1,730","2,780",957,"1,629",605,649,509,"1,374","1,638","1,118"
2021,6,40,"20,168",758,"1,623","1,356","2,614","3,492","1,136","2,889",647,681,640,"1,040","2,055","1,237"
2021,6,50,"27,766","1,409","2,537","2,114","3,916","4,369","1,848","2,722","1,056","1,139","1,008","1,411","2,349","1,888"
2021,6,60,"24,104","1,420","2,345","1,817","3,372","2,638","1,273","1,706","1,328","1,269","1,149","1,400","2,388","1,999"
2021,6,70,"11,699",676,"1,047",862,"2,127",918,646,958,714,635,735,601,986,794
2021,6,80,"5,650",338,455,317,"1,369",406,329,423,404,309,332,249,415,304
2021,6,90,863,46,65,55,161,81,54,62,55,52,45,43,81,63
2021,6,100,33,1,6,3,2,2,1,3,6,1,1,2,2,3
2021,7,총,"143,455","7,481","12,461","9,658","19,758","21,340","8,600","15,207","5,767","6,089","5,534","8,356","13,533","9,671"
2021,7,0,"9,030",393,634,420,974,"1,908",560,"1,230",200,201,193,678,"1,059",580
2021,7,10,"10,890",372,802,664,"1,461","2,121",662,"1,798",228,287,290,492,"1,104",609
2021,7,20,"16,957",937,"1,588","1,229","2,038","2,623","1,113","1,809",642,874,640,930,"1,460","1,074"
2021,7,30,"16,146",927,"1,408",844,"1,712","2,767",967,"1,629",585,648,500,"1,413","1,638","1,108"
2021,7,40,"20,130",819,"1,593","1,341","2,607","3,490","1,140","2,862",620,673,641,"1,065","2,044","1,235"
2021,7,50,"27,727","1,455","2,526","2,094","3,897","4,377","1,846","2,727","1,021","1,137",997,"1,432","2,333","1,885"
2021,7,60,"24,279","1,485","2,342","1,832","3,393","2,649","1,283","1,704","1,308","1,274","1,156","1,434","2,402","2,017"
2021,7,70,"11,727",701,"1,049",853,"2,131",917,650,955,700,637,735,610,995,794
2021,7,80,"5,676",343,450,323,"1,383",408,322,428,403,306,336,256,417,301
2021,7,90,862,47,65,55,160,78,56,62,54,52,45,44,79,65
2021,7,100,31,2,4,3,2,2,1,3,6,0,1,2,2,3
2021,8,총,"143,599","7,768","12,380","9,608","19,732","21,304","8,634","15,236","5,730","6,064","5,530","8,430","13,526","9,657"
2021,8,0,"9,039",428,632,413,966,"1,904",559,"1,228",202,203,194,683,"1,056",571
2021,8,10,"10,867",392,796,650,"1,447","2,114",677,"1,794",227,280,288,493,"1,104",605
2021,8,20,"16,913",972,"1,563","1,220","2,031","2,617","1,103","1,806",631,863,641,936,"1,458","1,072"
2021,8,30,"16,146",986,"1,384",825,"1,700","2,745",977,"1,646",573,647,495,"1,439","1,632","1,097"
2021,8,40,"20,130",864,"1,574","1,327","2,581","3,477","1,143","2,869",613,678,648,"1,074","2,040","1,242"
2021,8,50,"27,706","1,489","2,514","2,094","3,904","4,376","1,845","2,736","1,010","1,120",992,"1,431","2,320","1,875"
2021,8,60,"24,395","1,522","2,342","1,839","3,414","2,661","1,294","1,706","1,311","1,274","1,146","1,453","2,407","2,026"
2021,8,70,"11,791",714,"1,049",855,"2,142",924,655,954,699,640,744,614,"1,004",797
2021,8,80,"5,705",350,457,326,"1,384",404,325,433,401,305,335,261,422,302
2021,8,90,876,50,65,56,160,80,55,61,57,54,46,44,81,67
2021,8,100,31,1,4,3,3,2,1,3,6,0,1,2,2,3
2021,9,총,"143,682","7,860","12,388","9,578","19,727","21,311","8,672","15,246","5,700","6,068","5,509","8,442","13,543","9,638"
2021,9,0,"9,031",436,635,402,963,"1,899",559,"1,222",200,209,193,687,"1,063",563
2021,9,10,"10,864",393,795,654,"1,446","2,118",675,"1,791",230,279,289,489,"1,101",604
2021,9,20,"16,844",979,"1,557","1,211","2,026","2,607","1,097","1,808",626,862,636,922,"1,454","1,059"
2021,9,30,"16,124","1,000","1,387",821,"1,714","2,720",992,"1,642",561,644,493,"1,442","1,617","1,091"
2021,9,40,"20,102",869,"1,566","1,317","2,560","3,470","1,154","2,862",613,677,642,"1,081","2,040","1,251"
2021,9,50,"27,728","1,521","2,513","2,080","3,894","4,390","1,853","2,757",999,"1,119",979,"1,435","2,324","1,864"
2021,9,60,"24,503","1,540","2,349","1,840","3,430","2,683","1,300","1,706","1,304","1,284","1,152","1,462","2,419","2,034"
2021,9,70,"11,838",721,"1,050",868,"2,143",931,655,957,702,638,741,619,"1,015",798
2021,9,80,"5,737",352,465,324,"1,389",408,328,433,401,305,341,259,427,305
2021,9,90,878,48,67,57,159,82,58,65,58,51,42,44,81,66
2021,9,100,33,1,4,4,3,3,1,3,6,0,1,2,2,3
2021,10,총,"143,583","7,910","12,364","9,553","19,720","21,249","8,713","15,246","5,683","6,059","5,499","8,440","13,524","9,623"
2021,10,0,"8,994",441,624,397,962,"1,894",561,"1,218",200,206,189,686,"1,057",559
2021,10,10,"10,811",393,789,647,"1,436","2,100",677,"1,785",223,283,289,486,"1,098",605
2021,10,20,"16,743",973,"1,552","1,207","2,019","2,578","1,099","1,807",630,851,626,916,"1,439","1,046"
2021,10,30,"16,139","1,021","1,379",809,"1,713","2,719","1,014","1,648",554,637,491,"1,441","1,627","1,086"
2021,10,40,"20,022",870,"1,566","1,309","2,541","3,449","1,152","2,851",601,674,644,"1,086","2,029","1,250"
2021,10,50,"27,713","1,526","2,506","2,078","3,897","4,390","1,859","2,762","1,006","1,120",968,"1,425","2,324","1,852"
2021,10,60,"24,611","1,562","2,354","1,847","3,448","2,697","1,310","1,711","1,298","1,275","1,160","1,475","2,421","2,053"
2021,10,70,"11,878",721,"1,054",874,"2,153",930,652,961,702,650,741,623,"1,022",795
2021,10,80,"5,754",351,467,324,"1,386",409,333,435,403,309,346,258,424,309
2021,10,90,885,51,69,57,162,79,55,66,60,54,44,42,81,65
2021,10,100,33,1,4,4,3,4,1,2,6,0,1,2,2,3
2021,11,총,"143,561","7,954","12,368","9,543","19,695","21,234","8,732","15,223","5,659","6,055","5,507","8,460","13,518","9,613"
2021,11,0,"8,959",443,617,395,961,"1,891",559,"1,209",198,200,185,695,"1,056",550
2021,11,10,"10,776",391,790,649,"1,418","2,098",682,"1,775",222,279,297,482,"1,095",598
2021,11,20,"16,661",976,"1,541","1,193","2,015","2,560","1,092","1,803",629,846,621,902,"1,440","1,043"
2021,11,30,"16,105","1,035","1,377",810,"1,705","2,716","1,008","1,644",555,636,482,"1,445","1,612","1,080"
2021,11,40,"19,990",884,"1,569","1,306","2,523","3,444","1,148","2,835",584,676,648,"1,096","2,030","1,247"
2021,11,50,"27,726","1,524","2,502","2,078","3,904","4,387","1,876","2,772",997,"1,127",969,"1,428","2,320","1,842"
2021,11,60,"24,697","1,565","2,368","1,852","3,453","2,704","1,318","1,714","1,298","1,272","1,165","1,479","2,431","2,078"
2021,11,70,"11,924",730,"1,056",879,"2,145",937,655,964,706,648,747,633,"1,028",796
2021,11,80,"5,792",351,474,318,"1,406",414,338,435,402,314,348,256,424,312
2021,11,90,902,54,70,60,163,79,55,70,62,57,44,42,81,65
2021,11,100,29,1,4,3,2,4,1,2,6,0,1,2,1,2
2021,12,총,"143,416","7,980","12,336","9,544","19,617","21,232","8,763","15,210","5,628","6,037","5,499","8,482","13,497","9,591"
2021,12,0,"8,920",437,613,384,956,"1,892",565,"1,201",196,198,182,703,"1,055",538
2021,12,10,"10,758",386,785,649,"1,399","2,106",677,"1,782",226,281,293,477,"1,099",598
2021,12,20,"16,600",988,"1,537","1,190","1,985","2,560","1,105","1,773",624,838,631,913,"1,410","1,046"
2021,12,30,"16,060","1,048","1,370",806,"1,718","2,701","1,017","1,643",539,624,474,"1,440","1,614","1,066"
2021,12,40,"19,959",892,"1,559","1,298","2,502","3,437","1,146","2,843",593,669,647,"1,103","2,026","1,244"
2021,12,50,"27,696","1,519","2,509","2,088","3,897","4,378","1,878","2,775",987,"1,119",970,"1,431","2,308","1,837"
2021,12,60,"24,705","1,569","2,361","1,853","3,438","2,716","1,327","1,706","1,293","1,284","1,165","1,474","2,436","2,083"
2021,12,70,"11,985",739,"1,055",891,"2,161",942,654,969,703,653,743,640,"1,033",802
2021,12,80,"5,813",346,477,321,"1,394",420,338,446,400,316,353,257,432,313
