년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2021,8,총,"1,183,419","269,906","23,476","42,622","29,248","29,748","42,069","20,056","19,572","28,288","18,773","16,054","365,103","10,229","23,570","18,851","40,480","38,085","24,421","45,567","46,369","24,702","48,835","27,338","16,656","183,288","5,880","10,440","19,763","22,641","26,268","10,862","20,230","16,983","39,597","10,624","365,122","17,805","14,883","36,128","21,644","38,904","35,085","26,386","32,718","31,174","27,984","53,031","29,380"
2021,8,0,"92,804","17,083","1,285","2,951","2,355","1,848","3,366",803,"1,088","1,401","1,335",651,"30,769",848,"1,094",865,"3,018","2,277","1,342","4,690","6,810","1,236","5,387","1,582","1,620","10,305",233,419,"1,648","1,436","1,914",385,846,"1,115","2,036",273,"34,647","1,077",833,"2,695","1,230","4,246","3,388","2,470","2,445","3,355","4,216","5,333","3,359"
2021,8,10,"116,023","27,765","1,813","4,109","3,435","3,107","6,770","1,163","1,707","2,658","2,003","1,000","32,698",589,"1,555","1,454","3,448","3,077","1,984","4,950","4,690","1,649","5,364","2,169","1,769","13,999",313,462,"1,344","2,072","2,845",669,"1,330","1,705","2,819",440,"41,561","1,793","1,464","4,308","2,169","3,653","4,659","2,122","4,251","3,988","3,277","6,771","3,106"
2021,8,20,"185,418","43,253","3,371","10,103","3,995","4,296","6,206","2,640","2,952","4,238","2,824","2,628","53,387","1,503","3,584","2,650","6,162","5,889","3,876","6,082","4,926","4,997","6,469","5,237","2,012","30,524",859,"1,802","2,799","3,159","4,007","1,338","3,232","3,611","8,209","1,508","58,254","2,995","2,448","6,423","3,715","6,521","4,800","5,386","6,589","4,461","3,234","8,512","3,170"
2021,8,30,"176,883","31,852","2,987","5,650","3,350","3,581","4,313","2,423","2,575","3,198","1,963","1,812","56,745","1,673","3,532","2,489","5,724","5,366","3,215","6,469","8,718","4,500","7,678","5,210","2,171","26,904",929,"1,625","3,390","2,570","3,429","1,113","2,883","2,191","7,424","1,350","61,382","2,326","1,918","5,488","3,166","7,108","5,364","6,744","4,357","4,861","5,326","9,477","5,247"
2021,8,40,"199,765","43,810","3,574","6,325","5,224","4,965","8,665","2,843","3,040","4,292","2,797","2,085","60,741","1,449","3,629","2,979","5,949","5,936","3,580","8,135","8,625","3,623","8,915","4,825","3,096","27,933",825,"1,451","2,964","3,654","4,305","1,525","2,869","2,658","6,306","1,376","67,281","2,816","2,321","6,725","3,586","7,323","6,802","4,173","5,916","5,736","5,685","10,505","5,693"
2021,8,50,"196,388","48,592","4,356","6,704","5,316","5,313","7,554","3,889","3,620","5,373","3,759","2,708","61,477","1,833","4,178","3,347","7,450","6,721","4,710","7,627","6,081","4,096","7,848","4,666","2,920","31,195","1,064","1,863","3,178","4,004","5,055","1,997","3,619","2,675","5,753","1,987","55,124","3,261","2,741","5,669","3,726","4,827","5,725","3,213","5,416","5,153","3,705","7,441","4,247"
2021,8,60,"129,064","32,737","3,505","4,044","3,228","3,591","3,040","3,677","2,729","3,983","2,259","2,681","42,684","1,341","3,519","2,928","5,369","5,272","3,528","4,552","4,088","2,955","4,852","2,360","1,920","24,366",926,"1,642","2,538","3,237","2,797","2,070","3,067","1,811","4,278","2,000","29,277","2,205","1,889","2,951","2,480","3,232","2,626","1,341","2,394","2,386","1,699","3,249","2,825"
2021,8,70,"56,706","15,686","1,666","1,684","1,475","1,971","1,334","1,786","1,228","1,976","1,017","1,549","17,526",658,"1,649","1,459","2,177","2,424","1,410","1,954","1,609","1,107","1,543",778,758,"12,049",476,778,"1,350","1,707","1,197","1,179","1,613",788,"1,836","1,125","11,445",920,834,"1,190","1,008","1,322","1,061",584,813,810,552,"1,186","1,165"
2021,8,80,"26,180","7,809",797,902,740,935,719,723,539,994,680,780,"7,850",290,714,596,"1,008",985,674,951,728,468,671,420,345,"5,261",231,336,490,703,629,519,685,366,821,481,"5,260",337,366,599,491,573,573,306,451,360,250,469,485
2021,8,90,"3,981","1,257",113,143,126,137,101,102,87,174,132,142,"1,166",44,103,80,164,132,99,154,90,69,100,88,43,707,21,55,58,94,84,64,80,62,109,80,851,71,64,77,70,96,81,44,85,62,37,86,78
2021,8,100,207,62,9,7,4,4,1,7,7,1,4,18,60,1,13,4,11,6,3,3,4,2,8,3,2,45,3,7,4,5,6,3,6,1,6,4,40,4,5,3,3,3,6,3,1,2,3,2,5
2021,9,총,"1,184,754","272,625","23,421","42,760","29,102","33,125","41,758","20,000","19,480","28,223","18,709","16,047","364,671","10,194","23,613","18,827","40,383","38,018","24,352","45,521","46,320","24,749","48,745","27,362","16,587","182,925","5,878","10,413","19,893","22,578","25,967","10,820","20,119","16,960","39,733","10,564","364,533","17,747","14,836","36,101","21,542","38,945","35,043","26,307","32,671","31,179","27,927","52,927","29,308"
2021,9,0,"92,503","17,527","1,253","2,914","2,318","2,527","3,303",799,"1,070","1,381","1,319",643,"30,455",835,"1,086",862,"2,993","2,258","1,317","4,630","6,744","1,218","5,347","1,574","1,591","10,173",230,410,"1,662","1,417","1,847",388,828,"1,100","2,028",263,"34,348","1,067",825,"2,681","1,211","4,214","3,340","2,441","2,420","3,342","4,203","5,285","3,319"
2021,9,10,"115,927","27,932","1,799","4,145","3,382","3,434","6,685","1,156","1,696","2,650","1,988",997,"32,638",584,"1,561","1,444","3,427","3,070","1,965","4,956","4,719","1,642","5,364","2,138","1,768","13,860",311,451,"1,341","2,056","2,787",659,"1,306","1,703","2,813",433,"41,497","1,777","1,452","4,292","2,152","3,691","4,661","2,117","4,222","3,972","3,272","6,782","3,107"
2021,9,20,"185,586","43,624","3,372","10,262","3,976","4,669","6,178","2,624","2,910","4,232","2,788","2,613","53,250","1,499","3,570","2,626","6,124","5,882","3,859","6,102","4,899","5,031","6,440","5,225","1,993","30,542",860,"1,780","2,822","3,161","3,969","1,340","3,222","3,619","8,274","1,495","58,170","2,987","2,442","6,423","3,673","6,535","4,787","5,381","6,648","4,474","3,205","8,465","3,150"
2021,9,30,"177,144","32,563","2,951","5,690","3,345","4,308","4,287","2,416","2,582","3,198","1,965","1,821","56,648","1,651","3,552","2,474","5,719","5,386","3,196","6,465","8,621","4,528","7,659","5,252","2,145","26,922",937,"1,627","3,443","2,540","3,394","1,113","2,868","2,192","7,454","1,354","61,011","2,325","1,897","5,475","3,153","7,050","5,353","6,679","4,305","4,852","5,287","9,419","5,216"
2021,9,40,"199,734","44,152","3,577","6,264","5,195","5,610","8,556","2,832","3,004","4,251","2,783","2,080","60,625","1,455","3,644","2,980","5,915","5,902","3,553","8,102","8,684","3,602","8,889","4,815","3,084","27,745",831,"1,455","2,968","3,643","4,217","1,516","2,829","2,645","6,298","1,343","67,212","2,793","2,319","6,694","3,565","7,327","6,791","4,184","5,896","5,740","5,708","10,503","5,692"
2021,9,50,"196,759","48,879","4,352","6,682","5,301","5,724","7,517","3,868","3,610","5,361","3,756","2,708","61,457","1,830","4,180","3,344","7,448","6,704","4,717","7,602","6,088","4,109","7,840","4,678","2,917","31,187","1,058","1,857","3,187","4,003","5,016","1,997","3,624","2,668","5,790","1,987","55,236","3,272","2,742","5,677","3,737","4,849","5,743","3,227","5,435","5,159","3,688","7,463","4,244"
2021,9,60,"129,805","33,038","3,528","4,065","3,235","3,739","3,080","3,680","2,734","4,005","2,278","2,694","42,904","1,350","3,536","2,948","5,387","5,271","3,546","4,585","4,129","2,958","4,872","2,389","1,933","24,411",919,"1,651","2,552","3,242","2,814","2,059","3,067","1,819","4,283","2,005","29,452","2,192","1,892","2,981","2,480","3,273","2,652","1,339","2,402","2,403","1,724","3,271","2,843"
2021,9,70,"56,714","15,710","1,668","1,682","1,471","2,005","1,323","1,787","1,226","1,981","1,016","1,551","17,549",656,"1,642","1,464","2,185","2,418","1,409","1,962","1,608","1,109","1,546",783,767,"12,027",477,782,"1,351","1,706","1,189","1,171","1,608",775,"1,845","1,123","11,428",916,835,"1,193","1,010","1,328","1,053",584,805,805,550,"1,176","1,173"
2021,9,80,"26,382","7,871",796,905,750,966,721,729,554,989,681,780,"7,903",286,727,603,"1,008",983,687,960,731,478,679,418,343,"5,317",232,340,506,712,643,511,685,378,832,478,"5,291",344,365,602,489,578,575,309,452,368,252,476,481
2021,9,90,"3,988","1,265",116,145,125,138,107,102,88,173,131,140,"1,180",47,101,78,166,138,100,154,93,72,100,87,44,694,20,53,57,93,83,63,77,60,109,79,849,70,62,80,69,98,83,43,85,61,35,85,78
2021,9,100,212,64,9,6,4,5,1,7,6,2,4,20,62,1,14,4,11,6,3,3,4,2,9,3,2,47,3,7,4,5,8,3,5,1,7,4,39,4,5,3,3,2,5,3,1,3,3,2,5
2021,10,총,"1,185,276","273,854","23,403","42,647","29,044","34,913","41,640","19,966","19,423","28,237","18,618","15,963","364,416","10,128","23,611","18,788","40,409","38,043","24,287","45,525","46,264","24,773","48,692","27,315","16,581","182,600","5,891","10,372","19,945","22,577","25,773","10,753","20,069","16,945","39,721","10,554","364,406","17,737","14,816","36,107","21,521","38,904","34,952","26,299","32,646","31,180","27,912","53,013","29,319"
2021,10,0,"92,127","17,640","1,228","2,870","2,303","2,802","3,275",797,"1,053","1,370","1,304",638,"30,202",826,"1,068",841,"2,980","2,246","1,298","4,612","6,670","1,209","5,311","1,553","1,588","10,111",227,413,"1,670","1,403","1,825",385,811,"1,091","2,017",269,"34,174","1,067",829,"2,657","1,209","4,161","3,291","2,424","2,429","3,324","4,200","5,279","3,304"
2021,10,10,"115,812","27,926","1,808","4,105","3,354","3,589","6,649","1,152","1,671","2,634","1,976",988,"32,638",585,"1,567","1,435","3,434","3,063","1,946","4,953","4,756","1,650","5,359","2,130","1,760","13,786",315,452,"1,334","2,057","2,748",647,"1,298","1,708","2,794",433,"41,462","1,764","1,443","4,275","2,142","3,717","4,660","2,113","4,196","3,975","3,263","6,806","3,108"
2021,10,20,"185,274","43,708","3,356","10,243","3,969","4,893","6,169","2,615","2,906","4,218","2,762","2,577","53,085","1,482","3,561","2,619","6,094","5,866","3,841","6,083","4,876","5,034","6,410","5,227","1,992","30,448",857,"1,753","2,809","3,159","3,942","1,328","3,215","3,605","8,287","1,493","58,033","2,989","2,429","6,450","3,661","6,512","4,798","5,368","6,619","4,457","3,200","8,413","3,137"
2021,10,30,"177,449","32,959","2,949","5,694","3,330","4,756","4,298","2,380","2,571","3,224","1,949","1,808","56,604","1,646","3,566","2,461","5,719","5,391","3,185","6,469","8,603","4,553","7,640","5,227","2,144","26,943",941,"1,609","3,464","2,552","3,388","1,100","2,853","2,210","7,471","1,355","60,943","2,325","1,896","5,484","3,142","7,035","5,303","6,676","4,306","4,858","5,258","9,452","5,208"
2021,10,40,"199,605","44,260","3,560","6,226","5,170","5,935","8,464","2,830","3,002","4,247","2,767","2,059","60,575","1,462","3,633","2,982","5,933","5,920","3,530","8,091","8,680","3,592","8,877","4,804","3,071","27,612",833,"1,448","2,972","3,623","4,146","1,513","2,830","2,622","6,279","1,346","67,158","2,793","2,307","6,640","3,552","7,315","6,758","4,206","5,878","5,741","5,736","10,517","5,715"
2021,10,50,"197,033","49,118","4,360","6,680","5,326","5,957","7,539","3,863","3,599","5,361","3,734","2,699","61,445","1,803","4,176","3,315","7,454","6,721","4,711","7,592","6,100","4,118","7,849","4,681","2,925","31,130","1,059","1,861","3,192","4,001","4,972","1,981","3,603","2,672","5,804","1,985","55,340","3,276","2,729","5,716","3,751","4,855","5,776","3,220","5,446","5,134","3,685","7,488","4,264"
2021,10,60,"130,422","33,208","3,544","4,072","3,239","3,822","3,092","3,684","2,736","4,022","2,293","2,704","43,102","1,342","3,561","2,971","5,409","5,289","3,567","4,628","4,136","2,953","4,906","2,398","1,942","24,473",926,"1,654","2,575","3,250","2,831","2,060","3,079","1,824","4,281","1,993","29,639","2,183","1,909","2,998","2,482","3,294","2,653","1,362","2,428","2,439","1,734","3,303","2,854"
2021,10,70,"56,819","15,766","1,668","1,699","1,467","2,027","1,321","1,798","1,235","1,992","1,016","1,543","17,596",650,"1,638","1,470","2,189","2,418","1,420","1,979","1,615","1,113","1,548",783,773,"12,010",473,779,"1,358","1,706","1,191","1,157","1,613",776,"1,839","1,118","11,447",918,832,"1,204","1,021","1,333","1,051",575,804,807,546,"1,188","1,168"
2021,10,80,"26,529","7,922",801,909,757,984,722,737,557,990,678,787,"7,935",285,732,615,"1,022",982,690,961,727,480,683,421,337,"5,350",235,340,512,726,642,516,685,380,834,480,"5,322",350,377,597,490,582,574,310,452,378,252,479,481
2021,10,90,"4,008","1,283",121,143,124,143,109,104,87,177,135,140,"1,178",46,103,75,164,140,96,153,97,69,100,88,47,693,22,56,56,95,83,63,77,56,108,77,854,69,62,83,68,98,84,42,87,64,35,86,76
2021,10,100,198,64,8,6,5,5,2,6,6,2,4,20,56,1,6,4,11,7,3,4,4,2,9,3,2,44,3,7,3,5,5,3,5,1,7,5,34,3,3,3,3,2,4,3,1,3,3,2,4
2021,11,총,"1,184,683","274,107","23,326","42,467","28,976","35,731","41,532","19,973","19,397","28,218","18,576","15,911","364,164","10,087","23,653","18,737","40,415","38,024","24,253","45,514","46,259","24,733","48,595","27,336","16,558","182,390","5,878","10,321","19,967","22,511","25,736","10,685","20,081","16,921","39,759","10,531","364,022","17,666","14,815","36,048","21,496","38,809","34,867","26,235","32,562","31,190","27,920","53,065","29,349"
2021,11,0,"91,576","17,580","1,192","2,839","2,292","2,924","3,205",803,"1,049","1,354","1,297",625,"29,976",818,"1,063",847,"2,968","2,232","1,291","4,584","6,626","1,196","5,241","1,540","1,570","10,037",231,410,"1,670","1,382","1,826",381,792,"1,085","1,995",265,"33,983","1,063",830,"2,649","1,200","4,108","3,250","2,420","2,424","3,307","4,191","5,257","3,284"
2021,11,10,"115,660","27,923","1,809","4,044","3,356","3,688","6,621","1,163","1,669","2,633","1,961",979,"32,548",579,"1,572","1,414","3,425","3,042","1,940","4,965","4,754","1,636","5,339","2,131","1,751","13,731",310,447,"1,334","2,040","2,723",653,"1,296","1,710","2,784",434,"41,458","1,746","1,442","4,260","2,131","3,707","4,649","2,092","4,186","3,980","3,290","6,828","3,147"
2021,11,20,"184,806","43,656","3,337","10,204","3,952","4,974","6,170","2,605","2,887","4,197","2,757","2,573","52,991","1,493","3,547","2,632","6,077","5,863","3,805","6,076","4,884","5,035","6,378","5,202","1,999","30,387",855,"1,737","2,814","3,146","3,941","1,315","3,229","3,584","8,282","1,484","57,772","2,984","2,420","6,428","3,629","6,506","4,792","5,337","6,574","4,444","3,183","8,373","3,102"
2021,11,30,"177,353","33,031","2,924","5,679","3,319","4,906","4,289","2,369","2,576","3,231","1,941","1,797","56,492","1,614","3,580","2,442","5,728","5,388","3,181","6,444","8,550","4,553","7,609","5,266","2,137","27,018",949,"1,607","3,449","2,550","3,412","1,078","2,873","2,207","7,534","1,359","60,812","2,307","1,903","5,480","3,159","7,003","5,295","6,670","4,283","4,843","5,206","9,467","5,196"
2021,11,40,"199,400","44,261","3,542","6,191","5,148","6,126","8,419","2,830","2,982","4,227","2,736","2,060","60,460","1,462","3,629","2,967","5,906","5,907","3,520","8,094","8,691","3,558","8,861","4,802","3,063","27,516",824,"1,437","2,993","3,601","4,103","1,515","2,824","2,620","6,269","1,330","67,163","2,792","2,312","6,621","3,548","7,290","6,719","4,202","5,877","5,745","5,774","10,530","5,753"
2021,11,50,"197,347","49,264","4,377","6,671","5,305","6,068","7,562","3,865","3,605","5,371","3,745","2,695","61,523","1,796","4,177","3,306","7,482","6,746","4,701","7,590","6,110","4,130","7,855","4,685","2,945","31,126","1,047","1,847","3,200","3,992","4,988","1,965","3,605","2,680","5,826","1,976","55,434","3,264","2,713","5,725","3,757","4,881","5,787","3,227","5,440","5,153","3,696","7,516","4,275"
2021,11,60,"130,841","33,319","3,542","4,075","3,257","3,876","3,108","3,694","2,740","4,024","2,308","2,695","43,333","1,341","3,591","2,974","5,443","5,295","3,595","4,645","4,185","2,969","4,953","2,410","1,932","24,469",934,"1,656","2,567","3,264","2,827","2,045","3,071","1,826","4,273","2,006","29,720","2,184","1,926","2,999","2,480","3,294","2,670","1,355","2,434","2,456","1,737","3,330","2,855"
2021,11,70,"56,835","15,760","1,671","1,700","1,454","2,030","1,320","1,795","1,243","2,000","1,007","1,540","17,631",654,"1,644","1,458","2,186","2,413","1,432","1,987","1,626","1,099","1,567",789,776,"11,986",468,777,"1,357","1,706","1,186","1,154","1,613",774,"1,831","1,120","11,458",917,830,"1,204","1,027","1,341","1,043",575,801,806,548,"1,194","1,172"
2021,11,80,"26,658","7,962",809,914,764,990,725,740,555,997,683,785,"7,994",284,743,618,"1,026",995,690,973,733,487,687,421,337,"5,370",235,339,519,726,642,513,693,376,847,480,"5,332",342,375,594,493,580,573,314,456,387,254,481,483
2021,11,90,"4,029","1,298",121,144,125,145,111,106,85,182,137,142,"1,167",46,101,76,165,137,95,152,96,68,98,87,46,706,22,56,61,99,83,64,80,58,111,72,858,64,61,85,70,97,86,40,86,66,38,87,78
2021,11,100,178,53,2,6,4,4,2,3,6,2,4,20,49,0,6,3,9,6,3,4,4,2,7,3,2,44,3,8,3,5,5,2,5,1,7,5,32,3,3,3,2,2,3,3,1,3,3,2,4
2021,12,총,"1,183,714","273,835","23,285","42,174","28,902","36,046","41,447","19,910","19,459","28,186","18,535","15,891","364,136","10,097","23,648","18,731","40,351","37,982","24,235","45,466","46,236","24,679","48,445","27,737","16,529","182,321","5,876","10,308","20,018","22,497","25,696","10,633","20,058","16,900","39,870","10,465","363,422","17,612","14,781","35,982","21,431","38,806","34,785","26,188","32,527","31,076","27,872","53,025","29,337"
2021,12,0,"91,037","17,502","1,186","2,821","2,263","2,952","3,163",792,"1,063","1,346","1,292",624,"29,791",828,"1,044",842,"2,940","2,217","1,277","4,553","6,587","1,185","5,190","1,585","1,543","10,055",232,412,"1,676","1,390","1,836",381,788,"1,089","1,989",262,"33,689","1,061",812,"2,617","1,199","4,075","3,222","2,387","2,400","3,276","4,153","5,221","3,266"
2021,12,10,"115,369","27,765","1,805","3,959","3,350","3,716","6,583","1,152","1,662","2,620","1,947",971,"32,524",584,"1,568","1,413","3,410","3,020","1,932","4,964","4,781","1,615","5,326","2,154","1,757","13,684",306,444,"1,341","2,029","2,701",655,"1,289","1,705","2,785",429,"41,396","1,726","1,438","4,242","2,112","3,730","4,629","2,089","4,181","3,958","3,315","6,828","3,148"
2021,12,20,"184,258","43,509","3,316","10,061","3,944","4,999","6,176","2,595","2,918","4,185","2,746","2,569","52,863","1,482","3,563","2,640","6,036","5,857","3,774","6,044","4,884","5,017","6,354","5,216","1,996","30,306",859,"1,731","2,801","3,120","3,902","1,296","3,217","3,555","8,358","1,467","57,580","2,989","2,411","6,405","3,627","6,485","4,744","5,347","6,562","4,414","3,158","8,350","3,088"
2021,12,30,"177,205","33,068","2,923","5,658","3,311","4,997","4,261","2,362","2,572","3,225","1,951","1,808","56,472","1,616","3,584","2,426","5,718","5,393","3,184","6,442","8,505","4,546","7,544","5,392","2,122","27,063",940,"1,598","3,461","2,553","3,442","1,065","2,896","2,217","7,542","1,349","60,602","2,294","1,908","5,452","3,127","6,991","5,315","6,657","4,274","4,821","5,160","9,438","5,165"
2021,12,40,"199,224","44,157","3,532","6,155","5,134","6,169","8,412","2,799","2,972","4,206","2,717","2,061","60,467","1,469","3,607","2,977","5,896","5,881","3,520","8,084","8,723","3,540","8,853","4,867","3,050","27,452",833,"1,425","2,996","3,602","4,061","1,508","2,816","2,607","6,289","1,315","67,148","2,775","2,304","6,622","3,538","7,282","6,714","4,190","5,878","5,723","5,795","10,541","5,786"
2021,12,50,"197,487","49,282","4,363","6,652","5,291","6,133","7,564","3,852","3,617","5,370","3,747","2,693","61,603","1,799","4,191","3,296","7,499","6,758","4,711","7,592","6,102","4,115","7,842","4,746","2,952","31,125","1,047","1,840","3,213","3,997","4,992","1,949","3,596","2,686","5,832","1,973","55,477","3,259","2,694","5,740","3,751","4,918","5,765","3,224","5,439","5,158","3,717","7,518","4,294"
2021,12,60,"131,329","33,446","3,540","4,093","3,268","3,900","3,119","3,712","2,755","4,050","2,311","2,698","43,524","1,339","3,593","2,978","5,462","5,304","3,615","4,668","4,189","2,997","4,970","2,467","1,942","24,522",932,"1,674","2,585","3,263","2,843","2,048","3,073","1,829","4,274","2,001","29,837","2,181","1,953","3,001","2,483","3,299","2,685","1,360","2,450","2,469","1,733","3,371","2,852"
2021,12,70,"56,826","15,772","1,675","1,709","1,442","2,040","1,320","1,801","1,249","2,004",998,"1,534","17,636",651,"1,641","1,451","2,194","2,414","1,429","1,982","1,628","1,105","1,566",794,781,"11,977",460,784,"1,360","1,718","1,178","1,153","1,616",773,"1,827","1,108","11,441",923,822,"1,217","1,028","1,336","1,046",574,800,802,546,"1,178","1,169"
2021,12,80,"26,801","7,996",821,915,768,990,736,738,558,995,684,791,"8,036",284,749,628,"1,024",995,693,985,737,490,693,422,336,"5,407",242,340,523,726,654,512,686,380,854,490,"5,362",340,377,595,495,590,576,318,456,387,253,492,483
2021,12,90,"4,036","1,301",122,146,127,145,111,104,87,183,138,138,"1,172",45,102,77,163,137,97,148,97,67,100,91,48,703,23,57,60,95,83,64,77,59,115,70,860,63,60,88,69,98,86,39,86,64,39,86,82
2021,12,100,142,37,2,5,4,5,2,3,6,2,4,4,48,0,6,3,9,6,3,4,3,2,7,3,2,27,2,3,2,4,4,2,4,0,5,1,30,1,2,3,2,2,3,3,1,4,3,2,4
