년도,월,나이,울산광역시 울주군,울산광역시 울주군 온산읍,울산광역시 울주군 언양읍,울산광역시 울주군 온양읍,울산광역시 울주군 범서읍,울산광역시 울주군 청량읍,울산광역시 울주군 서생면,울산광역시 울주군 웅촌면,울산광역시 울주군 두동면,울산광역시 울주군 두서면,울산광역시 울주군 상북면,울산광역시 울주군 삼남면,울산광역시 울주군 삼동면,울산광역시 울주군 삼남읍
2020,5,0,"9,510",801,"1,244","1,408","3,617",939,264,156,74,33,157,800,17,
2020,5,10,"11,974",868,"1,459","1,742","5,337",783,290,239,112,59,241,802,42,
2020,5,20,"15,067","1,593","2,015","1,829","5,102","1,258",470,519,181,113,426,"1,491",70,
2020,5,30,"14,078","1,802","1,717","1,960","3,840","1,620",507,370,170,115,329,"1,585",63,
2020,5,40,"19,387","2,275","2,302","2,854","6,554","1,550",742,458,265,161,485,"1,632",109,
2020,5,50,"22,034","2,355","2,630","2,723","6,669","1,829",936,918,497,311,892,"2,066",208,
2020,5,60,"14,577","1,295","1,838","1,612","3,265","1,323",789,815,543,418,879,"1,547",253,
2020,5,70,"6,200",472,809,651,"1,142",510,418,424,256,241,462,689,126,
2020,5,80,"1,975",146,258,189,311,168,140,138,90,103,157,216,59,
2020,5,90,171,10,19,17,22,16,10,16,12,10,13,22,4,
2020,5,100,4,3,0,0,0,0,1,0,0,0,0,0,0,
2020,6,총,"114,869","11,592","14,296","14,961","35,826","9,984","4,553","4,047","2,190","1,565","4,039","10,869",947,
2020,6,0,"9,444",787,"1,241","1,392","3,588",935,265,155,67,34,160,802,18,
2020,6,10,"11,947",874,"1,450","1,732","5,329",773,287,238,112,58,241,812,41,
2020,6,20,"15,018","1,575","2,011","1,829","5,097","1,262",471,510,179,109,422,"1,483",70,
2020,6,30,"14,027","1,793","1,709","1,949","3,821","1,620",496,367,171,115,331,"1,592",63,
2020,6,40,"19,315","2,273","2,302","2,840","6,549","1,527",735,458,259,165,485,"1,615",107,
2020,6,50,"22,050","2,358","2,636","2,732","6,658","1,840",927,922,501,311,885,"2,074",206,
2020,6,60,"14,679","1,299","1,854","1,626","3,290","1,332",802,818,543,417,886,"1,558",254,
2020,6,70,"6,241",477,815,654,"1,156",512,418,426,257,242,464,695,125,
2020,6,80,"1,976",143,258,190,316,167,142,137,90,104,154,216,59,
2020,6,90,168,10,20,17,22,16,9,16,11,10,11,22,4,
2020,6,100,4,3,0,0,0,0,1,0,0,0,0,0,0,
2020,7,총,"114,900","11,596","14,336","14,970","35,784","10,000","4,540","4,047","2,196","1,565","4,031","10,882",953,
2020,7,0,"9,394",783,"1,250","1,385","3,555",935,264,153,68,35,157,790,19,
2020,7,10,"11,904",880,"1,437","1,719","5,319",782,287,238,108,57,232,806,39,
2020,7,20,"15,028","1,562","2,029","1,825","5,100","1,254",468,510,181,111,424,"1,492",72,
2020,7,30,"14,000","1,783","1,715","1,970","3,809","1,616",484,362,171,113,326,"1,588",63,
2020,7,40,"19,293","2,282","2,307","2,815","6,537","1,528",735,458,258,166,485,"1,611",111,
2020,7,50,"22,047","2,357","2,625","2,743","6,661","1,838",927,921,499,305,885,"2,081",205,
2020,7,60,"14,779","1,305","1,879","1,647","3,300","1,344",804,820,549,421,891,"1,565",254,
2020,7,70,"6,293",487,815,654,"1,163",520,418,434,261,240,465,709,127,
2020,7,80,"1,987",144,259,194,318,167,142,134,90,107,155,218,59,
2020,7,90,170,10,20,18,22,15,10,17,11,10,11,22,4,
2020,7,100,5,3,0,0,0,1,1,0,0,0,0,0,0,
2020,8,총,"114,943","11,614","14,339","15,009","35,735","10,023","4,527","4,032","2,195","1,561","4,042","10,918",948,
2020,8,0,"9,370",785,"1,243","1,390","3,545",926,261,149,68,34,155,795,19,
2020,8,10,"11,821",876,"1,425","1,706","5,286",786,283,234,106,57,230,794,38,
2020,8,20,"15,059","1,575","2,028","1,836","5,095","1,261",465,504,185,106,426,"1,506",72,
2020,8,30,"13,962","1,767","1,719","1,961","3,791","1,621",479,359,167,117,329,"1,589",63,
2020,8,40,"19,278","2,285","2,294","2,833","6,516","1,526",732,458,256,162,488,"1,618",110,
2020,8,50,"22,098","2,360","2,644","2,753","6,671","1,843",930,904,503,307,889,"2,091",203,
2020,8,60,"14,858","1,316","1,889","1,663","3,325","1,347",805,834,549,419,891,"1,569",251,
2020,8,70,"6,312",488,816,653,"1,164",527,418,438,261,243,468,708,128,
2020,8,80,"2,004",148,259,196,319,169,143,135,89,106,154,226,60,
2020,8,90,176,11,22,18,23,16,10,17,11,10,12,22,4,
2020,8,100,5,3,0,0,0,1,1,0,0,0,0,0,0,
2020,9,총,"114,917","11,612","14,353","14,995","35,697","10,033","4,523","4,027","2,202","1,562","4,040","10,924",949,
2020,9,0,"9,294",777,"1,238","1,379","3,515",916,260,149,69,33,151,786,21,
2020,9,10,"11,780",869,"1,429","1,700","5,266",789,279,228,109,57,231,785,38,
2020,9,20,"15,077","1,564","2,032","1,847","5,112","1,272",454,504,181,105,421,"1,513",72,
2020,9,30,"13,916","1,778","1,723","1,938","3,773","1,604",477,355,166,117,334,"1,589",62,
2020,9,40,"19,221","2,282","2,274","2,822","6,497","1,527",745,456,259,160,480,"1,609",110,
2020,9,50,"22,118","2,353","2,652","2,756","6,678","1,846",929,907,501,307,886,"2,099",204,
2020,9,60,"14,982","1,335","1,911","1,680","3,344","1,361",807,836,556,422,900,"1,581",249,
2020,9,70,"6,319",490,808,656,"1,168",531,417,438,262,242,468,710,129,
2020,9,80,"2,031",150,264,200,321,170,144,137,89,109,157,230,60,
2020,9,90,174,11,22,17,23,16,10,17,10,10,12,22,4,
2020,9,100,5,3,0,0,0,1,1,0,0,0,0,0,0,
2020,10,총,"114,858","11,615","14,328","14,969","35,652","10,055","4,527","4,033","2,193","1,558","4,047","10,937",944,
2020,10,0,"9,228",772,"1,228","1,369","3,483",919,257,147,69,33,152,778,21,
2020,10,10,"11,717",867,"1,430","1,686","5,249",786,281,223,108,55,226,769,37,
2020,10,20,"15,080","1,568","2,032","1,846","5,095","1,279",451,512,179,104,423,"1,519",72,
2020,10,30,"13,880","1,772","1,712","1,921","3,770","1,600",476,352,164,116,334,"1,601",62,
2020,10,40,"19,171","2,280","2,263","2,811","6,468","1,531",743,462,255,154,477,"1,617",110,
2020,10,50,"22,128","2,367","2,650","2,764","6,684","1,847",927,906,496,309,886,"2,091",201,
2020,10,60,"15,058","1,334","1,920","1,694","3,363","1,374",814,839,558,424,905,"1,586",247,
2020,10,70,"6,374",491,809,657,"1,192",533,422,437,264,243,473,723,130,
2020,10,80,"2,040",149,262,203,324,169,145,138,91,110,157,232,60,
2020,10,90,177,12,22,18,24,16,10,17,9,10,14,21,4,
2020,10,100,5,3,0,0,0,1,1,0,0,0,0,0,0,
2020,11,총,"114,841","11,622","14,319","14,976","35,602","10,061","4,521","4,035","2,195","1,553","4,055",0,939,"10,963"
2020,11,0,"9,171",772,"1,214","1,371","3,438",922,257,149,73,30,144,0,20,781
2020,11,10,"11,702",868,"1,426","1,687","5,247",787,280,224,105,54,226,0,37,761
2020,11,20,"15,034","1,559","2,027","1,836","5,090","1,266",445,510,178,103,425,0,71,"1,524"
2020,11,30,"13,822","1,786","1,703","1,895","3,744","1,604",470,352,172,114,328,0,61,"1,593"
2020,11,40,"19,132","2,273","2,262","2,821","6,441","1,530",743,457,250,153,475,0,109,"1,618"
2020,11,50,"22,138","2,360","2,652","2,768","6,693","1,844",919,903,497,305,893,0,199,"2,105"
2020,11,60,"15,185","1,347","1,932","1,704","3,402","1,382",825,848,552,431,916,0,245,"1,601"
2020,11,70,"6,425",495,821,666,"1,201",536,426,434,269,244,474,0,131,728
2020,11,80,"2,050",149,261,208,322,172,145,141,90,108,160,0,62,232
2020,11,90,177,10,21,20,24,17,10,17,9,11,14,0,4,20
2020,11,100,5,3,0,0,0,1,1,0,0,0,0,0,0,0
2020,12,총,"114,918","11,639","14,323","14,975","35,564","10,065","4,532","4,034","2,190","1,558","4,051",,936,"11,051"
2020,12,0,"9,138",776,"1,213","1,357","3,406",925,261,146,72,30,144,,20,788
2020,12,10,"11,693",859,"1,423","1,686","5,248",785,281,223,103,52,223,,37,773
2020,12,20,"15,065","1,573","2,016","1,856","5,104","1,262",440,506,174,105,427,,71,"1,531"
2020,12,30,"13,744","1,773","1,701","1,865","3,723","1,601",477,348,167,116,321,,62,"1,590"
2020,12,40,"19,102","2,262","2,249","2,817","6,412","1,530",745,459,253,152,475,,106,"1,642"
2020,12,50,"22,179","2,384","2,649","2,784","6,690","1,850",919,892,496,305,887,,196,"2,127"
2020,12,60,"15,276","1,345","1,951","1,718","3,415","1,382",830,862,557,427,923,,247,"1,619"
2020,12,70,"6,481",505,837,664,"1,215",540,423,437,269,252,476,,130,733
2020,12,80,"2,054",149,262,208,327,172,145,143,90,108,160,,63,227
2020,12,90,181,10,22,20,24,17,10,18,9,11,15,,4,21
2020,12,100,5,3,0,0,0,1,1,0,0,0,0,,0,0
2021,1,총,"114,952","11,669","14,289","14,968","35,524","10,026","4,537","4,036","2,186","1,560","4,048",,944,"11,165"
2021,1,0,"9,077",778,"1,203","1,348","3,387",907,253,150,70,31,143,,20,787
2021,1,10,"11,643",863,"1,412","1,679","5,215",775,278,222,103,53,224,,38,781
2021,1,20,"15,081","1,577","2,003","1,857","5,125","1,253",446,500,171,102,420,,69,"1,558"
2021,1,30,"13,689","1,765","1,676","1,854","3,705","1,595",471,351,165,119,315,,63,"1,610"
2021,1,40,"18,999","2,270","2,233","2,807","6,377","1,508",743,455,250,147,475,,103,"1,631"
2021,1,50,"22,231","2,385","2,651","2,797","6,690","1,857",927,890,495,303,870,,203,"2,163"
2021,1,60,"15,463","1,364","1,977","1,738","3,454","1,401",839,868,561,432,941,,249,"1,639"
2021,1,70,"6,501",506,842,662,"1,209",540,421,436,270,252,483,,132,748
2021,1,80,"2,071",148,269,206,335,170,148,145,92,110,160,,63,225
2021,1,90,192,10,23,20,27,19,10,19,9,11,17,,4,23
2021,1,100,5,3,0,0,0,1,1,0,0,0,0,,0,0
2021,2,총,"114,761","11,650","14,205","14,929","35,480","10,041","4,532","4,008","2,172","1,549","4,036",,943,"11,216"
2021,2,0,"9,022",775,"1,185","1,331","3,374",907,251,150,69,25,141,,21,793
2021,2,10,"11,582",865,"1,410","1,671","5,174",777,278,216,100,54,220,,36,781
2021,2,20,"15,021","1,570","1,960","1,846","5,138","1,245",456,492,165,99,420,,70,"1,560"
2021,2,30,"13,613","1,746","1,658","1,845","3,691","1,588",462,346,160,118,320,,62,"1,617"
2021,2,40,"18,936","2,267","2,233","2,790","6,344","1,510",738,446,248,145,474,,101,"1,640"
2021,2,50,"22,222","2,387","2,644","2,809","6,677","1,867",929,882,492,299,863,,208,"2,165"
2021,2,60,"15,576","1,371","1,982","1,741","3,500","1,418",838,877,566,431,937,,247,"1,668"
2021,2,70,"6,514",508,840,670,"1,220",540,421,430,270,253,483,,130,749
2021,2,80,"2,077",149,270,206,334,168,149,150,93,113,161,,64,220
2021,2,90,193,9,23,20,28,20,9,19,9,12,17,,4,23
2021,2,100,5,3,0,0,0,1,1,0,0,0,0,,0,0
2021,3,총,"114,503","11,600","14,172","14,931","35,367","9,998","4,499","4,000","2,158","1,548","4,032",,943,"11,255"
2021,3,0,"8,959",779,"1,180","1,322","3,341",897,244,152,65,23,141,,20,795
2021,3,10,"11,540",858,"1,408","1,670","5,149",779,277,215,101,54,222,,35,772
2021,3,20,"14,979","1,562","1,947","1,842","5,121","1,233",451,489,165,98,421,,68,"1,582"
2021,3,30,"13,558","1,735","1,652","1,841","3,668","1,577",458,347,161,120,316,,64,"1,619"
2021,3,40,"18,820","2,257","2,221","2,778","6,292","1,507",736,438,241,140,467,,95,"1,648"
2021,3,50,"22,129","2,384","2,642","2,825","6,651","1,854",913,864,485,301,850,,207,"2,153"
2021,3,60,"15,721","1,365","1,992","1,757","3,561","1,428",840,893,569,431,946,,253,"1,686"
2021,3,70,"6,530",509,839,669,"1,221",540,418,430,268,256,492,,132,756
2021,3,80,"2,081",143,266,207,336,168,153,152,95,115,159,,65,222
2021,3,90,184,6,25,20,27,15,9,20,8,10,18,,4,22
2021,3,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,4,총,"114,503","11,638","14,144","14,901","35,336","9,975","4,489","3,991","2,160","1,554","4,036",,941,"11,338"
2021,4,0,"8,883",777,"1,169","1,304","3,319",884,245,148,66,23,139,,19,790
2021,4,10,"11,533",867,"1,406","1,659","5,145",775,273,213,101,54,221,,34,785
2021,4,20,"14,978","1,570","1,926","1,832","5,117","1,234",456,489,167,96,424,,66,"1,601"
2021,4,30,"13,540","1,741","1,652","1,839","3,661","1,565",452,347,164,123,313,,65,"1,618"
2021,4,40,"18,755","2,258","2,218","2,756","6,272","1,505",727,427,237,138,464,,91,"1,662"
2021,4,50,"22,116","2,381","2,627","2,839","6,647","1,851",917,856,476,297,854,,206,"2,165"
2021,4,60,"15,838","1,375","2,009","1,764","3,577","1,434",839,906,577,442,947,,255,"1,713"
2021,4,70,"6,575",519,844,676,"1,230",545,414,433,270,254,496,,137,757
2021,4,80,"2,101",143,268,212,342,167,157,152,94,117,160,,65,224
2021,4,90,182,5,25,20,26,15,9,20,8,10,18,,3,23
2021,4,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,5,총,"114,508","11,631","14,159","14,890","35,282","9,952","4,509","3,994","2,169","1,559","4,041",,939,"11,383"
2021,5,0,"8,856",767,"1,169","1,303","3,296",881,252,145,65,23,140,,19,796
2021,5,10,"11,517",865,"1,404","1,656","5,141",773,269,215,99,57,222,,34,782
2021,5,20,"14,936","1,558","1,921","1,817","5,115","1,222",459,488,168,96,419,,62,"1,611"
2021,5,30,"13,502","1,746","1,651","1,826","3,618","1,557",460,351,162,119,317,,70,"1,625"
2021,5,40,"18,703","2,249","2,221","2,752","6,235","1,502",727,423,241,143,466,,89,"1,655"
2021,5,50,"22,125","2,378","2,619","2,848","6,674","1,843",921,855,477,294,846,,206,"2,164"
2021,5,60,"15,973","1,393","2,032","1,779","3,592","1,442",843,908,584,447,956,,253,"1,744"
2021,5,70,"6,579",519,844,676,"1,233",548,414,434,270,252,497,,138,754
2021,5,80,"2,134",149,272,214,353,169,155,155,95,118,161,,65,228
2021,5,90,181,5,26,19,25,15,9,20,8,10,17,,3,24
2021,5,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,6,총,"114,522","11,635","14,163","14,899","35,259","9,920","4,509","3,992","2,172","1,559","4,046",,939,"11,429"
2021,6,0,"8,821",772,"1,171","1,298","3,268",878,253,148,65,23,140,,18,787
2021,6,10,"11,476",863,"1,392","1,654","5,118",766,268,211,99,58,223,,34,790
2021,6,20,"14,988","1,558","1,921","1,833","5,139","1,213",460,487,166,95,413,,62,"1,641"
2021,6,30,"13,434","1,737","1,655","1,810","3,602","1,545",461,348,165,117,315,,70,"1,609"
2021,6,40,"18,688","2,248","2,219","2,760","6,209","1,492",729,425,240,142,465,,88,"1,671"
2021,6,50,"22,110","2,377","2,621","2,837","6,680","1,845",915,855,474,293,845,,205,"2,163"
2021,6,60,"16,072","1,407","2,037","1,794","3,623","1,438",842,911,589,452,967,,255,"1,757"
2021,6,70,"6,597",516,844,682,"1,235",556,417,431,271,249,497,,141,758
2021,6,80,"2,149",150,275,213,360,171,155,156,95,119,164,,63,228
2021,6,90,185,5,28,18,25,16,9,20,8,11,17,,3,25
2021,6,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,7,총,"114,680","11,682","14,156","14,923","35,266","9,901","4,493","4,003","2,172","1,558","4,056",,946,"11,524"
2021,7,0,"8,756",760,"1,155","1,294","3,242",866,250,148,64,22,142,,18,795
2021,7,10,"11,471",863,"1,391","1,662","5,104",770,262,208,99,59,223,,33,797
2021,7,20,"15,049","1,579","1,917","1,825","5,152","1,220",464,486,166,93,411,,63,"1,673"
2021,7,30,"13,458","1,742","1,651","1,820","3,608","1,535",457,353,163,116,320,,70,"1,623"
2021,7,40,"18,633","2,246","2,223","2,749","6,179","1,480",727,430,236,138,458,,88,"1,679"
2021,7,50,"22,131","2,399","2,605","2,839","6,691","1,831",912,853,472,295,847,,207,"2,180"
2021,7,60,"16,204","1,411","2,062","1,814","3,658","1,455",841,918,595,455,975,,259,"1,761"
2021,7,70,"6,628",523,848,688,"1,244",556,416,429,274,249,499,,139,763
2021,7,80,"2,161",152,277,214,361,172,156,158,95,120,164,,65,227
2021,7,90,187,5,27,18,27,16,8,20,8,11,17,,4,26
2021,7,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,8,총,"114,712","11,702","14,188","14,941","35,226","9,897","4,498","4,009","2,189","1,550","4,061",,936,"11,515"
2021,8,0,"8,714",757,"1,160","1,284","3,229",864,250,147,65,23,143,,17,775
2021,8,10,"11,449",861,"1,388","1,660","5,093",773,261,203,101,59,220,,33,797
2021,8,20,"14,995","1,583","1,935","1,828","5,118","1,203",459,487,168,88,408,,59,"1,659"
2021,8,30,"13,423","1,739","1,646","1,822","3,601","1,533",459,356,164,113,310,,70,"1,610"
2021,8,40,"18,587","2,235","2,224","2,747","6,140","1,476",727,430,233,139,452,,87,"1,697"
2021,8,50,"22,197","2,410","2,612","2,851","6,708","1,843",917,846,478,293,856,,205,"2,178"
2021,8,60,"16,343","1,432","2,071","1,826","3,700","1,458",845,928,603,454,984,,258,"1,784"
2021,8,70,"6,650",525,850,688,"1,241",559,415,434,275,251,506,,140,766
2021,8,80,"2,165",153,276,216,369,172,157,158,94,120,165,,63,222
2021,8,90,187,5,26,19,27,16,8,20,8,10,17,,4,27
2021,8,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,9,총,"114,725","11,700","14,211","14,940","35,177","9,911","4,492","4,014","2,187","1,550","4,050",,936,"11,557"
2021,9,0,"8,642",747,"1,153","1,268","3,200",866,251,145,66,26,136,,18,766
2021,9,10,"11,448",862,"1,395","1,650","5,100",775,260,200,99,58,216,,32,801
2021,9,20,"14,937","1,572","1,935","1,832","5,089","1,195",461,487,167,88,405,,59,"1,647"
2021,9,30,"13,369","1,731","1,643","1,814","3,580","1,521",450,353,161,111,314,,67,"1,624"
2021,9,40,"18,578","2,243","2,225","2,732","6,116","1,482",719,435,236,136,449,,90,"1,715"
2021,9,50,"22,265","2,424","2,618","2,873","6,723","1,856",923,852,477,291,850,,204,"2,174"
2021,9,60,"16,437","1,431","2,086","1,843","3,726","1,466",846,929,602,459,986,,259,"1,804"
2021,9,70,"6,675",527,854,691,"1,239",563,418,428,278,252,511,,140,774
2021,9,80,"2,183",155,275,218,376,172,155,165,93,119,166,,64,225
2021,9,90,189,6,27,19,28,15,9,20,8,10,17,,3,27
2021,9,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,10,총,"114,738","11,701","14,199","14,915","35,156","9,895","4,510","4,020","2,183","1,545","4,061",,939,"11,614"
2021,10,0,"8,571",731,"1,152","1,253","3,182",848,250,145,64,27,138,,17,764
2021,10,10,"11,435",868,"1,396","1,648","5,078",779,258,201,96,56,218,,33,804
2021,10,20,"14,930","1,573","1,912","1,827","5,101","1,194",466,482,164,90,401,,60,"1,660"
2021,10,30,"13,326","1,738","1,635","1,804","3,550","1,510",452,358,161,107,318,,67,"1,626"
2021,10,40,"18,533","2,235","2,234","2,713","6,083","1,488",722,434,234,134,455,,89,"1,712"
2021,10,50,"22,318","2,427","2,604","2,888","6,755","1,857",926,844,476,292,849,,210,"2,190"
2021,10,60,"16,517","1,430","2,107","1,850","3,750","1,466",848,942,603,459,986,,256,"1,820"
2021,10,70,"6,729",535,858,694,"1,252",568,424,432,283,251,512,,140,780
2021,10,80,"2,184",155,275,220,376,170,153,162,94,119,166,,64,230
2021,10,90,193,7,26,18,29,15,11,20,8,10,18,,3,28
2021,10,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,11,총,"114,756","11,720","14,208","14,935","35,102","9,879","4,516","4,022","2,189","1,540","4,063",,938,"11,644"
2021,11,0,"8,512",727,"1,143","1,242","3,152",850,255,142,61,27,136,,17,760
2021,11,10,"11,437",873,"1,410","1,644","5,073",773,255,199,96,56,219,,32,807
2021,11,20,"14,914","1,566","1,903","1,830","5,096","1,189",464,480,168,85,403,,60,"1,670"
2021,11,30,"13,254","1,736","1,614","1,801","3,540","1,486",456,356,159,103,313,,66,"1,624"
2021,11,40,"18,501","2,245","2,242","2,710","6,039","1,490",718,436,234,137,460,,88,"1,702"
2021,11,50,"22,359","2,440","2,604","2,903","6,773","1,866",921,838,475,290,841,,211,"2,197"
2021,11,60,"16,596","1,429","2,119","1,862","3,760","1,468",854,951,606,458,993,,257,"1,839"
2021,11,70,"6,777",539,866,700,"1,262",574,426,437,286,255,510,,139,783
2021,11,80,"2,207",155,280,226,378,168,155,163,96,119,170,,65,232
2021,11,90,197,8,27,17,29,15,12,20,8,10,18,,3,30
2021,11,100,2,2,0,0,0,0,0,0,0,0,0,,0,0
2021,12,총,"114,744","11,736","14,205","14,937","35,067","9,868","4,519","4,008","2,202","1,551","4,064",,934,"11,653"
2021,12,0,"8,470",725,"1,136","1,225","3,143",850,259,141,65,28,134,,14,750
2021,12,10,"11,419",863,"1,415","1,649","5,051",770,258,196,102,55,222,,33,805
2021,12,20,"14,838","1,571","1,889","1,816","5,076","1,186",459,473,161,87,399,,59,"1,662"
2021,12,30,"13,227","1,741","1,612","1,792","3,521","1,490",455,355,163,104,310,,65,"1,619"
2021,12,40,"18,492","2,241","2,250","2,712","6,023","1,482",717,435,230,140,455,,89,"1,718"
2021,12,50,"22,367","2,454","2,592","2,904","6,780","1,866",918,830,481,289,846,,209,"2,198"
2021,12,60,"16,703","1,433","2,137","1,887","3,788","1,469",853,956,612,460,998,,259,"1,851"
2021,12,70,"6,816",537,869,708,"1,274",572,432,440,284,258,513,,138,791
2021,12,80,"2,213",162,279,227,382,168,155,162,95,119,168,,65,231
2021,12,90,198,8,26,17,29,15,13,20,9,11,19,,3,28
2021,12,100,1,1,0,0,0,0,0,0,0,0,0,,0,0
