년도,월,나이,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2020,5,40,"91,472","3,697","1,995","1,179","4,252","2,095","2,858","5,454","4,819","3,887","2,450","4,776","3,948","10,759","2,361","13,691","6,620","2,693","1,297","5,374","2,783","2,472","2,012",
2020,5,50,"105,320","4,302","2,776","1,588","5,304","3,041","3,412","6,705","6,543","5,275","3,636","6,511","3,937","5,833","3,124","11,896","7,449","3,994","2,340","7,518","3,896","3,584","2,656",
2020,5,60,"71,021","3,759","2,547","1,407","3,561","2,196","2,110","3,282","3,179","2,387","2,409","3,540","2,640","2,821","3,096","7,755","4,871","2,992","2,546","5,255","3,212","3,299","2,157",
2020,5,70,"33,686","1,999","1,567",904,"1,585",959,972,"1,481","1,345","1,023",870,"1,813","1,023","1,268","2,070","3,490","2,077","1,284","1,265","2,153","1,707","1,792","1,039",
2020,5,80,"14,313",767,629,418,522,379,339,590,572,483,334,827,382,545,897,"1,432","1,007",547,592,"1,026",713,827,485,
2020,5,90,"1,631",82,65,46,67,34,40,51,62,45,41,93,48,70,92,157,128,65,83,108,77,107,70,
2020,5,100,85,7,6,5,3,2,3,2,2,0,0,1,3,8,6,18,5,4,0,0,3,7,0,
2020,6,총,"565,378","24,514","15,301","8,871","28,170","14,725","17,712","32,045","29,749","23,873","16,853","31,972","21,926","44,089","16,771","77,316","40,022","20,885","11,628","36,895","19,902","18,768","13,391",
2020,6,0,"42,006","1,806",642,415,"2,211",722,"1,387","2,147","1,944","1,415",925,"1,488","2,119","5,343",645,"9,239","3,116","1,213",402,"2,455",892,793,687,
2020,6,10,"56,915","2,070",772,614,"2,400","1,055","1,759","3,737","3,070","2,635","1,463","2,588","2,129","8,353","1,219","8,461","4,975","1,565",608,"3,765","1,377","1,313",987,
2020,6,20,"80,365","3,021","2,440","1,330","4,347","2,428","2,518","5,131","4,809","4,171","2,578","6,626","2,715","4,216","1,886","9,294","5,493","3,629","1,308","5,187","2,927","2,572","1,739",
2020,6,30,"68,579","2,956","1,955",998,"3,922","1,818","2,338","3,478","3,409","2,535","2,154","3,671","3,011","4,811","1,358","11,848","4,284","2,929","1,175","4,020","2,343","2,001","1,565",
2020,6,40,"91,267","3,703","1,972","1,184","4,245","2,099","2,830","5,419","4,788","3,870","2,445","4,768","3,937","10,797","2,358","13,687","6,594","2,695","1,286","5,352","2,769","2,473","1,996",
2020,6,50,"104,991","4,277","2,739","1,571","5,268","3,018","3,388","6,691","6,536","5,279","3,603","6,500","3,930","5,822","3,129","11,909","7,443","3,954","2,332","7,501","3,879","3,553","2,669",
2020,6,60,"71,393","3,794","2,525","1,403","3,598","2,208","2,132","3,310","3,201","2,399","2,442","3,565","2,624","2,837","3,108","7,780","4,901","3,011","2,549","5,325","3,206","3,320","2,155",
2020,6,70,"33,827","2,024","1,564",900,"1,586",962,974,"1,483","1,357","1,036",868,"1,831","1,035","1,283","2,065","3,498","2,082","1,284","1,288","2,151","1,711","1,803","1,042",
2020,6,80,"14,306",771,619,406,524,379,344,593,571,487,334,838,375,549,904,"1,425","1,003",535,600,"1,024",718,825,482,
2020,6,90,"1,645",84,67,45,67,34,39,54,62,46,41,96,48,70,93,158,126,66,80,115,77,108,69,
2020,6,100,84,8,6,5,2,2,3,2,2,0,0,1,3,8,6,17,5,4,0,0,3,7,0,
2020,7,총,"564,639","24,483","15,116","8,802","28,186","14,688","17,732","32,010","29,697","23,832","16,845","31,983","21,895","44,030","16,755","77,354","39,984","20,797","11,626","36,827","19,885","18,719","13,393",
2020,7,0,"41,777","1,787",633,408,"2,221",714,"1,387","2,132","1,925","1,393",921,"1,479","2,098","5,305",642,"9,217","3,114","1,198",403,"2,444",881,790,685,
2020,7,10,"56,690","2,077",766,609,"2,375","1,054","1,770","3,716","3,047","2,630","1,448","2,556","2,140","8,331","1,205","8,450","4,957","1,560",610,"3,745","1,359","1,301",984,
2020,7,20,"80,272","3,016","2,407","1,323","4,348","2,418","2,518","5,127","4,812","4,142","2,567","6,678","2,721","4,232","1,880","9,290","5,473","3,609","1,310","5,149","2,937","2,583","1,732",
2020,7,30,"68,260","2,926","1,952",988,"3,929","1,820","2,324","3,476","3,396","2,529","2,155","3,679","2,969","4,759","1,355","11,743","4,273","2,951","1,168","3,986","2,320","2,000","1,562",
2020,7,40,"91,064","3,699","1,937","1,172","4,231","2,083","2,834","5,386","4,745","3,858","2,436","4,744","3,936","10,798","2,348","13,747","6,573","2,678","1,261","5,363","2,777","2,449","2,009",
2020,7,50,"104,880","4,285","2,700","1,568","5,268","3,005","3,370","6,685","6,539","5,271","3,598","6,485","3,944","5,845","3,114","11,949","7,446","3,938","2,340","7,474","3,876","3,522","2,658",
2020,7,60,"71,633","3,784","2,487","1,397","3,627","2,218","2,165","3,344","3,235","2,426","2,467","3,582","2,615","2,844","3,124","7,811","4,913","2,984","2,552","5,366","3,211","3,315","2,166",
2020,7,70,"33,956","2,037","1,550",889,"1,594",954,972,"1,487","1,366","1,046",876,"1,851","1,037","1,287","2,076","3,532","2,102","1,275","1,293","2,149","1,726","1,814","1,043",
2020,7,80,"14,362",779,609,401,526,386,351,599,566,491,336,832,385,552,912,"1,434",997,534,609,"1,034",719,826,484,
2020,7,90,"1,660",85,69,42,65,34,38,56,64,46,41,96,47,69,93,164,131,66,80,117,76,111,70,
2020,7,100,85,8,6,5,2,2,3,2,2,0,0,1,3,8,6,17,5,4,0,0,3,8,0,
2020,8,총,"563,730","24,430","14,926","8,731","28,167","14,641","17,700","32,005","29,703","23,826","16,812","32,042","21,821","44,011","16,752","77,293","39,942","20,571","11,630","36,792","19,831","18,749","13,355",
2020,8,0,"41,447","1,766",631,402,"2,204",707,"1,372","2,104","1,914","1,386",903,"1,469","2,080","5,274",645,"9,143","3,098","1,174",401,"2,423",870,795,686,
2020,8,10,"56,382","2,077",752,599,"2,373","1,026","1,744","3,687","3,037","2,597","1,431","2,554","2,143","8,327","1,189","8,469","4,925","1,521",610,"3,723","1,345","1,294",959,
2020,8,20,"80,288","3,007","2,387","1,306","4,348","2,433","2,533","5,156","4,803","4,161","2,583","6,745","2,701","4,240","1,880","9,275","5,463","3,572","1,305","5,148","2,926","2,578","1,738",
2020,8,30,"67,995","2,905","1,929",970,"3,924","1,829","2,301","3,457","3,404","2,545","2,161","3,670","2,935","4,750","1,358","11,664","4,263","2,931","1,154","3,973","2,321","1,999","1,552",
2020,8,40,"90,718","3,690","1,894","1,170","4,212","2,056","2,825","5,370","4,749","3,815","2,403","4,697","3,938","10,757","2,345","13,792","6,546","2,652","1,266","5,343","2,750","2,453","1,995",
2020,8,50,"104,670","4,278","2,654","1,542","5,263","2,981","3,374","6,705","6,522","5,290","3,588","6,486","3,905","5,882","3,109","11,954","7,443","3,899","2,325","7,444","3,867","3,515","2,644",
2020,8,60,"72,021","3,791","2,484","1,401","3,653","2,218","2,175","3,381","3,269","2,443","2,499","3,613","2,637","2,858","3,124","7,831","4,956","2,961","2,567","5,411","3,230","3,337","2,182",
2020,8,70,"34,030","2,044","1,518",894,"1,594",966,980,"1,482","1,365","1,049",871,"1,859","1,044","1,296","2,081","3,545","2,118","1,258","1,309","2,169","1,720","1,821","1,047",
2020,8,80,"14,425",776,604,400,530,387,354,607,574,490,334,851,386,550,924,"1,441",997,529,613,"1,040",722,837,479,
2020,8,90,"1,668",88,67,42,64,36,39,54,64,50,39,97,49,69,91,162,128,70,79,118,77,112,73,
2020,8,100,86,8,6,5,2,2,3,2,2,0,0,1,3,8,6,17,5,4,1,0,3,8,0,
2020,9,총,"562,972","24,370","14,854","8,649","28,051","14,533","17,681","31,953","29,604","23,798","16,806","32,063","22,586","43,948","16,697","77,165","39,786","20,418","11,584","36,693","19,837","18,640","13,256",
2020,9,0,"41,226","1,747",616,402,"2,173",696,"1,371","2,090","1,891","1,380",901,"1,449","2,206","5,239",637,"9,095","3,065","1,160",389,"2,396",865,789,669,
2020,9,10,"56,150","2,063",751,581,"2,368","1,009","1,728","3,673","3,024","2,585","1,423","2,533","2,200","8,336","1,188","8,425","4,886","1,498",611,"3,693","1,344","1,269",962,
2020,9,20,"80,224","2,996","2,375","1,303","4,340","2,432","2,522","5,142","4,762","4,153","2,585","6,797","2,789","4,222","1,852","9,293","5,447","3,562","1,293","5,129","2,948","2,554","1,728",
2020,9,30,"67,716","2,894","1,915",969,"3,861","1,807","2,293","3,432","3,381","2,556","2,156","3,674","3,165","4,698","1,341","11,587","4,201","2,890","1,130","3,937","2,303","1,994","1,532",
2020,9,40,"90,453","3,661","1,881","1,145","4,190","2,027","2,823","5,341","4,736","3,790","2,391","4,680","4,053","10,756","2,334","13,728","6,539","2,644","1,247","5,326","2,739","2,444","1,978",
2020,9,50,"104,461","4,282","2,629","1,535","5,264","2,961","3,366","6,701","6,505","5,284","3,589","6,462","3,973","5,925","3,115","11,946","7,387","3,861","2,315","7,404","3,869","3,473","2,615",
2020,9,60,"72,386","3,798","2,491","1,382","3,652","2,213","2,194","3,417","3,288","2,467","2,505","3,644","2,692","2,863","3,123","7,895","5,003","2,963","2,585","5,465","3,232","3,344","2,170",
2020,9,70,"34,068","2,041","1,514",888,"1,601",964,986,"1,490","1,370","1,042",883,"1,867","1,061","1,290","2,072","3,561","2,124","1,240","1,320","2,174","1,727","1,809","1,044",
2020,9,80,"14,507",793,611,400,535,383,356,608,580,490,334,855,395,541,935,"1,451","1,001",520,611,"1,053",728,841,486,
2020,9,90,"1,694",87,65,39,65,39,39,57,65,51,39,100,48,70,94,167,128,77,82,116,79,115,72,
2020,9,100,87,8,6,5,2,2,3,2,2,0,0,2,4,8,6,17,5,3,1,0,3,8,0,
2020,10,총,"561,568","24,266","14,768","8,627","27,992","14,351","17,687","31,911","29,525","23,778","16,791","31,995","22,589","43,919","16,642","77,067","39,673","20,320","11,541","36,623","19,804","18,522","13,177",
2020,10,0,"40,841","1,720",603,398,"2,176",668,"1,355","2,089","1,877","1,355",891,"1,441","2,203","5,194",627,"9,012","3,042","1,160",388,"2,360",861,766,655,
2020,10,10,"55,843","2,045",737,570,"2,338","1,002","1,705","3,625","3,001","2,562","1,410","2,505","2,210","8,332","1,176","8,418","4,880","1,485",607,"3,680","1,343","1,243",969,
2020,10,20,"80,018","2,972","2,384","1,309","4,330","2,384","2,542","5,154","4,732","4,186","2,581","6,766","2,776","4,231","1,845","9,311","5,413","3,523","1,275","5,113","2,931","2,545","1,715",
2020,10,30,"67,353","2,885","1,897",948,"3,835","1,796","2,275","3,397","3,387","2,550","2,152","3,665","3,202","4,668","1,337","11,514","4,180","2,893","1,115","3,897","2,295","1,956","1,509",
2020,10,40,"90,099","3,628","1,846","1,149","4,180","2,011","2,817","5,328","4,672","3,778","2,389","4,658","4,065","10,760","2,306","13,697","6,511","2,634","1,245","5,299","2,733","2,431","1,962",
2020,10,50,"104,218","4,266","2,606","1,534","5,245","2,903","3,378","6,698","6,518","5,281","3,579","6,460","3,937","5,944","3,114","11,947","7,367","3,845","2,289","7,405","3,840","3,450","2,612",
2020,10,60,"72,657","3,811","2,497","1,390","3,672","2,203","2,218","3,452","3,306","2,476","2,523","3,651","2,678","2,882","3,122","7,953","5,010","2,949","2,594","5,507","3,259","3,352","2,152",
2020,10,70,"34,163","2,045","1,517",886,"1,605",961,990,"1,493","1,375","1,051",889,"1,878","1,068","1,290","2,071","3,567","2,125","1,230","1,334","2,193","1,731","1,812","1,052",
2020,10,80,"14,593",798,614,402,540,380,365,616,592,489,336,866,401,540,944,"1,465","1,013",522,610,"1,051",727,842,480,
2020,10,90,"1,695",87,61,36,69,41,39,57,63,50,41,103,45,70,94,166,128,75,83,118,81,117,71,
2020,10,100,88,9,6,5,2,2,3,2,2,0,0,2,4,8,6,17,4,4,1,0,3,8,0,
2020,11,총,"560,354","24,197","14,767","8,609","27,895","14,171","17,628","31,849","29,546","23,733","16,800","32,029","22,394","43,933","16,554","76,957","39,554","20,285","11,519","36,519","19,808","18,505","13,102",
2020,11,0,"40,552","1,695",599,399,"2,146",657,"1,348","2,070","1,861","1,342",889,"1,445","2,212","5,171",626,"8,952","3,022","1,147",379,"2,327",863,762,640,
2020,11,10,"55,621","2,033",737,566,"2,325",980,"1,680","3,610","2,997","2,541","1,403","2,484","2,227","8,332","1,161","8,417","4,873","1,474",607,"3,647","1,328","1,241",958,
2020,11,20,"79,736","2,952","2,377","1,308","4,316","2,362","2,529","5,120","4,754","4,172","2,580","6,792","2,724","4,255","1,811","9,261","5,376","3,528","1,257","5,099","2,937","2,517","1,709",
2020,11,30,"66,967","2,866","1,897",955,"3,807","1,773","2,254","3,380","3,374","2,542","2,145","3,668","3,182","4,630","1,326","11,454","4,124","2,890","1,100","3,875","2,300","1,949","1,476",
2020,11,40,"89,849","3,606","1,840","1,148","4,164","1,991","2,809","5,295","4,651","3,769","2,398","4,609","4,065","10,787","2,300","13,692","6,482","2,638","1,250","5,265","2,718","2,416","1,956",
2020,11,50,"103,958","4,253","2,606","1,522","5,217","2,857","3,372","6,701","6,527","5,288","3,549","6,490","3,883","5,959","3,095","11,918","7,338","3,836","2,271","7,383","3,839","3,443","2,611",
2020,11,60,"73,012","3,834","2,513","1,394","3,697","2,188","2,225","3,495","3,343","2,480","2,562","3,681","2,611","2,889","3,119","8,042","5,059","2,937","2,611","5,542","3,268","3,379","2,143",
2020,11,70,"34,211","2,051","1,517",874,"1,597",945,"1,004","1,504","1,370","1,062",891,"1,880","1,050","1,285","2,069","3,579","2,132","1,235","1,343","2,209","1,732","1,822","1,060",
2020,11,80,"14,643",811,612,400,553,375,365,615,603,485,342,875,392,546,944,"1,451","1,011",524,617,"1,053",738,852,479,
2020,11,90,"1,714",86,63,38,71,41,39,57,64,51,41,103,43,71,98,174,132,72,83,119,82,116,70,
2020,11,100,91,10,6,5,2,2,3,2,2,1,0,2,5,8,5,17,5,4,1,0,3,8,0,
2020,12,총,"558,631","24,153","14,714","8,575","27,706","14,018","17,625","31,760","29,482","23,698","16,717","31,942","22,109","43,862","16,489","76,898","39,385","20,272","11,472","36,436","19,777","18,476","13,065",
2020,12,0,"40,273","1,681",595,389,"2,114",643,"1,348","2,069","1,837","1,337",878,"1,425","2,208","5,138",612,"8,935","3,000","1,135",371,"2,305",854,754,645,
2020,12,10,"55,240","2,025",730,568,"2,310",978,"1,666","3,567","2,972","2,519","1,384","2,442","2,198","8,311","1,155","8,384","4,843","1,470",600,"3,601","1,307","1,243",967,
2020,12,20,"79,273","2,945","2,371","1,293","4,274","2,343","2,517","5,074","4,735","4,151","2,564","6,783","2,648","4,248","1,787","9,207","5,340","3,540","1,241","5,099","2,929","2,497","1,687",
2020,12,30,"66,579","2,838","1,885",954,"3,767","1,742","2,267","3,376","3,353","2,544","2,128","3,663","3,166","4,599","1,308","11,418","4,092","2,856","1,085","3,857","2,285","1,927","1,469",
2020,12,40,"89,441","3,607","1,835","1,142","4,129","1,968","2,779","5,269","4,619","3,755","2,373","4,572","4,033","10,759","2,295","13,670","6,439","2,633","1,245","5,245","2,718","2,413","1,943",
2020,12,50,"103,664","4,246","2,582","1,525","5,194","2,820","3,378","6,683","6,538","5,281","3,526","6,459","3,799","5,972","3,089","11,940","7,308","3,844","2,259","7,352","3,833","3,442","2,594",
2020,12,60,"73,333","3,837","2,515","1,382","3,703","2,163","2,244","3,536","3,372","2,502","2,582","3,740","2,578","2,907","3,125","8,089","5,088","2,954","2,608","5,582","3,281","3,392","2,153",
2020,12,70,"34,305","2,061","1,515",876,"1,589",944,"1,017","1,512","1,382","1,071",894,"1,869","1,041","1,302","2,065","3,608","2,131","1,235","1,351","2,222","1,741","1,825","1,054",
2020,12,80,"14,706",817,619,404,553,375,364,617,606,487,347,885,389,546,952,"1,454","1,004",530,625,"1,048",744,857,483,
2020,12,90,"1,726",86,61,37,71,40,42,55,66,50,41,103,44,72,95,176,135,72,86,124,82,118,70,
2020,12,100,91,10,6,5,2,2,3,2,2,1,0,1,5,8,6,17,5,3,1,1,3,8,0,
2021,1,총,"557,404","24,072","14,652","8,552","27,561","13,970","17,612","31,708","29,428","23,643","16,742","31,881","22,044","43,790","16,444","76,885","39,169","20,233","11,443","36,350","19,749","18,431","13,045",
2021,1,0,"39,883","1,650",578,381,"2,095",636,"1,333","2,039","1,814","1,331",869,"1,403","2,189","5,075",605,"8,898","2,985","1,129",360,"2,286",841,746,640,
2021,1,10,"54,970","2,037",726,576,"2,308",974,"1,668","3,554","2,963","2,493","1,376","2,385","2,194","8,320","1,156","8,375","4,791","1,457",590,"3,557","1,301","1,212",957,
2021,1,20,"78,912","2,915","2,353","1,274","4,216","2,326","2,503","5,027","4,702","4,146","2,563","6,806","2,626","4,255","1,773","9,182","5,307","3,523","1,230","5,067","2,911","2,519","1,688",
2021,1,30,"66,165","2,818","1,892",958,"3,747","1,727","2,261","3,383","3,337","2,519","2,140","3,653","3,150","4,548","1,290","11,322","4,049","2,838","1,061","3,833","2,258","1,920","1,461",
