년도,월,나이,중구,동인동,삼덕동,성내1동,성내2동,성내3동,대신동,남산1동,남산2동,남산3동,남산4동,대봉1동,대봉2동
2020,4,60,"5,453",659,335,287,389,335,536,374,262,568,965,520,223
2020,4,70,"4,258",577,210,265,311,219,386,309,228,409,654,459,231
2020,4,80,"2,098",269,112,126,136,108,169,170,119,204,364,232,89
2020,4,90,369,56,24,33,34,21,27,14,27,30,52,35,16
2020,4,100,78,11,6,2,11,4,10,1,11,4,6,6,6
2020,5,총,"39,867","4,448","3,545","2,656","2,283","2,626","4,246","2,681","1,881","3,814","6,352","4,056","1,279"
2020,5,0,"2,578",176,258,82,65,291,484,128,79,281,446,252,36
2020,5,10,"2,500",253,204,135,99,112,248,165,113,263,511,325,72
2020,5,20,"6,144",777,998,819,432,328,405,450,289,380,646,498,122
2020,5,30,"5,324",524,608,331,219,517,747,345,204,512,730,491,96
2020,5,40,"5,275",525,416,278,235,327,563,322,252,578,988,608,183
2020,5,50,"5,815",656,372,297,358,367,663,414,283,584,987,632,202
2020,5,60,"5,437",642,336,286,386,332,545,369,269,565,966,520,221
2020,5,70,"4,256",566,213,266,309,218,386,307,230,414,653,458,236
2020,5,80,"2,103",266,111,128,137,110,169,167,123,204,369,230,89
2020,5,90,357,52,23,32,32,20,26,13,28,29,50,36,16
2020,5,100,78,11,6,2,11,4,10,1,11,4,6,6,6
2020,6,총,"39,948","4,414","3,547","2,639","2,276","2,607","4,226","2,659","2,098","3,793","6,365","4,045","1,279"
2020,6,0,"2,587",180,256,79,61,287,478,126,107,271,451,253,38
2020,6,10,"2,497",251,198,127,99,111,252,164,130,263,509,324,69
2020,6,20,"6,176",770,"1,020",824,437,328,393,445,316,381,644,496,122
2020,6,30,"5,348",527,602,329,212,516,743,351,263,502,717,490,96
2020,6,40,"5,279",518,409,277,224,324,567,305,282,580,"1,001",608,184
2020,6,50,"5,808",647,378,288,361,362,653,411,310,580,983,631,204
2020,6,60,"5,446",639,328,284,389,330,551,372,283,563,975,516,216
2020,6,70,"4,265",557,214,266,312,215,385,304,241,420,659,456,236
2020,6,80,"2,106",262,112,131,138,110,166,167,127,202,370,229,92
2020,6,90,357,52,24,31,32,20,28,13,28,27,50,36,16
2020,6,100,79,11,6,3,11,4,10,1,11,4,6,6,6
2020,7,총,"39,980","4,384","3,542","2,647","2,275","2,614","4,219","2,640","2,185","3,799","6,348","4,053","1,274"
2020,7,0,"2,577",179,246,79,58,290,471,124,120,272,445,255,38
2020,7,10,"2,497",248,193,126,100,110,254,162,140,259,509,327,69
2020,7,20,"6,211",768,"1,029",837,439,328,393,441,329,381,646,498,122
2020,7,30,"5,326",518,603,325,213,515,743,346,278,493,712,484,96
2020,7,40,"5,299",519,410,279,224,327,564,307,294,580,997,615,183
2020,7,50,"5,798",642,374,281,361,365,647,403,319,593,979,632,202
2020,7,60,"5,449",632,331,292,385,328,556,370,287,564,975,514,215
2020,7,70,"4,268",550,216,265,311,214,385,308,250,420,658,456,235
2020,7,80,"2,113",266,109,131,140,113,167,165,127,204,371,229,91
2020,7,90,362,52,24,29,33,20,29,13,30,28,50,37,17
2020,7,100,80,10,7,3,11,4,10,1,11,5,6,6,6
2020,8,총,"40,002","4,370","3,552","2,671","2,273","2,615","4,208","2,642","2,213","3,807","6,331","4,042","1,278"
2020,8,0,"2,567",181,241,80,58,295,466,124,124,272,433,250,43
2020,8,10,"2,486",245,195,124,98,108,253,158,137,259,513,327,69
2020,8,20,"6,254",763,"1,047",849,445,323,399,451,335,377,646,499,120
2020,8,30,"5,310",522,596,330,208,520,727,339,287,488,710,486,97
2020,8,40,"5,297",512,415,280,222,328,567,308,302,588,989,603,183
2020,8,50,"5,801",639,374,279,363,364,656,403,321,589,979,635,199
2020,8,60,"5,465",634,331,299,383,325,551,373,286,574,976,514,219
2020,8,70,"4,254",549,212,266,312,216,381,308,249,418,655,456,232
2020,8,80,"2,127",264,112,131,140,112,168,164,132,209,373,228,94
2020,8,90,361,51,22,30,33,20,30,13,29,28,51,38,16
2020,8,100,80,10,7,3,11,4,10,1,11,5,6,6,6
2020,9,총,"39,978","4,348","3,564","2,672","2,262","2,606","4,204","2,636","2,247","3,798","6,329","4,031","1,281"
2020,9,0,"2,546",177,233,80,62,292,460,124,128,266,434,248,42
2020,9,10,"2,499",248,196,125,99,107,253,161,141,260,509,331,69
2020,9,20,"6,244",746,"1,070",850,436,319,403,449,338,374,642,496,121
2020,9,30,"5,306",528,593,333,210,522,717,341,300,485,697,482,98
2020,9,40,"5,291",510,414,277,229,320,568,302,302,591,998,596,184
2020,9,50,"5,793",634,375,277,358,367,657,401,325,581,982,637,199
2020,9,60,"5,476",636,335,297,375,330,557,376,288,580,972,509,221
2020,9,70,"4,243",540,207,265,310,217,380,305,249,418,664,458,230
2020,9,80,"2,133",269,114,133,138,109,168,163,136,210,369,231,93
2020,9,90,367,50,20,32,34,19,31,13,29,28,56,37,18
2020,9,100,80,10,7,3,11,4,10,1,11,5,6,6,6
2020,10,총,"39,881","4,335","3,547","2,671","2,257","2,587","4,197","2,654","2,247","3,784","6,305","4,034","1,263"
2020,10,0,"2,540",180,234,80,65,289,457,127,131,257,429,251,40
2020,10,10,"2,480",242,191,118,104,107,250,163,142,259,505,333,66
2020,10,20,"6,205",738,"1,054",851,429,317,401,451,335,373,639,498,119
2020,10,30,"5,269",524,590,336,204,521,717,339,299,483,690,469,97
2020,10,40,"5,301",507,415,279,235,322,566,308,307,591,988,602,181
2020,10,50,"5,777",637,376,280,356,357,652,399,326,582,984,634,194
2020,10,60,"5,493",634,340,297,373,328,560,382,289,579,974,517,220
2020,10,70,"4,245",542,206,264,308,215,386,305,244,420,667,458,230
2020,10,80,"2,126",272,114,131,138,108,167,167,137,207,366,227,92
2020,10,90,365,49,20,32,34,19,31,12,26,28,57,39,18
2020,10,100,80,10,7,3,11,4,10,1,11,5,6,6,6
2020,11,총,"39,797","4,302","3,559","2,640","2,259","2,587","4,156","2,670","2,252","3,788","6,312","4,024","1,248"
2020,11,0,"2,500",172,225,78,63,293,443,129,137,251,421,249,39
2020,11,10,"2,466",237,190,113,104,99,247,168,137,270,495,339,67
2020,11,20,"6,196",735,"1,062",841,421,319,398,454,335,369,649,495,118
2020,11,30,"5,220",522,590,332,202,518,709,336,305,476,677,457,96
2020,11,40,"5,312",497,415,276,240,326,563,316,309,593,994,603,180
2020,11,50,"5,773",636,381,281,356,361,639,399,321,580,988,638,193
2020,11,60,"5,502",636,345,294,378,327,557,378,292,585,985,515,210
2020,11,70,"4,248",536,204,259,310,213,389,309,244,422,673,458,231
2020,11,80,"2,136",272,119,129,141,108,169,168,135,210,368,227,90
2020,11,90,363,49,21,34,33,19,32,12,26,27,55,37,18
2020,11,100,81,10,7,3,11,4,10,1,11,5,7,6,6
2020,12,총,"39,748","4,287","3,566","2,639","2,262","2,575","4,160","2,673","2,262","3,789","6,280","4,032","1,223"
2020,12,0,"2,487",168,222,83,66,297,441,132,137,251,407,245,38
2020,12,10,"2,458",236,190,113,100,98,245,163,135,270,502,342,64
2020,12,20,"6,204",731,"1,075",840,433,309,400,465,346,369,632,493,111
2020,12,30,"5,188",519,590,328,198,520,707,332,308,470,673,447,96
2020,12,40,"5,296",498,410,270,236,323,564,315,304,591,988,618,179
2020,12,50,"5,728",622,377,282,352,362,639,392,321,576,979,638,188
2020,12,60,"5,508",643,346,299,382,321,557,377,293,578,984,521,207
2020,12,70,"4,269",536,212,260,310,210,390,310,247,433,681,453,227
2020,12,80,"2,157",274,116,127,139,112,176,172,132,218,372,231,88
2020,12,90,371,50,21,34,35,19,30,14,28,28,55,38,19
2020,12,100,82,10,7,3,11,4,11,1,11,5,7,6,6
2021,1,총,"39,658","4,268","3,551","2,641","2,244","2,567","4,160","2,669","2,257","3,802","6,264","4,028","1,207"
2021,1,0,"2,457",169,215,83,66,300,440,125,136,245,393,247,38
2021,1,10,"2,453",233,188,113,97,103,244,165,134,273,498,344,61
2021,1,20,"6,178",730,"1,068",840,424,304,395,465,337,378,638,486,113
2021,1,30,"5,196",519,593,329,195,511,719,325,317,467,680,447,94
2021,1,40,"5,279",496,412,274,231,321,560,318,305,597,974,615,176
2021,1,50,"5,702",611,373,283,349,358,640,387,319,577,985,632,188
2021,1,60,"5,515",637,349,297,390,323,559,384,288,579,980,526,203
2021,1,70,"4,250",534,208,259,309,215,385,308,249,437,679,448,219
2021,1,80,"2,171",278,116,126,137,109,177,177,131,219,373,238,90
2021,1,90,374,51,22,34,35,19,30,14,29,25,57,39,19
2021,1,100,83,10,7,3,11,4,11,1,12,5,7,6,6
2021,2,총,"39,573","4,262","3,536","2,651","2,225","2,564","4,153","2,661","2,258","3,804","6,269","4,016","1,174"
2021,2,0,"2,441",168,214,83,67,301,437,125,135,243,391,242,35
2021,2,10,"2,442",230,190,113,94,103,242,160,132,277,502,341,58
2021,2,20,"6,153",731,"1,052",852,419,297,394,466,337,380,629,485,111
2021,2,30,"5,153",519,588,332,193,502,705,319,320,460,677,449,89
2021,2,40,"5,264",494,411,269,230,328,562,320,307,594,969,606,174
2021,2,50,"5,703",613,371,284,347,355,643,380,317,573,996,638,186
2021,2,60,"5,534",635,353,302,387,330,563,386,288,586,979,525,200
2021,2,70,"4,235",532,207,256,303,213,387,314,246,442,681,442,212
2021,2,80,"2,188",278,120,124,140,112,176,176,135,220,380,242,85
2021,2,90,376,52,23,33,34,18,33,14,29,24,58,40,18
2021,2,100,84,10,7,3,11,5,11,1,12,5,7,6,6
2021,3,총,"39,313","4,233","3,519","2,634","2,204","2,535","4,137","2,664","2,259","3,779","6,228","4,006","1,115"
2021,3,0,"2,419",167,208,84,64,304,435,121,136,241,385,241,33
2021,3,10,"2,436",230,191,114,96,104,240,159,132,276,501,335,58
2021,3,20,"6,104",735,"1,049",853,405,281,391,469,332,373,621,492,103
2021,3,30,"5,149",520,589,332,194,507,700,318,324,461,671,446,87
2021,3,40,"5,217",494,405,267,227,323,557,321,311,586,960,596,170
2021,3,50,"5,667",604,377,277,339,352,636,384,316,570,995,641,176
2021,3,60,"5,510",629,358,297,386,328,566,385,286,581,977,523,194
2021,3,70,"4,214",525,205,256,306,213,392,315,244,443,675,443,197
2021,3,80,"2,169",270,116,121,142,105,176,177,135,220,378,247,82
2021,3,90,371,53,20,32,34,17,33,15,31,24,58,39,15
2021,3,100,57,6,1,1,11,1,11,0,12,4,7,3,0
2021,4,총,"39,167","4,222","3,506","2,609","2,186","2,511","4,123","2,643","2,255","3,788","6,237","3,999","1,088"
2021,4,0,"2,387",163,206,79,63,303,427,120,133,242,382,238,31
2021,4,10,"2,433",237,190,112,91,102,241,153,134,276,505,336,56
2021,4,20,"6,066",736,"1,037",848,399,274,389,466,328,376,621,491,101
2021,4,30,"5,115",521,590,327,194,503,682,309,329,457,674,444,85
2021,4,40,"5,207",490,412,266,226,320,566,320,305,587,959,591,165
2021,4,50,"5,635",593,366,277,333,346,637,390,315,571,986,648,173
2021,4,60,"5,522",631,364,290,384,325,570,389,288,581,985,521,194
2021,4,70,"4,205",524,205,256,305,214,391,310,246,446,677,444,187
2021,4,80,"2,166",268,115,121,146,105,177,171,134,222,380,245,82
2021,4,90,374,53,20,32,34,18,32,15,31,26,61,38,14
2021,4,100,57,6,1,1,11,1,11,0,12,4,7,3,0
2021,5,총,"39,027","4,214","3,510","2,599","2,177","2,473","4,103","2,634","2,255","3,775","6,227","3,980","1,080"
2021,5,0,"2,371",163,203,77,64,297,430,119,131,238,383,234,32
2021,5,10,"2,418",236,191,106,89,102,240,152,132,279,502,333,56
2021,5,20,"6,048",740,"1,043",846,397,263,386,472,326,369,616,491,99
2021,5,30,"5,082",522,581,326,194,495,673,305,332,455,673,441,85
2021,5,40,"5,183",486,418,271,221,324,569,319,303,584,944,579,165
2021,5,50,"5,624",595,369,273,332,341,632,383,320,572,984,652,171
2021,5,60,"5,509",628,365,293,388,316,569,386,285,575,988,522,194
2021,5,70,"4,189",522,207,251,304,211,385,307,247,449,684,439,183
2021,5,80,"2,172",265,113,122,143,106,175,175,135,222,384,250,82
2021,5,90,372,51,19,33,34,17,33,16,32,28,60,36,13
2021,5,100,59,6,1,1,11,1,11,0,12,4,9,3,0
2021,6,총,"38,805","4,182","3,483","2,578","2,187","2,446","4,107","2,594","2,257","3,718","6,223","3,973","1,057"
2021,6,0,"2,371",165,201,74,62,298,436,117,133,234,386,233,32
2021,6,10,"2,407",235,195,102,89,103,238,151,131,274,498,336,55
2021,6,20,"6,024",742,"1,023",842,411,258,388,456,325,373,617,490,99
2021,6,30,"5,044",512,577,332,196,493,665,300,332,450,667,440,80
2021,6,40,"5,190",480,427,264,221,325,568,323,302,589,943,582,166
2021,6,50,"5,560",591,365,276,327,338,632,376,317,549,978,644,167
2021,6,60,"5,479",621,361,289,385,312,575,382,291,554,995,525,189
2021,6,70,"4,128",517,201,240,308,192,387,298,247,441,685,433,179
2021,6,80,"2,183",262,113,125,143,110,175,176,136,222,388,253,80
2021,6,90,361,51,19,33,34,16,33,15,31,28,57,34,10
2021,6,100,58,6,1,1,11,1,10,0,12,4,9,3,0
2021,7,총,"38,676","4,152","3,485","2,566","2,185","2,449","4,108","2,580","2,245","3,710","6,227","3,928","1,041"
2021,7,0,"2,346",165,198,69,61,297,437,115,131,230,387,228,28
2021,7,10,"2,410",238,199,101,92,102,236,145,134,277,496,334,56
2021,7,20,"6,003",733,"1,021",841,410,263,392,458,319,374,611,483,98
2021,7,30,"5,016",511,575,333,199,489,652,299,321,450,672,432,83
2021,7,40,"5,172",473,430,259,223,321,574,320,302,587,949,572,162
2021,7,50,"5,518",581,370,276,322,337,633,372,317,540,972,640,158
2021,7,60,"5,484",616,360,289,385,315,578,383,294,558,998,520,188
2021,7,70,"4,121",516,198,242,305,196,387,296,247,440,686,428,180
2021,7,80,"2,192",265,114,122,144,111,177,175,138,220,392,255,79
2021,7,90,356,48,19,33,33,17,32,17,30,30,55,33,9
2021,7,100,58,6,1,1,11,1,10,0,12,4,9,3,0
2021,8,총,"38,545","4,122","3,496","2,576","2,194","2,439","4,109","2,583","2,246","3,685","6,212","3,857","1,026"
2021,8,0,"2,340",166,198,71,58,296,437,116,133,229,381,226,29
2021,8,10,"2,415",234,200,105,95,104,240,145,135,276,493,332,56
2021,8,20,"5,964",723,"1,026",842,413,258,381,457,322,366,608,472,96
2021,8,30,"5,008",512,577,338,202,483,653,307,319,446,663,428,80
2021,8,40,"5,132",468,432,256,221,317,579,318,295,584,946,556,160
2021,8,50,"5,507",572,367,272,319,342,632,377,320,541,974,632,159
2021,8,60,"5,485",623,365,292,384,313,580,383,296,556,"1,000",509,184
2021,8,70,"4,093",509,195,243,312,197,381,290,246,433,689,421,177
2021,8,80,"2,185",262,117,122,146,111,183,171,138,219,393,247,76
2021,8,90,357,47,18,34,33,17,33,19,29,31,56,31,9
2021,8,100,59,6,1,1,11,1,10,0,13,4,9,3,0
2021,9,총,"38,497","4,127","3,485","2,568","2,212","2,433","4,094","2,576","2,311","3,678","6,194","3,806","1,013"
2021,9,0,"2,348",168,196,72,58,297,433,120,147,229,374,225,29
2021,9,10,"2,412",231,199,107,97,105,237,142,140,277,489,331,57
2021,9,20,"5,977",729,"1,018",841,420,254,377,464,337,366,606,473,92
2021,9,30,"4,993",514,572,339,211,476,653,309,329,442,660,409,79
2021,9,40,"5,128",471,436,247,220,322,580,313,297,586,937,561,158
2021,9,50,"5,481",569,365,273,319,337,630,371,336,538,976,612,155
2021,9,60,"5,476",618,363,293,386,316,577,387,295,562,998,500,181
2021,9,70,"4,078",514,197,240,311,196,380,282,251,423,694,412,178
2021,9,80,"2,191",260,120,123,147,112,183,169,136,224,395,247,75
2021,9,90,354,47,18,32,32,17,34,19,30,27,56,33,9
2021,9,100,59,6,1,1,11,1,10,0,13,4,9,3,0
2021,10,총,"38,824","4,114","3,472","2,547","2,203","2,422","4,042","2,541","2,975","3,648","6,150","3,707","1,003"
2021,10,0,"2,422",158,199,68,55,296,419,116,274,228,360,223,26
2021,10,10,"2,459",234,199,111,95,103,233,143,202,276,490,317,56
2021,10,20,"5,967",729,"1,000",828,425,257,378,450,403,353,591,460,93
2021,10,30,"5,111",504,581,339,214,477,639,303,480,441,650,405,78
2021,10,40,"5,166",468,432,241,213,316,580,313,404,576,931,538,154
2021,10,50,"5,550",579,364,273,319,336,632,369,406,530,979,607,156
2021,10,60,"5,489",621,362,292,383,316,580,379,336,566,991,483,180
2021,10,70,"4,068",506,195,235,309,192,378,282,279,419,696,402,175
2021,10,80,"2,196",262,122,126,148,111,173,166,148,228,397,239,76
2021,10,90,346,47,17,33,31,17,29,20,30,27,56,30,9
2021,10,100,50,6,1,1,11,1,1,0,13,4,9,3,0
2021,11,총,"38,866","4,087","3,471","2,515","2,175","2,392","4,029","2,524","3,280","3,610","6,124","3,680",979
2021,11,0,"2,445",158,195,66,52,290,414,114,334,224,356,218,24
2021,11,10,"2,481",232,195,109,100,102,234,144,233,275,486,315,56
2021,11,20,"5,936",722,"1,008",810,417,250,377,451,422,344,586,459,90
2021,11,30,"5,117",504,575,330,210,470,640,303,536,435,636,400,78
2021,11,40,"5,207",467,432,240,211,312,572,311,464,576,927,542,153
2021,11,50,"5,540",570,364,271,316,326,633,360,438,521,987,602,152
2021,11,60,"5,512",615,363,292,383,318,581,380,373,564,997,473,173
2021,11,70,"4,066",501,198,238,307,195,374,279,297,411,692,404,170
2021,11,80,"2,193",265,123,125,147,111,173,162,149,231,398,234,75
2021,11,90,350,47,17,33,32,16,30,20,31,28,56,32,8
2021,11,100,19,6,1,1,0,2,1,0,3,1,3,1,0
2021,12,총,"38,843","4,014","3,464","2,519","2,164","2,383","4,030","2,497","3,407","3,595","6,127","3,687",956
2021,12,0,"2,440",150,199,66,52,283,411,115,353,219,354,216,22
2021,12,10,"2,455",218,189,104,98,107,233,138,240,275,484,314,55
2021,12,20,"5,930",701,"1,008",815,417,249,375,452,435,339,590,462,87
2021,12,30,"5,114",495,572,336,212,466,641,303,558,425,633,397,76
2021,12,40,"5,243",453,433,245,210,317,583,310,495,581,925,541,150
2021,12,50,"5,532",566,360,272,315,320,628,355,455,517,988,607,149
2021,12,60,"5,499",617,363,287,377,316,577,373,386,565,997,472,169
2021,12,70,"4,059",495,200,234,301,195,372,278,301,410,698,408,167
2021,12,80,"2,192",265,122,126,151,110,178,153,147,233,399,235,73
2021,12,90,360,48,17,33,31,18,31,20,34,30,56,34,8
2021,12,100,19,6,1,1,0,2,1,0,3,1,3,1,0
