년도,월,나이,전라남도 진도군,전라남도 진도군 진도읍,전라남도 진도군 군내면,전라남도 진도군 고군면,전라남도 진도군 의신면,전라남도 진도군 임회면,전라남도 진도군 지산면,전라남도 진도군 조도면,전라남도 진도군 조도면가사출장소,전라남도 진도군 조도면거차출장소
2020,7,0,"1,744",905,121,206,122,124,111,108,16,31
2020,7,10,"2,246","1,165",176,247,165,189,128,130,10,36
2020,7,20,"2,401","1,154",185,266,213,216,201,130,20,16
2020,7,30,"2,275","1,117",184,275,205,168,158,126,17,25
2020,7,40,"3,575","1,566",321,383,366,330,247,287,30,45
2020,7,50,"5,032","1,743",510,587,620,594,512,367,43,56
2020,7,60,"5,165","1,425",585,709,668,649,628,403,43,55
2020,7,70,"4,778","1,051",551,551,654,675,714,466,51,65
2020,7,80,"2,838",510,350,371,406,406,436,294,39,26
2020,7,90,354,61,41,46,55,72,50,22,2,5
2020,7,100,17,3,1,6,1,1,2,3,0,0
2020,8,총,"30,385","10,705","3,009","3,635","3,470","3,418","3,182","2,335",270,361
2020,8,0,"1,735",902,121,202,121,126,110,106,16,31
2020,8,10,"2,229","1,161",171,245,164,184,129,129,10,36
2020,8,20,"2,395","1,156",183,256,212,216,201,134,20,17
2020,8,30,"2,255","1,112",182,273,201,170,155,122,17,23
2020,8,40,"3,575","1,568",315,389,366,328,244,289,30,46
2020,8,50,"5,005","1,741",510,581,618,580,512,364,42,57
2020,8,60,"5,191","1,437",585,710,669,655,630,407,44,54
2020,8,70,"4,768","1,048",551,552,652,673,713,462,51,66
2020,8,80,"2,855",515,346,375,411,412,436,296,38,26
2020,8,90,360,62,44,46,55,73,50,23,2,5
2020,8,100,17,3,1,6,1,1,2,3,0,0
2020,9,총,"30,300","10,715","3,000","3,614","3,450","3,406","3,161","2,328",266,360
2020,9,0,"1,715",901,120,195,117,122,108,105,16,31
2020,9,10,"2,224","1,166",173,240,163,186,124,126,10,36
2020,9,20,"2,393","1,151",184,256,210,217,202,138,18,17
2020,9,30,"2,229","1,118",177,265,194,169,148,119,17,22
2020,9,40,"3,542","1,577",309,381,353,323,241,285,28,45
2020,9,50,"4,991","1,736",512,578,615,574,510,366,41,59
2020,9,60,"5,197","1,428",590,716,676,656,628,405,44,54
2020,9,70,"4,763","1,054",543,554,652,670,711,461,52,66
2020,9,80,"2,864",518,347,375,411,415,438,297,38,25
2020,9,90,365,63,44,48,58,73,49,23,2,5
2020,9,100,17,3,1,6,1,1,2,3,0,0
2020,10,총,"30,233","10,686","2,981","3,614","3,429","3,419","3,156","2,323",264,361
2020,10,0,"1,695",903,117,189,114,118,105,104,16,29
2020,10,10,"2,208","1,155",172,242,158,188,119,126,10,38
2020,10,20,"2,385","1,142",181,260,207,218,206,136,17,18
2020,10,30,"2,223","1,123",172,262,196,171,148,117,15,19
2020,10,40,"3,541","1,572",310,384,349,320,241,290,28,47
2020,10,50,"4,965","1,719",505,574,607,583,507,369,42,59
2020,10,60,"5,204","1,432",592,717,677,654,630,404,43,55
2020,10,70,"4,749","1,050",540,551,652,677,709,453,50,67
2020,10,80,"2,880",524,345,380,410,417,440,299,41,24
2020,10,90,365,62,46,49,58,72,49,22,2,5
2020,10,100,18,4,1,6,1,1,2,3,0,0
2020,11,총,"30,748","10,902","3,045","3,663","3,512","3,455","3,181","2,348",269,373
2020,11,0,"1,686",902,112,188,114,118,107,103,16,26
2020,11,10,"2,246","1,170",174,246,163,188,123,130,10,42
2020,11,20,"2,543","1,217",200,273,231,226,217,140,17,22
2020,11,30,"2,268","1,146",178,270,197,170,153,120,15,19
2020,11,40,"3,650","1,611",332,393,372,328,240,296,29,49
2020,11,50,"5,051","1,744",521,579,627,592,507,375,45,61
2020,11,60,"5,280","1,466",595,722,687,664,638,408,43,57
2020,11,70,"4,757","1,054",544,559,655,675,705,446,51,68
2020,11,80,"2,885",525,344,378,409,420,439,305,41,24
2020,11,90,364,63,44,49,56,73,50,22,2,5
2020,11,100,18,4,1,6,1,1,2,3,0,0
2020,12,총,"31,227","11,131","3,079","3,711","3,581","3,495","3,206","2,383",269,372
2020,12,0,"1,704",912,116,190,117,115,105,106,16,27
2020,12,10,"2,279","1,180",171,248,172,198,126,132,10,42
2020,12,20,"2,700","1,298",218,286,240,242,229,148,17,22
2020,12,30,"2,313","1,169",182,273,205,174,152,123,15,20
2020,12,40,"3,722","1,648",330,403,382,336,245,301,29,48
2020,12,50,"5,109","1,769",523,594,638,587,512,381,45,60
2020,12,60,"5,355","1,500",607,724,696,673,639,416,44,56
2020,12,70,"4,747","1,065",536,556,658,672,700,441,51,68
2020,12,80,"2,913",527,351,380,414,423,445,309,40,24
2020,12,90,367,59,44,51,58,74,51,23,2,5
2020,12,100,18,4,1,6,1,1,2,3,0,0
2021,1,총,"30,845","10,964","3,040","3,665","3,527","3,472","3,175","2,358",268,376
2021,1,0,"1,674",896,116,185,114,114,102,103,16,28
2021,1,10,"2,231","1,165",166,246,164,199,119,121,10,41
2021,1,20,"2,618","1,278",201,273,225,232,221,150,17,21
2021,1,30,"2,255","1,142",180,262,199,169,148,120,15,20
2021,1,40,"3,637","1,613",324,393,371,322,244,292,29,49
2021,1,50,"5,046","1,737",519,584,625,593,504,380,43,61
2021,1,60,"5,327","1,484",598,728,698,669,636,411,45,58
2021,1,70,"4,742","1,057",538,552,659,674,699,443,51,69
2021,1,80,"2,924",527,351,386,414,424,447,311,40,24
2021,1,90,374,61,46,50,58,75,53,24,2,5
2021,1,100,17,4,1,6,0,1,2,3,0,0
2021,2,총,"30,709","10,893","3,044","3,640","3,513","3,451","3,178","2,356",260,374
2021,2,0,"1,665",880,116,186,116,113,107,106,14,27
2021,2,10,"2,221","1,162",168,243,164,199,116,120,8,41
2021,2,20,"2,556","1,243",202,264,223,223,221,145,15,20
2021,2,30,"2,232","1,136",171,255,196,170,150,119,14,21
2021,2,40,"3,615","1,604",326,392,369,311,246,290,31,46
2021,2,50,"5,018","1,720",518,580,622,593,500,380,42,63
2021,2,60,"5,341","1,491",600,729,701,667,639,412,44,58
2021,2,70,"4,706","1,051",539,548,647,674,688,441,50,68
2021,2,80,"2,957",537,357,384,417,426,455,316,40,25
2021,2,90,380,65,46,53,57,74,54,24,2,5
2021,2,100,18,4,1,6,1,1,2,3,0,0
2021,3,총,"30,494","10,865","3,017","3,595","3,499","3,422","3,145","2,312",259,380
2021,3,0,"1,648",874,111,183,118,112,106,103,14,27
2021,3,10,"2,199","1,158",168,244,161,189,114,117,8,40
2021,3,20,"2,538","1,247",200,259,221,225,208,143,14,21
2021,3,30,"2,191","1,116",167,250,191,169,147,117,13,21
2021,3,40,"3,578","1,607",318,386,360,305,237,284,31,50
2021,3,50,"4,979","1,705",513,563,624,601,495,372,43,63
2021,3,60,"5,345","1,502",602,730,704,652,641,410,45,59
2021,3,70,"4,666","1,050",531,544,648,668,680,429,49,67
2021,3,80,"2,961",538,359,380,413,429,462,313,40,27
2021,3,90,376,64,47,53,58,72,53,22,2,5
2021,3,100,13,4,1,3,1,0,2,2,0,0
2021,4,총,"30,445","10,865","2,989","3,592","3,468","3,424","3,144","2,316",264,383
2021,4,0,"1,637",878,106,180,116,112,105,100,15,25
2021,4,10,"2,189","1,151",164,246,160,186,110,122,8,42
2021,4,20,"2,532","1,251",194,255,216,223,216,142,15,20
2021,4,30,"2,187","1,120",166,249,185,172,144,117,14,20
2021,4,40,"3,550","1,600",309,384,358,309,229,280,31,50
2021,4,50,"4,953","1,690",515,560,605,599,494,379,46,65
2021,4,60,"5,395","1,513",598,735,716,661,654,413,43,62
2021,4,70,"4,635","1,053",529,542,642,660,667,426,49,67
2021,4,80,"2,978",540,362,385,411,428,470,314,41,27
2021,4,90,376,66,45,53,58,74,53,20,2,5
2021,4,100,13,3,1,3,1,0,2,3,0,0
2021,5,총,"30,421","10,883","2,984","3,592","3,451","3,424","3,134","2,302",263,388
2021,5,0,"1,622",867,105,181,117,111,104,98,14,25
2021,5,10,"2,192","1,157",162,246,156,187,111,124,7,42
2021,5,20,"2,518","1,257",196,252,214,221,210,133,15,20
2021,5,30,"2,167","1,110",167,244,185,167,144,115,14,21
2021,5,40,"3,541","1,605",304,385,351,311,231,271,30,53
2021,5,50,"4,967","1,696",517,562,599,602,493,384,47,67
2021,5,60,"5,408","1,525",591,745,720,658,650,415,43,61
2021,5,70,"4,615","1,052",534,534,635,661,664,420,50,65
2021,5,80,"2,992",540,362,386,412,434,472,316,41,29
2021,5,90,386,71,45,54,61,72,53,23,2,5
2021,5,100,13,3,1,3,1,0,2,3,0,0
2021,6,총,"30,368","10,863","2,984","3,588","3,445","3,412","3,125","2,298",264,389
2021,6,0,"1,619",870,103,183,117,108,103,97,14,24
2021,6,10,"2,180","1,152",161,241,156,186,111,125,6,42
2021,6,20,"2,503","1,245",194,256,212,217,208,133,17,21
2021,6,30,"2,159","1,106",169,241,183,171,140,113,14,22
2021,6,40,"3,506","1,594",298,385,345,305,229,270,30,50
2021,6,50,"4,965","1,700",520,555,601,599,491,384,45,70
2021,6,60,"5,428","1,530",595,747,725,662,650,413,45,61
2021,6,70,"4,588","1,044",534,535,630,657,658,417,50,63
2021,6,80,"3,024",549,365,388,415,435,482,320,40,30
2021,6,90,384,70,45,54,60,72,51,23,3,6
2021,6,100,12,3,0,3,1,0,2,3,0,0
2021,7,총,"30,306","10,828","2,978","3,574","3,436","3,423","3,124","2,288",265,390
2021,7,0,"1,608",860,101,181,116,112,103,97,14,24
2021,7,10,"2,177","1,146",163,247,154,183,111,124,6,43
2021,7,20,"2,487","1,236",188,251,213,220,211,130,17,21
2021,7,30,"2,141","1,099",173,237,175,172,136,114,13,22
2021,7,40,"3,477","1,578",294,384,345,301,226,269,30,50
2021,7,50,"4,966","1,704",520,554,599,605,492,377,45,70
2021,7,60,"5,442","1,536",595,743,727,665,654,415,47,60
2021,7,70,"4,577","1,044",533,532,630,654,657,414,49,64
2021,7,80,"3,035",548,367,387,416,442,482,323,40,30
2021,7,90,384,74,44,55,60,69,50,22,4,6
2021,7,100,12,3,0,3,1,0,2,3,0,0
2021,8,총,"30,242","10,814","2,969","3,556","3,437","3,422","3,106","2,283",265,390
2021,8,0,"1,601",856,98,181,119,113,98,98,14,24
2021,8,10,"2,172","1,139",163,246,155,184,112,124,6,43
2021,8,20,"2,475","1,241",186,243,214,216,207,131,16,21
2021,8,30,"2,118","1,090",166,234,172,173,135,113,13,22
2021,8,40,"3,459","1,570",290,380,351,297,225,266,30,50
2021,8,50,"4,956","1,700",527,550,593,608,488,373,46,71
2021,8,60,"5,447","1,546",593,742,729,663,650,417,47,60
2021,8,70,"4,573","1,046",534,533,628,655,656,411,48,62
2021,8,80,"3,044",550,368,386,416,445,485,324,40,30
2021,8,90,385,73,44,58,59,68,48,23,5,7
2021,8,100,12,3,0,3,1,0,2,3,0,0
2021,9,총,"30,129","10,782","2,940","3,556","3,434","3,406","3,087","2,277",264,383
2021,9,0,"1,582",848,96,177,116,113,99,96,14,23
2021,9,10,"2,170","1,145",164,248,154,178,109,126,6,40
2021,9,20,"2,432","1,222",177,238,216,218,198,125,16,22
2021,9,30,"2,086","1,074",161,234,170,168,131,114,13,21
2021,9,40,"3,426","1,559",284,381,348,290,223,263,30,48
2021,9,50,"4,953","1,707",514,552,594,605,487,376,47,71
2021,9,60,"5,462","1,551",600,743,728,668,649,419,45,59
2021,9,70,"4,562","1,046",532,534,628,651,655,406,48,62
2021,9,80,"3,056",553,368,388,421,447,484,325,40,30
2021,9,90,388,74,44,58,58,68,50,24,5,7
2021,9,100,12,3,0,3,1,0,2,3,0,0
2021,10,총,"30,110","10,784","2,946","3,549","3,433","3,404","3,071","2,277",263,383
2021,10,0,"1,569",841,99,173,114,117,96,93,14,22
2021,10,10,"2,175","1,147",164,251,157,172,112,125,6,41
2021,10,20,"2,421","1,220",179,234,214,216,192,128,16,22
2021,10,30,"2,089","1,069",166,234,170,171,131,115,12,21
2021,10,40,"3,412","1,558",285,377,349,284,221,260,31,47
2021,10,50,"4,945","1,716",510,548,592,609,478,375,46,71
2021,10,60,"5,480","1,555",602,742,734,667,654,421,45,60
2021,10,70,"4,552","1,053",533,537,614,650,652,406,46,61
2021,10,80,"3,065",550,365,390,430,450,482,327,42,29
2021,10,90,391,73,43,60,58,68,51,24,5,9
2021,10,100,11,2,0,3,1,0,2,3,0,0
2021,11,총,"30,104","10,761","2,954","3,559","3,449","3,397","3,065","2,274",263,382
2021,11,0,"1,565",834,100,177,116,115,95,91,14,23
2021,11,10,"2,167","1,133",162,255,161,174,110,126,6,40
2021,11,20,"2,421","1,220",181,236,209,217,193,128,16,21
2021,11,30,"2,085","1,063",166,230,177,170,132,113,13,21
2021,11,40,"3,399","1,543",285,379,355,286,219,258,29,45
2021,11,50,"4,951","1,721",513,554,583,608,484,370,45,73
2021,11,60,"5,509","1,569",607,743,739,666,651,427,47,60
2021,11,70,"4,531","1,042",532,534,614,646,649,408,45,61
2021,11,80,"3,073",560,365,388,435,446,480,326,44,29
2021,11,90,393,74,43,60,59,69,51,24,4,9
2021,11,100,10,2,0,3,1,0,1,3,0,0
2021,12,총,"30,066","10,749","2,955","3,572","3,432","3,388","3,065","2,262",261,382
2021,12,0,"1,547",826,102,175,114,112,94,88,13,23
2021,12,10,"2,153","1,121",164,257,158,170,111,126,6,40
2021,12,20,"2,417","1,222",176,235,210,217,195,126,16,20
2021,12,30,"2,079","1,065",166,235,173,171,128,107,12,22
2021,12,40,"3,398","1,542",285,383,353,285,223,255,27,45
2021,12,50,"4,958","1,731",519,550,578,606,484,371,46,73
2021,12,60,"5,515","1,560",604,743,743,670,653,433,48,61
2021,12,70,"4,519","1,045",531,538,607,640,644,408,45,61
2021,12,80,"3,074",563,364,391,436,447,479,322,44,28
2021,12,90,397,72,44,62,59,70,53,24,4,9
2021,12,100,9,2,0,3,1,0,1,2,0,0
