년도,월,나이,안양시,만안구,안양1동,안양2동,안양3동,안양4동,안양5동,안양6동,안양7동,안양8동,안양9동,석수1동,석수2동,석수3동,박달1동,박달2동,동안구,비산1동,비산2동,비산3동,부흥동,달안동,관양1동,관양2동,부림동,평촌동,평안동,귀인동,호계1동,호계2동,호계3동,범계동,신촌동,갈산동
2021,9,40,"43,695","16,714",959,"1,339","1,104",426,684,"1,758","1,282",637,"1,086","1,452","2,265",988,"1,002","1,732","26,981","1,741",863,851,"1,729",955,"2,479","1,435","2,540","1,254","2,751","2,161","1,549","1,408","1,578","1,573","1,120",994
2021,9,50,"49,410","21,878","1,087","1,996","1,577",613,906,"2,089","1,302",993,"1,739","1,867","3,013","1,269","1,461","1,966","27,532","2,016","1,072","1,350","1,420",927,"3,672","1,721","2,123","1,483","1,690","1,255","1,193","1,927","2,128","1,340","1,222",993
2021,9,60,"38,014","18,486",830,"1,667","1,488",556,936,"1,796",972,"1,000","1,573","1,573","2,300",985,"1,287","1,523","19,528","1,530",815,"1,095","1,137",781,"2,949","1,261","1,352",775,"1,004",651,833,"1,477","1,529",761,827,751
2021,9,70,"17,180","8,817",382,862,716,382,507,766,407,464,791,689,"1,181",446,695,529,"8,363",578,330,507,534,389,"1,370",614,636,315,428,324,284,537,462,405,316,334
2021,9,80,"9,487","4,641",169,411,333,225,288,451,161,220,409,412,618,275,376,293,"4,846",296,156,319,314,269,744,312,375,216,329,194,133,273,312,268,150,186
2021,9,90,"1,729",788,38,73,45,28,46,53,42,42,63,92,110,43,51,62,941,59,36,53,56,55,128,62,52,25,65,34,44,54,65,63,40,50
2021,9,100,68,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,36,2,1,2,2,2,8,3,0,5,1,0,4,0,2,1,0,3
2021,10,총,"276,686","119,458","6,247","10,654","8,309","3,485","5,183","12,814","8,066","5,131","8,764","9,890","15,726","6,583","7,449","11,157","157,228","10,800","5,633","6,451","8,938","5,913","18,473","9,336","13,757","7,440","12,070","8,440","8,952","10,047","10,730","8,094","6,513","5,641"
2021,10,0,"18,656","7,402",422,560,375,123,210,909,883,198,458,610,985,427,321,921,"11,254",786,380,306,600,319,906,574,"1,043",611,"1,124",589,"1,203",686,759,568,451,349
2021,10,10,"24,568","8,739",504,688,602,213,326,762,651,318,593,696,"1,168",591,532,"1,095","15,829","1,002",529,420,"1,059",329,"1,310",724,"1,125",809,"1,777","1,663",756,752,989,"1,064",739,782
2021,10,20,"36,418","16,212",944,"1,726","1,127",526,663,"1,930",953,707,"1,068","1,177","2,115",835,"1,007","1,434","20,206","1,400",744,874,"1,001",765,"2,685","1,317","1,825",986,"1,211",877,"1,001","1,505","1,471","1,001",867,676
2021,10,30,"37,422","15,695",893,"1,310",945,398,610,"2,273","1,402",560,975,"1,332","1,968",717,723,"1,589","21,727","1,383",714,784,"1,084","1,116","2,201","1,303","2,688",954,"1,675",694,"1,932","1,428","1,428","1,045",767,531
2021,10,40,"43,555","16,671",960,"1,337","1,103",424,687,"1,773","1,285",624,"1,079","1,447","2,245",990,986,"1,731","26,884","1,733",849,826,"1,719",951,"2,470","1,441","2,522","1,245","2,756","2,143","1,554","1,410","1,585","1,574","1,121",985
2021,10,50,"49,383","21,862","1,096","2,000","1,565",607,908,"2,079","1,308",993,"1,733","1,861","3,018","1,262","1,468","1,964","27,521","2,022","1,077","1,312","1,425",926,"3,669","1,716","2,127","1,494","1,695","1,271","1,196","1,923","2,115","1,340","1,224",989
2021,10,60,"38,181","18,564",827,"1,683","1,494",562,939,"1,806",969,"1,003","1,581","1,577","2,314",996,"1,286","1,527","19,617","1,538",816,"1,065","1,147",787,"2,974","1,265","1,360",777,"1,012",652,845,"1,480","1,539",765,839,756
2021,10,70,"17,200","8,836",387,860,721,376,504,768,412,461,801,693,"1,176",446,695,536,"8,364",581,327,504,536,393,"1,369",610,637,318,423,324,284,540,462,404,316,336
2021,10,80,"9,495","4,650",174,411,332,227,288,454,157,220,405,408,623,278,377,296,"4,845",295,159,309,307,271,755,319,376,216,330,193,135,269,312,265,149,185
2021,10,90,"1,742",795,39,75,45,29,46,57,44,43,63,89,110,41,52,62,947,58,37,49,58,55,127,64,54,25,66,34,42,54,68,67,40,49
2021,10,100,66,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,34,2,1,2,2,1,7,3,0,5,1,0,4,0,2,1,0,3
2021,11,총,"276,463","119,271","6,227","10,609","8,300","3,485","5,178","12,846","8,038","5,118","8,764","9,876","15,683","6,556","7,456","11,135","157,192","10,797","6,014","6,210","8,916","5,891","18,442","9,314","13,739","7,424","12,051","8,422","8,982","10,048","10,707","8,101","6,497","5,637"
2021,11,0,"18,587","7,354",419,551,373,120,214,915,875,196,454,603,977,424,320,913,"11,233",794,432,284,593,313,900,576,"1,036",605,"1,108",583,"1,216",680,752,569,449,343
2021,11,10,"24,513","8,701",501,684,601,216,327,759,647,311,588,694,"1,166",592,533,"1,082","15,812","1,001",550,406,"1,057",329,"1,315",721,"1,118",807,"1,779","1,662",758,745,987,"1,055",737,785
2021,11,20,"36,253","16,114",942,"1,694","1,123",526,653,"1,927",942,705,"1,064","1,170","2,109",832,"1,000","1,427","20,139","1,389",781,838,"1,002",761,"2,664","1,319","1,820",992,"1,207",880,991,"1,507","1,461",991,860,676
2021,11,30,"37,383","15,653",892,"1,308",936,394,615,"2,306","1,397",557,969,"1,325","1,938",705,724,"1,587","21,730","1,381",787,745,"1,079","1,115","2,183","1,298","2,681",940,"1,669",688,"1,941","1,441","1,432","1,059",758,533
2021,11,40,"43,510","16,638",948,"1,332","1,100",426,684,"1,763","1,283",619,"1,080","1,448","2,247",987,984,"1,737","26,872","1,733",904,808,"1,709",940,"2,479","1,440","2,516","1,243","2,759","2,141","1,556","1,399","1,576","1,575","1,119",975
2021,11,50,"49,329","21,816","1,095","1,992","1,566",610,898,"2,089","1,301",995,"1,726","1,854","3,021","1,264","1,460","1,945","27,513","2,013","1,146","1,255","1,428",925,"3,665","1,704","2,133","1,502","1,685","1,263","1,203","1,923","2,109","1,344","1,228",987
2021,11,60,"38,337","18,645",826,"1,684","1,506",558,949,"1,805",973,"1,006","1,603","1,597","2,303",993,"1,298","1,544","19,692","1,545",866,"1,038","1,148",788,"2,971","1,261","1,361",775,"1,023",657,852,"1,484","1,551",771,836,765
2021,11,70,"17,224","8,850",390,864,718,382,506,765,412,463,801,691,"1,179",445,700,534,"8,374",584,340,490,534,392,"1,370",610,638,318,425,318,286,545,466,404,319,335
2021,11,80,"9,519","4,669",174,418,333,227,284,456,162,218,408,403,629,275,380,302,"4,850",296,169,296,309,273,756,319,381,215,331,196,133,268,307,267,150,184
2021,11,90,"1,740",798,39,78,44,26,46,58,44,44,63,91,109,39,55,62,942,59,38,48,55,54,132,63,55,23,63,32,42,56,64,66,41,51
2021,11,100,68,33,1,4,0,0,2,3,2,4,8,0,5,0,2,2,35,2,1,2,2,1,7,3,0,4,2,2,4,0,2,0,0,3
2021,12,총,"276,682","119,072","6,238","10,608","8,277","3,479","5,175","12,888","7,983","5,098","8,739","9,877","15,638","6,529","7,429","11,114","157,610","10,796","6,673","6,133","8,864","5,856","18,377","9,287","13,685","7,381","11,982","8,417","8,979","10,009","10,983","8,123","6,472","5,593"
2021,12,0,"18,567","7,306",417,551,368,114,209,913,870,195,446,607,965,421,320,910,"11,261",788,520,284,581,307,893,566,"1,021",597,"1,108",577,"1,209",670,783,566,449,342
2021,12,10,"24,475","8,671",501,684,599,219,332,762,644,309,587,682,"1,161",588,525,"1,078","15,804",990,605,405,"1,050",327,"1,296",716,"1,106",799,"1,769","1,673",758,743,996,"1,052",734,785
2021,12,20,"36,128","16,039",945,"1,677","1,117",523,655,"1,943",940,697,"1,054","1,163","2,077",822,987,"1,439","20,089","1,387",835,817,994,753,"2,647","1,299","1,796",987,"1,190",876,988,"1,492","1,506","1,004",849,669
2021,12,30,"37,503","15,630",892,"1,300",932,398,607,"2,310","1,382",559,971,"1,335","1,955",697,721,"1,571","21,873","1,382",948,738,"1,064","1,109","2,170","1,303","2,693",925,"1,649",681,"1,948","1,441","1,491","1,053",753,525
2021,12,40,"43,486","16,580",950,"1,331","1,098",422,677,"1,774","1,278",614,"1,080","1,446","2,211",979,981,"1,739","26,906","1,722","1,005",798,"1,697",941,"2,467","1,443","2,491","1,243","2,741","2,137","1,558","1,398","1,600","1,584","1,116",965
2021,12,50,"49,367","21,788","1,101","2,002","1,557",598,907,"2,086","1,291",994,"1,724","1,847","3,033","1,260","1,453","1,935","27,579","2,025","1,233","1,228","1,424",917,"3,670","1,699","2,121","1,493","1,678","1,271","1,206","1,905","2,158","1,350","1,221",980
2021,12,60,"38,507","18,681",828,"1,693","1,507",571,951,"1,815",964,"1,005","1,599","1,600","2,305","1,001","1,297","1,545","19,826","1,552",942,"1,019","1,153",780,"2,968","1,269","1,377",772,"1,030",658,852,"1,489","1,591",775,841,758
2021,12,70,"17,281","8,869",389,869,719,381,506,773,410,460,799,696,"1,182",449,705,531,"8,412",593,361,498,531,396,"1,364",610,636,318,422,313,284,546,480,408,318,334
2021,12,80,"9,569","4,682",175,420,336,224,287,452,157,218,417,404,636,275,380,301,"4,887",297,182,295,311,271,765,318,389,220,331,198,134,270,311,266,150,179
2021,12,90,"1,748",801,39,77,44,29,43,57,46,43,60,97,108,37,58,63,947,60,41,50,58,54,135,60,54,23,61,31,40,55,66,65,41,53
2021,12,100,51,25,1,4,0,0,1,3,1,4,2,0,5,0,2,2,26,0,1,1,1,1,2,4,1,4,3,2,2,0,1,0,0,3
