년도,월,나이,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020,6,70,"12,767",647,481,"1,030",886,755,454,722,409,538,582,588,614,778,821,738,"1,384",603,737
2020,6,80,"4,090",187,141,349,325,279,164,193,145,203,180,251,189,234,248,283,372,159,188
2020,6,90,475,32,23,37,37,36,9,24,13,20,30,33,28,24,31,18,41,16,23
2020,6,100,56,1,1,5,6,9,2,4,8,1,2,0,6,1,0,2,1,4,3
2020,7,총,"204,766","10,174","8,889","15,020","15,422","15,619","5,694","15,760","7,717","10,412","9,213","9,821","8,172","9,628","10,519","10,843","21,558","11,394","8,911"
2020,7,0,"18,032",832,734,889,"1,625","1,305",324,"1,570","1,027","1,038",926,759,604,605,732,859,"2,282",838,"1,083"
2020,7,10,"23,058","1,009",870,"1,549","2,193","1,942",966,"1,793","1,349","1,467","1,125","1,314",731,868,"1,043","1,194","2,173",837,635
2020,7,20,"26,906","1,366","1,213","2,431","1,734","2,110",744,"1,979",683,"1,227","1,118","1,275","1,215","1,430","1,488","1,405","2,690","1,752","1,046"
2020,7,30,"29,873","1,682","1,790","2,426","1,695","2,193",409,"2,602",635,"1,159","1,217","1,072","1,383","1,498","1,451","1,629","3,319","2,378","1,335"
2020,7,40,"36,669","1,840","1,578","2,312","3,036","2,855",956,"3,358","1,704","2,057","1,624","1,761","1,321","1,459","1,540","1,930","3,834","1,968","1,536"
2020,7,50,"30,968","1,440","1,239","2,330","2,438","2,610","1,080","2,110","1,139","1,711","1,371","1,713","1,138","1,476","1,684","1,687","2,989","1,630","1,183"
2020,7,60,"21,800","1,136",819,"1,662","1,436","1,544",588,"1,395",596,970,"1,034","1,056",936,"1,248","1,482","1,096","2,461","1,206","1,135"
2020,7,70,"12,822",649,477,"1,028",901,744,453,728,412,556,583,588,621,781,823,741,"1,393",608,736
2020,7,80,"4,103",188,144,349,321,273,163,197,151,204,182,250,190,237,245,283,375,156,195
2020,7,90,477,31,23,38,37,34,9,24,13,22,31,33,27,25,31,17,41,17,24
2020,7,100,58,1,2,6,6,9,2,4,8,1,2,0,6,1,0,2,1,4,3
2020,8,총,"204,280","10,177","8,906","15,038","15,425","15,234","5,687","15,730","7,723","10,482","9,204","9,836","8,139","9,584","10,502","10,877","21,498","11,337","8,901"
2020,8,0,"17,923",822,735,886,"1,619","1,257",323,"1,557","1,026","1,050",917,762,603,596,726,871,"2,250",840,"1,083"
2020,8,10,"23,031","1,033",873,"1,548","2,189","1,910",978,"1,800","1,350","1,476","1,129","1,307",723,859,"1,029","1,191","2,171",823,642
2020,8,20,"26,812","1,366","1,208","2,444","1,743","2,043",737,"1,972",678,"1,220","1,110","1,270","1,217","1,441","1,495","1,423","2,680","1,734","1,031"
2020,8,30,"29,668","1,666","1,788","2,427","1,687","2,111",403,"2,572",637,"1,163","1,219","1,075","1,365","1,485","1,444","1,626","3,308","2,368","1,324"
2020,8,40,"36,560","1,839","1,592","2,294","3,026","2,791",956,"3,359","1,700","2,063","1,628","1,764","1,314","1,448","1,534","1,930","3,814","1,966","1,542"
2020,8,50,"30,972","1,449","1,237","2,350","2,449","2,560","1,079","2,116","1,145","1,734","1,364","1,716","1,142","1,466","1,677","1,694","2,998","1,614","1,182"
2020,8,60,"21,814","1,127",819,"1,660","1,446","1,511",590,"1,393",603,989,"1,035","1,065",934,"1,245","1,496","1,095","2,457","1,207","1,142"
2020,8,70,"12,832",656,480,"1,029",900,735,447,737,412,557,586,591,616,779,822,737,"1,402",613,733
2020,8,80,"4,126",187,149,357,323,273,163,196,150,205,182,253,194,237,246,289,376,151,195
2020,8,90,483,31,23,38,37,33,9,24,13,24,32,33,25,27,33,19,41,17,24
2020,8,100,59,1,2,5,6,10,2,4,9,1,2,0,6,1,0,2,1,4,3
2020,9,총,"203,686","10,134","8,966","15,242","15,387","14,611","5,686","15,706","7,713","10,533","9,187","9,841","8,141","9,569","10,455","10,862","21,463","11,320","8,870"
2020,9,0,"17,806",817,736,904,"1,609","1,221",319,"1,549","1,016","1,049",914,770,602,592,724,862,"2,216",830,"1,076"
2020,9,10,"22,999","1,033",887,"1,575","2,183","1,854",975,"1,800","1,352","1,482","1,131","1,302",720,857,"1,018","1,191","2,171",819,649
2020,9,20,"26,664","1,353","1,211","2,458","1,740","1,932",734,"1,972",678,"1,235","1,114","1,275","1,211","1,426","1,487","1,414","2,684","1,712","1,028"
2020,9,30,"29,482","1,654","1,786","2,471","1,667","1,997",406,"2,553",632,"1,164","1,189","1,085","1,358","1,482","1,441","1,621","3,306","2,363","1,307"
2020,9,40,"36,460","1,837","1,608","2,354","3,009","2,701",952,"3,349","1,698","2,069","1,633","1,744","1,305","1,450","1,517","1,932","3,801","1,962","1,539"
2020,9,50,"30,932","1,438","1,246","2,371","2,464","2,456","1,087","2,128","1,144","1,740","1,366","1,719","1,156","1,456","1,665","1,697","2,999","1,628","1,172"
2020,9,60,"21,839","1,125",834,"1,671","1,444","1,452",593,"1,388",609,"1,000","1,042","1,071",946,"1,253","1,496","1,097","2,463","1,213","1,142"
2020,9,70,"12,799",657,481,"1,031",902,694,442,737,411,564,579,584,615,787,826,734,"1,406",616,733
2020,9,80,"4,160",188,153,363,325,259,166,202,150,205,185,258,197,238,250,294,374,156,197
2020,9,90,486,31,22,39,38,35,10,24,14,24,32,33,25,27,31,18,42,17,24
2020,9,100,59,1,2,5,6,10,2,4,9,1,2,0,6,1,0,2,1,4,3
2020,10,총,"203,507","10,118","9,581","15,433","15,370","13,835","5,694","15,673","7,702","10,559","9,173","9,824","8,117","9,542","10,401","10,898","21,430","11,324","8,833"
2020,10,0,"17,732",805,809,932,"1,591","1,159",324,"1,547",996,"1,053",912,772,600,602,712,854,"2,186",819,"1,059"
2020,10,10,"23,052","1,023",952,"1,592","2,196","1,801",974,"1,810","1,356","1,494","1,128","1,299",713,839,"1,020","1,201","2,184",826,644
2020,10,20,"26,564","1,353","1,282","2,471","1,743","1,794",729,"1,955",675,"1,237","1,109","1,264","1,208","1,434","1,474","1,426","2,677","1,710","1,023"
2020,10,30,"29,298","1,658","1,854","2,526","1,649","1,829",403,"2,524",631,"1,152","1,179","1,083","1,348","1,475","1,423","1,622","3,278","2,371","1,293"
2020,10,40,"36,467","1,822","1,726","2,379","3,013","2,599",953,"3,339","1,706","2,065","1,631","1,754","1,304","1,441","1,505","1,937","3,801","1,946","1,546"
2020,10,50,"30,962","1,450","1,336","2,379","2,465","2,349","1,097","2,127","1,142","1,746","1,369","1,712","1,155","1,455","1,664","1,712","2,997","1,634","1,173"
2020,10,60,"21,915","1,128",919,"1,708","1,439","1,370",594,"1,393",611,"1,015","1,053","1,069",944,"1,250","1,496","1,092","2,471","1,219","1,144"
2020,10,70,"12,771",658,511,"1,033",901,648,438,738,411,565,577,580,618,779,824,739,"1,409",619,723
2020,10,80,"4,189",189,165,369,329,244,170,211,151,205,182,260,192,238,251,294,382,157,200
2020,10,90,496,31,25,39,38,32,10,25,14,26,31,31,29,27,32,19,44,18,25
2020,10,100,61,1,2,5,6,10,2,4,9,1,2,0,6,2,0,2,1,5,3
2020,11,총,"203,493","10,111","9,992","15,535","15,295","13,642","5,669","15,643","7,683","10,557","9,195","9,802","8,142","9,556","10,344","10,872","21,331","11,288","8,836"
2020,11,0,"17,606",798,852,940,"1,578","1,142",313,"1,545",978,"1,042",914,772,600,600,703,850,"2,136",805,"1,038"
2020,11,10,"23,077","1,011",987,"1,610","2,187","1,772",973,"1,811","1,366","1,501","1,122","1,289",717,843,"1,023","1,193","2,184",830,658
2020,11,20,"26,519","1,354","1,333","2,468","1,729","1,777",725,"1,941",669,"1,240","1,121","1,260","1,202","1,435","1,468","1,417","2,660","1,697","1,023"
2020,11,30,"29,217","1,665","1,910","2,557","1,628","1,782",402,"2,509",618,"1,145","1,179","1,078","1,363","1,473","1,407","1,612","3,252","2,361","1,276"
2020,11,40,"36,417","1,821","1,803","2,393","2,982","2,558",941,"3,326","1,695","2,049","1,626","1,756","1,303","1,454","1,497","1,936","3,787","1,925","1,565"
2020,11,50,"31,081","1,454","1,392","2,394","2,485","2,324","1,104","2,138","1,158","1,769","1,372","1,703","1,158","1,446","1,656","1,714","3,002","1,644","1,168"
2020,11,60,"21,979","1,129",961,"1,718","1,435","1,360",599,"1,392",613,"1,011","1,062","1,073",949,"1,260","1,490","1,086","2,468","1,222","1,151"
2020,11,70,"12,818",658,550,"1,038",897,643,432,741,410,568,585,578,619,780,813,746,"1,412",622,726
2020,11,80,"4,216",190,177,371,330,242,166,211,153,205,180,261,196,237,254,297,383,160,203
2020,11,90,501,30,25,41,38,32,12,25,14,26,31,32,29,26,33,19,46,17,25
2020,11,100,62,1,2,5,6,10,2,4,9,1,3,0,6,2,0,2,1,5,3
2020,12,총,"203,359","10,088","10,245","15,588","15,287","13,584","5,635","15,599","7,664","10,591","9,171","9,800","8,095","9,499","10,304","10,853","21,275","11,272","8,809"
2020,12,0,"17,490",799,883,940,"1,578","1,144",312,"1,533",983,"1,046",892,766,597,600,684,841,"2,087",791,"1,014"
2020,12,10,"23,120","1,008","1,019","1,619","2,183","1,762",964,"1,811","1,353","1,517","1,131","1,296",716,835,"1,025","1,197","2,206",817,661
2020,12,20,"26,439","1,353","1,369","2,466","1,739","1,767",720,"1,921",665,"1,231","1,113","1,253","1,190","1,420","1,457","1,409","2,642","1,709","1,015"
2020,12,30,"29,140","1,642","1,955","2,572","1,600","1,761",400,"2,491",607,"1,155","1,169","1,077","1,346","1,475","1,408","1,602","3,239","2,368","1,273"
2020,12,40,"36,364","1,827","1,840","2,396","2,974","2,545",924,"3,327","1,697","2,049","1,625","1,755","1,293","1,441","1,484","1,925","3,786","1,913","1,563"
2020,12,50,"31,100","1,453","1,425","2,412","2,490","2,320","1,104","2,133","1,150","1,768","1,374","1,708","1,147","1,435","1,652","1,713","2,998","1,644","1,174"
2020,12,60,"22,041","1,126",974,"1,723","1,443","1,355",600,"1,400",624,"1,020","1,062","1,073",950,"1,253","1,492","1,091","2,466","1,230","1,159"
2020,12,70,"12,850",659,566,"1,047",902,646,432,739,411,569,588,583,619,776,814,748,"1,415",619,717
2020,12,80,"4,241",190,185,367,333,240,165,215,151,207,183,257,202,236,256,306,387,159,202
2020,12,90,512,30,26,41,39,34,12,25,14,28,31,32,29,27,32,19,48,17,28
2020,12,100,62,1,3,5,6,10,2,4,9,1,3,0,6,1,0,2,1,5,3
2021,1,총,"203,097","10,030","10,416","15,625","15,274","13,548","5,593","15,571","7,667","10,596","9,155","9,789","8,107","9,457","10,207","10,854","21,196","11,244","8,768"
2021,1,0,"17,314",779,903,937,"1,570","1,132",298,"1,511",981,"1,045",885,766,591,593,680,828,"2,028",791,996
2021,1,10,"23,102","1,004","1,036","1,626","2,179","1,760",950,"1,812","1,366","1,501","1,130","1,291",714,827,"1,014","1,194","2,222",814,662
2021,1,20,"26,307","1,327","1,393","2,450","1,731","1,751",723,"1,911",655,"1,247","1,105","1,252","1,190","1,402","1,426","1,402","2,619","1,710","1,013"
2021,1,30,"29,087","1,644","1,972","2,606","1,593","1,754",400,"2,485",596,"1,161","1,160","1,081","1,351","1,460","1,395","1,595","3,228","2,347","1,259"
2021,1,40,"36,279","1,815","1,877","2,396","2,970","2,530",900,"3,319","1,705","2,030","1,631","1,745","1,293","1,441","1,464","1,924","3,782","1,905","1,552"
2021,1,50,"31,160","1,454","1,457","2,404","2,500","2,334","1,101","2,141","1,144","1,776","1,373","1,715","1,152","1,438","1,632","1,731","2,991","1,642","1,175"
2021,1,60,"22,088","1,122",981,"1,738","1,440","1,353",606,"1,400",627,"1,030","1,062","1,061",959,"1,245","1,487","1,104","2,480","1,235","1,158"
2021,1,70,"12,908",658,577,"1,054",906,653,430,748,417,573,589,590,617,786,816,745,"1,404",623,722
2021,1,80,"4,279",196,190,369,340,236,170,215,153,205,187,257,206,237,260,310,390,156,202
2021,1,90,511,30,27,40,39,35,13,25,14,27,30,31,28,27,33,19,51,16,26
2021,1,100,62,1,3,5,6,10,2,4,9,1,3,0,6,1,0,2,1,5,3
2021,2,총,"202,692","10,048","10,540","15,657","15,264","13,452","5,564","15,553","7,670","10,618","9,140","9,775","8,040","9,429","10,142","10,820","21,061","11,189","8,730"
2021,2,0,"17,237",769,930,933,"1,585","1,128",291,"1,529",978,"1,044",876,767,585,593,667,820,"1,989",776,977
2021,2,10,"23,083","1,010","1,055","1,641","2,171","1,743",944,"1,804","1,382","1,514","1,134","1,282",706,813,"1,009","1,193","2,204",808,670
2021,2,20,"26,129","1,330","1,388","2,431","1,731","1,731",720,"1,859",653,"1,245","1,103","1,259","1,173","1,402","1,403","1,395","2,624","1,680","1,002"
2021,2,30,"28,859","1,630","1,985","2,608","1,556","1,736",394,"2,498",585,"1,156","1,143","1,063","1,331","1,449","1,376","1,587","3,183","2,342","1,237"
2021,2,40,"36,294","1,830","1,917","2,425","2,971","2,491",882,"3,302","1,702","2,041","1,634","1,745","1,289","1,446","1,466","1,926","3,770","1,895","1,562"
2021,2,50,"31,175","1,460","1,479","2,404","2,508","2,337","1,111","2,163","1,154","1,787","1,380","1,714","1,137","1,427","1,613","1,719","2,972","1,646","1,164"
2021,2,60,"22,104","1,130",985,"1,745","1,443","1,358",601,"1,400",622,"1,021","1,061","1,063",961,"1,243","1,495","1,100","2,468","1,248","1,160"
2021,2,70,"12,913",658,580,"1,059",904,650,429,752,420,575,592,597,611,781,813,743,"1,410",612,727
2021,2,80,"4,324",199,192,366,348,233,175,217,151,208,184,254,214,248,266,316,389,162,202
2021,2,90,512,31,26,40,41,35,15,25,14,26,30,31,27,26,34,19,51,15,26
2021,2,100,62,1,3,5,6,10,2,4,9,1,3,0,6,1,0,2,1,5,3
2021,3,총,"201,619","10,035","10,515","15,590","15,183","13,347","5,431","15,540","7,605","10,613","9,079","9,753","7,992","9,339","9,928","10,803","21,000","11,137","8,729"
2021,3,0,"17,125",770,933,927,"1,576","1,113",282,"1,507",969,"1,036",878,772,579,582,658,829,"1,966",778,970
2021,3,10,"22,966","1,001","1,053","1,626","2,169","1,742",932,"1,803","1,379","1,511","1,118","1,272",709,802,977,"1,201","2,207",792,672
2021,3,20,"26,063","1,341","1,403","2,432","1,721","1,714",712,"1,870",658,"1,246","1,091","1,253","1,166","1,385","1,388","1,381","2,621","1,679","1,002"
2021,3,30,"28,625","1,634","1,962","2,594","1,526","1,713",373,"2,484",576,"1,149","1,147","1,055","1,323","1,440","1,339","1,574","3,180","2,319","1,237"
2021,3,40,"35,963","1,818","1,919","2,405","2,949","2,457",856,"3,291","1,672","2,033","1,618","1,737","1,276","1,429","1,417","1,914","3,732","1,890","1,550"
2021,3,50,"31,139","1,460","1,465","2,412","2,507","2,344","1,083","2,184","1,152","1,800","1,365","1,728","1,134","1,410","1,589","1,732","2,963","1,654","1,157"
2021,3,60,"22,072","1,126",987,"1,737","1,439","1,342",599,"1,402",628,"1,026","1,058","1,064",954,"1,251","1,463","1,099","2,486","1,239","1,172"
2021,3,70,"12,838",654,582,"1,060",900,645,418,756,411,575,595,583,613,775,804,737,"1,399",604,727
2021,3,80,"4,312",202,186,356,349,236,160,220,146,209,182,257,211,241,264,320,393,165,215
2021,3,90,478,29,22,37,41,33,15,23,9,27,26,32,23,23,29,16,52,16,25
2021,3,100,38,0,3,4,6,8,1,0,5,1,1,0,4,1,0,0,1,1,2
2021,4,총,"201,075","10,001","10,536","15,645","15,156","13,294","5,402","15,520","7,578","10,610","9,049","9,717","7,974","9,304","9,773","10,768","20,938","11,105","8,705"
2021,4,0,"16,947",770,922,920,"1,575","1,095",273,"1,489",964,"1,031",870,754,577,575,651,809,"1,940",772,960
2021,4,10,"22,903",997,"1,057","1,618","2,165","1,737",921,"1,804","1,370","1,509","1,111","1,281",699,804,964,"1,197","2,201",795,673
2021,4,20,"26,004","1,336","1,402","2,472","1,719","1,707",714,"1,862",657,"1,247","1,090","1,245","1,158","1,385","1,342","1,376","2,614","1,680",998
2021,4,30,"28,497","1,636","1,968","2,611","1,505","1,708",374,"2,481",566,"1,141","1,122","1,049","1,330","1,423","1,338","1,572","3,158","2,283","1,232"
2021,4,40,"35,834","1,806","1,930","2,394","2,937","2,439",849,"3,283","1,661","2,026","1,628","1,733","1,276","1,423","1,386","1,906","3,719","1,895","1,543"
2021,4,50,"31,100","1,447","1,475","2,418","2,512","2,338","1,081","2,193","1,163","1,803","1,366","1,719","1,128","1,397","1,563","1,732","2,955","1,652","1,158"
2021,4,60,"22,120","1,132",989,"1,756","1,444","1,349",594,"1,412",624,"1,024","1,059","1,058",955,"1,258","1,447","1,108","2,505","1,236","1,170"
2021,4,70,"12,798",647,580,"1,054",896,639,416,751,410,590,590,586,608,773,788,733,"1,401",611,725
2021,4,80,"4,354",203,189,361,356,240,164,222,150,212,184,260,215,241,264,319,390,165,219
2021,4,90,479,27,21,37,41,34,15,22,8,26,28,32,24,24,30,16,54,15,25
2021,4,100,39,0,3,4,6,8,1,1,5,1,1,0,4,1,0,0,1,1,2
2021,5,총,"200,485","9,987","10,509","15,641","15,154","13,184","5,331","15,574","7,544","10,594","9,016","9,661","7,965","9,310","9,560","10,772","20,901","11,092","8,690"
2021,5,0,"16,813",761,921,906,"1,573","1,086",265,"1,479",954,"1,019",861,747,566,576,648,806,"1,913",764,968
2021,5,10,"22,882",996,"1,046","1,611","2,160","1,736",897,"1,817","1,373","1,509","1,119","1,276",704,811,941,"1,204","2,208",796,678
2021,5,20,"25,860","1,332","1,397","2,487","1,717","1,678",713,"1,863",643,"1,246","1,076","1,240","1,145","1,383","1,296","1,377","2,599","1,679",989
2021,5,30,"28,313","1,632","1,956","2,605","1,502","1,674",365,"2,482",562,"1,138","1,112","1,032","1,340","1,410","1,296","1,556","3,154","2,278","1,219"
2021,5,40,"35,688","1,812","1,919","2,387","2,926","2,420",830,"3,293","1,656","2,019","1,623","1,712","1,271","1,414","1,367","1,901","3,708","1,875","1,555"
2021,5,50,"31,107","1,452","1,473","2,415","2,521","2,329","1,071","2,208","1,159","1,800","1,359","1,734","1,130","1,406","1,521","1,747","2,962","1,668","1,152"
2021,5,60,"22,207","1,131",999,"1,775","1,451","1,359",593,"1,432",625,"1,035","1,064","1,058",953,"1,273","1,421","1,114","2,519","1,242","1,163"
2021,5,70,"12,736",637,580,"1,051",896,636,416,749,409,587,591,578,606,768,776,729,"1,395",609,723
2021,5,80,"4,374",206,194,364,364,230,164,226,152,213,183,253,221,244,265,321,390,165,219
2021,5,90,475,28,21,36,41,33,16,24,7,27,27,31,25,24,29,16,52,15,23
2021,5,100,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021,6,총,"200,163","10,005","10,567","15,672","15,149","13,078","4,969","15,992","7,537","10,611","8,988","9,634","7,978","9,291","9,326","10,756","20,875","11,072","8,663"
2021,6,0,"16,743",753,921,908,"1,568","1,072",247,"1,552",937,"1,016",844,738,563,572,644,802,"1,890",757,959
2021,6,10,"22,845","1,001","1,048","1,610","2,155","1,715",840,"1,839","1,382","1,516","1,120","1,270",708,814,919,"1,206","2,220",797,685
2021,6,20,"25,822","1,343","1,388","2,502","1,729","1,669",652,"1,900",650,"1,247","1,084","1,239","1,157","1,378","1,250","1,375","2,604","1,667",988
2021,6,30,"28,141","1,635","1,971","2,611","1,490","1,647",340,"2,528",555,"1,127","1,096","1,017","1,339","1,399","1,245","1,543","3,113","2,278","1,207"
2021,6,40,"35,638","1,811","1,943","2,384","2,910","2,399",772,"3,378","1,642","2,020","1,614","1,707","1,266","1,411","1,353","1,906","3,710","1,860","1,552"
2021,6,50,"31,072","1,452","1,477","2,421","2,531","2,326","1,012","2,282","1,164","1,806","1,361","1,742","1,124","1,402","1,466","1,732","2,968","1,668","1,138"
2021,6,60,"22,278","1,135","1,020","1,781","1,457","1,356",561,"1,479",632,"1,043","1,062","1,055",959,"1,274","1,391","1,118","2,523","1,259","1,173"
2021,6,70,"12,711",637,576,"1,055",897,628,373,779,408,591,592,580,607,768,765,730,"1,403",607,715
2021,6,80,"4,408",209,199,363,366,230,156,230,156,216,187,255,226,248,264,326,390,164,223
2021,6,90,475,29,21,33,43,33,15,24,7,28,27,31,25,24,29,17,53,14,22
2021,6,100,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021,7,총,"200,107","9,965","11,362","15,664","15,093","12,959","4,235","16,426","7,520","10,602","8,942","9,637","7,963","9,274","9,209","10,746","20,815","11,060","8,635"
