년도,월,나이,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2020,4,20,"30,300",977,"1,026","1,132","2,430","1,397",512,"3,383","2,260","1,374","1,706","1,791","2,147","1,276",629,936,"1,330","1,459",860,"1,574","1,119",982
2020,4,30,"30,535","1,183","1,318","1,277","1,073","1,564",515,"3,283","1,789","1,228","2,043","2,384","2,490","1,225",551,920,"1,357","1,967",806,"1,435","1,034","1,093"
2020,4,40,"33,886","1,223","1,101","1,314","1,261","1,410",629,"4,312","2,803","1,557","1,964","2,233","1,732","1,410",781,"1,076","1,468","2,092","1,063","1,700","1,174","1,583"
2020,4,50,"34,078","1,212","1,128","1,445","1,392","1,357",740,"3,837","2,833","1,666","1,903","2,170","1,586","1,627",791,"1,268","1,573","1,716","1,128","1,937","1,318","1,451"
2020,4,60,"25,865",968,896,"1,160","1,176","1,078",666,"2,462","1,971","1,242","1,438","1,784","1,035","1,381",666,"1,182","1,198","1,257",993,"1,403","1,129",780
2020,4,70,"13,924",512,438,735,798,670,405,"1,207",959,714,799,836,435,832,397,763,628,663,539,693,555,346
2020,4,80,"4,475",166,164,216,261,173,168,358,294,215,270,269,138,270,113,254,203,246,199,228,160,110
2020,4,90,429,22,11,33,25,21,21,32,27,24,30,20,9,23,15,16,21,18,18,21,19,3
2020,4,100,48,0,3,0,3,4,3,0,4,5,1,5,2,2,2,3,3,3,3,0,1,1
2020,5,총,"204,875","7,386","7,092","8,611","9,303","9,162","3,995","23,896","15,930","9,622","11,839","13,672","10,835","9,183","4,566","7,128","8,848","11,486","6,484","10,693","7,786","7,358"
2020,5,0,"14,498",594,555,554,361,723,154,"2,272","1,198",630,909,"1,101",758,526,271,316,435,"1,114",314,723,608,382
2020,5,10,"16,743",499,440,748,526,762,195,"2,560","1,837",971,794,"1,074",470,631,349,439,627,968,547,996,678,632
2020,5,20,"30,332",972,"1,026","1,128","2,436","1,383",516,"3,454","2,257","1,377","1,700","1,795","2,161","1,273",623,933,"1,335","1,456",867,"1,567","1,107",966
2020,5,30,"30,469","1,195","1,325","1,263","1,061","1,568",506,"3,336","1,768","1,232","2,018","2,384","2,492","1,216",555,915,"1,344","1,935",804,"1,421","1,040","1,091"
2020,5,40,"33,831","1,223","1,100","1,313","1,257","1,411",626,"4,321","2,782","1,540","1,964","2,241","1,741","1,403",772,"1,055","1,463","2,113","1,055","1,704","1,172","1,575"
2020,5,50,"34,084","1,215","1,128","1,454","1,388","1,368",735,"3,850","2,826","1,661","1,910","2,165","1,589","1,622",798,"1,269","1,569","1,707","1,130","1,930","1,312","1,458"
2020,5,60,"25,935",983,898,"1,163","1,173","1,079",663,"2,487","1,974","1,246","1,432","1,788","1,036","1,377",673,"1,168","1,212","1,261","1,006","1,398","1,130",788
2020,5,70,"14,020",519,438,738,814,672,406,"1,221",963,720,808,832,440,838,395,764,637,662,542,699,561,351
2020,5,80,"4,485",163,168,217,259,171,171,360,294,215,274,268,136,272,112,252,201,250,199,234,158,111
2020,5,90,430,23,11,33,25,21,20,35,27,25,29,20,10,23,16,14,22,17,16,21,19,3
2020,5,100,48,0,3,0,3,4,3,0,4,5,1,4,2,2,2,3,3,3,4,0,1,1
2020,6,총,"204,638","7,418","7,104","8,608","9,262","9,158","3,984","24,004","15,859","9,597","11,822","13,640","10,856","9,121","4,557","7,119","8,828","11,446","6,468","10,660","7,771","7,356"
2020,6,0,"14,399",589,556,532,357,729,154,"2,276","1,176",623,910,"1,104",744,520,274,318,434,"1,101",315,708,606,373
2020,6,10,"16,668",494,447,753,517,755,196,"2,552","1,828",955,792,"1,057",467,630,349,444,626,962,549,997,677,621
2020,6,20,"30,334",985,"1,024","1,136","2,420","1,384",514,"3,524","2,250","1,374","1,688","1,799","2,163","1,264",612,929,"1,316","1,459",865,"1,555","1,103",970
2020,6,30,"30,340","1,199","1,318","1,243","1,060","1,565",510,"3,343","1,753","1,226","1,997","2,380","2,498","1,202",557,898,"1,337","1,927",797,"1,405","1,033","1,092"
2020,6,40,"33,755","1,223","1,110","1,321","1,244","1,406",621,"4,332","2,766","1,544","1,950","2,224","1,746","1,391",769,"1,061","1,467","2,092","1,039","1,708","1,168","1,573"
2020,6,50,"34,021","1,229","1,126","1,464","1,379","1,365",720,"3,854","2,817","1,662","1,917","2,162","1,599","1,609",789,"1,257","1,557","1,709","1,131","1,909","1,302","1,464"
2020,6,60,"26,078",990,902,"1,170","1,181","1,082",669,"2,505","1,981","1,245","1,446","1,790","1,044","1,372",684,"1,182","1,223","1,260","1,002","1,410","1,146",794
2020,6,70,"14,077",521,441,741,818,672,406,"1,224",964,722,818,832,446,839,393,764,643,663,547,713,557,353
2020,6,80,"4,482",165,167,217,258,174,169,360,290,216,273,268,137,269,112,249,199,253,202,234,159,111
2020,6,90,435,22,10,31,25,22,22,34,30,25,30,20,10,23,16,14,23,17,17,21,19,4
2020,6,100,49,1,3,0,3,4,3,0,4,5,1,4,2,2,2,3,3,3,4,0,1,1
2020,7,총,"204,272","7,413","7,127","8,662","9,224","9,135","3,984","24,066","15,785","9,543","11,774","13,633","10,830","8,993","4,586","7,122","8,809","11,422","6,449","10,613","7,744","7,358"
2020,7,0,"14,267",586,560,532,349,726,154,"2,252","1,150",616,904,"1,103",729,513,271,319,435,"1,088",317,694,597,372
2020,7,10,"16,602",486,444,763,509,758,197,"2,562","1,842",948,775,"1,053",465,622,350,441,613,951,546,987,679,611
2020,7,20,"30,299",992,"1,021","1,156","2,397","1,365",514,"3,563","2,238","1,352","1,697","1,795","2,147","1,237",641,931,"1,319","1,467",864,"1,549","1,087",967
2020,7,30,"30,219","1,197","1,322","1,237","1,063","1,551",508,"3,358","1,735","1,203","1,974","2,393","2,490","1,185",569,899,"1,328","1,910",790,"1,392","1,026","1,089"
2020,7,40,"33,662","1,227","1,110","1,325","1,245","1,404",622,"4,331","2,752","1,537","1,940","2,217","1,759","1,367",755,"1,057","1,460","2,086","1,035","1,703","1,165","1,565"
2020,7,50,"33,994","1,223","1,131","1,476","1,376","1,371",721,"3,883","2,804","1,663","1,912","2,149","1,593","1,583",791,"1,255","1,548","1,711","1,120","1,898","1,302","1,484"
2020,7,60,"26,133",988,910,"1,177","1,180","1,080",667,"2,500","1,980","1,251","1,444","1,793","1,041","1,365",688,"1,188","1,238","1,272","1,005","1,415","1,152",799
2020,7,70,"14,105",522,447,751,815,676,408,"1,222",963,729,818,836,455,831,389,764,638,665,547,720,553,356
2020,7,80,"4,500",168,168,214,262,178,167,361,285,215,278,271,140,264,114,251,203,251,203,234,163,110
2020,7,90,443,23,11,31,25,22,23,34,32,24,31,19,9,24,16,14,24,18,19,21,19,4
2020,7,100,48,1,3,0,3,4,3,0,4,5,1,4,2,2,2,3,3,3,3,0,1,1
2020,8,총,"203,663","7,403","7,187","8,648","9,204","9,105","3,978","23,998","15,665","9,503","11,728","13,623","10,827","8,832","4,611","7,086","8,804","11,381","6,415","10,593","7,704","7,368"
2020,8,0,"14,115",583,570,534,344,727,160,"2,213","1,132",607,896,"1,101",728,492,269,310,434,"1,069",309,685,581,371
2020,8,10,"16,473",485,447,763,502,747,195,"2,547","1,835",942,765,"1,053",456,603,348,434,603,944,543,979,674,608
2020,8,20,"30,270",987,"1,036","1,154","2,410","1,349",505,"3,564","2,218","1,347","1,683","1,790","2,152","1,218",669,924,"1,326","1,478",861,"1,553","1,080",966
2020,8,30,"29,971","1,197","1,324","1,223","1,051","1,548",506,"3,344","1,695","1,181","1,938","2,385","2,468","1,165",576,896,"1,340","1,884",785,"1,381",998,"1,086"
2020,8,40,"33,594","1,223","1,132","1,338","1,239","1,397",620,"4,305","2,731","1,522","1,937","2,230","1,772","1,337",756,"1,055","1,447","2,094","1,027","1,693","1,171","1,568"
2020,8,50,"33,902","1,225","1,136","1,466","1,382","1,375",712,"3,879","2,797","1,659","1,905","2,120","1,596","1,564",789,"1,241","1,553","1,694","1,117","1,899","1,305","1,488"
2020,8,60,"26,208",986,911,"1,169","1,182","1,084",671,"2,513","1,972","1,259","1,473","1,809","1,048","1,353",687,"1,190","1,235","1,275","1,001","1,425","1,158",807
2020,8,70,"14,107",524,450,749,809,673,416,"1,231",964,737,821,836,452,812,387,766,638,666,548,719,552,357
2020,8,80,"4,528",169,167,222,258,180,167,367,286,220,277,276,144,262,112,251,202,254,201,237,164,112
2020,8,90,449,24,11,30,25,21,23,35,31,24,32,19,9,24,16,16,23,20,20,22,20,4
2020,8,100,46,0,3,0,2,4,3,0,4,5,1,4,2,2,2,3,3,3,3,0,1,1
2020,9,총,"203,233","7,434","7,234","8,577","9,222","9,124","3,964","24,007","15,609","9,447","11,691","13,602","10,832","8,658","4,609","7,072","8,802","11,371","6,387","10,561","7,661","7,369"
2020,9,0,"14,041",576,575,529,344,729,155,"2,200","1,120",598,895,"1,080",725,483,267,310,436,"1,079",304,690,576,370
2020,9,10,"16,370",491,452,743,492,744,194,"2,531","1,820",931,761,"1,057",457,591,351,432,601,944,540,973,663,602
2020,9,20,"30,223",997,"1,044","1,151","2,442","1,347",498,"3,571","2,213","1,339","1,684","1,792","2,140","1,181",684,928,"1,308","1,457",856,"1,540","1,075",976
2020,9,30,"29,853","1,204","1,322","1,215","1,047","1,573",501,"3,332","1,691","1,157","1,935","2,365","2,456","1,141",568,891,"1,344","1,889",773,"1,370",990,"1,089"
2020,9,40,"33,466","1,225","1,134","1,334","1,235","1,376",617,"4,300","2,710","1,523","1,927","2,222","1,793","1,317",748,"1,047","1,443","2,086","1,016","1,682","1,163","1,568"
2020,9,50,"33,813","1,223","1,156","1,439","1,376","1,381",708,"3,902","2,794","1,652","1,889","2,119","1,583","1,524",785,"1,242","1,559","1,689","1,113","1,893","1,307","1,479"
2020,9,60,"26,337",998,916,"1,177","1,184","1,091",675,"2,537","1,980","1,262","1,474","1,822","1,065","1,344",688,"1,185","1,241","1,284","1,019","1,437","1,148",810
2020,9,70,"14,072",525,449,744,810,679,421,"1,223",960,731,811,842,456,794,389,765,640,667,543,716,550,357
2020,9,80,"4,557",171,172,215,262,179,167,379,287,226,278,279,145,258,110,252,205,254,200,238,167,113
2020,9,90,456,24,11,30,28,21,25,32,30,23,36,20,10,23,17,17,23,19,20,22,21,4
2020,9,100,45,0,3,0,2,4,3,0,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2020,10,총,"202,816","7,453","7,214","8,496","9,231","9,106","3,957","23,997","15,580","9,399","11,685","13,596","10,811","8,568","4,596","7,042","8,784","11,349","6,369","10,546","7,642","7,395"
2020,10,0,"13,882",572,571,523,333,726,156,"2,185","1,102",587,893,"1,081",712,467,256,303,422,"1,082",293,675,572,371
2020,10,10,"16,288",494,442,736,495,738,191,"2,526","1,829",914,758,"1,053",457,589,352,427,595,942,531,962,663,594
2020,10,20,"30,135","1,011","1,039","1,141","2,448","1,333",498,"3,583","2,206","1,325","1,690","1,786","2,119","1,160",678,920,"1,299","1,450",849,"1,547","1,066",987
2020,10,30,"29,757","1,206","1,315","1,200","1,048","1,564",500,"3,317","1,687","1,151","1,927","2,362","2,453","1,134",562,890,"1,347","1,875",766,"1,375",983,"1,095"
2020,10,40,"33,411","1,216","1,130","1,325","1,231","1,369",612,"4,294","2,697","1,510","1,943","2,231","1,799","1,302",751,"1,040","1,441","2,095","1,022","1,673","1,162","1,568"
2020,10,50,"33,743","1,233","1,156","1,425","1,372","1,385",700,"3,905","2,794","1,646","1,881","2,123","1,573","1,517",787,"1,232","1,555","1,679","1,112","1,879","1,307","1,482"
2020,10,60,"26,410",995,925,"1,161","1,196","1,098",676,"2,542","1,972","1,274","1,477","1,820","1,082","1,331",688,"1,191","1,251","1,284","1,022","1,461","1,145",819
2020,10,70,"14,088",526,452,734,812,688,428,"1,227",972,732,803,833,456,788,390,760,641,670,547,718,556,355
2020,10,80,"4,600",176,171,222,265,179,169,386,288,233,278,280,148,254,113,260,208,253,202,232,166,117
2020,10,90,457,24,10,29,29,22,24,32,29,22,34,23,10,24,17,16,23,16,22,24,21,6
2020,10,100,45,0,3,0,2,4,3,0,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2020,11,총,"202,669","7,472","7,221","8,418","9,234","9,071","3,960","24,028","15,547","9,366","11,688","13,764","10,805","8,526","4,574","7,040","8,771","11,296","6,346","10,516","7,633","7,393"
2020,11,0,"13,807",566,569,517,335,715,155,"2,185","1,088",576,878,"1,112",712,455,247,306,418,"1,083",291,664,573,362
2020,11,10,"16,253",490,436,730,487,734,184,"2,534","1,834",903,767,"1,067",455,584,354,423,590,934,526,962,663,596
2020,11,20,"30,116","1,026","1,025","1,135","2,474","1,334",505,"3,581","2,191","1,321","1,690","1,793","2,100","1,169",671,930,"1,293","1,444",839,"1,544","1,065",986
2020,11,30,"29,681","1,212","1,319","1,182","1,045","1,554",502,"3,308","1,668","1,151","1,912","2,403","2,455","1,131",562,882,"1,361","1,865",753,"1,349",981,"1,086"
2020,11,40,"33,410","1,224","1,138","1,321","1,220","1,353",610,"4,297","2,696","1,493","1,947","2,276","1,804","1,295",746,"1,044","1,436","2,082","1,021","1,680","1,154","1,573"
2020,11,50,"33,688","1,237","1,152","1,407","1,357","1,391",705,"3,910","2,805","1,656","1,880","2,141","1,568","1,501",781,"1,227","1,547","1,664","1,104","1,868","1,305","1,482"
2020,11,60,"26,488",993,939,"1,156","1,201","1,100",678,"2,563","1,966","1,279","1,485","1,823","1,097","1,324",689,"1,192","1,248","1,288","1,036","1,460","1,148",823
2020,11,70,"14,113",523,461,725,814,684,426,"1,223",977,730,813,843,452,790,391,760,645,665,542,731,557,361
2020,11,80,"4,607",178,169,215,270,180,167,396,290,231,280,280,150,250,114,254,208,251,208,234,165,117
2020,11,90,459,23,10,30,28,22,25,30,28,21,35,22,10,25,17,19,23,17,23,24,21,6
2020,11,100,47,0,3,0,3,4,3,1,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2020,12,총,"203,638","7,489","7,200","8,324","9,226","9,054","3,952","23,958","15,512","9,341","11,605","15,394","10,794","8,484","4,557","7,011","8,730","11,189","6,295","10,495","7,621","7,407"
2020,12,0,"13,912",574,554,517,325,705,143,"2,166","1,076",564,860,"1,393",689,440,243,309,411,"1,058",293,661,569,362
2020,12,10,"16,284",484,432,722,484,727,184,"2,498","1,838",897,761,"1,201",458,582,353,422,575,925,518,960,662,601
2020,12,20,"30,262","1,040","1,038","1,118","2,488","1,332",518,"3,586","2,191","1,322","1,680","1,933","2,111","1,169",663,930,"1,287","1,428",829,"1,547","1,064",988
2020,12,30,"29,925","1,222","1,299","1,167","1,040","1,539",503,"3,298","1,637","1,142","1,875","2,855","2,457","1,120",560,862,"1,356","1,839",734,"1,334",990,"1,096"
2020,12,40,"33,593","1,215","1,135","1,306","1,215","1,351",601,"4,288","2,695","1,479","1,929","2,630","1,787","1,289",732,"1,040","1,424","2,061","1,008","1,681","1,151","1,576"
2020,12,50,"33,718","1,236","1,157","1,396","1,347","1,400",706,"3,894","2,799","1,665","1,884","2,254","1,580","1,485",787,"1,226","1,534","1,663","1,097","1,856","1,291","1,461"
2020,12,60,"26,658",990,938,"1,146","1,209","1,106",679,"2,574","1,980","1,283","1,479","1,939","1,100","1,336",695,"1,176","1,258","1,285","1,036","1,464","1,150",835
2020,12,70,"14,151",525,458,710,813,688,426,"1,227",970,726,822,879,449,787,393,764,648,662,547,733,562,362
2020,12,80,"4,625",180,175,211,274,181,165,395,296,236,279,286,150,249,110,260,211,248,205,235,160,119
2020,12,90,463,23,11,31,28,21,24,31,26,22,35,20,11,25,19,19,24,17,25,24,21,6
2020,12,100,47,0,3,0,3,4,3,1,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2021,1,총,"203,854","7,479","7,238","8,308","9,188","9,046","3,966","23,963","15,467","9,312","11,599","15,953","10,786","8,457","4,551","6,969","8,714","11,108","6,291","10,460","7,588","7,411"
2021,1,0,"13,864",563,570,516,323,697,142,"2,155","1,064",548,859,"1,504",676,442,238,306,400,"1,017",286,640,563,355
2021,1,10,"16,306",485,429,717,465,722,183,"2,505","1,829",895,759,"1,268",459,578,356,422,570,914,518,954,665,613
2021,1,20,"30,097","1,025","1,048","1,110","2,463","1,329",525,"3,571","2,169","1,312","1,664","1,955","2,109","1,158",649,918,"1,264","1,425",828,"1,526","1,061",988
2021,1,30,"30,009","1,222","1,307","1,180","1,049","1,523",496,"3,290","1,643","1,137","1,873","2,994","2,444","1,115",560,845,"1,383","1,821",732,"1,341",981,"1,073"
2021,1,40,"33,630","1,218","1,137","1,301","1,206","1,356",610,"4,285","2,669","1,467","1,932","2,754","1,783","1,288",727,"1,036","1,407","2,044",998,"1,679","1,141","1,592"
2021,1,50,"33,723","1,235","1,157","1,383","1,349","1,400",705,"3,896","2,789","1,670","1,892","2,297","1,588","1,475",791,"1,227","1,534","1,650","1,104","1,845","1,274","1,462"
2021,1,60,"26,828","1,001",935,"1,158","1,207","1,119",685,"2,607","1,991","1,285","1,478","1,971","1,107","1,336",701,"1,168","1,271","1,295","1,039","1,474","1,160",840
2021,1,70,"14,198",527,466,703,810,693,430,"1,221",978,730,822,897,456,784,395,763,643,667,550,741,559,363
2021,1,80,"4,685",180,175,208,284,182,164,400,304,239,285,290,151,254,113,260,217,254,208,236,163,118
2021,1,90,467,23,11,32,29,21,23,32,27,24,34,19,11,25,19,21,23,18,25,24,20,6
2021,1,100,47,0,3,0,3,4,3,1,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2021,2,총,"204,002","7,469","7,270","8,318","9,237","9,050","3,962","23,925","15,411","9,311","11,597","16,264","10,758","8,419","4,535","6,962","8,725","11,077","6,286","10,418","7,577","7,431"
2021,2,0,"13,862",562,579,526,324,686,145,"2,130","1,056",542,853,"1,559",666,443,233,305,400,"1,012",289,626,560,366
2021,2,10,"16,292",475,428,702,488,722,176,"2,523","1,819",895,747,"1,292",456,575,356,425,569,905,517,951,664,607
2021,2,20,"30,024","1,037","1,060","1,122","2,471","1,343",525,"3,538","2,148","1,301","1,655","1,984","2,085","1,139",646,908,"1,257","1,421",817,"1,515","1,055",997
2021,2,30,"29,983","1,216","1,306","1,180","1,064","1,509",505,"3,278","1,619","1,142","1,876","3,059","2,432","1,094",553,854,"1,383","1,792",727,"1,348",979,"1,067"
2021,2,40,"33,649","1,203","1,149","1,300","1,204","1,365",588,"4,273","2,671","1,468","1,926","2,810","1,801","1,286",726,"1,037","1,415","2,044","1,000","1,661","1,141","1,581"
2021,2,50,"33,722","1,240","1,152","1,380","1,331","1,389",721,"3,887","2,777","1,673","1,908","2,328","1,583","1,472",790,"1,214","1,540","1,654","1,111","1,835","1,269","1,468"
2021,2,60,"27,002","1,001",935,"1,167","1,218","1,132",682,"2,634","2,009","1,288","1,483","2,010","1,113","1,340",703,"1,173","1,271","1,303","1,041","1,484","1,165",850
2021,2,70,"14,217",529,471,700,812,692,431,"1,223",971,728,826,908,459,786,395,756,645,672,550,735,559,369
2021,2,80,"4,731",182,177,211,292,186,163,405,311,243,287,290,152,256,111,266,220,252,205,239,164,119
2021,2,90,472,23,10,30,30,22,23,33,26,26,35,20,9,26,20,21,23,19,26,24,20,6
2021,2,100,48,1,3,0,3,4,3,1,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2021,3,총,"203,664","7,454","7,252","8,286","9,259","9,016","3,896","23,880","15,357","9,302","11,592","16,385","10,783","8,387","4,515","6,945","8,670","11,075","6,223","10,406","7,532","7,449"
2021,3,0,"13,830",561,581,527,325,679,143,"2,107","1,056",538,851,"1,584",670,440,232,293,395,"1,009",289,623,550,377
2021,3,10,"16,273",479,429,691,498,717,171,"2,537","1,815",901,751,"1,298",450,572,360,427,562,901,513,950,661,590
2021,3,20,"29,993","1,031","1,062","1,132","2,492","1,328",521,"3,515","2,157","1,298","1,659","1,998","2,084","1,136",632,898,"1,246","1,433",814,"1,501","1,042","1,014"
2021,3,30,"29,892","1,217","1,303","1,180","1,070","1,500",513,"3,261","1,605","1,140","1,880","3,077","2,446","1,083",545,851,"1,370","1,775",716,"1,343",961,"1,056"
2021,3,40,"33,575","1,208","1,147","1,283","1,190","1,357",568,"4,267","2,647","1,467","1,916","2,831","1,806","1,285",726,"1,046","1,417","2,039",982,"1,657","1,138","1,598"
2021,3,50,"33,624","1,225","1,153","1,369","1,336","1,399",716,"3,872","2,765","1,672","1,893","2,329","1,591","1,465",784,"1,221","1,535","1,656","1,081","1,845","1,257","1,460"
2021,3,60,"27,089",990,936,"1,170","1,225","1,121",661,"2,652","2,010","1,290","1,498","2,038","1,117","1,344",705,"1,169","1,269","1,317","1,049","1,485","1,181",862
2021,3,70,"14,177",531,462,693,805,699,419,"1,229",968,731,821,909,458,781,396,756,634,674,549,736,558,368
2021,3,80,"4,732",187,170,210,290,190,165,408,310,237,290,298,150,256,113,263,219,252,204,241,163,116
2021,3,90,454,24,9,31,28,22,18,32,21,27,33,19,9,25,20,20,21,18,25,25,20,7
2021,3,100,25,1,0,0,0,4,1,0,3,1,0,4,2,0,2,1,2,1,1,0,1,1
2021,4,총,"203,495","7,464","7,254","8,290","9,275","8,993","3,869","23,824","15,333","9,254","11,590","16,472","10,779","8,381","4,493","6,938","8,652","11,078","6,182","10,390","7,522","7,462"
2021,4,0,"13,701",561,577,530,319,669,143,"2,077","1,043",532,847,"1,593",664,441,224,292,383,"1,002",277,610,541,376
2021,4,10,"16,277",471,436,693,500,720,171,"2,537","1,812",887,753,"1,303",455,570,360,416,563,908,514,941,669,598
2021,4,20,"30,006","1,045","1,070","1,136","2,495","1,319",516,"3,493","2,147","1,291","1,659","2,024","2,089","1,145",634,909,"1,237","1,437",803,"1,505","1,030","1,022"
2021,4,30,"29,749","1,210","1,298","1,173","1,074","1,488",515,"3,250","1,595","1,128","1,877","3,079","2,414","1,084",537,843,"1,370","1,764",707,"1,342",954,"1,047"
2021,4,40,"33,517","1,197","1,151","1,279","1,182","1,358",559,"4,267","2,636","1,460","1,911","2,847","1,808","1,287",723,"1,045","1,414","2,043",978,"1,650","1,131","1,591"
2021,4,50,"33,607","1,234","1,139","1,372","1,336","1,403",707,"3,853","2,767","1,666","1,880","2,333","1,598","1,470",777,"1,216","1,534","1,661","1,086","1,858","1,253","1,464"
2021,4,60,"27,238","1,001",940,"1,173","1,244","1,127",660,"2,674","2,023","1,294","1,517","2,064","1,130","1,336",706,"1,176","1,271","1,314","1,043","1,480","1,196",869
2021,4,70,"14,129",531,457,691,802,693,414,"1,223",970,725,822,908,455,770,393,757,633,674,545,733,562,371
2021,4,80,"4,792",189,175,212,295,192,164,416,317,242,292,299,154,254,117,264,225,255,204,245,165,116
2021,4,90,454,24,11,31,28,20,19,34,20,28,32,18,10,24,20,19,20,19,24,26,20,7
2021,4,100,25,1,0,0,0,4,1,0,3,1,0,4,2,0,2,1,2,1,1,0,1,1
2021,5,총,"203,564","7,463","7,209","8,312","9,329","8,987","3,868","23,786","15,330","9,234","11,587","16,591","10,805","8,392","4,494","6,911","8,646","11,070","6,176","10,378","7,511","7,485"
2021,5,0,"13,657",566,572,529,322,677,139,"2,057","1,032",533,840,"1,619",665,445,224,283,380,994,274,603,529,374
2021,5,10,"16,269",469,439,693,504,710,170,"2,545","1,817",881,754,"1,317",452,562,354,414,556,918,513,930,671,600
2021,5,20,"29,945","1,032","1,059","1,139","2,519","1,304",519,"3,458","2,140","1,291","1,649","2,026","2,093","1,148",645,914,"1,242","1,418",797,"1,506","1,026","1,020"
2021,5,30,"29,752","1,217","1,296","1,178","1,084","1,492",514,"3,234","1,585","1,120","1,879","3,090","2,433","1,094",535,832,"1,366","1,761",704,"1,336",948,"1,054"
2021,5,40,"33,428","1,191","1,142","1,277","1,177","1,346",557,"4,254","2,635","1,447","1,910","2,865","1,801","1,284",721,"1,031","1,401","2,051",967,"1,645","1,133","1,593"
2021,5,50,"33,679","1,226","1,138","1,374","1,354","1,413",711,"3,858","2,778","1,669","1,896","2,349","1,609","1,463",766,"1,219","1,537","1,653","1,091","1,857","1,249","1,469"
