년도,월,나이,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020,1,100,33,2,0,0,6,2,3,0,2,1,0,1,1,6,2,0,0,2,0,2,1,2
2020,2,총,"117,615","3,739","1,542",778,"3,761","1,457","5,915",538,"3,801","1,790",557,"1,625",692,"2,901","4,495","12,721","3,294","12,789","8,972","17,697","17,009","11,542"
2020,2,0,"13,731",272,38,15,197,32,794,11,261,105,13,39,28,224,284,"2,308",286,"1,349",828,"1,858","3,032","1,757"
2020,2,10,"13,283",283,64,27,310,65,535,26,320,119,15,58,36,312,479,"1,598",280,"1,451","1,109","2,123","2,346","1,727"
2020,2,20,"11,066",302,114,35,291,91,425,36,346,163,30,112,34,285,463,"1,089",334,"1,352","1,160","1,912","1,497",995
2020,2,30,"18,394",396,88,35,310,64,975,26,403,153,27,85,48,296,441,"2,973",489,"1,850","1,293","2,652","3,678","2,112"
2020,2,40,"21,522",565,157,60,472,136,928,50,588,190,45,152,65,507,751,"2,467",563,"2,350","1,830","3,475","3,497","2,674"
2020,2,50,"18,231",741,301,140,656,304,879,114,745,321,92,291,121,552,947,"1,306",670,"2,413","1,663","2,969","1,720","1,286"
2020,2,60,"11,722",586,352,182,640,315,679,122,554,342,124,332,146,383,669,600,443,"1,362",743,"1,778",768,602
2020,2,70,"5,573",327,236,166,437,243,415,97,309,207,113,290,118,200,294,217,142,409,208,602,310,233
2020,2,80,"3,419",230,172,103,362,169,240,47,229,156,79,227,81,119,139,140,71,209,111,280,129,126
2020,2,90,641,35,20,15,80,36,42,9,44,33,19,38,14,17,26,23,16,42,27,46,31,28
2020,2,100,33,2,0,0,6,2,3,0,2,1,0,1,1,6,2,0,0,2,0,2,1,2
2020,3,총,"117,508","3,751","1,542",781,"3,732","1,457","5,904",539,"3,806","1,784",549,"1,624",698,"2,919","4,468","12,766","3,303","12,801","8,915","17,601","17,026","11,542"
2020,3,0,"13,665",267,37,16,195,32,782,11,263,106,13,39,29,226,282,"2,300",287,"1,349",815,"1,840","3,025","1,751"
2020,3,10,"13,267",293,65,28,305,66,537,26,316,119,14,53,36,325,465,"1,616",282,"1,442","1,097","2,108","2,344","1,730"
2020,3,20,"11,017",294,110,34,280,85,431,35,350,156,30,115,33,288,466,"1,089",330,"1,366","1,145","1,901","1,494",985
2020,3,30,"18,303",393,89,35,303,65,971,28,407,153,27,89,46,292,435,"2,980",489,"1,838","1,282","2,619","3,664","2,098"
2020,3,40,"21,522",564,152,63,468,139,923,47,589,187,41,147,67,501,743,"2,488",572,"2,353","1,820","3,456","3,513","2,689"
2020,3,50,"18,215",749,309,143,652,299,876,113,732,319,93,289,123,553,940,"1,302",665,"2,398","1,650","2,959","1,750","1,301"
2020,3,60,"11,826",593,351,175,642,321,680,124,564,342,122,333,148,388,675,611,447,"1,389",763,"1,793",766,599
2020,3,70,"5,585",326,237,169,438,243,417,98,308,206,111,291,119,201,297,217,145,416,208,596,310,232
2020,3,80,"3,427",235,169,103,360,170,241,47,232,161,79,228,81,121,140,139,71,206,110,279,130,125
2020,3,90,648,35,23,15,83,35,43,10,43,34,19,39,15,18,23,24,15,42,25,48,29,30
2020,3,100,33,2,0,0,6,2,3,0,2,1,0,1,1,6,2,0,0,2,0,2,1,2
2020,4,총,"117,477","3,796","1,531",793,"3,720","1,457","5,902",537,"3,808","1,781",552,"1,607",697,"2,907","4,469","12,768","3,308","12,792","8,904","17,564","17,040","11,544"
2020,4,0,"13,616",275,35,16,196,33,783,13,258,105,13,38,29,228,278,"2,294",289,"1,324",818,"1,817","3,030","1,744"
2020,4,10,"13,253",298,64,28,299,67,536,24,318,119,14,52,35,321,461,"1,607",283,"1,449","1,101","2,097","2,343","1,737"
2020,4,20,"10,962",293,107,37,271,84,430,34,344,156,30,111,34,286,468,"1,089",326,"1,362","1,135","1,901","1,484",980
2020,4,30,"18,263",405,90,37,304,65,974,27,411,154,28,86,44,290,432,"2,974",491,"1,828","1,277","2,609","3,650","2,087"
2020,4,40,"21,529",569,152,65,465,140,922,49,586,185,41,142,70,501,739,"2,495",573,"2,357","1,811","3,447","3,526","2,694"
2020,4,50,"18,195",753,302,144,646,297,877,108,734,320,92,284,119,545,944,"1,303",665,"2,403","1,640","2,951","1,757","1,311"
2020,4,60,"11,929",602,350,179,648,322,679,126,570,344,123,331,147,392,683,628,448,"1,393",776,"1,809",776,603
2020,4,70,"5,605",328,241,167,440,241,412,99,309,205,112,293,121,201,302,215,144,425,207,599,314,230
2020,4,80,"3,435",235,167,105,360,172,243,47,233,157,80,230,82,120,139,138,74,205,113,282,127,126
2020,4,90,654,36,23,15,85,35,42,10,43,35,19,39,15,16,21,25,15,44,25,49,32,30
2020,4,100,36,2,0,0,6,1,4,0,2,1,0,1,1,7,2,0,0,2,1,3,1,2
2020,5,총,"117,335","3,808","1,525",795,"3,727","1,456","5,892",537,"3,786","1,773",548,"1,598",699,"2,899","4,456","12,741","3,308","12,744","8,898","17,564","17,025","11,556"
2020,5,0,"13,545",277,33,16,199,33,778,13,257,107,12,37,28,226,277,"2,286",286,"1,315",810,"1,796","3,024","1,735"
2020,5,10,"13,256",301,65,28,296,66,541,24,322,116,14,51,37,324,460,"1,600",285,"1,433","1,096","2,102","2,345","1,750"
2020,5,20,"10,888",293,109,39,270,83,421,32,338,151,29,109,34,283,460,"1,075",326,"1,347","1,138","1,903","1,471",977
2020,5,30,"18,138",405,86,37,310,64,967,26,406,154,28,84,45,289,431,"2,953",487,"1,807","1,275","2,592","3,621","2,071"
2020,5,40,"21,547",564,151,65,463,138,927,48,578,184,40,140,71,496,737,"2,512",578,"2,353","1,807","3,443","3,537","2,715"
2020,5,50,"18,208",760,302,140,642,297,880,110,730,317,91,282,115,546,934,"1,309",661,"2,412","1,637","2,961","1,767","1,315"
2020,5,60,"11,995",606,347,180,653,321,681,126,570,346,121,331,149,393,691,626,452,"1,397",787,"1,829",787,602
2020,5,70,"5,627",329,242,169,442,246,406,100,310,203,115,293,122,203,301,216,146,425,209,607,314,229
2020,5,80,"3,440",236,167,106,361,173,247,48,232,158,79,231,82,117,140,137,72,209,114,278,124,129
2020,5,90,655,35,23,15,84,33,40,10,42,36,19,39,15,15,23,27,15,44,24,51,34,31
2020,5,100,36,2,0,0,7,2,4,0,1,1,0,1,1,7,2,0,0,2,1,2,1,2
2020,6,총,"117,196","3,827","1,522",798,"3,720","1,455","5,863",538,"3,785","1,764",548,"1,594",697,"2,877","4,427","12,748","3,314","12,737","8,873","17,518","17,051","11,540"
2020,6,0,"13,488",278,33,16,197,33,764,15,256,104,12,37,29,217,272,"2,289",289,"1,310",799,"1,786","3,018","1,734"
2020,6,10,"13,232",303,62,29,294,68,541,23,324,117,13,47,37,322,450,"1,595",284,"1,420","1,102","2,086","2,368","1,747"
2020,6,20,"10,812",294,108,39,271,82,409,31,337,146,30,106,34,282,458,"1,070",323,"1,342","1,131","1,889","1,457",973
2020,6,30,"18,031",411,86,36,305,64,958,26,403,151,29,82,46,284,428,"2,948",483,"1,795","1,260","2,576","3,607","2,053"
2020,6,40,"21,565",562,152,66,463,135,936,48,577,180,40,142,69,493,736,"2,527",576,"2,356","1,802","3,438","3,548","2,719"
2020,6,50,"18,180",760,296,140,639,294,874,112,725,314,90,280,116,543,919,"1,311",665,"2,412","1,638","2,944","1,794","1,314"
2020,6,60,"12,117",615,348,180,666,325,683,126,574,352,121,334,146,395,696,630,459,"1,416",794,"1,863",788,606
2020,6,70,"5,651",334,245,171,440,246,406,101,311,204,115,292,123,204,304,218,145,430,210,606,313,233
2020,6,80,"3,435",233,167,106,353,173,250,47,236,157,79,234,81,116,139,133,75,212,112,280,123,129
2020,6,90,647,34,25,15,85,33,38,9,41,38,19,39,15,13,23,27,15,42,24,48,34,30
2020,6,100,38,3,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,2,1,2
2020,7,총,"117,074","3,849","1,528",797,"3,716","1,452","5,857",543,"3,778","1,758",545,"1,590",693,"2,870","4,420","12,705","3,330","12,715","8,823","17,491","17,072","11,542"
2020,7,0,"13,416",279,34,17,199,32,755,15,252,99,12,34,28,211,271,"2,283",293,"1,297",790,"1,777","3,017","1,721"
2020,7,10,"13,211",304,61,29,294,67,547,23,321,120,12,47,33,322,447,"1,595",284,"1,417","1,092","2,078","2,363","1,755"
2020,7,20,"10,756",295,105,35,263,81,408,31,331,146,29,104,35,282,457,"1,066",327,"1,333","1,126","1,880","1,456",966
2020,7,30,"17,884",408,89,35,310,64,948,27,403,147,27,80,45,280,431,"2,914",483,"1,773","1,238","2,551","3,596","2,035"
2020,7,40,"21,606",568,153,64,455,133,946,49,572,181,39,141,71,490,732,"2,545",577,"2,360","1,791","3,449","3,559","2,731"
2020,7,50,"18,207",767,292,142,637,293,864,115,737,316,90,283,115,545,913,"1,294",669,"2,421","1,636","2,944","1,812","1,322"
2020,7,60,"12,197",622,351,182,670,329,689,126,576,348,123,334,144,396,700,634,463,"1,426",801,"1,875",790,618
2020,7,70,"5,686",336,250,172,440,245,411,101,311,209,114,293,125,206,304,220,143,432,213,610,316,235
2020,7,80,"3,426",234,168,105,354,172,248,47,234,154,80,234,81,118,139,128,77,211,110,277,127,128
2020,7,90,648,34,25,16,87,34,37,9,40,37,19,39,15,12,24,26,14,43,25,48,35,29
2020,7,100,37,2,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,2,1,2
2020,8,총,"116,929","3,868","1,528",792,"3,724","1,446","5,859",547,"3,760","1,753",547,"1,582",694,"2,851","4,405","12,694","3,329","12,706","8,786","17,449","17,064","11,545"
2020,8,0,"13,313",282,35,15,199,31,747,16,247,97,12,35,29,206,269,"2,261",295,"1,285",775,"1,764","2,994","1,719"
2020,8,10,"13,204",306,60,29,297,68,551,23,318,122,12,44,33,319,440,"1,611",285,"1,407","1,088","2,073","2,365","1,753"
2020,8,20,"10,695",294,107,34,257,80,412,30,325,143,28,103,33,285,455,"1,050",319,"1,338","1,109","1,868","1,456",969
2020,8,30,"17,762",412,89,32,309,63,936,27,393,146,28,79,49,272,423,"2,896",487,"1,766","1,239","2,519","3,570","2,027"
2020,8,40,"21,611",575,148,64,449,132,952,51,578,183,40,139,67,483,730,"2,562",576,"2,347","1,780","3,445","3,573","2,737"
2020,8,50,"18,219",760,293,142,649,289,859,116,732,313,90,280,118,551,917,"1,298",658,"2,420","1,639","2,941","1,828","1,326"
2020,8,60,"12,322",634,355,183,673,332,698,127,579,347,124,334,144,393,702,641,472,"1,455",803,"1,900",800,626
2020,8,70,"5,699",336,252,171,442,245,415,101,309,210,115,295,124,205,304,222,145,432,216,612,316,232
2020,8,80,"3,415",232,165,106,356,171,248,48,236,153,78,231,79,117,138,127,78,211,110,277,126,128
2020,8,90,653,35,24,16,86,33,37,8,42,38,20,41,17,12,25,26,14,43,26,49,35,26
2020,8,100,36,2,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020,9,총,"116,906","3,874","1,526",790,"3,717","1,452","5,858",548,"3,768","1,754",547,"1,582",696,"2,856","4,393","12,697","3,326","12,706","8,801","17,418","17,053","11,544"
2020,9,0,"13,195",281,35,13,196,33,740,15,243,98,12,35,27,201,269,"2,248",288,"1,268",777,"1,741","2,977","1,698"
2020,9,10,"13,231",306,59,28,301,70,549,24,320,123,12,44,36,323,433,"1,619",291,"1,409","1,083","2,081","2,370","1,750"
2020,9,20,"10,672",294,108,34,251,79,416,30,326,141,27,99,31,283,456,"1,037",320,"1,332","1,118","1,864","1,439",987
2020,9,30,"17,666",411,88,32,305,65,930,27,391,143,28,78,49,275,421,"2,881",476,"1,768","1,235","2,506","3,551","2,006"
2020,9,40,"21,614",575,150,63,451,131,961,51,583,182,39,137,66,486,722,"2,585",569,"2,345","1,767","3,421","3,585","2,745"
2020,9,50,"18,240",760,294,141,646,291,854,117,729,313,90,281,120,544,909,"1,293",661,"2,428","1,652","2,944","1,842","1,331"
2020,9,60,"12,473",643,353,185,677,333,702,126,587,348,125,339,146,403,718,658,483,"1,464",815,"1,917",813,638
2020,9,70,"5,690",335,252,171,444,245,415,101,311,211,112,294,123,203,300,220,145,435,217,608,317,231
2020,9,80,"3,421",232,160,107,349,171,249,49,234,154,80,233,79,117,139,128,80,213,111,284,122,130
2020,9,90,667,35,27,16,89,32,38,8,43,40,22,41,18,13,24,28,13,42,25,51,36,26
2020,9,100,37,2,0,0,8,2,4,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020,10,총,"116,903","3,889","1,519",795,"3,717","1,443","5,851",553,"3,745","1,753",545,"1,581",694,"2,846","4,381","12,698","3,333","12,724","8,814","17,390","17,064","11,568"
2020,10,0,"13,085",284,34,16,194,30,732,18,236,96,12,35,25,198,261,"2,233",280,"1,267",772,"1,724","2,953","1,685"
2020,10,10,"13,245",304,56,28,300,70,548,25,312,123,12,45,35,316,434,"1,627",290,"1,407","1,083","2,076","2,392","1,762"
2020,10,20,"10,703",295,108,35,253,79,418,29,330,142,26,98,29,288,456,"1,031",324,"1,344","1,120","1,860","1,444",994
2020,10,30,"17,508",405,84,33,304,65,921,28,385,144,27,77,48,274,412,"2,861",472,"1,748","1,229","2,477","3,514","2,000"
2020,10,40,"21,640",576,151,63,451,132,959,51,569,178,40,138,66,485,716,"2,604",575,"2,341","1,773","3,425","3,607","2,740"
2020,10,50,"18,286",773,293,140,643,290,861,117,732,312,91,272,119,542,905,"1,302",664,"2,426","1,654","2,951","1,855","1,344"
2020,10,60,"12,591",648,355,187,682,331,704,127,588,351,125,347,150,399,726,665,489,"1,488",825,"1,933",821,650
2020,10,70,"5,717",335,251,172,445,245,416,101,311,209,111,295,123,204,304,220,147,448,220,608,319,233
2020,10,80,"3,428",231,160,105,347,169,252,50,238,157,80,232,81,119,139,129,79,211,111,284,122,132
2020,10,90,663,36,27,16,89,30,37,7,43,40,21,41,17,13,26,26,13,42,26,51,36,26
2020,10,100,37,2,0,0,9,2,3,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020,11,총,"116,871","3,903","1,518",797,"3,701","1,450","5,843",556,"3,743","1,753",547,"1,575",702,"2,818","4,355","12,676","3,346","12,751","8,820","17,359","17,070","11,588"
2020,11,0,"13,010",281,33,15,192,30,729,20,236,94,12,36,27,192,259,"2,220",285,"1,263",767,"1,705","2,927","1,687"
2020,11,10,"13,267",308,54,27,294,72,543,24,315,123,11,45,34,311,430,"1,630",293,"1,408","1,089","2,076","2,410","1,770"
2020,11,20,"10,663",293,105,36,258,80,410,30,329,142,25,92,29,281,452,"1,033",317,"1,350","1,105","1,860","1,442",994
2020,11,30,"17,385",402,88,32,297,65,919,29,377,138,29,80,49,273,405,"2,819",476,"1,744","1,232","2,454","3,492","1,985"
2020,11,40,"21,656",571,150,65,448,134,961,49,571,176,39,139,66,482,711,"2,619",574,"2,352","1,773","3,411","3,623","2,742"
2020,11,50,"18,319",779,291,140,645,293,862,119,731,319,93,273,118,541,896,"1,304",664,"2,412","1,653","2,955","1,868","1,363"
2020,11,60,"12,706",657,360,187,674,331,709,128,593,350,126,347,152,400,732,672,497,"1,514",843,"1,953",827,654
2020,11,70,"5,718",339,251,170,446,243,416,100,310,213,111,293,127,202,303,224,148,446,219,605,318,234
2020,11,80,"3,441",233,160,107,349,170,254,50,237,157,80,229,82,115,141,131,78,215,112,286,124,131
2020,11,90,667,38,26,18,89,30,37,7,42,40,21,40,17,13,24,24,14,45,25,53,38,26
2020,11,100,39,2,0,0,9,2,3,0,2,1,0,1,1,8,2,0,0,2,2,1,1,2
2020,12,총,"116,776","3,921","1,512",799,"3,699","1,435","5,838",556,"3,733","1,750",548,"1,565",698,"2,821","4,341","12,663","3,371","12,737","8,807","17,306","17,060","11,616"
2020,12,0,"12,893",284,32,14,194,28,720,20,229,94,12,35,26,187,255,"2,200",289,"1,252",762,"1,689","2,897","1,674"
2020,12,10,"13,312",306,54,28,295,69,543,24,317,123,11,45,34,314,432,"1,643",297,"1,413","1,080","2,079","2,421","1,784"
2020,12,20,"10,592",295,109,36,253,76,405,30,323,144,25,85,28,285,440,"1,019",319,"1,338","1,097","1,840","1,447",998
2020,12,30,"17,288",409,85,32,297,64,920,28,374,134,30,75,47,273,401,"2,806",483,"1,747","1,226","2,423","3,462","1,972"
2020,12,40,"21,673",577,149,64,447,133,963,47,570,175,40,142,67,484,711,"2,634",570,"2,331","1,778","3,413","3,625","2,753"
2020,12,50,"18,342",771,289,142,645,289,860,119,730,314,94,274,118,543,896,"1,299",660,"2,426","1,652","2,957","1,893","1,371"
2020,12,60,"12,802",667,358,186,673,333,717,130,601,354,127,346,152,397,738,686,511,"1,523",850,"1,952",834,667
2020,12,70,"5,700",339,249,172,449,236,411,97,307,211,109,288,124,199,298,223,149,452,220,613,319,235
2020,12,80,"3,470",234,161,108,348,175,259,53,238,160,81,233,83,118,144,129,78,209,113,290,122,134
2020,12,90,667,37,26,17,89,30,37,8,43,40,19,41,18,13,24,24,15,44,27,50,39,26
2020,12,100,37,2,0,0,9,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021,1,총,"116,673","3,906","1,508",809,"3,698","1,435","5,820",559,"3,737","1,754",551,"1,552",703,"2,811","4,323","12,687","3,374","12,744","8,786","17,291","17,008","11,617"
2021,1,0,"12,765",276,32,15,195,27,709,21,230,93,12,36,25,186,246,"2,202",289,"1,248",748,"1,660","2,854","1,661"
2021,1,10,"13,309",304,56,28,294,70,540,24,317,124,14,45,36,306,433,"1,653",297,"1,409","1,075","2,076","2,422","1,786"
2021,1,20,"10,562",298,104,38,250,76,398,28,318,143,25,82,31,285,440,"1,017",321,"1,322","1,093","1,850","1,437","1,006"
2021,1,30,"17,167",401,82,36,299,63,910,33,368,129,29,73,48,270,399,"2,789",480,"1,738","1,220","2,407","3,430","1,963"
2021,1,40,"21,706",582,144,66,449,132,967,47,573,180,40,140,68,484,700,"2,655",569,"2,345","1,768","3,397","3,642","2,758"
2021,1,50,"18,295",756,288,143,641,287,855,115,721,312,91,266,119,530,885,"1,298",655,"2,439","1,652","2,965","1,902","1,375"
2021,1,60,"12,984",677,364,185,672,338,723,133,621,358,130,350,152,408,752,700,519,"1,538",871,"1,973",845,675
2021,1,70,"5,698",336,250,173,450,236,418,97,307,211,111,284,121,200,301,221,151,448,216,617,318,232
2021,1,80,"3,477",236,162,108,348,173,259,53,238,163,78,232,84,121,143,130,78,212,114,293,118,134
2021,1,90,674,38,26,17,92,31,38,8,43,40,21,43,18,13,22,22,15,43,27,53,39,25
2021,1,100,36,2,0,0,8,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021,2,총,"116,434","3,927","1,507",807,"3,695","1,426","5,794",557,"3,740","1,753",550,"1,549",704,"2,792","4,299","12,626","3,373","12,689","8,775","17,253","17,001","11,617"
2021,2,0,"12,624",276,33,16,192,28,700,21,229,92,12,35,25,181,243,"2,172",288,"1,215",739,"1,642","2,824","1,661"
2021,2,10,"13,266",306,53,28,295,68,535,21,313,126,13,46,35,310,427,"1,649",292,"1,401","1,069","2,066","2,434","1,779"
2021,2,20,"10,459",286,106,36,246,75,399,31,306,145,25,81,30,277,424,995,331,"1,317","1,088","1,834","1,428",999
2021,2,30,"17,005",413,81,37,300,61,902,32,371,123,28,73,49,263,399,"2,750",467,"1,718","1,209","2,385","3,391","1,953"
2021,2,40,"21,710",602,141,64,446,130,960,46,577,182,41,136,68,482,698,"2,671",569,"2,327","1,759","3,398","3,661","2,752"
2021,2,50,"18,317",745,290,143,645,281,845,115,720,311,88,266,120,521,879,"1,307",652,"2,434","1,675","2,958","1,926","1,396"
2021,2,60,"13,131",688,361,185,672,342,735,135,635,363,130,353,152,413,761,708,526,"1,564",876,"1,998",857,677
2021,2,70,"5,702",329,253,169,451,235,413,95,305,209,114,285,122,200,301,220,150,454,217,623,319,238
2021,2,80,"3,499",239,161,112,347,174,264,54,237,159,78,228,84,123,143,132,83,214,115,295,120,137
2021,2,90,685,41,28,17,93,30,38,7,46,42,21,45,18,14,22,22,15,43,26,54,40,23
2021,2,100,36,2,0,0,8,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021,3,총,"116,024","3,926","1,497",803,"3,651","1,419","5,777",543,"3,706","1,737",539,"1,532",700,"2,741","4,265","12,591","3,368","12,650","8,826","17,195","16,965","11,593"
2021,3,0,"12,535",275,34,17,188,30,688,19,218,91,11,35,25,182,240,"2,146",297,"1,201",741,"1,624","2,811","1,662"
2021,3,10,"13,220",300,53,28,287,65,535,20,314,122,14,44,34,315,415,"1,655",291,"1,390","1,070","2,058","2,429","1,781"
2021,3,20,"10,370",292,97,36,245,73,400,29,302,145,23,83,29,271,424,984,325,"1,310","1,092","1,819","1,417",974
2021,3,30,"16,886",414,80,39,294,65,884,29,368,126,29,72,46,264,385,"2,731",465,"1,703","1,210","2,365","3,358","1,959"
2021,3,40,"21,672",595,139,61,436,124,961,45,574,174,37,130,73,473,695,"2,682",567,"2,329","1,767","3,394","3,670","2,746"
2021,3,50,"18,193",751,286,139,631,272,846,109,712,312,84,262,116,496,862,"1,299",644,"2,418","1,692","2,951","1,915","1,396"
2021,3,60,"13,230",688,364,184,675,349,746,139,625,355,126,348,154,404,773,724,527,"1,581",896,"2,009",886,677
2021,3,70,"5,720",329,254,172,450,232,409,92,309,209,114,286,122,200,302,220,157,462,217,627,321,236
2021,3,80,"3,501",237,162,110,349,174,264,54,237,160,80,229,83,121,147,130,81,211,115,298,121,138
2021,3,90,678,45,28,17,92,33,42,7,46,42,21,41,18,14,22,20,14,44,24,50,36,22
2021,3,100,19,0,0,0,4,2,2,0,1,1,0,2,0,1,0,0,0,1,2,0,1,2
2021,4,총,"115,952","3,909","1,490",801,"3,645","1,405","5,772",542,"3,683","1,733",536,"1,539",701,"2,734","4,272","12,579","3,393","12,632","8,902","17,106","16,967","11,611"
2021,4,0,"12,421",270,34,15,187,28,687,18,212,89,11,35,25,181,234,"2,124",303,"1,181",748,"1,609","2,773","1,657"
2021,4,10,"13,253",294,51,29,283,65,541,20,312,122,14,44,35,314,418,"1,667",296,"1,395","1,068","2,050","2,447","1,788"
2021,4,20,"10,324",285,96,36,243,71,393,28,307,142,23,86,28,268,423,986,323,"1,300","1,100","1,792","1,419",975
2021,4,30,"16,752",408,79,39,289,62,866,26,359,123,29,72,45,263,384,"2,708",465,"1,685","1,216","2,340","3,335","1,959"
2021,4,40,"21,700",591,134,63,432,125,966,47,559,177,35,133,77,470,691,"2,678",576,"2,337","1,784","3,384","3,686","2,755"
2021,4,50,"18,163",749,284,136,635,264,852,111,709,310,85,260,116,492,858,"1,314",640,"2,402","1,704","2,929","1,916","1,397"
2021,4,60,"13,368",697,363,185,682,346,749,140,634,356,123,349,152,406,784,733,538,"1,608",914,"2,020",908,681
2021,4,70,"5,754",328,258,171,450,233,407,91,310,209,114,287,119,203,308,221,159,466,225,635,322,238
2021,4,80,"3,519",239,163,111,348,176,268,53,234,162,83,229,86,122,150,126,81,215,116,297,124,136
2021,4,90,680,48,28,16,93,33,41,8,46,42,19,42,18,14,22,22,12,43,24,50,36,23
2021,4,100,18,0,0,0,3,2,2,0,1,1,0,2,0,1,0,0,0,0,3,0,1,2
2021,5,총,"115,801","3,912","1,489",804,"3,638","1,404","5,744",541,"3,670","1,733",536,"1,535",708,"2,716","4,268","12,601","3,384","12,607","8,904","17,044","16,958","11,605"
2021,5,0,"12,324",271,35,15,182,27,678,18,209,86,11,32,25,176,229,"2,122",303,"1,170",748,"1,590","2,761","1,636"
2021,5,10,"13,242",290,51,29,286,66,540,20,307,120,14,45,37,309,420,"1,678",296,"1,394","1,053","2,039","2,451","1,797"
2021,5,20,"10,336",281,97,37,239,73,392,28,305,145,22,84,30,263,424,984,325,"1,299","1,103","1,804","1,420",981
2021,5,30,"16,593",406,76,38,285,61,853,26,347,125,29,70,47,259,378,"2,691",462,"1,665","1,207","2,316","3,317","1,935"
2021,5,40,"21,686",591,133,62,435,125,959,47,557,174,36,130,78,463,691,"2,696",573,"2,331","1,794","3,358","3,684","2,769"
2021,5,50,"18,137",753,283,137,633,262,850,110,709,305,85,256,114,496,854,"1,315",637,"2,396","1,699","2,910","1,932","1,401"
2021,5,60,"13,487",701,364,187,683,343,749,141,642,364,126,357,155,410,790,745,536,"1,628",929,"2,041",908,688
2021,5,70,"5,769",335,257,171,451,237,411,92,310,210,111,284,117,204,310,220,158,462,227,641,322,239
2021,5,80,"3,523",236,164,111,351,175,267,51,236,161,83,234,87,120,150,128,82,218,116,294,124,135
2021,5,90,686,48,29,17,90,33,43,8,47,42,19,41,18,15,22,22,12,44,25,51,38,22
2021,5,100,18,0,0,0,3,2,2,0,1,1,0,2,0,1,0,0,0,0,3,0,1,2
2021,6,총,"115,690","3,917","1,496",797,"3,621","1,394","5,760",542,"3,648","1,723",535,"1,532",708,"2,700","4,256","12,556","3,401","12,612","8,938","16,979","16,944","11,631"
2021,6,0,"12,205",270,34,14,176,27,680,17,202,84,11,33,24,174,226,"2,090",298,"1,160",742,"1,574","2,738","1,631"
2021,6,10,"13,283",296,52,27,289,67,537,20,303,120,14,44,38,304,417,"1,689",300,"1,401","1,061","2,037","2,464","1,803"
