년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020,6,40,"39,129","2,906","3,215","1,989","1,740","2,495","2,626","2,141","2,485","2,512","1,798","3,905","2,181","1,621","1,168",550,"5,797"
2020,6,50,"39,984","3,109","3,625","2,681","2,163","2,576","2,821","2,167","2,174","1,820","2,157","4,077","2,416","1,858","1,357",799,"4,184"
2020,6,60,"33,758","2,743","2,995","2,289","1,842","1,983","2,249","1,948","1,858","1,536","2,008","3,424","2,043","1,599","1,252",718,"3,271"
2020,6,70,"21,641","1,787","2,017","1,522","1,186","1,282","1,398","1,357","1,186",969,"1,520","2,132","1,245",920,792,448,"1,880"
2020,6,80,"9,129",721,930,608,404,501,616,552,511,416,676,873,516,404,302,215,884
2020,6,90,"1,490",132,134,95,71,84,120,80,84,66,96,136,74,60,54,32,172
2020,6,100,335,18,22,8,13,11,11,15,9,13,14,21,9,8,6,3,154
2020,7,총,"249,800","19,569","21,034","14,737","12,103","15,319","16,653","14,562","15,662","14,077","12,983","24,769","14,385","10,580","7,941","4,972","30,454"
2020,7,0,"15,104","1,278","1,207",610,496,828,960,609,"1,073","1,561",490,"1,439",877,574,387,293,"2,422"
2020,7,10,"19,302","1,212","1,313",926,833,"1,256","1,520",922,"1,245","1,116",815,"1,813","1,033",765,590,300,"3,643"
2020,7,20,"34,486","2,655","2,777","2,145","1,857","2,284","2,264","2,666","2,135","1,378","1,780","3,417","1,933","1,450","1,048",638,"4,059"
2020,7,30,"34,907","3,055","2,837","1,866","1,512","2,024","2,075","2,115","2,485","2,674","1,635","3,535","2,068","1,360","1,016",675,"3,975"
2020,7,40,"39,189","2,890","3,179","1,980","1,727","2,488","2,615","2,139","2,612","2,506","1,803","3,893","2,173","1,590","1,158",650,"5,786"
2020,7,50,"40,106","3,102","3,617","2,680","2,153","2,567","2,821","2,158","2,283","1,826","2,143","4,069","2,418","1,843","1,337",888,"4,201"
2020,7,60,"33,976","2,732","3,009","2,285","1,851","1,983","2,250","1,951","1,964","1,551","2,002","3,436","2,033","1,614","1,253",780,"3,282"
2020,7,70,"21,730","1,774","2,016","1,527","1,183","1,294","1,403","1,355","1,240",967,"1,521","2,135","1,256",910,795,475,"1,879"
2020,7,80,"9,163",717,921,616,404,502,617,553,527,422,678,875,513,407,298,235,878
2020,7,90,"1,501",136,136,94,74,82,117,79,89,63,102,136,72,59,53,35,174
2020,7,100,336,18,22,8,13,11,11,15,9,13,14,21,9,8,6,3,155
2020,8,총,"250,221","19,556","21,009","14,729","12,039","15,267","16,599","14,581","15,944","14,122","12,971","24,748","14,357","10,546","7,913","5,400","30,440"
2020,8,0,"15,049","1,265","1,198",604,487,821,953,603,"1,097","1,578",482,"1,420",871,566,378,326,"2,400"
2020,8,10,"19,257","1,188","1,304",918,810,"1,250","1,505",916,"1,267","1,114",816,"1,799","1,029",761,593,349,"3,638"
2020,8,20,"34,606","2,683","2,787","2,158","1,847","2,256","2,257","2,696","2,171","1,377","1,796","3,421","1,937","1,437","1,045",689,"4,049"
2020,8,30,"34,948","3,048","2,819","1,868","1,501","2,015","2,043","2,118","2,540","2,680","1,630","3,529","2,049","1,354","1,004",764,"3,986"
2020,8,40,"39,158","2,886","3,174","1,954","1,711","2,481","2,605","2,123","2,657","2,510","1,794","3,868","2,171","1,583","1,152",728,"5,761"
2020,8,50,"40,149","3,086","3,591","2,679","2,156","2,553","2,833","2,160","2,315","1,839","2,136","4,081","2,413","1,838","1,334",936,"4,199"
2020,8,60,"34,186","2,751","3,037","2,296","1,856","1,993","2,260","1,950","1,995","1,552","2,000","3,439","2,041","1,619","1,262",829,"3,306"
2020,8,70,"21,764","1,775","2,005","1,530","1,179","1,298","1,394","1,359","1,270",972,"1,513","2,153","1,253",908,786,497,"1,872"
2020,8,80,"9,264",722,934,620,405,508,624,564,534,422,686,882,514,412,297,241,899
2020,8,90,"1,506",133,138,94,74,81,114,77,89,65,104,136,71,60,56,38,176
2020,8,100,334,19,22,8,13,11,11,15,9,13,14,20,8,8,6,3,154
2020,9,총,"250,182","19,595","20,982","14,721","11,979","15,275","16,575","14,561","16,026","14,219","12,930","24,660","14,349","10,500","7,902","5,528","30,380"
2020,9,0,"14,899","1,277","1,169",603,481,810,929,597,"1,105","1,579",477,"1,392",864,554,375,327,"2,360"
2020,9,10,"19,205","1,177","1,306",911,796,"1,247","1,501",905,"1,264","1,132",809,"1,776","1,034",750,589,357,"3,651"
2020,9,20,"34,662","2,682","2,808","2,165","1,840","2,274","2,263","2,717","2,188","1,388","1,807","3,407","1,913","1,435","1,049",703,"4,023"
2020,9,30,"34,885","3,079","2,784","1,868","1,485","2,001","2,030","2,120","2,553","2,684","1,600","3,507","2,071","1,335","1,005",797,"3,966"
2020,9,40,"39,079","2,888","3,163","1,938","1,708","2,474","2,591","2,112","2,664","2,525","1,775","3,844","2,158","1,573","1,152",747,"5,767"
2020,9,50,"40,180","3,072","3,613","2,676","2,144","2,567","2,831","2,150","2,321","1,856","2,135","4,076","2,415","1,828","1,332",967,"4,197"
2020,9,60,"34,328","2,762","3,037","2,312","1,857","1,993","2,273","1,949","2,018","1,566","2,006","3,464","2,051","1,629","1,264",842,"3,305"
2020,9,70,"21,767","1,785","2,006","1,519","1,173","1,305","1,408","1,349","1,271",971,"1,513","2,153","1,255",907,774,499,"1,879"
2020,9,80,"9,327",722,937,626,408,510,625,569,543,441,689,882,508,420,299,247,901
2020,9,90,"1,514",132,137,95,74,83,113,78,90,63,105,139,72,60,57,39,177
2020,9,100,336,19,22,8,13,11,11,15,9,14,14,20,8,9,6,3,154
2020,10,총,"250,002","19,595","20,945","14,701","11,938","15,248","16,537","14,551","16,123","14,215","12,922","24,643","14,322","10,471","7,890","5,596","30,305"
2020,10,0,"14,760","1,265","1,167",598,476,786,912,584,"1,119","1,580",470,"1,360",863,550,373,327,"2,330"
2020,10,10,"19,096","1,173","1,284",907,789,"1,242","1,500",893,"1,255","1,119",809,"1,770","1,028",744,584,356,"3,643"
2020,10,20,"34,687","2,674","2,815","2,152","1,846","2,283","2,240","2,738","2,226","1,387","1,799","3,405","1,912","1,426","1,053",721,"4,010"
2020,10,30,"34,794","3,072","2,785","1,852","1,472","1,999","2,014","2,117","2,585","2,671","1,590","3,494","2,055","1,328","1,001",820,"3,939"
2020,10,40,"39,007","2,903","3,138","1,944","1,686","2,464","2,593","2,084","2,667","2,532","1,777","3,832","2,142","1,571","1,156",759,"5,759"
2020,10,50,"40,161","3,082","3,611","2,660","2,144","2,569","2,815","2,149","2,328","1,862","2,121","4,092","2,419","1,828","1,322",965,"4,194"
2020,10,60,"34,486","2,772","3,050","2,332","1,860","1,984","2,301","1,960","2,031","1,568","2,030","3,491","2,049","1,629","1,261",857,"3,311"
2020,10,70,"21,783","1,779","1,998","1,524","1,172","1,312","1,406","1,363","1,271",979,"1,506","2,152","1,259",905,780,500,"1,877"
2020,10,80,"9,378",723,942,627,405,515,632,570,544,441,697,887,516,423,297,249,910
2020,10,90,"1,508",133,132,97,75,83,112,78,87,61,109,139,71,57,57,39,178
2020,10,100,342,19,23,8,13,11,12,15,10,15,14,21,8,10,6,3,154
2020,11,총,"249,854","19,588","20,937","14,671","11,881","15,213","16,487","14,568","16,229","14,204","12,923","24,644","14,279","10,470","7,881","5,636","30,243"
2020,11,0,"14,635","1,258","1,163",578,472,771,904,586,"1,115","1,582",468,"1,351",853,541,369,324,"2,300"
2020,11,10,"19,021","1,169","1,285",904,784,"1,236","1,489",882,"1,259","1,102",809,"1,767","1,018",747,580,358,"3,632"
2020,11,20,"34,689","2,677","2,806","2,145","1,831","2,277","2,239","2,744","2,260","1,379","1,786","3,415","1,903","1,427","1,059",723,"4,018"
2020,11,30,"34,721","3,053","2,776","1,850","1,446","1,992","2,008","2,121","2,609","2,672","1,605","3,475","2,048","1,327","1,001",832,"3,906"
2020,11,40,"38,949","2,898","3,136","1,928","1,668","2,462","2,568","2,093","2,683","2,534","1,763","3,842","2,137","1,566","1,159",765,"5,747"
2020,11,50,"40,107","3,091","3,603","2,664","2,150","2,552","2,803","2,139","2,333","1,847","2,128","4,082","2,412","1,824","1,317",972,"4,190"
2020,11,60,"34,634","2,786","3,056","2,342","1,866","2,000","2,321","1,963","2,047","1,588","2,022","3,492","2,059","1,641","1,266",864,"3,321"
2020,11,70,"21,822","1,777","2,002","1,527","1,164","1,309","1,401","1,371","1,280",981,"1,517","2,165","1,259",904,774,498,"1,893"
2020,11,80,"9,426",729,953,634,412,521,628,576,544,442,698,891,516,427,293,255,907
2020,11,90,"1,508",132,133,91,75,82,114,78,89,62,113,143,66,56,57,42,175
2020,11,100,342,18,24,8,13,11,12,15,10,15,14,21,8,10,6,3,154
2020,12,총,"249,556","19,576","20,922","14,637","11,879","15,204","16,467","14,540","16,268","14,170","12,898","24,554","14,237","10,418","7,869","5,660","30,257"
2020,12,0,"14,494","1,247","1,149",571,466,767,895,577,"1,111","1,575",458,"1,334",837,531,369,320,"2,287"
2020,12,10,"18,920","1,168","1,280",891,775,"1,226","1,482",877,"1,253","1,096",801,"1,745","1,006",748,585,357,"3,630"
2020,12,20,"34,774","2,685","2,808","2,163","1,840","2,273","2,248","2,748","2,282","1,366","1,796","3,416","1,919","1,411","1,065",729,"4,025"
2020,12,30,"34,595","3,031","2,778","1,829","1,438","1,989","2,004","2,109","2,630","2,666","1,600","3,452","2,023","1,325",986,852,"3,883"
2020,12,40,"38,782","2,893","3,111","1,915","1,662","2,453","2,553","2,088","2,662","2,529","1,756","3,814","2,131","1,551","1,144",759,"5,761"
2020,12,50,"40,070","3,081","3,603","2,643","2,157","2,552","2,812","2,137","2,350","1,847","2,110","4,059","2,399","1,826","1,321",981,"4,192"
2020,12,60,"34,709","2,811","3,066","2,347","1,872","1,996","2,317","1,965","2,041","1,584","2,027","3,516","2,062","1,630","1,269",866,"3,340"
2020,12,70,"21,857","1,769","2,013","1,531","1,163","1,324","1,397","1,369","1,286",986,"1,527","2,160","1,263",905,773,497,"1,894"
2020,12,80,"9,497",741,955,649,415,528,635,578,554,445,699,897,518,426,292,254,911
2020,12,90,"1,515",132,135,90,78,85,112,77,89,61,109,140,71,55,59,42,180
2020,12,100,343,18,24,8,13,11,12,15,10,15,15,21,8,10,6,3,154
2021,1,총,"249,396","19,579","20,860","14,608","11,858","15,158","16,452","14,555","16,277","14,162","12,902","24,573","14,224","10,422","7,884","5,701","30,181"
2021,1,0,"14,364","1,239","1,128",564,462,749,889,571,"1,105","1,565",458,"1,322",825,530,365,329,"2,263"
2021,1,10,"18,832","1,158","1,283",884,771,"1,215","1,470",880,"1,235","1,106",796,"1,737","1,001",743,579,360,"3,614"
2021,1,20,"34,706","2,687","2,796","2,146","1,833","2,267","2,253","2,750","2,281","1,364","1,794","3,421","1,910","1,414","1,059",734,"3,997"
2021,1,30,"34,532","3,031","2,760","1,841","1,431","1,974","1,996","2,109","2,644","2,632","1,602","3,441","2,032","1,318","1,000",853,"3,868"
2021,1,40,"38,673","2,874","3,087","1,891","1,644","2,451","2,539","2,084","2,664","2,547","1,749","3,808","2,118","1,564","1,140",766,"5,747"
2021,1,50,"40,040","3,079","3,595","2,642","2,152","2,542","2,813","2,143","2,354","1,846","2,108","4,081","2,377","1,828","1,315",984,"4,181"
2021,1,60,"34,871","2,832","3,070","2,356","1,887","2,003","2,317","1,966","2,036","1,599","2,037","3,523","2,096","1,625","1,284",877,"3,363"
2021,1,70,"21,926","1,764","2,019","1,535","1,169","1,331","1,408","1,371","1,297",985,"1,528","2,176","1,261",908,776,497,"1,901"
2021,1,80,"9,580",761,963,651,417,531,642,589,563,441,704,901,526,424,299,255,913
2021,1,90,"1,529",136,135,90,79,84,114,77,88,63,110,142,70,57,61,43,180
2021,1,100,343,18,24,8,13,11,11,15,10,14,16,21,8,11,6,3,154
2021,2,총,"249,018","19,581","20,793","14,577","11,799","15,112","16,410","14,557","16,306","14,167","12,902","24,556","14,219","10,396","7,876","5,711","30,056"
2021,2,0,"14,175","1,228","1,112",558,448,737,880,552,"1,104","1,554",459,"1,296",819,524,366,328,"2,210"
2021,2,10,"18,703","1,148","1,273",875,761,"1,206","1,448",890,"1,227","1,097",784,"1,744",998,733,574,359,"3,586"
2021,2,20,"34,652","2,671","2,780","2,149","1,829","2,254","2,257","2,761","2,305","1,364","1,794","3,419","1,897","1,417","1,054",726,"3,975"
2021,2,30,"34,336","3,038","2,734","1,825","1,413","1,969","1,978","2,105","2,636","2,602","1,587","3,411","2,032","1,308",996,861,"3,841"
2021,2,40,"38,557","2,865","3,074","1,862","1,625","2,438","2,542","2,072","2,671","2,572","1,753","3,794","2,121","1,561","1,139",762,"5,706"
2021,2,50,"40,078","3,087","3,576","2,641","2,152","2,547","2,812","2,140","2,359","1,857","2,114","4,107","2,363","1,822","1,313",984,"4,204"
2021,2,60,"35,023","2,850","3,091","2,379","1,889","2,004","2,321","1,977","2,031","1,608","2,043","3,537","2,120","1,628","1,288",883,"3,374"
2021,2,70,"21,940","1,776","2,021","1,533","1,167","1,328","1,401","1,375","1,301",989,"1,525","2,175","1,262",907,779,503,"1,898"
2021,2,80,"9,674",766,976,655,422,534,645,590,574,446,721,908,528,427,299,258,925
2021,2,90,"1,534",134,132,92,80,84,115,79,88,64,105,143,71,58,62,44,183
2021,2,100,346,18,24,8,13,11,11,16,10,14,17,22,8,11,6,3,154
2021,3,총,"247,591","19,457","20,633","14,521","11,670","15,063","16,361","14,523","16,194","14,192","12,749","24,373","14,106","10,295","7,776","5,694","29,984"
2021,3,0,"14,033","1,213","1,102",552,445,729,874,555,"1,097","1,541",453,"1,283",810,516,361,331,"2,171"
2021,3,10,"18,634","1,148","1,272",876,746,"1,203","1,445",885,"1,223","1,093",773,"1,753",975,721,570,358,"3,593"
2021,3,20,"34,635","2,663","2,791","2,137","1,810","2,266","2,258","2,763","2,286","1,383","1,798","3,424","1,898","1,426","1,034",727,"3,971"
2021,3,30,"34,268","3,035","2,743","1,817","1,403","1,961","1,993","2,122","2,634","2,613","1,577","3,375","2,021","1,306",997,864,"3,807"
2021,3,40,"38,145","2,835","3,031","1,852","1,584","2,411","2,509","2,058","2,661","2,560","1,709","3,763","2,090","1,536","1,119",756,"5,671"
2021,3,50,"39,827","3,069","3,544","2,615","2,136","2,544","2,790","2,123","2,339","1,871","2,098","4,075","2,361","1,794","1,293",972,"4,203"
2021,3,60,"35,010","2,852","3,058","2,379","1,896","2,023","2,334","1,979","2,025","1,615","2,025","3,521","2,101","1,623","1,289",888,"3,402"
2021,3,70,"21,690","1,741","1,999","1,527","1,147","1,313","1,388","1,354","1,285",987,"1,499","2,132","1,268",893,756,497,"1,904"
2021,3,80,"9,650",763,963,667,423,527,659,589,562,450,714,913,514,419,298,260,929
2021,3,90,"1,460",134,120,91,76,78,108,79,81,64,101,125,67,58,57,41,180
2021,3,100,239,4,10,8,4,8,3,16,1,15,2,9,1,3,2,0,153
2021,4,총,"247,397","19,471","20,608","14,493","11,656","15,052","16,351","14,505","16,230","14,148","12,730","24,368","14,089","10,316","7,759","5,696","29,925"
2021,4,0,"13,972","1,211","1,100",550,454,723,863,547,"1,101","1,529",450,"1,280",806,511,358,333,"2,156"
2021,4,10,"18,551","1,140","1,266",864,740,"1,202","1,442",877,"1,225","1,098",753,"1,749",965,715,568,356,"3,591"
2021,4,20,"34,587","2,652","2,767","2,134","1,816","2,259","2,248","2,757","2,304","1,368","1,793","3,445","1,910","1,427","1,030",731,"3,946"
2021,4,30,"34,187","3,039","2,728","1,815","1,389","1,968","1,986","2,119","2,628","2,602","1,588","3,373","1,999","1,313",993,865,"3,782"
2021,4,40,"38,037","2,829","3,041","1,846","1,574","2,389","2,507","2,055","2,662","2,546","1,699","3,749","2,075","1,544","1,124",748,"5,649"
2021,4,50,"39,776","3,063","3,543","2,601","2,134","2,539","2,782","2,119","2,342","1,868","2,092","4,065","2,360","1,787","1,284",974,"4,223"
2021,4,60,"35,153","2,870","3,074","2,390","1,899","2,040","2,351","1,988","2,030","1,621","2,027","3,517","2,115","1,637","1,293",892,"3,409"
2021,4,70,"21,720","1,761","1,983","1,518","1,147","1,313","1,401","1,355","1,290",989,"1,505","2,142","1,267",892,753,495,"1,909"
2021,4,80,"9,701",765,971,676,424,531,659,591,566,449,717,914,522,427,298,261,930
2021,4,90,"1,473",137,125,91,75,80,109,81,81,63,104,125,69,60,56,41,176
2021,4,100,240,4,10,8,4,8,3,16,1,15,2,9,1,3,2,0,154
2021,5,총,"247,647","19,399","20,549","14,453","11,633","15,076","16,378","14,471","16,714","14,138","12,735","24,350","14,094","10,321","7,774","5,705","29,857"
2021,5,0,"13,940","1,204","1,094",540,451,715,862,546,"1,168","1,524",446,"1,267",788,511,356,335,"2,133"
2021,5,10,"18,497","1,130","1,254",851,736,"1,189","1,429",865,"1,260","1,101",753,"1,737",962,717,565,356,"3,592"
2021,5,20,"34,664","2,641","2,756","2,147","1,824","2,273","2,281","2,750","2,361","1,365","1,790","3,462","1,910","1,425","1,046",730,"3,903"
2021,5,30,"34,189","3,023","2,711","1,811","1,384","1,972","1,986","2,117","2,703","2,574","1,598","3,354","2,012","1,308",990,859,"3,787"
2021,5,40,"37,934","2,819","3,015","1,818","1,562","2,371","2,483","2,037","2,731","2,565","1,685","3,743","2,066","1,545","1,124",750,"5,620"
2021,5,50,"39,820","3,045","3,527","2,589","2,127","2,537","2,796","2,125","2,421","1,868","2,103","4,050","2,358","1,788","1,280",974,"4,232"
2021,5,60,"35,369","2,869","3,099","2,400","1,907","2,071","2,370","1,988","2,088","1,628","2,027","3,536","2,132","1,637","1,303",893,"3,421"
2021,5,70,"21,753","1,760","1,985","1,519","1,138","1,320","1,395","1,352","1,311",984,"1,506","2,154","1,266",897,753,503,"1,910"
2021,5,80,"9,766",771,974,677,423,543,663,594,588,448,723,914,528,429,299,264,928
2021,5,90,"1,475",133,124,92,77,77,110,81,82,66,102,124,71,61,56,41,178
2021,5,100,240,4,10,9,4,8,3,16,1,15,2,9,1,3,2,0,153
2021,6,총,"247,787","19,351","20,507","14,438","11,581","15,045","16,441","14,468","17,129","14,098","12,746","24,335","14,101","10,290","7,758","5,712","29,787"
2021,6,0,"13,942","1,187","1,099",536,450,707,874,537,"1,245","1,518",455,"1,256",782,508,345,335,"2,108"
