년도,월,나이,서산시,대산읍,인지면,부석면,팔봉면,지곡면,성연면,음암면,운산면,해미면,고북면,부춘동,동문1동,동문2동,수석동,석남동
2020,6,20,"19,164","1,823",638,284,177,671,"1,605",869,304,769,582,"2,645","2,245","1,125","2,005","3,422"
2020,6,30,"22,381","1,495",698,278,153,998,"3,724",889,275,494,589,"2,826","2,321",931,"2,058","4,652"
2020,6,40,"27,839","2,001","1,131",505,311,"1,251","2,100","1,433",570,890,910,"3,348","3,522","1,506","2,916","5,445"
2020,6,50,"28,169","3,085","1,286",901,609,"1,341","1,501","1,679",912,"1,376",844,"3,185","3,198","1,557","2,569","4,126"
2020,6,60,"21,221","1,819","1,058","1,306",834,"1,150",910,"1,449","1,084","1,396","1,061","1,955","1,936","1,268","1,705","2,290"
2020,6,70,"13,732",972,738,"1,013",667,761,502,"1,041",924,"1,128",838,"1,064","1,135",750,968,"1,231"
2020,6,80,"8,062",609,512,670,379,473,321,701,602,606,581,548,565,322,502,671
2020,6,90,"1,178",92,72,82,52,77,39,80,79,83,84,94,91,58,76,119
2020,6,100,62,3,4,1,4,0,3,4,2,3,7,10,8,7,2,4
2020,7,총,"175,124","13,838","7,376","5,391","3,376","8,113","14,699","9,532","5,172","7,475","6,455","19,616","19,207","9,032","16,327","29,515"
2020,7,0,"15,669",747,543,120,64,649,"2,764",570,138,280,401,"1,812","1,825",610,"1,466","3,680"
2020,7,10,"17,352","1,114",714,226,116,736,"1,090",795,285,463,510,"2,126","2,376",918,"2,028","3,855"
2020,7,20,"19,178","1,849",637,280,179,664,"1,624",867,296,754,588,"2,629","2,246","1,116","2,020","3,429"
2020,7,30,"22,345","1,513",687,274,154,987,"3,764",882,275,495,599,"2,813","2,287",916,"2,057","4,642"
2020,7,40,"27,876","2,008","1,126",505,306,"1,251","2,139","1,437",566,890,909,"3,353","3,541","1,492","2,915","5,438"
2020,7,50,"28,243","3,091","1,286",915,611,"1,338","1,538","1,687",917,"1,367",850,"3,180","3,192","1,560","2,573","4,138"
2020,7,60,"21,349","1,832","1,058","1,295",838,"1,172",913,"1,467","1,086","1,405","1,080","1,974","1,938","1,279","1,716","2,296"
2020,7,70,"13,800",981,740,"1,026",669,765,504,"1,041",926,"1,127",843,"1,069","1,140",750,974,"1,245"
2020,7,80,"8,072",609,510,667,384,472,321,703,602,608,584,555,565,325,499,668
2020,7,90,"1,179",91,71,82,51,79,39,79,79,83,84,95,89,59,77,121
2020,7,100,61,3,4,1,4,0,3,4,2,3,7,10,8,7,2,3
2020,8,총,"175,272","13,865","7,402","5,384","3,363","8,125","14,875","9,531","5,155","7,457","6,437","19,565","19,187","9,024","16,333","29,569"
2020,8,0,"15,680",747,546,122,64,645,"2,799",568,145,275,403,"1,790","1,805",616,"1,469","3,686"
2020,8,10,"17,334","1,101",712,218,113,737,"1,119",795,280,463,512,"2,111","2,374",910,"2,016","3,873"
2020,8,20,"19,151","1,860",638,285,173,661,"1,623",869,291,742,577,"2,626","2,234","1,121","2,024","3,427"
2020,8,30,"22,340","1,505",686,275,154,982,"3,807",878,276,497,596,"2,795","2,286",914,"2,062","4,627"
2020,8,40,"27,880","2,012","1,133",501,303,"1,247","2,179","1,436",564,889,910,"3,332","3,531","1,478","2,915","5,450"
2020,8,50,"28,244","3,109","1,293",906,606,"1,345","1,556","1,682",906,"1,357",838,"3,187","3,186","1,551","2,567","4,155"
2020,8,60,"21,468","1,845","1,062","1,296",838,"1,186",927,"1,480","1,089","1,405","1,078","1,988","1,959","1,296","1,717","2,302"
2020,8,70,"13,841",982,743,"1,030",672,771,505,"1,035",927,"1,131",844,"1,070","1,146",749,979,"1,257"
2020,8,80,"8,090",612,514,667,385,472,317,703,594,611,589,559,570,323,505,669
2020,8,90,"1,183",89,71,83,51,79,40,81,81,83,84,97,88,59,77,120
2020,8,100,61,3,4,1,4,0,3,4,2,4,6,10,8,7,2,3
2020,9,총,"175,330","13,871","7,401","5,376","3,358","8,175","14,985","9,502","5,156","7,458","6,424","19,581","19,122","9,015","16,356","29,550"
2020,9,0,"15,596",745,542,124,63,641,"2,807",560,145,271,404,"1,791","1,776",612,"1,463","3,652"
2020,9,10,"17,332","1,106",710,219,112,746,"1,135",791,276,460,503,"2,104","2,369",903,"2,022","3,876"
2020,9,20,"19,181","1,867",641,288,179,665,"1,632",865,292,747,579,"2,638","2,219","1,110","2,025","3,434"
2020,9,30,"22,276","1,494",670,274,149,982,"3,831",873,270,505,590,"2,804","2,255",908,"2,059","4,612"
2020,9,40,"27,840","2,017","1,136",501,299,"1,251","2,205","1,427",563,882,899,"3,320","3,495","1,481","2,922","5,442"
2020,9,50,"28,320","3,093","1,298",897,601,"1,365","1,578","1,683",902,"1,355",841,"3,193","3,219","1,549","2,570","4,176"
2020,9,60,"21,579","1,867","1,068","1,296",840,"1,202",928,"1,484","1,093","1,408","1,081","1,996","1,969","1,311","1,729","2,307"
2020,9,70,"13,869",977,744,"1,030",673,773,509,"1,036",931,"1,137",844,"1,070","1,152",751,985,"1,257"
2020,9,80,"8,081",609,518,665,384,472,317,696,598,607,592,557,568,325,503,670
2020,9,90,"1,195",93,70,81,54,78,40,83,84,82,85,98,92,58,76,121
2020,9,100,61,3,4,1,4,0,3,4,2,4,6,10,8,7,2,3
2020,10,총,"175,426","13,882","7,428","5,362","3,347","8,163","15,135","9,478","5,159","7,455","6,422","19,548","19,086","9,019","16,391","29,551"
2020,10,0,"15,530",753,539,121,63,628,"2,832",547,146,276,401,"1,771","1,757",609,"1,464","3,623"
2020,10,10,"17,328","1,098",718,216,110,747,"1,151",788,275,461,497,"2,098","2,359",904,"2,025","3,881"
2020,10,20,"19,184","1,858",636,288,178,673,"1,632",860,290,745,583,"2,630","2,206","1,116","2,033","3,456"
2020,10,30,"22,212","1,508",674,268,149,976,"3,868",861,277,506,593,"2,787","2,230",900,"2,048","4,567"
2020,10,40,"27,807","2,005","1,138",496,294,"1,229","2,242","1,418",553,876,891,"3,335","3,489","1,471","2,924","5,446"
2020,10,50,"28,402","3,093","1,301",902,593,"1,374","1,595","1,692",903,"1,358",848,"3,187","3,221","1,559","2,587","4,189"
2020,10,60,"21,710","1,884","1,067","1,290",848,"1,214",942,"1,495","1,094","1,402","1,082","2,002","2,006","1,309","1,748","2,327"
2020,10,70,"13,865",973,753,"1,031",666,775,513,"1,023",930,"1,140",847,"1,068","1,149",753,984,"1,260"
2020,10,80,"8,125",612,528,666,389,467,317,705,605,606,589,565,568,333,500,675
2020,10,90,"1,203",95,69,83,55,79,40,85,84,82,85,95,93,58,76,124
2020,10,100,60,3,5,1,2,1,3,4,2,3,6,10,8,7,2,3
2020,11,총,"175,487","13,905","7,442","5,348","3,355","8,176","15,309","9,489","5,152","7,442","6,391","19,537","19,024","9,020","16,359","29,538"
2020,11,0,"15,479",755,532,120,62,617,"2,881",544,143,274,398,"1,765","1,735",608,"1,449","3,596"
2020,11,10,"17,283","1,092",716,217,113,745,"1,158",782,271,460,489,"2,084","2,344",899,"2,030","3,883"
2020,11,20,"19,236","1,866",644,290,180,689,"1,645",867,288,744,589,"2,635","2,200","1,111","2,022","3,466"
2020,11,30,"22,141","1,511",669,269,149,978,"3,904",861,272,497,583,"2,777","2,197",907,"2,033","4,534"
2020,11,40,"27,862","2,020","1,144",497,291,"1,236","2,276","1,422",554,869,891,"3,330","3,467","1,469","2,921","5,475"
2020,11,50,"28,357","3,069","1,306",884,592,"1,370","1,616","1,691",899,"1,352",843,"3,185","3,235","1,548","2,576","4,191"
2020,11,60,"21,869","1,906","1,072","1,296",853,"1,221",955,"1,504","1,101","1,417","1,078","2,014","2,023","1,330","1,767","2,332"
2020,11,70,"13,889",977,758,"1,027",670,776,512,"1,028",932,"1,140",846,"1,075","1,150",750,983,"1,265"
2020,11,80,"8,110",609,527,664,389,463,318,703,606,603,585,566,570,335,500,672
2020,11,90,"1,204",97,69,83,54,80,41,84,84,83,84,96,95,56,77,121
2020,11,100,57,3,5,1,2,1,3,3,2,3,5,10,8,7,1,3
2020,12,총,"175,591","13,903","7,450","5,356","3,373","8,152","15,451","9,463","5,133","7,418","6,367","19,545","19,034","8,998","16,337","29,611"
2020,12,0,"15,446",754,525,123,64,611,"2,907",536,141,266,387,"1,759","1,725",600,"1,444","3,604"
2020,12,10,"17,252","1,073",722,216,113,744,"1,160",781,267,462,495,"2,079","2,350",898,"2,019","3,873"
2020,12,20,"19,277","1,870",645,294,182,684,"1,692",859,287,728,584,"2,640","2,187","1,108","2,032","3,485"
2020,12,30,"22,123","1,512",655,268,149,974,"3,931",850,269,494,576,"2,779","2,200",902,"2,022","4,542"
2020,12,40,"27,814","2,018","1,152",498,297,"1,223","2,292","1,411",554,869,877,"3,331","3,452","1,456","2,907","5,477"
2020,12,50,"28,370","3,070","1,311",871,597,"1,370","1,631","1,688",876,"1,356",844,"3,189","3,237","1,541","2,583","4,206"
2020,12,60,"22,029","1,920","1,079","1,308",854,"1,235",964,"1,522","1,111","1,416","1,076","2,023","2,050","1,337","1,778","2,356"
2020,12,70,"13,886",978,757,"1,022",673,779,508,"1,025",937,"1,134",849,"1,073","1,153",756,976,"1,266"
2020,12,80,"8,126",609,530,671,390,454,321,700,605,603,591,565,573,338,499,677
2020,12,90,"1,211",96,69,84,52,77,42,88,84,87,83,97,99,55,76,122
2020,12,100,57,3,5,1,2,1,3,3,2,3,5,10,8,7,1,3
2021,1,총,"175,543","13,850","7,438","5,348","3,360","8,182","15,536","9,469","5,126","7,404","6,312","19,507","19,036","8,975","16,324","29,676"
2021,1,0,"15,336",734,518,122,64,608,"2,910",524,141,257,378,"1,749","1,716",590,"1,430","3,595"
2021,1,10,"17,204","1,049",721,211,111,749,"1,188",779,259,459,484,"2,063","2,345",896,"2,021","3,869"
2021,1,20,"19,245","1,857",638,293,171,682,"1,696",865,290,722,576,"2,637","2,184","1,096","2,036","3,502"
2021,1,30,"22,036","1,509",646,271,148,961,"3,933",847,262,489,568,"2,765","2,187",902,"2,007","4,541"
2021,1,40,"27,794","2,010","1,148",487,300,"1,240","2,328","1,396",549,869,863,"3,320","3,442","1,450","2,908","5,484"
2021,1,50,"28,381","3,080","1,308",867,598,"1,368","1,633","1,707",869,"1,340",840,"3,176","3,241","1,541","2,583","4,230"
2021,1,60,"22,183","1,930","1,093","1,315",845,"1,249",975,"1,523","1,132","1,432","1,081","2,050","2,062","1,332","1,782","2,382"
2021,1,70,"13,928",974,759,"1,019",677,791,510,"1,032",933,"1,134",843,"1,075","1,166",766,977,"1,272"
2021,1,80,"8,152",609,536,675,390,454,316,700,605,609,590,565,588,342,504,669
2021,1,90,"1,227",96,67,87,54,79,44,93,83,90,83,97,97,53,75,129
2021,1,100,57,2,4,1,2,1,3,3,3,3,6,10,8,7,1,3
2021,2,총,"175,623","13,750","7,384","5,347","3,349","8,156","15,525","9,436","5,098","7,379","6,237","19,390","18,938","8,913","16,166","30,555"
2021,2,0,"15,317",716,505,124,62,595,"2,924",515,134,249,360,"1,708","1,687",575,"1,396","3,767"
2021,2,10,"17,186","1,026",710,206,111,752,"1,190",760,257,453,470,"2,052","2,323",885,"1,996","3,995"
2021,2,20,"19,085","1,824",621,279,167,668,"1,664",856,285,711,559,"2,609","2,161","1,085","2,013","3,583"
2021,2,30,"21,971","1,501",626,266,148,952,"3,910",839,259,486,559,"2,721","2,173",887,"1,963","4,681"
2021,2,40,"27,843","1,981","1,122",490,294,"1,238","2,354","1,377",542,857,843,"3,304","3,410","1,444","2,876","5,711"
2021,2,50,"28,428","3,081","1,328",873,589,"1,373","1,621","1,711",861,"1,338",828,"3,170","3,236","1,538","2,572","4,309"
2021,2,60,"22,328","1,937","1,098","1,316",848,"1,251",985,"1,541","1,140","1,443","1,089","2,058","2,081","1,333","1,789","2,419"
2021,2,70,"13,974",974,767,"1,021",687,789,511,"1,038",931,"1,125",842,"1,088","1,175",759,979,"1,288"
2021,2,80,"8,197",610,538,681,388,457,315,703,602,621,599,575,587,347,506,668
2021,2,90,"1,237",98,65,90,53,80,48,93,84,93,82,95,97,53,75,131
2021,2,100,57,2,4,1,2,1,3,3,3,3,6,10,8,7,1,3
2021,3,총,"175,650","13,713","7,344","5,339","3,341","8,166","15,443","9,415","5,058","7,325","6,191","19,268","18,773","8,819","15,997","31,458"
2021,3,0,"15,244",698,491,124,61,596,"2,893",499,132,248,355,"1,679","1,646",563,"1,369","3,890"
2021,3,10,"17,148","1,014",709,201,109,751,"1,206",756,258,443,461,"2,026","2,303",880,"1,952","4,079"
2021,3,20,"19,071","1,821",620,278,164,668,"1,617",852,284,696,555,"2,591","2,137","1,085","2,001","3,702"
2021,3,30,"21,925","1,461",604,266,147,939,"3,869",839,254,479,551,"2,705","2,135",862,"1,916","4,898"
2021,3,40,"27,847","1,975","1,111",480,293,"1,238","2,361","1,357",537,840,832,"3,276","3,376","1,434","2,839","5,898"
2021,3,50,"28,371","3,089","1,321",865,577,"1,371","1,630","1,697",848,"1,326",812,"3,158","3,206","1,526","2,528","4,417"
2021,3,60,"22,573","1,972","1,112","1,323",859,"1,262",994,"1,569","1,131","1,446","1,105","2,083","2,097","1,317","1,821","2,482"
2021,3,70,"13,946",974,764,"1,017",688,798,513,"1,033",920,"1,123",836,"1,074","1,176",752,985,"1,293"
2021,3,80,"8,254",612,539,688,390,460,311,718,610,627,604,581,589,342,511,672
2021,3,90,"1,234",95,68,96,52,82,48,93,80,96,74,92,102,56,75,125
2021,3,100,37,2,5,1,1,1,1,2,4,1,6,3,6,2,0,2
2021,4,총,"175,817","13,674","7,335","5,339","3,339","8,119","15,473","9,370","5,050","7,303","6,174","19,209","18,732","8,799","15,891","32,010"
2021,4,0,"15,196",694,492,123,61,579,"2,903",498,129,245,345,"1,663","1,632",555,"1,346","3,931"
2021,4,10,"17,147","1,004",701,199,110,750,"1,215",754,259,445,452,"2,024","2,290",882,"1,938","4,124"
2021,4,20,"19,056","1,803",610,284,160,647,"1,614",842,281,688,555,"2,573","2,127","1,081","1,994","3,797"
2021,4,30,"21,905","1,463",609,266,147,936,"3,846",826,257,476,539,"2,705","2,116",851,"1,898","4,970"
2021,4,40,"27,842","1,968","1,101",480,287,"1,227","2,391","1,340",531,835,826,"3,262","3,356","1,434","2,817","5,987"
2021,4,50,"28,376","3,074","1,323",860,577,"1,378","1,627","1,689",828,"1,304",819,"3,140","3,227","1,519","2,499","4,512"
2021,4,60,"22,809","1,985","1,126","1,327",867,"1,264","1,008","1,572","1,147","1,455","1,121","2,092","2,123","1,325","1,830","2,567"
2021,4,70,"13,934",980,758,"1,009",685,792,511,"1,030",923,"1,125",831,"1,080","1,165",751,982,"1,312"
2021,4,80,"8,266",604,542,694,391,463,312,721,610,632,604,572,584,344,510,683
2021,4,90,"1,246",97,68,96,52,81,45,96,81,97,76,95,106,55,77,124
2021,4,100,40,2,5,1,2,2,1,2,4,1,6,3,6,2,0,3
2021,5,총,"176,031","13,695","7,326","5,333","3,344","8,114","15,495","9,350","5,068","7,289","6,157","19,236","18,703","8,805","15,918","32,198"
2021,5,0,"15,113",686,486,120,64,572,"2,891",489,127,241,348,"1,655","1,616",546,"1,331","3,941"
2021,5,10,"17,192","1,021",688,205,111,762,"1,236",746,260,444,446,"2,019","2,292",881,"1,935","4,146"
2021,5,20,"19,055","1,792",609,281,160,645,"1,612",844,285,683,561,"2,578","2,119","1,087","2,006","3,793"
2021,5,30,"21,883","1,471",606,262,146,923,"3,833",822,258,470,527,"2,708","2,100",843,"1,891","5,023"
2021,5,40,"27,820","1,947","1,096",476,283,"1,229","2,403","1,318",526,824,827,"3,255","3,345","1,433","2,822","6,036"
2021,5,50,"28,429","3,092","1,319",855,575,"1,372","1,629","1,687",837,"1,313",800,"3,164","3,243","1,523","2,506","4,514"
2021,5,60,"22,982","2,006","1,144","1,334",875,"1,261","1,016","1,589","1,153","1,456","1,126","2,104","2,130","1,329","1,849","2,610"
2021,5,70,"13,943",980,763,"1,003",687,794,511,"1,034",924,"1,121",827,"1,077","1,168",755,989,"1,310"
2021,5,80,"8,315",602,542,698,390,472,314,721,614,639,614,577,582,347,508,695
2021,5,90,"1,259",96,68,98,51,83,49,98,80,97,74,96,103,59,80,127
2021,5,100,40,2,5,1,2,1,1,2,4,1,7,3,5,2,1,3
2021,6,총,"176,090","13,634","7,307","5,318","3,333","8,130","15,483","9,305","5,064","7,279","6,165","19,183","18,701","8,778","15,906","32,504"
2021,6,0,"15,079",683,476,120,63,565,"2,879",475,126,238,351,"1,624","1,625",542,"1,335","3,977"
2021,6,10,"17,134","1,009",690,202,108,764,"1,244",742,261,436,447,"2,006","2,278",872,"1,930","4,145"
2021,6,20,"19,050","1,770",613,279,157,658,"1,599",836,286,681,559,"2,576","2,095","1,075","1,992","3,874"
2021,6,30,"21,839","1,458",595,260,144,919,"3,816",805,253,465,529,"2,707","2,098",844,"1,885","5,061"
2021,6,40,"27,837","1,941","1,086",475,283,"1,228","2,414","1,302",527,826,829,"3,236","3,354","1,420","2,824","6,092"
2021,6,50,"28,381","3,063","1,316",849,569,"1,362","1,631","1,681",832,"1,300",803,"3,161","3,231","1,522","2,505","4,556"
2021,6,60,"23,191","2,029","1,150","1,332",880,"1,289","1,025","1,606","1,156","1,475","1,123","2,113","2,153","1,344","1,856","2,660"
2021,6,70,"13,961",984,765,"1,002",686,797,510,"1,034",929,"1,124",829,"1,083","1,173",751,989,"1,305"
2021,6,80,"8,308",594,540,698,389,466,315,725,609,633,612,578,587,346,511,705
2021,6,90,"1,272",101,70,100,52,82,49,97,83,100,76,96,102,60,78,126
2021,6,100,38,2,6,1,2,0,1,2,2,1,7,3,5,2,1,3
2021,7,총,"176,205","13,589","7,280","5,311","3,332","8,145","15,496","9,291","5,068","7,277","6,139","19,042","18,695","8,740","15,834","32,966"
2021,7,0,"15,059",687,474,115,61,574,"2,883",469,125,240,346,"1,572","1,621",535,"1,332","4,025"
2021,7,10,"17,132","1,002",682,206,111,757,"1,243",741,260,437,440,"1,988","2,283",861,"1,925","4,196"
2021,7,20,"18,995","1,747",609,269,153,664,"1,587",833,281,666,564,"2,560","2,077","1,062","1,982","3,941"
2021,7,30,"21,802","1,463",589,263,148,921,"3,822",787,252,460,519,"2,655","2,087",835,"1,870","5,131"
2021,7,40,"27,816","1,924","1,076",471,279,"1,227","2,419","1,297",528,824,829,"3,220","3,358","1,410","2,797","6,157"
2021,7,50,"28,411","3,046","1,314",847,575,"1,356","1,624","1,678",824,"1,308",798,"3,155","3,230","1,516","2,486","4,654"
2021,7,60,"23,335","2,032","1,148","1,343",885,"1,296","1,044","1,613","1,167","1,481","1,120","2,130","2,152","1,350","1,862","2,712"
2021,7,70,"13,977",989,765,989,681,799,508,"1,048",933,"1,125",824,"1,076","1,180",756,990,"1,314"
2021,7,80,"8,367",597,546,707,388,467,316,727,612,635,617,588,596,351,512,708
2021,7,90,"1,273",100,70,100,50,84,49,96,84,100,75,95,106,62,76,126
2021,7,100,38,2,7,1,1,0,1,2,2,1,7,3,5,2,2,2
2021,8,총,"176,360","13,553","7,278","5,307","3,338","8,127","15,519","9,297","5,046","7,288","6,108","19,036","18,699","8,715","15,821","33,228"
2021,8,0,"15,037",678,468,117,60,570,"2,885",465,123,236,347,"1,564","1,615",527,"1,335","4,047"
2021,8,10,"17,107",993,677,205,111,764,"1,242",743,258,441,433,"1,978","2,269",856,"1,909","4,228"
2021,8,20,"19,015","1,746",599,262,153,671,"1,575",827,277,669,558,"2,582","2,099","1,061","1,977","3,959"
2021,8,30,"21,787","1,439",591,266,145,902,"3,849",780,251,458,519,"2,627","2,079",824,"1,869","5,188"
2021,8,40,"27,790","1,927","1,065",468,278,"1,221","2,417","1,300",518,822,820,"3,217","3,336","1,406","2,781","6,214"
2021,8,50,"28,474","3,025","1,317",839,577,"1,361","1,629","1,687",812,"1,308",794,"3,154","3,254","1,520","2,509","4,688"
2021,8,60,"23,451","2,049","1,163","1,346",889,"1,292","1,049","1,616","1,178","1,484","1,113","2,146","2,162","1,355","1,854","2,755"
2021,8,70,"13,988",993,776,"1,000",676,795,511,"1,054",929,"1,123",825,"1,076","1,171",756,994,"1,309"
2021,8,80,"8,394",599,543,705,398,467,311,726,615,644,618,590,606,347,511,714
2021,8,90,"1,279",102,72,98,50,83,50,97,83,102,75,99,103,61,80,124
2021,8,100,38,2,7,1,1,1,1,2,2,1,6,3,5,2,2,2
