년도,월,나이,군포시,군포1동,군포2동,산본1동,산본2동,금정동,재궁동,오금동,수리동,궁내동,대야동,광정동,송부동
2020,9,100,53,7,11,7,3,5,4,0,2,3,3,8,
2020,10,총,"138,291","16,017","27,110","8,064","14,144","8,355","10,155","11,407","8,848","10,856","10,232","13,103",
2020,10,0,"10,270",996,"2,325",327,"1,147",392,602,980,580,896,"1,158",867,
2020,10,10,"13,024","1,287","3,038",430,"1,352",569,730,"1,049",790,"1,577",844,"1,358",
2020,10,20,"18,319","2,466","3,511","1,149","1,837","1,269","1,401","1,340","1,038","1,199","1,299","1,810",
2020,10,30,"18,509","1,999","3,569",928,"1,848","1,018","1,560","1,906","1,058","1,190","1,810","1,623",
2020,10,40,"22,739","2,371","4,776",990,"2,350","1,166","1,493","2,008","1,420","2,278","1,581","2,306",
2020,10,50,"24,749","3,188","4,824","1,637","2,592","1,736","1,722","1,809","1,566","1,791","1,707","2,177",
2020,10,60,"16,625","2,149","2,915","1,391","1,754","1,317","1,336","1,203","1,119",952,"1,075","1,414",
2020,10,70,"8,298",994,"1,304",734,743,567,779,654,730,536,462,795,
2020,10,80,"4,844",467,706,399,427,269,452,395,481,387,241,620,
2020,10,90,860,93,131,72,91,46,76,63,64,47,52,125,
2020,10,100,54,7,11,7,3,6,4,0,2,3,3,8,
2020,11,총,"138,179","16,011","27,091","8,071","14,112","8,377","10,116","11,387","8,817","10,862","10,245","13,090",
2020,11,0,"10,172",982,"2,293",323,"1,138",396,588,976,570,891,"1,150",865,
2020,11,10,"12,981","1,281","3,052",422,"1,347",568,729,"1,045",783,"1,570",843,"1,341",
2020,11,20,"18,293","2,473","3,499","1,151","1,831","1,275","1,389","1,340","1,028","1,200","1,303","1,804",
2020,11,30,"18,453","1,995","3,557",937,"1,835","1,021","1,541","1,891","1,052","1,186","1,806","1,632",
2020,11,40,"22,694","2,364","4,760",985,"2,347","1,165","1,485","1,999","1,420","2,273","1,599","2,297",
2020,11,50,"24,710","3,169","4,830","1,635","2,586","1,732","1,727","1,805","1,559","1,794","1,694","2,179",
2020,11,60,"16,775","2,175","2,947","1,400","1,764","1,324","1,343","1,220","1,128",970,"1,088","1,416",
2020,11,70,"8,321",997,"1,313",736,751,568,774,657,721,537,465,802,
2020,11,80,"4,860",474,696,402,420,272,459,393,490,391,242,621,
2020,11,90,865,94,133,73,90,50,77,61,64,47,52,124,
2020,11,100,55,7,11,7,3,6,4,0,2,3,3,9,
2020,12,총,"137,957","15,982","27,049","8,053","14,068","8,383","10,079","11,381","8,809","10,836","10,250","13,067",
2020,12,0,"10,083",978,"2,283",317,"1,119",400,585,964,564,887,"1,132",854,
2020,12,10,"12,901","1,278","3,031",413,"1,338",570,721,"1,035",780,"1,557",846,"1,332",
2020,12,20,"18,273","2,459","3,489","1,145","1,820","1,277","1,369","1,360","1,039","1,202","1,292","1,821",
2020,12,30,"18,408","1,999","3,551",936,"1,818","1,025","1,529","1,887","1,038","1,184","1,818","1,623",
2020,12,40,"22,596","2,353","4,745",977,"2,344","1,162","1,476","1,980","1,418","2,257","1,602","2,282",
2020,12,50,"24,658","3,154","4,825","1,630","2,580","1,721","1,715","1,815","1,550","1,795","1,705","2,168",
2020,12,60,"16,909","2,179","2,972","1,411","1,779","1,327","1,370","1,228","1,140",975,"1,092","1,436",
2020,12,70,"8,341","1,006","1,314",742,753,572,774,656,718,535,468,803,
2020,12,80,"4,860",473,697,399,426,271,455,396,493,393,240,617,
2020,12,90,872,95,133,76,88,52,81,59,67,48,52,121,
2020,12,100,56,8,9,7,3,6,4,1,2,3,3,10,
2021,1,총,"137,816","15,962","27,040","8,021","14,057","8,377","10,069","11,361","8,810","10,809","10,260","13,050",
2021,1,0,"10,010",977,"2,277",310,"1,114",403,577,951,554,876,"1,125",846,
2021,1,10,"12,826","1,261","3,023",404,"1,335",561,714,"1,021",785,"1,559",836,"1,327",
2021,1,20,"18,230","2,446","3,481","1,140","1,815","1,273","1,369","1,369","1,032","1,194","1,295","1,816",
2021,1,30,"18,359","2,000","3,529",932,"1,818","1,026","1,539","1,869","1,039","1,170","1,822","1,615",
2021,1,40,"22,489","2,344","4,732",977,"2,337","1,148","1,466","1,972","1,402","2,246","1,596","2,269",
2021,1,50,"24,625","3,141","4,821","1,608","2,568","1,711","1,701","1,830","1,565","1,797","1,704","2,179",
2021,1,60,"17,107","2,203","3,015","1,425","1,800","1,346","1,379","1,233","1,152",989,"1,113","1,452",
2021,1,70,"8,353","1,009","1,320",748,747,579,777,660,714,530,471,798,
2021,1,80,"4,890",481,700,392,432,271,463,395,499,395,246,616,
2021,1,90,873,92,133,78,89,53,80,60,66,50,50,122,
2021,1,100,54,8,9,7,2,6,4,1,2,3,2,10,
2021,2,총,"137,341","15,880","26,942","8,000","14,009","8,406","9,984","11,299","8,770","10,771","10,268","13,012",
2021,2,0,"9,872",960,"2,236",313,"1,093",407,561,927,543,873,"1,122",837,
2021,2,10,"12,719","1,250","2,995",400,"1,336",555,691,"1,017",784,"1,545",838,"1,308",
2021,2,20,"18,112","2,421","3,452","1,141","1,795","1,287","1,359","1,350","1,023","1,194","1,282","1,808",
2021,2,30,"18,231","1,996","3,512",925,"1,796","1,022","1,512","1,852","1,030","1,153","1,819","1,614",
2021,2,40,"22,345","2,324","4,690",961,"2,328","1,158","1,449","1,969","1,376","2,238","1,607","2,245",
2021,2,50,"24,586","3,136","4,836","1,598","2,572","1,694","1,689","1,822","1,576","1,779","1,699","2,185",
2021,2,60,"17,261","2,208","3,047","1,433","1,803","1,365","1,396","1,244","1,153","1,015","1,130","1,467",
2021,2,70,"8,348","1,002","1,324",748,755,579,775,662,713,522,474,794,
2021,2,80,"4,938",483,707,395,441,281,465,398,505,398,245,620,
2021,2,90,876,92,134,79,88,52,83,58,65,51,50,124,
2021,2,100,53,8,9,7,2,6,4,0,2,3,2,10,
2021,3,총,"136,789","15,780","26,915","7,968","13,957","8,356","9,923","11,253","8,711","10,714","10,263","12,949",
2021,3,0,"9,774",950,"2,238",308,"1,094",395,547,910,541,851,"1,114",826,
2021,3,10,"12,631","1,251","2,968",394,"1,331",549,691,"1,011",765,"1,541",842,"1,288",
2021,3,20,"18,103","2,419","3,460","1,145","1,785","1,291","1,363","1,358","1,013","1,192","1,275","1,802",
2021,3,30,"18,103","1,971","3,487",930,"1,791","1,011","1,497","1,845","1,024","1,143","1,798","1,606",
2021,3,40,"22,181","2,306","4,686",945,"2,325","1,143","1,435","1,943","1,364","2,210","1,605","2,219",
2021,3,50,"24,480","3,111","4,819","1,591","2,541","1,684","1,666","1,807","1,564","1,783","1,711","2,203",
2021,3,60,"17,354","2,210","3,081","1,429","1,813","1,380","1,401","1,257","1,157","1,020","1,139","1,467",
2021,3,70,"8,303",981,"1,321",744,756,568,777,663,704,519,476,794,
2021,3,80,"4,951",486,719,396,430,279,467,400,511,398,251,614,
2021,3,90,877,91,134,80,89,54,78,58,67,54,50,122,
2021,3,100,32,4,2,6,2,2,1,1,1,3,2,8,
2021,4,총,"136,580","15,766","26,857","7,942","13,921","8,313","9,936","11,234","8,692","10,672","10,261","12,986",
2021,4,0,"9,686",951,"2,217",307,"1,076",390,539,895,541,842,"1,099",829,
2021,4,10,"12,576","1,239","2,958",382,"1,324",542,691,"1,016",763,"1,530",840,"1,291",
2021,4,20,"18,044","2,404","3,456","1,134","1,774","1,285","1,365","1,350",999,"1,192","1,280","1,805",
2021,4,30,"18,049","1,967","3,454",938,"1,791","1,006","1,493","1,841","1,028","1,134","1,791","1,606",
2021,4,40,"22,145","2,313","4,664",945,"2,314","1,133","1,442","1,939","1,357","2,199","1,616","2,223",
2021,4,50,"24,417","3,100","4,821","1,577","2,544","1,659","1,660","1,819","1,550","1,781","1,703","2,203",
2021,4,60,"17,500","2,230","3,110","1,430","1,820","1,406","1,416","1,262","1,163","1,028","1,149","1,486",
2021,4,70,"8,290",982,"1,317",745,754,562,776,655,706,515,483,795,
2021,4,80,"4,966",483,726,395,432,275,474,398,517,397,250,619,
2021,4,90,876,93,132,83,90,53,79,58,67,51,48,122,
2021,4,100,31,4,2,6,2,2,1,1,1,3,2,7,
2021,5,총,"136,466","15,789","26,864","7,928","13,907","8,302","9,913","11,199","8,656","10,633","10,297","12,978",
2021,5,0,"9,629",945,"2,205",307,"1,067",385,533,891,525,837,"1,108",826,
2021,5,10,"12,506","1,235","2,961",377,"1,325",545,678,997,762,"1,507",836,"1,283",
2021,5,20,"18,044","2,402","3,445","1,141","1,777","1,285","1,359","1,358",996,"1,180","1,284","1,817",
2021,5,30,"17,994","1,976","3,439",929,"1,773","1,011","1,496","1,822","1,021","1,133","1,793","1,601",
2021,5,40,"22,040","2,294","4,659",942,"2,310","1,123","1,431","1,925","1,348","2,188","1,615","2,205",
2021,5,50,"24,377","3,114","4,818","1,560","2,538","1,644","1,655","1,812","1,544","1,787","1,711","2,194",
2021,5,60,"17,683","2,257","3,142","1,441","1,838","1,407","1,425","1,281","1,174","1,037","1,170","1,511",
2021,5,70,"8,279",989,"1,316",748,745,562,780,652,701,513,484,789,
2021,5,80,"5,002",482,741,394,442,284,475,404,516,398,245,621,
2021,5,90,879,90,136,83,89,54,80,56,68,50,49,124,
2021,5,100,33,5,2,6,3,2,1,1,1,3,2,7,
2021,6,총,"136,417","15,763","26,849","7,910","13,906","8,293","9,907","11,204","8,655","10,624","10,349","12,957",
2021,6,0,"9,598",942,"2,193",306,"1,063",379,534,889,523,824,"1,120",825,
2021,6,10,"12,436","1,228","2,943",372,"1,328",543,677,990,758,"1,501",831,"1,265",
2021,6,20,"18,007","2,388","3,438","1,142","1,765","1,281","1,356","1,354",998,"1,181","1,278","1,826",
2021,6,30,"17,983","1,970","3,428",928,"1,767","1,021","1,475","1,843","1,018","1,130","1,805","1,598",
2021,6,40,"21,979","2,292","4,637",932,"2,309","1,114","1,435","1,908","1,349","2,182","1,628","2,193",
2021,6,50,"24,337","3,115","4,812","1,556","2,533","1,627","1,658","1,818","1,534","1,790","1,709","2,185",
2021,6,60,"17,847","2,255","3,200","1,444","1,847","1,426","1,435","1,290","1,189","1,048","1,194","1,519",
2021,6,70,"8,284",999,"1,318",744,752,560,778,647,699,518,479,790,
2021,6,80,"5,035",480,742,400,449,287,479,406,519,398,252,623,
2021,6,90,876,89,136,80,90,53,78,58,67,49,50,126,
2021,6,100,35,5,2,6,3,2,2,1,1,3,3,7,
2021,7,총,"136,294","15,788","22,178","7,893","13,892","8,295","9,874","11,175","8,636","10,595","4,648","12,951","10,369"
2021,7,0,"9,533",942,"1,743",303,"1,058",381,531,883,517,807,296,826,"1,246"
2021,7,10,"12,426","1,232","2,366",360,"1,334",539,672,991,747,"1,491",443,"1,267",984
2021,7,20,"17,945","2,395","2,935","1,149","1,756","1,277","1,351","1,339","1,000","1,188",531,"1,814","1,210"
2021,7,30,"17,988","1,982","2,867",929,"1,765","1,025","1,464","1,834","1,030","1,121",513,"1,602","1,856"
2021,7,40,"21,869","2,276","3,716",919,"2,303","1,106","1,419","1,906","1,335","2,164",752,"2,191","1,782"
2021,7,50,"24,312","3,115","4,099","1,559","2,514","1,620","1,659","1,819","1,526","1,801",897,"2,173","1,530"
2021,7,60,"17,959","2,266","2,651","1,441","1,868","1,440","1,436","1,296","1,192","1,064",657,"1,534","1,114"
2021,7,70,"8,283","1,000","1,072",745,753,558,785,643,699,506,330,788,404
2021,7,80,"5,065",484,615,403,447,292,479,407,521,404,187,626,200
2021,7,90,881,91,113,80,92,55,76,56,68,46,40,123,41
2021,7,100,33,5,1,5,2,2,2,1,1,3,2,7,2
2021,8,총,"135,994","15,827","22,101","7,859","13,864","8,270","9,831","11,155","8,596","10,581","4,649","12,888","10,373"
2021,8,0,"9,425",932,"1,725",300,"1,046",371,525,867,509,802,296,814,"1,238"
2021,8,10,"12,378","1,235","2,353",357,"1,329",539,667,981,745,"1,478",438,"1,265",991
2021,8,20,"17,875","2,423","2,907","1,139","1,755","1,267","1,346","1,343",985,"1,187",533,"1,797","1,193"
2021,8,30,"17,882","1,984","2,849",922,"1,759","1,018","1,449","1,828","1,023","1,107",510,"1,585","1,848"
2021,8,40,"21,763","2,257","3,693",903,"2,293","1,091","1,414","1,901","1,330","2,159",751,"2,173","1,798"
2021,8,50,"24,308","3,119","4,089","1,549","2,509","1,630","1,649","1,824","1,523","1,815",897,"2,174","1,530"
2021,8,60,"18,073","2,286","2,682","1,454","1,883","1,443","1,437","1,300","1,197","1,071",661,"1,537","1,122"
2021,8,70,"8,292","1,006","1,070",746,750,559,785,648,696,507,331,784,410
2021,8,80,"5,076",488,615,405,451,296,478,403,520,405,188,628,199
2021,8,90,887,92,116,79,87,53,79,59,67,47,42,124,42
2021,8,100,35,5,2,5,2,3,2,1,1,3,2,7,2
2021,9,총,"135,866","15,841","22,092","7,837","13,850","8,270","9,824","11,117","8,579","10,555","4,642","12,874","10,385"
2021,9,0,"9,333",925,"1,702",297,"1,029",360,519,860,504,799,293,807,"1,238"
2021,9,10,"12,352","1,219","2,356",359,"1,331",540,667,970,740,"1,480",439,"1,259",992
2021,9,20,"17,786","2,444","2,904","1,123","1,741","1,258","1,322","1,328",969,"1,176",536,"1,801","1,184"
2021,9,30,"17,839","1,980","2,826",928,"1,742","1,019","1,455","1,831","1,024","1,096",510,"1,577","1,851"
2021,9,40,"21,677","2,240","3,687",895,"2,292","1,082","1,404","1,881","1,335","2,148",746,"2,163","1,804"
2021,9,50,"24,380","3,130","4,108","1,545","2,524","1,639","1,657","1,827","1,525","1,825",895,"2,183","1,522"
2021,9,60,"18,177","2,300","2,708","1,451","1,888","1,458","1,452","1,312","1,200","1,072",659,"1,541","1,136"
2021,9,70,"8,293","1,013","1,071",749,753,556,782,641,690,502,333,790,413
2021,9,80,"5,096",490,614,407,458,299,485,405,522,408,186,620,202
2021,9,90,897,95,112,78,90,57,79,61,69,46,43,126,41
2021,9,100,36,5,4,5,2,2,2,1,1,3,2,7,2
2021,10,총,"135,709","15,864","22,059","7,785","13,848","8,269","9,807","11,098","8,558","10,561","4,641","12,821","10,398"
2021,10,0,"9,279",929,"1,704",292,"1,010",350,519,853,507,797,294,794,"1,230"
2021,10,10,"12,324","1,220","2,344",358,"1,340",538,661,963,735,"1,477",436,"1,253",999
2021,10,20,"17,717","2,438","2,895","1,105","1,733","1,256","1,310","1,326",964,"1,180",533,"1,795","1,182"
2021,10,30,"17,806","1,989","2,816",917,"1,747","1,021","1,447","1,829","1,021","1,094",509,"1,573","1,843"
2021,10,40,"21,586","2,238","3,669",891,"2,289","1,082","1,397","1,871","1,329","2,138",744,"2,136","1,802"
2021,10,50,"24,368","3,118","4,102","1,537","2,518","1,638","1,657","1,835","1,517","1,840",893,"2,182","1,531"
2021,10,60,"18,286","2,319","2,728","1,445","1,904","1,474","1,465","1,311","1,203","1,075",668,"1,546","1,148"
2021,10,70,"8,289","1,016","1,069",751,751,550,781,646,690,503,338,783,411
2021,10,80,"5,117",493,619,409,464,300,488,403,519,405,180,629,208
2021,10,90,899,99,108,75,90,58,80,60,72,49,44,122,42
2021,10,100,38,5,5,5,2,2,2,1,1,3,2,8,2
2021,11,총,"135,628","15,880","22,071","7,801","13,812","8,269","9,790","11,040","8,535","10,534","4,696","12,789","10,411"
2021,11,0,"9,196",917,"1,706",289,993,350,511,838,500,785,303,782,"1,222"
2021,11,10,"12,308","1,218","2,335",359,"1,338",536,667,958,735,"1,475",440,"1,245","1,002"
2021,11,20,"17,731","2,450","2,893","1,117","1,728","1,260","1,302","1,322",965,"1,178",536,"1,794","1,186"
2021,11,30,"17,780","1,995","2,811",921,"1,750","1,014","1,447","1,813","1,017","1,088",531,"1,558","1,835"
2021,11,40,"21,541","2,249","3,674",886,"2,263","1,087","1,394","1,850","1,321","2,125",744,"2,132","1,816"
2021,11,50,"24,360","3,104","4,108","1,541","2,514","1,634","1,650","1,838","1,515","1,842",904,"2,178","1,532"
2021,11,60,"18,383","2,345","2,744","1,446","1,923","1,474","1,468","1,315","1,207","1,083",672,"1,555","1,151"
2021,11,70,"8,272","1,007","1,075",750,750,549,774,641,692,500,341,778,415
2021,11,80,"5,116",492,610,408,462,305,494,402,514,406,179,635,209
2021,11,90,905,98,111,79,90,58,80,62,69,49,44,124,41
2021,11,100,36,5,4,5,1,2,3,1,0,3,2,8,2
2021,12,총,"135,289","15,851","22,015","7,796","13,757","8,251","9,742","11,020","8,517","10,485","4,739","12,719","10,397"
2021,12,0,"9,107",906,"1,691",288,991,350,495,825,490,775,306,771,"1,219"
2021,12,10,"12,247","1,203","2,322",358,"1,329",533,664,957,730,"1,463",447,"1,238","1,003"
2021,12,20,"17,657","2,471","2,874","1,120","1,705","1,255","1,302","1,321",953,"1,170",541,"1,778","1,167"
2021,12,30,"17,693","1,973","2,796",928,"1,742","1,011","1,429","1,807","1,027","1,069",539,"1,544","1,828"
2021,12,40,"21,530","2,253","3,669",887,"2,268","1,086","1,382","1,845","1,322","2,124",752,"2,119","1,823"
2021,12,50,"24,341","3,106","4,110","1,539","2,508","1,629","1,657","1,834","1,507","1,835",911,"2,170","1,535"
2021,12,60,"18,366","2,333","2,746","1,443","1,906","1,471","1,451","1,321","1,218","1,096",674,"1,553","1,154"
2021,12,70,"8,257","1,009","1,082",742,753,550,774,637,684,498,343,771,414
2021,12,80,"5,143",492,609,412,462,303,504,409,514,404,181,643,210
2021,12,90,917,100,112,79,92,59,82,63,72,48,43,125,42
