년도,월,나이,창녕군,창녕읍,남지읍,고암면,성산면,대합면,이방면,유어면,대지면,계성면,영산면,장마면,도천면,길곡면,부곡면
2020,3,0,"3,520","1,443","1,024",61,31,115,71,40,150,69,234,42,102,37,101
2020,3,10,"4,251","1,610",927,131,66,172,253,60,182,76,362,54,167,54,137
2020,3,20,"5,130","1,802",971,130,102,275,142,96,209,180,530,95,224,100,274
2020,3,30,"5,424","1,963","1,295",102,102,244,153,104,202,151,444,113,205,82,264
2020,3,40,"7,210","2,410","1,732",147,144,391,183,148,298,198,659,149,298,141,312
2020,3,50,"11,198","2,915","2,179",333,316,728,445,298,437,480,"1,163",352,522,305,725
2020,3,60,"11,640","2,566","2,072",395,391,807,545,420,488,512,"1,120",406,617,386,915
2020,3,70,"8,006","1,565","1,306",407,264,670,425,383,353,397,709,368,382,243,534
2020,3,80,"4,912",897,719,300,215,423,303,220,233,272,377,257,239,148,309
2020,3,90,618,103,84,51,24,51,28,36,29,35,49,31,36,25,36
2020,3,100,25,3,6,0,1,1,3,0,4,2,0,0,2,0,3
2020,4,총,"61,889","17,250","12,324","2,059","1,643","3,865","2,535","1,815","2,585","2,390","5,633","1,856","2,794","1,522","3,618"
2020,4,0,"3,513","1,434","1,016",63,31,110,70,43,151,72,231,44,107,37,104
2020,4,10,"4,210","1,599",924,126,61,168,247,63,181,76,360,52,165,53,135
2020,4,20,"5,109","1,805",965,127,100,277,140,98,208,180,527,94,220,96,272
2020,4,30,"5,399","1,959","1,282",104,104,245,154,104,202,151,437,113,200,84,260
2020,4,40,"7,198","2,401","1,736",145,140,388,181,149,298,201,657,148,301,137,316
2020,4,50,"11,208","2,916","2,194",335,313,727,441,294,436,485,"1,169",347,518,303,730
2020,4,60,"11,665","2,557","2,090",401,393,802,544,427,489,515,"1,116",407,621,389,914
2020,4,70,"8,011","1,576","1,305",404,265,669,420,379,356,398,706,363,384,248,538
2020,4,80,"4,921",894,723,301,211,423,306,222,230,272,383,258,237,150,311
2020,4,90,630,105,83,53,25,55,28,36,30,38,47,30,39,25,36
2020,4,100,25,4,6,0,0,1,4,0,4,2,0,0,2,0,2
2020,5,총,"61,873","17,251","12,325","2,074","1,637","3,866","2,530","1,822","2,583","2,389","5,605","1,863","2,790","1,523","3,615"
2020,5,0,"3,496","1,434",999,70,33,111,67,44,150,72,229,44,105,36,102
2020,5,10,"4,203","1,591",933,125,59,169,250,62,180,77,352,54,162,54,135
2020,5,20,"5,067","1,795",956,125,98,275,135,100,207,180,518,93,219,94,272
2020,5,30,"5,366","1,956","1,270",106,102,244,149,104,202,151,435,113,199,81,254
2020,5,40,"7,185","2,405","1,741",144,141,386,177,148,296,201,649,148,300,138,311
2020,5,50,"11,195","2,915","2,199",340,309,723,443,293,437,481,"1,159",345,520,302,729
2020,5,60,"11,716","2,566","2,101",404,395,802,550,428,487,517,"1,123",411,622,391,919
2020,5,70,"8,047","1,578","1,309",407,266,672,421,384,359,398,710,367,385,250,541
2020,5,80,"4,936",902,727,301,209,428,304,223,230,271,382,257,236,152,314
2020,5,90,636,105,83,52,25,55,30,36,31,39,48,31,40,25,36
2020,5,100,26,4,7,0,0,1,4,0,4,2,0,0,2,0,2
2020,6,총,"61,825","17,222","12,314","2,065","1,636","3,865","2,531","1,824","2,572","2,389","5,613","1,856","2,796","1,532","3,610"
2020,6,0,"3,459","1,428",990,69,30,109,68,44,147,70,223,43,105,35,98
2020,6,10,"4,200","1,585",941,121,59,174,249,63,172,77,359,55,159,53,133
2020,6,20,"5,052","1,793",951,125,100,267,138,98,209,181,525,88,215,97,265
2020,6,30,"5,319","1,945","1,256",105,102,240,150,107,197,148,424,115,201,77,252
2020,6,40,"7,177","2,395","1,748",142,139,386,180,146,294,203,652,148,296,139,309
2020,6,50,"11,155","2,902","2,190",338,306,726,432,292,436,482,"1,154",344,518,303,732
2020,6,60,"11,793","2,576","2,112",407,399,801,554,428,492,513,"1,138",411,639,401,922
2020,6,70,"8,075","1,586","1,310",408,266,677,422,388,358,400,712,366,387,250,545
2020,6,80,"4,935",901,726,299,210,430,304,222,231,275,381,255,233,152,316
2020,6,90,634,107,83,51,25,54,30,36,32,38,45,31,41,25,36
2020,6,100,26,4,7,0,0,1,4,0,4,2,0,0,2,0,2
2020,7,총,"61,646","17,171","12,297","2,042","1,631","3,834","2,525","1,805","2,563","2,376","5,607","1,865","2,797","1,541","3,592"
2020,7,0,"3,403","1,416",981,67,27,106,68,44,142,64,219,44,99,34,92
2020,7,10,"4,202","1,586",957,118,59,166,246,62,174,76,361,55,157,54,131
2020,7,20,"5,019","1,797",947,121,97,263,135,92,204,182,518,88,217,98,260
2020,7,30,"5,266","1,911","1,243",101,102,245,154,107,199,142,422,115,200,79,246
2020,7,40,"7,164","2,395","1,747",138,142,384,184,146,289,205,650,146,295,137,306
2020,7,50,"11,079","2,880","2,184",329,300,717,423,287,441,479,"1,145",344,523,304,723
2020,7,60,"11,821","2,584","2,106",409,403,794,554,424,487,515,"1,152",415,638,404,936
2020,7,70,"8,086","1,593","1,315",408,268,675,424,384,353,402,714,369,391,251,539
2020,7,80,"4,937",894,726,299,208,427,302,223,239,271,379,258,235,155,321
2020,7,90,640,110,84,52,25,56,30,36,31,38,47,31,39,25,36
2020,7,100,29,5,7,0,0,1,5,0,4,2,0,0,3,0,2
2020,8,총,"61,590","17,126","12,298","2,036","1,631","3,852","2,526","1,803","2,557","2,373","5,599","1,857","2,794","1,540","3,598"
2020,8,0,"3,380","1,405",983,65,28,109,69,41,138,64,215,41,96,34,92
2020,8,10,"4,192","1,580",958,117,57,169,242,62,176,73,359,57,160,53,129
2020,8,20,"4,981","1,777",945,117,97,260,133,92,201,180,517,85,218,101,258
2020,8,30,"5,240","1,909","1,234",102,106,249,157,106,199,139,410,110,196,79,244
2020,8,40,"7,151","2,372","1,748",137,138,383,184,143,292,209,655,147,297,135,311
2020,8,50,"11,058","2,880","2,178",335,299,721,423,290,436,474,"1,136",343,516,301,726
2020,8,60,"11,860","2,589","2,122",409,406,798,558,422,489,520,"1,156",411,636,405,939
2020,8,70,"8,110","1,597","1,314",406,267,675,422,391,358,403,720,372,394,252,539
2020,8,80,"4,945",896,723,296,209,430,303,222,234,271,385,259,239,155,323
2020,8,90,645,116,86,52,24,57,30,34,30,38,46,32,39,25,36
2020,8,100,28,5,7,0,0,1,5,0,4,2,0,0,3,0,1
2020,9,총,"61,478","17,045","12,293","2,053","1,617","3,862","2,526","1,803","2,560","2,372","5,575","1,854","2,783","1,540","3,595"
2020,9,0,"3,349","1,382",982,67,28,107,71,41,136,64,211,40,96,34,90
2020,9,10,"4,145","1,563",961,114,51,167,239,61,170,70,356,57,156,52,128
2020,9,20,"4,946","1,758",934,119,94,260,136,94,206,180,504,87,215,100,259
2020,9,30,"5,198","1,895","1,219",101,103,254,157,104,195,138,409,110,193,76,244
2020,9,40,"7,137","2,359","1,757",143,132,382,184,142,290,210,657,146,292,134,309
2020,9,50,"11,037","2,883","2,174",333,296,723,414,287,443,473,"1,122",342,516,302,729
2020,9,60,"11,918","2,593","2,126",421,410,808,566,426,491,528,"1,166",410,637,407,929
2020,9,70,"8,114","1,598","1,319",406,268,673,421,389,361,400,717,368,396,256,542
2020,9,80,"4,958",891,728,296,211,429,303,225,233,268,387,264,242,155,326
2020,9,90,647,118,86,52,24,58,30,34,31,39,46,30,37,24,38
2020,9,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020,10,총,"61,561","17,096","12,298","2,041","1,616","3,867","2,534","1,808","2,584","2,378","5,575","1,855","2,781","1,546","3,582"
2020,10,0,"3,316","1,371",980,65,28,102,70,42,135,60,208,39,93,34,89
2020,10,10,"4,144","1,572",966,113,48,168,235,61,168,71,356,58,156,51,121
2020,10,20,"4,955","1,767",940,118,99,261,136,94,212,180,493,83,215,100,257
2020,10,30,"5,193","1,900","1,212",99,100,249,155,108,193,138,418,113,195,74,239
2020,10,40,"7,147","2,375","1,758",139,127,382,183,141,304,216,650,146,284,134,308
2020,10,50,"11,015","2,876","2,160",330,294,724,421,283,448,479,"1,115",336,520,304,725
2020,10,60,"12,026","2,627","2,146",423,416,817,565,431,494,527,"1,180",417,640,410,933
2020,10,70,"8,129","1,596","1,319",406,271,675,424,389,360,397,722,371,398,259,542
2020,10,80,"4,959",884,725,294,209,430,310,225,236,271,387,263,240,155,330
2020,10,90,648,123,85,53,24,58,30,34,30,37,46,29,37,25,37
2020,10,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020,11,총,"61,400","17,032","12,253","2,044","1,594","3,864","2,542","1,795","2,578","2,373","5,548","1,862","2,780","1,551","3,584"
2020,11,0,"3,251","1,339",962,65,23,100,70,43,135,56,208,40,92,33,85
2020,11,10,"4,132","1,567",971,112,42,163,238,57,168,72,355,58,156,52,121
2020,11,20,"4,960","1,770",938,119,99,265,134,91,215,186,493,85,213,96,256
2020,11,30,"5,120","1,873","1,183",101,97,246,155,106,191,134,407,111,199,76,241
2020,11,40,"7,116","2,358","1,760",138,124,380,186,140,296,214,641,153,283,136,307
2020,11,50,"10,965","2,874","2,142",328,293,722,422,279,446,479,"1,108",337,516,301,718
2020,11,60,"12,095","2,650","2,158",428,413,823,564,436,496,525,"1,186",414,641,420,941
2020,11,70,"8,114","1,588","1,320",405,273,676,424,385,362,398,713,375,392,256,547
2020,11,80,"4,966",888,720,294,206,432,314,224,236,271,391,259,246,155,330
2020,11,90,652,120,92,53,24,56,30,34,29,36,46,30,39,26,37
2020,11,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2020,12,총,"61,301","16,994","12,263","2,034","1,588","3,878","2,540","1,781","2,569","2,363","5,546","1,863","2,768","1,535","3,579"
2020,12,0,"3,213","1,321",960,64,27,101,71,37,135,56,206,38,85,32,80
2020,12,10,"4,118","1,560",977,109,35,165,232,53,163,74,363,61,155,48,123
2020,12,20,"4,929","1,763",929,113,100,269,136,89,211,182,483,85,216,96,257
2020,12,30,"5,097","1,857","1,181",106,103,253,153,107,185,130,406,110,195,75,236
2020,12,40,"7,108","2,344","1,777",135,120,384,182,136,296,211,653,153,279,132,306
2020,12,50,"10,913","2,865","2,130",323,294,716,423,279,447,484,"1,099",334,511,298,710
2020,12,60,"12,171","2,688","2,168",432,408,825,569,437,498,526,"1,187",415,649,418,951
2020,12,70,"8,086","1,584","1,321",405,269,675,414,386,363,392,709,374,390,256,548
2020,12,80,"4,978",887,720,293,208,433,327,224,236,270,391,262,246,153,328
2020,12,90,659,120,93,53,24,56,28,33,31,36,49,31,39,27,39
2020,12,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2021,1,총,"61,305","16,932","12,244","2,064","1,583","3,895","2,604","1,782","2,571","2,377","5,542","1,868","2,755","1,534","3,554"
2021,1,0,"3,192","1,313",946,63,29,98,71,38,140,58,203,40,82,31,80
2021,1,10,"4,240","1,545",978,149,33,194,305,52,165,76,362,63,147,49,122
2021,1,20,"4,870","1,732",928,111,99,261,130,86,210,178,481,89,221,94,250
2021,1,30,"5,095","1,855","1,176",104,103,256,153,106,184,132,417,110,193,76,230
2021,1,40,"7,061","2,329","1,759",132,116,383,184,141,294,216,647,156,270,126,308
2021,1,50,"10,861","2,852","2,139",320,296,715,417,277,440,484,"1,091",323,509,297,701
2021,1,60,"12,220","2,705","2,184",432,403,825,569,437,504,528,"1,183",426,649,425,950
2021,1,70,"8,078","1,578","1,320",406,269,675,412,384,364,390,719,372,389,253,547
2021,1,80,"4,999",894,714,294,210,434,327,229,236,277,390,259,252,157,326
2021,1,90,660,124,93,52,25,53,31,32,30,36,49,30,40,26,39
2021,1,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2021,2,총,"61,286","16,936","12,181","2,067","1,598","3,929","2,580","1,775","2,580","2,377","5,537","1,868","2,753","1,540","3,565"
2021,2,0,"3,178","1,308",929,61,41,98,71,37,137,61,199,40,84,32,80
2021,2,10,"4,232","1,562",959,152,32,206,286,51,172,77,357,66,141,48,123
2021,2,20,"4,832","1,711",912,111,97,261,132,84,212,175,483,88,223,94,249
2021,2,30,"5,086","1,841","1,169",103,107,262,149,108,185,132,419,110,194,74,233
2021,2,40,"7,055","2,341","1,747",131,115,392,182,136,286,217,647,156,270,128,307
2021,2,50,"10,855","2,846","2,127",328,295,719,416,281,445,482,"1,087",324,509,297,699
2021,2,60,"12,263","2,716","2,194",431,406,830,571,431,502,533,"1,187",427,650,426,959
2021,2,70,"8,038","1,578","1,320",399,270,667,403,384,369,382,714,368,383,254,547
2021,2,80,"5,055",904,721,298,210,442,335,231,236,280,397,260,253,161,327
2021,2,90,663,124,96,52,25,51,30,32,32,36,47,29,43,26,40
2021,2,100,29,5,7,1,0,1,5,0,4,2,0,0,3,0,1
2021,3,총,"61,072","16,897","12,129","2,057","1,585","3,931","2,556","1,768","2,568","2,365","5,522","1,862","2,754","1,528","3,550"
2021,3,0,"3,135","1,293",919,61,33,100,69,37,132,61,197,38,87,30,78
2021,3,10,"4,188","1,557",949,145,32,203,278,50,172,74,356,66,141,46,119
2021,3,20,"4,763","1,681",902,118,91,264,135,84,209,169,473,91,215,92,239
2021,3,30,"4,996","1,834","1,133",103,101,260,137,105,189,129,414,101,191,72,227
2021,3,40,"7,045","2,332","1,745",131,115,393,186,135,284,216,649,155,276,126,302
2021,3,50,"10,812","2,849","2,121",324,292,716,414,275,444,486,"1,078",328,500,290,695
2021,3,60,"12,312","2,728","2,212",426,410,838,569,432,494,532,"1,195",430,651,431,964
2021,3,70,"8,053","1,590","1,319",395,273,661,403,384,372,386,714,364,389,253,550
2021,3,80,"5,080",904,729,300,210,446,332,234,237,277,396,260,258,162,335
2021,3,90,674,127,100,53,28,50,31,32,30,33,50,29,44,26,41
2021,3,100,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021,4,총,"60,951","16,872","12,093","2,034","1,586","3,913","2,542","1,768","2,575","2,366","5,505","1,866","2,761","1,530","3,540"
2021,4,0,"3,117","1,288",901,59,37,101,68,37,133,63,194,37,90,31,78
2021,4,10,"4,149","1,540",952,144,30,199,274,48,171,73,349,66,138,46,119
2021,4,20,"4,737","1,682",887,114,90,269,131,85,208,167,475,97,210,89,233
2021,4,30,"4,959","1,828","1,125",99,96,248,136,103,186,129,417,102,192,74,224
2021,4,40,"7,007","2,320","1,736",131,116,390,187,133,282,208,645,152,281,127,299
2021,4,50,"10,780","2,847","2,110",316,295,714,405,279,454,489,"1,066",328,496,288,693
2021,4,60,"12,348","2,735","2,218",426,412,836,574,430,496,534,"1,196",434,660,433,964
2021,4,70,"8,051","1,590","1,327",395,272,658,399,387,370,387,714,357,388,254,553
2021,4,80,"5,111",914,736,298,211,446,334,234,238,280,397,263,261,162,337
2021,4,90,678,126,101,51,27,52,32,32,32,34,52,30,43,26,40
2021,4,100,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021,5,총,"60,972","16,873","12,086","2,038","1,598","3,914","2,539","1,767","2,577","2,379","5,485","1,863","2,773","1,529","3,551"
2021,5,0,"3,099","1,258",901,63,40,101,71,37,137,61,191,38,91,32,78
2021,5,10,"4,158","1,560",947,143,32,196,268,49,172,77,346,64,137,46,121
2021,5,20,"4,730","1,683",885,116,93,271,127,84,205,167,473,96,213,86,231
2021,5,30,"4,932","1,822","1,112",104,98,249,136,100,192,123,410,99,192,76,219
2021,5,40,"6,968","2,301","1,732",132,114,379,189,129,281,217,637,145,284,128,300
2021,5,50,"10,761","2,853","2,105",316,298,720,398,283,446,489,"1,057",332,493,286,685
2021,5,60,"12,448","2,753","2,235",427,410,841,583,429,498,541,"1,211",439,666,430,985
2021,5,70,"8,058","1,594","1,326",388,274,664,402,386,371,385,712,358,391,255,552
2021,5,80,"5,118",918,739,296,211,442,334,237,238,284,395,260,259,164,341
2021,5,90,686,129,104,52,28,51,29,33,32,33,53,32,45,26,39
2021,5,100,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021,6,총,"60,754","16,858","12,052","2,008","1,588","3,892","2,518","1,775","2,554","2,374","5,475","1,865","2,758","1,527","3,510"
2021,6,0,"3,060","1,251",887,63,40,100,70,38,129,61,189,38,91,28,75
2021,6,10,"4,161","1,556",960,140,30,193,267,48,173,79,348,63,137,46,121
2021,6,20,"4,696","1,681",883,112,93,264,128,87,197,160,474,96,210,82,229
2021,6,30,"4,899","1,823","1,101",107,96,246,135,101,195,117,409,96,184,77,212
2021,6,40,"6,957","2,299","1,724",132,110,376,187,135,274,223,643,148,283,125,298
2021,6,50,"10,687","2,855","2,086",313,295,711,387,284,443,485,"1,048",325,490,288,677
2021,6,60,"12,482","2,761","2,249",424,412,847,584,428,503,544,"1,202",448,667,432,981
2021,6,70,"8,024","1,589","1,321",381,275,662,400,383,366,382,714,358,390,256,547
2021,6,80,"5,101",915,738,284,211,442,330,238,238,287,394,263,262,167,332
2021,6,90,673,126,103,51,26,51,28,33,31,34,54,30,42,26,38
2021,6,100,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021,7,총,"60,592","16,765","12,045","1,972","1,577","3,892","2,514","1,772","2,543","2,377","5,476","1,867","2,742","1,531","3,519"
2021,7,0,"3,026","1,229",879,60,36,101,72,38,126,62,189,38,88,29,79
2021,7,10,"4,135","1,547",954,132,32,193,265,49,173,85,343,64,132,46,120
2021,7,20,"4,640","1,657",888,111,89,261,123,88,198,160,466,95,201,80,223
2021,7,30,"4,864","1,792","1,108",104,92,251,136,102,189,116,408,95,178,78,215
2021,7,40,"6,921","2,285","1,711",131,112,370,185,131,274,225,642,146,281,125,303
2021,7,50,"10,681","2,848","2,089",316,291,715,387,282,441,477,"1,052",325,495,286,677
2021,7,60,"12,527","2,785","2,256",421,409,849,583,429,505,546,"1,207",450,668,435,984
2021,7,70,"8,010","1,577","1,324",374,277,659,402,383,363,383,718,358,390,255,547
2021,7,80,"5,097",916,732,272,212,441,333,238,237,287,397,263,265,171,333
2021,7,90,676,127,104,50,27,52,27,31,32,34,53,33,42,26,38
2021,7,100,15,2,0,1,0,0,1,1,5,2,1,0,2,0,0
2021,8,총,"60,389","16,705","12,022","1,961","1,572","3,879","2,484","1,771","2,524","2,366","5,457","1,859","2,740","1,522","3,527"
2021,8,0,"2,987","1,214",865,58,36,102,72,39,122,59,184,38,90,30,78
2021,8,10,"4,098","1,536",959,130,30,186,256,49,169,85,338,63,130,48,119
2021,8,20,"4,592","1,636",882,106,90,260,120,90,190,161,458,98,206,77,218
2021,8,30,"4,817","1,767","1,091",108,89,247,133,103,191,118,409,94,175,77,215
2021,8,40,"6,898","2,283","1,710",132,110,373,181,128,275,222,633,143,280,122,306
2021,8,50,"10,647","2,847","2,093",316,290,709,384,282,434,471,"1,059",326,488,279,669
2021,8,60,"12,565","2,799","2,265",421,407,850,580,433,506,547,"1,206",445,673,438,995
2021,8,70,"7,986","1,579","1,318",370,276,654,399,376,364,384,716,359,390,257,544
2021,8,80,"5,106",913,734,271,215,446,331,240,238,282,402,261,264,168,341
2021,8,90,677,129,105,48,29,52,27,30,30,35,51,32,42,26,41
2021,8,100,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021,9,총,"60,100","16,663","11,968","1,942","1,570","3,844","2,468","1,759","2,512","2,355","5,429","1,839","2,720","1,510","3,521"
2021,9,0,"2,949","1,204",860,60,34,92,71,38,120,58,180,36,88,28,80
2021,9,10,"4,044","1,529",949,120,29,178,255,49,164,82,331,60,130,49,119
2021,9,20,"4,490","1,609",857,96,87,259,114,89,187,159,454,91,199,74,215
2021,9,30,"4,772","1,753","1,093",109,87,248,134,96,186,120,401,93,166,74,212
2021,9,40,"6,833","2,294","1,684",130,107,360,178,124,271,216,624,139,278,121,307
2021,9,50,"10,615","2,846","2,094",313,296,704,379,277,435,468,"1,056",323,481,278,665
2021,9,60,"12,606","2,809","2,260",427,406,850,579,437,507,552,"1,215",443,679,438,"1,004"
2021,9,70,"7,957","1,577","1,315",366,278,649,395,371,367,383,710,358,394,255,539
2021,9,80,"5,139",912,752,272,217,448,336,248,239,280,405,262,263,166,339
2021,9,90,679,128,104,48,29,56,26,29,31,35,52,34,40,27,40
2021,9,100,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021,10,총,"60,102","16,699","11,948","1,932","1,571","3,840","2,474","1,759","2,504","2,340","5,418","1,843","2,730","1,502","3,542"
2021,10,0,"2,917","1,195",849,59,36,87,71,41,119,55,177,35,85,28,80
2021,10,10,"4,037","1,527",946,117,26,182,252,50,165,79,333,61,133,49,117
2021,10,20,"4,464","1,614",846,97,87,252,112,90,187,157,445,89,198,71,219
2021,10,30,"4,749","1,767","1,087",113,85,246,130,96,179,117,389,96,166,73,205
2021,10,40,"6,841","2,281","1,691",129,109,356,181,126,276,213,628,139,281,122,309
2021,10,50,"10,615","2,851","2,087",314,296,711,380,272,429,470,"1,053",322,485,274,671
2021,10,60,"12,668","2,827","2,266",425,412,852,586,438,509,549,"1,218",445,684,440,"1,017"
2021,10,70,"7,956","1,589","1,313",361,273,648,398,370,364,386,715,357,391,255,536
2021,10,80,"5,155",915,760,270,218,451,335,243,239,278,408,264,265,163,346
2021,10,90,684,131,103,46,29,55,28,32,32,34,51,35,40,27,41
2021,10,100,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021,11,총,"60,147","16,707","11,965","1,923","1,589","3,846","2,475","1,759","2,536","2,330","5,405","1,844","2,723","1,499","3,546"
2021,11,0,"2,890","1,187",841,58,39,86,70,40,117,55,172,35,83,26,81
2021,11,10,"4,029","1,520",961,111,26,179,249,50,169,79,333,60,129,49,114
2021,11,20,"4,473","1,621",851,99,88,258,111,89,190,154,446,85,195,71,215
2021,11,30,"4,720","1,751","1,077",116,88,239,129,96,184,121,386,97,160,70,206
2021,11,40,"6,862","2,281","1,702",123,110,355,186,124,285,211,622,141,284,124,314
2021,11,50,"10,595","2,852","2,081",315,289,715,380,273,436,460,"1,050",316,487,273,668
2021,11,60,"12,735","2,849","2,279",429,423,861,588,440,515,551,"1,212",449,687,434,"1,018"
2021,11,70,"7,969","1,595","1,312",354,276,644,394,370,362,384,722,361,393,260,542
2021,11,80,"5,161",915,756,272,222,453,340,242,238,277,410,264,263,164,345
2021,11,90,698,135,105,45,28,56,27,34,35,36,51,36,40,28,42
2021,11,100,15,1,0,1,0,0,1,1,5,2,1,0,2,0,1
2021,12,총,"60,129","16,694","11,965","1,923","1,603","3,857","2,480","1,754","2,528","2,342","5,383","1,843","2,725","1,501","3,531"
2021,12,0,"2,865","1,177",830,61,42,85,62,40,121,55,173,32,83,25,79
2021,12,10,"4,016","1,511",967,108,27,183,243,47,169,80,331,58,128,47,117
2021,12,20,"4,443","1,598",848,96,89,257,114,89,186,156,437,92,194,71,216
2021,12,30,"4,672","1,745","1,055",112,89,239,125,98,185,122,380,93,158,71,200
2021,12,40,"6,842","2,285","1,697",122,109,362,189,123,276,208,616,143,284,120,308
2021,12,50,"10,635","2,863","2,093",315,295,718,388,270,437,468,"1,042",312,489,278,667
2021,12,60,"12,791","2,858","2,295",437,426,861,594,441,515,549,"1,222",455,691,434,"1,013"
2021,12,70,"7,956","1,598","1,316",350,271,640,395,369,357,385,723,359,386,264,543
2021,12,80,"5,181",920,752,276,225,452,342,243,242,279,408,266,269,162,345
2021,12,90,712,138,111,45,30,60,27,33,35,38,50,33,41,29,42
2021,12,100,16,1,1,1,0,0,1,1,5,2,1,0,2,0,1
