년도,월,나이,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2020,4,10,"10,641",81,"1,788",501,533,223,785,750,441,582,969,799,504,445,718,81,"1,441"
2020,4,20,"16,208",214,"1,409",766,822,529,"1,457",986,"1,408","1,135","1,567","1,999",762,"1,000",882,116,"1,156"
2020,4,30,"14,363",256,"1,598",931,845,451,965,"1,142",652,817,"1,140","1,789",854,775,818,108,"1,222"
2020,4,40,"18,087",370,"2,513",999,888,582,"1,319","1,194",756,"1,160","1,431","1,699",973,884,"1,192",161,"1,966"
2020,4,50,"19,061",685,"1,815",955,"1,088",802,"1,530","1,220",799,"1,272","1,679","1,785","1,087","1,003","1,397",292,"1,652"
2020,4,60,"15,303",642,"1,369",791,887,887,"1,144",921,731,"1,064","1,264","1,217",885,781,"1,141",292,"1,287"
2020,4,70,"8,437",383,735,561,482,495,576,514,421,591,630,577,500,367,709,165,731
2020,4,80,"2,928",124,222,196,181,193,204,183,133,210,220,179,165,132,259,79,248
2020,4,90,271,13,15,15,26,22,21,21,9,16,13,20,18,3,23,9,27
2020,4,100,25,5,1,4,1,0,3,3,0,1,0,0,3,1,2,0,1
2020,5,총,"113,288","2,823","12,781","6,187","6,232","4,313","8,526","7,722","5,599","7,268","9,450","10,755","6,253","5,735","7,532","1,341","10,771"
2020,5,0,"8,101",54,"1,379",488,485,153,521,806,211,432,545,632,507,337,417,42,"1,092"
2020,5,10,"10,571",79,"1,778",499,531,215,779,750,442,580,968,793,495,440,716,81,"1,425"
2020,5,20,"16,192",213,"1,407",750,821,525,"1,458",978,"1,426","1,129","1,573","2,006",766,"1,001",876,116,"1,147"
2020,5,30,"14,295",258,"1,583",926,844,449,966,"1,131",661,809,"1,135","1,803",844,774,802,106,"1,204"
2020,5,40,"18,076",367,"2,502",995,880,571,"1,313","1,198",760,"1,157","1,427","1,717",981,892,"1,194",161,"1,961"
2020,5,50,"19,035",678,"1,809",954,"1,080",797,"1,536","1,221",802,"1,276","1,673","1,792","1,086",999,"1,393",286,"1,653"
2020,5,60,"15,330",646,"1,356",799,890,889,"1,152",923,728,"1,072","1,263","1,228",889,781,"1,140",295,"1,279"
2020,5,70,"8,458",386,728,560,491,496,575,509,427,589,634,584,497,373,708,167,734
2020,5,80,"2,936",124,222,197,185,197,202,182,132,208,220,180,167,134,261,78,247
2020,5,90,267,12,16,15,23,21,21,21,10,15,12,20,18,3,23,9,28
2020,5,100,27,6,1,4,2,0,3,3,0,1,0,0,3,1,2,0,1
2020,6,총,"113,088","2,833","12,740","6,182","6,206","4,310","8,536","7,706","5,590","7,252","9,396","10,779","6,217","5,721","7,511","1,341","10,768"
2020,6,0,"8,031",55,"1,367",487,479,151,517,807,212,421,535,624,497,336,416,41,"1,086"
2020,6,10,"10,538",80,"1,784",495,528,210,771,748,437,580,963,796,491,435,715,79,"1,426"
2020,6,20,"16,177",220,"1,410",744,814,514,"1,472",971,"1,420","1,132","1,563","2,029",757,"1,003",865,118,"1,145"
2020,6,30,"14,253",257,"1,571",926,840,450,957,"1,133",666,804,"1,135","1,803",833,766,809,105,"1,198"
2020,6,40,"18,033",367,"2,497",994,870,572,"1,313","1,188",753,"1,157","1,415","1,712",974,898,"1,196",161,"1,966"
2020,6,50,"18,972",680,"1,812",950,"1,072",798,"1,532","1,223",800,"1,277","1,663","1,790","1,077",986,"1,374",285,"1,653"
2020,6,60,"15,397",647,"1,351",808,896,898,"1,164",925,734,"1,079","1,256","1,230",900,787,"1,137",297,"1,288"
2020,6,70,"8,450",386,712,561,493,495,582,507,426,577,638,592,501,371,715,165,729
2020,6,80,"2,940",123,219,197,190,202,202,180,132,210,216,183,166,135,258,79,248
2020,6,90,270,12,16,16,23,20,23,21,10,14,12,20,18,3,24,10,28
2020,6,100,27,6,1,4,1,0,3,3,0,1,0,0,3,1,2,1,1
2020,7,총,"112,971","2,839","12,688","6,180","6,221","4,312","8,547","7,697","5,570","7,254","9,379","10,758","6,209","5,704","7,527","1,334","10,752"
2020,7,0,"7,987",54,"1,357",484,479,148,514,805,208,425,532,615,495,339,414,39,"1,079"
2020,7,10,"10,505",83,"1,781",495,533,216,762,743,424,575,954,791,489,428,713,78,"1,440"
2020,7,20,"16,149",214,"1,411",743,807,508,"1,486",977,"1,417","1,126","1,551","2,033",761,994,871,118,"1,132"
2020,7,30,"14,176",262,"1,544",914,834,452,948,"1,128",666,811,"1,136","1,791",828,770,805,103,"1,184"
2020,7,40,"18,011",373,"2,503",992,873,566,"1,312","1,181",753,"1,155","1,408","1,705",970,891,"1,198",162,"1,969"
2020,7,50,"18,993",677,"1,807",955,"1,077",800,"1,542","1,227",803,"1,279","1,674","1,787","1,074",981,"1,376",281,"1,653"
2020,7,60,"15,412",650,"1,340",810,906,896,"1,170",927,730,"1,080","1,254","1,235",904,783,"1,143",295,"1,289"
2020,7,70,"8,500",384,706,568,497,505,586,503,429,580,643,596,501,378,724,165,735
2020,7,80,"2,936",124,222,199,190,202,201,180,130,208,214,186,165,136,256,80,243
2020,7,90,273,12,16,16,24,19,22,23,10,14,13,19,19,3,25,12,26
2020,7,100,29,6,1,4,1,0,4,3,0,1,0,0,3,1,2,1,2
2020,8,총,"112,774","2,839","12,663","6,157","6,194","4,301","8,543","7,695","5,551","7,254","9,335","10,749","6,189","5,719","7,534","1,326","10,725"
2020,8,0,"7,921",53,"1,358",484,464,145,511,798,207,419,522,612,489,344,410,38,"1,067"
2020,8,10,"10,456",81,"1,776",493,534,216,759,739,412,571,954,784,491,423,712,75,"1,436"
2020,8,20,"16,082",214,"1,409",720,789,495,"1,490",979,"1,410","1,125","1,536","2,024",761,"1,016",870,120,"1,124"
2020,8,30,"14,135",258,"1,535",912,831,451,948,"1,120",675,807,"1,128","1,811",814,760,805,103,"1,177"
2020,8,40,"17,980",374,"2,493",992,876,559,"1,312","1,191",746,"1,163","1,400","1,683",969,901,"1,193",160,"1,968"
2020,8,50,"18,974",677,"1,797",950,"1,062",807,"1,548","1,233",802,"1,282","1,675","1,788","1,065",974,"1,378",280,"1,656"
2020,8,60,"15,446",648,"1,345",820,916,897,"1,160",922,730,"1,082","1,254","1,248",903,781,"1,158",295,"1,287"
2020,8,70,"8,535",387,707,565,507,507,592,511,428,581,641,601,507,380,720,165,736
2020,8,80,"2,944",129,225,201,188,205,199,179,131,209,212,179,168,136,258,79,246
2020,8,90,272,11,17,16,25,19,20,21,10,14,13,19,19,3,28,11,26
2020,8,100,29,7,1,4,2,0,4,2,0,1,0,0,3,1,2,0,2
2020,9,총,"112,589","2,834","12,632","6,138","6,200","4,321","8,520","7,692","5,560","7,240","9,322","10,740","6,175","5,692","7,500","1,316","10,707"
2020,9,0,"7,842",55,"1,351",486,455,148,502,800,205,406,521,592,485,338,401,40,"1,057"
2020,9,10,"10,430",82,"1,778",498,530,214,757,734,399,568,944,796,494,424,706,74,"1,432"
2020,9,20,"16,034",214,"1,406",705,795,488,"1,483",973,"1,427","1,130","1,531","2,016",752,"1,007",863,118,"1,126"
2020,9,30,"14,075",254,"1,517",905,823,453,942,"1,116",679,796,"1,127","1,812",814,758,793,101,"1,185"
2020,9,40,"17,969",376,"2,494",985,883,574,"1,304","1,194",742,"1,162","1,406","1,684",962,895,"1,189",158,"1,961"
2020,9,50,"18,922",666,"1,791",945,"1,070",808,"1,546","1,235",798,"1,287","1,675","1,779","1,060",963,"1,374",279,"1,646"
2020,9,60,"15,511",654,"1,339",822,919,898,"1,165",925,738,"1,086","1,253","1,265",909,785,"1,166",293,"1,294"
2020,9,70,"8,550",385,715,568,505,509,602,515,431,581,642,596,509,380,717,163,732
2020,9,80,"2,954",130,222,204,192,209,195,177,131,208,213,181,167,138,261,79,247
2020,9,90,273,11,18,16,26,20,20,21,10,15,10,19,20,3,28,11,25
2020,9,100,29,7,1,4,2,0,4,2,0,1,0,0,3,1,2,0,2
2020,10,총,"112,333","2,819","12,616","6,112","6,184","4,337","8,491","7,672","5,566","7,250","9,282","10,707","6,126","5,663","7,481","1,318","10,709"
2020,10,0,"7,771",56,"1,342",479,447,142,503,801,208,407,508,588,473,330,391,42,"1,054"
2020,10,10,"10,373",80,"1,782",492,525,215,738,731,393,572,939,787,480,421,708,71,"1,439"
2020,10,20,"15,984",212,"1,409",703,784,486,"1,479",963,"1,424","1,132","1,524","2,008",752,999,862,122,"1,125"
2020,10,30,"13,961",253,"1,506",892,820,453,950,"1,101",680,793,"1,110","1,801",807,738,778,102,"1,177"
2020,10,40,"17,934",370,"2,482",971,887,581,"1,290","1,201",751,"1,160","1,404","1,688",947,897,"1,191",157,"1,957"
2020,10,50,"18,868",655,"1,800",951,"1,066",806,"1,532","1,224",789,"1,292","1,670","1,770","1,056",957,"1,373",276,"1,651"
2020,10,60,"15,594",659,"1,339",830,927,908,"1,182",936,746,"1,088","1,254","1,260",907,790,"1,176",297,"1,295"
2020,10,70,"8,566",387,717,570,504,513,602,512,432,577,646,606,513,386,708,162,731
2020,10,80,"2,979",129,220,204,196,212,191,180,134,212,217,178,168,141,265,79,253
2020,10,90,274,11,18,16,26,21,20,22,9,16,10,21,20,3,27,10,24
2020,10,100,29,7,1,4,2,0,4,1,0,1,0,0,3,1,2,0,3
2020,11,총,"112,094","2,825","12,574","6,108","6,161","4,322","8,499","7,658","5,565","7,242","9,261","10,669","6,127","5,644","7,462","1,306","10,671"
2020,11,0,"7,706",55,"1,331",482,447,137,508,794,205,405,498,587,476,329,380,35,"1,037"
2020,11,10,"10,341",81,"1,787",493,528,216,740,731,384,577,935,774,475,415,706,69,"1,430"
2020,11,20,"15,908",211,"1,405",705,775,474,"1,463",964,"1,422","1,125","1,530","1,992",743,994,862,123,"1,120"
2020,11,30,"13,910",254,"1,494",891,805,456,956,"1,086",680,793,"1,098","1,800",810,732,778,100,"1,177"
2020,11,40,"17,889",364,"2,476",966,885,578,"1,299","1,203",756,"1,153","1,390","1,690",945,891,"1,185",156,"1,952"
2020,11,50,"18,840",661,"1,789",955,"1,067",801,"1,533","1,224",788,"1,287","1,669","1,753","1,060",956,"1,373",275,"1,649"
2020,11,60,"15,658",665,"1,335",836,928,913,"1,186",937,751,"1,095","1,267","1,264",905,796,"1,181",296,"1,303"
2020,11,70,"8,559",387,713,558,505,513,598,516,430,580,649,608,521,385,708,163,725
2020,11,80,"2,975",129,224,202,194,213,193,181,139,209,215,180,167,142,259,79,249
2020,11,90,280,11,19,16,26,21,19,21,10,17,10,21,22,3,28,10,26
2020,11,100,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2020,12,총,"112,416","2,788","12,495","6,063","6,092","4,320","9,396","7,612","5,538","7,188","9,240","10,620","6,101","5,620","7,424","1,305","10,614"
2020,12,0,"7,725",54,"1,318",468,434,135,631,786,201,398,501,577,465,323,389,33,"1,012"
2020,12,10,"10,325",78,"1,781",486,508,211,802,737,388,569,921,772,470,412,692,68,"1,430"
2020,12,20,"15,943",209,"1,409",696,768,467,"1,588",957,"1,424","1,109","1,513","1,977",741,990,854,124,"1,117"
2020,12,30,"13,992",248,"1,469",878,787,447,"1,200","1,066",670,780,"1,097","1,793",810,720,777,97,"1,153"
2020,12,40,"17,910",370,"2,447",953,866,580,"1,446","1,189",734,"1,147","1,393","1,686",938,885,"1,172",156,"1,948"
2020,12,50,"18,839",643,"1,775",955,"1,064",801,"1,616","1,218",795,"1,275","1,654","1,744","1,054",960,"1,372",273,"1,640"
2020,12,60,"15,786",656,"1,345",840,933,922,"1,274",938,742,"1,104","1,280","1,259",910,798,"1,170",301,"1,314"
2020,12,70,"8,596",385,700,565,509,518,621,520,431,579,657,608,522,382,712,164,723
2020,12,80,"2,988",127,228,202,195,217,194,178,143,209,214,184,165,146,259,79,248
2020,12,90,284,11,22,16,27,22,20,22,10,17,10,20,23,3,25,10,26
2020,12,100,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2021,1,총,"112,794","2,773","12,386","6,005","6,062","4,281","10,362","7,558","5,480","7,159","9,196","10,572","6,075","5,592","7,384","1,304","10,605"
2021,1,0,"7,752",55,"1,284",450,432,127,784,755,196,390,493,576,465,314,388,31,"1,012"
2021,1,10,"10,309",77,"1,775",484,501,202,888,732,372,559,917,772,465,406,679,68,"1,412"
2021,1,20,"15,964",207,"1,395",691,766,462,"1,699",961,"1,409","1,096","1,491","1,969",737,988,848,125,"1,120"
2021,1,30,"14,067",244,"1,442",863,784,446,"1,439","1,054",659,779,"1,074","1,759",805,720,769,97,"1,133"
2021,1,40,"17,959",364,"2,429",938,855,578,"1,601","1,176",724,"1,142","1,400","1,680",934,873,"1,161",153,"1,951"
2021,1,50,"18,849",633,"1,765",946,"1,062",784,"1,716","1,210",795,"1,279","1,651","1,737","1,046",952,"1,361",269,"1,643"
2021,1,60,"15,946",661,"1,348",849,924,923,"1,368",950,742,"1,102","1,291","1,266",907,808,"1,177",306,"1,324"
2021,1,70,"8,612",385,699,561,518,518,643,516,428,586,651,600,525,378,716,167,721
2021,1,80,"3,018",129,226,203,193,217,200,182,144,208,218,193,165,148,259,76,257
2021,1,90,290,11,22,16,26,24,20,21,11,17,10,20,23,4,24,12,29
2021,1,100,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2021,2,총,"113,026","2,756","12,357","5,993","6,034","4,260","10,775","7,516","5,549","7,132","9,207","10,600","6,057","5,561","7,360","1,308","10,561"
2021,2,0,"7,755",52,"1,279",447,426,125,856,737,194,383,487,572,466,314,385,31,"1,001"
2021,2,10,"10,330",78,"1,757",485,500,195,923,732,401,551,918,777,467,400,674,68,"1,404"
2021,2,20,"15,982",206,"1,401",677,759,451,"1,744",943,"1,452","1,085","1,490","1,968",728,979,854,125,"1,120"
2021,2,30,"14,057",243,"1,405",852,779,443,"1,527","1,052",648,785,"1,075","1,745",788,719,765,98,"1,133"
2021,2,40,"17,994",354,"2,431",944,857,576,"1,679","1,177",721,"1,128","1,397","1,701",935,868,"1,154",147,"1,925"
2021,2,50,"18,875",635,"1,780",943,"1,049",787,"1,755","1,205",800,"1,272","1,662","1,738","1,040",946,"1,355",271,"1,637"
2021,2,60,"16,051",656,"1,341",858,922,920,"1,420",952,745,"1,118","1,294","1,281",914,804,"1,180",310,"1,336"
2021,2,70,"8,607",385,711,559,517,519,647,516,428,584,654,604,524,378,701,165,715
2021,2,80,"3,054",129,229,207,198,220,200,180,149,208,219,193,168,148,265,81,260
2021,2,90,294,11,22,17,26,24,21,21,11,17,11,21,24,4,25,12,27
2021,2,100,27,7,1,4,1,0,3,1,0,1,0,0,3,1,2,0,3
2021,3,총,"112,726","2,665","12,302","5,952","6,042","4,229","10,893","7,475","5,578","7,120","9,202","10,574","6,039","5,558","7,307","1,295","10,495"
2021,3,0,"7,712",51,"1,264",449,424,124,874,727,194,383,484,556,471,319,378,30,984
2021,3,10,"10,316",78,"1,762",476,497,190,918,730,424,556,914,769,470,405,662,66,"1,399"
2021,3,20,"16,052",208,"1,397",677,769,441,"1,769",928,"1,475","1,093","1,501","2,000",718,986,851,122,"1,117"
2021,3,30,"13,990",229,"1,389",835,785,441,"1,574","1,045",641,784,"1,063","1,735",786,710,756,100,"1,117"
2021,3,40,"17,882",333,"2,425",940,841,568,"1,695","1,174",715,"1,124","1,393","1,689",931,854,"1,146",145,"1,909"
2021,3,50,"18,769",614,"1,746",942,"1,050",786,"1,751","1,204",800,"1,252","1,658","1,736","1,040",953,"1,336",264,"1,637"
2021,3,60,"16,095",649,"1,357",862,931,912,"1,435",958,746,"1,115","1,300","1,276",912,800,"1,191",318,"1,333"
2021,3,70,"8,562",371,707,550,519,520,653,505,425,583,660,600,521,375,700,156,717
2021,3,80,"3,064",121,234,208,200,224,200,185,149,212,216,197,168,151,264,80,255
2021,3,90,274,10,21,12,25,22,22,19,9,17,13,16,22,5,22,14,25
2021,3,100,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021,4,총,"112,660","2,651","12,266","5,943","6,029","4,254","10,967","7,487","5,578","7,104","9,172","10,565","6,023","5,559","7,296","1,277","10,489"
2021,4,0,"7,685",51,"1,249",453,424,128,873,723,199,386,472,551,471,316,380,27,982
2021,4,10,"10,301",74,"1,758",475,492,196,924,730,414,553,918,757,472,411,658,68,"1,401"
2021,4,20,"16,020",208,"1,398",668,769,443,"1,774",930,"1,472","1,078","1,493","2,014",710,991,845,114,"1,113"
2021,4,30,"13,969",225,"1,384",835,785,441,"1,596","1,046",637,789,"1,051","1,719",779,716,752,98,"1,116"
2021,4,40,"17,848",331,"2,416",939,838,574,"1,700","1,180",715,"1,119","1,386","1,687",929,845,"1,139",144,"1,906"
2021,4,50,"18,731",614,"1,744",925,"1,045",784,"1,766","1,194",810,"1,234","1,667","1,737","1,038",948,"1,340",257,"1,628"
2021,4,60,"16,196",647,"1,358",873,938,918,"1,447",968,751,"1,132","1,300","1,279",913,805,"1,197",326,"1,344"
2021,4,70,"8,551",369,696,556,515,524,661,512,421,584,651,609,522,372,696,151,712
2021,4,80,"3,072",122,241,205,197,224,203,184,150,211,220,196,166,150,265,79,259
2021,4,90,277,9,22,13,25,21,21,20,9,17,14,16,23,5,23,13,26
2021,4,100,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021,5,총,"112,656","2,644","12,232","5,941","6,058","4,234","10,992","7,511","5,605","7,121","9,187","10,539","6,021","5,570","7,274","1,275","10,452"
2021,5,0,"7,656",51,"1,233",452,429,128,886,724,199,393,469,537,466,310,379,26,974
2021,5,10,"10,266",74,"1,747",481,496,195,919,735,410,550,913,757,472,405,652,65,"1,395"
2021,5,20,"16,067",205,"1,394",672,770,434,"1,780",927,"1,486","1,084","1,495","2,027",713,"1,005",846,117,"1,112"
2021,5,30,"13,936",224,"1,377",836,794,437,"1,592","1,050",640,781,"1,064","1,708",773,711,750,98,"1,101"
2021,5,40,"17,797",326,"2,404",928,837,572,"1,701","1,187",715,"1,126","1,386","1,684",925,849,"1,130",143,"1,884"
2021,5,50,"18,722",613,"1,753",916,"1,050",779,"1,773","1,200",812,"1,235","1,671","1,719","1,042",946,"1,328",258,"1,627"
2021,5,60,"16,288",646,"1,369",878,942,919,"1,452",974,762,"1,131","1,310","1,290",917,809,"1,202",328,"1,359"
2021,5,70,"8,547",373,694,553,518,527,661,510,420,591,641,610,521,374,695,150,709
2021,5,80,"3,088",122,240,211,196,220,206,183,153,211,224,191,170,156,265,77,263
2021,5,90,279,9,21,13,25,22,20,21,8,18,14,16,22,5,26,13,26
2021,5,100,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021,6,총,"112,571","2,632","12,203","5,936","6,067","4,225","11,013","7,522","5,584","7,121","9,163","10,504","6,014","5,599","7,247","1,269","10,472"
2021,6,0,"7,641",51,"1,232",452,426,129,887,723,194,393,468,535,464,318,376,25,968
2021,6,10,"10,238",73,"1,731",478,493,199,915,740,403,550,910,751,471,410,648,64,"1,402"
2021,6,20,"16,022",200,"1,387",672,770,431,"1,779",926,"1,484","1,089","1,488","2,007",707,"1,012",847,116,"1,107"
2021,6,30,"13,875",222,"1,366",836,798,437,"1,584","1,039",638,771,"1,067","1,700",760,715,747,94,"1,101"
2021,6,40,"17,793",329,"2,407",929,836,566,"1,708","1,191",710,"1,125","1,380","1,685",928,841,"1,123",147,"1,888"
2021,6,50,"18,679",608,"1,749",910,"1,052",766,"1,779","1,198",805,"1,232","1,666","1,711","1,044",952,"1,321",258,"1,628"
2021,6,60,"16,367",649,"1,374",881,949,924,"1,459",986,772,"1,136","1,296","1,302",925,813,"1,200",328,"1,373"
2021,6,70,"8,554",372,696,551,517,529,670,511,417,590,648,605,522,375,693,148,710
2021,6,80,"3,117",118,240,212,200,222,210,187,152,216,227,194,173,158,265,78,265
2021,6,90,275,9,21,14,25,21,20,21,9,18,13,14,20,5,26,11,28
2021,6,100,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021,7,총,"112,539","2,601","12,217","5,914","6,079","4,214","11,032","7,518","5,579","7,120","9,163","10,535","5,997","5,603","7,235","1,267","10,465"
2021,7,0,"7,609",50,"1,223",446,427,127,879,716,196,390,468,539,463,321,377,23,964
2021,7,10,"10,240",69,"1,737",478,497,198,916,743,387,550,910,754,465,413,655,66,"1,402"
2021,7,20,"15,982",197,"1,394",655,770,424,"1,767",922,"1,493","1,094","1,474","2,008",703,"1,015",836,115,"1,115"
2021,7,30,"13,865",220,"1,364",836,803,431,"1,591","1,029",631,769,"1,073","1,718",757,711,742,94,"1,096"
2021,7,40,"17,740",322,"2,399",923,836,568,"1,696","1,201",702,"1,120","1,368","1,680",930,838,"1,126",147,"1,884"
2021,7,50,"18,685",594,"1,754",921,"1,045",766,"1,800","1,194",814,"1,239","1,673","1,717","1,032",952,"1,305",254,"1,625"
2021,7,60,"16,432",645,"1,380",883,954,927,"1,475",994,776,"1,135","1,307","1,304",932,813,"1,207",329,"1,371"
2021,7,70,"8,559",374,702,543,519,528,675,512,419,582,644,608,522,377,692,150,712
2021,7,80,"3,141",120,243,214,201,223,211,185,152,221,234,194,173,158,268,76,268
2021,7,90,275,9,21,14,26,21,20,22,9,19,12,13,20,5,26,13,25
2021,7,100,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021,8,총,"112,538","2,602","12,217","5,905","6,073","4,204","11,032","7,510","5,591","7,114","9,185","10,565","6,002","5,591","7,217","1,265","10,465"
2021,8,0,"7,583",54,"1,207",447,427,128,882,705,192,384,459,547,470,316,377,24,964
2021,8,10,"10,206",69,"1,725",476,496,197,912,746,384,550,914,754,461,408,651,64,"1,399"
2021,8,20,"16,008",199,"1,401",655,768,422,"1,770",921,"1,509","1,092","1,480","2,015",700,"1,019",831,111,"1,115"
2021,8,30,"13,792",220,"1,346",829,787,428,"1,599","1,023",626,774,"1,068","1,728",757,695,733,94,"1,085"
2021,8,40,"17,714",320,"2,410",923,839,569,"1,675","1,199",703,"1,112","1,366","1,678",938,838,"1,122",142,"1,880"
2021,8,50,"18,726",589,"1,769",920,"1,052",764,"1,802","1,196",817,"1,235","1,683","1,720","1,025",952,"1,304",263,"1,635"
2021,8,60,"16,485",647,"1,386",880,953,927,"1,484",998,778,"1,143","1,319","1,304",931,819,"1,216",326,"1,374"
2021,8,70,"8,569",373,707,544,516,525,673,511,419,584,648,611,524,381,689,152,712
2021,8,80,"3,160",121,245,216,208,221,212,187,154,219,236,194,176,158,266,74,273
2021,8,90,284,9,21,14,26,22,21,24,9,20,12,14,20,5,27,15,25
2021,8,100,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021,9,총,"112,638","2,587","12,207","5,915","6,074","4,189","11,086","7,510","5,643","7,108","9,211","10,607","5,991","5,585","7,210","1,257","10,458"
2021,9,0,"7,539",53,"1,189",445,424,125,886,712,187,383,456,545,468,309,375,24,958
2021,9,10,"10,192",64,"1,726",476,492,194,912,753,383,545,911,754,463,404,649,63,"1,403"
2021,9,20,"16,102",193,"1,407",652,769,423,"1,800",908,"1,559","1,079","1,496","2,044",695,"1,032",825,112,"1,108"
2021,9,30,"13,811",226,"1,345",826,787,425,"1,611","1,011",621,778,"1,078","1,748",752,695,732,94,"1,082"
2021,9,40,"17,657",317,"2,392",935,836,569,"1,670","1,199",712,"1,111","1,347","1,662",937,836,"1,112",140,"1,882"
2021,9,50,"18,770",590,"1,787",915,"1,054",760,"1,795","1,201",819,"1,245","1,696","1,727","1,030",943,"1,318",261,"1,629"
2021,9,60,"16,508",645,"1,388",883,961,926,"1,496","1,003",779,"1,139","1,318","1,309",927,824,"1,211",322,"1,377"
2021,9,70,"8,587",369,712,549,515,522,681,507,418,581,660,614,526,378,692,152,711
2021,9,80,"3,173",119,239,219,209,222,212,193,156,225,237,190,172,158,269,74,279
2021,9,90,288,10,22,14,26,22,21,23,9,21,12,14,21,6,26,15,26
2021,9,100,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021,10,총,"112,624","2,568","12,205","5,903","6,083","4,191","11,077","7,512","5,659","7,093","9,225","10,604","5,987","5,597","7,218","1,255","10,447"
2021,10,0,"7,500",55,"1,175",442,428,123,877,714,181,381,468,536,461,307,375,24,953
2021,10,10,"10,199",61,"1,743",479,490,196,911,757,384,543,900,760,460,406,647,61,"1,401"
2021,10,20,"16,066",190,"1,400",646,773,419,"1,799",904,"1,559","1,079","1,500","2,038",687,"1,037",816,111,"1,108"
2021,10,30,"13,791",226,"1,343",809,784,427,"1,604","1,007",630,770,"1,093","1,748",757,698,735,96,"1,064"
2021,10,40,"17,601",308,"2,367",931,835,569,"1,673","1,200",712,"1,105","1,340","1,659",927,828,"1,121",133,"1,893"
2021,10,50,"18,833",583,"1,811",916,"1,059",764,"1,793","1,202",835,"1,244","1,694","1,734","1,037",952,"1,325",263,"1,621"
2021,10,60,"16,540",643,"1,390",893,960,926,"1,503","1,000",773,"1,140","1,322","1,312",937,829,"1,210",322,"1,380"
2021,10,70,"8,607",369,710,552,516,522,681,510,420,586,661,611,529,378,691,154,717
2021,10,80,"3,186",122,243,218,212,222,214,194,156,224,234,191,172,158,271,76,279
2021,10,90,290,10,23,16,25,22,20,24,9,20,13,15,20,4,26,15,28
2021,10,100,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
