년도,월,나이,화순군,화순읍,한천면,한천면영외출장소,춘양면,청풍면,이양면,능주면,도곡면,도암면,이서면,북면,백아면,동복면,남면,사평면,동면
2020,7,80,"4,561","1,611",113,51,291,217,276,284,320,204,121,,210,227,,263,373
2020,7,90,629,205,11,9,37,22,46,43,53,26,15,,31,44,,47,40
2020,7,100,33,12,1,0,0,1,3,0,1,2,2,,1,3,,2,5
2020,8,총,"62,649","39,155",935,425,"1,809","1,034","1,799","3,259","2,883","1,458",995,,"1,598","1,637",,"2,192","3,470"
2020,8,0,"3,564","2,949",14,12,37,26,42,119,88,32,18,,35,40,,48,104
2020,8,10,"5,805","4,779",43,14,78,22,52,208,134,56,36,,60,68,,69,186
2020,8,20,"6,760","5,093",64,9,117,55,100,305,216,80,82,,82,114,,147,296
2020,8,30,"4,815","3,559",48,22,88,33,87,226,188,56,54,,61,65,,129,199
2020,8,40,"8,462","6,391",103,40,123,66,146,344,282,113,73,,129,129,,180,343
2020,8,50,"11,300","6,927",161,67,328,203,324,574,564,254,206,,303,287,,411,691
2020,8,60,"9,185","4,431",189,92,357,190,360,649,605,320,201,,327,320,,459,685
2020,8,70,"7,508","3,177",188,109,354,200,361,505,432,314,185,,357,341,,435,550
2020,8,80,"4,587","1,632",114,51,290,215,278,287,320,206,122,,212,226,,264,370
2020,8,90,631,205,11,9,37,23,46,42,53,25,16,,31,44,,48,41
2020,8,100,32,12,0,0,0,1,3,0,1,2,2,,1,3,,2,5
2020,9,총,"62,655","39,195",940,424,"1,816","1,035","1,793","3,254","2,893","1,451",996,,"1,604","1,631",,"2,194","3,429"
2020,9,0,"3,561","2,946",15,11,37,28,40,125,92,30,18,,33,38,,48,100
2020,9,10,"5,751","4,745",43,15,78,22,49,210,133,54,34,,60,66,,67,175
2020,9,20,"6,777","5,108",64,9,120,55,101,299,222,78,86,,80,115,,153,287
2020,9,30,"4,813","3,565",48,22,90,33,85,222,187,55,54,,67,61,,126,198
2020,9,40,"8,427","6,374",103,39,121,66,142,343,282,112,74,,126,129,,180,336
2020,9,50,"11,288","6,928",162,65,331,199,326,569,562,250,204,,304,287,,411,690
2020,9,60,"9,253","4,483",191,94,359,196,359,649,606,324,202,,331,322,,459,678
2020,9,70,"7,497","3,175",189,110,353,198,362,508,431,311,184,,357,338,,431,550
2020,9,80,"4,612","1,647",114,50,290,212,278,286,323,210,123,,213,228,,269,369
2020,9,90,643,212,11,9,37,25,48,43,54,24,15,,32,44,,48,41
2020,9,100,33,12,0,0,0,1,3,0,1,3,2,,1,3,,2,5
2020,10,총,"62,562","39,146",930,424,"1,816","1,035","1,795","3,261","2,887","1,435",993,,"1,605","1,624",,"2,189","3,422"
2020,10,0,"3,527","2,920",14,11,36,28,41,126,94,26,16,,35,34,,46,100
2020,10,10,"5,721","4,719",41,15,76,21,49,210,133,54,34,,59,66,,71,173
2020,10,20,"6,788","5,128",64,8,117,60,101,298,221,77,83,,80,113,,149,289
2020,10,30,"4,771","3,526",46,21,94,34,84,228,187,49,49,,67,61,,125,200
2020,10,40,"8,368","6,352",102,37,118,63,141,341,279,107,71,,124,123,,181,329
2020,10,50,"11,268","6,937",159,68,327,196,324,567,553,247,206,,299,293,,407,685
2020,10,60,"9,331","4,518",193,94,366,197,368,653,606,324,208,,335,326,,462,681
2020,10,70,"7,503","3,173",189,111,353,199,360,509,436,312,185,,360,333,,432,551
2020,10,80,"4,615","1,648",111,51,292,212,278,287,323,212,124,,211,231,,266,369
2020,10,90,636,212,11,8,37,24,46,42,54,24,15,,34,41,,48,40
2020,10,100,34,13,0,0,0,1,3,0,1,3,2,,1,3,,2,5
2020,11,총,"62,506","39,081",931,425,"1,818","1,036","1,793","3,259","2,896","1,433",996,,"1,608","1,618",,"2,184","3,428"
2020,11,0,"3,503","2,895",14,11,38,27,37,124,97,26,15,,36,34,,49,100
2020,11,10,"5,692","4,695",44,15,76,22,50,212,135,51,36,,59,65,,67,165
2020,11,20,"6,801","5,132",63,8,118,61,101,300,220,81,83,,79,114,,150,291
2020,11,30,"4,744","3,505",47,20,93,33,84,227,182,50,48,,66,58,,128,203
2020,11,40,"8,329","6,321",100,38,119,63,143,336,282,102,71,,124,122,,178,330
2020,11,50,"11,251","6,917",162,67,327,196,326,567,551,251,208,,298,292,,406,683
2020,11,60,"9,380","4,540",193,94,365,201,368,655,617,323,208,,339,326,,463,688
2020,11,70,"7,500","3,196",188,112,353,197,357,508,435,311,184,,361,329,,421,548
2020,11,80,"4,635","1,654",109,51,291,211,279,289,322,212,126,,211,234,,271,375
2020,11,90,635,211,11,9,38,24,45,41,54,23,15,,34,41,,49,40
2020,11,100,36,15,0,0,0,1,3,0,1,3,2,,1,3,,2,5
2020,12,총,"62,522","39,066",930,430,"1,810","1,041","1,798","3,269","2,901","1,436","1,002",,"1,597","1,625",,"2,182","3,435"
2020,12,0,"3,490","2,895",14,11,36,29,35,121,92,25,18,,35,34,,48,97
2020,12,10,"5,659","4,672",43,16,74,22,50,214,131,50,36,,58,62,,66,165
2020,12,20,"6,822","5,136",64,10,118,61,101,303,223,83,83,,79,115,,154,292
2020,12,30,"4,745","3,506",46,19,91,34,86,224,186,48,49,,67,60,,123,206
2020,12,40,"8,267","6,266",99,39,117,66,142,343,281,99,70,,119,122,,180,324
2020,12,50,"11,256","6,934",160,67,325,195,328,560,548,254,208,,294,293,,407,683
2020,12,60,"9,473","4,574",195,97,372,200,373,666,623,327,208,,338,333,,465,702
2020,12,70,"7,485","3,193",189,111,349,201,356,501,439,310,186,,362,327,,416,545
2020,12,80,"4,645","1,660",108,52,288,207,279,295,323,214,126,,211,235,,270,377
2020,12,90,644,216,12,8,40,25,44,42,54,23,16,,33,41,,51,39
2020,12,100,36,14,0,0,0,1,4,0,1,3,2,,1,3,,2,5
2021,1,총,"62,455","39,071",924,431,"1,797","1,037","1,797","3,258","2,888","1,438",992,,"1,592","1,632",,"2,166","3,432"
2021,1,0,"3,469","2,873",14,10,36,30,36,124,88,27,18,,35,34,,46,98
2021,1,10,"5,622","4,642",43,17,71,21,54,209,128,49,35,,60,63,,66,164
2021,1,20,"6,789","5,138",63,8,117,57,102,293,221,79,82,,79,115,,148,287
2021,1,30,"4,707","3,480",47,19,91,36,82,222,183,47,46,,65,61,,119,209
2021,1,40,"8,253","6,266",98,35,116,63,141,343,279,98,70,,117,124,,178,325
2021,1,50,"11,250","6,948",161,72,317,195,321,555,543,257,209,,291,295,,402,684
2021,1,60,"9,525","4,615",193,97,371,205,376,671,628,331,203,,343,331,,465,696
2021,1,70,"7,463","3,194",185,112,347,199,355,497,438,308,183,,360,328,,415,542
2021,1,80,"4,688","1,683",109,54,289,204,281,302,323,216,128,,211,232,,273,383
2021,1,90,652,217,10,7,42,26,46,42,56,23,16,,30,46,,52,39
2021,1,100,37,15,1,0,0,1,3,0,1,3,2,,1,3,,2,5
2021,2,총,"62,478","39,047",931,431,"1,791","1,046","1,789","3,317","2,874","1,438",997,,"1,603","1,636",,"2,159","3,419"
2021,2,0,"3,439","2,843",15,10,35,31,35,125,86,28,19,,37,33,,45,97
2021,2,10,"5,678","4,635",43,17,69,21,52,275,124,53,38,,61,61,,65,164
2021,2,20,"6,759","5,124",65,8,114,57,98,282,220,79,80,,82,119,,144,287
2021,2,30,"4,681","3,460",44,18,90,38,83,224,181,45,48,,64,61,,122,203
2021,2,40,"8,209","6,233",100,36,117,63,137,340,278,98,72,,116,122,,174,323
2021,2,50,"11,273","6,972",165,71,318,196,317,560,542,256,208,,293,300,,401,674
2021,2,60,"9,582","4,649",194,98,370,207,383,671,630,331,205,,346,333,,461,704
2021,2,70,"7,431","3,204",183,111,346,200,345,496,431,302,185,,354,326,,418,530
2021,2,80,"4,733","1,695",110,56,290,206,289,300,325,219,124,,219,236,,275,389
2021,2,90,656,217,11,6,42,26,47,44,56,24,16,,30,42,,52,43
2021,2,100,37,15,1,0,0,1,3,0,1,3,2,,1,3,,2,5
2021,3,총,"62,289","38,931",929,428,"1,781","1,051","1,795","3,308","2,880","1,427",993,,"1,601","1,618",,"2,147","3,400"
2021,3,0,"3,412","2,827",15,9,33,32,36,121,82,28,19,,35,34,,45,96
2021,3,10,"5,638","4,597",41,18,64,22,51,277,127,55,35,,63,60,,62,166
2021,3,20,"6,723","5,108",66,9,115,55,100,282,218,77,80,,80,111,,143,279
2021,3,30,"4,627","3,423",45,18,85,39,84,218,180,41,48,,65,61,,121,199
2021,3,40,"8,162","6,190",100,36,113,63,136,343,287,102,71,,112,120,,170,319
2021,3,50,"11,225","6,973",157,71,310,196,319,551,536,250,209,,292,295,,395,671
2021,3,60,"9,650","4,684",200,94,380,210,384,679,635,329,204,,353,329,,468,701
2021,3,70,"7,398","3,198",181,113,346,196,347,491,423,297,184,,350,329,,410,533
2021,3,80,"4,769","1,706",112,54,293,210,288,302,337,224,125,,218,235,,278,387
2021,3,90,656,213,11,6,42,27,47,44,54,23,16,,32,43,,52,46
2021,3,100,29,12,1,0,0,1,3,0,1,1,2,,1,1,,3,3
2021,4,총,"62,310","38,961",926,427,"1,789","1,055","1,786","3,293","2,882","1,426",987,,"1,602","1,626",,"2,145","3,405"
2021,4,0,"3,408","2,816",14,9,33,31,36,122,88,27,20,,35,35,,47,95
2021,4,10,"5,598","4,560",41,18,64,23,52,269,122,56,33,,63,60,,62,175
2021,4,20,"6,736","5,139",63,8,114,56,97,283,212,78,78,,79,111,,138,280
2021,4,30,"4,621","3,423",43,17,84,40,81,216,181,43,47,,65,62,,123,196
2021,4,40,"8,133","6,175",101,36,117,63,134,337,282,102,71,,110,119,,166,320
2021,4,50,"11,240","6,992",157,71,312,195,314,549,537,252,206,,293,299,,394,669
2021,4,60,"9,714","4,714",204,95,386,215,385,674,642,329,206,,359,332,,468,705
2021,4,70,"7,364","3,194",177,110,342,195,347,494,423,292,180,,346,328,,407,529
2021,4,80,"4,802","1,719",114,57,293,211,289,304,338,222,128,,220,237,,285,385
2021,4,90,664,216,11,6,44,25,48,45,56,24,16,,31,42,,52,48
2021,4,100,30,13,1,0,0,1,3,0,1,1,2,,1,1,,3,3
2021,5,총,"62,225","38,918",930,427,"1,788","1,052","1,782","3,273","2,878","1,430",988,,"1,598","1,622",,"2,142","3,397"
2021,5,0,"3,375","2,788",18,9,31,30,36,119,85,27,19,,35,34,,47,97
2021,5,10,"5,553","4,534",40,17,62,23,50,261,121,56,34,,63,60,,61,171
2021,5,20,"6,708","5,122",62,8,117,54,98,276,217,77,73,,78,112,,138,276
2021,5,30,"4,602","3,412",43,18,83,41,78,214,183,47,48,,65,61,,115,194
2021,5,40,"8,062","6,133",103,35,118,61,135,336,273,101,69,,107,113,,168,310
2021,5,50,"11,248","7,025",157,71,310,196,305,542,533,252,209,,291,300,,388,669
2021,5,60,"9,770","4,732",204,95,388,213,392,676,645,331,208,,363,328,,480,715
2021,5,70,"7,358","3,213",179,108,340,193,341,495,421,288,180,,346,331,,398,525
2021,5,80,"4,851","1,728",111,60,295,216,295,309,343,225,130,,219,239,,291,390
2021,5,90,667,217,12,6,44,24,49,45,56,25,16,,30,43,,53,47
2021,5,100,31,14,1,0,0,1,3,0,1,1,2,,1,1,,3,3
2021,6,총,"62,153","38,872",923,427,"1,793","1,059","1,775","3,278","2,882","1,424",986,,"1,593","1,614",,"2,139","3,388"
2021,6,0,"3,338","2,757",18,9,30,31,35,119,82,26,19,,35,33,,48,96
2021,6,10,"5,558","4,533",39,17,62,22,48,268,123,58,35,,64,60,,61,168
2021,6,20,"6,671","5,092",62,9,117,56,100,270,217,75,72,,76,109,,141,275
2021,6,30,"4,587","3,399",40,19,81,41,77,218,185,48,45,,63,60,,114,197
2021,6,40,"8,021","6,105",101,34,120,60,133,334,270,98,72,,105,113,,167,309
2021,6,50,"11,223","7,024",159,71,312,196,306,535,541,252,206,,289,296,,385,651
2021,6,60,"9,838","4,772",200,93,388,219,391,689,642,327,211,,365,331,,482,728
2021,6,70,"7,345","3,214",178,106,340,193,340,489,420,288,179,,346,330,,396,526
2021,6,80,"4,880","1,743",113,63,299,217,293,312,346,227,130,,217,239,,292,389
2021,6,90,660,218,12,6,44,23,49,44,55,24,15,,32,42,,50,46
2021,6,100,32,15,1,0,0,1,3,0,1,1,2,,1,1,,3,3
2021,7,총,"62,131","38,928",930,430,"1,781","1,046","1,770","3,264","2,879","1,427",970,,"1,591","1,615",,"2,133","3,367"
2021,7,0,"3,329","2,746",19,9,30,32,35,122,82,27,17,,34,33,,48,95
2021,7,10,"5,549","4,542",41,17,61,22,45,265,121,53,33,,65,61,,58,165
2021,7,20,"6,627","5,070",60,10,113,54,97,263,216,79,69,,75,109,,143,269
2021,7,30,"4,588","3,420",40,18,84,39,75,212,180,46,42,,62,60,,113,197
2021,7,40,"7,985","6,077",100,36,122,60,132,332,267,98,71,,105,115,,165,305
2021,7,50,"11,225","7,047",164,71,304,188,305,532,543,257,203,,288,298,,384,641
2021,7,60,"9,905","4,807",203,95,390,221,393,698,645,325,210,,368,331,,484,735
2021,7,70,"7,336","3,220",177,105,337,193,341,487,419,290,178,,344,329,,395,521
2021,7,80,"4,889","1,761",112,63,297,214,293,309,349,227,128,,216,237,,292,391
2021,7,90,667,223,13,6,43,22,51,44,56,24,17,,33,41,,48,46
2021,7,100,31,15,1,0,0,1,3,0,1,1,2,,1,1,,3,2
2021,8,총,"62,439","39,313",922,428,"1,771","1,042","1,768","3,240","2,864","1,438",969,,"1,589","1,597",,"2,127","3,371"
2021,8,0,"3,333","2,767",17,9,30,29,33,115,82,31,17,,30,30,,48,95
2021,8,10,"5,557","4,558",39,16,60,22,43,258,118,57,36,,66,58,,61,165
2021,8,20,"6,676","5,135",58,12,111,54,97,262,211,80,66,,76,107,,140,267
2021,8,30,"4,651","3,503",39,17,83,36,73,210,171,46,44,,64,57,,110,198
2021,8,40,"7,986","6,098",101,35,119,60,131,325,266,99,69,,105,110,,164,304
2021,8,50,"11,292","7,128",164,71,301,187,310,528,542,257,200,,288,297,,377,642
2021,8,60,"9,986","4,870",199,95,393,223,392,703,648,324,212,,367,333,,487,740
2021,8,70,"7,335","3,236",180,103,334,193,338,487,419,292,174,,340,327,,392,520
2021,8,80,"4,911","1,772",111,64,297,213,296,310,347,227,131,,218,236,,296,393
2021,8,90,681,231,13,6,43,24,52,42,59,24,18,,34,41,,49,45
2021,8,100,31,15,1,0,0,1,3,0,1,1,2,,1,1,,3,2
2021,9,총,"62,567","39,542",921,424,"1,762","1,042","1,769","3,214","2,845","1,430",954,,"1,586","1,601",,"2,130","3,347"
2021,9,0,"3,322","2,759",18,9,29,26,33,116,82,30,17,,30,30,,49,94
2021,9,10,"5,548","4,564",39,16,59,23,43,256,115,59,35,,65,57,,60,157
2021,9,20,"6,644","5,136",59,11,109,52,98,263,204,74,61,,75,110,,135,257
2021,9,30,"4,666","3,536",39,15,80,37,73,195,170,46,43,,63,58,,114,197
2021,9,40,"7,964","6,106",101,36,116,60,132,325,259,96,67,,104,108,,158,296
2021,9,50,"11,356","7,214",161,70,293,188,310,523,539,256,195,,287,295,,383,642
2021,9,60,"10,062","4,937",199,93,404,224,389,701,645,323,212,,369,334,,491,741
2021,9,70,"7,353","3,252",183,104,330,193,339,487,426,289,173,,337,327,,393,520
2021,9,80,"4,936","1,788",109,64,300,213,299,306,345,231,131,,221,238,,295,396
2021,9,90,685,235,12,6,42,25,50,42,59,25,18,,34,43,,49,45
2021,9,100,31,15,1,0,0,1,3,0,1,1,2,,1,1,,3,2
2021,10,총,"62,598","39,644",917,422,"1,756","1,037","1,769","3,203","2,841","1,426",958,,"1,578","1,601",,"2,116","3,330"
2021,10,0,"3,282","2,726",18,9,29,25,36,112,81,29,17,,29,28,,49,94
2021,10,10,"5,551","4,570",37,16,59,22,43,256,118,59,37,,66,57,,57,154
2021,10,20,"6,655","5,170",56,11,109,49,95,260,202,71,59,,74,112,,133,254
2021,10,30,"4,677","3,546",39,14,78,37,74,196,171,48,43,,64,61,,112,194
2021,10,40,"7,949","6,105",100,37,116,58,130,323,260,94,68,,101,106,,157,294
2021,10,50,"11,371","7,266",156,69,295,186,306,518,529,255,196,,283,298,,381,633
2021,10,60,"10,125","4,967",202,93,402,229,394,703,650,325,217,,368,332,,493,750
2021,10,70,"7,317","3,244",184,104,325,192,333,487,429,288,170,,332,325,,388,516
2021,10,80,"4,954","1,801",112,62,303,213,305,306,340,232,130,,226,238,,295,391
2021,10,90,690,234,12,7,40,26,50,42,60,25,19,,34,43,,50,48
2021,10,100,27,15,1,0,0,0,3,0,1,0,2,,1,1,,1,2
2021,11,총,"62,618","39,683",918,423,"1,750","1,041","1,778","3,198","2,844","1,417",952,,"1,576","1,597",,"2,126","3,315"
2021,11,0,"3,276","2,715",18,9,25,25,38,117,80,29,16,,29,29,,50,96
2021,11,10,"5,528","4,559",36,16,59,22,42,258,116,60,34,,65,56,,55,150
2021,11,20,"6,652","5,162",56,11,110,48,96,255,202,72,59,,76,114,,139,252
2021,11,30,"4,678","3,559",39,14,79,36,77,189,169,48,39,,62,58,,111,198
2021,11,40,"7,924","6,086",104,37,114,56,125,328,258,94,67,,102,107,,159,287
2021,11,50,"11,404","7,298",155,70,295,186,309,510,532,252,198,,283,295,,385,636
2021,11,60,"10,173","4,998",199,91,399,233,401,713,653,325,218,,370,332,,496,745
2021,11,70,"7,283","3,251",187,106,326,194,325,479,428,275,171,,328,322,,380,511
2021,11,80,"4,974","1,800",111,62,301,214,312,307,343,238,131,,227,241,,298,389
2021,11,90,703,240,12,7,42,27,50,42,62,24,19,,34,43,,52,49
2021,11,100,23,15,1,0,0,0,3,0,1,0,0,,0,0,,1,2
2021,12,총,"62,624","39,707",924,424,"1,755","1,040","1,778","3,186","2,850","1,426",949,,"1,577","1,595",,"2,120","3,293"
2021,12,0,"3,251","2,701",20,9,27,24,36,114,81,28,14,,28,30,,48,91
2021,12,10,"5,500","4,536",37,16,59,21,45,251,117,62,35,,65,55,,54,147
2021,12,20,"6,714","5,216",56,11,109,51,102,258,201,73,58,,76,112,,137,254
2021,12,30,"4,656","3,536",41,13,80,37,75,187,168,51,41,,64,56,,112,195
2021,12,40,"7,888","6,067",105,37,114,54,127,323,255,97,66,,100,107,,155,281
2021,12,50,"11,426","7,310",158,73,295,188,305,505,535,253,197,,285,293,,387,642
2021,12,60,"10,201","5,020",197,91,403,232,398,723,653,321,216,,373,336,,499,739
2021,12,70,"7,236","3,243",186,105,320,192,328,473,423,278,169,,325,319,,374,501
2021,12,80,"5,010","1,813",112,62,305,213,310,310,352,237,134,,225,242,,302,393
2021,12,90,721,250,11,7,43,28,50,42,64,26,19,,36,45,,51,49
2021,12,100,21,15,1,0,0,0,2,0,1,0,0,,0,0,,1,1
