년도,월,나이,화성시,봉담읍,우정읍,향남읍,남양읍,매송면,비봉면,마도면,송산면,서신면,팔탄면,장안면,양감면,정남면,새솔동,진안동,병점1동,병점2동,반월동,기배동,화산동,동탄1동,동탄2동,동탄3동,동탄4동,동탄5동,동탄6동,동탄7동,동탄8동
2020,3,20,"45,679","4,461",693,"4,453","2,186",380,245,262,415,196,343,392,134,484,"1,107","3,046","2,088","1,424","1,909",760,"1,315","3,425","1,815","2,676","2,117","2,164","2,136","3,688","1,365"
2020,3,30,"72,395","5,602",686,"7,073","2,832",299,189,235,365,209,334,319,121,393,"2,244","4,006","2,177","1,734","3,059",830,"1,436","4,888","2,530","4,180","5,644","4,735","3,562","9,560","3,153"
2020,3,40,"73,541","7,341","1,120","7,369","2,789",442,260,334,614,313,472,470,142,611,"1,697","3,450","2,537","2,771","2,852","1,360","1,809","5,141","4,482","4,058","6,213","3,511","2,500","6,996","1,887"
2020,3,50,"51,008","5,604","1,485","4,644","2,922",691,530,554,924,669,855,860,334,943,"1,183","2,692","1,952","1,503","2,250","1,028","1,990","2,687","2,113","1,875","2,257","1,906","1,459","3,890","1,208"
2020,3,60,"31,620","3,650","1,272","2,899","1,938",597,455,515,921,729,754,860,331,804,429,"1,613","1,159",918,"1,063",634,"1,402","1,107","1,001","1,097",982,"1,208",733,"1,882",667
2020,3,70,"16,367","1,887",841,"1,574","1,001",404,328,328,671,410,418,583,207,521,122,793,642,561,373,334,692,481,581,630,393,519,295,585,193
2020,3,80,"8,952",894,542,901,594,232,228,214,439,313,329,395,170,351,78,375,270,277,198,161,362,219,218,235,179,222,150,304,102
2020,3,90,"1,494",172,81,127,109,30,54,37,94,58,53,43,20,58,14,58,45,44,39,24,53,35,36,31,39,35,30,52,23
2020,3,100,74,9,2,5,3,1,1,4,8,6,5,2,1,7,0,1,1,0,1,1,6,2,2,1,0,3,0,2,0
2020,4,총,"400,839","38,877","7,968","39,162","18,045","3,477","2,555","2,812","5,059","3,152","3,916","4,406","1,591","4,779","9,614","20,419","13,794","12,585","16,026","6,750","11,084","24,702","18,314","20,392","26,904","19,361","14,545","38,375","12,175"
2020,4,0,"51,712","4,249",475,"5,207","1,971",161,111,126,236,89,136,184,53,215,"1,797","2,283","1,341","1,332","2,257",694,929,"3,239","2,284","3,003","4,816","2,969","2,187","7,170","2,198"
2020,4,10,"46,168","4,871",725,"4,779","1,638",233,158,199,371,145,222,288,79,387,902,"1,997","1,566","1,993","1,941",904,"1,082","3,382","3,200","2,553","4,232","1,926","1,336","4,009","1,050"
2020,4,20,"46,208","4,507",699,"4,495","2,217",381,245,263,411,199,345,389,131,489,"1,108","3,060","2,116","1,443","1,930",772,"1,323","3,472","1,849","2,723","2,136","2,194","2,182","3,733","1,396"
2020,4,30,"72,535","5,590",686,"7,075","2,835",301,188,231,364,212,327,326,123,393,"2,246","4,032","2,171","1,714","3,050",820,"1,433","4,903","2,502","4,128","5,633","4,772","3,602","9,574","3,304"
2020,4,40,"73,912","7,355","1,128","7,388","2,808",445,256,334,610,315,471,468,141,604,"1,711","3,443","2,523","2,787","2,884","1,362","1,801","5,153","4,497","4,073","6,212","3,562","2,529","7,083","1,969"
2020,4,50,"51,327","5,631","1,490","4,680","2,904",689,529,552,925,671,850,859,332,942,"1,192","2,723","1,952","1,517","2,270","1,040","1,990","2,707","2,129","1,894","2,275","1,922","1,482","3,943","1,237"
2020,4,60,"31,890","3,685","1,288","2,921","1,948",605,451,523,929,731,759,862,329,809,439,"1,640","1,160",919,"1,079",633,"1,413","1,105","1,009","1,109",977,"1,224",744,"1,909",690
2020,4,70,"16,503","1,900",848,"1,583","1,013",401,333,329,670,412,418,588,211,523,124,810,645,564,373,338,690,482,588,639,402,528,300,588,203
2020,4,80,"9,000",902,547,901,599,228,231,213,440,311,330,397,170,353,80,374,272,273,204,162,364,223,218,236,182,223,152,312,103
2020,4,90,"1,510",178,80,128,109,32,52,38,95,61,53,43,21,58,15,56,47,42,37,24,53,34,36,33,39,38,31,52,25
2020,4,100,74,9,2,5,3,1,1,4,8,6,5,2,1,6,0,1,1,1,1,1,6,2,2,1,0,3,0,2,0
2020,5,총,"401,879","38,904","7,972","39,306","18,060","3,463","2,542","2,804","5,072","3,158","3,916","4,385","1,584","4,786","9,655","20,490","13,803","12,567","16,064","6,736","11,077","24,752","18,301","20,405","26,937","19,546","14,692","38,544","12,358"
2020,5,0,"51,678","4,229",480,"5,213","1,964",158,112,124,232,92,142,180,51,215,"1,808","2,277","1,337","1,332","2,262",687,916,"3,234","2,264","3,002","4,795","2,992","2,196","7,157","2,227"
2020,5,10,"46,232","4,885",721,"4,793","1,630",232,156,198,368,142,220,282,79,391,907,"1,990","1,550","1,987","1,938",897,"1,087","3,371","3,208","2,538","4,248","1,946","1,348","4,062","1,058"
2020,5,20,"46,312","4,507",705,"4,507","2,205",379,239,267,421,202,342,389,129,488,"1,117","3,068","2,147","1,439","1,936",766,"1,328","3,484","1,840","2,721","2,129","2,203","2,217","3,719","1,418"
2020,5,30,"72,556","5,564",682,"7,070","2,836",300,186,225,366,213,325,313,123,398,"2,243","4,040","2,159","1,707","3,051",817,"1,419","4,915","2,472","4,120","5,627","4,813","3,639","9,573","3,360"
2020,5,40,"74,190","7,382","1,127","7,418","2,809",438,254,327,614,316,470,470,137,605,"1,722","3,447","2,517","2,781","2,881","1,361","1,793","5,171","4,496","4,086","6,226","3,610","2,566","7,164","2,002"
2020,5,50,"51,612","5,632","1,489","4,723","2,920",691,524,552,925,665,841,857,334,945,"1,198","2,752","1,952","1,523","2,293","1,046","1,994","2,716","2,157","1,898","2,310","1,943","1,497","3,983","1,252"
2020,5,60,"32,060","3,698","1,297","2,939","1,963",602,454,524,931,732,767,865,324,807,444,"1,654","1,169",921,"1,081",637,"1,426","1,112","1,012","1,124",976,"1,237",749,"1,918",697
2020,5,70,"16,591","1,918",840,"1,596","1,017",400,333,335,667,420,420,587,213,519,120,822,654,563,378,339,686,488,595,643,402,535,296,595,210
2020,5,80,"9,038",904,547,914,599,229,232,209,445,310,328,396,171,353,82,381,270,270,205,161,368,225,217,238,182,227,151,315,109
2020,5,90,"1,534",176,82,128,113,33,51,39,94,60,56,43,22,59,14,58,47,43,38,24,54,34,38,34,42,38,33,56,25
2020,5,100,76,9,2,5,4,1,1,4,9,6,5,3,1,6,0,1,1,1,1,1,6,2,2,1,0,2,0,2,0
2020,6,총,"402,768","38,859","7,949","39,454","18,160","3,455","2,540","2,778","5,054","3,172","3,893","4,394","1,575","4,805","9,703","20,531","13,844","12,602","16,102","6,725","11,034","24,752","18,280","20,471","26,966","19,694","14,812","38,696","12,468"
2020,6,0,"51,597","4,181",478,"5,209","1,974",154,110,117,229,93,139,180,49,219,"1,817","2,267","1,332","1,335","2,252",679,902,"3,236","2,247","2,989","4,775","3,021","2,209","7,167","2,237"
2020,6,10,"46,330","4,883",718,"4,824","1,626",234,157,187,364,146,220,281,80,391,910,"1,977","1,539","1,997","1,931",897,"1,090","3,351","3,209","2,554","4,285","1,960","1,349","4,094","1,076"
2020,6,20,"46,419","4,517",696,"4,513","2,228",375,234,265,412,201,335,384,128,500,"1,119","3,091","2,166","1,435","1,948",760,"1,329","3,495","1,846","2,725","2,137","2,203","2,254","3,706","1,417"
2020,6,30,"72,528","5,527",678,"7,072","2,843",296,189,226,364,216,324,316,123,397,"2,251","4,033","2,160","1,707","3,046",816,"1,397","4,905","2,460","4,103","5,605","4,859","3,665","9,565","3,385"
2020,6,40,"74,404","7,382","1,128","7,460","2,817",442,255,322,609,317,464,469,138,606,"1,729","3,445","2,525","2,779","2,886","1,353","1,792","5,163","4,486","4,115","6,245","3,647","2,573","7,222","2,035"
2020,6,50,"51,821","5,642","1,478","4,752","2,933",682,521,549,921,672,834,863,332,942,"1,211","2,776","1,958","1,534","2,313","1,048","1,987","2,735","2,167","1,922","2,315","1,949","1,519","4,012","1,254"
2020,6,60,"32,333","3,707","1,306","2,977","1,986",605,454,525,939,727,768,875,321,815,448,"1,672","1,181",931,"1,102",645,"1,424","1,112","1,015","1,136",980,"1,248",762,"1,956",716
2020,6,70,"16,693","1,922",839,"1,603","1,037",404,339,333,670,425,421,583,213,516,123,829,663,569,376,341,692,498,595,655,398,536,296,603,214
2020,6,80,"9,032",914,544,911,600,229,228,212,443,310,328,395,170,352,80,382,273,272,207,159,362,221,216,235,183,230,152,314,110
2020,6,90,"1,539",176,82,129,112,33,52,38,94,59,55,46,20,61,15,58,46,43,40,26,53,34,37,36,43,39,33,55,24
2020,6,100,72,8,2,4,4,1,1,4,9,6,5,2,1,6,0,1,1,0,1,1,6,2,2,1,0,2,0,2,0
2020,7,총,"404,116","38,889","7,977","39,531","18,219","3,441","2,551","2,783","5,043","3,181","3,902","4,410","1,572","4,822","10,130","20,309","13,800","12,592","16,110","6,736","11,040","24,847","18,261","20,500","26,969","19,812","14,896","39,217","12,576"
2020,7,0,"51,643","4,181",473,"5,203","1,977",152,108,117,226,93,140,179,49,220,"1,913","2,238","1,320","1,320","2,247",672,896,"3,247","2,219","2,992","4,746","3,039","2,223","7,194","2,259"
2020,7,10,"46,498","4,870",718,"4,839","1,635",231,161,190,368,146,222,282,79,391,966,"1,962","1,526","1,994","1,926",894,"1,085","3,357","3,215","2,549","4,303","1,983","1,363","4,153","1,090"
2020,7,20,"46,610","4,525",704,"4,535","2,227",374,227,259,406,203,329,389,124,502,"1,157","3,040","2,161","1,441","1,940",768,"1,337","3,528","1,850","2,720","2,148","2,209","2,257","3,830","1,420"
2020,7,30,"72,388","5,520",678,"7,043","2,834",294,197,228,359,215,324,319,123,394,"2,337","3,929","2,141","1,685","3,039",814,"1,369","4,878","2,438","4,101","5,537","4,875","3,682","9,639","3,396"
2020,7,40,"74,811","7,376","1,130","7,497","2,834",437,255,324,608,320,473,473,135,610,"1,817","3,436","2,510","2,778","2,895","1,347","1,793","5,190","4,496","4,122","6,297","3,683","2,596","7,327","2,052"
2020,7,50,"52,138","5,665","1,487","4,762","2,935",677,529,547,923,674,837,866,337,950,"1,257","2,779","1,967","1,539","2,318","1,048","2,004","2,764","2,164","1,944","2,337","1,952","1,516","4,082","1,278"
2020,7,60,"32,536","3,718","1,307","2,999","2,013",609,451,527,932,728,771,875,318,816,463,"1,648","1,189",944,"1,119",661,"1,433","1,128","1,029","1,123",976,"1,251",778,"2,002",728
2020,7,70,"16,811","1,932",847,"1,607","1,046",404,341,337,674,427,415,588,215,517,123,838,665,576,374,349,699,497,596,672,401,547,297,609,218
2020,7,80,"9,064",917,547,911,597,230,227,213,445,308,331,395,171,355,82,383,273,273,211,157,363,223,215,239,185,229,152,322,110
2020,7,90,"1,545",177,84,131,117,32,54,37,93,61,54,42,20,61,15,55,47,42,41,25,55,33,37,37,39,42,32,57,25
2020,7,100,72,8,2,4,4,1,1,4,9,6,6,2,1,6,0,1,1,0,0,1,6,2,2,1,0,2,0,2,0
2020,8,총,"405,781","38,911","7,986","39,684","18,322","3,429","2,553","2,803","5,031","3,183","3,900","4,389","1,572","4,819","10,434","20,334","13,816","12,582","16,093","6,732","11,012","24,902","18,245","20,546","26,972","19,974","14,900","40,013","12,644"
2020,8,0,"51,554","4,155",469,"5,202","1,974",151,102,115,226,91,140,177,48,215,"1,987","2,228","1,308","1,306","2,234",666,885,"3,248","2,202","2,969","4,702","3,049","2,215","7,231","2,259"
2020,8,10,"46,688","4,859",714,"4,863","1,637",226,160,196,360,144,223,278,76,382,998,"1,956","1,534","2,003","1,924",892,"1,077","3,370","3,231","2,568","4,331","1,989","1,357","4,233","1,107"
2020,8,20,"46,947","4,563",706,"4,550","2,233",371,231,258,414,200,327,390,126,505,"1,175","3,049","2,165","1,438","1,937",771,"1,329","3,548","1,828","2,727","2,139","2,285","2,240","4,016","1,426"
2020,8,30,"72,413","5,476",664,"7,046","2,868",295,198,230,353,212,315,314,123,388,"2,400","3,913","2,138","1,666","3,031",802,"1,373","4,863","2,439","4,101","5,501","4,881","3,678","9,748","3,397"
2020,8,40,"75,229","7,392","1,138","7,537","2,849",432,251,329,608,320,472,469,133,614,"1,873","3,439","2,507","2,778","2,885","1,346","1,780","5,206","4,484","4,132","6,328","3,721","2,614","7,518","2,074"
2020,8,50,"52,420","5,679","1,496","4,790","2,942",672,529,551,914,675,832,859,336,952,"1,300","2,789","1,983","1,544","2,325","1,049","1,999","2,776","2,173","1,964","2,351","1,957","1,518","4,186","1,279"
2020,8,60,"32,886","3,744","1,310","3,033","2,044",612,456,535,940,737,783,873,320,820,476,"1,675","1,197",949,"1,123",671,"1,445","1,134","1,032","1,130",990,"1,265",786,"2,061",745
2020,8,70,"16,861","1,932",853,"1,611","1,046",407,336,338,670,428,414,587,216,518,126,841,661,586,379,351,700,492,594,672,404,549,304,627,219
2020,8,80,"9,132",923,549,913,603,230,233,212,441,310,334,399,171,357,83,388,271,269,212,157,362,229,223,243,189,234,156,330,111
2020,8,90,"1,576",180,85,134,122,32,56,35,96,60,54,41,22,62,15,55,51,43,42,26,56,34,37,39,37,42,32,61,27
2020,8,100,75,8,2,5,4,1,1,4,9,6,6,2,1,6,1,1,1,0,1,1,6,2,2,1,0,2,0,2,0
2020,9,총,"407,607","39,411","7,976","39,701","18,568","3,427","2,534","2,798","5,047","3,176","3,906","4,366","1,560","4,800","10,576","20,299","13,779","12,566","16,093","6,727","11,007","24,925","18,268","20,533","26,923","20,231","14,945","40,738","12,727"
2020,9,0,"51,466","4,205",458,"5,183","1,988",152,99,115,225,90,140,169,46,207,"2,006","2,212","1,298","1,273","2,215",659,876,"3,239","2,188","2,942","4,656","3,035","2,230","7,294","2,266"
2020,9,10,"46,910","4,875",713,"4,870","1,686",226,159,191,351,142,225,275,72,375,"1,023","1,934","1,524","2,005","1,931",890,"1,072","3,373","3,253","2,580","4,357","1,998","1,365","4,326","1,119"
2020,9,20,"47,343","4,649",704,"4,562","2,266",367,231,255,420,194,326,385,128,504,"1,180","3,052","2,154","1,447","1,928",778,"1,334","3,554","1,841","2,745","2,114","2,450","2,230","4,115","1,430"
2020,9,30,"72,504","5,585",656,"6,986","2,916",295,191,236,356,210,312,315,121,384,"2,414","3,877","2,128","1,653","3,021",794,"1,366","4,853","2,422","4,071","5,443","4,947","3,672","9,877","3,403"
2020,9,40,"75,601","7,457","1,134","7,571","2,893",426,248,323,604,316,473,466,137,614,"1,899","3,456","2,491","2,784","2,899","1,333","1,771","5,211","4,491","4,132","6,348","3,719","2,622","7,674","2,109"
2020,9,50,"52,761","5,768","1,497","4,805","2,963",670,526,555,919,676,832,855,323,947,"1,329","2,786","1,995","1,549","2,333","1,062","2,009","2,798","2,179","1,968","2,372","1,961","1,541","4,260","1,283"
2020,9,60,"33,250","3,801","1,319","3,050","2,083",619,456,531,951,738,786,876,323,824,495,"1,689","1,206",946,"1,132",678,"1,450","1,147","1,037","1,138","1,002","1,282",794,"2,137",760
2020,9,70,"16,913","1,945",853,"1,623","1,043",409,331,341,667,430,414,584,215,519,128,846,655,593,377,349,699,487,592,674,405,555,302,653,224
2020,9,80,"9,163",933,551,909,598,227,236,212,441,313,336,398,172,354,87,388,274,272,214,156,367,225,228,245,190,240,157,335,105
2020,9,90,"1,619",184,88,138,128,35,56,35,104,61,56,41,22,66,14,58,53,44,42,27,57,36,34,37,36,42,32,65,28
2020,9,100,77,9,3,4,4,1,1,4,9,6,6,2,1,6,1,1,1,0,1,1,6,2,3,1,0,2,0,2,0
2020,10,총,"409,096","39,925","7,939","39,797","18,739","3,404","2,529","2,797","5,050","3,170","3,921","4,365","1,555","4,799","10,654","20,248","13,778","12,588","16,066","6,715","10,998","24,989","18,263","20,537","26,885","20,275","14,956","41,071","13,083"
2020,10,0,"51,335","4,250",449,"5,185","2,005",149,95,112,225,87,141,167,46,200,"2,012","2,188","1,276","1,275","2,186",653,878,"3,220","2,164","2,902","4,608","2,998","2,224","7,285","2,355"
2020,10,10,"47,104","4,903",713,"4,882","1,702",224,161,190,352,140,221,277,70,374,"1,029","1,928","1,531","2,007","1,929",882,"1,060","3,386","3,266","2,586","4,379","2,011","1,367","4,389","1,145"
2020,10,20,"47,626","4,735",694,"4,575","2,291",363,229,254,422,191,335,380,126,502,"1,186","3,043","2,158","1,436","1,942",783,"1,349","3,583","1,862","2,763","2,105","2,490","2,246","4,158","1,425"
2020,10,30,"72,456","5,631",654,"6,965","2,947",286,190,233,356,209,312,320,126,391,"2,423","3,855","2,106","1,651","2,993",781,"1,359","4,854","2,390","4,037","5,393","4,963","3,627","9,870","3,534"
2020,10,40,"75,992","7,550","1,126","7,609","2,905",423,246,328,600,318,468,464,134,602,"1,923","3,458","2,499","2,789","2,901","1,327","1,763","5,217","4,495","4,146","6,373","3,712","2,644","7,784","2,188"
2020,10,50,"53,089","5,872","1,493","4,819","2,987",667,521,559,921,679,837,850,323,951,"1,346","2,789","2,006","1,556","2,336","1,064","2,007","2,814","2,185","1,980","2,399","1,975","1,548","4,318","1,287"
2020,10,60,"33,579","3,864","1,321","3,076","2,117",619,466,525,955,739,793,884,326,832,504,"1,691","1,211",955,"1,149",685,"1,446","1,153","1,049","1,149","1,001","1,287",807,"2,188",787
2020,10,70,"17,000","1,970",848,"1,623","1,052",405,328,343,666,428,417,582,213,521,130,846,663,597,372,358,707,494,592,683,402,556,303,676,225
2020,10,80,"9,191",952,548,918,598,231,235,214,439,310,334,398,167,354,84,388,275,278,217,152,364,229,224,250,189,239,157,338,109
2020,10,90,"1,645",186,89,141,131,36,57,35,105,63,57,41,23,66,16,61,52,44,40,29,59,38,34,40,36,42,33,63,28
2020,10,100,79,12,4,4,4,1,1,4,9,6,6,2,1,6,1,1,1,0,1,1,6,1,2,1,0,2,0,2,0
2020,11,총,"410,475","40,127","7,943","39,850","18,880","3,396","2,534","2,804","5,052","3,178","3,910","4,374","1,546","4,808","10,702","20,213","13,831","12,569","16,091","6,700","10,958","24,992","18,268","20,491","26,844","20,334","14,956","41,610","13,514"
2020,11,0,"51,224","4,253",439,"5,156","1,993",146,93,110,222,83,141,168,46,200,"2,023","2,183","1,263","1,254","2,173",644,871,"3,215","2,153","2,869","4,580","2,993","2,200","7,304","2,449"
2020,11,10,"47,232","4,920",714,"4,910","1,720",223,159,188,354,139,221,274,69,370,"1,039","1,921","1,531","2,013","1,937",878,"1,048","3,381","3,272","2,579","4,374","2,016","1,385","4,418","1,179"
2020,11,20,"47,839","4,758",696,"4,580","2,319",357,231,260,418,197,328,387,125,503,"1,188","3,020","2,163","1,442","1,950",780,"1,346","3,605","1,880","2,773","2,115","2,512","2,235","4,217","1,454"
2020,11,30,"72,489","5,655",646,"6,960","2,969",283,187,236,349,213,313,319,123,388,"2,424","3,840","2,133","1,628","2,980",767,"1,348","4,853","2,366","4,015","5,351","4,921","3,602","9,921","3,699"
2020,11,40,"76,308","7,564","1,132","7,610","2,923",417,250,327,602,314,469,462,134,600,"1,941","3,453","2,502","2,786","2,909","1,332","1,755","5,190","4,507","4,147","6,386","3,749","2,662","7,929","2,256"
2020,11,50,"53,331","5,905","1,495","4,847","3,008",670,519,565,920,682,828,839,317,949,"1,346","2,784","2,014","1,564","2,340","1,064","1,999","2,836","2,186","1,960","2,408","1,996","1,567","4,418","1,305"
2020,11,60,"34,000","3,925","1,329","3,104","2,152",624,470,522,966,745,793,893,329,847,510,"1,711","1,227",959,"1,168",690,"1,453","1,155","1,056","1,165","1,011","1,300",817,"2,276",803
2020,11,70,"17,070","1,988",847,"1,616","1,060",406,329,343,668,426,421,590,212,523,128,852,669,603,373,361,707,483,588,689,395,560,303,703,227
2020,11,80,"9,252",963,552,922,601,233,237,214,439,311,332,398,167,353,87,385,278,275,219,155,368,235,224,253,186,243,151,357,114
2020,11,90,"1,651",183,90,141,131,36,58,35,104,62,58,42,23,69,15,63,50,45,41,28,58,38,34,40,38,42,34,65,28
2020,11,100,79,13,3,4,4,1,1,4,10,6,6,2,1,6,1,1,1,0,1,1,5,1,2,1,0,2,0,2,0
2020,12,총,"411,407","40,230","7,934","39,939","18,954","3,390","2,553","2,797","5,041","3,186","3,944","4,386","1,532","4,827","10,723","20,203","13,909","12,562","16,080","6,683","10,959","24,972","18,233","20,458","26,790","20,475","14,975","41,927","13,745"
2020,12,0,"51,069","4,226",435,"5,145","1,999",145,100,110,214,84,143,165,43,196,"2,017","2,175","1,250","1,235","2,164",637,873,"3,195","2,119","2,835","4,548","3,001","2,208","7,293","2,514"
2020,12,10,"47,303","4,927",710,"4,913","1,711",222,158,185,357,140,222,277,70,364,"1,046","1,913","1,538","1,999","1,939",874,"1,043","3,366","3,289","2,564","4,383","2,032","1,412","4,459","1,190"
2020,12,20,"48,058","4,767",704,"4,584","2,328",353,230,261,419,200,335,396,126,519,"1,171","2,993","2,209","1,459","1,946",784,"1,347","3,624","1,875","2,798","2,105","2,532","2,235","4,283","1,475"
2020,12,30,"72,530","5,672",637,"6,972","2,990",285,193,242,343,210,324,319,115,384,"2,440","3,860","2,147","1,606","2,961",765,"1,346","4,872","2,344","4,005","5,290","4,940","3,555","9,950","3,763"
2020,12,40,"76,541","7,584","1,131","7,620","2,921",415,256,319,599,313,475,461,133,598,"1,953","3,450","2,510","2,808","2,911","1,307","1,759","5,166","4,528","4,141","6,406","3,778","2,691","8,011","2,297"
2020,12,50,"53,477","5,917","1,494","4,879","3,014",674,514,561,927,684,822,834,308,954,"1,352","2,784","2,023","1,562","2,334","1,070","1,991","2,840","2,183","1,973","2,416","1,999","1,581","4,471","1,316"
2020,12,60,"34,311","3,976","1,343","3,135","2,192",618,473,525,968,751,806,904,336,860,516,"1,715","1,224",963,"1,184",700,"1,463","1,154","1,049","1,162","1,017","1,336",808,"2,318",815
2020,12,70,"17,102","1,999",846,"1,627","1,059",410,331,340,659,423,419,589,205,521,122,861,677,609,371,360,706,483,595,687,403,557,298,714,231
2020,12,80,"9,284",972,543,924,604,231,238,213,439,313,334,394,173,357,91,389,278,274,226,155,368,233,217,250,183,254,153,361,117
2020,12,90,"1,652",177,88,136,132,36,59,37,105,62,58,45,22,68,14,62,52,47,43,30,58,38,32,42,39,44,34,65,27
2020,12,100,80,13,3,4,4,1,1,4,11,6,6,2,1,6,1,1,1,0,1,1,5,1,2,1,0,2,0,2,0
