년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2020,3,90,320,10,12,7,17,5,15,15,10,19,23,3,16,8,16,22,18,32,12,44,16,,,
2020,3,100,33,0,3,0,4,2,2,4,1,2,2,0,0,1,0,1,1,2,2,4,2,,,
2020,4,총,"169,428","3,955","5,317","4,390","6,822","3,197","6,527","6,301","3,884","7,151","7,307","2,282","13,267","5,115","8,162","9,043","7,840","21,665","5,247","34,347","7,609",,,
2020,4,0,"13,407",156,555,378,246,119,465,517,100,319,402,99,"1,385",205,473,488,437,"2,117",288,"4,295",363,,,
2020,4,10,"14,319",276,478,307,399,241,536,606,217,491,541,154,"1,416",307,524,735,528,"1,986",330,"3,632",615,,,
2020,4,20,"22,455",490,577,500,"1,005",474,851,923,629,"1,008","1,035",411,"1,639",735,"1,209","1,348","1,037","2,875",729,"4,106",874,,,
2020,4,30,"23,646",433,755,716,877,312,861,847,631,849,934,286,"1,764",604,"1,110","1,000",976,"3,082",660,"6,252",697,,,
2020,4,40,"26,693",553,"1,009",616,"1,040",448,"1,006",951,573,935,"1,099",302,"2,366",698,"1,122","1,209","1,103","3,568",730,"6,287","1,078",,,
2020,4,50,"27,941",732,738,695,"1,363",580,"1,038","1,099",704,"1,315","1,247",394,"2,069","1,017","1,481","1,692","1,471","3,436","1,002","4,440","1,428",,,
2020,4,60,"23,193",666,634,655,"1,105",554,908,771,555,"1,183","1,148",350,"1,602",913,"1,316","1,446","1,302","2,809",826,"3,141","1,309",,,
2020,4,70,"12,976",457,401,368,584,342,602,401,340,762,647,200,772,473,686,804,731,"1,358",490,"1,666",892,,,
2020,4,80,"4,441",182,155,148,181,120,241,167,124,268,228,83,237,154,226,299,235,401,178,480,334,,,
2020,4,90,324,10,12,7,18,5,17,15,10,19,24,3,17,8,15,21,19,31,12,44,17,,,
2020,4,100,33,0,3,0,4,2,2,4,1,2,2,0,0,1,0,1,1,2,2,4,2,,,
2020,5,총,"169,113","3,945","5,236","4,380","6,788","3,177","6,513","6,264","3,872","7,119","7,279","2,264","13,210","5,095","8,161","9,010","7,829","21,637","5,242","34,420","7,672",,,
2020,5,0,"13,313",150,557,376,246,119,458,509,96,316,404,100,"1,368",208,480,473,433,"2,098",289,"4,266",367,,,
2020,5,10,"14,244",274,473,305,390,238,537,605,214,480,534,150,"1,407",303,510,729,519,"1,989",329,"3,649",609,,,
2020,5,20,"22,369",490,560,488,996,467,849,910,633,997,"1,030",413,"1,634",725,"1,223","1,337","1,042","2,866",730,"4,091",888,,,
2020,5,30,"23,568",429,740,710,876,313,847,832,628,851,931,279,"1,746",601,"1,093",996,985,"3,070",651,"6,292",698,,,
2020,5,40,"26,630",554,998,622,"1,028",443,997,952,571,930,"1,098",297,"2,349",690,"1,130","1,195","1,093","3,554",732,"6,316","1,081",,,
2020,5,50,"27,945",732,726,701,"1,361",574,"1,047","1,097",704,"1,311","1,237",387,"2,078","1,016","1,475","1,703","1,463","3,435","1,003","4,451","1,444",,,
2020,5,60,"23,187",665,624,657,"1,096",550,908,769,552,"1,174","1,137",351,"1,601",912,"1,318","1,452","1,299","2,825",825,"3,151","1,321",,,
2020,5,70,"13,048",458,392,369,591,343,607,403,340,768,651,203,776,477,690,807,739,"1,363",493,"1,671",907,,,
2020,5,80,"4,453",183,151,145,183,123,244,170,123,270,231,81,234,154,227,297,236,404,174,485,338,,,
2020,5,90,322,10,12,7,17,5,17,13,10,20,23,3,17,8,15,20,19,31,14,44,17,,,
2020,5,100,34,0,3,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,4,2,,,
2020,6,총,"168,940","3,943","5,175","4,383","6,762","3,163","6,489","6,251","3,834","7,094","7,269","2,245","13,150","5,083","8,159","8,960","7,773","21,564","5,466","34,427","7,750",,,
2020,6,0,"13,241",149,551,379,241,119,453,503,89,310,395,95,"1,358",198,474,464,426,"2,075",314,"4,281",367,,,
2020,6,10,"14,169",276,466,307,391,233,529,599,210,473,529,150,"1,403",301,502,719,507,"1,984",343,"3,645",602,,,
2020,6,20,"22,333",489,549,487,985,461,840,911,620,996,"1,038",409,"1,618",722,"1,235","1,331","1,032","2,857",761,"4,093",899,,,
2020,6,30,"23,532",431,740,710,873,314,834,821,619,852,923,278,"1,716",599,"1,102",983,973,"3,048",714,"6,284",718,,,
2020,6,40,"26,595",553,986,626,"1,020",438,"1,004",953,569,931,"1,094",293,"2,353",689,"1,121","1,192","1,086","3,540",758,"6,308","1,081",,,
2020,6,50,"27,858",727,720,696,"1,356",572,"1,052","1,100",698,"1,300","1,221",388,"2,061","1,012","1,473","1,687","1,454","3,419","1,031","4,434","1,457",,,
2020,6,60,"23,293",664,608,649,"1,100",554,904,777,552,"1,180","1,152",344,"1,607",915,"1,316","1,454","1,305","2,830",857,"3,177","1,348",,,
2020,6,70,"13,091",458,387,376,591,343,605,398,344,761,659,204,785,483,691,815,731,"1,378",498,"1,665",919,,,
2020,6,80,"4,478",185,153,147,184,122,249,174,122,271,232,81,233,154,230,294,239,402,174,493,339,,,
2020,6,90,316,11,12,6,17,5,17,11,10,18,23,3,16,9,15,20,19,29,14,43,18,,,
2020,6,100,34,0,3,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,4,2,,,
2020,7,총,"168,899","3,898","5,138","4,402","6,766","3,149","6,469","6,236","3,810","7,065","7,235","2,242","10,783","7,503","8,039","8,941","7,745","21,550","5,659",0,"7,800","10,474","14,698","9,297"
2020,7,0,"13,175",151,549,378,235,116,449,491,92,308,390,94,"1,180",366,466,456,420,"2,074",323,0,368,"1,283","1,395","1,591"
2020,7,10,"14,135",263,454,304,396,234,520,596,211,467,532,147,"1,185",515,493,716,510,"1,977",364,0,597,"1,354","1,570",730
2020,7,20,"22,374",494,556,497,997,459,835,914,608,997,"1,024",405,"1,263","1,094","1,211","1,329","1,024","2,842",792,0,914,"1,129","2,063",927
2020,7,30,"23,435",417,736,702,876,314,840,817,617,842,899,280,"1,410",907,"1,093",968,957,"3,022",768,0,717,"1,593","2,215","2,445"
2020,7,40,"26,609",551,973,631,"1,012",433,"1,001",950,573,918,"1,093",296,"2,025","1,011","1,100","1,194","1,090","3,558",780,0,"1,090","2,054","2,470","1,806"
2020,7,50,"27,824",717,721,703,"1,350",568,"1,051","1,097",689,"1,291","1,222",383,"1,645","1,443","1,448","1,673","1,437","3,416","1,064",0,"1,466","1,439","2,236",765
2020,7,60,"23,343",656,597,650,"1,096",552,903,779,544,"1,185","1,146",347,"1,250","1,293","1,304","1,472","1,307","2,837",874,0,"1,364",876,"1,637",674
2020,7,70,"13,158",452,385,383,602,344,602,404,344,760,670,205,621,661,683,818,737,"1,384",500,0,928,542,844,289
2020,7,80,"4,504",187,152,148,181,122,249,173,121,277,234,82,190,200,227,294,245,409,178,0,336,190,245,64
2020,7,90,306,10,11,6,17,5,17,11,10,18,22,3,14,12,14,20,17,29,14,0,17,14,19,6
2020,7,100,36,0,4,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,0,3,0,4,0
2020,8,총,"169,224","3,893","5,124","4,375","6,735","3,159","6,458","6,246","3,777","7,048","7,182","2,236","10,749","7,501","8,035","8,909","7,743","21,540","5,720",,"8,316","10,454","14,701","9,323"
2020,8,0,"13,175",154,544,376,225,115,444,488,90,308,382,93,"1,172",359,466,446,410,"2,075",330,,449,"1,275","1,381","1,593"
2020,8,10,"14,138",263,457,304,390,235,516,601,208,459,534,144,"1,177",514,492,715,513,"1,964",366,,628,"1,355","1,568",735
2020,8,20,"22,382",497,551,491,983,464,838,908,603,"1,004","1,014",402,"1,260","1,098","1,200","1,324","1,022","2,842",802,,970,"1,122","2,067",920
2020,8,30,"23,507",412,725,693,877,316,844,813,607,831,895,281,"1,400",918,"1,096",961,952,"3,008",782,,848,"1,580","2,221","2,447"
2020,8,40,"26,653",550,985,626,"1,007",435,990,956,566,912,"1,083",302,"2,014",999,"1,106","1,187","1,088","3,545",792,,"1,172","2,046","2,467","1,825"
2020,8,50,"27,818",716,715,701,"1,342",559,"1,051","1,104",687,"1,292","1,208",373,"1,631","1,440","1,433","1,662","1,431","3,428","1,063",,"1,531","1,452","2,238",761
2020,8,60,"23,500",654,595,645,"1,106",563,903,777,540,"1,189","1,138",351,"1,266","1,298","1,312","1,481","1,316","2,853",890,,"1,423",868,"1,651",681
2020,8,70,"13,167",446,387,382,594,342,604,409,345,751,666,204,623,667,690,816,746,"1,379",495,,935,551,843,292
2020,8,80,"4,537",190,150,151,190,123,247,175,120,281,236,83,191,195,227,296,247,414,185,,341,191,241,63
2020,8,90,311,11,11,6,17,5,19,11,10,19,23,3,15,12,13,20,17,30,13,,16,14,20,6
2020,8,100,36,0,4,0,4,2,2,4,1,2,3,0,0,1,0,1,1,2,2,,3,0,4,0
2020,9,총,"169,170","3,879","5,116","4,349","6,697","3,147","6,429","6,229","3,763","7,032","7,088","2,229","10,754","7,483","8,022","8,871","7,720","21,525","5,745",,"8,655","10,425","14,677","9,335"
2020,9,0,"13,103",151,544,373,225,113,436,475,86,303,376,93,"1,170",356,466,439,401,"2,056",334,,487,"1,260","1,366","1,593"
2020,9,10,"14,096",258,454,307,390,234,511,602,208,455,519,143,"1,183",508,490,693,514,"1,953",370,,659,"1,348","1,554",743
2020,9,20,"22,409",505,545,485,976,461,842,911,599,"1,008",997,403,"1,249","1,100","1,205","1,324","1,012","2,858",800,,"1,014","1,133","2,063",919
2020,9,30,"23,435",412,727,688,861,314,829,802,606,828,885,275,"1,390",912,"1,081",962,953,"2,999",789,,932,"1,549","2,214","2,427"
2020,9,40,"26,649",539,974,624,"1,003",432,985,959,561,899,"1,071",297,"2,017",998,"1,106","1,186","1,085","3,536",789,,"1,219","2,055","2,471","1,843"
2020,9,50,"27,779",715,722,695,"1,336",561,"1,045","1,093",682,"1,286","1,192",375,"1,642","1,429","1,430","1,640","1,424","3,426","1,069",,"1,576","1,445","2,234",762
2020,9,60,"23,623",655,594,640,"1,103",562,912,787,549,"1,196","1,128",352,"1,272","1,304","1,312","1,484","1,324","2,865",899,,"1,452",879,"1,669",685
2020,9,70,"13,164",444,388,380,591,344,599,410,340,754,658,205,624,671,685,820,746,"1,380",494,,949,552,837,293
2020,9,80,"4,562",189,152,151,191,119,249,175,121,284,234,83,191,191,232,303,244,422,186,,346,190,245,64
2020,9,90,315,11,12,6,17,5,19,11,10,17,25,3,16,13,15,20,16,28,13,,18,14,20,6
2020,9,100,35,0,4,0,4,2,2,4,1,2,3,0,0,1,0,0,1,2,2,,3,0,4,0
2020,10,총,"168,793","3,850","5,087","4,384","6,635","3,149","6,393","6,211","3,758","7,014","6,953","2,223","10,721","7,472","7,998","8,872","7,680","21,470","5,770",,"8,741","10,416","14,661","9,335"
2020,10,0,"13,001",150,540,386,220,114,425,471,87,306,363,92,"1,159",352,459,440,394,"2,028",335,,492,"1,251","1,349","1,588"
2020,10,10,"14,002",255,454,304,386,229,512,592,208,451,509,144,"1,178",500,481,687,507,"1,944",367,,672,"1,345","1,543",734
2020,10,20,"22,392",500,539,493,963,461,846,907,596,990,981,405,"1,239","1,107","1,201","1,318","1,013","2,860",814,,"1,022","1,127","2,071",939
2020,10,30,"23,279",400,717,689,844,316,816,798,608,835,858,272,"1,381",906,"1,084",963,936,"2,984",786,,943,"1,540","2,205","2,398"
2020,10,40,"26,571",537,966,638,998,433,984,956,553,894,"1,051",288,"2,010",987,"1,090","1,182","1,074","3,527",791,,"1,237","2,054","2,462","1,859"
2020,10,50,"27,718",704,714,692,"1,319",560,"1,038","1,096",686,"1,283","1,167",374,"1,634","1,425","1,434","1,637","1,422","3,411","1,071",,"1,587","1,457","2,242",765
2020,10,60,"23,729",662,595,642,"1,104",565,911,792,551,"1,192","1,119",358,"1,287","1,317","1,310","1,498","1,332","2,885",905,,"1,461",879,"1,677",687
2020,10,70,"13,152",445,390,382,584,343,587,407,336,757,644,204,625,672,691,826,746,"1,378",497,,950,557,837,294
2020,10,80,"4,600",186,155,152,196,121,254,177,125,288,233,83,193,191,234,301,240,423,189,,353,192,249,65
2020,10,90,314,11,13,6,17,5,18,11,7,16,25,3,15,14,14,20,15,28,13,,21,14,22,6
2020,10,100,35,0,4,0,4,2,2,4,1,2,3,0,0,1,0,0,1,2,2,,3,0,4,0
2020,11,총,"168,712","3,843","5,083","4,696","6,606","3,153","6,369","6,163","3,751","7,015","6,848","2,223","10,715","7,442","7,980","8,831","7,680","21,435","5,742",,"8,781","10,395","14,646","9,315"
2020,11,0,"12,940",151,544,441,215,116,408,463,84,308,348,90,"1,147",336,445,439,392,"2,022",329,,502,"1,247","1,337","1,576"
2020,11,10,"13,992",250,447,323,383,226,512,592,209,457,509,146,"1,180",499,484,676,508,"1,943",359,,669,"1,338","1,537",745
2020,11,20,"22,367",503,532,533,978,458,837,904,590,992,961,406,"1,240","1,102","1,194","1,305","1,016","2,855",814,,"1,021","1,118","2,074",934
2020,11,30,"23,207",400,714,786,836,312,824,772,600,827,852,273,"1,376",898,"1,074",957,938,"2,955",785,,948,"1,529","2,187","2,364"
2020,11,40,"26,568",535,963,676,975,440,986,948,562,895,"1,042",290,"2,004",981,"1,102","1,171","1,066","3,515",780,,"1,236","2,060","2,476","1,865"
2020,11,50,"27,699",705,715,735,"1,316",562,"1,038","1,088",686,"1,276","1,144",367,"1,633","1,415","1,416","1,641","1,420","3,408","1,072",,"1,604","1,451","2,239",768
2020,11,60,"23,834",664,604,654,"1,108",566,909,797,553,"1,200","1,104",364,"1,296","1,329","1,328","1,490","1,332","2,902",904,,"1,469",882,"1,678",701
2020,11,70,"13,134",438,392,388,579,342,585,406,334,755,631,201,626,673,687,829,751,"1,380",495,,952,560,843,287
2020,11,80,"4,612",186,154,153,195,124,250,177,125,287,229,83,196,194,236,303,242,423,188,,354,196,248,69
2020,11,90,322,11,14,7,17,5,18,12,6,16,25,3,17,14,14,20,14,30,14,,22,14,23,6
2020,11,100,37,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,1,2,2,,4,0,4,0
2020,12,총,"168,443","3,827","5,047","4,840","6,582","3,142","6,321","6,159","3,757","7,022","6,761","2,222","10,682","7,424","7,998","8,816","7,640","21,336","5,734",,"8,820","10,391","14,592","9,330"
2020,12,0,"12,867",149,536,472,212,113,396,473,85,305,340,90,"1,143",337,442,434,383,"1,989",323,,507,"1,248","1,327","1,563"
2020,12,10,"13,930",243,446,340,383,224,500,587,203,449,495,146,"1,179",492,498,678,497,"1,941",357,,670,"1,330","1,527",745
2020,12,20,"22,307",494,526,546,984,459,827,889,594,"1,010",948,402,"1,236","1,084","1,180","1,305","1,025","2,831",814,,"1,031","1,114","2,064",944
2020,12,30,"23,113",404,702,830,826,311,810,769,612,825,848,276,"1,357",897,"1,081",955,912,"2,919",775,,962,"1,525","2,161","2,356"
2020,12,40,"26,487",532,958,688,975,440,975,952,560,891,"1,021",284,"2,007",978,"1,113","1,150","1,070","3,503",781,,"1,227","2,049","2,463","1,870"
2020,12,50,"27,676",710,712,742,"1,307",557,"1,042","1,084",679,"1,278","1,125",365,"1,621","1,409","1,419","1,639","1,420","3,395","1,071",,"1,613","1,462","2,248",778
2020,12,60,"23,884",653,602,663,"1,103",564,919,802,556,"1,203","1,097",371,"1,297","1,332","1,322","1,500","1,328","2,921",912,,"1,474",883,"1,682",700
2020,12,70,"13,163",442,395,399,577,340,586,406,335,752,627,200,631,678,690,825,747,"1,371",497,,956,569,844,296
2020,12,80,"4,652",189,152,154,192,127,248,180,125,289,232,85,194,202,239,309,244,430,187,,354,197,250,73
2020,12,90,327,11,14,6,19,5,16,13,6,18,25,3,17,14,14,21,13,34,15,,22,14,22,5
2020,12,100,37,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,1,2,2,,4,0,4,0
2021,1,총,"168,218","3,808","5,045","4,882","6,531","3,122","6,316","6,131","3,766","7,050","6,716","2,219","10,679","7,399","7,998","8,795","7,636","21,269","5,733",,"8,837","10,355","14,586","9,345"
2021,1,0,"12,752",147,530,481,209,107,397,470,82,310,332,84,"1,131",334,434,434,377,"1,968",315,,510,"1,231","1,311","1,558"
2021,1,10,"13,867",241,441,341,379,220,499,582,201,445,494,148,"1,176",480,496,665,500,"1,948",361,,660,"1,326","1,516",748
2021,1,20,"22,249",490,531,552,973,453,823,884,606,"1,019",947,398,"1,237","1,083","1,176","1,302","1,020","2,813",808,,"1,037","1,102","2,064",931
2021,1,30,"23,051",399,694,846,836,311,800,758,620,816,844,273,"1,351",885,"1,085",951,911,"2,894",777,,963,"1,516","2,151","2,370"
2021,1,40,"26,383",528,961,689,957,432,982,939,560,895,997,282,"2,010",982,"1,103","1,137","1,068","3,478",772,,"1,216","2,052","2,463","1,880"
2021,1,50,"27,636",701,707,747,"1,296",562,"1,033","1,086",667,"1,283","1,129",372,"1,619","1,408","1,409","1,633","1,422","3,383","1,072",,"1,616","1,447","2,260",784
2021,1,60,"24,041",665,615,669,"1,094",565,929,808,558,"1,210","1,093",370,"1,307","1,330","1,347","1,513","1,333","2,935",925,,"1,489",889,"1,701",696
2021,1,70,"13,166",433,394,398,574,338,579,402,338,759,623,202,633,675,687,828,745,"1,378",499,,959,579,842,301
2021,1,80,"4,699",193,154,153,190,126,255,185,126,293,228,87,198,208,248,310,244,434,187,,358,198,253,71
2021,1,90,335,11,14,6,19,6,17,13,6,18,26,3,17,13,13,22,14,36,15,,25,15,20,6
2021,1,100,39,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,2,2,2,,4,0,5,0
2021,2,총,"168,276","3,782","5,037","4,954","6,461","3,124","6,295","6,090","3,765","7,032","6,694","2,232","10,655","7,413","7,999","8,781","7,593","21,241","5,722",,"9,208","10,351","14,531","9,316"
2021,2,0,"12,732",146,529,502,205,108,391,460,80,303,322,87,"1,119",334,430,432,362,"1,969",314,,558,"1,228","1,297","1,556"
2021,2,10,"13,847",235,438,346,373,216,496,578,199,442,496,145,"1,166",487,498,658,498,"1,939",353,,692,"1,320","1,525",747
2021,2,20,"22,182",497,527,554,961,447,815,868,612,"1,025",945,403,"1,219","1,084","1,172","1,289","1,015","2,788",802,,"1,094","1,095","2,054",916
2021,2,30,"22,970",390,685,852,833,312,790,751,618,804,835,278,"1,354",881,"1,077",941,902,"2,879",758,,"1,054","1,498","2,122","2,356"
2021,2,40,"26,381",517,958,713,940,433,978,923,569,886,984,277,"2,018",981,"1,104","1,139","1,050","3,482",771,,"1,276","2,059","2,456","1,867"
2021,2,50,"27,672",697,711,754,"1,280",563,"1,037","1,089",661,"1,277","1,132",374,"1,614","1,408","1,413","1,633","1,422","3,376","1,079",,"1,654","1,456","2,249",793
2021,2,60,"24,173",666,619,673,"1,093",570,932,811,556,"1,222","1,097",374,"1,317","1,338","1,353","1,517","1,333","2,952",938,,"1,519",893,"1,698",702
2021,2,70,"13,180",430,397,397,559,337,579,405,335,752,624,203,633,675,688,833,750,"1,382",500,,970,584,845,302
2021,2,80,"4,761",193,155,156,193,129,257,187,127,299,231,87,199,210,250,317,246,438,190,,362,204,260,71
2021,2,90,339,11,14,7,20,7,18,14,6,20,25,4,16,14,14,22,13,34,15,,25,14,20,6
2021,2,100,39,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,2,2,2,,4,0,5,0
2021,3,총,"168,722","3,752","5,043","4,942","6,316","3,095","6,270","6,098","3,747","7,008","6,678","2,218","10,617","7,357","7,989","8,744","7,568","21,207","5,701",,"10,184","10,340","14,544","9,304"
2021,3,0,"12,708",147,519,498,203,106,392,464,83,296,322,85,"1,112",329,428,424,361,"1,943",311,,625,"1,222","1,286","1,552"
2021,3,10,"13,876",233,447,351,367,210,487,583,196,441,500,138,"1,158",478,493,663,494,"1,947",352,,748,"1,317","1,523",750
2021,3,20,"22,224",488,532,551,937,451,813,860,608,"1,015",931,404,"1,217","1,092","1,168","1,267","1,016","2,764",798,,"1,250","1,104","2,049",909
2021,3,30,"23,102",392,681,844,815,305,785,749,617,799,831,271,"1,355",856,"1,080",923,889,"2,887",747,,"1,311","1,489","2,135","2,341"
2021,3,40,"26,311",506,951,711,908,420,970,926,561,882,986,266,"2,002",971,"1,089","1,139","1,047","3,439",766,,"1,407","2,054","2,447","1,863"
2021,3,50,"27,734",695,717,747,"1,249",557,"1,031","1,086",656,"1,271","1,125",377,"1,611","1,396","1,409","1,626","1,410","3,398","1,076",,"1,786","1,462","2,252",797
2021,3,60,"24,356",660,623,677,"1,076",564,928,813,560,"1,231","1,107",383,"1,312","1,342","1,359","1,521","1,331","2,951",944,,"1,653",890,"1,715",716
2021,3,70,"13,232",427,399,399,553,339,585,410,332,739,620,203,633,670,697,840,760,"1,389",496,,"1,007",585,851,298
2021,3,80,"4,814",195,157,157,188,134,260,188,126,310,230,87,202,209,252,322,245,455,194,,366,203,262,72
2021,3,90,338,9,13,7,19,7,18,15,6,21,26,4,15,14,14,19,14,33,15,,27,14,22,6
2021,3,100,27,0,4,0,1,2,1,4,2,3,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021,4,총,"168,584","3,732","5,022","4,928","6,140","3,094","6,238","6,065","3,730","7,005","6,641","2,201","10,624","7,322","7,973","8,740","7,673","21,171","5,679",,"10,492","10,309","14,538","9,267"
2021,4,0,"12,615",144,514,494,199,107,389,465,77,294,321,84,"1,099",326,426,416,374,"1,919",312,,631,"1,205","1,275","1,544"
2021,4,10,"13,833",226,443,345,353,216,481,579,199,441,506,134,"1,164",464,487,665,494,"1,953",351,,750,"1,317","1,513",752
2021,4,20,"22,191",485,528,553,916,440,805,841,608,"1,011",913,404,"1,227","1,084","1,170","1,270","1,040","2,753",786,,"1,310","1,105","2,050",892
2021,4,30,"23,069",395,684,840,783,305,776,754,621,787,826,268,"1,357",856,"1,067",901,899,"2,888",748,,"1,391","1,474","2,133","2,316"
2021,4,40,"26,279",506,936,707,893,422,968,922,556,889,981,262,"1,996",956,"1,080","1,147","1,056","3,440",763,,"1,448","2,040","2,441","1,870"
2021,4,50,"27,692",686,726,743,"1,210",558,"1,026","1,079",640,"1,264","1,110",379,"1,609","1,390","1,413","1,617","1,441","3,384","1,057",,"1,837","1,467","2,258",798
2021,4,60,"24,447",663,617,684,"1,039",564,925,815,566,"1,242","1,113",377,"1,317","1,348","1,361","1,530","1,337","2,946",957,,"1,706",897,"1,725",718
2021,4,70,"13,246",424,399,395,544,338,587,407,330,742,614,202,631,672,701,845,770,"1,398",492,,"1,015",585,855,300
2021,4,80,"4,849",193,158,160,183,135,261,186,126,310,231,86,209,212,253,331,247,457,197,,374,205,264,71
2021,4,90,336,10,13,7,19,7,19,13,6,21,26,5,15,14,15,18,14,32,14,,26,14,22,6
2021,4,100,27,0,4,0,1,2,1,4,1,4,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021,5,총,"168,209","3,724","5,007","4,913","6,004","3,072","6,232","6,056","3,699","6,980","6,566","2,172","10,585","7,296","7,944","8,712","7,741","21,165","5,649",,"10,587","10,312","14,520","9,273"
2021,5,0,"12,517",147,507,493,185,103,390,467,76,287,319,84,"1,086",320,426,409,373,"1,906",311,,633,"1,194","1,266","1,535"
2021,5,10,"13,839",228,445,341,348,214,478,581,194,439,496,123,"1,172",467,481,651,500,"1,956",351,,765,"1,322","1,520",767
2021,5,20,"22,047",476,527,547,890,435,808,838,607,"1,004",901,398,"1,209","1,072","1,162","1,268","1,043","2,739",775,,"1,322","1,107","2,039",880
2021,5,30,"23,008",391,678,834,785,301,762,753,612,782,817,266,"1,338",852,"1,057",893,931,"2,889",736,,"1,407","1,467","2,149","2,308"
2021,5,40,"26,163",511,922,704,871,418,966,915,543,882,977,251,"1,997",944,"1,082","1,138","1,061","3,429",768,,"1,464","2,026","2,411","1,883"
2021,5,50,"27,634",675,734,739,"1,180",559,"1,030","1,080",642,"1,260","1,093",381,"1,603","1,379","1,398","1,613","1,451","3,386","1,048",,"1,845","1,480","2,257",801
2021,5,60,"24,503",666,619,690,"1,013",565,924,813,560,"1,243","1,104",380,"1,319","1,364","1,368","1,535","1,339","2,957",960,,"1,729",905,"1,735",715
2021,5,70,"13,245",422,400,397,531,331,587,406,334,744,605,198,634,669,698,850,780,"1,407",488,,"1,018",588,854,304
2021,5,80,"4,892",198,157,160,182,137,267,186,125,314,231,86,212,215,256,336,249,462,196,,375,209,265,74
2021,5,90,334,10,14,8,18,7,19,13,5,21,23,5,15,14,16,19,13,33,14,,25,14,22,6
2021,5,100,27,0,4,0,1,2,1,4,1,4,0,0,0,0,0,0,1,1,2,,4,0,2,0
2021,6,총,"167,668","3,723","4,976","4,886","5,956","3,048","6,201","5,992","3,689","6,931","6,530","2,172","10,574","7,277","7,928","8,705","7,718","21,093","5,618",,"10,616","10,302","14,493","9,240"
2021,6,0,"12,437",146,500,496,186,101,386,473,78,288,316,80,"1,078",318,416,407,375,"1,885",307,,631,"1,189","1,258","1,523"
2021,6,10,"13,813",223,451,338,334,214,473,582,193,438,497,126,"1,173",469,477,654,504,"1,946",349,,765,"1,327","1,515",765
