년도,월,나이,경기도 의정부시,경기도 의정부시 의정부1동,경기도 의정부시 의정부2동,경기도 의정부시 의정부3동,경기도 의정부시 호원1동,경기도 의정부시 호원2동,경기도 의정부시 장암동,경기도 의정부시 신곡1동,경기도 의정부시 신곡2동,경기도 의정부시 송산1동,경기도 의정부시 송산2동,경기도 의정부시 송산3동,경기도 의정부시 자금동,경기도 의정부시 가능동,경기도 의정부시 흥선동,경기도 의정부시 녹양동
2020,3,70,"17,112","1,254","1,196",,"1,846","1,690",968,"1,606","1,516","1,088","1,096",881,"1,060","1,184",888,839
2020,3,80,"8,397",633,521,,691,732,497,826,824,687,558,446,584,514,446,438
2020,3,90,"1,336",114,78,,94,91,91,114,143,126,96,65,87,89,68,80
2020,3,100,161,47,7,,14,7,9,9,5,9,2,1,8,9,32,2
2020,4,총,"230,457","15,240","16,026",,"18,603","18,347","10,821","22,760","22,859","16,605","17,360","23,557","14,147","13,244","9,596","11,292"
2020,4,0,"16,868",545,907,,"1,190","1,287",789,"1,389","1,516","1,255","1,444","3,383","1,043",760,565,795
2020,4,10,"20,945",831,"1,058",,"1,403","1,776","1,023","2,148","2,430","1,511","2,206","2,481","1,263","1,022",774,"1,019"
2020,4,20,"30,959","3,066","2,652",,"2,412","2,258","1,205","3,016","3,189","2,126","2,197","2,573","1,840","1,740","1,178","1,507"
2020,4,30,"29,299","2,060","2,274",,"2,360","2,139","1,220","2,666","2,342","2,035","2,032","4,519","1,650","1,581","1,031","1,390"
2020,4,40,"37,300","1,950","2,465",,"2,821","2,970","1,755","3,718","3,803","2,723","3,439","4,313","2,260","1,920","1,371","1,792"
2020,4,50,"40,136","2,623","2,850",,"3,020","3,070","1,819","4,422","4,408","2,987","2,800","3,034","2,667","2,619","1,785","2,032"
2020,4,60,"27,847","2,106","2,012",,"2,745","2,316","1,432","2,845","2,676","2,030","1,487","1,851","1,688","1,809","1,462","1,388"
2020,4,70,"17,158","1,268","1,202",,"1,853","1,693",972,"1,604","1,520","1,097","1,100",887,"1,061","1,182",878,841
2020,4,80,"8,436",629,520,,689,741,506,828,826,705,555,449,581,513,447,447
2020,4,90,"1,349",115,79,,96,90,91,116,144,127,98,66,86,89,73,79
2020,4,100,160,47,7,,14,7,9,8,5,9,2,1,8,9,32,2
2020,5,총,"230,759","15,299","15,990",,"18,602","18,302","10,869","22,728","22,819","16,976","17,333","23,671","14,126","13,218","9,551","11,275"
2020,5,0,"16,866",543,898,,"1,186","1,281",796,"1,372","1,505","1,307","1,446","3,384","1,039",761,564,784
2020,5,10,"20,866",827,"1,051",,"1,404","1,752","1,031","2,130","2,407","1,537","2,187","2,498","1,258","1,008",766,"1,010"
2020,5,20,"30,999","3,102","2,661",,"2,410","2,241","1,200","3,029","3,187","2,171","2,192","2,578","1,822","1,742","1,160","1,504"
2020,5,30,"29,294","2,079","2,264",,"2,331","2,125","1,221","2,658","2,331","2,095","2,022","4,540","1,647","1,575","1,021","1,385"
2020,5,40,"37,271","1,951","2,438",,"2,835","2,962","1,763","3,684","3,782","2,787","3,422","4,334","2,253","1,918","1,359","1,783"
2020,5,50,"40,254","2,618","2,838",,"3,025","3,075","1,832","4,430","4,409","3,057","2,812","3,056","2,677","2,611","1,789","2,025"
2020,5,60,"27,992","2,119","2,027",,"2,742","2,332","1,444","2,852","2,690","2,061","1,495","1,870","1,688","1,805","1,459","1,408"
2020,5,70,"17,202","1,271","1,209",,"1,862","1,688",979,"1,611","1,517","1,104","1,104",896,"1,058","1,176",882,845
2020,5,80,"8,490",629,518,,698,748,499,833,840,717,552,446,591,524,445,450
2020,5,90,"1,361",113,79,,95,90,95,121,146,131,99,68,85,86,74,79
2020,5,100,164,47,7,,14,8,9,8,5,9,2,1,8,12,32,2
2020,6,총,"231,104","15,380","15,960",,"18,610","18,319","10,898","22,724","22,805","17,334","17,310","23,690","14,092","13,201","9,526","11,255"
2020,6,0,"16,842",549,892,,"1,174","1,271",806,"1,370","1,493","1,353","1,435","3,370","1,032",763,555,779
2020,6,10,"20,828",831,"1,037",,"1,412","1,739","1,033","2,124","2,399","1,545","2,173","2,522","1,243",992,772,"1,006"
2020,6,20,"31,046","3,119","2,674",,"2,410","2,256","1,193","3,015","3,178","2,247","2,192","2,556","1,811","1,742","1,154","1,499"
2020,6,30,"29,306","2,097","2,259",,"2,321","2,123","1,220","2,647","2,325","2,177","1,996","4,534","1,652","1,569","1,016","1,370"
2020,6,40,"37,274","1,971","2,428",,"2,834","2,946","1,769","3,672","3,781","2,837","3,410","4,350","2,245","1,902","1,358","1,771"
2020,6,50,"40,261","2,610","2,823",,"3,027","3,087","1,837","4,425","4,404","3,091","2,819","3,065","2,667","2,609","1,775","2,022"
2020,6,60,"28,217","2,136","2,035",,"2,753","2,345","1,455","2,880","2,714","2,114","1,515","1,872","1,694","1,816","1,467","1,421"
2020,6,70,"17,257","1,277","1,208",,"1,864","1,697",983,"1,627","1,521","1,106","1,109",900,"1,057","1,183",879,846
2020,6,80,"8,539",630,521,,705,755,495,836,836,728,557,450,599,527,443,457
2020,6,90,"1,369",113,76,,96,92,98,120,149,127,102,70,84,86,74,82
2020,6,100,165,47,7,,14,8,9,8,5,9,2,1,8,12,33,2
2020,7,총,"231,192","15,393","15,910",,"18,584","18,289","10,901","22,669","22,783","17,708","17,257","23,781","14,040","13,160","9,512","11,205"
2020,7,0,"16,714",547,885,,"1,156","1,253",801,"1,364","1,471","1,367","1,418","3,364","1,024",754,544,766
2020,7,10,"20,767",819,"1,026",,"1,401","1,739","1,033","2,090","2,403","1,534","2,176","2,546","1,231",990,767,"1,012"
2020,7,20,"31,111","3,177","2,668",,"2,404","2,249","1,190","3,016","3,180","2,324","2,166","2,576","1,798","1,729","1,165","1,469"
2020,7,30,"29,213","2,101","2,248",,"2,330","2,112","1,216","2,631","2,294","2,223","1,997","4,512","1,638","1,563",995,"1,353"
2020,7,40,"37,214","1,969","2,423",,"2,811","2,941","1,767","3,652","3,777","2,872","3,379","4,371","2,225","1,890","1,362","1,775"
2020,7,50,"40,365","2,584","2,822",,"3,038","3,067","1,836","4,436","4,386","3,190","2,836","3,099","2,664","2,612","1,775","2,020"
2020,7,60,"28,385","2,134","2,027",,"2,770","2,360","1,463","2,891","2,752","2,174","1,509","1,877","1,708","1,820","1,475","1,425"
2020,7,70,"17,290","1,270","1,199",,"1,859","1,705",984,"1,629","1,533","1,138","1,118",908,"1,055","1,172",875,845
2020,7,80,"8,593",633,528,,705,761,502,833,830,750,555,458,606,535,444,453
2020,7,90,"1,372",111,77,,96,93,100,119,152,127,101,69,82,83,77,85
2020,7,100,168,48,7,,14,9,9,8,5,9,2,1,9,12,33,2
2020,8,총,"231,675","15,390","15,867",,"18,531","18,247","10,871","22,548","23,165","18,391","17,150","23,753","13,970","13,149","9,475","11,168"
2020,8,0,"16,678",532,882,,"1,123","1,236",798,"1,351","1,513","1,436","1,408","3,334","1,011",760,534,760
2020,8,10,"20,706",817,"1,018",,"1,396","1,729","1,024","2,066","2,419","1,569","2,145","2,548","1,222",987,764,"1,002"
2020,8,20,"31,218","3,210","2,652",,"2,405","2,254","1,198","2,990","3,215","2,451","2,155","2,576","1,787","1,711","1,161","1,453"
2020,8,30,"29,233","2,091","2,233",,"2,304","2,098","1,208","2,607","2,389","2,347","1,961","4,476","1,626","1,569",982,"1,342"
2020,8,40,"37,172","1,968","2,416",,"2,808","2,926","1,754","3,592","3,824","2,944","3,343","4,399","2,195","1,896","1,347","1,760"
2020,8,50,"40,498","2,567","2,807",,"3,027","3,061","1,834","4,431","4,465","3,298","2,846","3,101","2,669","2,593","1,774","2,025"
2020,8,60,"28,615","2,137","2,041",,"2,774","2,372","1,467","2,913","2,797","2,266","1,507","1,877","1,715","1,829","1,481","1,439"
2020,8,70,"17,348","1,270","1,194",,"1,871","1,696",982,"1,631","1,546","1,177","1,120",911,"1,051","1,171",877,851
2020,8,80,"8,645",636,536,,711,772,497,833,837,768,560,463,603,539,443,447
2020,8,90,"1,394",114,81,,98,94,100,126,155,126,103,67,82,82,80,86
2020,8,100,168,48,7,,14,9,9,8,5,9,2,1,9,12,32,3
2020,9,총,"232,558","15,399","15,785",,"18,527","18,180","10,849","22,464","24,124","18,747","17,117","23,777","13,903","13,098","9,467","11,121"
2020,9,0,"16,685",530,868,,"1,118","1,213",795,"1,341","1,624","1,467","1,401","3,314",985,751,528,750
2020,9,10,"20,703",807,"1,006",,"1,397","1,723","1,029","2,044","2,472","1,585","2,135","2,555","1,210",979,773,988
2020,9,20,"31,401","3,252","2,642",,"2,398","2,260","1,194","2,975","3,341","2,515","2,152","2,582","1,786","1,713","1,157","1,434"
2020,9,30,"29,309","2,084","2,226",,"2,297","2,060","1,206","2,582","2,568","2,410","1,949","4,466","1,614","1,545",974,"1,328"
2020,9,40,"37,199","1,948","2,380",,"2,787","2,916","1,749","3,569","3,981","3,001","3,335","4,395","2,167","1,878","1,342","1,751"
2020,9,50,"40,663","2,548","2,812",,"3,042","3,056","1,821","4,420","4,625","3,353","2,845","3,113","2,653","2,581","1,773","2,021"
2020,9,60,"28,905","2,153","2,031",,"2,780","2,374","1,473","2,930","2,932","2,316","1,518","1,893","1,725","1,846","1,483","1,451"
2020,9,70,"17,391","1,274","1,199",,"1,863","1,694",976,"1,635","1,564","1,184","1,115",921,"1,065","1,169",874,858
2020,9,80,"8,712",641,532,,731,776,500,830,855,777,562,470,604,538,447,449
2020,9,90,"1,419",114,81,,100,99,96,130,156,130,103,67,85,86,84,88
2020,9,100,171,48,8,,14,9,10,8,6,9,2,1,9,12,32,3
2020,10,총,"233,186","15,399","15,764",,"18,570","18,181","10,824","22,362","24,616","18,879","17,161","23,853","13,888","13,082","9,487","11,120"
2020,10,0,"16,671",528,862,,"1,117","1,206",786,"1,321","1,684","1,468","1,407","3,310",976,750,522,734
2020,10,10,"20,652",800,998,,"1,388","1,718","1,020","2,013","2,495","1,585","2,132","2,557","1,207",976,771,992
2020,10,20,"31,498","3,269","2,656",,"2,414","2,253","1,199","2,966","3,396","2,537","2,151","2,585","1,771","1,715","1,155","1,431"
2020,10,30,"29,358","2,101","2,209",,"2,282","2,056","1,192","2,549","2,682","2,441","1,945","4,459","1,605","1,538",985,"1,314"
2020,10,40,"37,246","1,938","2,367",,"2,792","2,909","1,754","3,535","4,051","3,008","3,349","4,418","2,168","1,873","1,325","1,759"
2020,10,50,"40,751","2,527","2,803",,"3,062","3,065","1,808","4,412","4,697","3,379","2,849","3,131","2,637","2,571","1,787","2,023"
2020,10,60,"29,173","2,163","2,049",,"2,795","2,390","1,472","2,942","2,985","2,355","1,536","1,922","1,755","1,853","1,501","1,455"
2020,10,70,"17,474","1,275","1,201",,"1,867","1,693",984,"1,647","1,594","1,182","1,122",932,"1,067","1,170",877,863
2020,10,80,"8,763",638,532,,737,781,505,836,862,789,561,473,609,536,447,457
2020,10,90,"1,425",111,80,,101,101,93,133,164,126,107,65,83,87,85,89
2020,10,100,175,49,7,,15,9,11,8,6,9,2,1,10,13,32,3
2020,11,총,"233,734","15,437","15,759",,"18,594","18,190","10,848","22,355","24,776","19,176","17,122","23,906","13,879","13,078","9,495","11,119"
2020,11,0,"16,610",523,855,,"1,110","1,205",780,"1,309","1,688","1,494","1,396","3,299",960,747,520,724
2020,11,10,"20,665",793,990,,"1,395","1,714","1,024","2,006","2,504","1,610","2,121","2,572","1,208",967,764,997
2020,11,20,"31,646","3,311","2,667",,"2,416","2,248","1,208","2,967","3,420","2,579","2,149","2,596","1,769","1,725","1,154","1,437"
2020,11,30,"29,353","2,105","2,215",,"2,280","2,045","1,182","2,546","2,708","2,492","1,931","4,420","1,594","1,541",991,"1,303"
2020,11,40,"37,286","1,927","2,354",,"2,795","2,908","1,751","3,523","4,051","3,064","3,327","4,471","2,169","1,860","1,319","1,767"
2020,11,50,"40,823","2,540","2,793",,"3,065","3,059","1,814","4,411","4,745","3,412","2,858","3,122","2,638","2,565","1,785","2,016"
2020,11,60,"29,421","2,165","2,067",,"2,799","2,411","1,490","2,964","3,026","2,401","1,547","1,944","1,766","1,867","1,514","1,460"
2020,11,70,"17,531","1,274","1,196",,"1,882","1,704",988,"1,656","1,597","1,193","1,127",936,"1,067","1,163",880,868
2020,11,80,"8,798",639,535,,736,785,507,835,869,795,558,481,607,544,449,458
2020,11,90,"1,423",111,80,,101,102,93,130,161,127,105,63,91,86,87,86
2020,11,100,178,49,7,,15,9,11,8,7,9,3,2,10,13,32,3
2020,12,총,"234,368","15,420","15,777",,"18,575","18,171","10,821","22,322","24,816","19,946","17,053","23,915","13,867","13,082","9,496","11,107"
2020,12,0,"16,634",516,857,,"1,101","1,202",766,"1,297","1,674","1,619","1,380","3,274",964,748,524,712
2020,12,10,"20,614",782,979,,"1,387","1,709","1,015","1,991","2,507","1,673","2,105","2,563","1,200",968,748,987
2020,12,20,"31,745","3,334","2,693",,"2,417","2,246","1,205","2,968","3,412","2,654","2,137","2,607","1,773","1,717","1,151","1,431"
2020,12,30,"29,453","2,102","2,204",,"2,258","2,023","1,174","2,532","2,717","2,657","1,935","4,395","1,595","1,538","1,019","1,304"
2020,12,40,"37,312","1,913","2,335",,"2,785","2,896","1,760","3,490","4,046","3,205","3,288","4,499","2,150","1,879","1,308","1,758"
2020,12,50,"40,878","2,522","2,788",,"3,074","3,056","1,806","4,429","4,750","3,518","2,852","3,122","2,638","2,539","1,773","2,011"
2020,12,60,"29,671","2,174","2,092",,"2,807","2,424","1,496","2,986","3,048","2,460","1,564","1,966","1,776","1,879","1,513","1,486"
2020,12,70,"17,561","1,271","1,202",,"1,886","1,709",989,"1,646","1,615","1,219","1,118",931,"1,059","1,163",886,867
2020,12,80,"8,880",644,535,,744,793,507,843,876,804,561,489,618,550,457,459
2020,12,90,"1,438",112,84,,101,104,92,131,164,127,110,67,84,88,85,89
2020,12,100,182,50,8,,15,9,11,9,7,10,3,2,10,13,32,3
2021,1,총,"234,768","15,523","15,811",,"18,578","18,149","10,814","22,304","24,800","20,290","17,042","23,942","13,853","13,061","9,511","11,090"
2021,1,0,"16,586",515,844,,"1,101","1,185",764,"1,295","1,653","1,670","1,361","3,257",961,743,531,706
2021,1,10,"20,562",787,976,,"1,376","1,694","1,020","1,962","2,488","1,707","2,092","2,586","1,188",957,743,986
2021,1,20,"31,837","3,362","2,712",,"2,440","2,248","1,201","2,978","3,410","2,696","2,147","2,602","1,760","1,708","1,143","1,430"
2021,1,30,"29,393","2,136","2,213",,"2,229","1,994","1,160","2,508","2,711","2,724","1,940","4,347","1,595","1,518","1,030","1,288"
2021,1,40,"37,299","1,929","2,322",,"2,770","2,899","1,752","3,458","4,041","3,269","3,257","4,521","2,136","1,892","1,301","1,752"
2021,1,50,"40,954","2,526","2,815",,"3,070","3,043","1,810","4,451","4,742","3,554","2,877","3,135","2,629","2,524","1,769","2,009"
2021,1,60,"29,955","2,185","2,091",,"2,836","2,457","1,499","3,016","3,088","2,488","1,574","1,995","1,795","1,904","1,528","1,499"
2021,1,70,"17,610","1,269","1,206",,"1,893","1,716",994,"1,647","1,615","1,230","1,115",939,"1,070","1,157",891,868
2021,1,80,"8,932",651,539,,748,798,510,849,879,809,565,486,624,556,460,458
2021,1,90,"1,456",112,85,,100,107,93,131,165,133,111,71,85,89,83,91
2021,1,100,184,51,8,,15,8,11,9,8,10,3,3,10,13,32,3
2021,2,총,"234,894","15,698","15,816",,"18,635","18,115","10,787","22,239","24,803","20,363","17,027","23,945","13,866","13,063","9,471","11,066"
2021,2,0,"16,502",528,844,,"1,094","1,173",746,"1,282","1,653","1,678","1,351","3,224",966,740,523,700
2021,2,10,"20,466",797,979,,"1,375","1,686","1,008","1,940","2,460","1,716","2,076","2,582","1,179",957,735,976
2021,2,20,"31,992","3,471","2,729",,"2,458","2,240","1,216","2,960","3,424","2,693","2,148","2,617","1,775","1,713","1,128","1,420"
2021,2,30,"29,267","2,143","2,197",,"2,225","1,976","1,148","2,488","2,718","2,731","1,913","4,316","1,586","1,514","1,025","1,287"
2021,2,40,"37,216","1,947","2,326",,"2,777","2,893","1,744","3,446","4,008","3,261","3,254","4,525","2,124","1,891","1,286","1,734"
2021,2,50,"41,014","2,515","2,784",,"3,084","3,059","1,810","4,438","4,754","3,584","2,907","3,155","2,628","2,513","1,769","2,014"
2021,2,60,"30,174","2,204","2,108",,"2,861","2,456","1,493","3,045","3,114","2,508","1,579","2,022","1,822","1,919","1,537","1,506"
2021,2,70,"17,585","1,273","1,204",,"1,891","1,706",990,"1,640","1,619","1,231","1,112",937,"1,068","1,157",884,873
2021,2,80,"9,014",653,551,,753,809,524,859,878,815,572,492,625,557,468,458
2021,2,90,"1,480",116,86,,102,109,97,132,167,136,112,72,83,89,84,95
2021,2,100,184,51,8,,15,8,11,9,8,10,3,3,10,13,32,3
2021,3,총,"233,952","15,787","15,795",,"18,553","18,034","10,740","22,126","24,738","20,275","16,995","23,993","13,790","12,967","9,185","10,974"
2021,3,0,"16,433",528,843,,"1,092","1,165",741,"1,278","1,632","1,684","1,342","3,211",968,732,522,695
2021,3,10,"20,369",801,969,,"1,370","1,683",997,"1,921","2,448","1,707","2,065","2,595","1,166",946,735,966
2021,3,20,"32,042","3,512","2,762",,"2,454","2,214","1,211","2,956","3,419","2,683","2,154","2,609","1,806","1,718","1,133","1,411"
2021,3,30,"29,197","2,173","2,196",,"2,215","1,974","1,131","2,462","2,703","2,740","1,916","4,319","1,586","1,504","1,019","1,259"
2021,3,40,"36,949","1,940","2,301",,"2,751","2,873","1,739","3,404","3,965","3,260","3,229","4,534","2,099","1,870","1,253","1,731"
2021,3,50,"40,846","2,514","2,767",,"3,058","3,052","1,801","4,433","4,736","3,580","2,917","3,170","2,616","2,490","1,726","1,986"
2021,3,60,"30,113","2,224","2,128",,"2,871","2,463","1,493","3,048","3,155","2,457","1,591","2,037","1,792","1,918","1,429","1,507"
2021,3,70,"17,423","1,278","1,193",,"1,884","1,691",993,"1,616","1,623","1,212","1,099",947,"1,056","1,131",833,867
2021,3,80,"9,020",650,551,,757,815,526,870,888,810,570,497,613,562,454,457
2021,3,90,"1,460",117,83,,100,100,100,134,165,137,110,72,84,92,73,93
2021,3,100,100,50,2,,1,4,8,4,4,5,2,2,4,4,8,2
2021,4,총,"233,965","15,867","15,799",,"18,540","17,999","10,710","22,097","24,691","20,325","16,978","24,069","13,806","12,975","9,140","10,969"
2021,4,0,"16,347",523,835,,"1,081","1,154",726,"1,278","1,635","1,687","1,333","3,203",959,731,517,685
2021,4,10,"20,305",814,964,,"1,374","1,673",996,"1,906","2,420","1,715","2,054","2,600","1,161",945,724,959
2021,4,20,"32,021","3,531","2,770",,"2,448","2,212","1,208","2,937","3,413","2,674","2,155","2,619","1,811","1,712","1,129","1,402"
2021,4,30,"29,160","2,196","2,177",,"2,218","1,954","1,117","2,463","2,698","2,759","1,905","4,300","1,588","1,512","1,015","1,258"
2021,4,40,"36,916","1,946","2,309",,"2,740","2,875","1,725","3,392","3,951","3,250","3,227","4,568","2,106","1,872","1,236","1,719"
2021,4,50,"40,799","2,511","2,772",,"3,046","3,038","1,801","4,426","4,719","3,579","2,924","3,175","2,609","2,485","1,724","1,990"
2021,4,60,"30,341","2,243","2,135",,"2,886","2,471","1,504","3,072","3,176","2,486","1,600","2,071","1,813","1,918","1,431","1,535"
2021,4,70,"17,428","1,282","1,195",,"1,880","1,698",993,"1,613","1,619","1,218","1,088",951,"1,056","1,134",835,866
2021,4,80,"9,081",654,559,,767,819,532,867,888,812,580,504,614,571,450,464
2021,4,90,"1,466",117,81,,99,101,100,138,168,140,110,76,85,91,71,89
2021,4,100,101,50,2,,1,4,8,5,4,5,2,2,4,4,8,2
2021,5,총,"233,850","15,731","15,735",,"18,527","17,998","10,673","22,099","24,710","20,381","16,986","24,096","13,787","13,018","9,139","10,970"
2021,5,0,"16,276",528,826,,"1,068","1,149",721,"1,278","1,648","1,689","1,321","3,180",954,726,509,679
2021,5,10,"20,251",810,956,,"1,380","1,669",991,"1,886","2,415","1,710","2,044","2,607","1,163",954,716,950
2021,5,20,"31,980","3,569","2,768",,"2,421","2,201","1,195","2,935","3,385","2,667","2,171","2,616","1,799","1,715","1,138","1,400"
2021,5,30,"29,156","2,209","2,158",,"2,210","1,945","1,116","2,460","2,712","2,778","1,900","4,272","1,597","1,530","1,010","1,259"
2021,5,40,"36,735","1,929","2,277",,"2,745","2,868","1,707","3,360","3,923","3,245","3,210","4,567","2,083","1,867","1,234","1,720"
2021,5,50,"40,898","2,490","2,768",,"3,044","3,053","1,806","4,444","4,719","3,592","2,938","3,213","2,621","2,501","1,727","1,982"
2021,5,60,"30,537","2,216","2,151",,"2,899","2,482","1,498","3,107","3,231","2,520","1,611","2,089","1,821","1,922","1,433","1,557"
2021,5,70,"17,399","1,233","1,187",,"1,887","1,708",994,"1,608","1,619","1,220","1,096",960,"1,051","1,136",838,862
2021,5,80,"9,103",636,562,,770,818,535,879,885,812,586,513,612,572,453,470
2021,5,90,"1,457",105,80,,102,101,102,137,169,143,107,77,82,90,73,89
2021,5,100,58,6,2,,1,4,8,5,4,5,2,2,4,5,8,2
2021,6,총,"234,143","15,718","15,786",,"18,522","18,012","10,637","22,050","24,672","20,783","16,979","24,064","13,818","13,010","9,139","10,953"
2021,6,0,"16,261",527,833,,"1,058","1,140",714,"1,281","1,639","1,719","1,309","3,180",952,726,510,673
2021,6,10,"20,227",803,947,,"1,393","1,674",985,"1,864","2,396","1,725","2,048","2,614","1,164",950,712,952
2021,6,20,"31,983","3,573","2,783",,"2,405","2,198","1,193","2,917","3,382","2,728","2,167","2,588","1,807","1,708","1,141","1,393"
2021,6,30,"29,257","2,204","2,171",,"2,209","1,954","1,113","2,450","2,713","2,906","1,901","4,258","1,597","1,522","1,005","1,254"
2021,6,40,"36,714","1,916","2,275",,"2,728","2,861","1,696","3,351","3,905","3,301","3,202","4,564","2,090","1,873","1,228","1,724"
2021,6,50,"40,859","2,477","2,756",,"3,054","3,046","1,804","4,435","4,706","3,643","2,937","3,200","2,620","2,493","1,725","1,963"
2021,6,60,"30,779","2,230","2,182",,"2,902","2,494","1,497","3,126","3,252","2,572","1,618","2,110","1,844","1,937","1,446","1,569"
2021,6,70,"17,392","1,234","1,185",,"1,898","1,707",996,"1,600","1,618","1,222","1,099",959,"1,040","1,136",840,858
2021,6,80,"9,153",644,572,,774,830,531,887,887,814,589,509,618,572,452,474
2021,6,90,"1,459",105,80,,100,104,99,135,170,147,107,80,81,88,72,91
2021,6,100,59,5,2,,1,4,9,4,4,6,2,2,5,5,8,2
2021,7,총,"234,613","15,704","15,788",,"18,512","18,017","10,633","21,986","24,691","21,324","16,974","24,068","13,789","13,006","9,174","10,947"
2021,7,0,"16,296",523,821,,"1,061","1,140",716,"1,283","1,631","1,773","1,305","3,176",942,737,514,674
2021,7,10,"20,159",801,952,,"1,384","1,664",975,"1,846","2,374","1,748","2,037","2,621","1,155",947,711,944
2021,7,20,"32,009","3,573","2,781",,"2,395","2,206","1,189","2,901","3,380","2,816","2,166","2,557","1,811","1,703","1,145","1,386"
2021,7,30,"29,331","2,211","2,154",,"2,202","1,940","1,103","2,422","2,706","3,080","1,894","4,240","1,595","1,518","1,013","1,253"
