년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020,6,60,"24,218","1,605","1,157","1,136",958,"2,199","1,592","1,585","1,535","1,167",806,"2,067","2,863","2,328",758,"1,769",693
2020,6,70,"11,885",940,718,640,589,"1,113",742,786,699,464,385,880,"1,271",976,323,914,445
2020,6,80,"3,246",299,168,182,152,304,220,216,184,123,97,185,359,296,66,237,158
2020,6,90,254,27,15,19,14,15,6,13,19,13,4,11,42,28,5,15,8
2020,6,100,36,7,0,6,1,3,3,1,5,0,1,1,1,1,0,2,4
2020,7,총,"157,896","9,853","7,164","6,350","5,590","13,659","11,100","12,882","9,209","8,179","5,995","14,360","20,274","14,069","6,000","9,787","3,425"
2020,7,0,"10,770",615,495,315,299,910,664,791,593,615,526,"1,116","1,648",914,701,498,70
2020,7,10,"13,639",857,574,401,402,"1,278",906,"1,055",626,735,536,"1,305","2,222","1,343",469,783,147
2020,7,20,"21,911","1,230",869,789,796,"1,913","1,983","2,793","1,107","1,156",610,"1,949","2,525","1,928",683,"1,231",349
2020,7,30,"20,380","1,255",824,894,641,"1,677","1,633","1,791","1,293","1,221",872,"2,051","2,320","1,470","1,093","1,042",303
2020,7,40,"24,067","1,394","1,157",899,776,"1,968","1,526","1,815","1,448","1,255","1,148","2,356","3,346","2,054",974,"1,452",499
2020,7,50,"27,354","1,613","1,183","1,062",955,"2,284","1,820","2,016","1,690","1,423","1,011","2,413","3,645","2,722",919,"1,845",753
2020,7,60,"24,290","1,611","1,157","1,144",963,"2,190","1,590","1,599","1,538","1,172",805,"2,083","2,888","2,332",757,"1,773",688
2020,7,70,"11,931",942,722,639,592,"1,115",746,790,704,464,388,887,"1,274",981,330,909,448
2020,7,80,"3,257",301,168,181,152,303,222,219,184,125,94,188,363,295,68,237,157
2020,7,90,261,28,15,20,13,18,7,12,21,13,4,11,42,29,6,15,7
2020,7,100,36,7,0,6,1,3,3,1,5,0,1,1,1,1,0,2,4
2020,8,총,"157,389","9,827","7,166","6,336","5,563","13,581","11,064","12,835","9,165","8,145","5,979","14,374","20,216","14,016","5,989","9,742","3,391"
2020,8,0,"10,654",609,492,312,296,910,657,775,583,607,519,"1,111","1,632",897,696,494,64
2020,8,10,"13,530",866,576,405,396,"1,261",892,"1,033",629,725,539,"1,304","2,199","1,335",461,764,145
2020,8,20,"21,800","1,214",852,781,788,"1,892","1,971","2,820","1,093","1,134",615,"1,946","2,520","1,913",687,"1,229",345
2020,8,30,"20,229","1,248",822,889,642,"1,660","1,640","1,763","1,267","1,226",860,"2,042","2,307","1,450","1,084","1,032",297
2020,8,40,"23,969","1,392","1,162",897,764,"1,962","1,512","1,803","1,443","1,253","1,147","2,361","3,311","2,054",970,"1,446",492
2020,8,50,"27,257","1,598","1,189","1,058",954,"2,257","1,811","2,010","1,691","1,411","1,003","2,425","3,655","2,698",922,"1,825",750
2020,8,60,"24,418","1,622","1,159","1,143",959,"2,207","1,598","1,611","1,542","1,180",812,"2,090","2,908","2,355",767,"1,782",683
2020,8,70,"11,960",946,728,645,595,"1,112",748,785,705,469,388,897,"1,271",984,328,913,446
2020,8,80,"3,279",298,171,181,155,299,225,223,186,126,90,187,371,300,68,241,158
2020,8,90,258,27,15,19,13,18,7,11,21,14,5,10,41,29,6,15,7
2020,8,100,35,7,0,6,1,3,3,1,5,0,1,1,1,1,0,1,4
2020,9,총,"156,796","9,803","7,139","6,318","5,544","13,512","11,018","12,763","9,135","8,109","5,951","14,351","20,126","13,976","5,982","9,716","3,353"
2020,9,0,"10,554",613,488,307,292,908,650,760,586,599,512,"1,097","1,606",892,691,492,61
2020,9,10,"13,445",863,577,407,396,"1,245",886,"1,011",621,726,537,"1,305","2,174","1,332",458,766,141
2020,9,20,"21,673","1,208",848,764,779,"1,890","1,957","2,814","1,091","1,105",612,"1,934","2,526","1,897",696,"1,214",338
2020,9,30,"20,053","1,236",819,892,634,"1,632","1,620","1,747","1,254","1,222",850,"2,036","2,275","1,448","1,075","1,022",291
2020,9,40,"23,866","1,382","1,152",891,762,"1,952","1,515","1,805","1,437","1,242","1,137","2,354","3,289","2,038",974,"1,449",487
2020,9,50,"27,113","1,583","1,178","1,053",943,"2,243","1,799","1,992","1,682","1,422",994,"2,421","3,653","2,682",917,"1,810",741
2020,9,60,"24,505","1,645","1,164","1,154",972,"2,201","1,603","1,610","1,547","1,174",822,"2,106","2,907","2,361",764,"1,796",679
2020,9,70,"11,986",940,724,642,594,"1,120",751,789,701,479,392,894,"1,285",991,333,907,444
2020,9,80,"3,307",299,174,184,158,299,227,223,189,127,89,194,369,304,68,244,159
2020,9,90,260,27,15,19,13,19,7,11,22,13,5,9,41,30,6,15,8
2020,9,100,34,7,0,5,1,3,3,1,5,0,1,1,1,1,0,1,4
2020,10,총,"156,217","9,753","7,094","6,283","5,537","13,484","10,954","12,696","9,095","8,090","5,910","14,338","20,083","13,922","5,977","9,678","3,323"
2020,10,0,"10,418",591,479,304,285,899,644,752,582,586,507,"1,083","1,585",883,691,489,58
2020,10,10,"13,372",864,574,400,400,"1,246",871,"1,009",618,723,533,"1,299","2,174","1,307",457,756,141
2020,10,20,"21,570","1,206",835,750,780,"1,887","1,953","2,788","1,085","1,088",603,"1,926","2,529","1,911",689,"1,210",330
2020,10,30,"19,807","1,226",809,877,629,"1,609","1,594","1,726","1,233","1,217",840,"2,031","2,239","1,419","1,070","1,008",280
2020,10,40,"23,776","1,354","1,145",890,763,"1,959","1,504","1,798","1,434","1,248","1,135","2,353","3,285","2,020",965,"1,441",482
2020,10,50,"27,005","1,589","1,168","1,049",939,"2,222","1,785","1,983","1,680","1,420",984,"2,424","3,630","2,666",923,"1,805",738
2020,10,60,"24,642","1,650","1,171","1,149",978,"2,215","1,608","1,614","1,550","1,187",822,"2,117","2,945","2,388",775,"1,795",678
2020,10,70,"11,993",934,724,653,591,"1,125",755,789,696,479,390,897,"1,281",989,329,913,448
2020,10,80,"3,334",304,174,187,158,299,230,224,190,129,90,198,372,309,71,244,155
2020,10,90,267,28,15,19,13,21,7,12,22,13,5,9,42,29,7,16,9
2020,10,100,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2020,11,총,"155,766","9,734","7,044","6,273","5,516","13,457","10,896","12,697","9,084","8,076","5,844","14,312","20,070","13,857","5,979","9,621","3,306"
2020,11,0,"10,314",590,470,296,286,888,630,748,574,578,504,"1,067","1,580",879,685,482,57
2020,11,10,"13,278",859,573,392,390,"1,236",864,998,619,718,529,"1,301","2,164","1,295",453,751,136
2020,11,20,"21,483","1,205",816,761,781,"1,878","1,937","2,806","1,079","1,087",588,"1,917","2,521","1,889",695,"1,197",326
2020,11,30,"19,710","1,232",800,869,628,"1,611","1,586","1,720","1,235","1,215",811,"2,015","2,236","1,413","1,063",997,279
2020,11,40,"23,686","1,335","1,141",894,765,"1,956","1,493","1,800","1,435","1,240","1,131","2,346","3,274","1,992",969,"1,437",478
2020,11,50,"26,941","1,589","1,152","1,054",929,"2,212","1,777","1,968","1,683","1,428",976,"2,427","3,639","2,659",926,"1,787",735
2020,11,60,"24,668","1,645","1,180","1,143",976,"2,217","1,608","1,628","1,537","1,185",823,"2,125","2,954","2,398",781,"1,791",677
2020,11,70,"12,024",937,724,655,588,"1,134",760,785,705,482,386,903,"1,277",990,329,918,451
2020,11,80,"3,362",307,175,185,158,302,231,231,190,131,90,201,381,312,71,243,154
2020,11,90,267,28,13,19,14,21,7,12,22,12,5,9,43,29,7,17,9
2020,11,100,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2020,12,총,"155,228","9,705","7,037","6,262","5,491","13,373","10,869","12,646","9,059","8,010","5,788","14,265","20,055","13,810","5,966","9,611","3,281"
2020,12,0,"10,240",582,474,297,283,883,632,751,570,568,493,"1,055","1,569",869,685,472,57
2020,12,10,"13,202",859,569,390,388,"1,233",863,988,617,717,522,"1,294","2,150","1,289",448,743,132
2020,12,20,"21,345","1,202",811,758,776,"1,845","1,930","2,783","1,077","1,071",587,"1,894","2,525","1,872",690,"1,200",324
2020,12,30,"19,562","1,214",799,863,615,"1,597","1,570","1,719","1,224","1,199",808,"1,997","2,217","1,402","1,068",998,272
2020,12,40,"23,557","1,338","1,142",895,767,"1,948","1,486","1,775","1,423","1,225","1,114","2,332","3,273","1,970",964,"1,430",475
2020,12,50,"26,856","1,579","1,147","1,044",929,"2,193","1,778","1,966","1,682","1,425",966,"2,440","3,634","2,651",923,"1,779",720
2020,12,60,"24,706","1,640","1,178","1,149",967,"2,214","1,605","1,625","1,543","1,182",819,"2,133","2,968","2,418",779,"1,806",680
2020,12,70,"12,073",948,725,658,592,"1,134",759,792,709,480,383,906,"1,287",998,330,919,453
2020,12,80,"3,394",308,180,183,161,304,238,232,187,131,90,203,390,312,72,248,155
2020,12,90,260,28,12,20,12,20,5,14,22,12,5,10,41,28,7,15,9
2020,12,100,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2021,1,총,"154,893","9,707","7,029","6,234","5,483","13,314","10,855","12,616","9,030","8,019","5,770","14,251","19,969","13,784","5,961","9,588","3,283"
2021,1,0,"10,136",578,468,291,283,861,612,742,578,574,486,"1,049","1,540",862,684,471,57
2021,1,10,"13,134",850,568,389,388,"1,224",866,979,611,716,525,"1,291","2,127","1,282",446,741,131
2021,1,20,"21,263","1,219",808,748,774,"1,837","1,924","2,743","1,074","1,070",590,"1,892","2,524","1,865",685,"1,184",326
2021,1,30,"19,449","1,199",799,854,615,"1,596","1,559","1,737","1,209","1,186",792,"1,994","2,195","1,388","1,068",990,268
2021,1,40,"23,485","1,346","1,134",890,766,"1,931","1,499","1,771","1,423","1,226","1,113","2,317","3,240","1,977",952,"1,425",475
2021,1,50,"26,785","1,586","1,149","1,040",910,"2,179","1,777","1,959","1,664","1,427",967,"2,439","3,625","2,642",926,"1,777",718
2021,1,60,"24,816","1,637","1,178","1,154",977,"2,218","1,615","1,646","1,538","1,192",818,"2,143","2,989","2,431",785,"1,815",680
2021,1,70,"12,112",955,731,655,593,"1,143",755,784,717,477,384,908,"1,296",999,339,919,457
2021,1,80,"3,417",301,182,189,164,301,239,240,188,139,90,208,390,310,70,249,157
2021,1,90,263,29,12,19,12,22,6,14,23,12,4,9,42,27,6,16,10
2021,1,100,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2021,2,총,"154,760","9,631","6,975","6,237","5,863","13,246","10,849","12,586","9,004","8,012","5,716","14,215","19,907","13,760","5,962","9,528","3,269"
2021,2,0,"10,082",577,453,292,371,844,606,731,575,571,476,"1,026","1,508",847,680,467,58
2021,2,10,"13,088",841,554,397,436,"1,198",868,974,600,711,514,"1,296","2,125","1,267",450,727,130
2021,2,20,"21,185","1,204",801,745,792,"1,838","1,911","2,747","1,066","1,068",582,"1,877","2,519","1,869",683,"1,158",325
2021,2,30,"19,352","1,185",786,854,663,"1,575","1,555","1,733","1,204","1,177",778,"1,982","2,186","1,363","1,063",988,260
2021,2,40,"23,464","1,320","1,135",880,861,"1,923","1,507","1,755","1,413","1,228","1,103","2,306","3,210","1,983",953,"1,411",476
2021,2,50,"26,789","1,587","1,145","1,044",956,"2,175","1,770","1,954","1,666","1,426",978,"2,442","3,630","2,616",927,"1,762",711
2021,2,60,"24,898","1,615","1,176","1,159","1,000","2,225","1,628","1,646","1,541","1,195",799,"2,155","2,996","2,468",789,"1,824",682
2021,2,70,"12,144",958,732,651,602,"1,142",753,786,717,485,391,908,"1,301","1,005",341,921,451
2021,2,80,"3,457",307,181,191,169,302,240,245,193,138,91,214,390,313,70,252,161
2021,2,90,268,30,12,19,12,22,8,14,24,13,3,8,41,28,6,17,11
2021,2,100,33,7,0,5,1,2,3,1,5,0,1,1,1,1,0,1,4
2021,3,총,"154,063","9,562","6,961","6,163","5,973","13,178","10,788","12,604","8,915","7,957","5,674","14,176","19,812","13,729","5,948","9,444","3,179"
2021,3,0,"9,986",567,445,288,388,829,599,718,584,561,475,"1,015","1,490",839,675,458,55
2021,3,10,"13,007",828,561,395,447,"1,181",855,982,597,715,507,"1,294","2,107","1,252",445,713,128
2021,3,20,"21,187","1,197",803,752,805,"1,824","1,902","2,819","1,049","1,060",585,"1,867","2,505","1,870",684,"1,147",318
2021,3,30,"19,222","1,176",789,838,667,"1,579","1,540","1,718","1,201","1,150",764,"1,979","2,165","1,369","1,059",976,252
2021,3,40,"23,286","1,312","1,122",883,884,"1,905","1,502","1,744","1,399","1,213","1,095","2,296","3,177","1,951",947,"1,394",462
2021,3,50,"26,637","1,576","1,143","1,019",964,"2,158","1,761","1,932","1,638","1,417",982,"2,435","3,627","2,616",939,"1,742",688
2021,3,60,"24,943","1,614","1,182","1,150","1,030","2,233","1,631","1,645","1,543","1,198",782,"2,160","3,017","2,477",785,"1,826",670
2021,3,70,"12,098",960,725,630,603,"1,139",750,784,701,492,392,909,"1,296","1,008",341,923,445
2021,3,80,"3,440",306,182,192,174,305,239,247,185,138,88,212,388,318,67,247,152
2021,3,90,248,26,9,16,11,24,7,14,17,13,3,8,40,28,6,18,8
2021,3,100,9,0,0,0,0,1,2,1,1,0,1,1,0,1,0,0,1
2021,4,총,"153,718","9,561","6,937","6,125","5,990","13,162","10,769","12,563","8,920","7,914","5,667","14,136","19,778","13,701","5,923","9,411","3,161"
2021,4,0,"9,900",563,444,283,391,819,589,718,588,544,467,"1,005","1,472",827,675,459,56
2021,4,10,"12,930",833,552,389,446,"1,172",848,975,596,714,507,"1,288","2,105","1,237",440,705,123
2021,4,20,"21,085","1,190",808,739,810,"1,823","1,880","2,794","1,048","1,051",590,"1,845","2,500","1,869",676,"1,144",318
2021,4,30,"19,161","1,184",785,834,667,"1,577","1,545","1,719","1,193","1,139",757,"1,979","2,143","1,362","1,050",971,256
2021,4,40,"23,272","1,312","1,120",873,879,"1,906","1,508","1,754","1,395","1,222","1,088","2,305","3,175","1,954",948,"1,381",452
2021,4,50,"26,501","1,564","1,133","1,016",975,"2,149","1,747","1,914","1,644","1,394",992,"2,418","3,609","2,599",930,"1,731",686
2021,4,60,"25,032","1,614","1,183","1,149","1,032","2,246","1,645","1,649","1,549","1,201",778,"2,168","3,029","2,492",788,"1,837",672
2021,4,70,"12,105",963,722,634,601,"1,135",752,778,700,497,396,911,"1,314","1,011",339,917,435
2021,4,80,"3,472",311,181,192,177,308,246,247,189,138,88,208,391,322,71,249,154
2021,4,90,251,27,9,16,12,26,7,14,17,14,3,8,40,27,6,17,8
2021,4,100,9,0,0,0,0,1,2,1,1,0,1,1,0,1,0,0,1
2021,5,총,"153,413","9,537","6,897","6,101","6,014","13,133","10,724","12,603","8,901","7,900","5,645","14,112","19,735","13,684","5,918","9,356","3,153"
2021,5,0,"9,818",552,437,281,396,814,582,720,580,543,464,995,"1,456",827,664,453,54
2021,5,10,"12,896",829,539,389,452,"1,175",850,978,590,696,507,"1,275","2,101","1,235",449,708,123
2021,5,20,"20,948","1,185",806,745,800,"1,815","1,839","2,807","1,044","1,039",585,"1,836","2,468","1,859",674,"1,131",315
2021,5,30,"19,067","1,181",777,819,676,"1,553","1,563","1,719","1,186","1,147",746,"1,969","2,148","1,353","1,030",950,250
2021,5,40,"23,201","1,312","1,124",866,884,"1,896","1,482","1,773","1,379","1,216","1,084","2,299","3,156","1,942",964,"1,376",448
2021,5,50,"26,443","1,567","1,124","1,011",965,"2,155","1,737","1,906","1,652","1,391",983,"2,436","3,607","2,585",928,"1,710",686
2021,5,60,"25,155","1,610","1,180","1,148","1,045","2,263","1,665","1,659","1,551","1,215",787,"2,167","3,050","2,511",792,"1,841",671
2021,5,70,"12,133",966,716,634,603,"1,129",747,779,709,501,396,914,"1,317","1,021",342,919,440
2021,5,80,"3,492",309,185,192,181,306,250,247,192,138,89,212,391,323,69,251,157
2021,5,90,250,26,9,16,12,26,7,13,17,14,3,8,41,27,6,17,8
2021,5,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,6,총,"153,124","9,519","6,900","6,085","6,009","13,090","10,746","12,612","8,855","7,885","5,636","14,079","19,680","13,642","5,907","9,335","3,144"
2021,6,0,"9,771",551,434,273,393,816,580,724,571,539,465,982,"1,446",828,667,448,54
2021,6,10,"12,822",828,533,386,458,"1,171",850,966,578,694,501,"1,259","2,090","1,217",452,717,122
2021,6,20,"20,894","1,175",805,755,798,"1,795","1,854","2,814","1,036","1,031",590,"1,844","2,470","1,836",660,"1,116",315
2021,6,30,"18,966","1,170",780,813,674,"1,544","1,564","1,722","1,179","1,143",739,"1,949","2,116","1,351","1,024",944,254
2021,6,40,"23,171","1,304","1,122",861,883,"1,892","1,488","1,782","1,367","1,214","1,082","2,303","3,161","1,930",964,"1,371",447
2021,6,50,"26,339","1,563","1,119","1,000",968,"2,143","1,728","1,905","1,643","1,384",982,"2,425","3,576","2,588",930,"1,708",677
2021,6,60,"25,236","1,624","1,186","1,153","1,040","2,264","1,676","1,657","1,554","1,225",784,"2,176","3,067","2,521",796,"1,845",668
2021,6,70,"12,151",971,725,630,602,"1,130",747,775,716,505,399,916,"1,323","1,016",339,917,440
2021,6,80,"3,512",306,187,197,181,308,250,251,193,136,91,216,390,327,69,252,158
2021,6,90,252,27,9,17,12,26,7,14,17,14,2,8,41,27,6,17,8
2021,6,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,7,총,"152,755","9,479","6,905","6,060","5,986","13,060","10,740","12,598","8,820","7,876","5,626","14,037","19,638","13,583","5,919","9,305","3,123"
2021,7,0,"9,695",544,429,278,383,808,578,729,568,537,462,967,"1,431",820,671,435,55
2021,7,10,"12,759",826,539,381,457,"1,161",846,955,579,689,501,"1,256","2,074","1,210",451,714,120
2021,7,20,"20,762","1,161",796,747,797,"1,789","1,838","2,802","1,022","1,033",591,"1,830","2,468","1,819",657,"1,102",310
2021,7,30,"18,880","1,161",780,805,666,"1,529","1,562","1,726","1,173","1,131",737,"1,933","2,108","1,346","1,026",945,252
2021,7,40,"23,128","1,303","1,124",856,883,"1,898","1,499","1,783","1,355","1,214","1,082","2,296","3,140","1,925",966,"1,363",441
2021,7,50,"26,247","1,552","1,123",996,968,"2,134","1,724","1,898","1,644","1,378",974,"2,405","3,572","2,568",930,"1,708",673
2021,7,60,"25,306","1,625","1,194","1,150","1,041","2,270","1,675","1,665","1,549","1,238",786,"2,204","3,078","2,520",797,"1,849",665
2021,7,70,"12,180",969,721,632,601,"1,134",757,775,713,507,400,918,"1,334","1,019",347,916,437
2021,7,80,"3,537",311,190,199,179,309,252,250,198,136,90,217,393,328,69,255,161
2021,7,90,251,27,9,16,11,27,7,13,18,13,2,10,40,27,5,18,8
2021,7,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,8,총,"152,766","9,462","6,880","6,043","5,969","13,045","10,710","12,629","8,799","7,870","5,626","13,972","19,574","13,520","6,326","9,236","3,105"
2021,8,0,"9,655",544,426,270,380,804,573,731,559,535,459,948,"1,412",819,714,428,53
2021,8,10,"12,750",819,539,381,457,"1,160",838,954,581,687,504,"1,255","2,076","1,193",488,700,118
2021,8,20,"20,743","1,156",794,744,788,"1,768","1,826","2,819","1,021","1,038",595,"1,825","2,454","1,804",707,"1,094",310
2021,8,30,"18,820","1,156",768,795,661,"1,528","1,555","1,735","1,159","1,120",735,"1,896","2,077","1,326","1,136",930,243
2021,8,40,"23,081","1,298","1,118",855,872,"1,888","1,493","1,777","1,345","1,211","1,077","2,283","3,127","1,914","1,036","1,352",435
2021,8,50,"26,235","1,549","1,114",995,964,"2,140","1,722","1,895","1,652","1,380",973,"2,394","3,562","2,557",978,"1,689",671
2021,8,60,"25,385","1,630","1,196","1,161","1,046","2,276","1,679","1,671","1,544","1,243",783,"2,198","3,079","2,522",838,"1,851",668
2021,8,70,"12,261",971,724,629,606,"1,144",756,780,717,508,403,938,"1,352","1,025",355,919,434
2021,8,80,"3,574",313,192,196,184,308,257,252,202,136,94,224,396,332,70,254,164
2021,8,90,252,26,9,17,11,28,9,13,18,12,2,10,39,27,4,19,8
2021,8,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,9,총,"152,726","9,443","6,873","6,036","5,971","13,034","10,716","12,646","8,791","7,877","5,611","13,953","19,520","13,483","6,492","9,190","3,090"
2021,9,0,"9,594",538,418,264,380,797,575,717,555,533,454,940,"1,406",816,723,426,52
2021,9,10,"12,738",816,540,385,454,"1,160",820,966,580,678,503,"1,257","2,071","1,191",506,693,118
2021,9,20,"20,731","1,151",802,733,789,"1,754","1,840","2,830","1,021","1,053",588,"1,818","2,441","1,797",727,"1,082",305
2021,9,30,"18,771","1,136",768,796,661,"1,531","1,556","1,732","1,157","1,115",725,"1,888","2,056","1,309","1,181",920,240
2021,9,40,"23,062","1,302","1,108",858,880,"1,873","1,496","1,777","1,343","1,205","1,083","2,277","3,122","1,893","1,065","1,347",433
2021,9,50,"26,226","1,546","1,107",988,957,"2,144","1,721","1,907","1,649","1,385",970,"2,395","3,537","2,564",999,"1,685",672
2021,9,60,"25,442","1,634","1,204","1,163","1,052","2,289","1,680","1,667","1,543","1,243",783,"2,197","3,098","2,522",858,"1,846",663
2021,9,70,"12,280",979,720,630,597,"1,145",758,785,716,517,406,944,"1,352","1,025",358,918,430
2021,9,80,"3,623",316,197,202,191,312,260,250,208,136,95,226,399,338,72,255,166
2021,9,90,249,25,9,17,10,28,8,13,18,12,3,10,38,27,3,18,10
2021,9,100,10,0,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
2021,10,총,"152,569","9,440","6,868","6,002","5,952","13,011","10,735","12,644","8,796","7,875","5,578","13,919","19,492","13,444","6,579","9,163","3,071"
