년도,월,나이,김해시,진영읍,주촌면,진례면,한림면,생림면,상동면,대동면,동상동,회현동,부원동,내외동,북부동,칠산서부동,활천동,삼안동,불암동,장유1동,장유2동,장유3동
2020,3,30,"36,984","4,817","2,095",316,396,153,169,284,758,667,666,"4,412","4,959",587,"2,553","1,766",463,"3,549","2,586","5,788"
2020,3,40,"49,542","5,709","1,406",551,511,230,220,356,761,699,748,"5,792","7,451",740,"3,398","2,624",643,"5,945","3,886","7,872"
2020,3,50,"49,243","4,230","1,296",881,984,479,437,645,"1,036",925,"1,097","8,054","7,404","1,094","4,453","3,930",825,"4,586","3,023","3,864"
2020,3,60,"27,689","2,766",730,699,958,476,421,898,777,771,737,"3,662","3,484",819,"2,533","2,268",535,"2,030","1,329","1,796"
2020,3,70,"10,992","1,178",210,328,464,280,185,430,308,374,317,"1,190","1,223",318,939,781,223,941,540,763
2020,3,80,"3,354",344,73,134,165,80,47,140,80,121,98,385,385,103,255,256,65,310,143,170
2020,3,90,263,26,11,9,13,8,6,17,4,8,6,32,30,2,20,15,7,25,12,12
2020,3,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,4,총,"274,576","28,670","8,983","3,632","4,259","2,010","1,786","3,276","5,144","4,925","5,229","37,206","40,504","5,033","21,029","17,618","4,020","28,067","18,507","34,678"
2020,4,0,"26,139","3,444","1,331",138,124,52,55,79,291,353,345,"2,641","3,962",283,"1,402",912,311,"2,872","1,963","5,581"
2020,4,10,"32,587","3,095",643,200,202,65,83,137,376,333,383,"4,339","5,722",391,"2,126","1,763",398,"4,172","2,731","5,428"
2020,4,20,"37,463","3,044","1,115",382,442,191,169,306,751,679,801,"6,673","5,847",702,"3,389","3,309",555,"3,625","2,317","3,166"
2020,4,30,"36,965","4,788","2,115",312,398,155,164,276,751,665,666,"4,425","4,948",578,"2,526","1,770",461,"3,554","2,563","5,850"
2020,4,40,"49,440","5,708","1,428",544,506,225,216,352,755,685,756,"5,752","7,447",743,"3,364","2,607",638,"5,923","3,847","7,944"
2020,4,50,"49,323","4,230","1,317",883,979,476,434,641,"1,033",924,"1,105","8,049","7,418","1,084","4,454","3,916",816,"4,595","3,055","3,914"
2020,4,60,"27,917","2,801",738,702,964,476,421,894,781,782,750,"3,699","3,515",822,"2,538","2,285",547,"2,048","1,331","1,823"
2020,4,70,"11,060","1,181",212,328,465,281,189,435,316,373,318,"1,205","1,227",321,946,784,218,935,543,783
2020,4,80,"3,396",351,73,135,166,81,48,138,82,122,99,388,388,107,259,256,67,316,143,177
2020,4,90,263,26,11,8,13,8,6,17,5,8,5,32,30,2,20,15,7,24,14,12
2020,4,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,5,총,"274,740","28,713","9,045","3,630","4,245","2,013","1,783","3,265","5,124","4,896","5,241","37,173","40,524","5,034","21,004","17,584","3,995","28,070","18,502","34,899"
2020,5,0,"26,104","3,441","1,341",136,121,53,54,79,295,350,352,"2,638","3,955",282,"1,397",909,304,"2,854","1,953","5,590"
2020,5,10,"32,422","3,091",645,197,201,66,84,134,373,327,372,"4,275","5,681",387,"2,114","1,742",399,"4,173","2,723","5,438"
2020,5,20,"37,545","3,038","1,114",383,432,194,168,306,748,670,798,"6,700","5,870",696,"3,386","3,301",548,"3,643","2,330","3,220"
2020,5,30,"36,918","4,772","2,122",311,396,152,158,276,741,657,687,"4,402","4,936",579,"2,521","1,767",454,"3,531","2,537","5,919"
2020,5,40,"49,373","5,749","1,439",534,502,222,216,341,744,683,752,"5,749","7,442",741,"3,340","2,593",637,"5,888","3,826","7,975"
2020,5,50,"49,401","4,233","1,334",887,972,478,436,638,"1,035",918,"1,110","8,034","7,437","1,092","4,445","3,900",795,"4,633","3,090","3,934"
2020,5,60,"28,127","2,821",749,707,974,479,416,892,780,785,742,"3,735","3,549",827,"2,565","2,302",561,"2,063","1,337","1,843"
2020,5,70,"11,121","1,188",216,328,466,279,195,442,318,375,321,"1,207","1,230",319,956,791,221,941,543,785
2020,5,80,"3,443",353,74,139,168,82,49,139,82,122,101,397,393,109,255,263,67,319,148,183
2020,5,90,263,25,11,8,13,8,6,17,5,8,5,33,31,2,20,15,7,22,15,12
2020,5,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,6,총,"274,583","28,652","9,162","3,636","4,249","2,006","1,777","3,262","5,143","4,856","5,245","37,058","40,440","5,035","20,936","17,509","3,991","28,044","18,492","35,090"
2020,6,0,"25,996","3,424","1,375",140,113,53,51,80,299,349,354,"2,620","3,899",279,"1,389",894,304,"2,822","1,948","5,603"
2020,6,10,"32,344","3,100",651,198,217,65,83,129,369,327,366,"4,216","5,674",385,"2,096","1,732",396,"4,167","2,724","5,449"
2020,6,20,"37,426","3,006","1,122",384,428,193,171,304,748,657,791,"6,688","5,846",695,"3,366","3,275",550,"3,640","2,309","3,253"
2020,6,30,"36,828","4,734","2,150",310,391,154,155,270,749,647,699,"4,385","4,903",570,"2,490","1,762",447,"3,523","2,533","5,956"
2020,6,40,"49,366","5,744","1,453",533,498,217,216,342,739,684,756,"5,732","7,454",744,"3,342","2,585",641,"5,874","3,818","7,994"
2020,6,50,"49,341","4,237","1,354",878,962,475,427,635,"1,033",908,"1,093","8,003","7,413","1,093","4,435","3,872",792,"4,652","3,097","3,982"
2020,6,60,"28,378","2,829",757,716,983,477,423,902,791,782,757,"3,777","3,585",835,"2,580","2,321",562,"2,078","1,355","1,868"
2020,6,70,"11,170","1,193",216,329,476,281,195,446,322,372,321,"1,208","1,238",321,959,790,225,943,546,789
2020,6,80,"3,448",358,74,139,168,83,48,137,85,121,102,392,396,111,255,262,65,320,148,184
2020,6,90,263,25,10,9,13,8,7,16,5,8,5,34,32,2,19,15,7,22,14,12
2020,6,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,7,총,"274,482","28,647","9,210","3,624","4,235","2,022","1,775","3,242","5,120","4,846","5,234","37,016","40,366","5,054","20,895","17,472","3,988","28,036","18,463","35,237"
2020,7,0,"25,873","3,408","1,390",138,118,53,51,80,301,349,353,"2,596","3,856",287,"1,378",885,301,"2,803","1,931","5,595"
2020,7,10,"32,262","3,119",658,192,218,65,86,125,361,327,357,"4,184","5,662",379,"2,086","1,715",396,"4,158","2,715","5,459"
2020,7,20,"37,470","2,987","1,115",380,423,197,166,294,739,644,798,"6,711","5,862",706,"3,359","3,265",551,"3,663","2,320","3,290"
2020,7,30,"36,606","4,711","2,144",313,387,153,154,266,750,654,692,"4,357","4,864",565,"2,483","1,755",441,"3,484","2,493","5,940"
2020,7,40,"49,332","5,753","1,459",530,492,217,215,345,724,683,759,"5,703","7,430",746,"3,331","2,564",637,"5,864","3,829","8,051"
2020,7,50,"49,394","4,244","1,372",877,952,479,423,625,"1,035",901,"1,080","8,011","7,408","1,087","4,412","3,877",799,"4,679","3,103","4,030"
2020,7,60,"28,564","2,842",769,718,990,484,430,903,789,784,767,"3,807","3,616",842,"2,601","2,338",566,"2,082","1,361","1,875"
2020,7,70,"11,222","1,191",220,327,473,282,193,447,326,373,323,"1,217","1,243",329,966,791,220,957,546,798
2020,7,80,"3,470",365,74,140,171,84,48,139,87,122,98,392,393,110,255,266,69,320,150,187
2020,7,90,266,25,9,9,11,8,8,17,5,8,6,35,32,3,19,15,6,23,15,12
2020,7,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,8,총,"274,363","28,668","9,253","3,620","4,222","2,023","1,778","3,225","5,109","4,806","5,199","36,959","40,355","5,054","20,823","17,419","3,969","28,086","18,410","35,385"
2020,8,0,"25,706","3,394","1,395",135,117,51,54,80,300,343,347,"2,573","3,831",282,"1,358",862,302,"2,784","1,903","5,595"
2020,8,10,"32,191","3,122",653,189,216,66,87,125,361,319,357,"4,149","5,636",379,"2,085","1,713",386,"4,177","2,700","5,471"
2020,8,20,"37,460","2,992","1,128",378,418,195,161,293,730,642,790,"6,690","5,891",706,"3,341","3,265",548,"3,649","2,334","3,309"
2020,8,30,"36,486","4,684","2,152",314,388,153,146,257,743,656,685,"4,370","4,832",569,"2,454","1,740",437,"3,501","2,467","5,938"
2020,8,40,"49,200","5,748","1,461",523,484,214,214,348,724,677,749,"5,663","7,415",738,"3,320","2,538",631,"5,853","3,819","8,081"
2020,8,50,"49,521","4,266","1,370",880,953,476,434,621,"1,035",888,"1,074","8,015","7,431","1,093","4,404","3,865",800,"4,708","3,116","4,092"
2020,8,60,"28,783","2,881",792,721,984,495,430,892,797,778,775,"3,846","3,641",848,"2,617","2,360",566,"2,110","1,355","1,895"
2020,8,70,"11,246","1,186",220,329,480,280,195,452,322,373,317,"1,218","1,255",327,964,791,222,962,547,806
2020,8,80,"3,477",366,73,140,171,85,48,139,89,121,99,396,391,109,256,270,69,315,154,186
2020,8,90,270,27,9,11,11,8,8,17,5,8,5,36,32,3,19,14,6,24,15,12
2020,8,100,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020,9,총,"274,295","28,724","9,269","3,609","4,221","2,032","1,787","3,217","5,099","4,785","5,185","36,919","40,313","5,046","20,809","17,367","3,974","28,145","18,329","35,465"
2020,9,0,"25,557","3,384","1,400",133,115,51,55,82,302,342,338,"2,567","3,790",280,"1,350",855,299,"2,753","1,877","5,584"
2020,9,10,"32,139","3,140",641,183,217,66,86,124,354,315,357,"4,134","5,629",380,"2,075","1,699",385,"4,183","2,683","5,488"
2020,9,20,"37,414","2,977","1,134",378,420,196,164,291,734,634,788,"6,684","5,880",695,"3,337","3,249",555,"3,664","2,330","3,304"
2020,9,30,"36,306","4,666","2,132",314,385,154,146,259,733,648,681,"4,355","4,812",570,"2,444","1,724",435,"3,505","2,431","5,912"
2020,9,40,"49,133","5,766","1,480",519,480,215,214,342,720,675,749,"5,627","7,390",725,"3,308","2,523",629,"5,855","3,792","8,124"
2020,9,50,"49,576","4,295","1,372",873,943,473,427,615,"1,028",887,"1,064","7,991","7,458","1,101","4,397","3,862",800,"4,734","3,131","4,125"
2020,9,60,"29,061","2,901",806,729,998,502,438,891,807,776,788,"3,891","3,664",853,"2,652","2,374",570,"2,147","1,359","1,915"
2020,9,70,"11,307","1,190",219,330,478,278,199,456,322,373,316,"1,231","1,267",332,965,799,224,961,554,813
2020,9,80,"3,511",376,76,139,174,89,49,139,91,126,99,401,392,107,255,268,69,315,158,188
2020,9,90,267,27,9,11,11,8,8,17,5,8,4,35,31,3,21,13,6,24,14,12
2020,9,100,24,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020,10,총,"274,251","28,751","9,293","3,606","4,213","2,034","1,774","3,207","5,057","4,757","5,196","36,877","40,306","5,041","20,826","17,322","3,969","28,179","18,310","35,533"
2020,10,0,"25,364","3,376","1,410",134,107,49,51,82,293,338,341,"2,542","3,759",277,"1,348",838,295,"2,725","1,851","5,548"
2020,10,10,"32,094","3,143",648,176,221,65,84,119,341,309,356,"4,109","5,602",383,"2,067","1,681",379,"4,178","2,699","5,534"
2020,10,20,"37,479","2,975","1,120",383,414,199,163,289,738,632,796,"6,670","5,915",691,"3,346","3,250",561,"3,687","2,348","3,302"
2020,10,30,"36,090","4,643","2,120",311,378,154,144,259,718,638,685,"4,367","4,780",567,"2,437","1,701",429,"3,482","2,390","5,887"
2020,10,40,"49,055","5,782","1,491",518,483,217,212,335,710,671,746,"5,585","7,364",724,"3,298","2,527",626,"5,851","3,784","8,131"
2020,10,50,"49,688","4,306","1,371",871,944,471,423,611,"1,024",885,"1,060","7,989","7,483","1,092","4,400","3,852",801,"4,777","3,157","4,171"
2020,10,60,"29,277","2,921",828,733,996,501,438,890,811,776,792,"3,943","3,697",858,"2,677","2,381",576,"2,169","1,354","1,936"
2020,10,70,"11,372","1,195",220,330,484,280,199,460,320,371,315,"1,230","1,281",337,973,806,225,969,556,821
2020,10,80,"3,540",380,77,139,175,90,51,144,94,128,100,404,391,109,253,271,69,315,158,192
2020,10,90,267,28,8,10,11,8,8,17,5,8,4,35,34,3,22,14,6,22,13,11
2020,10,100,25,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020,11,총,"274,299","28,797","9,282","3,594","4,198","2,035","1,771","3,178","5,054","4,731","5,180","36,890","40,358","5,044","20,765","17,269","3,973","28,225","18,269","35,686"
2020,11,0,"25,247","3,367","1,413",128,111,48,49,80,295,330,335,"2,544","3,745",273,"1,342",821,287,"2,714","1,818","5,547"
2020,11,10,"32,013","3,155",646,177,216,65,83,114,334,312,347,"4,063","5,570",387,"2,065","1,662",384,"4,172","2,707","5,554"
2020,11,20,"37,579","2,978","1,114",386,402,194,166,283,740,624,789,"6,698","5,965",688,"3,342","3,241",564,"3,714","2,347","3,344"
2020,11,30,"35,961","4,639","2,102",311,379,159,143,257,716,635,688,"4,380","4,771",570,"2,408","1,687",424,"3,464","2,352","5,876"
2020,11,40,"48,990","5,809","1,507",512,475,217,212,328,714,663,753,"5,549","7,341",723,"3,275","2,513",625,"5,851","3,777","8,146"
2020,11,50,"49,793","4,296","1,366",860,944,472,424,606,"1,024",875,"1,056","7,997","7,522","1,087","4,393","3,845",806,"4,804","3,166","4,250"
2020,11,60,"29,476","2,950",825,737,999,501,436,889,810,778,790,"3,986","3,733",866,"2,694","2,398",582,"2,188","1,369","1,945"
2020,11,70,"11,391","1,194",223,331,487,275,198,460,319,376,319,"1,235","1,283",336,962,811,225,972,560,825
2020,11,80,"3,550",379,78,141,175,96,51,144,94,128,97,400,395,111,256,274,69,317,159,186
2020,11,90,274,28,8,10,10,8,8,16,5,9,5,35,33,3,23,16,5,25,14,13
2020,11,100,25,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,0,0
2020,12,총,"274,313","28,805","9,295","3,593","4,166","2,045","1,770","3,163","5,049","4,712","5,135","36,885","40,481","5,060","20,697","17,194","3,953","28,224","18,284","35,802"
2020,12,0,"25,138","3,352","1,411",126,107,53,48,82,293,328,323,"2,517","3,753",277,"1,338",797,285,"2,672","1,825","5,551"
2020,12,10,"31,857","3,150",645,179,200,64,83,114,336,304,334,"4,010","5,569",385,"2,050","1,632",381,"4,159","2,702","5,560"
2020,12,20,"37,641","2,996","1,104",386,400,196,166,283,745,613,786,"6,726","5,961",689,"3,320","3,249",565,"3,721","2,361","3,374"
2020,12,30,"35,869","4,614","2,093",308,377,156,142,253,709,638,684,"4,376","4,802",569,"2,392","1,678",420,"3,465","2,343","5,850"
2020,12,40,"48,948","5,823","1,520",509,471,219,212,327,710,657,748,"5,521","7,329",734,"3,261","2,503",619,"5,833","3,764","8,188"
2020,12,50,"49,810","4,284","1,370",856,936,466,415,593,"1,023",872,"1,050","8,000","7,561","1,085","4,383","3,811",799,"4,851","3,161","4,294"
2020,12,60,"29,715","2,968",839,743,993,509,444,889,815,784,788,"4,040","3,773",874,"2,706","2,422",585,"2,203","1,387","1,953"
2020,12,70,"11,449","1,202",228,332,498,276,197,462,320,378,320,"1,249","1,300",334,959,811,223,970,564,826
2020,12,80,"3,584",385,76,143,175,98,54,144,89,128,98,408,398,110,257,275,69,322,163,192
2020,12,90,276,29,9,10,9,8,8,15,6,9,3,35,35,3,26,15,5,24,13,14
2020,12,100,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2021,1,총,"274,253","28,796","9,299","3,584","4,146","2,046","1,763","3,147","5,035","4,686","5,128","36,886","40,434","5,051","20,653","17,116","3,935","28,304","18,299","35,945"
2021,1,0,"24,925","3,330","1,403",124,103,53,50,81,287,322,317,"2,494","3,727",277,"1,338",789,280,"2,645","1,804","5,501"
2021,1,10,"31,805","3,149",651,177,194,64,78,114,335,299,334,"3,989","5,559",392,"2,039","1,611",378,"4,137","2,704","5,601"
2021,1,20,"37,564","3,015","1,094",389,393,192,165,276,739,614,783,"6,703","5,922",677,"3,287","3,216",562,"3,766","2,375","3,396"
2021,1,30,"35,718","4,556","2,079",303,386,156,144,246,704,636,680,"4,395","4,780",564,"2,400","1,664",419,"3,470","2,315","5,821"
2021,1,40,"48,859","5,833","1,530",508,464,217,211,328,708,645,750,"5,501","7,304",735,"3,219","2,486",612,"5,808","3,776","8,224"
2021,1,50,"49,892","4,295","1,373",845,930,466,408,585,"1,015",872,"1,045","7,987","7,595","1,079","4,386","3,790",793,"4,900","3,166","4,362"
2021,1,60,"30,069","2,991",852,750,994,515,446,890,828,784,796,"4,109","3,804",876,"2,728","2,458",594,"2,245","1,412","1,997"
2021,1,70,"11,506","1,211",231,336,497,274,198,466,320,373,321,"1,251","1,312",340,964,810,222,976,570,834
2021,1,80,"3,610",384,77,143,176,101,53,145,89,129,98,419,396,109,261,274,68,330,164,194
2021,1,90,279,30,9,8,9,8,9,15,7,11,3,35,35,2,26,17,5,23,12,15
2021,1,100,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2021,2,총,"274,198","28,814","9,305","3,584","4,143","2,045","1,761","3,145","5,007","4,661","5,125","36,865","40,410","5,061","20,582","17,075","3,922","28,381","18,281","36,031"
2021,2,0,"24,799","3,299","1,401",124,106,53,47,80,282,314,313,"2,487","3,725",279,"1,325",774,274,"2,643","1,788","5,485"
2021,2,10,"31,719","3,176",645,172,196,63,75,114,330,300,333,"3,958","5,520",387,"2,019","1,617",369,"4,138","2,695","5,612"
2021,2,20,"37,501","2,999","1,085",387,391,185,164,269,734,609,773,"6,696","5,937",677,"3,260","3,216",562,"3,779","2,377","3,401"
2021,2,30,"35,492","4,524","2,069",303,382,158,146,247,692,624,683,"4,385","4,732",566,"2,376","1,636",421,"3,466","2,294","5,788"
2021,2,40,"48,837","5,845","1,540",507,462,215,211,326,704,652,748,"5,481","7,289",734,"3,215","2,471",606,"5,794","3,773","8,264"
2021,2,50,"49,980","4,311","1,385",837,931,467,407,580,"1,009",852,"1,046","7,983","7,599","1,083","4,387","3,773",789,"4,953","3,177","4,411"
2021,2,60,"30,371","3,027",863,759,993,521,447,902,832,790,804,"4,169","3,868",883,"2,736","2,476",604,"2,261","1,421","2,015"
2021,2,70,"11,550","1,214",233,343,498,271,200,463,321,378,327,"1,245","1,305",339,969,819,222,985,576,842
2021,2,80,"3,649",387,76,142,176,105,53,149,94,130,96,423,400,111,265,275,68,335,167,197
2021,2,90,274,30,8,9,8,7,10,14,6,11,1,35,35,2,25,17,5,23,12,16
2021,2,100,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2021,3,총,"273,581","28,730","9,321","3,559","4,072","2,035","1,728","3,120","4,976","4,619","5,097","36,773","40,346","5,048","20,461","17,030","3,893","28,389","18,262","36,122"
2021,3,0,"24,653","3,289","1,413",124,102,55,46,79,285,320,309,"2,474","3,709",282,"1,304",772,266,"2,618","1,781","5,425"
2021,3,10,"31,587","3,169",649,172,183,62,73,117,322,296,329,"3,901","5,487",387,"2,008","1,602",373,"4,136","2,683","5,638"
2021,3,20,"37,447","2,971","1,076",384,392,188,157,263,736,593,781,"6,665","5,927",679,"3,253","3,221",546,"3,793","2,375","3,447"
2021,3,30,"35,288","4,487","2,050",291,367,155,142,245,691,623,669,"4,391","4,722",562,"2,349","1,637",422,"3,442","2,285","5,758"
2021,3,40,"48,670","5,861","1,555",496,448,216,209,325,695,641,742,"5,456","7,247",741,"3,164","2,458",606,"5,784","3,754","8,272"
2021,3,50,"49,861","4,310","1,380",833,912,455,398,573,"1,005",842,"1,031","7,957","7,590","1,068","4,370","3,728",781,"4,968","3,188","4,472"
2021,3,60,"30,601","3,021",876,764,"1,000",525,445,899,832,788,809,"4,210","3,915",886,"2,769","2,493",601,"2,296","1,432","2,040"
2021,3,70,"11,561","1,206",237,346,488,270,198,459,312,375,327,"1,260","1,319",332,957,824,220,989,581,861
2021,3,80,"3,640",388,79,140,172,103,52,146,91,131,99,424,399,109,264,276,69,336,170,192
2021,3,90,260,27,6,9,8,6,8,14,6,9,1,33,31,2,23,18,7,23,12,17
2021,3,100,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,4,총,"273,479","28,723","9,321","3,544","4,052","2,031","1,722","3,100","4,978","4,596","5,084","36,776","40,315","5,028","20,468","17,004","3,872","28,403","18,285","36,177"
2021,4,0,"24,511","3,283","1,408",122,94,52,47,73,293,314,309,"2,454","3,698",286,"1,295",762,264,"2,586","1,783","5,388"
2021,4,10,"31,495","3,173",654,168,174,63,74,118,316,297,337,"3,867","5,479",375,"2,009","1,592",361,"4,126","2,661","5,651"
2021,4,20,"37,452","2,965","1,073",384,389,191,155,259,740,585,769,"6,658","5,912",674,"3,244","3,207",553,"3,807","2,400","3,487"
2021,4,30,"35,180","4,462","2,028",291,368,152,139,237,680,623,667,"4,423","4,698",561,"2,337","1,643",420,"3,439","2,274","5,738"
2021,4,40,"48,618","5,868","1,567",489,449,216,209,325,699,632,741,"5,435","7,237",731,"3,168","2,444",600,"5,789","3,746","8,273"
2021,4,50,"49,872","4,297","1,380",833,905,451,396,567,"1,004",833,"1,030","7,952","7,590","1,073","4,361","3,732",772,"4,988","3,217","4,491"
2021,4,60,"30,825","3,053",887,766,"1,001",527,446,901,832,798,805,"4,262","3,945",883,"2,800","2,501",605,"2,309","1,439","2,065"
2021,4,70,"11,589","1,205",240,342,492,270,196,459,312,374,326,"1,259","1,322",332,965,827,218,997,583,870
2021,4,80,"3,666",389,79,140,172,103,52,146,95,130,99,430,404,111,267,277,70,335,170,197
2021,4,90,258,27,5,9,8,6,8,15,6,9,1,34,30,2,22,18,7,23,11,17
2021,4,100,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,5,총,"273,340","28,706","9,320","3,522","4,068","2,028","1,720","3,067","4,977","4,581","5,081","36,743","40,297","5,061","20,443","16,959","3,866","28,424","18,314","36,163"
2021,5,0,"24,353","3,282","1,413",118,93,53,47,70,291,315,304,"2,438","3,657",281,"1,274",756,260,"2,579","1,772","5,350"
2021,5,10,"31,468","3,168",651,168,190,63,73,118,317,292,333,"3,839","5,469",381,"2,004","1,583",361,"4,125","2,654","5,679"
2021,5,20,"37,345","2,966","1,069",378,382,186,152,253,727,575,761,"6,652","5,905",672,"3,235","3,186",555,"3,792","2,407","3,492"
2021,5,30,"35,043","4,428","2,005",290,370,157,136,228,675,624,662,"4,430","4,704",569,"2,336","1,635",418,"3,443","2,258","5,675"
2021,5,40,"48,458","5,851","1,578",478,453,215,209,319,693,628,742,"5,406","7,190",731,"3,153","2,427",595,"5,766","3,753","8,271"
2021,5,50,"49,983","4,322","1,378",834,895,448,396,566,"1,019",829,"1,039","7,941","7,615","1,070","4,352","3,724",774,"5,018","3,248","4,515"
2021,5,60,"31,095","3,060",898,768,"1,005",530,450,896,836,804,809,"4,312","3,986",902,"2,824","2,523",606,"2,338","1,452","2,096"
2021,5,70,"11,645","1,210",244,340,497,268,196,459,317,369,328,"1,260","1,331",337,973,829,220,"1,008",588,871
2021,5,80,"3,682",391,78,139,175,103,53,143,95,135,101,431,410,114,271,278,68,330,170,197
2021,5,90,255,27,6,9,8,5,8,15,6,9,2,32,30,4,21,17,7,21,11,17
2021,5,100,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021,6,총,"273,017","28,675","9,296","3,520","4,050","2,030","1,711","3,035","4,991","4,557","5,069","36,715","40,222","5,052","20,447","16,933","3,857","28,448","18,275","36,134"
2021,6,0,"24,189","3,262","1,410",117,91,51,46,66,297,315,299,"2,419","3,627",286,"1,263",748,252,"2,559","1,748","5,333"
2021,6,10,"31,387","3,173",649,169,185,63,72,119,318,283,338,"3,808","5,442",381,"1,998","1,583",349,"4,125","2,652","5,680"
