년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020,5,총,"230,062","18,123","19,039","14,072","11,621","14,025","16,568","12,838","12,150","13,272","12,522","22,510","13,565","10,681","7,703","4,328","27,045"
2020,5,0,"15,701","1,325","1,296",625,581,894,"1,006",654,862,"1,676",553,"1,499",845,631,390,240,"2,624"
2020,5,10,"20,216","1,250","1,460",999,890,"1,265","1,386",842,"1,261","1,180",896,"1,870","1,143",991,678,304,"3,801"
2020,5,20,"32,093","2,405","2,701","2,189","1,934","2,133","2,239","2,095","1,562","1,379","1,871","3,187","2,053","1,565","1,059",622,"3,099"
2020,5,30,"34,181","3,135","2,730","2,134","1,670","2,051","2,180","2,138","1,896","2,442","1,815","3,428","2,146","1,545","1,070",620,"3,181"
2020,5,40,"38,209","2,940","3,027","2,128","1,778","2,333","2,648","2,075","2,171","2,619","1,922","3,862","2,136","1,676","1,150",587,"5,157"
2020,5,50,"37,077","2,898","3,168","2,335","1,906","2,278","2,894","2,035","1,894","1,725","2,165","3,622","2,150","1,722","1,316",797,"4,172"
2020,5,60,"28,767","2,231","2,476","1,981","1,583","1,671","2,310","1,547","1,322","1,265","1,729","2,751","1,727","1,489","1,143",692,"2,850"
2020,5,70,"17,088","1,399","1,506","1,228",956,983,"1,373","1,014",853,709,"1,106","1,688","1,010",753,657,332,"1,521"
2020,5,80,"6,072",490,604,415,287,380,482,401,290,243,423,560,329,274,220,120,554
2020,5,90,580,45,60,34,35,29,41,30,39,27,37,39,25,31,17,12,79
2020,5,100,78,5,11,4,1,8,9,7,0,7,5,4,1,4,3,2,7
2020,6,총,"230,640","18,017","19,015","14,010","11,559","13,961","16,522","12,808","13,443","13,333","12,448","22,427","13,511","10,606","7,682","4,320","26,978"
2020,6,0,"15,758","1,308","1,289",617,563,876,990,646,"1,066","1,685",549,"1,501",823,610,390,240,"2,605"
2020,6,10,"20,129","1,224","1,445",978,878,"1,264","1,390",832,"1,341","1,185",874,"1,835","1,138",977,676,305,"3,787"
2020,6,20,"32,183","2,407","2,696","2,188","1,930","2,131","2,227","2,094","1,689","1,384","1,869","3,178","2,059","1,558","1,055",619,"3,099"
2020,6,30,"34,375","3,104","2,735","2,112","1,676","2,045","2,160","2,145","2,240","2,455","1,804","3,399","2,140","1,523","1,069",626,"3,142"
2020,6,40,"38,262","2,950","3,020","2,119","1,762","2,309","2,641","2,068","2,379","2,622","1,903","3,837","2,111","1,671","1,148",582,"5,140"
2020,6,50,"37,090","2,853","3,156","2,322","1,890","2,279","2,887","2,024","2,046","1,740","2,156","3,614","2,139","1,712","1,308",794,"4,170"
2020,6,60,"28,927","2,236","2,487","1,992","1,583","1,657","2,314","1,554","1,437","1,273","1,719","2,755","1,740","1,495","1,142",690,"2,853"
2020,6,70,"17,149","1,391","1,514","1,227",955,984,"1,371","1,007",897,716,"1,110","1,696","1,009",754,650,331,"1,537"
2020,6,80,"6,106",494,602,416,287,377,491,401,309,240,424,569,324,271,223,120,558
2020,6,90,582,45,60,35,34,31,42,30,38,26,35,39,27,31,18,11,80
2020,6,100,79,5,11,4,1,8,9,7,1,7,5,4,1,4,3,2,7
2020,7,총,"231,384","17,893","18,979","13,946","11,536","13,921","16,511","12,788","14,230","13,326","12,409","22,338","13,480","10,533","7,649","4,918","26,927"
2020,7,0,"15,812","1,285","1,285",613,564,861,985,639,"1,147","1,686",554,"1,477",819,608,391,321,"2,577"
2020,7,10,"20,122","1,213","1,446",969,873,"1,257","1,399",828,"1,374","1,178",868,"1,822","1,133",954,665,358,"3,785"
2020,7,20,"32,222","2,388","2,688","2,161","1,912","2,132","2,218","2,088","1,780","1,389","1,860","3,171","2,057","1,533","1,063",672,"3,110"
2020,7,30,"34,609","3,078","2,716","2,110","1,686","2,049","2,160","2,144","2,463","2,439","1,799","3,389","2,117","1,527","1,068",754,"3,110"
2020,7,40,"38,296","2,948","3,007","2,102","1,745","2,293","2,622","2,067","2,496","2,623","1,898","3,827","2,090","1,657","1,137",683,"5,101"
2020,7,50,"37,225","2,819","3,157","2,308","1,894","2,276","2,886","2,022","2,165","1,742","2,144","3,594","2,162","1,701","1,294",884,"4,177"
2020,7,60,"29,077","2,239","2,500","1,984","1,581","1,658","2,322","1,551","1,500","1,278","1,707","2,744","1,745","1,500","1,143",750,"2,875"
2020,7,70,"17,212","1,379","1,510","1,240",956,983,"1,375","1,008",942,719,"1,109","1,694","1,004",752,643,354,"1,544"
2020,7,80,"6,153",498,600,420,290,373,494,404,321,241,431,577,326,265,224,127,562
2020,7,90,577,41,59,35,34,31,41,30,41,24,34,39,26,32,18,13,79
2020,7,100,79,5,11,4,1,8,9,7,1,7,5,4,1,4,3,2,7
2020,8,총,"231,508","17,848","18,928","13,909","11,486","13,857","16,481","12,783","14,442","13,337","12,412","22,265","13,430","10,496","7,603","5,321","26,910"
2020,8,0,"15,721","1,272","1,271",609,565,860,975,637,"1,151","1,679",551,"1,460",801,601,391,346,"2,552"
2020,8,10,"20,067","1,210","1,441",948,856,"1,253","1,391",811,"1,388","1,184",856,"1,805","1,132",942,650,411,"3,789"
2020,8,20,"32,323","2,385","2,693","2,167","1,917","2,118","2,219","2,108","1,828","1,382","1,868","3,165","2,038","1,537","1,054",719,"3,125"
2020,8,30,"34,529","3,058","2,696","2,089","1,676","2,013","2,158","2,150","2,493","2,435","1,799","3,353","2,104","1,509","1,066",833,"3,097"
2020,8,40,"38,268","2,932","2,980","2,084","1,721","2,290","2,624","2,053","2,536","2,642","1,894","3,823","2,088","1,651","1,128",745,"5,077"
2020,8,50,"37,273","2,812","3,156","2,299","1,882","2,267","2,879","2,013","2,200","1,745","2,142","3,591","2,157","1,702","1,286",962,"4,180"
2020,8,60,"29,230","2,250","2,504","2,012","1,591","1,654","2,307","1,561","1,522","1,283","1,716","2,752","1,747","1,499","1,147",793,"2,892"
2020,8,70,"17,240","1,374","1,515","1,235",952,990,"1,373","1,005",955,716,"1,111","1,698","1,008",752,639,369,"1,548"
2020,8,80,"6,195",510,598,428,292,373,504,408,326,240,433,575,329,266,221,128,564
2020,8,90,581,39,63,34,33,31,41,30,42,24,37,39,25,33,18,13,79
2020,8,100,81,6,11,4,1,8,10,7,1,7,5,4,1,4,3,2,7
2020,9,총,"231,364","17,872","18,869","13,892","11,420","13,850","16,441","12,745","14,509","13,385","12,398","22,170","13,410","10,476","7,580","5,465","26,882"
2020,9,0,"15,629","1,278","1,262",606,554,859,959,635,"1,154","1,686",546,"1,430",797,583,390,358,"2,532"
2020,9,10,"20,025","1,197","1,433",940,852,"1,255","1,403",802,"1,386","1,185",846,"1,797","1,124",956,641,417,"3,791"
2020,9,20,"32,277","2,394","2,666","2,174","1,907","2,116","2,210","2,112","1,849","1,387","1,866","3,149","2,027","1,534","1,051",737,"3,098"
2020,9,30,"34,379","3,054","2,681","2,073","1,653","2,008","2,123","2,140","2,489","2,431","1,795","3,310","2,105","1,499","1,059",863,"3,096"
2020,9,40,"38,262","2,950","2,973","2,084","1,707","2,290","2,622","2,037","2,553","2,651","1,879","3,818","2,086","1,654","1,128",771,"5,059"
2020,9,50,"37,305","2,801","3,166","2,290","1,874","2,264","2,868","2,006","2,223","1,759","2,151","3,601","2,147","1,691","1,278",985,"4,201"
2020,9,60,"29,343","2,263","2,495","2,026","1,601","1,655","2,332","1,553","1,532","1,290","1,723","2,742","1,757","1,499","1,150",817,"2,908"
2020,9,70,"17,236","1,369","1,524","1,230",945,989,"1,362","1,013",955,720,"1,108","1,702","1,005",754,642,376,"1,542"
2020,9,80,"6,242",521,595,429,293,374,511,409,325,244,441,578,336,269,221,126,570
2020,9,90,585,39,63,36,33,32,41,31,42,25,38,39,25,33,17,13,78
2020,9,100,81,6,11,4,1,8,10,7,1,7,5,4,1,4,3,2,7
2020,10,총,"231,163","17,881","18,853","13,851","11,402","13,793","16,434","12,718","14,578","13,372","12,369","22,128","13,398","10,452","7,556","5,508","26,870"
2020,10,0,"15,516","1,264","1,260",600,546,839,941,631,"1,152","1,688",538,"1,409",793,573,390,360,"2,532"
2020,10,10,"19,931","1,183","1,419",929,848,"1,252","1,407",786,"1,388","1,181",843,"1,800","1,124",948,635,417,"3,771"
2020,10,20,"32,321","2,410","2,675","2,161","1,921","2,102","2,223","2,113","1,872","1,387","1,865","3,139","2,021","1,541","1,042",746,"3,103"
2020,10,30,"34,213","3,040","2,672","2,060","1,639","1,997","2,119","2,120","2,495","2,413","1,779","3,285","2,097","1,494","1,056",877,"3,070"
2020,10,40,"38,176","2,965","2,949","2,068","1,692","2,271","2,625","2,030","2,567","2,648","1,873","3,807","2,094","1,642","1,126",771,"5,048"
2020,10,50,"37,296","2,799","3,175","2,292","1,877","2,275","2,863","2,007","2,228","1,757","2,143","3,599","2,138","1,687","1,260",987,"4,209"
2020,10,60,"29,505","2,269","2,511","2,033","1,612","1,661","2,331","1,564","1,542","1,297","1,735","2,762","1,765","1,513","1,157",824,"2,929"
2020,10,70,"17,218","1,376","1,515","1,234",940,980,"1,361","1,013",963,718,"1,101","1,697","1,002",745,647,383,"1,543"
2020,10,80,"6,306",530,601,434,292,376,513,415,328,252,447,582,338,270,223,127,578
2020,10,90,598,38,65,36,34,32,41,32,42,24,40,44,25,35,16,14,80
2020,10,100,83,7,11,4,1,8,10,7,1,7,5,4,1,4,4,2,7
2020,11,총,"230,763","17,842","18,835","13,835","11,338","13,732","16,353","12,712","14,672","13,386","12,353","22,069","13,336","10,432","7,503","5,539","26,826"
2020,11,0,"15,353","1,253","1,253",589,532,820,925,614,"1,151","1,690",532,"1,385",787,567,387,360,"2,508"
2020,11,10,"19,833","1,173","1,412",920,831,"1,252","1,395",783,"1,380","1,173",841,"1,791","1,119",950,626,412,"3,775"
2020,11,20,"32,324","2,388","2,671","2,181","1,923","2,093","2,208","2,132","1,915","1,392","1,859","3,125","2,012","1,532","1,036",759,"3,098"
2020,11,30,"34,081","3,042","2,674","2,044","1,629","1,962","2,124","2,107","2,521","2,410","1,781","3,261","2,075","1,485","1,044",884,"3,038"
2020,11,40,"38,010","2,958","2,932","2,054","1,681","2,266","2,596","2,016","2,564","2,645","1,873","3,811","2,082","1,630","1,108",767,"5,027"
2020,11,50,"37,256","2,799","3,162","2,293","1,864","2,265","2,856","2,015","2,227","1,763","2,126","3,598","2,114","1,687","1,257",999,"4,231"
2020,11,60,"29,637","2,283","2,539","2,047","1,608","1,672","2,316","1,565","1,569","1,306","1,746","2,753","1,777","1,529","1,159",831,"2,937"
2020,11,70,"17,259","1,379","1,512","1,232",940,985,"1,368","1,024",972,722,"1,104","1,716",998,745,642,381,"1,539"
2020,11,80,"6,327",520,604,436,297,377,512,417,330,254,447,579,345,269,223,132,585
2020,11,90,602,40,66,35,32,32,44,32,43,24,39,46,26,33,17,12,81
2020,11,100,81,7,10,4,1,8,9,7,0,7,5,4,1,5,4,2,7
2020,12,총,"230,279","17,820","18,811","13,804","11,288","13,681","16,282","12,700","14,695","13,399","12,320","22,002","13,310","10,387","7,486","5,529","26,765"
2020,12,0,"15,210","1,238","1,249",569,532,809,913,615,"1,140","1,690",533,"1,364",787,558,374,361,"2,478"
2020,12,10,"19,756","1,172","1,414",919,821,"1,237","1,388",780,"1,381","1,173",834,"1,770","1,113",941,617,406,"3,790"
2020,12,20,"32,284","2,383","2,664","2,184","1,912","2,101","2,193","2,148","1,925","1,396","1,845","3,117","2,003","1,524","1,046",763,"3,080"
2020,12,30,"33,907","3,034","2,665","2,031","1,618","1,929","2,114","2,082","2,526","2,387","1,787","3,249","2,080","1,473","1,041",885,"3,006"
2020,12,40,"37,846","2,941","2,908","2,038","1,668","2,263","2,575","2,020","2,565","2,659","1,849","3,793","2,070","1,617","1,106",759,"5,015"
2020,12,50,"37,204","2,812","3,169","2,286","1,856","2,248","2,854","2,003","2,234","1,766","2,130","3,589","2,098","1,682","1,262",998,"4,217"
2020,12,60,"29,729","2,292","2,540","2,062","1,607","1,685","2,312","1,570","1,572","1,308","1,742","2,780","1,787","1,532","1,155",832,"2,953"
2020,12,70,"17,264","1,378","1,507","1,235",942,987,"1,364","1,022",976,727,"1,103","1,710","1,001",749,640,381,"1,542"
2020,12,80,"6,400",522,617,443,300,383,516,421,333,260,450,583,343,275,224,130,600
2020,12,90,597,41,68,33,31,31,44,32,43,25,42,43,27,31,17,12,77
2020,12,100,82,7,10,4,1,8,9,7,0,8,5,4,1,5,4,2,7
2021,1,총,"229,827","17,793","18,756","13,732","11,245","13,660","16,243","12,689","14,696","13,384","12,284","21,948","13,288","10,394","7,466","5,556","26,693"
2021,1,0,"15,023","1,226","1,239",545,530,797,892,607,"1,136","1,672",529,"1,342",781,557,368,364,"2,438"
2021,1,10,"19,689","1,154","1,405",914,815,"1,237","1,391",773,"1,365","1,179",834,"1,778","1,108",934,608,409,"3,785"
2021,1,20,"32,205","2,380","2,636","2,162","1,897","2,106","2,194","2,145","1,934","1,404","1,840","3,104","1,981","1,531","1,036",771,"3,084"
2021,1,30,"33,700","3,030","2,650","2,007","1,604","1,904","2,098","2,079","2,535","2,359","1,768","3,208","2,078","1,474","1,039",885,"2,982"
2021,1,40,"37,762","2,929","2,899","2,033","1,675","2,276","2,570","2,007","2,550","2,666","1,833","3,799","2,063","1,604","1,112",763,"4,983"
2021,1,50,"37,159","2,819","3,155","2,277","1,834","2,239","2,853","2,014","2,241","1,760","2,124","3,580","2,101","1,694","1,254","1,003","4,211"
2021,1,60,"29,850","2,284","2,555","2,079","1,613","1,689","2,306","1,577","1,586","1,317","1,760","2,789","1,801","1,538","1,157",828,"2,971"
2021,1,70,"17,293","1,392","1,517","1,232",940,985,"1,368","1,022",968,736,"1,096","1,710",994,753,642,384,"1,554"
2021,1,80,"6,460",530,622,446,305,386,516,425,342,256,454,591,354,272,228,134,599
2021,1,90,603,42,68,33,30,33,46,33,39,28,41,43,26,32,18,13,78
2021,1,100,83,7,10,4,2,8,9,7,0,7,5,4,1,5,4,2,8
2021,2,총,"229,318","17,765","18,692","13,698","11,191","13,627","16,217","12,693","14,669","13,359","12,294","21,898","13,256","10,371","7,458","5,548","26,582"
2021,2,0,"14,882","1,210","1,209",539,528,794,881,599,"1,138","1,665",530,"1,315",777,549,371,367,"2,410"
2021,2,10,"19,573","1,149","1,395",910,803,"1,228","1,384",772,"1,353","1,183",828,"1,772","1,100",930,601,407,"3,758"
2021,2,20,"32,039","2,372","2,620","2,140","1,869","2,105","2,185","2,162","1,916","1,396","1,853","3,082","1,975","1,513","1,035",760,"3,056"
2021,2,30,"33,517","3,007","2,640","2,000","1,601","1,882","2,089","2,066","2,524","2,347","1,767","3,187","2,046","1,469","1,041",882,"2,969"
2021,2,40,"37,666","2,918","2,885","2,028","1,663","2,276","2,550","1,996","2,556","2,654","1,822","3,800","2,082","1,606","1,104",775,"4,951"
2021,2,50,"37,186","2,836","3,154","2,276","1,828","2,233","2,849","2,021","2,237","1,774","2,124","3,587","2,088","1,699","1,256",998,"4,226"
2021,2,60,"29,954","2,298","2,561","2,084","1,620","1,690","2,321","1,591","1,592","1,314","1,769","2,810","1,814","1,539","1,156",824,"2,971"
2021,2,70,"17,328","1,390","1,529","1,235",934,986,"1,377","1,021",978,733,"1,098","1,707",993,758,644,387,"1,558"
2021,2,80,"6,492",536,624,450,313,393,523,425,337,261,456,590,353,270,229,133,599
2021,2,90,598,42,65,32,30,32,50,33,38,25,42,44,27,33,17,13,75
2021,2,100,83,7,10,4,2,8,8,7,0,7,5,4,1,5,4,2,9
2021,3,총,"227,910","17,686","18,535","13,640","11,121","13,549","15,962","12,663","14,579","13,380","12,148","21,754","13,203","10,296","7,368","5,536","26,490"
2021,3,0,"14,790","1,208","1,209",534,519,780,865,604,"1,131","1,669",527,"1,302",770,554,371,375,"2,372"
2021,3,10,"19,473","1,145","1,383",911,799,"1,204","1,390",765,"1,350","1,184",819,"1,749","1,104",905,594,404,"3,767"
2021,3,20,"31,955","2,383","2,594","2,132","1,871","2,112","2,168","2,168","1,900","1,391","1,832","3,101","1,972","1,520","1,025",754,"3,032"
2021,3,30,"33,386","2,983","2,658","2,003","1,588","1,880","2,075","2,057","2,508","2,338","1,779","3,168","2,044","1,455","1,016",891,"2,943"
2021,3,40,"37,349","2,905","2,838","2,008","1,653","2,260","2,526","1,975","2,545","2,663","1,786","3,753","2,054","1,608","1,100",765,"4,910"
2021,3,50,"36,956","2,826","3,118","2,257","1,804","2,217","2,822","2,021","2,218","1,788","2,087","3,576","2,086","1,674","1,238",993,"4,231"
2021,3,60,"29,916","2,291","2,555","2,076","1,624","1,683","2,273","1,590","1,588","1,327","1,756","2,803","1,823","1,548","1,161",831,"2,987"
2021,3,70,"17,099","1,378","1,496","1,228",924,982,"1,327","1,013",976,726,"1,076","1,692",976,738,628,376,"1,563"
2021,3,80,"6,397",527,617,453,312,395,481,430,328,262,448,570,349,267,219,137,602
2021,3,90,547,38,65,34,26,31,35,33,34,25,38,40,24,26,15,10,73
2021,3,100,42,2,2,4,1,5,0,7,1,7,0,0,1,1,1,0,10
2021,4,총,"227,446","17,643","18,515","13,644","11,080","13,524","15,940","12,641","14,618","13,351","12,097","21,714","13,140","10,260","7,351","5,525","26,403"
2021,4,0,"14,700","1,201","1,198",538,521,777,859,589,"1,143","1,650",528,"1,299",753,554,371,376,"2,343"
2021,4,10,"19,381","1,134","1,384",901,789,"1,188","1,386",748,"1,344","1,199",821,"1,726","1,086",904,585,399,"3,787"
2021,4,20,"31,875","2,392","2,583","2,142","1,854","2,115","2,161","2,180","1,914","1,372","1,797","3,121","1,959","1,511","1,018",746,"3,010"
2021,4,30,"33,216","2,955","2,642","1,996","1,589","1,874","2,073","2,064","2,494","2,309","1,775","3,120","2,047","1,444","1,010",895,"2,929"
2021,4,40,"37,277","2,888","2,840","1,998","1,643","2,259","2,525","1,955","2,567","2,672","1,787","3,759","2,042","1,592","1,105",760,"4,885"
2021,4,50,"36,865","2,824","3,130","2,257","1,793","2,202","2,799","2,019","2,223","1,787","2,068","3,564","2,071","1,675","1,240",995,"4,218"
2021,4,60,"30,012","2,298","2,559","2,081","1,629","1,698","2,283","1,607","1,590","1,340","1,756","2,814","1,829","1,549","1,157",829,"2,993"
2021,4,70,"17,073","1,381","1,486","1,229",923,978,"1,326","1,007",977,724,"1,074","1,687",979,740,626,377,"1,559"
2021,4,80,"6,451",531,625,463,312,397,490,431,331,266,452,584,350,264,222,136,597
2021,4,90,555,37,66,35,25,32,38,34,34,25,39,40,24,26,16,12,72
2021,4,100,41,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,10
2021,5,총,"227,496","17,573","18,451","13,594","11,023","13,504","15,922","12,629","15,052","13,356","12,131","21,637","13,137","10,254","7,351","5,527","26,355"
2021,5,0,"14,656","1,192","1,189",535,519,764,851,590,"1,203","1,644",533,"1,281",747,550,368,371,"2,319"
2021,5,10,"19,360","1,126","1,384",896,783,"1,190","1,388",733,"1,368","1,205",814,"1,710","1,080",916,585,401,"3,781"
2021,5,20,"31,819","2,373","2,563","2,142","1,834","2,105","2,145","2,169","1,962","1,369","1,812","3,107","1,955","1,503","1,012",743,"3,025"
2021,5,30,"33,156","2,942","2,622","1,989","1,599","1,884","2,055","2,067","2,550","2,291","1,785","3,111","2,036","1,437",998,894,"2,896"
2021,5,40,"37,194","2,862","2,818","1,973","1,626","2,246","2,518","1,945","2,653","2,675","1,773","3,745","2,053","1,580","1,114",760,"4,853"
2021,5,50,"36,951","2,821","3,132","2,260","1,771","2,209","2,807","2,034","2,303","1,789","2,087","3,543","2,058","1,678","1,235","1,001","4,223"
2021,5,60,"30,202","2,313","2,567","2,075","1,631","1,693","2,310","1,610","1,643","1,355","1,755","2,825","1,855","1,550","1,175",827,"3,018"
2021,5,70,"17,046","1,375","1,480","1,228",918,978,"1,318","1,006",989,720,"1,069","1,686",978,746,621,381,"1,553"
2021,5,80,"6,517",529,628,457,316,400,491,434,346,276,463,588,352,268,225,138,606
2021,5,90,554,38,66,35,24,31,39,34,34,25,40,41,23,25,17,11,71
2021,5,100,41,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,10
2021,6,총,"227,584","17,499","18,420","13,564","10,999","13,500","15,953","12,620","15,425","13,318","12,131","21,574","13,127","10,245","7,360","5,531","26,318"
2021,6,0,"14,678","1,195","1,190",537,517,758,844,591,"1,263","1,636",534,"1,275",738,552,366,379,"2,303"
2021,6,10,"19,340","1,110","1,376",880,780,"1,191","1,386",724,"1,411","1,206",814,"1,703","1,088",909,584,400,"3,778"
2021,6,20,"31,755","2,350","2,550","2,148","1,826","2,106","2,135","2,161","2,000","1,348","1,799","3,097","1,957","1,501","1,001",742,"3,034"
2021,6,30,"33,165","2,940","2,634","1,993","1,590","1,876","2,063","2,067","2,617","2,277","1,793","3,078","2,020","1,442","1,015",894,"2,866"
2021,6,40,"37,170","2,840","2,805","1,938","1,623","2,240","2,529","1,942","2,712","2,686","1,786","3,731","2,066","1,570","1,122",759,"4,821"
2021,6,50,"36,967","2,796","3,115","2,273","1,781","2,208","2,808","2,029","2,353","1,780","2,070","3,553","2,049","1,677","1,230",993,"4,252"
2021,6,60,"30,353","2,324","2,576","2,078","1,636","1,707","2,341","1,618","1,684","1,354","1,756","2,825","1,860","1,555","1,180",833,"3,026"
2021,6,70,"16,996","1,367","1,477","1,222",908,980,"1,306","1,011",994,723,"1,075","1,677",972,748,614,379,"1,543"
2021,6,80,"6,567",538,631,458,312,399,501,435,357,275,464,594,354,264,229,140,616
2021,6,90,551,37,64,33,24,31,40,35,33,26,40,41,23,26,18,12,68
2021,6,100,42,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,11
2021,7,총,"227,339","17,485","18,363","13,534","10,963","13,486","15,963","12,605","15,485","13,290","12,108","21,527","13,120","10,239","7,350","5,556","26,265"
2021,7,0,"14,592","1,194","1,176",533,511,762,838,592,"1,263","1,625",533,"1,251",741,550,364,377,"2,282"
2021,7,10,"19,280","1,100","1,371",863,774,"1,166","1,390",719,"1,415","1,206",811,"1,712","1,086",904,590,397,"3,776"
2021,7,20,"31,718","2,335","2,523","2,148","1,828","2,112","2,131","2,165","2,002","1,348","1,806","3,084","1,957","1,502","1,000",751,"3,026"
2021,7,30,"33,026","2,940","2,632","1,987","1,583","1,857","2,058","2,060","2,610","2,263","1,789","3,054","2,017","1,433","1,012",895,"2,836"
2021,7,40,"37,026","2,824","2,790","1,934","1,609","2,247","2,533","1,924","2,733","2,670","1,763","3,725","2,057","1,564","1,105",764,"4,784"
2021,7,50,"37,025","2,816","3,103","2,258","1,783","2,211","2,805","2,046","2,364","1,794","2,062","3,550","2,044","1,685","1,231","1,000","4,273"
2021,7,60,"30,473","2,336","2,589","2,099","1,634","1,708","2,352","1,607","1,712","1,355","1,770","2,837","1,864","1,559","1,180",840,"3,031"
2021,7,70,"16,970","1,362","1,472","1,218",904,986,"1,309","1,011",985,719,"1,068","1,671",974,747,613,380,"1,551"
2021,7,80,"6,636",539,640,455,312,400,508,439,367,277,467,603,356,268,236,140,629
2021,7,90,551,37,65,35,23,33,39,35,33,26,39,40,24,26,18,12,66
2021,7,100,42,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,11
2021,8,총,"226,964","17,468","18,305","13,482","10,911","13,480","15,939","12,584","15,523","13,264","12,043","21,487","13,119","10,212","7,353","5,587","26,207"
2021,8,0,"14,525","1,190","1,174",530,504,757,829,591,"1,272","1,623",524,"1,241",745,549,358,373,"2,265"
2021,8,10,"19,210","1,087","1,362",862,759,"1,169","1,392",701,"1,419","1,203",803,"1,705","1,081",899,590,401,"3,777"
2021,8,20,"31,592","2,325","2,507","2,112","1,812","2,108","2,104","2,154","2,007","1,337","1,813","3,086","1,944","1,501","1,008",763,"3,011"
