년도,월,나이,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020,2,70,"17,447",733,296,"1,122","1,400",991,585,820,"1,191","1,097",782,"1,243",483,574,"1,090",859,635,640,"1,211",541,"1,154"
2020,2,80,"7,822",333,142,487,579,498,257,401,517,424,327,646,214,259,404,338,261,285,645,272,533
2020,2,90,"1,135",54,33,77,87,65,46,64,65,62,50,97,26,36,65,56,41,27,89,36,59
2020,2,100,177,11,7,4,11,9,4,12,9,24,8,11,6,6,7,7,2,2,10,7,20
2020,3,총,"184,027","7,709","5,120","10,852","10,556","10,732","7,151","9,529","11,366","11,664","9,319","12,790","5,387","6,172","10,213","8,616","8,972","6,005","15,514","6,130","10,230"
2020,3,0,"10,744",323,292,792,456,631,302,489,519,999,613,674,396,375,503,517,616,374,965,274,634
2020,3,10,"12,569",286,259,952,663,815,356,534,607,875,955,"1,060",365,526,632,648,531,462,"1,327",239,477
2020,3,20,"26,023","1,651","1,044",947,"1,027","1,433","1,735","2,158","1,809","1,173",961,"1,392",637,611,"1,518",979,"1,838",776,"1,826","1,292","1,216"
2020,3,30,"23,255","1,102",864,"1,176",955,"1,249","1,225","1,541","1,632","1,572",931,"1,180",823,725,"1,087",953,"1,393",580,"1,768","1,021","1,478"
2020,3,40,"25,639",828,704,"1,756","1,406","1,562",911,"1,204","1,543","1,825","1,555","1,927",764,925,"1,318","1,180","1,205",840,"2,239",734,"1,213"
2020,3,50,"30,594","1,193",835,"1,753","1,834","1,917",865,"1,168","1,666","1,948","1,755","2,418",829,"1,191","1,826","1,534","1,325","1,034","3,007",863,"1,633"
2020,3,60,"28,472","1,185",641,"1,774","2,113","1,556",870,"1,138","1,797","1,658","1,380","2,129",844,941,"1,746","1,536","1,121",977,"2,417",853,"1,796"
2020,3,70,"17,480",738,300,"1,138","1,397",989,580,820,"1,190","1,093",783,"1,248",487,576,"1,092",860,633,646,"1,211",536,"1,163"
2020,3,80,"7,936",338,140,487,609,505,257,402,526,433,327,653,213,260,421,344,267,285,655,275,539
2020,3,90,"1,138",54,34,73,85,67,45,63,68,64,51,98,23,36,62,58,41,29,90,36,61
2020,3,100,177,11,7,4,11,8,5,12,9,24,8,11,6,6,8,7,2,2,9,7,20
2020,4,총,"184,275","7,754","5,106","10,779","10,980","10,725","7,123","9,551","11,391","11,610","9,282","12,759","5,361","6,157","10,184","8,605","9,022","5,984","15,478","6,203","10,221"
2020,4,0,"10,702",325,290,757,549,627,294,481,510,991,600,658,380,369,496,515,622,371,958,273,636
2020,4,10,"12,562",286,260,939,691,806,354,533,612,863,961,"1,051",365,516,624,650,538,461,"1,336",242,474
2020,4,20,"26,119","1,690","1,037",960,"1,056","1,428","1,729","2,191","1,839","1,181",959,"1,384",625,620,"1,517",973,"1,847",766,"1,795","1,310","1,212"
2020,4,30,"23,298","1,111",856,"1,151","1,058","1,248","1,215","1,550","1,622","1,567",920,"1,184",817,717,"1,078",943,"1,396",580,"1,777","1,036","1,472"
2020,4,40,"25,618",842,706,"1,726","1,473","1,555",913,"1,203","1,541","1,818","1,542","1,917",757,913,"1,312","1,177","1,199",832,"2,226",754,"1,212"
2020,4,50,"30,519","1,172",828,"1,751","1,866","1,914",859,"1,164","1,668","1,945","1,737","2,406",834,"1,192","1,814","1,523","1,334","1,029","2,991",863,"1,629"
2020,4,60,"28,592","1,187",641,"1,779","2,152","1,574",868,"1,134","1,790","1,646","1,391","2,139",842,947,"1,750","1,556","1,132",982,"2,429",863,"1,790"
2020,4,70,"17,583",736,304,"1,151","1,413",995,584,822,"1,205","1,080",788,"1,251",494,576,"1,107",864,640,646,"1,214",543,"1,170"
2020,4,80,"7,972",341,143,490,624,504,259,396,525,432,327,658,218,264,418,342,271,286,654,274,546
2020,4,90,"1,130",53,34,71,85,66,43,65,70,63,49,100,23,37,60,54,41,29,90,37,60
2020,4,100,180,11,7,4,13,8,5,12,9,24,8,11,6,6,8,8,2,2,8,8,20
2020,5,총,"184,387","7,769","5,115","10,733","11,266","10,724","7,112","9,553","11,383","11,560","9,266","12,732","5,368","6,121","10,171","8,609","9,039","5,955","15,474","6,248","10,189"
2020,5,0,"10,695",321,296,751,590,622,291,478,503,982,598,658,383,361,493,512,626,371,951,274,634
2020,5,10,"12,515",282,263,923,708,804,346,529,615,870,953,"1,042",365,512,622,648,537,452,"1,325",247,472
2020,5,20,"26,181","1,711","1,041",956,"1,087","1,429","1,744","2,221","1,834","1,161",951,"1,375",613,615,"1,515",974,"1,869",762,"1,786","1,332","1,205"
2020,5,30,"23,326","1,120",857,"1,143","1,116","1,251","1,204","1,545","1,613","1,550",920,"1,181",822,707,"1,078",940,"1,400",572,"1,785","1,065","1,457"
2020,5,40,"25,522",839,706,"1,706","1,522","1,548",899,"1,197","1,539","1,812","1,524","1,898",751,910,"1,302","1,175","1,185",828,"2,220",752,"1,209"
2020,5,50,"30,493","1,162",827,"1,741","1,909","1,914",858,"1,153","1,672","1,937","1,741","2,415",837,"1,178","1,812","1,520","1,331","1,019","2,990",851,"1,626"
2020,5,60,"28,663","1,196",635,"1,790","2,174","1,575",875,"1,129","1,794","1,645","1,397","2,130",848,950,"1,757","1,551","1,136",991,"2,440",861,"1,789"
2020,5,70,"17,658",731,309,"1,152","1,436",999,588,828,"1,203","1,083",791,"1,260",499,577,"1,102",876,642,643,"1,219",550,"1,170"
2020,5,80,"8,007",340,140,494,625,509,260,393,529,434,332,660,221,267,420,346,272,288,657,273,547
2020,5,90,"1,147",56,34,73,87,65,43,67,72,62,50,102,23,38,61,59,39,27,93,36,60
2020,5,100,180,11,7,4,12,8,4,13,9,24,9,11,6,6,9,8,2,2,8,7,20
2020,6,총,"184,485","7,774","5,096","10,744","11,434","10,696","7,137","9,530","11,360","11,498","9,250","12,726","5,365","6,106","10,145","8,628","9,051","5,953","15,432","6,277","10,283"
2020,6,0,"10,677",331,304,743,611,623,291,469,500,962,591,657,379,360,494,517,629,370,936,272,638
2020,6,10,"12,447",277,252,914,719,806,341,512,608,879,957,"1,033",366,507,614,643,528,453,"1,316",244,478
2020,6,20,"26,251","1,705","1,034",971,"1,103","1,416","1,751","2,242","1,830","1,159",942,"1,380",619,618,"1,510",983,"1,870",760,"1,780","1,355","1,223"
2020,6,30,"23,348","1,128",848,"1,131","1,165","1,244","1,216","1,543","1,608","1,533",918,"1,179",820,701,"1,068",932,"1,409",570,"1,773","1,079","1,483"
2020,6,40,"25,534",836,714,"1,702","1,546","1,543",911,"1,190","1,533","1,812","1,520","1,897",750,910,"1,299","1,178","1,180",827,"2,208",756,"1,222"
2020,6,50,"30,365","1,163",815,"1,755","1,920","1,912",852,"1,142","1,669","1,915","1,735","2,400",826,"1,159","1,795","1,509","1,328","1,014","2,969",847,"1,640"
2020,6,60,"28,807","1,193",640,"1,795","2,190","1,573",873,"1,135","1,795","1,641","1,398","2,144",852,967,"1,768","1,566","1,146",999,"2,470",865,"1,797"
2020,6,70,"17,718",737,307,"1,160","1,446",997,594,823,"1,208","1,079",800,"1,265",499,575,"1,109",887,643,643,"1,220",544,"1,182"
2020,6,80,"8,003",335,141,498,634,509,259,392,526,432,331,657,223,266,419,348,277,287,657,271,541
2020,6,90,"1,154",58,34,71,88,64,45,69,74,62,49,103,25,37,60,57,39,28,95,37,59
2020,6,100,181,11,7,4,12,9,4,13,9,24,9,11,6,6,9,8,2,2,8,7,20
2020,7,총,"184,742","7,766","5,092","10,843","11,535","10,688","7,108","9,521","11,359","11,509","9,237","12,647","5,363","6,100","10,147","8,702","9,049","5,935","15,393","6,285","10,463"
2020,7,0,"10,663",327,306,738,628,624,291,469,501,962,588,643,381,357,496,521,628,366,932,266,639
2020,7,10,"12,417",269,252,916,712,800,336,508,599,891,965,"1,025",360,506,611,653,524,448,"1,308",251,483
2020,7,20,"26,386","1,728","1,033",984,"1,111","1,417","1,751","2,254","1,832","1,166",937,"1,368",623,617,"1,516",998,"1,882",759,"1,761","1,372","1,277"
2020,7,30,"23,358","1,127",836,"1,142","1,186","1,241","1,201","1,549","1,607","1,533",906,"1,163",818,699,"1,065",942,"1,406",567,"1,757","1,084","1,529"
2020,7,40,"25,546",828,712,"1,715","1,560","1,545",911,"1,188","1,538","1,818","1,515","1,876",751,907,"1,303","1,195","1,172",822,"2,196",756,"1,238"
2020,7,50,"30,380","1,166",818,"1,785","1,935","1,903",845,"1,134","1,657","1,913","1,741","2,398",820,"1,159","1,782","1,516","1,321","1,007","2,965",844,"1,671"
2020,7,60,"28,868","1,188",644,"1,818","2,202","1,575",872,"1,123","1,792","1,631","1,397","2,141",856,971,"1,778","1,564","1,150","1,004","2,486",862,"1,814"
2020,7,70,"17,768",734,307,"1,163","1,466","1,000",593,823,"1,224","1,079",801,"1,263",498,574,"1,110",896,645,641,"1,225",537,"1,189"
2020,7,80,"8,027",334,144,505,635,509,260,389,526,432,331,658,224,266,417,352,280,290,661,270,544
2020,7,90,"1,150",54,33,73,88,66,44,71,74,60,48,101,26,38,61,56,39,29,94,36,59
2020,7,100,179,11,7,4,12,8,4,13,9,24,8,11,6,6,8,9,2,2,8,7,20
2020,8,총,"184,754","7,751","5,066","10,875","11,548","10,774","7,069","9,467","11,318","11,656","9,216","12,595","5,368","6,082","10,120","8,753","9,027","5,884","15,341","6,286","10,558"
2020,8,0,"10,589",329,305,736,629,623,286,462,498,960,579,640,381,353,494,522,626,359,917,260,630
2020,8,10,"12,351",268,253,927,712,784,339,500,591,904,959,"1,018",355,499,611,653,517,430,"1,298",244,489
2020,8,20,"26,499","1,731","1,020",989,"1,101","1,456","1,748","2,252","1,841","1,214",942,"1,360",628,616,"1,510","1,003","1,882",753,"1,770","1,377","1,306"
2020,8,30,"23,320","1,123",830,"1,142","1,195","1,263","1,192","1,535","1,583","1,551",895,"1,157",819,689,"1,063",955,"1,398",558,"1,737","1,093","1,542"
2020,8,40,"25,513",823,713,"1,727","1,561","1,548",900,"1,179","1,536","1,840","1,511","1,856",744,900,"1,286","1,198","1,175",813,"2,187",764,"1,252"
2020,8,50,"30,286","1,159",808,"1,775","1,930","1,916",843,"1,131","1,639","1,926","1,738","2,376",818,"1,164","1,773","1,530","1,305",991,"2,949",839,"1,676"
2020,8,60,"29,047","1,185",649,"1,832","2,214","1,598",866,"1,123","1,799","1,651","1,401","2,164",865,970,"1,777","1,578","1,154","1,014","2,502",864,"1,841"
2020,8,70,"17,756",731,307,"1,158","1,468","1,005",584,815,"1,225","1,090",798,"1,261",501,579,"1,113",895,645,645,"1,215",530,"1,191"
2020,8,80,"8,065",338,141,513,642,507,263,385,523,436,337,646,225,268,424,355,283,291,666,271,551
2020,8,90,"1,148",53,33,72,84,66,44,72,74,60,48,106,26,38,61,55,39,28,92,37,60
2020,8,100,180,11,7,4,12,8,4,13,9,24,8,11,6,6,8,9,3,2,8,7,20
2020,9,총,"184,729","7,720","5,047","10,924","11,544","10,777","7,053","9,454","11,299","11,730","9,195","12,562","5,372","6,032","10,083","8,806","9,024","5,859","15,301","6,324","10,623"
2020,9,0,"10,533",323,301,750,623,623,280,461,493,953,579,631,379,347,490,521,622,355,908,266,628
2020,9,10,"12,310",258,248,938,709,774,334,505,592,917,951,"1,013",348,496,604,666,512,425,"1,284",241,495
2020,9,20,"26,555","1,738","1,016",996,"1,095","1,468","1,742","2,244","1,839","1,238",933,"1,354",654,605,"1,501","1,010","1,882",743,"1,761","1,393","1,343"
2020,9,30,"23,271","1,111",827,"1,138","1,199","1,262","1,202","1,530","1,562","1,574",889,"1,149",816,670,"1,054",955,"1,398",555,"1,733","1,110","1,537"
2020,9,40,"25,500",813,710,"1,744","1,557","1,550",901,"1,182","1,537","1,843","1,510","1,832",740,897,"1,279","1,220","1,177",804,"2,184",759,"1,261"
2020,9,50,"30,160","1,164",802,"1,760","1,935","1,911",829,"1,123","1,639","1,937","1,738","2,367",809,"1,152","1,749","1,524","1,302",997,"2,917",844,"1,661"
2020,9,60,"29,214","1,181",654,"1,844","2,218","1,609",865,"1,127","1,806","1,658","1,406","2,187",868,971,"1,800","1,591","1,156","1,011","2,525",866,"1,871"
2020,9,70,"17,715",727,304,"1,158","1,463","1,001",588,813,"1,221","1,084",794,"1,256",502,579,"1,110",894,644,646,"1,216",523,"1,192"
2020,9,80,"8,142",339,146,517,649,507,263,388,528,442,338,656,224,272,428,360,288,293,671,277,556
2020,9,90,"1,149",55,32,75,85,64,45,68,73,59,48,106,26,38,60,56,40,28,94,38,59
2020,9,100,180,11,7,4,11,8,4,13,9,25,9,11,6,5,8,9,3,2,8,7,20
2020,10,총,"185,063","7,725","4,990","10,976","11,517","10,802","7,029","10,024","11,222","11,751","9,161","12,548","5,377","6,005","10,049","8,816","9,000","5,836","15,266","6,335","10,634"
2020,10,0,"10,548",322,297,752,620,617,278,528,489,945,570,633,380,344,482,521,630,349,904,267,620
2020,10,10,"12,274",258,238,933,704,761,331,540,589,925,945,"1,003",348,492,593,665,518,420,"1,275",240,496
2020,10,20,"26,635","1,754","1,015","1,022","1,081","1,484","1,733","2,335","1,811","1,241",926,"1,354",662,596,"1,501","1,013","1,850",747,"1,754","1,401","1,355"
2020,10,30,"23,308","1,112",816,"1,143","1,196","1,257","1,198","1,674","1,548","1,553",883,"1,151",814,663,"1,061",955,"1,392",546,"1,711","1,114","1,521"
2020,10,40,"25,522",806,694,"1,749","1,550","1,562",902,"1,278","1,524","1,862","1,502","1,807",740,890,"1,257","1,222","1,176",791,"2,178",763,"1,269"
2020,10,50,"30,178","1,169",792,"1,761","1,933","1,913",821,"1,198","1,627","1,951","1,734","2,363",803,"1,147","1,746","1,519","1,303",997,"2,886",843,"1,672"
2020,10,60,"29,372","1,177",649,"1,858","2,221","1,630",866,"1,167","1,808","1,661","1,405","2,206",875,980,"1,801","1,596","1,154","1,015","2,570",864,"1,869"
2020,10,70,"17,697",718,304,"1,161","1,464",995,585,823,"1,215","1,085",793,"1,253",499,580,"1,111",898,642,648,"1,212",522,"1,189"
2020,10,80,"8,188",342,145,516,650,512,267,398,531,443,346,655,226,267,428,362,290,295,676,276,563
2020,10,90,"1,157",55,33,76,86,63,44,70,71,59,47,112,24,41,61,56,43,26,92,38,60
2020,10,100,184,12,7,5,12,8,4,13,9,26,10,11,6,5,8,9,2,2,8,7,20
2020,11,총,"185,666","7,729","4,952","10,998","11,525","10,808","7,015","10,856","11,162","11,777","9,142","12,502","5,359","5,996","10,047","8,821","8,975","5,801","15,249","6,320","10,632"
2020,11,0,"10,562",321,291,743,619,612,274,631,483,953,560,619,374,344,472,517,628,344,897,269,611
2020,11,10,"12,272",258,235,928,709,764,325,579,573,929,941,988,346,490,586,676,521,415,"1,274",245,490
2020,11,20,"26,768","1,769","1,005","1,018","1,078","1,511","1,756","2,468","1,803","1,232",931,"1,347",658,590,"1,512","1,019","1,829",730,"1,743","1,405","1,364"
2020,11,30,"23,405","1,107",810,"1,144","1,187","1,253","1,192","1,882","1,543","1,558",860,"1,132",806,659,"1,070",931,"1,386",542,"1,712","1,114","1,517"
2020,11,40,"25,603",812,692,"1,756","1,566","1,547",891,"1,408","1,510","1,859","1,507","1,799",735,891,"1,254","1,227","1,180",773,"2,169",757,"1,270"
2020,11,50,"30,253","1,170",778,"1,770","1,928","1,914",809,"1,316","1,620","1,964","1,728","2,374",801,"1,145","1,744","1,516","1,301",997,"2,876",834,"1,668"
2020,11,60,"29,544","1,180",652,"1,877","2,223","1,627",874,"1,242","1,807","1,666","1,412","2,201",887,983,"1,806","1,599","1,152","1,021","2,589",867,"1,879"
2020,11,70,"17,714",709,306,"1,167","1,470",991,583,832,"1,212","1,086",793,"1,258",499,583,"1,100",912,646,652,"1,219",510,"1,186"
2020,11,80,"8,202",339,141,514,646,518,265,415,533,448,351,657,223,266,433,358,289,298,673,274,561
2020,11,90,"1,160",52,35,76,87,63,41,70,69,58,49,116,24,40,62,57,41,27,89,38,66
2020,11,100,183,12,7,5,12,8,5,13,9,24,10,11,6,5,8,9,2,2,8,7,20
2020,12,총,"185,966","7,715","4,945","11,054","11,547","10,816","6,974","11,360","11,168","11,804","9,123","12,439","5,381","5,968","9,957","8,798","8,962","5,771","15,188","6,303","10,693"
2020,12,0,"10,538",320,283,736,624,604,275,684,475,953,562,607,373,335,458,506,625,341,894,270,613
2020,12,10,"12,264",252,239,939,712,762,314,628,572,933,936,965,350,490,578,675,524,409,"1,264",236,486
2020,12,20,"26,866","1,782","1,007","1,017","1,081","1,522","1,762","2,545","1,815","1,244",924,"1,346",671,588,"1,487","1,017","1,827",721,"1,719","1,413","1,378"
2020,12,30,"23,482","1,106",803,"1,138","1,190","1,265","1,182","1,973","1,520","1,564",871,"1,132",810,644,"1,063",922,"1,386",536,"1,709","1,131","1,537"
2020,12,40,"25,607",809,692,"1,769","1,560","1,529",886,"1,493","1,511","1,870","1,498","1,776",726,891,"1,243","1,231","1,172",765,"2,153",751,"1,282"
2020,12,50,"30,206","1,143",781,"1,780","1,923","1,913",800,"1,400","1,621","1,957","1,701","2,368",802,"1,137","1,724","1,507","1,296",992,"2,851",821,"1,689"
2020,12,60,"29,658","1,195",651,"1,898","2,234","1,634",867,"1,281","1,817","1,669","1,424","2,193",896,982,"1,801","1,603","1,152","1,025","2,601",861,"1,874"
2020,12,70,"17,734",704,307,"1,178","1,477",993,576,852,"1,221","1,087",796,"1,255",503,584,"1,094",907,643,655,"1,219",504,"1,179"
2020,12,80,"8,256",339,142,518,642,523,267,420,537,445,351,668,220,273,439,364,292,295,681,274,566
2020,12,90,"1,171",52,33,76,93,63,40,71,70,58,50,118,24,39,62,56,43,30,89,35,69
2020,12,100,184,13,7,5,11,8,5,13,9,24,10,11,6,5,8,10,2,2,8,7,20
2021,1,총,"186,117","7,778","4,954","11,066","11,541","10,808","6,977","11,563","11,170","11,813","9,119","12,391","5,431","5,934","9,911","8,775","8,934","5,764","15,164","6,324","10,700"
2021,1,0,"10,487",318,285,734,636,589,276,694,472,950,556,594,374,328,458,508,618,336,888,260,613
2021,1,10,"12,265",253,237,934,707,769,310,641,568,934,940,969,353,483,581,666,526,413,"1,255",237,489
2021,1,20,"26,906","1,828",984,"1,007","1,073","1,519","1,776","2,597","1,822","1,242",916,"1,327",693,582,"1,458","1,008","1,831",721,"1,717","1,435","1,370"
2021,1,30,"23,564","1,133",823,"1,155","1,182","1,270","1,171","2,021","1,519","1,570",861,"1,139",820,636,"1,059",911,"1,376",532,"1,705","1,138","1,543"
2021,1,40,"25,518",796,692,"1,757","1,558","1,528",886,"1,518","1,510","1,866","1,500","1,762",732,873,"1,233","1,236","1,164",752,"2,134",742,"1,279"
2021,1,50,"30,111","1,149",783,"1,775","1,913","1,902",798,"1,423","1,608","1,940","1,695","2,355",792,"1,145","1,703","1,493","1,290",992,"2,847",824,"1,684"
2021,1,60,"29,809","1,187",656,"1,916","2,226","1,643",873,"1,302","1,828","1,683","1,441","2,193",911,990,"1,813","1,610","1,147","1,031","2,610",867,"1,882"
2021,1,70,"17,756",708,307,"1,182","1,490",995,573,853,"1,214","1,092",795,"1,254",505,583,"1,088",911,642,654,"1,229",501,"1,180"
2021,1,80,"8,311",340,147,520,649,521,268,430,547,451,350,669,222,270,444,364,295,299,683,277,565
2021,1,90,"1,204",53,33,81,96,64,41,70,73,61,55,117,23,39,66,58,43,32,88,36,75
2021,1,100,186,13,7,5,11,8,5,14,9,24,10,12,6,5,8,10,2,2,8,7,20
2021,2,총,"186,262","7,876","4,971","11,082","11,509","10,777","6,993","11,679","11,195","11,820","9,113","12,391","5,441","5,912","9,860","8,765","8,926","5,762","15,164","6,331","10,695"
2021,2,0,"10,430",316,285,739,626,581,271,699,468,937,557,596,373,323,453,504,617,334,880,264,607
2021,2,10,"12,243",262,238,928,706,767,309,648,576,931,939,952,349,473,589,664,530,410,"1,247",235,490
2021,2,20,"26,964","1,901",990,"1,002","1,042","1,490","1,788","2,640","1,838","1,249",911,"1,338",696,585,"1,415","1,000","1,822",722,"1,719","1,435","1,381"
2021,2,30,"23,546","1,142",837,"1,142","1,185","1,275","1,166","2,058","1,507","1,565",858,"1,139",822,627,"1,055",912,"1,356",531,"1,707","1,137","1,525"
2021,2,40,"25,548",798,681,"1,767","1,564","1,523",890,"1,539","1,515","1,875","1,496","1,756",736,860,"1,227","1,236","1,163",751,"2,134",748,"1,289"
2021,2,50,"30,019","1,144",789,"1,772","1,902","1,904",804,"1,420","1,603","1,930","1,693","2,351",785,"1,149","1,690","1,483","1,289",990,"2,834",819,"1,668"
2021,2,60,"29,951","1,194",656,"1,933","2,227","1,642",873,"1,304","1,831","1,697","1,449","2,208",918,987,"1,817","1,623","1,156","1,038","2,629",874,"1,895"
2021,2,70,"17,763",711,309,"1,189","1,489",993,574,853,"1,216","1,089",792,"1,255",508,587,"1,090",905,651,650,"1,227",500,"1,175"
2021,2,80,"8,392",341,146,521,659,528,270,438,557,461,352,667,223,277,451,368,297,302,688,276,570
2021,2,90,"1,220",54,33,84,98,66,43,66,75,62,56,117,25,39,65,60,43,32,91,36,75
2021,2,100,186,13,7,5,11,8,5,14,9,24,10,12,6,5,8,10,2,2,8,7,20
2021,3,총,"184,942","7,770","4,954","10,986","11,457","10,721","6,937","11,620","11,121","11,685","9,062","12,240","5,404","5,851","9,735","8,735","8,880","5,723","15,119","6,330","10,612"
2021,3,0,"10,356",322,281,730,623,581,270,707,457,928,548,587,369,321,451,506,613,320,871,264,607
2021,3,10,"12,207",260,241,916,712,769,309,657,571,934,934,937,347,463,596,665,532,407,"1,239",228,490
2021,3,20,"27,037","1,937","1,015","1,007","1,038","1,474","1,784","2,664","1,846","1,244",912,"1,326",687,583,"1,411",992,"1,818",724,"1,730","1,473","1,372"
2021,3,30,"23,426","1,145",828,"1,127","1,184","1,274","1,159","2,078","1,490","1,547",840,"1,133",817,616,"1,043",904,"1,354",533,"1,695","1,136","1,523"
2021,3,40,"25,329",789,687,"1,751","1,556","1,524",877,"1,511","1,513","1,864","1,490","1,726",740,854,"1,201","1,224","1,140",745,"2,119",739,"1,279"
2021,3,50,"29,755","1,119",781,"1,765","1,886","1,886",796,"1,418","1,601","1,918","1,694","2,309",771,"1,128","1,666","1,485","1,273",979,"2,802",821,"1,657"
2021,3,60,"29,817","1,155",651,"1,917","2,217","1,637",864,"1,280","1,824","1,687","1,441","2,207",916,987,"1,800","1,623","1,162","1,039","2,656",861,"1,893"
2021,3,70,"17,496",663,296,"1,184","1,476",990,573,820,"1,192","1,053",793,"1,241",511,587,"1,058",905,650,645,"1,222",500,"1,137"
2021,3,80,"8,315",332,142,509,665,522,266,423,555,448,351,658,222,277,450,367,298,298,695,271,566
2021,3,90,"1,154",48,31,79,96,63,38,59,70,60,55,114,24,35,58,58,40,33,87,36,70
2021,3,100,50,0,1,1,4,1,1,3,2,2,4,2,0,0,1,6,0,0,3,1,18
2021,4,총,"184,695","7,818","4,957","10,996","11,422","10,711","6,917","11,594","11,100","11,668","9,039","12,217","5,396","5,849","9,709","8,761","8,830","5,716","15,097","6,330","10,568"
2021,4,0,"10,308",327,284,735,620,578,262,705,454,918,547,582,365,321,446,506,606,323,868,265,596
2021,4,10,"12,147",260,237,917,709,765,300,658,572,930,926,938,342,459,589,672,526,403,"1,233",228,483
2021,4,20,"26,952","1,952","1,022","1,002","1,033","1,470","1,789","2,642","1,848","1,238",908,"1,325",691,574,"1,413",990,"1,786",718,"1,720","1,472","1,359"
