년도,월,나이,대전광역시 유성구,대전광역시 유성구 진잠동,대전광역시 유성구 온천1동,대전광역시 유성구 온천2동,대전광역시 유성구 노은1동,대전광역시 유성구 노은2동,대전광역시 유성구 노은3동,대전광역시 유성구 신성동,대전광역시 유성구 전민동,대전광역시 유성구 구즉동,대전광역시 유성구 관평동,대전광역시 유성구 원신흥동,대전광역시 유성구 학하동,대전광역시 유성구 상대동
2020,5,80,"4,200",614,504,483,263,338,331,260,328,440,208,431,,
2020,5,90,811,113,96,85,52,68,64,40,70,77,42,104,,
2020,5,100,43,7,19,5,0,0,3,1,1,3,1,3,,
2020,6,총,"174,242","17,383","16,647","19,301","11,238","12,782","19,187","12,210","13,387","13,750","14,197","24,160",,
2020,6,0,"17,444","1,668",767,"1,790","1,136","1,278","2,539","1,463","1,250","1,290","1,541","2,722",,
2020,6,10,"18,556","1,605",747,"1,559","1,467","1,705","2,229","1,383","1,633","1,547","2,196","2,485",,
2020,6,20,"24,471","2,034","3,985","3,433","1,401","1,551","1,843","1,788","1,956","1,907","1,768","2,805",,
2020,6,30,"27,446","2,245","2,803","3,023","1,678","1,646","3,441","2,354","2,074","1,970","1,969","4,243",,
2020,6,40,"30,838","2,900","2,034","2,772","2,294","2,614","3,728","2,057","2,334","2,400","3,189","4,516",,
2020,6,50,"27,138","3,133","2,851","3,131","1,585","1,953","2,658","1,683","2,259","2,245","1,981","3,659",,
2020,6,60,"16,152","2,068","1,871","2,160",890,"1,029","1,678",866,"1,091","1,171",968,"2,360",,
2020,6,70,"7,142",999,969,864,473,600,670,311,390,701,336,829,,
2020,6,80,"4,205",616,504,483,263,336,331,263,329,439,208,433,,
2020,6,90,808,109,97,81,51,70,67,41,70,77,40,105,,
2020,6,100,42,6,19,5,0,0,3,1,1,3,1,3,,
2020,7,총,"174,449","17,379","16,683","19,310","11,293","12,771","19,268","12,201","13,375","13,724","14,238","24,207",,
2020,7,0,"17,420","1,671",766,"1,785","1,144","1,267","2,532","1,452","1,250","1,288","1,547","2,718",,
2020,7,10,"18,559","1,606",745,"1,563","1,467","1,705","2,238","1,388","1,622","1,545","2,198","2,482",,
2020,7,20,"24,496","2,029","3,999","3,433","1,425","1,558","1,847","1,776","1,960","1,888","1,764","2,817",,
2020,7,30,"27,433","2,221","2,819","3,019","1,676","1,634","3,462","2,351","2,052","1,966","1,980","4,253",,
2020,7,40,"30,862","2,909","2,027","2,779","2,306","2,603","3,741","2,053","2,326","2,392","3,198","4,528",,
2020,7,50,"27,184","3,139","2,861","3,128","1,587","1,960","2,677","1,686","2,278","2,242","1,977","3,649",,
2020,7,60,"16,265","2,083","1,863","2,174",896,"1,037","1,692",874,"1,102","1,188",987,"2,369",,
2020,7,70,"7,166",995,976,859,473,605,673,314,390,695,339,847,,
2020,7,80,"4,215",618,511,484,267,334,331,264,324,439,209,434,,
2020,7,90,806,102,96,81,52,68,72,42,70,78,38,107,,
2020,7,100,43,6,20,5,0,0,3,1,1,3,1,3,,
2020,8,총,"174,549","17,398","16,722","19,349","11,253","12,730","19,316","12,298","13,396","13,700","14,178","24,209",,
2020,8,0,"17,377","1,659",765,"1,790","1,135","1,269","2,520","1,449","1,255","1,277","1,544","2,714",,
2020,8,10,"18,511","1,604",745,"1,549","1,463","1,693","2,248","1,399","1,616","1,540","2,178","2,476",,
2020,8,20,"24,528","2,035","4,012","3,472","1,409","1,547","1,859","1,797","1,971","1,879","1,744","2,803",,
2020,8,30,"27,347","2,197","2,829","2,995","1,660","1,620","3,453","2,380","2,060","1,949","1,964","4,240",,
2020,8,40,"30,916","2,919","2,036","2,791","2,304","2,596","3,755","2,073","2,306","2,391","3,201","4,544",,
2020,8,50,"27,181","3,140","2,858","3,126","1,583","1,962","2,678","1,686","2,282","2,243","1,972","3,651",,
2020,8,60,"16,397","2,112","1,872","2,184",905,"1,037","1,720",879,"1,112","1,198",994,"2,384",,
2020,8,70,"7,190","1,001",978,866,477,611,668,322,393,694,337,843,,
2020,8,80,"4,235",618,511,487,263,330,337,267,328,449,205,440,,
2020,8,90,823,106,96,84,54,65,75,45,72,77,38,111,,
2020,8,100,44,7,20,5,0,0,3,1,1,3,1,3,,
2020,9,총,"174,601","17,404","16,781","19,329","11,245","12,737","19,286","12,392","13,359","13,649","14,226","24,193",,
2020,9,0,"17,317","1,659",780,"1,782","1,116","1,261","2,517","1,463","1,247","1,257","1,532","2,703",,
2020,9,10,"18,528","1,597",738,"1,546","1,467","1,689","2,247","1,418","1,601","1,526","2,200","2,499",,
2020,9,20,"24,528","2,020","4,037","3,491","1,411","1,551","1,838","1,797","1,969","1,881","1,751","2,782",,
2020,9,30,"27,331","2,203","2,847","2,968","1,648","1,621","3,438","2,390","2,062","1,948","1,980","4,226",,
2020,9,40,"30,902","2,911","2,041","2,796","2,303","2,591","3,757","2,094","2,289","2,374","3,213","4,533",,
2020,9,50,"27,147","3,154","2,835","3,094","1,588","1,981","2,671","1,695","2,283","2,233","1,974","3,639",,
2020,9,60,"16,537","2,133","1,889","2,207",913,"1,036","1,745",889,"1,119","1,203",993,"2,410",,
2020,9,70,"7,182",995,980,863,477,613,662,325,388,696,336,847,,
2020,9,80,"4,249",620,517,491,267,325,334,273,327,451,208,436,,
2020,9,90,836,105,97,86,55,69,74,47,73,77,38,115,,
2020,9,100,44,7,20,5,0,0,3,1,1,3,1,3,,
2020,10,총,"174,398","17,375","16,789","19,318","11,221","12,688","19,267","12,424","13,330","13,619","14,220","24,147",,
2020,10,0,"17,199","1,634",778,"1,771","1,109","1,238","2,508","1,461","1,238","1,256","1,517","2,689",,
2020,10,10,"18,492","1,591",737,"1,539","1,474","1,679","2,255","1,424","1,585","1,505","2,202","2,501",,
2020,10,20,"24,498","2,028","4,027","3,488","1,397","1,558","1,839","1,793","1,975","1,880","1,756","2,757",,
2020,10,30,"27,207","2,183","2,861","2,961","1,627","1,584","3,412","2,405","2,041","1,947","1,982","4,204",,
2020,10,40,"30,845","2,904","2,041","2,786","2,308","2,591","3,764","2,095","2,284","2,353","3,196","4,523",,
2020,10,50,"27,171","3,152","2,831","3,088","1,594","1,976","2,668","1,709","2,287","2,238","1,979","3,649",,
2020,10,60,"16,641","2,143","1,903","2,233",913,"1,050","1,749",891,"1,127","1,207","1,005","2,420",,
2020,10,70,"7,204","1,004",979,867,477,619,662,325,388,702,336,845,,
2020,10,80,"4,260",623,514,492,267,325,332,274,332,450,207,444,,
2020,10,90,837,106,98,88,55,68,75,46,72,78,39,112,,
2020,10,100,44,7,20,5,0,0,3,1,1,3,1,3,,
2020,11,총,"174,206","17,320","16,835","19,316","11,201","12,657","19,281","12,374","13,292","13,598","14,216","24,116",,
2020,11,0,"17,066","1,624",770,"1,772","1,093","1,220","2,495","1,423","1,238","1,241","1,510","2,680",,
2020,11,10,"18,472","1,575",731,"1,530","1,473","1,675","2,265","1,429","1,583","1,504","2,206","2,501",,
2020,11,20,"24,525","2,023","4,051","3,522","1,395","1,553","1,840","1,802","1,966","1,877","1,755","2,741",,
2020,11,30,"27,057","2,174","2,878","2,944","1,620","1,582","3,394","2,361","2,017","1,932","1,983","4,172",,
2020,11,40,"30,803","2,888","2,048","2,787","2,308","2,562","3,777","2,101","2,281","2,339","3,176","4,536",,
2020,11,50,"27,150","3,146","2,825","3,058","1,580","1,988","2,669","1,712","2,282","2,258","1,989","3,643",,
2020,11,60,"16,762","2,151","1,922","2,250",923,"1,067","1,765",893,"1,135","1,217","1,007","2,432",,
2020,11,70,"7,221","1,005",977,866,486,619,664,330,391,699,335,849,,
2020,11,80,"4,267",620,512,494,268,325,332,277,329,453,212,445,,
2020,11,90,839,107,101,88,55,66,77,45,69,75,42,114,,
2020,11,100,44,7,20,5,0,0,3,1,1,3,1,3,,
2020,12,총,"173,807","17,276","16,838","19,325","11,186","12,606","19,241","12,307","13,264","13,549","14,210","24,005",,
2020,12,0,"16,966","1,611",761,"1,768","1,092","1,206","2,487","1,388","1,233","1,226","1,514","2,680",,
2020,12,10,"18,403","1,571",728,"1,527","1,476","1,661","2,262","1,429","1,572","1,485","2,205","2,487",,
2020,12,20,"24,430","2,020","4,059","3,525","1,387","1,550","1,816","1,804","1,966","1,877","1,749","2,677",,
2020,12,30,"26,913","2,185","2,860","2,933","1,614","1,570","3,379","2,312","2,005","1,911","1,988","4,156",,
2020,12,40,"30,708","2,863","2,056","2,793","2,295","2,552","3,768","2,103","2,268","2,337","3,153","4,520",,
2020,12,50,"27,078","3,131","2,813","3,063","1,579","1,973","2,670","1,710","2,285","2,243","1,993","3,618",,
2020,12,60,"16,888","2,154","1,938","2,252",938,"1,081","1,773",906,"1,147","1,239","1,010","2,450",,
2020,12,70,"7,238","1,003",982,873,484,619,669,329,381,699,340,859,,
2020,12,80,"4,302",622,520,500,265,328,338,280,334,456,217,442,,
2020,12,90,836,109,100,86,56,66,76,45,72,73,40,113,,
2020,12,100,45,7,21,5,0,0,3,1,1,3,1,3,,
2021,1,총,"173,700","17,272","16,872","19,234","11,157","12,596","19,220","12,411","13,206","13,558","14,219","23,955",,
2021,1,0,"16,841","1,606",753,"1,742","1,085","1,180","2,476","1,394","1,215","1,216","1,518","2,656",,
2021,1,10,"18,405","1,572",722,"1,525","1,476","1,659","2,262","1,445","1,569","1,484","2,204","2,487",,
2021,1,20,"24,383","2,008","4,098","3,484","1,389","1,547","1,807","1,825","1,948","1,886","1,748","2,643",,
2021,1,30,"26,846","2,182","2,872","2,906","1,605","1,578","3,341","2,377","1,984","1,900","1,980","4,121",,
2021,1,40,"30,670","2,863","2,053","2,786","2,287","2,528","3,776","2,098","2,265","2,342","3,144","4,528",,
2021,1,50,"27,045","3,122","2,788","3,063","1,573","1,978","2,674","1,688","2,277","2,241","2,009","3,632",,
2021,1,60,"17,073","2,183","1,964","2,256",943,"1,107","1,790",926,"1,157","1,255","1,021","2,471",,
2021,1,70,"7,229",997,983,872,476,624,679,333,376,700,339,850,,
2021,1,80,"4,310",624,516,504,265,328,334,278,339,453,218,451,,
2021,1,90,853,108,102,91,58,67,78,46,75,77,38,113,,
2021,1,100,45,7,21,5,0,0,3,1,1,4,0,3,,
2021,2,총,"173,522","17,229","16,903","19,239","11,166","12,571","19,179","12,400","13,178","13,555","14,176","23,926",,
2021,2,0,"16,747","1,608",751,"1,726","1,081","1,160","2,466","1,380","1,203","1,212","1,528","2,632",,
2021,2,10,"18,361","1,566",729,"1,557","1,470","1,659","2,237","1,438","1,563","1,477","2,177","2,488",,
2021,2,20,"24,319","1,989","4,107","3,481","1,394","1,532","1,803","1,847","1,937","1,882","1,737","2,610",,
2021,2,30,"26,660","2,150","2,873","2,888","1,605","1,563","3,300","2,342","1,964","1,887","1,977","4,111",,
2021,2,40,"30,668","2,890","2,055","2,782","2,286","2,519","3,773","2,110","2,266","2,353","3,108","4,526",,
2021,2,50,"27,088","3,097","2,790","3,064","1,577","1,989","2,686","1,692","2,281","2,244","2,034","3,634",,
2021,2,60,"17,218","2,190","1,984","2,272",947,"1,115","1,810",936,"1,166","1,267","1,021","2,510",,
2021,2,70,"7,244",998,982,872,482,632,684,329,381,696,336,852,,
2021,2,80,"4,306",623,509,500,266,335,338,276,336,457,219,447,,
2021,2,90,867,112,102,92,58,67,79,49,80,76,39,113,,
2021,2,100,44,6,21,5,0,0,3,1,1,4,0,3,,
2021,3,총,"173,371","17,168","16,887","19,239","11,109","12,600","19,167","12,383","13,149","13,554","14,146","23,969",,
2021,3,0,"16,639","1,590",750,"1,723","1,066","1,152","2,443","1,376","1,194","1,203","1,520","2,622",,
2021,3,10,"18,333","1,549",734,"1,568","1,470","1,670","2,235","1,430","1,550","1,475","2,169","2,483",,
2021,3,20,"24,374","1,995","4,121","3,508","1,376","1,533","1,800","1,863","1,945","1,879","1,731","2,623",,
2021,3,30,"26,542","2,136","2,885","2,885","1,599","1,575","3,252","2,316","1,960","1,870","1,968","4,096",,
2021,3,40,"30,557","2,864","2,044","2,758","2,262","2,493","3,798","2,104","2,241","2,346","3,105","4,542",,
2021,3,50,"27,103","3,100","2,774","3,052","1,574","2,009","2,695","1,691","2,278","2,252","2,037","3,641",,
2021,3,60,"17,392","2,199","1,987","2,289",967,"1,134","1,826",954,"1,179","1,280","1,027","2,550",,
2021,3,70,"7,219",992,973,864,472,623,695,324,383,703,331,859,,
2021,3,80,"4,322",626,516,499,264,341,342,276,341,463,218,436,,
2021,3,90,864,111,95,93,59,70,77,49,77,79,40,114,,
2021,3,100,26,6,8,0,0,0,4,0,1,4,0,3,,
2021,4,총,"173,302","17,101","16,883","19,263","11,129","12,569","19,174","12,392","13,166","13,574","14,135","23,916",,
2021,4,0,"16,557","1,579",742,"1,732","1,054","1,138","2,433","1,384","1,186","1,207","1,512","2,590",,
2021,4,10,"18,314","1,552",737,"1,563","1,468","1,672","2,242","1,422","1,551","1,468","2,145","2,494",,
2021,4,20,"24,357","1,992","4,098","3,515","1,384","1,515","1,807","1,860","1,953","1,891","1,749","2,593",,
2021,4,30,"26,475","2,124","2,890","2,880","1,609","1,571","3,209","2,325","1,965","1,865","1,956","4,081",,
2021,4,40,"30,580","2,862","2,047","2,759","2,262","2,496","3,818","2,103","2,230","2,342","3,105","4,556",,
2021,4,50,"27,062","3,069","2,759","3,049","1,583","2,001","2,691","1,693","2,289","2,253","2,051","3,624",,
2021,4,60,"17,499","2,207","2,009","2,295",973,"1,136","1,850",955,"1,190","1,294","1,028","2,562",,
2021,4,70,"7,232",986,978,872,468,625,698,330,380,706,327,862,,
2021,4,80,"4,341",621,521,503,268,344,346,274,342,462,221,439,,
2021,4,90,863,107,94,95,60,71,76,46,79,82,41,112,,
2021,4,100,22,2,8,0,0,0,4,0,1,4,0,3,,
2021,5,총,"173,296","17,113","16,868","19,237","11,138","12,564","19,166","12,381","13,238","13,570","14,118","23,903",,
2021,5,0,"16,483","1,584",731,"1,724","1,050","1,133","2,418","1,369","1,204","1,190","1,501","2,579",,
2021,5,10,"18,296","1,550",728,"1,556","1,468","1,670","2,242","1,425","1,553","1,467","2,141","2,496",,
2021,5,20,"24,336","1,985","4,087","3,504","1,386","1,515","1,811","1,850","1,966","1,911","1,748","2,573",,
2021,5,30,"26,389","2,115","2,911","2,875","1,607","1,570","3,189","2,317","1,974","1,850","1,944","4,037",,
2021,5,40,"30,513","2,842","2,036","2,758","2,254","2,475","3,811","2,112","2,234","2,333","3,094","4,564",,
2021,5,50,"27,130","3,086","2,750","3,030","1,587","2,019","2,701","1,688","2,296","2,266","2,063","3,644",,
2021,5,60,"17,654","2,231","2,019","2,323",984,"1,141","1,864",964,"1,204","1,301","1,037","2,586",,
2021,5,70,"7,237",982,982,867,471,626,699,331,384,701,324,870,,
2021,5,80,"4,374",629,523,506,273,344,351,277,342,467,224,438,,
2021,5,90,861,106,93,94,58,71,76,48,80,80,42,113,,
2021,5,100,23,3,8,0,0,0,4,0,1,4,0,3,,
2021,6,총,"173,283","17,069","16,899","19,238","11,139","12,586","19,163","12,388","13,221","13,567","14,116","23,897",,
2021,6,0,"16,428","1,576",722,"1,710","1,051","1,129","2,398","1,370","1,203","1,184","1,501","2,584",,
2021,6,10,"18,265","1,546",721,"1,559","1,472","1,661","2,257","1,412","1,552","1,465","2,125","2,495",,
2021,6,20,"24,291","1,978","4,094","3,491","1,385","1,524","1,795","1,854","1,950","1,911","1,762","2,547",,
2021,6,30,"26,311","2,095","2,928","2,872","1,576","1,576","3,160","2,321","1,982","1,851","1,937","4,013",,
2021,6,40,"30,534","2,835","2,044","2,764","2,267","2,467","3,832","2,103","2,229","2,329","3,080","4,584",,
2021,6,50,"27,105","3,087","2,740","3,036","1,590","2,018","2,695","1,686","2,290","2,264","2,076","3,623",,
2021,6,60,"17,824","2,236","2,037","2,336",992,"1,161","1,891",977,"1,208","1,308","1,048","2,630",,
2021,6,70,"7,257",977,982,874,478,624,704,337,389,705,323,864,,
2021,6,80,"4,386",633,528,503,270,355,349,280,340,465,223,440,,
2021,6,90,857,104,95,93,58,70,78,48,76,81,41,113,,
2021,6,100,25,2,8,0,0,1,4,0,2,4,0,4,,
2021,7,총,"173,185","17,039","16,885","19,214","11,111","12,600","19,138","12,387","13,240","13,543","14,121","23,907",,
2021,7,0,"16,384","1,572",716,"1,710","1,054","1,114","2,395","1,376","1,208","1,178","1,493","2,568",,
2021,7,10,"18,196","1,549",709,"1,547","1,466","1,665","2,242","1,403","1,552","1,461","2,103","2,499",,
2021,7,20,"24,228","1,967","4,094","3,481","1,364","1,528","1,785","1,844","1,931","1,904","1,775","2,555",,
2021,7,30,"26,233","2,086","2,926","2,866","1,564","1,573","3,151","2,328","1,991","1,847","1,930","3,971",,
2021,7,40,"30,484","2,825","2,029","2,776","2,254","2,457","3,822","2,089","2,228","2,322","3,079","4,603",,
2021,7,50,"27,125","3,077","2,740","3,010","1,604","2,040","2,703","1,697","2,297","2,250","2,079","3,628",,
2021,7,60,"17,977","2,250","2,051","2,358",997,"1,174","1,896",987,"1,224","1,325","1,070","2,645",,
2021,7,70,"7,279",978,981,874,479,618,716,335,387,704,327,880,,
2021,7,80,"4,397",632,534,499,271,360,346,282,343,467,223,440,,
2021,7,90,857,101,97,93,58,70,78,46,77,81,42,114,,
2021,7,100,25,2,8,0,0,1,4,0,2,4,0,4,,
2021,8,총,"173,137","17,026","16,914","19,207","11,088","12,574","19,142","12,405","13,227","13,521","14,120","23,913",,
2021,8,0,"16,318","1,561",716,"1,689","1,042","1,109","2,380","1,393","1,208","1,180","1,496","2,544",,
2021,8,10,"18,172","1,551",707,"1,532","1,460","1,655","2,252","1,390","1,548","1,454","2,100","2,523",,
2021,8,20,"24,225","1,974","4,098","3,510","1,354","1,519","1,788","1,843","1,933","1,888","1,768","2,550",,
2021,8,30,"26,172","2,074","2,924","2,879","1,553","1,564","3,144","2,323","1,986","1,842","1,942","3,941",,
2021,8,40,"30,402","2,793","2,022","2,766","2,248","2,447","3,809","2,099","2,227","2,312","3,057","4,622",,
2021,8,50,"27,213","3,086","2,751","3,005","1,626","2,047","2,734","1,702","2,280","2,260","2,097","3,625",,
2021,8,60,"18,037","2,272","2,072","2,358",991,"1,181","1,886",992,"1,239","1,323","1,071","2,652",,
2021,8,70,"7,313",978,978,878,482,621,723,337,385,713,325,893,,
2021,8,80,"4,402",630,537,499,276,357,345,279,343,468,222,446,,
2021,8,90,857,105,101,91,55,73,77,47,76,77,42,113,,
2021,8,100,26,2,8,0,1,1,4,0,2,4,0,4,,
2021,9,총,"173,346","16,997","16,982","19,306","11,091","12,565","19,147","12,465","13,266","13,503","14,107","23,917",,
2021,9,0,"16,263","1,560",711,"1,690","1,029","1,097","2,371","1,387","1,214","1,173","1,495","2,536",,
2021,9,10,"18,140","1,543",703,"1,534","1,462","1,660","2,236","1,391","1,542","1,458","2,088","2,523",,
2021,9,20,"24,361","1,958","4,155","3,626","1,352","1,509","1,784","1,868","1,952","1,870","1,772","2,515",,
2021,9,30,"26,114","2,055","2,940","2,845","1,559","1,557","3,127","2,344","1,982","1,829","1,926","3,950",,
2021,9,40,"30,434","2,791","2,016","2,785","2,244","2,454","3,821","2,091","2,225","2,319","3,056","4,632",,
2021,9,50,"27,257","3,099","2,748","2,985","1,634","2,036","2,758","1,711","2,290","2,260","2,105","3,631",,
2021,9,60,"18,149","2,283","2,078","2,365","1,003","1,194","1,890","1,006","1,251","1,328","1,083","2,668",,
2021,9,70,"7,318",977,973,883,481,617,727,341,389,710,322,898,,
2021,9,80,"4,421",625,547,496,271,364,351,278,344,474,218,453,,
2021,9,90,863,104,103,97,55,76,78,48,75,78,42,107,,
2021,9,100,26,2,8,0,1,1,4,0,2,4,0,4,,
2021,10,총,"173,348","16,948","16,977","19,327","11,097","12,532","19,172","12,536","13,275","13,492","14,091","23,901",,
2021,10,0,"16,184","1,545",720,"1,690","1,017","1,087","2,358","1,402","1,198","1,162","1,484","2,521",,
2021,10,10,"18,140","1,540",691,"1,516","1,466","1,648","2,252","1,386","1,548","1,463","2,093","2,537",,
2021,10,20,"24,319","1,938","4,153","3,676","1,354","1,503","1,781","1,863","1,944","1,864","1,741","2,502",,
2021,10,30,"26,122","2,047","2,950","2,832","1,561","1,539","3,126","2,382","1,999","1,824","1,925","3,937",,
2021,10,40,"30,402","2,789","2,022","2,768","2,233","2,440","3,830","2,099","2,227","2,317","3,065","4,612",,
2021,10,50,"27,269","3,091","2,739","2,983","1,645","2,047","2,758","1,710","2,282","2,259","2,102","3,653",,
2021,10,60,"18,265","2,290","2,074","2,384","1,002","1,206","1,913","1,018","1,262","1,334","1,101","2,681",,
2021,10,70,"7,320",974,972,883,487,618,724,344,391,710,317,900,,
2021,10,80,"4,435",626,544,499,274,370,345,285,347,476,221,448,,
2021,10,90,865,106,106,96,56,73,81,47,75,77,42,106,,
2021,10,100,27,2,6,0,2,1,4,0,2,6,0,4,,
2021,11,총,"173,697","12,317","13,027","19,302","11,050","12,494","19,114","12,504","13,244","13,470","14,103","14,650","8,293","10,129"
2021,11,0,"16,117",919,441,"1,683","1,009","1,072","2,338","1,364","1,183","1,151","1,489","1,456",891,"1,121"
2021,11,10,"18,186","1,115",482,"1,508","1,469","1,649","2,249","1,383","1,547","1,464","2,093","1,277",617,"1,333"
2021,11,20,"24,312","1,509","3,436","3,674","1,329","1,503","1,762","1,870","1,944","1,857","1,735","1,633","1,099",961
2021,11,30,"26,142","1,268","2,305","2,819","1,556","1,518","3,106","2,363","1,982","1,825","1,926","2,700","1,390","1,384"
2021,11,40,"30,401","2,018","1,493","2,757","2,214","2,430","3,815","2,097","2,209","2,301","3,044","2,725","1,255","2,043"
2021,11,50,"27,394","2,321","1,962","2,970","1,648","2,040","2,766","1,722","2,283","2,269","2,124","2,218","1,473","1,598"
2021,11,60,"18,410","1,726","1,537","2,404","1,000","1,215","1,912","1,021","1,278","1,337","1,110","1,695","1,076","1,099"
2021,11,70,"7,356",812,827,885,491,618,733,350,398,710,321,580,277,354
2021,11,80,"4,478",539,460,503,276,374,348,286,341,475,219,300,175,182
2021,11,90,875,88,80,99,55,74,80,48,77,78,42,63,38,53
2021,11,100,26,2,4,0,3,1,5,0,2,3,0,3,2,1
2021,12,총,"173,814","12,251","12,946","19,212","10,984","12,391","19,029","12,425","13,168","13,323","14,065","14,490","8,247","11,283"
2021,12,0,"16,068",898,427,"1,666",977,"1,056","2,306","1,348","1,170","1,113","1,476","1,419",876,"1,336"
2021,12,10,"18,240","1,106",471,"1,503","1,465","1,644","2,241","1,368","1,542","1,440","2,104","1,268",625,"1,463"
2021,12,20,"24,257","1,500","3,426","3,664","1,343","1,469","1,753","1,850","1,933","1,847","1,722","1,628","1,073","1,049"
2021,12,30,"26,054","1,248","2,284","2,790","1,527","1,494","3,064","2,365","1,969","1,796","1,901","2,638","1,374","1,604"
2021,12,40,"30,498","2,005","1,488","2,743","2,204","2,424","3,822","2,068","2,199","2,276","3,043","2,698","1,259","2,269"
2021,12,50,"27,412","2,310","1,938","2,954","1,647","2,024","2,759","1,708","2,265","2,251","2,124","2,209","1,464","1,759"
2021,12,60,"18,507","1,736","1,547","2,396","1,001","1,214","1,912","1,030","1,275","1,340","1,107","1,695","1,082","1,172"
2021,12,70,"7,358",818,825,894,482,618,732,350,393,700,324,575,274,373
2021,12,80,"4,508",535,461,497,279,375,356,286,342,481,221,294,179,202
2021,12,90,891,93,77,105,56,72,81,52,78,76,43,63,39,56
2021,12,100,21,2,2,0,3,1,3,0,2,3,0,3,2,0
