년도,월,나이,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020,8,80,"7,022",460,317,184,585,398,491,401,254,337,508,569,307,617,332,780,482
2020,8,90,"1,222",80,61,25,89,70,76,69,52,58,54,98,46,114,72,184,74
2020,8,100,161,11,9,4,21,10,7,3,9,4,12,16,8,14,12,16,5
2020,9,총,"200,016","12,525","9,537","7,031","17,380","11,127","12,925","12,696","10,141","10,356","12,605","18,345","9,903","15,151","8,558","20,566","11,170"
2020,9,0,"11,434",647,502,647,819,540,576,900,387,616,516,"1,204",555,717,397,"1,710",701
2020,9,10,"13,324",831,576,432,"1,035",613,743,963,391,679,573,"1,588",594,963,632,"1,845",866
2020,9,20,"28,275","1,721","1,212",826,"2,544","1,525","1,881","1,823","2,284","1,494","1,955","2,611","1,410","2,074","1,151","2,473","1,291"
2020,9,30,"28,354","1,576","1,292","1,255","2,559","1,656","1,709","1,805","2,005","1,584","1,735","2,515","1,508","1,965",996,"2,678","1,516"
2020,9,40,"28,204","1,782","1,388",995,"2,464","1,506","1,710","1,845","1,252","1,352","1,659","2,994","1,460","1,914","1,217","3,000","1,666"
2020,9,50,"35,462","2,414","1,651","1,204","3,209","2,041","2,401","2,317","1,530","1,818","2,378","2,917","1,631","2,873","1,633","3,526","1,919"
2020,9,60,"29,564","1,884","1,506",919,"2,499","1,768","2,078","1,666","1,288","1,595","1,979","2,437","1,555","2,501","1,335","2,831","1,723"
2020,9,70,"16,938","1,125","1,019",524,"1,556",999,"1,251",898,685,824,"1,234","1,387",824,"1,386",775,"1,526",925
2020,9,80,"7,080",450,322,200,583,400,495,406,257,336,509,576,314,630,338,776,488
2020,9,90,"1,219",84,60,25,91,69,73,70,53,54,55,100,44,114,72,184,71
2020,9,100,162,11,9,4,21,10,8,3,9,4,12,16,8,14,12,17,4
2020,10,총,"199,854","12,507","9,509","7,145","17,385","11,112","12,881","12,685","10,167","10,329","12,554","18,340","9,896","15,122","8,546","20,526","11,150"
2020,10,0,"11,320",645,497,648,794,535,568,882,396,614,506,"1,184",544,718,391,"1,706",692
2020,10,10,"13,253",824,571,441,"1,028",610,731,963,379,686,565,"1,565",597,954,627,"1,848",864
2020,10,20,"28,307","1,725","1,207",851,"2,578","1,520","1,883","1,815","2,300","1,492","1,941","2,615","1,410","2,082","1,147","2,455","1,286"
2020,10,30,"28,269","1,566","1,285","1,276","2,546","1,652","1,698","1,810","2,001","1,553","1,736","2,523","1,502","1,957",996,"2,649","1,519"
2020,10,40,"28,139","1,773","1,379","1,012","2,444","1,511","1,703","1,840","1,256","1,350","1,647","3,006","1,446","1,902","1,207","3,007","1,656"
2020,10,50,"35,409","2,407","1,642","1,225","3,219","2,025","2,400","2,323","1,528","1,823","2,361","2,897","1,647","2,857","1,637","3,505","1,913"
2020,10,60,"29,680","1,890","1,513",928,"2,506","1,776","2,076","1,669","1,298","1,591","1,985","2,462","1,554","2,520","1,335","2,844","1,733"
2020,10,70,"16,993","1,122","1,024",532,"1,568","1,004","1,251",904,692,832,"1,237","1,393",822,"1,376",782,"1,531",923
2020,10,80,"7,109",460,321,204,592,404,489,406,256,329,507,577,322,630,341,782,489
2020,10,90,"1,217",86,60,24,90,65,74,70,52,55,57,102,44,112,71,184,71
2020,10,100,158,9,10,4,20,10,8,3,9,4,12,16,8,14,12,15,4
2020,11,총,"199,725","12,498","9,480","7,181","17,405","11,160","12,887","12,651","10,189","10,345","12,478","18,305","9,893","15,126","8,544","20,458","11,125"
2020,11,0,"11,212",642,492,637,778,540,554,882,395,612,493,"1,178",543,721,381,"1,687",677
2020,11,10,"13,193",812,573,440,"1,027",605,730,946,375,687,561,"1,558",591,946,637,"1,842",863
2020,11,20,"28,306","1,722","1,193",854,"2,610","1,537","1,900","1,805","2,331","1,490","1,902","2,604","1,409","2,081","1,148","2,436","1,284"
2020,11,30,"28,220","1,565","1,275","1,288","2,549","1,661","1,679","1,808","2,005","1,554","1,743","2,513","1,493","1,959",986,"2,636","1,506"
2020,11,40,"28,051","1,770","1,373","1,014","2,435","1,501","1,700","1,835","1,244","1,352","1,630","2,986","1,445","1,898","1,207","2,997","1,664"
2020,11,50,"35,336","2,420","1,636","1,223","3,211","2,021","2,420","2,302","1,540","1,822","2,345","2,887","1,654","2,850","1,627","3,490","1,888"
2020,11,60,"29,844","1,891","1,521",946,"2,511","1,801","2,075","1,688","1,297","1,600","1,985","2,480","1,557","2,531","1,351","2,861","1,749"
2020,11,70,"17,036","1,121","1,027",541,"1,577","1,011","1,258",905,690,836,"1,240","1,402",824,"1,378",777,"1,523",926
2020,11,80,"7,131",462,317,210,594,403,484,407,254,333,509,578,322,634,345,787,492
2020,11,90,"1,237",83,63,24,93,70,79,70,49,55,58,103,47,114,73,184,72
2020,11,100,159,10,10,4,20,10,8,3,9,4,12,16,8,14,12,15,4
2020,12,총,"199,537","12,484","9,514","7,205","17,433","11,163","12,866","12,654","10,208","10,319","12,440","18,254","9,863","15,137","8,530","20,364","11,103"
2020,12,0,"11,143",635,499,642,774,537,554,877,390,606,494,"1,157",532,729,382,"1,656",679
2020,12,10,"13,116",814,572,437,"1,014",601,716,941,377,688,552,"1,546",589,941,635,"1,834",859
2020,12,20,"28,319","1,726","1,203",861,"2,658","1,535","1,893","1,812","2,344","1,491","1,900","2,589","1,397","2,073","1,144","2,428","1,265"
2020,12,30,"28,168","1,566","1,277","1,304","2,537","1,665","1,692","1,806","2,008","1,546","1,724","2,499","1,489","1,966",984,"2,598","1,507"
2020,12,40,"27,932","1,745","1,374","1,012","2,425","1,488","1,683","1,836","1,244","1,349","1,613","2,984","1,437","1,893","1,187","3,009","1,653"
2020,12,50,"35,261","2,417","1,643","1,218","3,223","2,023","2,419","2,293","1,539","1,805","2,332","2,882","1,657","2,835","1,628","3,462","1,885"
2020,12,60,"29,968","1,906","1,529",952,"2,512","1,811","2,081","1,699","1,293","1,596","2,000","2,497","1,559","2,551","1,361","2,859","1,762"
2020,12,70,"17,061","1,119","1,027",539,"1,581","1,014","1,259",910,695,845,"1,244","1,397",824,"1,382",778,"1,527",920
2020,12,80,"7,176",463,320,212,596,407,484,407,258,334,509,584,325,640,348,790,499
2020,12,90,"1,236",83,60,24,94,72,77,70,51,55,60,103,46,113,71,187,70
2020,12,100,157,10,10,4,19,10,8,3,9,4,12,16,8,14,12,14,4
2021,1,총,"199,542","12,437","9,649","7,250","17,388","11,161","12,884","12,631","10,288","10,302","12,426","18,234","9,855","15,156","8,513","20,278","11,090"
2021,1,0,"11,048",616,507,651,756,535,554,880,394,599,487,"1,150",526,727,380,"1,617",669
2021,1,10,"13,073",811,575,437,"1,002",600,714,925,376,679,547,"1,542",589,941,635,"1,842",858
2021,1,20,"28,298","1,704","1,215",874,"2,660","1,537","1,900","1,815","2,374","1,476","1,890","2,568","1,390","2,076","1,133","2,416","1,270"
2021,1,30,"28,084","1,561","1,310","1,315","2,517","1,649","1,669","1,782","2,030","1,544","1,723","2,491","1,484","1,965",986,"2,562","1,496"
2021,1,40,"27,919","1,745","1,403","1,013","2,414","1,489","1,691","1,834","1,247","1,351","1,595","2,979","1,432","1,897","1,189","2,993","1,647"
2021,1,50,"35,199","2,402","1,651","1,220","3,204","2,018","2,428","2,295","1,542","1,790","2,332","2,888","1,653","2,820","1,621","3,461","1,874"
2021,1,60,"30,158","1,902","1,560",960,"2,528","1,822","2,095","1,707","1,299","1,614","2,015","2,507","1,565","2,582","1,354","2,870","1,778"
2021,1,70,"17,129","1,136","1,031",538,"1,588","1,022","1,260",909,704,860,"1,246","1,402",835,"1,370",786,"1,529",913
2021,1,80,"7,220",466,326,214,605,402,488,410,264,331,517,583,329,645,341,791,508
2021,1,90,"1,259",84,61,25,95,77,77,71,49,54,62,108,45,118,76,184,73
2021,1,100,155,10,10,3,19,10,8,3,9,4,12,16,7,15,12,13,4
2021,2,총,"199,268","12,428","9,705","7,272","17,373","11,133","12,863","12,632","10,332","10,275","12,396","18,167","9,829","15,195","8,465","20,188","11,015"
2021,2,0,"10,938",613,510,655,748,532,545,876,397,601,480,"1,133",514,718,369,"1,581",666
2021,2,10,"12,999",801,583,436,989,598,710,918,367,676,546,"1,537",585,943,632,"1,832",846
2021,2,20,"28,231","1,698","1,220",870,"2,690","1,528","1,893","1,825","2,400","1,454","1,893","2,559","1,384","2,076","1,120","2,390","1,231"
2021,2,30,"27,984","1,559","1,308","1,324","2,499","1,641","1,669","1,786","2,047","1,543","1,718","2,447","1,491","1,965",969,"2,531","1,487"
2021,2,40,"27,834","1,744","1,414","1,018","2,404","1,483","1,684","1,832","1,246","1,347","1,590","2,952","1,412","1,900","1,188","2,978","1,642"
2021,2,50,"35,110","2,399","1,663","1,223","3,186","2,013","2,419","2,284","1,545","1,779","2,307","2,893","1,654","2,823","1,607","3,453","1,862"
2021,2,60,"30,345","1,912","1,570",963,"2,547","1,824","2,112","1,720","1,308","1,615","2,024","2,528","1,577","2,595","1,364","2,907","1,779"
2021,2,70,"17,130","1,139","1,039",541,"1,589","1,023","1,248",899,703,868,"1,238","1,410",830,"1,387",786,"1,520",910
2021,2,80,"7,257",466,327,215,609,400,495,417,261,332,524,586,327,649,339,794,516
2021,2,90,"1,286",87,61,24,93,81,80,72,49,56,64,107,48,124,79,189,72
2021,2,100,154,10,10,3,19,10,8,3,9,4,12,15,7,15,12,13,4
2021,3,총,"198,289","12,402","9,634","7,215","17,232","11,023","12,745","12,612","10,383","10,233","12,288","18,114","9,803","15,084","8,448","20,066","11,007"
2021,3,0,"10,828",609,504,652,744,524,546,874,400,587,472,"1,116",509,714,357,"1,564",656
2021,3,10,"12,943",803,584,432,979,592,712,914,360,672,540,"1,528",583,940,624,"1,824",856
2021,3,20,"28,263","1,690","1,233",863,"2,685","1,519","1,888","1,821","2,440","1,464","1,892","2,588","1,373","2,070","1,127","2,374","1,236"
2021,3,30,"27,816","1,544","1,299","1,328","2,487","1,621","1,644","1,790","2,057","1,520","1,717","2,423","1,475","1,956",957,"2,512","1,486"
2021,3,40,"27,633","1,726","1,397","1,016","2,373","1,487","1,662","1,810","1,251","1,348","1,580","2,932","1,395","1,882","1,172","2,976","1,626"
2021,3,50,"34,818","2,391","1,643","1,211","3,157","1,964","2,398","2,275","1,534","1,765","2,267","2,881","1,656","2,810","1,610","3,403","1,853"
2021,3,60,"30,430","1,932","1,567",955,"2,551","1,824","2,097","1,741","1,314","1,633","2,027","2,538","1,591","2,579","1,383","2,914","1,784"
2021,3,70,"16,970","1,137","1,021",520,"1,564","1,010","1,236",892,707,857,"1,210","1,400",833,"1,371",785,"1,512",915
2021,3,80,"7,249",470,329,217,604,405,483,419,264,330,515,593,333,640,343,784,520
2021,3,90,"1,258",90,54,21,87,76,77,73,47,57,64,107,48,117,78,191,71
2021,3,100,81,10,3,0,1,1,2,3,9,0,4,8,7,5,12,12,4
2021,4,총,"198,058","12,376","9,639","7,248","17,237","11,003","12,728","12,603","10,371","10,232","12,244","18,094","9,810","15,058","8,380","20,046","10,989"
2021,4,0,"10,769",601,507,665,742,525,537,871,394,592,463,"1,112",506,706,348,"1,548",652
2021,4,10,"12,884",796,581,428,970,588,707,912,361,669,540,"1,522",577,936,614,"1,832",851
2021,4,20,"28,198","1,693","1,225",875,"2,679","1,513","1,884","1,812","2,440","1,458","1,879","2,578","1,383","2,067","1,122","2,359","1,231"
2021,4,30,"27,779","1,534","1,311","1,322","2,498","1,625","1,644","1,801","2,065","1,507","1,708","2,415","1,463","1,943",936,"2,516","1,491"
2021,4,40,"27,527","1,724","1,396","1,011","2,366","1,478","1,659","1,798","1,245","1,354","1,564","2,925","1,394","1,878","1,160","2,972","1,603"
2021,4,50,"34,737","2,384","1,637","1,221","3,151","1,953","2,382","2,257","1,529","1,764","2,252","2,885","1,661","2,814","1,604","3,393","1,850"
2021,4,60,"30,553","1,932","1,574",963,"2,574","1,830","2,113","1,761","1,307","1,638","2,037","2,546","1,597","2,585","1,380","2,924","1,792"
2021,4,70,"16,968","1,136","1,017",521,"1,567","1,005","1,237",892,707,858,"1,211","1,401",831,"1,362",787,"1,514",922
2021,4,80,"7,297",476,337,219,600,409,487,420,267,333,523,592,342,645,337,789,521
2021,4,90,"1,267",91,51,23,88,76,76,76,47,59,63,110,50,117,80,188,72
2021,4,100,79,9,3,0,2,1,2,3,9,0,4,8,6,5,12,11,4
2021,5,총,"197,553","12,251","9,617","7,266","17,220","11,006","12,699","12,574","10,401","10,207","12,213","18,052","9,710","15,045","8,302","20,035","10,955"
2021,5,0,"10,705",589,502,675,733,526,531,871,391,591,461,"1,109",494,709,342,"1,536",645
2021,5,10,"12,819",790,580,427,965,586,699,904,356,670,550,"1,513",573,930,604,"1,831",841
2021,5,20,"28,118","1,666","1,218",871,"2,667","1,518","1,877","1,802","2,441","1,454","1,872","2,588","1,372","2,072","1,115","2,368","1,217"
2021,5,30,"27,723","1,531","1,304","1,324","2,502","1,634","1,652","1,797","2,092","1,504","1,704","2,390","1,452","1,938",921,"2,493","1,485"
2021,5,40,"27,376","1,707","1,386","1,017","2,347","1,484","1,628","1,797","1,229","1,345","1,542","2,914","1,382","1,887","1,149","2,973","1,589"
2021,5,50,"34,600","2,352","1,634","1,213","3,158","1,938","2,378","2,234","1,542","1,755","2,247","2,883","1,647","2,788","1,595","3,385","1,851"
2021,5,60,"30,671","1,928","1,579",969,"2,587","1,834","2,126","1,785","1,314","1,643","2,041","2,554","1,587","2,589","1,384","2,950","1,801"
2021,5,70,"16,907","1,125","1,020",524,"1,560","1,008","1,232",886,709,859,"1,200","1,393",811,"1,358",784,"1,507",931
2021,5,80,"7,344",474,342,222,614,403,494,422,271,330,531,597,342,652,332,796,522
2021,5,90,"1,234",85,49,24,86,74,79,74,47,56,60,104,48,117,74,186,71
2021,5,100,56,4,3,0,1,1,3,2,9,0,5,7,2,5,2,10,2
2021,6,총,"197,284","12,200","9,626","7,294","17,172","10,969","12,689","12,558","10,469","10,202","12,180","18,000","9,680","15,032","8,297","19,999","10,917"
2021,6,0,"10,637",581,503,680,726,521,520,865,397,590,451,"1,101",488,710,345,"1,516",643
2021,6,10,"12,781",788,580,429,959,584,699,901,354,667,548,"1,513",575,926,603,"1,828",827
2021,6,20,"28,035","1,646","1,213",875,"2,648","1,508","1,882","1,794","2,473","1,445","1,862","2,578","1,365","2,060","1,114","2,357","1,215"
2021,6,30,"27,690","1,525","1,306","1,317","2,510","1,634","1,644","1,792","2,111","1,503","1,707","2,377","1,445","1,940",920,"2,481","1,478"
2021,6,40,"27,290","1,695","1,374","1,025","2,339","1,467","1,635","1,798","1,230","1,350","1,531","2,899","1,378","1,877","1,140","2,972","1,580"
2021,6,50,"34,469","2,346","1,653","1,209","3,130","1,932","2,356","2,227","1,552","1,742","2,236","2,867","1,630","2,764","1,592","3,386","1,847"
2021,6,60,"30,803","1,932","1,575",984,"2,598","1,842","2,147","1,794","1,321","1,652","2,047","2,567","1,588","2,613","1,391","2,955","1,797"
2021,6,70,"16,897","1,128","1,020",527,"1,554",998,"1,228",887,705,859,"1,195","1,393",819,"1,358",783,"1,515",928
2021,6,80,"7,389",469,350,223,622,410,497,423,267,339,536,595,339,661,331,796,531
2021,6,90,"1,236",86,49,25,85,72,78,75,50,55,62,103,51,117,76,183,69
2021,6,100,57,4,3,0,1,1,3,2,9,0,5,7,2,6,2,10,2
2021,7,총,"197,073","12,186","9,647","7,305","17,130","10,939","12,644","12,536","10,497","10,193","12,222","18,004","9,686","14,979","8,267","19,956","10,882"
2021,7,0,"10,619",586,496,690,719,517,520,862,400,591,468,"1,097",486,709,343,"1,504",631
2021,7,10,"12,720",783,585,431,951,580,685,898,345,670,542,"1,512",575,915,595,"1,819",834
2021,7,20,"27,950","1,638","1,213",875,"2,643","1,504","1,879","1,782","2,466","1,445","1,868","2,578","1,365","2,039","1,103","2,348","1,204"
2021,7,30,"27,648","1,528","1,302","1,312","2,491","1,621","1,633","1,802","2,142","1,503","1,724","2,378","1,449","1,928",918,"2,460","1,457"
2021,7,40,"27,196","1,697","1,378","1,026","2,325","1,462","1,620","1,779","1,241","1,337","1,533","2,894","1,369","1,872","1,130","2,964","1,569"
2021,7,50,"34,395","2,355","1,656","1,204","3,111","1,925","2,353","2,221","1,544","1,742","2,218","2,867","1,633","2,758","1,584","3,378","1,846"
2021,7,60,"30,875","1,922","1,588",989,"2,620","1,843","2,143","1,802","1,314","1,655","2,057","2,572","1,583","2,612","1,399","2,968","1,808"
2021,7,70,"16,958","1,127","1,023",529,"1,554","1,000","1,231",889,719,859,"1,203","1,396",832,"1,362",784,"1,524",926
2021,7,80,"7,406",457,354,224,631,415,499,423,269,336,540,599,339,658,332,796,534
2021,7,90,"1,247",89,49,25,83,71,78,76,48,55,64,103,53,120,77,185,71
2021,7,100,59,4,3,0,2,1,3,2,9,0,5,8,2,6,2,10,2
2021,8,총,"196,851","12,158","9,614","7,308","17,081","10,882","12,618","12,485","10,519","10,120","12,223","17,994","9,648","15,308","8,211","19,848","10,834"
2021,8,0,"10,541",575,490,689,709,511,512,852,390,570,469,"1,083",483,793,325,"1,474",616
2021,8,10,"12,676",781,580,426,949,572,677,892,344,668,542,"1,524",563,940,581,"1,814",823
2021,8,20,"27,891","1,629","1,206",878,"2,627","1,497","1,871","1,764","2,486","1,421","1,860","2,583","1,366","2,066","1,092","2,335","1,210"
2021,8,30,"27,632","1,523","1,287","1,314","2,477","1,612","1,635","1,786","2,173","1,502","1,720","2,353","1,448","2,002",919,"2,433","1,448"
2021,8,40,"27,100","1,681","1,381","1,029","2,307","1,450","1,611","1,773","1,229","1,329","1,547","2,882","1,355","1,938","1,110","2,938","1,540"
2021,8,50,"34,322","2,350","1,657","1,206","3,118","1,910","2,351","2,207","1,537","1,726","2,211","2,863","1,622","2,769","1,583","3,361","1,851"
2021,8,60,"30,969","1,938","1,578",987,"2,619","1,834","2,142","1,821","1,314","1,649","2,074","2,591","1,594","2,640","1,401","2,971","1,816"
