년도,월,나이,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021,9,90,"1,059",87,74,89,92,80,48,55,70,71,93,59,92,149
2021,9,100,37,2,1,3,8,4,2,2,2,4,0,2,4,3
2021,10,총,"154,038","11,911","11,213","15,413","13,337","16,314","9,116","8,200","9,009","10,433","11,144","11,590","10,636","15,722"
2021,10,0,"6,951",570,337,712,485,"1,342",297,286,442,452,486,365,495,682
2021,10,10,"10,217",884,602,"1,015",758,"1,935",489,475,617,644,643,494,649,"1,012"
2021,10,20,"21,058","1,477","2,090","2,128","1,691","1,665","1,584","1,037",890,"1,495","1,515","2,168","1,364","1,954"
2021,10,30,"17,831","1,351","1,347","1,974","1,471","1,939","1,230",778,798,"1,251","1,184","1,501","1,215","1,792"
2021,10,40,"21,503","1,686","1,385","2,155","1,706","3,226","1,258","1,100","1,240","1,320","1,475","1,492","1,397","2,063"
2021,10,50,"26,150","2,111","1,914","2,670","2,412","2,547","1,463","1,358","1,420","1,798","1,954","1,945","1,807","2,751"
2021,10,60,"25,135","2,006","1,762","2,531","2,410","1,888","1,418","1,466","1,491","1,790","1,921","1,881","1,831","2,740"
2021,10,70,"16,711","1,202","1,159","1,520","1,597","1,138",946,"1,167","1,526","1,097","1,236","1,174","1,201","1,748"
2021,10,80,"7,388",535,540,617,707,551,380,474,516,512,637,510,580,829
2021,10,90,"1,057",86,76,89,91,79,49,57,68,70,93,58,93,148
2021,10,100,37,3,1,2,9,4,2,2,1,4,0,2,4,3
2021,11,총,"153,792","11,874","11,204","15,362","13,315","16,326","9,091","8,178","8,988","10,422","11,125","11,552","10,627","15,728"
2021,11,0,"6,882",552,333,702,478,"1,334",288,283,431,455,487,361,490,688
2021,11,10,"10,177",878,596,"1,014",750,"1,934",492,474,615,634,635,493,649,"1,013"
2021,11,20,"20,974","1,472","2,088","2,122","1,701","1,660","1,577","1,023",884,"1,500","1,510","2,135","1,346","1,956"
2021,11,30,"17,800","1,348","1,350","1,960","1,465","1,936","1,219",783,795,"1,255","1,186","1,512","1,215","1,776"
2021,11,40,"21,406","1,677","1,383","2,146","1,695","3,233","1,262","1,090","1,231","1,309","1,457","1,469","1,391","2,063"
2021,11,50,"26,209","2,116","1,907","2,669","2,413","2,563","1,464","1,363","1,430","1,799","1,962","1,957","1,812","2,754"
2021,11,60,"25,121","2,008","1,771","2,511","2,411","1,888","1,419","1,460","1,486","1,789","1,919","1,882","1,830","2,747"
2021,11,70,"16,688","1,200","1,155","1,525","1,594","1,139",933,"1,162","1,523","1,095","1,236","1,171","1,213","1,742"
2021,11,80,"7,438",536,545,620,712,556,386,477,523,514,642,511,580,836
2021,11,90,"1,061",84,75,91,88,80,49,61,69,68,91,57,97,151
2021,11,100,36,3,1,2,8,3,2,2,1,4,0,4,4,2
2021,12,총,"153,477","11,846","11,162","15,313","13,287","16,307","9,082","8,183","8,953","10,444","11,104","11,519","10,607","15,670"
2021,12,0,"6,836",545,331,699,480,"1,334",285,285,424,444,487,361,484,677
2021,12,10,"10,129",879,589,"1,008",744,"1,925",483,469,614,638,627,488,655,"1,010"
2021,12,20,"20,916","1,462","2,070","2,113","1,699","1,653","1,586","1,021",881,"1,534","1,509","2,119","1,336","1,933"
2021,12,30,"17,727","1,344","1,349","1,951","1,461","1,917","1,215",793,787,"1,254","1,184","1,507","1,195","1,770"
2021,12,40,"21,299","1,677","1,379","2,135","1,684","3,222","1,250","1,080","1,215","1,307","1,455","1,462","1,384","2,049"
2021,12,50,"26,206","2,102","1,899","2,657","2,422","2,569","1,472","1,375","1,433","1,795","1,958","1,952","1,815","2,757"
2021,12,60,"25,094","2,006","1,761","2,516","2,399","1,900","1,414","1,451","1,475","1,787","1,919","1,888","1,834","2,744"
2021,12,70,"16,684","1,200","1,158","1,519","1,585","1,144",935,"1,167","1,530","1,098","1,226","1,166","1,216","1,740"
2021,12,80,"7,481",542,548,625,717,556,390,478,519,517,647,513,588,841
2021,12,90,"1,071",87,77,89,88,84,50,62,73,66,92,59,98,146
2021,12,100,34,2,1,1,8,3,2,2,2,4,0,4,2,3
