년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020,7,30,"31,994","2,975","1,098","3,186","2,347","2,267","2,556","2,350","2,414","2,250","2,007","1,310","1,324","2,723","1,522","1,665"
2020,7,40,"29,978","2,283",881,"3,321","2,230","1,870","2,243","2,539","1,529","2,030","2,006","1,080","1,149","3,228","1,987","1,602"
2020,7,50,"28,247","2,295","1,122","2,972","1,995","1,856","2,142","2,510","1,418","2,024","1,757","1,001","1,038","2,955","1,858","1,304"
2020,7,60,"22,320","1,931",927,"2,416","1,512","1,383","1,686","1,849","1,366","1,754","1,604",862,816,"1,849","1,377",988
2020,7,70,"13,288","1,106",556,"1,383",871,944,994,"1,071",831,"1,114",952,565,448,"1,060",741,652
2020,7,80,"4,568",420,213,477,326,293,324,431,236,362,292,159,146,391,253,245
2020,7,90,464,43,18,62,39,25,36,48,12,32,21,15,13,46,29,25
2020,7,100,90,10,5,9,7,5,4,17,1,14,6,0,1,6,1,4
2020,8,총,"190,754","16,082","6,509","22,070","13,622","12,090","14,160","15,899","11,011","13,254","12,211","6,949","7,172","18,601","11,454","9,670"
2020,8,0,"12,938","1,003",189,"1,519","1,211",677,912,"1,235",432,938,"1,092",409,571,"1,188",802,760
2020,8,10,"14,615","1,044",315,"1,743","1,012",859,"1,049","1,138",504,937,897,378,513,"2,086","1,262",878
2020,8,20,"32,451","2,977","1,184","5,029","2,099","1,960","2,229","2,728","2,270","1,789","1,600","1,196","1,118","3,073","1,633","1,566"
2020,8,30,"31,846","2,974","1,102","3,153","2,333","2,232","2,544","2,335","2,422","2,258","1,985","1,291","1,329","2,717","1,529","1,642"
2020,8,40,"29,834","2,269",872,"3,307","2,203","1,847","2,241","2,536","1,526","2,020","1,989","1,068","1,158","3,223","1,973","1,602"
2020,8,50,"28,243","2,297","1,124","2,969","2,006","1,862","2,127","2,497","1,417","2,031","1,759",995,"1,046","2,945","1,866","1,302"
2020,8,60,"22,376","1,941",927,"2,429","1,509","1,384","1,705","1,855","1,359","1,749","1,612",865,823,"1,859","1,365",994
2020,8,70,"13,304","1,104",555,"1,375",878,947,990,"1,080",831,"1,119",955,567,455,"1,061",744,643
2020,8,80,"4,590",419,217,475,325,294,321,431,238,364,294,165,146,398,251,252
2020,8,90,466,44,19,61,38,23,38,48,11,35,22,15,12,45,28,27
2020,8,100,91,10,5,10,8,5,4,16,1,14,6,0,1,6,1,4
2020,9,총,"190,422","16,087","6,490","21,978","13,539","12,087","14,151","15,875","11,025","13,215","12,177","6,934","7,171","18,578","11,457","9,658"
2020,9,0,"12,831",998,189,"1,507","1,204",663,894,"1,224",432,926,"1,089",404,578,"1,173",800,750
2020,9,10,"14,556","1,048",314,"1,716","1,004",861,"1,042","1,131",492,936,896,381,516,"2,081","1,258",880
2020,9,20,"32,403","2,987","1,184","5,019","2,067","1,970","2,248","2,718","2,276","1,778","1,592","1,180","1,110","3,069","1,637","1,568"
2020,9,30,"31,725","2,965","1,099","3,122","2,317","2,226","2,538","2,317","2,432","2,243","1,981","1,294","1,316","2,704","1,526","1,645"
2020,9,40,"29,742","2,270",865,"3,279","2,185","1,849","2,232","2,531","1,533","2,019","1,975","1,071","1,171","3,212","1,965","1,585"
2020,9,50,"28,198","2,271","1,116","2,982","1,997","1,850","2,121","2,515","1,412","2,023","1,757",986,"1,045","2,959","1,866","1,298"
2020,9,60,"22,457","1,978",926,"2,435","1,506","1,391","1,725","1,855","1,363","1,756","1,600",869,820,"1,868","1,366",999
2020,9,70,"13,309","1,093",552,"1,365",886,947,985,"1,085",828,"1,116",962,568,457,"1,064",755,646
2020,9,80,"4,635",421,221,481,328,300,324,435,244,369,296,166,145,394,255,256
2020,9,90,474,46,19,61,37,25,38,48,12,35,23,15,12,48,28,27
2020,9,100,92,10,5,11,8,5,4,16,1,14,6,0,1,6,1,4
2020,10,총,"189,990","16,044","6,444","21,947","13,497","12,032","14,109","15,838","11,001","13,170","12,180","6,928","7,168","18,537","11,438","9,657"
2020,10,0,"12,730",996,187,"1,487","1,189",643,884,"1,225",426,920,"1,093",401,577,"1,164",789,749
2020,10,10,"14,480","1,045",308,"1,705",987,859,"1,036","1,122",487,928,892,385,510,"2,069","1,258",889
2020,10,20,"32,272","2,974","1,175","5,004","2,070","1,951","2,229","2,710","2,253","1,787","1,598","1,177","1,101","3,065","1,620","1,558"
2020,10,30,"31,643","2,945","1,088","3,130","2,300","2,207","2,539","2,297","2,456","2,225","1,984","1,286","1,319","2,706","1,533","1,628"
2020,10,40,"29,616","2,253",856,"3,264","2,171","1,838","2,222","2,521","1,519","2,010","1,978","1,071","1,176","3,204","1,942","1,591"
2020,10,50,"28,138","2,282","1,099","2,985","1,999","1,857","2,121","2,522","1,405","2,000","1,735",984,"1,038","2,942","1,873","1,296"
2020,10,60,"22,528","1,973",930,"2,439","1,517","1,404","1,730","1,845","1,362","1,762","1,610",869,830,"1,870","1,378","1,009"
2020,10,70,"13,328","1,096",555,"1,375",878,937,987,"1,094",828,"1,116",963,569,459,"1,064",757,650
2020,10,80,"4,688",424,222,484,340,307,321,439,253,373,299,170,145,398,258,255
2020,10,90,476,46,19,63,38,24,36,48,11,35,22,16,12,49,29,28
2020,10,100,91,10,5,11,8,5,4,15,1,14,6,0,1,6,1,4
2020,11,총,"189,527","16,000","6,482","21,884","13,445","12,004","14,075","15,786","10,958","13,123","12,174","6,897","7,126","18,507","11,420","9,646"
2020,11,0,"12,615",988,183,"1,478","1,173",634,879,"1,219",427,924,"1,084",395,562,"1,150",775,744
2020,11,10,"14,412","1,044",302,"1,677",977,858,"1,038","1,122",478,927,886,390,504,"2,069","1,256",884
2020,11,20,"32,216","2,973","1,212","4,993","2,061","1,935","2,200","2,705","2,264","1,763","1,605","1,164","1,085","3,068","1,628","1,560"
2020,11,30,"31,514","2,919","1,099","3,114","2,295","2,217","2,533","2,274","2,434","2,230","1,978","1,276","1,321","2,674","1,535","1,615"
2020,11,40,"29,543","2,247",860,"3,264","2,167","1,830","2,220","2,508","1,508","1,999","1,974","1,071","1,172","3,202","1,924","1,597"
2020,11,50,"28,051","2,277","1,090","2,975","1,985","1,853","2,109","2,507","1,407","1,994","1,727",979,"1,023","2,951","1,874","1,300"
2020,11,60,"22,552","1,972",932,"2,443","1,526","1,405","1,743","1,849","1,351","1,750","1,622",871,835,"1,872","1,377","1,004"
2020,11,70,"13,320","1,091",556,"1,369",872,936,992,"1,095",821,"1,106",967,566,464,"1,063",763,659
2020,11,80,"4,738",433,223,497,343,309,321,445,256,380,301,170,147,401,261,251
2020,11,90,474,46,20,63,38,22,36,46,11,36,24,15,12,51,26,28
2020,11,100,92,10,5,11,8,5,4,16,1,14,6,0,1,6,1,4
2020,12,총,"189,152","15,976","6,497","21,823","13,390","11,974","14,051","15,753","10,950","13,112","12,122","6,899","7,138","18,458","11,388","9,621"
2020,12,0,"12,528",982,179,"1,462","1,161",630,865,"1,208",426,925,"1,083",394,560,"1,145",774,734
2020,12,10,"14,308","1,038",298,"1,649",974,852,"1,038","1,111",473,922,883,394,508,"2,050","1,243",875
2020,12,20,"32,124","2,938","1,217","4,970","2,044","1,955","2,193","2,688","2,266","1,757","1,586","1,165","1,084","3,070","1,637","1,554"
2020,12,30,"31,422","2,924","1,124","3,121","2,279","2,183","2,522","2,253","2,432","2,224","1,977","1,268","1,322","2,659","1,525","1,609"
2020,12,40,"29,511","2,265",854,"3,257","2,158","1,820","2,220","2,514","1,511","1,987","1,960","1,077","1,164","3,202","1,915","1,607"
2020,12,50,"27,980","2,275","1,095","2,966","1,980","1,845","2,097","2,500","1,404","2,000","1,724",968,"1,032","2,930","1,864","1,300"
2020,12,60,"22,624","1,970",932,"2,456","1,537","1,416","1,755","1,870","1,341","1,756","1,612",880,838,"1,878","1,385",998
2020,12,70,"13,332","1,096",552,"1,373",864,934,997,"1,099",829,"1,110",963,564,466,"1,067",759,659
2020,12,80,"4,756",433,222,497,344,312,324,446,256,381,305,173,151,400,258,254
2020,12,90,476,45,20,62,40,22,36,48,11,36,22,16,12,51,27,28
2020,12,100,91,10,4,10,9,5,4,16,1,14,7,0,1,6,1,3
2021,1,총,"188,743","15,966","6,503","21,680","13,302","11,988","14,043","15,726","10,924","13,079","12,141","6,870","7,097","18,435","11,375","9,614"
2021,1,0,"12,420",987,172,"1,438","1,145",625,859,"1,216",420,917,"1,073",396,551,"1,130",774,717
2021,1,10,"14,223","1,034",294,"1,625",960,856,"1,036","1,102",464,921,888,396,505,"2,037","1,223",882
2021,1,20,"31,906","2,899","1,214","4,893","2,031","1,951","2,193","2,654","2,263","1,740","1,590","1,144","1,075","3,072","1,641","1,546"
2021,1,30,"31,334","2,920","1,137","3,100","2,238","2,178","2,527","2,246","2,422","2,222","1,964","1,262","1,315","2,656","1,528","1,619"
2021,1,40,"29,432","2,277",846,"3,254","2,148","1,816","2,203","2,521","1,503","1,974","1,976","1,068","1,157","3,181","1,902","1,606"
2021,1,50,"27,972","2,274","1,097","2,959","1,977","1,856","2,086","2,500","1,400","1,990","1,740",962,"1,028","2,939","1,868","1,296"
2021,1,60,"22,713","1,982",944,"2,470","1,542","1,426","1,770","1,876","1,343","1,765","1,604",884,837,"1,884","1,382","1,004"
2021,1,70,"13,368","1,099",553,"1,368",868,935,"1,002","1,102",839,"1,116",967,568,461,"1,068",761,661
2021,1,80,"4,803",435,222,502,344,317,326,445,258,384,308,173,155,411,268,255
2021,1,90,480,49,20,61,40,23,37,48,11,36,24,17,12,50,27,25
2021,1,100,92,10,4,10,9,5,4,16,1,14,7,0,1,7,1,3
2021,2,총,"188,428","15,916","6,526","21,563","13,435","11,959","14,032","15,690","10,904","13,028","12,144","6,837","7,078","18,389","11,353","9,574"
2021,2,0,"12,311",980,170,"1,408","1,167",613,856,"1,208",413,906,"1,066",391,540,"1,117",773,703
2021,2,10,"14,176","1,021",283,"1,608",990,842,"1,034","1,103",458,927,896,392,510,"2,038","1,203",871
2021,2,20,"31,733","2,871","1,219","4,857","2,021","1,953","2,199","2,633","2,236","1,722","1,592","1,127","1,062","3,038","1,644","1,559"
2021,2,30,"31,246","2,939","1,160","3,070","2,254","2,165","2,514","2,229","2,424","2,199","1,957","1,258","1,303","2,633","1,525","1,616"
2021,2,40,"29,357","2,248",861,"3,237","2,188","1,816","2,178","2,522","1,512","1,961","1,983","1,057","1,161","3,173","1,890","1,570"
2021,2,50,"27,978","2,269","1,084","2,949","1,992","1,850","2,102","2,488","1,409","1,993","1,730",967,"1,035","2,947","1,874","1,289"
2021,2,60,"22,825","1,989",952,"2,491","1,556","1,438","1,780","1,884","1,335","1,772","1,600",891,837,"1,905","1,381","1,014"
2021,2,70,"13,381","1,099",554,"1,367",874,932,997,"1,109",843,"1,116",979,560,464,"1,063",762,662
2021,2,80,"4,851",441,220,506,345,322,332,449,262,382,310,177,152,419,273,261
2021,2,90,477,49,19,60,39,22,36,49,11,36,24,17,13,49,27,26
2021,2,100,93,10,4,10,9,6,4,16,1,14,7,0,1,7,1,3
2021,3,총,"188,045","15,963","6,530","21,547","13,710","11,874","13,972","15,500","10,871","12,991","12,058","6,831","7,074","18,334","11,299","9,491"
2021,3,0,"12,309",982,172,"1,396","1,234",610,840,"1,198",413,896,"1,062",392,535,"1,115",767,697
2021,3,10,"14,104","1,014",281,"1,633",996,833,"1,011","1,105",455,920,881,389,515,"2,016","1,181",874
2021,3,20,"31,775","2,883","1,230","4,865","2,037","1,946","2,207","2,611","2,236","1,716","1,601","1,145","1,074","3,018","1,654","1,552"
2021,3,30,"31,201","2,967","1,153","3,068","2,317","2,144","2,477","2,215","2,439","2,184","1,930","1,254","1,307","2,637","1,532","1,577"
2021,3,40,"29,287","2,261",863,"3,211","2,274","1,805","2,179","2,479","1,503","1,969","1,968","1,045","1,149","3,137","1,874","1,570"
2021,3,50,"27,915","2,263","1,075","2,965","2,029","1,835","2,091","2,468","1,399","1,980","1,722",958,"1,040","2,956","1,852","1,282"
2021,3,60,"22,819","1,990",959,"2,485","1,573","1,433","1,800","1,857","1,330","1,775","1,603",891,829,"1,906","1,382","1,006"
2021,3,70,"13,297","1,101",550,"1,361",871,925,994,"1,096",828,"1,112",962,558,456,"1,069",760,654
2021,3,80,"4,840",450,224,503,340,322,333,425,257,387,306,183,156,425,271,258
2021,3,90,447,48,19,54,36,19,36,44,10,38,20,16,12,49,25,21
2021,3,100,51,4,4,6,3,2,4,2,1,14,3,0,1,6,1,0
2021,4,총,"188,032","15,914","6,565","21,495","13,984","11,831","13,962","15,484","10,891","12,931","12,032","6,820","7,082","18,257","11,276","9,508"
2021,4,0,"12,264",974,172,"1,382","1,277",610,836,"1,184",408,895,"1,053",390,531,"1,093",761,698
2021,4,10,"14,086","1,018",277,"1,624","1,011",824,"1,013","1,120",460,908,886,388,513,"2,012","1,168",864
2021,4,20,"31,684","2,846","1,247","4,848","2,053","1,933","2,193","2,594","2,231","1,711","1,601","1,138","1,074","3,004","1,643","1,568"
2021,4,30,"31,227","2,966","1,170","3,058","2,382","2,131","2,484","2,209","2,453","2,152","1,908","1,260","1,311","2,631","1,527","1,585"
2021,4,40,"29,291","2,245",877,"3,217","2,342","1,791","2,176","2,482","1,517","1,963","1,960","1,040","1,146","3,111","1,862","1,562"
2021,4,50,"27,904","2,268","1,063","2,961","2,065","1,826","2,085","2,460","1,396","1,968","1,721",946,"1,048","2,947","1,860","1,290"
2021,4,60,"22,943","1,992",968,"2,490","1,597","1,446","1,807","1,878","1,335","1,781","1,604",902,829,"1,911","1,391","1,012"
2021,4,70,"13,251","1,105",541,"1,353",869,922,987,"1,091",819,"1,112",963,551,458,"1,070",761,649
2021,4,80,"4,876",448,227,502,349,325,340,422,261,389,312,189,158,420,275,259
2021,4,90,455,48,19,54,36,21,37,42,10,38,21,16,13,52,27,21
2021,4,100,51,4,4,6,3,2,4,2,1,14,3,0,1,6,1,0
2021,5,총,"187,942","15,924","6,518","21,450","14,025","11,821","14,004","15,441","10,923","12,934","11,994","6,825","7,068","18,247","11,250","9,518"
2021,5,0,"12,242",974,171,"1,377","1,284",607,838,"1,182",403,892,"1,050",385,530,"1,095",764,690
2021,5,10,"14,031","1,015",271,"1,616","1,015",820,"1,005","1,115",465,911,885,392,504,"1,998","1,147",872
2021,5,20,"31,637","2,848","1,243","4,825","2,049","1,935","2,216","2,577","2,237","1,713","1,587","1,132","1,062","3,007","1,632","1,574"
2021,5,30,"31,206","2,956","1,173","3,055","2,400","2,120","2,479","2,186","2,468","2,136","1,906","1,266","1,312","2,629","1,541","1,579"
2021,5,40,"29,230","2,253",865,"3,193","2,348","1,783","2,186","2,490","1,516","1,963","1,951","1,048","1,137","3,093","1,848","1,556"
2021,5,50,"27,917","2,265","1,041","2,977","2,063","1,829","2,088","2,444","1,391","1,983","1,711",944,"1,055","2,955","1,867","1,304"
2021,5,60,"23,015","2,006",964,"2,493","1,594","1,459","1,824","1,886","1,353","1,782","1,601",900,833,"1,917","1,389","1,014"
2021,5,70,"13,241","1,103",539,"1,355",879,924,979,"1,093",813,"1,110",961,550,462,"1,066",760,647
2021,5,80,"4,914",451,228,500,353,322,349,423,265,392,318,192,158,429,274,260
2021,5,90,456,48,19,53,37,20,36,43,11,38,21,16,14,52,26,22
2021,5,100,53,5,4,6,3,2,4,2,1,14,3,0,1,6,2,0
2021,6,총,"187,617","15,913","6,493","21,441","14,009","11,798","13,995","15,447","10,896","12,792","11,987","6,823","7,060","18,220","11,247","9,496"
2021,6,0,"12,209",972,172,"1,376","1,280",597,842,"1,179",399,889,"1,053",388,529,"1,081",768,684
2021,6,10,"14,006",998,261,"1,605","1,012",824,"1,004","1,122",469,918,890,388,501,"1,995","1,151",868
2021,6,20,"31,556","2,843","1,257","4,824","2,054","1,929","2,207","2,570","2,238","1,697","1,564","1,133","1,051","2,995","1,626","1,568"
2021,6,30,"31,114","2,965","1,173","3,048","2,398","2,108","2,465","2,169","2,450","2,120","1,909","1,258","1,316","2,630","1,529","1,576"
2021,6,40,"29,193","2,245",854,"3,193","2,346","1,769","2,195","2,494","1,521","1,964","1,956","1,044","1,137","3,080","1,846","1,549"
2021,6,50,"27,812","2,269","1,024","2,969","2,049","1,820","2,081","2,446","1,380","1,957","1,704",945,"1,045","2,946","1,874","1,303"
2021,6,60,"23,089","2,015",965,"2,501","1,595","1,473","1,829","1,897","1,347","1,765","1,606",911,848,"1,931","1,389","1,017"
2021,6,70,"13,219","1,101",533,"1,363",881,922,980,"1,098",815,"1,076",965,544,459,"1,071",761,650
2021,6,80,"4,932",452,231,504,354,334,352,425,265,375,317,196,158,434,275,260
2021,6,90,446,47,19,53,37,20,36,45,11,29,20,16,15,51,26,21
2021,6,100,41,6,4,5,3,2,4,2,1,2,3,0,1,6,2,0
2021,7,총,"187,614","15,980","6,403","21,427","13,937","11,773","13,998","15,436","10,875","13,055","11,956","6,810","7,053","18,233","11,197","9,481"
2021,7,0,"12,158",974,168,"1,360","1,279",585,833,"1,172",399,919,"1,046",384,525,"1,082",752,680
2021,7,10,"13,981",995,253,"1,605","1,002",830,"1,007","1,112",473,938,879,384,501,"1,988","1,149",865
2021,7,20,"31,570","2,857","1,245","4,832","2,052","1,904","2,210","2,576","2,248","1,726","1,559","1,135","1,038","3,008","1,622","1,558"
2021,7,30,"31,083","3,008","1,174","3,036","2,384","2,104","2,446","2,159","2,428","2,160","1,895","1,252","1,319","2,622","1,509","1,587"
2021,7,40,"29,084","2,249",841,"3,178","2,332","1,763","2,187","2,473","1,520","1,970","1,956","1,044","1,144","3,062","1,831","1,534"
2021,7,50,"27,839","2,262",987,"2,961","2,030","1,829","2,101","2,449","1,379","2,040","1,693",937,"1,039","2,954","1,873","1,305"
2021,7,60,"23,226","2,026",958,"2,518","1,599","1,480","1,834","1,909","1,339","1,802","1,621",917,852,"1,952","1,398","1,021"
2021,7,70,"13,202","1,099",524,"1,367",865,920,987,"1,101",808,"1,082",966,544,460,"1,072",757,650
2021,7,80,"4,981",457,230,511,354,335,354,438,269,386,318,197,159,434,279,260
2021,7,90,450,47,19,54,37,21,35,45,11,31,20,16,15,53,25,21
2021,7,100,40,6,4,5,3,2,4,2,1,1,3,0,1,6,2,0
2021,8,총,"187,510","16,016","6,277","21,473","13,879","11,773","13,969","15,408","10,869","13,236","11,923","6,811","7,029","18,190","11,195","9,462"
2021,8,0,"12,065",963,157,"1,352","1,287",580,819,"1,164",398,930,"1,022",385,524,"1,075",743,666
2021,8,10,"13,990",998,241,"1,614","1,009",828,997,"1,114",475,962,877,381,496,"1,988","1,147",863
2021,8,20,"31,569","2,874","1,226","4,872","2,056","1,913","2,196","2,571","2,252","1,740","1,553","1,131","1,034","2,980","1,615","1,556"
2021,8,30,"30,995","3,020","1,169","3,036","2,332","2,108","2,443","2,131","2,415","2,157","1,896","1,265","1,308","2,611","1,521","1,583"
2021,8,40,"29,005","2,246",813,"3,166","2,317","1,745","2,177","2,470","1,508","2,002","1,953","1,039","1,146","3,060","1,824","1,539"
2021,8,50,"27,890","2,266",970,"2,959","2,030","1,841","2,107","2,454","1,398","2,082","1,684",934,"1,037","2,949","1,881","1,298"
2021,8,60,"23,271","2,026",941,"2,523","1,595","1,485","1,847","1,918","1,331","1,817","1,637",921,847,"1,957","1,403","1,023"
2021,8,70,"13,218","1,108",512,"1,370",860,910,989,"1,093",807,"1,121",965,544,460,"1,079",753,647
2021,8,80,"5,006",462,225,521,353,340,355,444,272,392,312,193,160,429,282,266
2021,8,90,461,47,19,55,37,21,35,47,12,32,21,18,16,56,24,21
2021,8,100,40,6,4,5,3,2,4,2,1,1,3,0,1,6,2,0
2021,9,총,"187,286","16,115","6,088","21,472","13,818","11,732","13,959","15,378","10,924","13,306","11,887","6,798","7,000","18,201","11,157","9,451"
2021,9,0,"11,931",946,143,"1,343","1,284",568,814,"1,147",393,925,"1,014",378,522,"1,060",738,656
2021,9,10,"13,973","1,009",240,"1,608","1,000",828,995,"1,117",480,979,871,380,489,"1,983","1,135",859
2021,9,20,"31,589","2,930","1,204","4,895","2,051","1,898","2,203","2,560","2,268","1,730","1,534","1,145","1,020","2,980","1,611","1,560"
2021,9,30,"30,907","3,045","1,126","3,023","2,323","2,088","2,420","2,131","2,430","2,184","1,883","1,248","1,304","2,610","1,515","1,577"
2021,9,40,"28,965","2,261",780,"3,159","2,315","1,744","2,184","2,459","1,508","2,004","1,963","1,036","1,140","3,058","1,812","1,542"
2021,9,50,"27,870","2,278",939,"2,962","2,012","1,842","2,104","2,446","1,397","2,095","1,671",933,"1,036","2,974","1,875","1,306"
