년도,월,나이,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2020,3,100,54,4,2,2,6,3,22,3,1,2,4,2,1,2
2020,4,총,"221,125","10,293","17,570","8,973","4,949","11,460","13,806","20,301","34,241","23,598","22,879","20,701","11,079","21,275"
2020,4,0,"17,519",468,"1,439",438,244,955,507,"1,436","3,682","1,186","1,527","2,117","1,346","2,174"
2020,4,10,"20,655",653,"1,350",655,330,"1,149",715,"1,662","3,631","2,240","2,394","1,927","1,334","2,615"
2020,4,20,"27,868","1,095","2,273","1,362",626,"1,538","1,685","2,564","4,023","3,326","3,115","2,408","1,394","2,459"
2020,4,30,"27,621","1,062","2,586","1,045",529,"1,672","1,402","2,555","4,647","2,208","2,386","2,940","1,734","2,855"
2020,4,40,"35,113","1,420","2,677","1,199",613,"1,804","1,754","2,996","6,030","3,688","3,437","3,369","1,851","4,275"
2020,4,50,"42,150","1,940","3,558","1,803","1,026","2,090","2,720","3,800","5,961","5,096","4,933","3,777","1,982","3,464"
2020,4,60,"30,641","1,982","2,357","1,460",946,"1,356","2,816","3,156","4,066","3,445","3,271","2,677",957,"2,152"
2020,4,70,"13,877","1,194",959,742,460,623,"1,533","1,469","1,594","1,683","1,327","1,058",344,891
2020,4,80,"5,004",425,324,235,146,234,586,604,531,658,428,382,125,326
2020,4,90,621,50,45,32,23,36,64,56,75,66,57,44,11,62
2020,4,100,56,4,2,2,6,3,24,3,1,2,4,2,1,2
2020,5,총,"220,604","10,327","17,536","8,948","4,916","11,437","13,774","20,190","34,188","23,532","22,811","20,662","11,046","21,237"
2020,5,0,"17,393",475,"1,432",430,237,957,502,"1,421","3,640","1,181","1,519","2,102","1,340","2,157"
2020,5,10,"20,533",651,"1,340",637,325,"1,142",714,"1,649","3,642","2,232","2,377","1,915","1,320","2,589"
2020,5,20,"27,763","1,095","2,266","1,360",618,"1,551","1,686","2,530","4,028","3,285","3,099","2,389","1,385","2,471"
2020,5,30,"27,466","1,068","2,557","1,045",526,"1,650","1,393","2,549","4,610","2,206","2,365","2,928","1,725","2,844"
2020,5,40,"35,032","1,410","2,678","1,191",613,"1,792","1,754","2,992","6,021","3,676","3,436","3,361","1,845","4,263"
2020,5,50,"42,061","1,950","3,557","1,808","1,015","2,087","2,719","3,755","5,946","5,081","4,902","3,786","1,984","3,471"
2020,5,60,"30,727","1,994","2,372","1,458",942,"1,363","2,799","3,167","4,098","3,446","3,290","2,691",963,"2,144"
2020,5,70,"13,933","1,203",961,748,461,618,"1,534","1,462","1,597","1,694","1,335","1,063",345,912
2020,5,80,"5,027",427,324,237,149,239,586,605,529,667,428,384,126,326
2020,5,90,613,50,47,32,24,35,63,57,76,62,56,41,12,58
2020,5,100,56,4,2,2,6,3,24,3,1,2,4,2,1,2
2020,6,총,"220,028","10,360","17,498","8,972","4,884","11,437","13,693","20,055","34,161","23,444","22,721","20,565","11,033","21,205"
2020,6,0,"17,279",474,"1,433",432,239,958,496,"1,405","3,620","1,172","1,511","2,067","1,333","2,139"
2020,6,10,"20,445",657,"1,332",633,323,"1,139",700,"1,639","3,644","2,203","2,353","1,914","1,316","2,592"
2020,6,20,"27,627","1,100","2,252","1,375",602,"1,546","1,659","2,496","4,025","3,285","3,070","2,368","1,381","2,468"
2020,6,30,"27,317","1,070","2,536","1,047",528,"1,647","1,393","2,521","4,603","2,178","2,346","2,916","1,719","2,813"
2020,6,40,"34,899","1,417","2,678","1,191",601,"1,790","1,727","2,970","6,002","3,649","3,423","3,342","1,856","4,253"
2020,6,50,"41,912","1,942","3,516","1,806","1,009","2,097","2,708","3,727","5,945","5,065","4,862","3,771","1,973","3,491"
2020,6,60,"30,913","2,014","2,412","1,464",948,"1,371","2,812","3,170","4,118","3,465","3,323","2,698",970,"2,148"
2020,6,70,"13,948","1,207",963,751,457,616,"1,524","1,464","1,598","1,699","1,338","1,068",346,917
2020,6,80,"5,026",426,327,239,148,236,586,603,531,664,436,382,126,322
2020,6,90,605,49,47,32,23,34,64,57,74,62,55,37,12,59
2020,6,100,57,4,2,2,6,3,24,3,1,2,4,2,1,3
2020,7,총,"219,635","10,388","17,477","8,970","4,888","11,410","13,633","19,950","34,115","23,382","22,689","20,518","11,022","21,193"
2020,7,0,"17,179",468,"1,419",431,242,945,491,"1,388","3,614","1,162","1,509","2,074","1,317","2,119"
2020,7,10,"20,406",655,"1,336",625,320,"1,137",689,"1,650","3,642","2,192","2,339","1,900","1,326","2,595"
2020,7,20,"27,463","1,117","2,235","1,364",610,"1,532","1,645","2,465","3,999","3,258","3,044","2,351","1,375","2,468"
2020,7,30,"27,214","1,069","2,533","1,050",527,"1,640","1,388","2,507","4,575","2,157","2,346","2,902","1,714","2,806"
2020,7,40,"34,820","1,416","2,675","1,184",594,"1,788","1,713","2,964","6,007","3,621","3,422","3,338","1,858","4,240"
2020,7,50,"41,815","1,943","3,503","1,813",999,"2,101","2,695","3,694","5,926","5,075","4,850","3,753","1,965","3,498"
2020,7,60,"31,013","2,016","2,432","1,474",953,"1,371","2,817","3,158","4,135","3,476","3,331","2,712",981,"2,157"
2020,7,70,"14,019","1,223",969,756,465,619,"1,523","1,463","1,606","1,709","1,350","1,061",349,926
2020,7,80,"5,039",427,327,240,149,238,583,601,535,669,438,387,123,322
2020,7,90,611,50,46,31,23,36,65,57,75,61,56,38,13,60
2020,7,100,56,4,2,2,6,3,24,3,1,2,4,2,1,2
2020,8,총,"219,249","10,414","17,451","8,970","4,881","11,387","13,560","19,840","34,050","23,330","22,691","20,505","11,008","21,162"
2020,8,0,"17,063",466,"1,408",438,237,947,484,"1,374","3,584","1,138","1,502","2,054","1,336","2,095"
2020,8,10,"20,326",656,"1,335",616,322,"1,129",682,"1,641","3,639","2,181","2,347","1,892","1,300","2,586"
2020,8,20,"27,395","1,123","2,214","1,369",609,"1,523","1,632","2,457","3,986","3,244","3,043","2,357","1,365","2,473"
2020,8,30,"27,002","1,069","2,523","1,050",521,"1,634","1,374","2,482","4,524","2,131","2,333","2,883","1,729","2,749"
2020,8,40,"34,738","1,415","2,675","1,180",592,"1,784","1,696","2,930","6,009","3,605","3,412","3,343","1,848","4,249"
2020,8,50,"41,778","1,951","3,500","1,813",995,"2,089","2,677","3,690","5,921","5,065","4,853","3,747","1,953","3,524"
2020,8,60,"31,165","2,028","2,447","1,473",960,"1,380","2,828","3,147","4,154","3,508","3,348","2,733",991,"2,168"
2020,8,70,"14,052","1,229",973,755,466,623,"1,517","1,458","1,620","1,711","1,358","1,064",349,929
2020,8,80,"5,071",422,330,243,150,240,582,602,537,685,435,394,122,329
2020,8,90,605,51,44,31,23,35,65,57,75,60,56,36,14,58
2020,8,100,54,4,2,2,6,3,23,2,1,2,4,2,1,2
2020,9,총,"218,862","10,394","17,416","8,954","4,885","11,393","13,535","19,694","33,985","23,306","22,633","20,517","11,017","21,133"
2020,9,0,"16,968",461,"1,402",433,238,947,479,"1,372","3,561","1,129","1,497","2,040","1,339","2,070"
2020,9,10,"20,290",651,"1,332",616,325,"1,128",678,"1,630","3,648","2,156","2,348","1,907","1,297","2,574"
2020,9,20,"27,237","1,104","2,198","1,359",601,"1,516","1,632","2,433","3,967","3,243","3,015","2,329","1,363","2,477"
2020,9,30,"26,841","1,077","2,505","1,043",523,"1,628","1,372","2,461","4,482","2,116","2,330","2,875","1,722","2,707"
2020,9,40,"34,622","1,421","2,674","1,176",587,"1,787","1,676","2,898","6,003","3,562","3,389","3,367","1,840","4,242"
2020,9,50,"41,693","1,933","3,486","1,808",992,"2,085","2,671","3,655","5,910","5,078","4,824","3,742","1,960","3,549"
2020,9,60,"31,327","2,035","2,470","1,482",966,"1,396","2,838","3,130","4,173","3,537","3,367","2,754","1,002","2,177"
2020,9,70,"14,110","1,235",973,756,468,629,"1,517","1,452","1,627","1,730","1,366","1,060",352,945
2020,9,80,"5,103",422,329,248,156,237,584,604,535,693,436,403,126,330
2020,9,90,615,50,45,31,22,37,65,57,78,60,57,38,15,60
2020,9,100,56,5,2,2,7,3,23,2,1,2,4,2,1,2
2020,10,총,"218,571","10,384","17,391","8,939","4,849","11,385","13,467","19,601","33,954","23,313","22,615","20,520","11,019","21,134"
2020,10,0,"16,843",463,"1,383",431,232,937,472,"1,372","3,525","1,117","1,489","2,037","1,333","2,052"
2020,10,10,"20,224",647,"1,327",610,322,"1,123",677,"1,620","3,664","2,131","2,331","1,913","1,292","2,567"
2020,10,20,"27,183","1,099","2,195","1,355",591,"1,511","1,616","2,425","3,956","3,251","3,019","2,315","1,367","2,483"
2020,10,30,"26,667","1,082","2,482","1,040",521,"1,627","1,356","2,444","4,434","2,119","2,333","2,844","1,712","2,673"
2020,10,40,"34,565","1,417","2,662","1,172",575,"1,797","1,676","2,885","6,002","3,540","3,370","3,381","1,836","4,252"
2020,10,50,"41,617","1,924","3,484","1,808",993,"2,076","2,649","3,616","5,911","5,088","4,806","3,732","1,972","3,558"
2020,10,60,"31,516","2,034","2,491","1,487",965,"1,402","2,846","3,128","4,201","3,568","3,402","2,790","1,008","2,194"
2020,10,70,"14,156","1,232",982,757,467,637,"1,510","1,448","1,639","1,744","1,361","1,064",355,960
2020,10,80,"5,126",429,339,245,155,234,577,603,543,692,444,405,127,333
2020,10,90,617,52,44,32,21,38,65,58,78,60,56,37,16,60
2020,10,100,57,5,2,2,7,3,23,2,1,3,4,2,1,2
2020,11,총,"218,096","10,388","17,354","8,899","4,830","11,375","13,409","19,454","33,869","23,252","22,590","20,517","10,996","21,163"
2020,11,0,"16,705",459,"1,383",418,232,930,461,"1,358","3,485","1,105","1,484","2,033","1,322","2,035"
2020,11,10,"20,195",647,"1,322",605,322,"1,120",672,"1,604","3,666","2,110","2,342","1,925","1,295","2,565"
2020,11,20,"27,045","1,103","2,176","1,346",590,"1,510","1,605","2,384","3,934","3,252","2,993","2,293","1,367","2,492"
2020,11,30,"26,495","1,076","2,469","1,035",518,"1,626","1,343","2,425","4,396","2,092","2,314","2,840","1,688","2,673"
2020,11,40,"34,404","1,408","2,648","1,163",570,"1,792","1,653","2,859","5,988","3,489","3,372","3,378","1,840","4,244"
2020,11,50,"41,551","1,939","3,471","1,792",986,"2,077","2,638","3,603","5,893","5,094","4,791","3,717","1,975","3,575"
2020,11,60,"31,679","2,030","2,517","1,503",961,"1,405","2,854","3,121","4,233","3,593","3,413","2,822","1,004","2,223"
2020,11,70,"14,202","1,236",984,758,471,640,"1,514","1,440","1,648","1,757","1,372","1,061",360,961
2020,11,80,"5,145",430,338,247,154,236,582,602,545,696,448,406,126,335
2020,11,90,618,55,44,30,19,36,64,56,80,61,57,40,18,58
2020,11,100,57,5,2,2,7,3,23,2,1,3,4,2,1,2
2020,12,총,"217,595","10,414","17,313","8,842","4,810","11,382","13,296","19,348","33,809","23,196","22,544","20,522","10,960","21,159"
2020,12,0,"16,638",465,"1,374",414,227,924,439,"1,357","3,468","1,100","1,495","2,028","1,323","2,024"
2020,12,10,"20,118",656,"1,313",595,317,"1,128",660,"1,589","3,659","2,088","2,327","1,928","1,293","2,565"
2020,12,20,"26,816","1,090","2,181","1,319",588,"1,509","1,592","2,344","3,899","3,243","2,964","2,272","1,338","2,477"
2020,12,30,"26,371","1,080","2,434","1,029",513,"1,626","1,318","2,415","4,390","2,072","2,310","2,851","1,685","2,648"
2020,12,40,"34,258","1,426","2,651","1,149",568,"1,783","1,621","2,836","5,979","3,452","3,346","3,384","1,825","4,238"
2020,12,50,"41,403","1,914","3,443","1,786",978,"2,071","2,624","3,594","5,874","5,087","4,781","3,693","1,974","3,584"
2020,12,60,"31,856","2,043","2,534","1,503",966,"1,420","2,853","3,111","4,258","3,624","3,427","2,849","1,017","2,251"
2020,12,70,"14,282","1,247",999,765,472,645,"1,515","1,438","1,659","1,763","1,384","1,067",359,969
2020,12,80,"5,163",431,338,250,156,236,583,602,540,702,447,407,127,344
2020,12,90,630,56,44,30,18,37,68,60,81,62,58,41,18,57
2020,12,100,60,6,2,2,7,3,23,2,2,3,5,2,1,2
2021,1,총,"217,191","10,450","17,274","8,846","4,781","11,353","13,309","19,226","33,694","23,122","22,511","20,499","10,966","21,160"
2021,1,0,"16,475",459,"1,363",418,217,914,441,"1,332","3,417","1,089","1,487","2,014","1,320","2,004"
2021,1,10,"20,097",663,"1,300",599,324,"1,122",656,"1,589","3,659","2,068","2,320","1,933","1,296","2,568"
2021,1,20,"26,670","1,107","2,166","1,309",580,"1,498","1,591","2,334","3,866","3,214","2,947","2,259","1,320","2,479"
2021,1,30,"26,222","1,087","2,426","1,025",510,"1,596","1,322","2,369","4,355","2,059","2,310","2,831","1,697","2,635"
2021,1,40,"34,148","1,422","2,649","1,155",559,"1,793","1,613","2,817","5,961","3,410","3,342","3,386","1,814","4,227"
2021,1,50,"41,252","1,917","3,410","1,777",977,"2,069","2,617","3,559","5,853","5,076","4,755","3,666","1,972","3,604"
2021,1,60,"32,097","2,054","2,565","1,507",956,"1,435","2,868","3,110","4,290","3,672","3,453","2,890","1,035","2,262"
2021,1,70,"14,343","1,249","1,012",769,476,645,"1,524","1,446","1,673","1,761","1,383","1,070",362,973
2021,1,80,"5,201",430,335,255,159,244,586,606,538,710,452,407,130,349
2021,1,90,627,56,45,30,16,34,69,62,80,61,57,41,19,57
2021,1,100,59,6,3,2,7,3,22,2,2,2,5,2,1,2
2021,2,총,"216,523","10,451","17,255","8,829","4,731","11,360","13,235","19,130","33,568","23,026","22,437","20,471","10,923","21,107"
2021,2,0,"16,337",442,"1,355",408,217,911,435,"1,315","3,388","1,067","1,485","2,018","1,317","1,979"
2021,2,10,"19,946",665,"1,302",603,311,"1,118",647,"1,575","3,657","2,036","2,280","1,917","1,276","2,559"
2021,2,20,"26,376","1,103","2,147","1,272",567,"1,479","1,565","2,327","3,808","3,169","2,918","2,243","1,309","2,469"
2021,2,30,"26,057","1,091","2,420","1,030",508,"1,597","1,302","2,339","4,320","2,050","2,315","2,814","1,679","2,592"
2021,2,40,"34,090","1,423","2,648","1,164",555,"1,807","1,610","2,808","5,948","3,373","3,315","3,386","1,819","4,234"
2021,2,50,"41,105","1,909","3,391","1,768",954,"2,065","2,598","3,518","5,840","5,068","4,745","3,656","1,973","3,620"
2021,2,60,"32,285","2,057","2,595","1,518",963,"1,444","2,869","3,130","4,317","3,708","3,472","2,903","1,038","2,271"
2021,2,70,"14,396","1,262","1,020",768,474,656,"1,526","1,440","1,669","1,774","1,389","1,080",361,977
2021,2,80,"5,231",435,329,265,158,245,592,613,539,715,454,410,129,347
2021,2,90,640,58,46,31,17,35,68,63,80,64,59,42,21,56
2021,2,100,60,6,2,2,7,3,23,2,2,2,5,2,1,3
2021,3,총,"215,276","10,367","17,176","8,800","4,600","11,308","13,021","18,999","33,413","22,914","22,341","20,400","10,891","21,046"
2021,3,0,"16,182",442,"1,344",407,209,904,430,"1,303","3,356","1,044","1,471","2,011","1,307","1,954"
2021,3,10,"19,806",659,"1,292",594,304,"1,104",640,"1,573","3,651","2,016","2,256","1,910","1,264","2,543"
2021,3,20,"26,137","1,103","2,129","1,258",557,"1,472","1,549","2,292","3,775","3,117","2,903","2,221","1,309","2,452"
2021,3,30,"25,922","1,086","2,409","1,043",500,"1,593","1,289","2,311","4,287","2,042","2,301","2,816","1,656","2,589"
2021,3,40,"33,834","1,408","2,628","1,154",534,"1,790","1,587","2,784","5,920","3,350","3,270","3,366","1,821","4,222"
2021,3,50,"40,765","1,886","3,355","1,750",930,"2,049","2,541","3,482","5,803","5,038","4,708","3,636","1,971","3,616"
2021,3,60,"32,401","2,058","2,615","1,528",948,"1,448","2,833","3,145","4,315","3,745","3,510","2,918","1,048","2,290"
2021,3,70,"14,400","1,241","1,026",770,452,665,"1,522","1,438","1,684","1,782","1,406","1,078",361,975
2021,3,80,"5,196",429,333,263,154,247,570,609,538,714,459,403,132,345
2021,3,90,614,53,43,33,12,33,58,62,82,66,54,40,21,57
2021,3,100,19,2,2,0,0,3,2,0,2,0,3,1,1,3
2021,4,총,"214,901","10,376","17,121","8,793","4,581","11,268","12,981","18,847","33,427","22,870","22,319","20,374","10,891","21,053"
2021,4,0,"16,103",451,"1,335",406,206,911,430,"1,290","3,342","1,034","1,462","1,990","1,300","1,946"
2021,4,10,"19,782",660,"1,296",591,295,"1,094",633,"1,558","3,678","1,997","2,241","1,931","1,268","2,540"
2021,4,20,"25,998","1,112","2,110","1,244",555,"1,476","1,541","2,253","3,742","3,106","2,895","2,192","1,313","2,459"
2021,4,30,"25,864","1,089","2,407","1,046",490,"1,579","1,289","2,305","4,299","2,033","2,298","2,800","1,648","2,581"
2021,4,40,"33,747","1,410","2,621","1,142",533,"1,769","1,575","2,761","5,917","3,329","3,262","3,384","1,825","4,219"
2021,4,50,"40,589","1,874","3,327","1,751",925,"2,043","2,531","3,434","5,776","5,015","4,693","3,614","1,970","3,636"
2021,4,60,"32,529","2,058","2,610","1,527",960,"1,468","2,833","3,138","4,339","3,781","3,542","2,936","1,052","2,285"
2021,4,70,"14,423","1,237","1,032",785,449,656,"1,516","1,438","1,702","1,787","1,401","1,084",359,977
2021,4,80,"5,232",429,338,266,155,242,575,609,544,720,466,405,134,349
2021,4,90,619,54,43,35,13,30,57,61,86,68,56,37,21,58
2021,4,100,15,2,2,0,0,0,1,0,2,0,3,1,1,3
2021,5,총,"214,775","10,463","17,098","8,777","4,552","11,270","12,970","18,779","33,422","22,845","22,293","20,371","10,902","21,033"
2021,5,0,"16,013",457,"1,328",406,207,908,426,"1,276","3,336","1,018","1,445","1,982","1,299","1,925"
2021,5,10,"19,724",664,"1,297",591,294,"1,085",634,"1,554","3,675","1,969","2,232","1,922","1,269","2,538"
2021,5,20,"25,984","1,129","2,097","1,248",547,"1,479","1,529","2,236","3,741","3,109","2,897","2,198","1,308","2,466"
2021,5,30,"25,748","1,121","2,385","1,047",492,"1,571","1,287","2,302","4,261","2,022","2,281","2,776","1,654","2,549"
2021,5,40,"33,627","1,431","2,606","1,117",526,"1,774","1,568","2,741","5,919","3,286","3,243","3,387","1,819","4,210"
2021,5,50,"40,571","1,871","3,323","1,750",917,"2,040","2,530","3,414","5,777","5,031","4,695","3,612","1,961","3,650"
2021,5,60,"32,719","2,062","2,641","1,527",959,"1,474","2,837","3,144","4,360","3,824","3,571","2,955","1,066","2,299"
2021,5,70,"14,474","1,240","1,033",791,442,665,"1,518","1,444","1,718","1,792","1,402","1,084",366,979
2021,5,80,"5,276",432,343,264,154,243,585,607,549,725,467,414,138,355
2021,5,90,624,54,43,36,14,31,55,61,84,69,57,40,21,59
2021,5,100,15,2,2,0,0,0,1,0,2,0,3,1,1,3
2021,6,총,"214,779","10,987","17,077","8,739","4,558","11,269","12,875","18,692","33,384","22,774","22,208","20,329","10,893","20,994"
2021,6,0,"15,933",510,"1,316",397,208,912,411,"1,268","3,317",997,"1,434","1,964","1,296","1,903"
2021,6,10,"19,700",679,"1,301",584,294,"1,079",629,"1,549","3,665","1,953","2,221","1,926","1,275","2,545"
2021,6,20,"25,969","1,257","2,074","1,238",555,"1,476","1,530","2,220","3,722","3,099","2,873","2,177","1,314","2,434"
2021,6,30,"25,731","1,283","2,376","1,031",493,"1,573","1,268","2,269","4,263","2,009","2,259","2,751","1,630","2,526"
2021,6,40,"33,632","1,495","2,599","1,113",521,"1,772","1,545","2,729","5,914","3,265","3,240","3,398","1,821","4,220"
2021,6,50,"40,460","1,919","3,317","1,749",915,"2,023","2,499","3,379","5,766","5,006","4,661","3,597","1,968","3,661"
2021,6,60,"32,894","2,099","2,670","1,532",961,"1,489","2,841","3,153","4,376","3,846","3,581","2,971","1,068","2,307"
2021,6,70,"14,519","1,249","1,031",789,445,671,"1,516","1,447","1,726","1,798","1,406","1,092",366,983
2021,6,80,"5,306",441,346,269,152,243,585,613,551,732,471,411,134,358
2021,6,90,621,53,45,37,14,31,51,65,82,69,59,41,20,54
2021,6,100,14,2,2,0,0,0,0,0,2,0,3,1,1,3
2021,7,총,"214,584","11,125","17,059","8,767","4,503","11,271","12,847","18,587","33,361","22,769","22,192","20,284","10,901","20,918"
2021,7,0,"15,859",516,"1,322",391,205,909,414,"1,261","3,315",980,"1,421","1,949","1,303","1,873"
2021,7,10,"19,668",678,"1,296",591,295,"1,080",629,"1,534","3,663","1,944","2,210","1,935","1,273","2,540"
2021,7,20,"25,864","1,288","2,056","1,256",545,"1,471","1,517","2,201","3,697","3,096","2,858","2,149","1,306","2,424"
2021,7,30,"25,662","1,339","2,378","1,023",480,"1,573","1,263","2,257","4,250","2,010","2,249","2,726","1,622","2,492"
2021,7,40,"33,548","1,506","2,576","1,118",517,"1,770","1,542","2,707","5,904","3,242","3,229","3,406","1,817","4,214"
2021,7,50,"40,402","1,938","3,314","1,741",895,"2,022","2,495","3,350","5,768","5,006","4,655","3,584","1,983","3,651"
2021,7,60,"33,052","2,103","2,678","1,543",955,"1,491","2,846","3,160","4,398","3,884","3,613","2,990","1,079","2,312"
2021,7,70,"14,559","1,259","1,041",790,444,682,"1,509","1,439","1,726","1,805","1,419","1,093",363,989
2021,7,80,"5,329",443,352,276,153,241,584,611,556,730,475,410,134,364
2021,7,90,626,53,44,38,14,32,48,67,82,72,60,40,20,56
2021,7,100,15,2,2,0,0,0,0,0,2,0,3,2,1,3
2021,8,총,"214,280","11,151","17,042","8,757","4,489","11,281","12,799","18,559","33,273","22,747","22,130","20,252","10,884","20,916"
2021,8,0,"15,720",510,"1,318",393,199,906,408,"1,256","3,271",982,"1,400","1,935","1,294","1,848"
2021,8,10,"19,645",672,"1,307",588,301,"1,072",624,"1,537","3,656","1,924","2,203","1,935","1,280","2,546"
2021,8,20,"25,742","1,294","2,027","1,257",544,"1,468","1,508","2,181","3,691","3,076","2,823","2,149","1,298","2,426"
2021,8,30,"25,565","1,351","2,377","1,026",480,"1,587","1,257","2,245","4,199","2,027","2,225","2,708","1,610","2,473"
2021,8,40,"33,440","1,504","2,579","1,108",515,"1,760","1,538","2,705","5,893","3,202","3,219","3,397","1,817","4,203"
2021,8,50,"40,328","1,951","3,303","1,731",889,"2,022","2,475","3,335","5,773","4,986","4,652","3,563","1,983","3,665"
2021,8,60,"33,236","2,107","2,705","1,544",951,"1,501","2,843","3,173","4,408","3,924","3,645","3,017","1,083","2,335"
2021,8,70,"14,627","1,264","1,038",796,443,691,"1,517","1,439","1,743","1,815","1,423","1,100",364,994
2021,8,80,"5,335",443,345,275,154,241,582,619,554,737,479,405,133,368
2021,8,90,626,53,41,39,13,33,47,69,83,74,57,41,21,55
2021,8,100,16,2,2,0,0,0,0,0,2,0,4,2,1,3
2021,9,총,"213,833","11,170","17,001","8,716","4,465","11,283","12,735","18,470","33,196","22,706","22,104","20,232","10,860","20,895"
2021,9,0,"15,602",516,"1,316",380,193,908,398,"1,243","3,246",971,"1,397","1,921","1,289","1,824"
2021,9,10,"19,620",666,"1,291",580,302,"1,073",622,"1,546","3,655","1,918","2,198","1,938","1,279","2,552"
2021,9,20,"25,592","1,303","2,005","1,254",536,"1,457","1,495","2,146","3,656","3,084","2,814","2,143","1,279","2,420"
2021,9,30,"25,422","1,343","2,366","1,025",477,"1,591","1,248","2,228","4,184","2,015","2,218","2,682","1,596","2,449"
