년도,월,나이,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2020,9,50,"26,001","6,670","1,074","3,268","2,304","2,402","3,850","1,465","3,076","1,892"
2020,9,60,"22,298","5,242","1,145","2,735","1,622","2,183","2,787","1,559","3,193","1,832"
2020,9,70,"8,112","1,986",488,"1,093",492,944,921,616,907,665
2020,9,80,"2,446",627,139,398,182,230,285,162,198,225
2020,9,90,358,112,15,44,20,34,50,25,29,29
2020,9,100,26,7,1,4,2,4,2,1,2,3
2020,10,총,"157,319","40,401","5,821","20,001","11,847","15,083","21,051","8,973","21,793","12,349"
2020,10,0,"15,131","3,700",243,"2,211",949,"1,397","2,136",724,"2,466","1,305"
2020,10,10,"15,576","4,113",363,"1,919","1,180","1,368","2,312",913,"2,134","1,274"
2020,10,20,"17,893","4,634",731,"2,044","1,545","1,937","2,442",924,"2,458","1,178"
2020,10,30,"23,378","6,024",787,"3,021","1,549","2,270","2,770","1,171","3,916","1,870"
2020,10,40,"25,982","7,256",831,"3,254","1,975","2,306","3,476","1,408","3,414","2,062"
2020,10,50,"25,899","6,660","1,072","3,253","2,309","2,387","3,849","1,435","3,050","1,884"
2020,10,60,"22,469","5,281","1,144","2,749","1,643","2,196","2,812","1,584","3,214","1,846"
2020,10,70,"8,152","1,990",491,"1,096",496,953,920,626,910,670
2020,10,80,"2,451",624,142,401,180,231,284,163,199,227
2020,10,90,362,112,16,49,19,34,48,24,30,30
2020,10,100,26,7,1,4,2,4,2,1,2,3
2020,11,총,"157,111","40,345","5,799","20,050","11,827","15,066","20,999","8,933","21,758","12,334"
2020,11,0,"15,012","3,662",242,"2,216",938,"1,375","2,116",720,"2,442","1,301"
2020,11,10,"15,594","4,113",361,"1,917","1,177","1,378","2,317",910,"2,145","1,276"
2020,11,20,"17,823","4,633",726,"2,039","1,546","1,930","2,431",912,"2,442","1,164"
2020,11,30,"23,186","5,941",777,"3,030","1,541","2,250","2,747","1,157","3,889","1,854"
2020,11,40,"26,021","7,279",826,"3,255","1,965","2,325","3,460","1,401","3,431","2,079"
2020,11,50,"25,801","6,637","1,064","3,262","2,306","2,375","3,825","1,432","3,036","1,864"
2020,11,60,"22,612","5,330","1,149","2,767","1,654","2,204","2,845","1,585","3,220","1,858"
2020,11,70,"8,198","1,993",492,"1,106",498,957,926,629,922,675
2020,11,80,"2,465",633,145,403,180,234,279,162,199,230
2020,11,90,373,117,16,51,20,34,51,24,30,30
2020,11,100,26,7,1,4,2,4,2,1,2,3
2020,12,총,"156,806","40,288","5,797","19,996","11,822","15,071","20,942","8,927","21,652","12,311"
2020,12,0,"14,889","3,628",239,"2,199",933,"1,376","2,089",712,"2,423","1,290"
2020,12,10,"15,611","4,117",361,"1,913","1,188","1,376","2,320",918,"2,145","1,273"
2020,12,20,"17,725","4,611",725,"2,031","1,534","1,931","2,418",909,"2,402","1,164"
2020,12,30,"23,042","5,912",769,"2,999","1,536","2,241","2,731","1,147","3,862","1,845"
2020,12,40,"25,990","7,279",828,"3,239","1,962","2,324","3,453","1,402","3,428","2,075"
2020,12,50,"25,702","6,619","1,060","3,252","2,288","2,371","3,821","1,422","3,016","1,853"
2020,12,60,"22,709","5,361","1,150","2,788","1,675","2,216","2,850","1,598","3,204","1,867"
2020,12,70,"8,277","2,013",503,"1,117",504,963,927,630,941,679
2020,12,80,"2,467",630,144,403,180,236,281,164,197,232
2020,12,90,367,110,17,51,20,33,50,24,32,30
2020,12,100,27,8,1,4,2,4,2,1,2,3
2021,1,총,"156,596","40,289","5,830","19,935","11,827","15,064","20,886","8,907","21,547","12,311"
2021,1,0,"14,761","3,584",237,"2,186",930,"1,365","2,088",689,"2,396","1,286"
2021,1,10,"15,622","4,127",364,"1,924","1,195","1,360","2,312",922,"2,146","1,272"
2021,1,20,"17,672","4,624",729,"2,012","1,528","1,936","2,406",909,"2,374","1,154"
2021,1,30,"22,856","5,844",775,"2,978","1,539","2,225","2,704","1,135","3,818","1,838"
2021,1,40,"26,042","7,327",837,"3,241","1,958","2,325","3,440","1,400","3,437","2,077"
2021,1,50,"25,567","6,607","1,053","3,224","2,272","2,368","3,791","1,416","2,988","1,848"
2021,1,60,"22,859","5,409","1,161","2,793","1,694","2,234","2,874","1,613","3,211","1,870"
2021,1,70,"8,342","2,026",507,"1,118",509,976,935,628,946,697
2021,1,80,"2,488",630,149,406,179,237,284,170,198,235
2021,1,90,359,103,17,49,20,34,50,24,31,31
2021,1,100,28,8,1,4,3,4,2,1,2,3
2021,2,총,"156,209","40,232","5,833","19,870","11,759","15,022","20,814","8,870","21,493","12,316"
2021,2,0,"14,603","3,553",235,"2,163",907,"1,350","2,076",669,"2,372","1,278"
2021,2,10,"15,597","4,095",366,"1,922","1,187","1,372","2,303",929,"2,148","1,275"
2021,2,20,"17,576","4,621",728,"2,004","1,513","1,919","2,385",904,"2,356","1,146"
2021,2,30,"22,609","5,833",768,"2,933","1,512","2,190","2,675","1,101","3,769","1,828"
2021,2,40,"26,095","7,321",841,"3,233","1,961","2,329","3,429","1,405","3,480","2,096"
2021,2,50,"25,433","6,589","1,057","3,208","2,251","2,361","3,773","1,415","2,945","1,834"
2021,2,60,"23,003","5,436","1,162","2,827","1,712","2,246","2,894","1,618","3,229","1,879"
2021,2,70,"8,394","2,040",509,"1,115",513,982,941,634,955,705
2021,2,80,"2,515",636,147,413,181,237,287,169,204,241
2021,2,90,356,100,19,48,19,32,49,25,33,31
2021,2,100,28,8,1,4,3,4,2,1,2,3
2021,3,총,"155,753","40,189","5,814","19,811","11,714","14,969","20,764","8,841","21,398","12,253"
2021,3,0,"14,508","3,535",232,"2,157",904,"1,342","2,065",660,"2,357","1,256"
2021,3,10,"15,563","4,092",367,"1,912","1,178","1,368","2,299",927,"2,141","1,279"
2021,3,20,"17,524","4,615",724,"1,999","1,503","1,929","2,360",897,"2,364","1,133"
2021,3,30,"22,426","5,817",771,"2,897","1,491","2,154","2,657","1,084","3,745","1,810"
2021,3,40,"26,052","7,309",839,"3,227","1,952","2,328","3,444","1,393","3,461","2,099"
2021,3,50,"25,320","6,580","1,048","3,189","2,250","2,356","3,744","1,412","2,922","1,819"
2021,3,60,"23,063","5,447","1,163","2,848","1,712","2,245","2,912","1,633","3,220","1,883"
2021,3,70,"8,413","2,054",503,"1,113",527,975,946,637,951,707
2021,3,80,"2,520",641,149,419,174,240,287,172,203,235
2021,3,90,354,96,18,49,21,31,48,25,34,32
2021,3,100,10,3,0,1,2,1,2,1,0,0
2021,4,총,"155,511","40,125","5,805","19,799","11,693","14,928","20,736","8,849","21,339","12,237"
2021,4,0,"14,385","3,508",228,"2,141",892,"1,331","2,052",653,"2,341","1,239"
2021,4,10,"15,580","4,098",361,"1,924","1,181","1,375","2,291",926,"2,136","1,288"
2021,4,20,"17,472","4,607",723,"1,989","1,502","1,914","2,351",899,"2,354","1,133"
2021,4,30,"22,271","5,763",768,"2,869","1,477","2,153","2,653","1,074","3,727","1,787"
2021,4,40,"26,067","7,316",835,"3,251","1,950","2,312","3,447","1,408","3,441","2,107"
2021,4,50,"25,194","6,580","1,046","3,168","2,240","2,332","3,711","1,408","2,908","1,801"
2021,4,60,"23,192","5,454","1,172","2,868","1,719","2,258","2,938","1,644","3,232","1,907"
2021,4,70,"8,431","2,051",504,"1,114",531,974,953,638,961,705
2021,4,80,"2,554",649,150,424,178,247,291,173,206,236
2021,4,90,355,97,18,50,21,30,47,25,33,34
2021,4,100,10,2,0,1,2,2,2,1,0,0
2021,5,총,"155,284","40,122","5,788","19,740","11,698","14,905","20,719","8,829","21,250","12,233"
2021,5,0,"14,278","3,495",230,"2,132",889,"1,306","2,043",640,"2,310","1,233"
2021,5,10,"15,579","4,091",358,"1,925","1,172","1,381","2,297",926,"2,136","1,293"
2021,5,20,"17,418","4,594",723,"1,972","1,500","1,909","2,351",896,"2,349","1,124"
2021,5,30,"22,159","5,763",756,"2,841","1,474","2,128","2,653","1,068","3,692","1,784"
2021,5,40,"26,009","7,313",830,"3,239","1,957","2,301","3,438","1,409","3,421","2,101"
2021,5,50,"25,126","6,578","1,032","3,154","2,236","2,352","3,691","1,391","2,895","1,797"
2021,5,60,"23,305","5,472","1,179","2,885","1,729","2,270","2,956","1,655","3,236","1,923"
2021,5,70,"8,490","2,064",509,"1,121",540,980,955,645,971,705
2021,5,80,"2,554",649,153,422,177,244,289,174,208,238
2021,5,90,357,101,18,48,22,33,44,24,32,35
2021,5,100,9,2,0,1,2,1,2,1,0,0
2021,6,총,"155,129","40,122","5,769","19,722","11,688","14,913","20,681","8,823","21,206","12,205"
2021,6,0,"14,200","3,475",230,"2,122",891,"1,308","2,025",631,"2,294","1,224"
2021,6,10,"15,595","4,084",356,"1,929","1,173","1,392","2,310",922,"2,136","1,293"
2021,6,20,"17,340","4,599",712,"1,969","1,494","1,891","2,337",892,"2,330","1,116"
2021,6,30,"22,041","5,744",748,"2,823","1,473","2,115","2,629","1,058","3,684","1,767"
2021,6,40,"26,026","7,311",832,"3,240","1,961","2,318","3,437","1,416","3,418","2,093"
2021,6,50,"25,034","6,575","1,033","3,144","2,218","2,344","3,675","1,380","2,872","1,793"
2021,6,60,"23,450","5,506","1,172","2,905","1,745","2,281","2,976","1,677","3,256","1,932"
2021,6,70,"8,504","2,069",513,"1,119",537,980,957,642,975,712
2021,6,80,"2,567",653,155,420,173,249,286,181,210,240
2021,6,90,363,104,18,50,21,34,47,23,31,35
2021,6,100,9,2,0,1,2,1,2,1,0,0
2021,7,총,"154,922","40,091","5,771","19,682","11,667","14,868","20,658","8,812","21,187","12,186"
2021,7,0,"14,124","3,468",229,"2,115",883,"1,293","2,012",627,"2,294","1,203"
2021,7,10,"15,603","4,092",354,"1,915","1,164","1,392","2,326",921,"2,135","1,304"
2021,7,20,"17,233","4,579",712,"1,955","1,497","1,857","2,314",885,"2,315","1,119"
2021,7,30,"21,932","5,739",752,"2,813","1,464","2,096","2,619","1,051","3,661","1,737"
2021,7,40,"26,000","7,281",827,"3,231","1,950","2,319","3,426","1,422","3,443","2,101"
2021,7,50,"24,947","6,562","1,036","3,131","2,220","2,340","3,669","1,376","2,835","1,778"
2021,7,60,"23,556","5,524","1,174","2,920","1,750","2,292","2,992","1,678","3,272","1,954"
2021,7,70,"8,576","2,080",515,"1,127",544,996,964,644,990,716
2021,7,80,"2,576",659,154,424,172,248,286,183,211,239
2021,7,90,366,105,18,50,21,34,48,24,31,35
2021,7,100,9,2,0,1,2,1,2,1,0,0
2021,8,총,"154,705","40,098","5,772","19,606","11,643","14,858","20,620","8,814","21,177","12,117"
2021,8,0,"14,033","3,444",233,"2,097",866,"1,293","1,995",620,"2,293","1,192"
2021,8,10,"15,608","4,119",351,"1,915","1,161","1,385","2,330",919,"2,136","1,292"
2021,8,20,"17,099","4,535",701,"1,933","1,478","1,858","2,299",871,"2,328","1,096"
2021,8,30,"21,777","5,717",750,"2,776","1,457","2,079","2,587","1,063","3,637","1,711"
2021,8,40,"26,003","7,283",823,"3,233","1,948","2,313","3,442","1,428","3,450","2,083"
2021,8,50,"24,960","6,578","1,037","3,128","2,226","2,353","3,664","1,369","2,825","1,780"
2021,8,60,"23,623","5,554","1,186","2,915","1,762","2,293","2,997","1,686","3,271","1,959"
2021,8,70,"8,644","2,098",517,"1,131",549,"1,001",974,652,993,729
2021,8,80,"2,583",665,156,426,173,249,280,184,213,237
2021,8,90,366,104,18,50,21,33,50,21,31,38
2021,8,100,9,1,0,2,2,1,2,1,0,0
2021,9,총,"154,566","40,102","5,780","19,589","11,601","14,826","20,606","8,776","21,186","12,100"
2021,9,0,"13,994","3,440",232,"2,087",861,"1,285","1,997",610,"2,289","1,193"
2021,9,10,"15,575","4,106",354,"1,919","1,152","1,382","2,332",920,"2,130","1,280"
2021,9,20,"17,012","4,509",704,"1,929","1,463","1,848","2,281",851,"2,341","1,086"
2021,9,30,"21,666","5,704",743,"2,765","1,443","2,062","2,577","1,048","3,615","1,709"
2021,9,40,"26,052","7,295",821,"3,247","1,938","2,318","3,437","1,430","3,486","2,080"
2021,9,50,"24,912","6,591","1,039","3,117","2,225","2,338","3,678","1,367","2,788","1,769"
2021,9,60,"23,696","5,584","1,195","2,910","1,771","2,302","2,995","1,688","3,280","1,971"
2021,9,70,"8,679","2,105",516,"1,132",549,"1,001",974,656,"1,012",734
2021,9,80,"2,608",665,158,429,177,256,285,186,213,239
2021,9,90,363,102,18,52,20,33,48,19,32,39
2021,9,100,9,1,0,2,2,1,2,1,0,0
2021,10,총,"154,501","40,111","5,791","19,563","11,589","14,811","20,599","8,765","21,189","12,083"
2021,10,0,"13,902","3,413",235,"2,078",849,"1,284","1,978",599,"2,274","1,192"
2021,10,10,"15,655","4,126",355,"1,922","1,156","1,377","2,347",925,"2,170","1,277"
2021,10,20,"16,910","4,489",712,"1,919","1,463","1,822","2,255",854,"2,314","1,082"
2021,10,30,"21,548","5,668",753,"2,751","1,427","2,057","2,574","1,036","3,600","1,682"
2021,10,40,"26,120","7,325",824,"3,244","1,943","2,326","3,444","1,429","3,498","2,087"
2021,10,50,"24,864","6,609","1,023","3,129","2,219","2,326","3,659","1,362","2,776","1,761"
2021,10,60,"23,758","5,588","1,189","2,912","1,775","2,315","3,010","1,698","3,288","1,983"
2021,10,70,"8,758","2,125",522,"1,121",556,"1,014",991,660,"1,026",743
2021,10,80,"2,620",668,161,434,180,256,288,185,212,236
2021,10,90,357,98,17,51,19,33,51,17,31,40
2021,10,100,9,2,0,2,2,1,2,0,0,0
2021,11,총,"154,383","40,130","5,781","19,522","11,573","14,787","20,609","8,743","21,170","12,068"
2021,11,0,"13,823","3,408",228,"2,065",851,"1,275","1,967",592,"2,258","1,179"
2021,11,10,"15,644","4,138",351,"1,915","1,144","1,384","2,336",923,"2,164","1,289"
2021,11,20,"16,846","4,463",706,"1,919","1,452","1,813","2,267",848,"2,295","1,083"
2021,11,30,"21,444","5,666",755,"2,724","1,423","2,026","2,567","1,021","3,599","1,663"
2021,11,40,"26,202","7,341",825,"3,262","1,944","2,354","3,450","1,424","3,510","2,092"
2021,11,50,"24,844","6,619","1,020","3,117","2,218","2,300","3,670","1,370","2,763","1,767"
2021,11,60,"23,778","5,591","1,194","2,903","1,786","2,318","3,017","1,696","3,300","1,973"
2021,11,70,"8,806","2,136",526,"1,131",552,"1,026",991,664,"1,037",743
2021,11,80,"2,629",669,158,433,182,257,292,188,213,237
2021,11,90,359,97,18,51,19,33,51,17,31,42
2021,11,100,8,2,0,2,2,1,1,0,0,0
2021,12,총,"154,096","40,170","5,772","19,473","11,562","14,720","20,581","8,744","21,063","12,011"
2021,12,0,"13,711","3,384",231,"2,038",847,"1,264","1,962",593,"2,233","1,159"
2021,12,10,"15,654","4,167",350,"1,920","1,132","1,381","2,332",928,"2,155","1,289"
2021,12,20,"16,724","4,446",701,"1,912","1,454","1,780","2,247",853,"2,255","1,076"
2021,12,30,"21,336","5,655",749,"2,710","1,409","2,013","2,570","1,010","3,567","1,653"
2021,12,40,"26,172","7,344",827,"3,251","1,933","2,344","3,455","1,425","3,508","2,085"
2021,12,50,"24,775","6,631","1,018","3,117","2,222","2,293","3,652","1,354","2,742","1,746"
2021,12,60,"23,831","5,624","1,186","2,903","1,795","2,324","3,010","1,705","3,306","1,978"
2021,12,70,"8,881","2,149",533,"1,138",568,"1,020","1,006",667,"1,050",750
2021,12,80,"2,645",676,158,429,179,268,295,191,212,237
2021,12,90,359,92,19,53,22,32,50,18,35,38
2021,12,100,8,2,0,2,1,1,2,0,0,0
