년도,월,나이,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020,2,10,"21,557",123,"1,050",101,"1,097","1,197",246,482,243,234,597,191,"1,480",230,"1,703","1,546",840,"1,273","2,577",872,"1,227","2,293",351,"1,604"
2020,2,20,"27,390",222,"1,358",210,"1,067","1,148",468,742,"1,016",524,"1,071",794,"1,809",341,"1,434","1,935","1,730","1,748","2,477","1,092","2,009","1,944",667,"1,584"
2020,2,30,"26,215",176,"1,953",193,"1,610","1,320",326,560,443,407,"1,059",365,"1,667",385,"1,723","3,352","1,217","1,407","1,874",784,"1,513","1,591",749,"1,541"
2020,2,40,"37,573",219,"1,997",220,"1,921","1,922",552,853,478,485,"1,311",391,"2,426",457,"2,890","3,128","1,683","2,136","3,970","1,422","2,175","3,612",772,"2,553"
2020,2,50,"38,831",385,"1,726",455,"1,397","1,766",981,"1,231",680,813,"1,542",634,"2,659",686,"2,127","3,150","2,209","2,495","3,528","1,802","2,906","2,496","1,227","1,936"
2020,2,60,"25,975",435,"1,351",406,"1,006","1,224","1,079",855,636,824,"1,444",486,"1,678",647,"1,677","2,003","1,402","1,644","1,476","1,219","1,567",885,"1,127",904
2020,2,70,"15,767",292,929,225,584,823,776,492,443,495,"1,026",279,823,386,941,"1,051",836,899,915,620,904,713,672,643
2020,2,80,"7,525",152,485,97,262,398,369,225,204,209,496,119,427,185,371,448,433,374,478,369,511,366,224,323
2020,2,90,"1,008",32,72,23,34,45,32,32,23,29,82,11,78,18,44,63,61,61,67,39,62,29,27,44
2020,2,100,66,3,10,1,2,4,3,0,5,0,9,0,6,1,1,3,4,0,0,3,3,0,6,2
2020,3,총,"219,178","2,088","12,190","2,018","10,166","10,775","4,954","5,796","4,361","4,191","9,315","3,418","14,052","3,510","14,458","19,018","11,223","12,840","18,801","8,722","13,766","15,153","6,063","12,300"
2020,3,0,"17,070",65,"1,262",88,"1,195",914,138,316,156,156,668,103,"1,053",186,"1,336","2,307",740,830,"1,452",522,878,"1,200",351,"1,154"
2020,3,10,"21,426",120,"1,048",102,"1,104","1,207",242,477,243,229,599,189,"1,450",227,"1,713","1,547",849,"1,247","2,547",856,"1,221","2,269",339,"1,601"
2020,3,20,"27,504",224,"1,358",202,"1,052","1,141",469,747,"1,045",523,"1,087",822,"1,795",332,"1,454","1,933","1,747","1,759","2,481","1,085","2,026","1,975",654,"1,593"
2020,3,30,"26,181",174,"1,938",197,"1,598","1,312",324,553,448,414,"1,059",379,"1,655",389,"1,795","3,345","1,222","1,396","1,863",764,"1,507","1,576",732,"1,541"
2020,3,40,"37,461",213,"2,013",213,"1,925","1,920",542,850,478,486,"1,309",382,"2,412",452,"2,918","3,138","1,675","2,114","3,936","1,408","2,168","3,598",756,"2,555"
2020,3,50,"38,886",378,"1,717",457,"1,411","1,770",981,"1,235",681,811,"1,535",641,"2,647",675,"2,173","3,145","2,222","2,508","3,534","1,810","2,895","2,521","1,208","1,931"
2020,3,60,"26,136",432,"1,341",409,"1,000","1,234","1,072",858,644,833,"1,439",491,"1,690",654,"1,694","2,024","1,430","1,650","1,494","1,239","1,587",903,"1,114",904
2020,3,70,"15,858",294,941,226,589,823,784,498,438,497,"1,024",276,834,389,951,"1,058",840,902,938,623,906,717,662,648
2020,3,80,"7,573",154,488,102,256,405,365,228,201,211,505,123,432,186,380,456,434,377,484,372,511,362,213,328
2020,3,90,"1,018",31,74,22,34,45,34,34,23,31,81,12,78,19,43,62,60,57,71,40,64,32,28,43
2020,3,100,65,3,10,0,2,4,3,0,4,0,9,0,6,1,1,3,4,0,1,3,3,0,6,2
2020,4,총,"219,182","2,110","12,205","2,013","10,160","10,733","4,922","5,786","4,388","4,192","9,290","3,438","14,026","3,501","14,762","18,953","11,239","12,814","18,746","8,714","13,750","15,136","6,012","12,292"
2020,4,0,"17,019",72,"1,254",90,"1,196",905,137,312,157,155,665,101,"1,040",174,"1,381","2,291",747,830,"1,434",517,873,"1,201",350,"1,137"
2020,4,10,"21,387",118,"1,050",98,"1,107","1,197",243,470,246,227,590,189,"1,447",230,"1,736","1,557",855,"1,238","2,527",845,"1,226","2,252",339,"1,600"
2020,4,20,"27,556",230,"1,371",204,"1,050","1,138",461,751,"1,059",527,"1,093",829,"1,793",330,"1,493","1,909","1,746","1,763","2,483","1,099","2,020","1,961",642,"1,604"
2020,4,30,"26,126",179,"1,920",197,"1,600","1,295",314,552,449,417,"1,049",388,"1,645",385,"1,866","3,322","1,232","1,379","1,852",758,"1,491","1,587",722,"1,527"
2020,4,40,"37,359",215,"2,019",207,"1,925","1,908",537,848,486,484,"1,298",380,"2,394",448,"2,953","3,134","1,660","2,110","3,914","1,400","2,168","3,573",753,"2,545"
2020,4,50,"38,849",380,"1,727",459,"1,405","1,770",972,"1,224",670,801,"1,522",642,"2,655",677,"2,222","3,143","2,213","2,490","3,521","1,808","2,888","2,527","1,187","1,946"
2020,4,60,"26,275",436,"1,349",405,"1,001","1,236","1,062",865,648,839,"1,446",495,"1,688",660,"1,717","2,020","1,445","1,660","1,517","1,245","1,601",912,"1,118",910
2020,4,70,"15,869",297,936,231,582,825,787,499,440,491,"1,026",278,842,390,966,"1,057",833,909,936,622,903,722,654,643
2020,4,80,"7,639",151,492,100,255,409,371,233,206,219,510,123,435,186,378,457,441,378,489,376,512,370,214,334
2020,4,90,"1,036",29,78,22,37,46,35,32,23,32,81,13,81,20,49,60,63,56,72,41,64,31,27,44
2020,4,100,67,3,9,0,2,4,3,0,4,0,10,0,6,1,1,3,4,1,1,3,4,0,6,2
2020,5,총,"219,585","2,398","12,151","2,011","10,125","10,641","4,900","5,771","4,401","4,196","9,272","3,471","13,993","3,481","15,404","18,919","11,217","12,816","18,693","8,692","13,715","15,110","5,974","12,234"
2020,5,0,"16,995",113,"1,251",88,"1,176",888,135,309,157,155,663,104,"1,037",167,"1,453","2,283",731,817,"1,426",516,864,"1,202",344,"1,116"
2020,5,10,"21,312",159,"1,030",98,"1,104","1,183",243,469,249,222,578,186,"1,436",226,"1,788","1,554",856,"1,236","2,506",833,"1,203","2,233",329,"1,591"
2020,5,20,"27,681",262,"1,378",208,"1,062","1,127",452,741,"1,079",527,"1,107",855,"1,776",325,"1,563","1,900","1,736","1,780","2,485","1,092","2,020","1,957",642,"1,607"
2020,5,30,"26,174",242,"1,892",196,"1,586","1,276",316,558,450,418,"1,031",390,"1,633",380,"1,994","3,320","1,234","1,375","1,840",759,"1,482","1,594",712,"1,496"
2020,5,40,"37,328",275,"2,015",208,"1,916","1,891",533,831,482,485,"1,297",374,"2,392",448,"3,073","3,123","1,645","2,095","3,877","1,386","2,164","3,540",748,"2,530"
2020,5,50,"38,955",400,"1,713",454,"1,402","1,767",965,"1,221",667,800,"1,515",645,"2,652",671,"2,346","3,129","2,225","2,491","3,524","1,816","2,884","2,538","1,174","1,956"
2020,5,60,"26,436",460,"1,348",403,"1,003","1,234","1,055",876,641,839,"1,454",501,"1,694",665,"1,768","2,030","1,454","1,677","1,527","1,241","1,612",920,"1,120",914
2020,5,70,"15,909",304,942,233,581,813,786,497,441,493,"1,034",280,848,388,983,"1,059",827,911,941,623,906,721,655,643
2020,5,80,"7,681",154,493,101,259,411,377,238,208,224,504,124,437,188,382,457,441,374,493,381,512,374,215,334
2020,5,90,"1,043",26,80,21,34,47,35,31,23,33,78,12,81,22,53,61,64,59,73,42,63,31,29,45
2020,5,100,71,3,9,1,2,4,3,0,4,0,11,0,7,1,1,3,4,1,1,3,5,0,6,2
2020,6,총,"220,094","2,599","12,100","2,001","10,123","10,640","4,862","5,752","4,377","4,165","9,295","3,462","13,962","3,474","16,253","18,869","11,190","12,796","18,630","8,675","13,674","15,089","5,908","12,198"
2020,6,0,"16,978",153,"1,239",87,"1,161",884,135,309,155,150,662,98,"1,026",164,"1,520","2,276",718,821,"1,421",501,848,"1,201",344,"1,105"
2020,6,10,"21,295",179,"1,018",97,"1,110","1,169",238,460,253,221,587,181,"1,429",224,"1,852","1,548",851,"1,232","2,489",825,"1,212","2,211",325,"1,584"
2020,6,20,"27,817",282,"1,377",206,"1,069","1,139",437,744,"1,074",525,"1,124",864,"1,769",327,"1,703","1,884","1,747","1,771","2,478","1,098","1,998","1,958",624,"1,619"
2020,6,30,"26,151",300,"1,876",193,"1,572","1,264",309,553,446,408,"1,018",393,"1,629",380,"2,126","3,301","1,216","1,360","1,816",754,"1,475","1,580",699,"1,483"
2020,6,40,"37,381",309,"2,015",204,"1,921","1,890",526,824,475,486,"1,301",370,"2,387",441,"3,227","3,113","1,641","2,076","3,851","1,376","2,159","3,532",746,"2,511"
2020,6,50,"39,061",416,"1,713",455,"1,410","1,760",951,"1,216",662,789,"1,512",632,"2,648",669,"2,534","3,118","2,220","2,487","3,533","1,819","2,861","2,550","1,157","1,949"
2020,6,60,"26,627",477,"1,349",403,995,"1,254","1,049",880,640,841,"1,454",501,"1,705",664,"1,840","2,053","1,462","1,696","1,529","1,247","1,633",926,"1,113",916
2020,6,70,"15,960",306,930,235,583,817,795,494,438,491,"1,038",288,844,393,"1,000","1,056",826,920,951,630,900,727,655,643
2020,6,80,"7,710",150,496,100,266,413,385,240,208,221,506,122,434,189,395,456,443,372,489,378,522,375,212,338
2020,6,90,"1,045",24,78,20,33,45,34,31,23,33,82,13,85,22,55,61,64,60,73,44,61,29,27,48
2020,6,100,69,3,9,1,3,5,3,1,3,0,11,0,6,1,1,3,2,1,0,3,5,0,6,2
2020,7,총,"220,518","2,631","12,066","1,995","10,133","10,621","4,872","5,752","4,392","4,154","9,282","3,451","13,937","3,472","16,833","18,847","11,182","12,780","18,620","8,645","13,681","15,081","5,895","12,196"
2020,7,0,"16,986",164,"1,233",87,"1,160",876,136,311,154,150,655,97,"1,022",161,"1,580","2,276",716,814,"1,404",501,853,"1,191",344,"1,101"
2020,7,10,"21,245",186,"1,020",94,"1,113","1,154",241,461,248,220,587,174,"1,432",222,"1,876","1,545",839,"1,228","2,487",816,"1,197","2,209",325,"1,571"
2020,7,20,"27,929",286,"1,380",209,"1,061","1,143",434,741,"1,080",528,"1,131",879,"1,761",332,"1,791","1,867","1,748","1,765","2,484","1,096","2,004","1,957",615,"1,637"
2020,7,30,"26,179",317,"1,863",185,"1,564","1,253",306,552,450,410,"1,014",391,"1,633",370,"2,221","3,288","1,220","1,356","1,805",748,"1,476","1,582",704,"1,471"
2020,7,40,"37,350",323,"2,003",208,"1,927","1,884",527,816,475,476,"1,290",362,"2,374",443,"3,310","3,118","1,631","2,080","3,829","1,365","2,149","3,522",737,"2,501"
2020,7,50,"39,153",412,"1,697",449,"1,416","1,772",951,"1,218",669,784,"1,512",622,"2,631",671,"2,658","3,108","2,215","2,471","3,558","1,808","2,866","2,550","1,158","1,957"
2020,7,60,"26,775",478,"1,357",404,999,"1,248","1,048",880,641,839,"1,447",507,"1,720",664,"1,911","2,057","1,467","1,705","1,531","1,253","1,646",938,"1,114",921
2020,7,70,"16,039",290,936,236,587,827,801,499,441,494,"1,043",284,847,398,"1,019","1,070",832,925,954,638,895,725,655,643
2020,7,80,"7,739",148,488,103,270,414,390,243,208,220,509,122,425,189,409,453,445,374,491,374,530,379,210,345
2020,7,90,"1,055",24,80,19,33,45,35,30,23,33,83,13,86,21,58,62,67,61,77,43,60,28,27,47
2020,7,100,68,3,9,1,3,5,3,1,3,0,11,0,6,1,0,3,2,1,0,3,5,0,6,2
2020,8,총,"220,674","2,620","12,138","1,985","10,107","10,598","4,864","5,732","4,399","4,160","9,280","3,459","13,943","3,457","17,114","18,807","11,175","12,847","18,594","8,619","13,651","15,055","5,881","12,189"
2020,8,0,"16,921",176,"1,236",84,"1,150",866,138,311,151,147,645,95,"1,018",161,"1,605","2,256",714,824,"1,389",494,842,"1,188",338,"1,093"
2020,8,10,"21,163",192,"1,026",91,"1,114","1,142",233,455,246,222,590,175,"1,436",219,"1,900","1,549",825,"1,214","2,466",809,"1,190","2,190",322,"1,557"
2020,8,20,"28,101",279,"1,420",211,"1,063","1,139",428,744,"1,108",536,"1,137",885,"1,763",324,"1,830","1,858","1,768","1,785","2,498","1,099","1,995","1,963",615,"1,653"
2020,8,30,"26,115",326,"1,885",185,"1,544","1,238",305,543,449,405,"1,002",386,"1,637",368,"2,270","3,259","1,220","1,356","1,796",738,"1,458","1,573",704,"1,468"
2020,8,40,"37,262",327,"2,003",203,"1,925","1,884",526,808,467,474,"1,280",364,"2,372",436,"3,344","3,118","1,622","2,081","3,806","1,363","2,131","3,501",729,"2,498"
2020,8,50,"39,212",396,"1,694",445,"1,421","1,779",949,"1,214",657,788,"1,514",620,"2,620",673,"2,730","3,108","2,207","2,482","3,568","1,800","2,870","2,568","1,155","1,954"
2020,8,60,"26,950",469,"1,365",407,998,"1,250","1,052",885,651,840,"1,462",515,"1,733",666,"1,933","2,066","1,478","1,720","1,551","1,260","1,671",938,"1,115",925
2020,8,70,"16,030",282,930,235,586,834,804,501,434,493,"1,041",281,843,397,"1,025","1,067",828,940,945,636,899,725,659,645
2020,8,80,"7,787",146,489,105,269,416,390,239,209,223,516,124,427,191,417,459,444,381,499,371,534,382,211,345
2020,8,90,"1,062",24,81,18,34,45,36,31,24,32,82,14,88,21,59,64,67,62,75,46,56,27,27,49
2020,8,100,71,3,9,1,3,5,3,1,3,0,11,0,6,1,1,3,2,2,1,3,5,0,6,2
2020,9,총,"221,084","2,604","12,201","1,990","10,091","10,578","4,852","5,706","4,394","4,131","9,236","3,460","14,287","3,419","17,571","18,824","11,163","12,816","18,523","8,620","13,613","14,993","5,854","12,158"
2020,9,0,"16,874",179,"1,229",85,"1,142",859,131,298,151,146,636,91,"1,073",149,"1,659","2,261",699,803,"1,371",495,835,"1,165",336,"1,081"
2020,9,10,"21,115",191,"1,031",87,"1,117","1,135",231,463,237,216,584,176,"1,460",214,"1,926","1,549",814,"1,214","2,436",797,"1,179","2,187",318,"1,553"
2020,9,20,"28,223",282,"1,456",208,"1,055","1,138",432,737,"1,124",531,"1,139",894,"1,797",316,"1,890","1,867","1,785","1,782","2,497","1,091","1,988","1,954",612,"1,648"
2020,9,30,"26,107",330,"1,888",195,"1,524","1,238",303,541,446,400,984,387,"1,719",368,"2,352","3,241","1,205","1,334","1,770",739,"1,436","1,559",699,"1,449"
2020,9,40,"37,263",328,"2,027",199,"1,938","1,878",514,795,461,467,"1,277",362,"2,428",427,"3,424","3,125","1,619","2,066","3,766","1,353","2,116","3,478",725,"2,490"
2020,9,50,"39,339",387,"1,679",448,"1,413","1,775",950,"1,219",649,790,"1,513",617,"2,655",668,"2,814","3,098","2,196","2,495","3,601","1,811","2,873","2,573","1,150","1,965"
2020,9,60,"27,134",459,"1,373",409,"1,009","1,248","1,055",883,651,831,"1,452",516,"1,775",670,"1,984","2,080","1,500","1,737","1,555","1,277","1,688",945,"1,108",929
2020,9,70,"16,062",281,938,234,590,833,806,498,435,499,"1,040",279,848,396,"1,033","1,078",831,941,942,634,906,717,658,645
2020,9,80,"7,825",142,491,105,265,424,391,240,214,220,518,122,435,188,427,456,446,381,509,374,529,387,215,346
2020,9,90,"1,069",22,80,19,34,45,36,30,23,31,82,16,91,22,61,66,66,61,75,46,58,28,27,50
2020,9,100,73,3,9,1,4,5,3,2,3,0,11,0,6,1,1,3,2,2,1,3,5,0,6,2
2020,10,총,"221,229","2,582","12,218","1,985","10,084","10,563","4,851","5,698","4,385","4,129","9,219","3,444","14,479","3,399","17,771","18,803","11,164","12,834","18,522","8,580","13,548","14,983","5,828","12,160"
2020,10,0,"16,806",175,"1,228",82,"1,137",851,131,298,147,143,631,86,"1,097",148,"1,679","2,243",696,798,"1,372",486,824,"1,156",326,"1,072"
2020,10,10,"21,012",190,"1,032",89,"1,114","1,129",228,448,230,217,582,177,"1,464",212,"1,921","1,554",813,"1,208","2,413",786,"1,166","2,178",314,"1,547"
2020,10,20,"28,306",277,"1,476",207,"1,046","1,138",432,746,"1,130",534,"1,145",891,"1,820",311,"1,929","1,861","1,782","1,792","2,507","1,090","1,976","1,946",616,"1,654"
2020,10,30,"26,017",325,"1,869",194,"1,524","1,226",302,542,441,401,979,383,"1,749",361,"2,387","3,218","1,198","1,319","1,754",733,"1,435","1,545",684,"1,448"
2020,10,40,"37,188",331,"2,039",200,"1,932","1,876",511,787,459,458,"1,277",361,"2,465",424,"3,424","3,120","1,618","2,074","3,747","1,335","2,094","3,456",719,"2,481"
2020,10,50,"39,422",381,"1,673",446,"1,418","1,780",960,"1,224",648,776,"1,502",614,"2,683",659,"2,878","3,097","2,192","2,490","3,627","1,803","2,843","2,608","1,145","1,975"
2020,10,60,"27,353",455,"1,380",409,"1,014","1,250","1,048",879,649,847,"1,454",517,"1,809",675,"2,014","2,103","1,514","1,758","1,566","1,287","1,712",956,"1,117",940
2020,10,70,"16,113",283,935,228,594,841,809,499,441,502,"1,032",276,854,399,"1,047","1,074",842,945,952,634,911,719,658,638
2020,10,80,"7,858",141,493,110,267,423,392,244,212,220,521,123,439,187,428,460,440,385,510,380,524,389,216,354
2020,10,90,"1,078",21,83,19,33,44,35,29,25,31,85,16,93,22,63,70,67,63,72,43,58,30,27,49
2020,10,100,76,3,10,1,5,5,3,2,3,0,11,0,6,1,1,3,2,2,2,3,5,0,6,2
2020,11,총,"221,224","2,573","12,194","1,986","10,048","10,556","4,836","5,679","4,388","4,124","9,229","3,454","14,570","3,380","17,902","18,753","11,153","12,830","18,506","8,575","13,544","14,964","5,816","12,164"
2020,11,0,"16,693",176,"1,213",81,"1,125",844,128,294,146,142,628,83,"1,102",144,"1,680","2,235",680,793,"1,358",483,835,"1,140",319,"1,064"
2020,11,10,"20,914",190,"1,026",90,"1,113","1,123",226,446,223,218,580,174,"1,460",207,"1,926","1,557",819,"1,194","2,408",774,"1,147","2,159",316,"1,538"
2020,11,20,"28,418",279,"1,473",205,"1,038","1,142",427,740,"1,137",534,"1,164",911,"1,854",308,"1,961","1,837","1,792","1,797","2,507","1,089","1,981","1,952",621,"1,669"
2020,11,30,"25,847",321,"1,845",190,"1,506","1,222",306,541,449,398,972,386,"1,746",355,"2,384","3,192","1,189","1,318","1,739",728,"1,433","1,516",669,"1,442"
2020,11,40,"37,132",329,"2,049",205,"1,922","1,871",505,778,453,457,"1,276",358,"2,473",419,"3,436","3,116","1,610","2,069","3,751","1,333","2,064","3,459",726,"2,473"
2020,11,50,"39,480",382,"1,676",441,"1,435","1,783",957,"1,216",647,769,"1,494",609,"2,711",653,"2,927","3,078","2,191","2,492","3,618","1,810","2,854","2,619","1,137","1,981"
2020,11,60,"27,522",452,"1,382",412,"1,015","1,261","1,039",882,650,850,"1,462",513,"1,832",680,"2,034","2,135","1,517","1,765","1,584","1,293","1,728",972,"1,110",954
2020,11,70,"16,139",282,938,226,590,839,818,503,441,500,"1,036",279,858,401,"1,055","1,064",843,942,954,631,909,723,667,640
2020,11,80,"7,907",137,497,115,266,420,391,250,212,222,519,123,439,190,427,464,445,390,513,389,531,397,218,352
2020,11,90,"1,096",22,85,20,33,46,36,28,27,34,87,18,90,22,71,71,65,67,72,42,57,27,27,49
2020,11,100,76,3,10,1,5,5,3,1,3,0,11,0,5,1,1,4,2,3,2,3,5,0,6,2
2020,12,총,"221,066","2,570","12,186","1,983","10,016","10,512","4,825","5,652","4,442","4,146","9,186","3,467","14,526","3,384","17,985","18,732","11,158","12,805","18,474","8,551","13,532","14,948","5,807","12,179"
2020,12,0,"16,638",177,"1,217",84,"1,117",829,126,296,142,147,618,80,"1,098",151,"1,677","2,232",677,786,"1,359",475,827,"1,136",320,"1,067"
2020,12,10,"20,774",188,"1,017",88,"1,111","1,120",226,444,219,217,578,170,"1,450",206,"1,924","1,553",817,"1,181","2,387",769,"1,132","2,148",311,"1,518"
2020,12,20,"28,450",274,"1,479",204,"1,034","1,131",426,727,"1,180",550,"1,162",926,"1,842",312,"1,971","1,822","1,796","1,783","2,496","1,083","1,982","1,956",621,"1,693"
2020,12,30,"25,765",324,"1,851",193,"1,488","1,201",306,533,450,405,958,398,"1,741",354,"2,380","3,185","1,189","1,306","1,729",731,"1,439","1,509",669,"1,426"
2020,12,40,"37,001",330,"2,049",201,"1,927","1,869",504,768,457,454,"1,266",353,"2,472",419,"3,448","3,117","1,597","2,063","3,725","1,319","2,040","3,435",718,"2,470"
2020,12,50,"39,453",383,"1,663",445,"1,434","1,783",942,"1,219",649,763,"1,495",610,"2,690",649,"2,950","3,066","2,185","2,493","3,615","1,806","2,854","2,629","1,138","1,992"
2020,12,60,"27,714",449,"1,383",408,"1,011","1,257","1,044",882,655,858,"1,458",514,"1,841",679,"2,072","2,151","1,537","1,782","1,620","1,302","1,758",984,"1,112",957
2020,12,70,"16,156",282,940,227,591,850,821,502,442,495,"1,029",277,855,401,"1,056","1,067",850,944,960,629,901,729,661,647
2020,12,80,"7,931",137,494,113,267,418,392,250,218,224,524,120,441,192,430,463,443,395,509,391,535,395,224,356
2020,12,90,"1,111",23,83,20,31,49,35,30,27,33,87,19,92,20,76,72,65,70,72,43,59,27,27,51
2020,12,100,73,3,10,0,5,5,3,1,3,0,11,0,4,1,1,4,2,2,2,3,5,0,6,2
2021,1,총,"220,931","2,567","12,177","1,972","9,994","10,468","4,830","5,637","4,440","4,135","9,166","3,474","14,582","3,377","18,041","18,721","11,118","12,791","18,468","8,506","13,526","14,934","5,804","12,203"
2021,1,0,"16,491",182,"1,207",83,"1,107",815,126,296,140,143,605,81,"1,109",149,"1,676","2,214",665,777,"1,344",464,814,"1,119",316,"1,059"
2021,1,10,"20,680",187,"1,009",85,"1,103","1,111",219,439,208,211,576,169,"1,455",201,"1,922","1,546",808,"1,175","2,386",772,"1,136","2,138",312,"1,512"
2021,1,20,"28,509",276,"1,486",201,"1,046","1,123",431,728,"1,197",552,"1,159",932,"1,848",312,"1,981","1,828","1,778","1,778","2,512","1,076","1,978","1,950",619,"1,718"
2021,1,30,"25,618",323,"1,845",191,"1,474","1,195",309,530,451,396,949,394,"1,736",354,"2,373","3,157","1,190","1,299","1,721",716,"1,428","1,502",661,"1,424"
2021,1,40,"36,851",324,"2,041",202,"1,916","1,855",499,758,449,451,"1,271",351,"2,470",418,"3,445","3,132","1,590","2,056","3,704","1,305","2,037","3,410",717,"2,450"
2021,1,50,"39,483",382,"1,662",437,"1,439","1,787",937,"1,203",645,770,"1,492",618,"2,677",641,"2,967","3,065","2,176","2,502","3,623","1,798","2,857","2,665","1,132","2,008"
2021,1,60,"27,922",446,"1,393",412,"1,011","1,268","1,053",900,656,860,"1,456",515,"1,888",682,"2,096","2,160","1,552","1,784","1,633","1,313","1,770",990,"1,116",968
2021,1,70,"16,179",283,938,224,589,842,826,500,447,491,"1,028",277,865,404,"1,055","1,075",849,950,962,623,906,729,670,646
2021,1,80,"7,993",138,495,117,273,416,390,252,217,226,533,119,435,195,445,466,443,400,508,393,535,404,228,365
2021,1,90,"1,129",23,91,20,31,50,36,30,27,35,86,18,95,20,80,74,65,68,73,43,60,26,27,51
2021,1,100,76,3,10,0,5,6,4,1,3,0,11,0,4,1,1,4,2,2,2,3,5,1,6,2
2021,2,총,"220,593","2,569","12,166","1,969","9,966","10,474","4,801","5,620","4,431","4,128","9,140","3,472","14,603","3,365","18,038","18,698","11,119","12,769","18,420","8,490","13,477","14,916","5,783","12,179"
2021,2,0,"16,351",185,"1,191",84,"1,087",822,121,295,135,140,594,82,"1,114",145,"1,666","2,201",654,775,"1,333",452,795,"1,116",315,"1,049"
2021,2,10,"20,637",187,"1,018",82,"1,099","1,110",212,435,215,208,579,172,"1,455",199,"1,915","1,547",810,"1,179","2,387",771,"1,116","2,128",310,"1,503"
2021,2,20,"28,471",276,"1,482",204,"1,047","1,115",424,726,"1,185",557,"1,151",946,"1,859",316,"2,003","1,817","1,794","1,762","2,489","1,068","1,983","1,947",618,"1,702"
2021,2,30,"25,449",322,"1,839",188,"1,455","1,200",308,520,453,394,950,384,"1,736",348,"2,356","3,147","1,171","1,285","1,715",723,"1,390","1,490",657,"1,418"
2021,2,40,"36,690",323,"2,050",207,"1,920","1,853",493,760,446,437,"1,254",346,"2,461",413,"3,437","3,117","1,591","2,047","3,665","1,290","2,035","3,384",711,"2,450"
