년도,월,나이,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021,4,10,"103,680","41,295","1,140","2,021","4,128","1,815","1,021",983,"1,560","1,585","3,092","2,816","1,204","3,608","3,669","1,191","2,039","2,748","4,784","1,765",126,"29,204","4,831","4,397","2,053","4,439","2,701","1,309","3,248","2,177",962,"1,564","1,523","33,181","2,639","1,463","5,714","5,492","3,192","3,188","2,993","2,257","6,243"
2021,4,20,"149,697","62,636","2,084","2,225","5,237","2,984","1,473","1,543","2,808","2,417","3,562","4,331","2,114","6,181","4,621","2,850","3,074","4,866","6,901","2,971",394,"44,758","4,978","6,818","3,949","5,392","4,892","3,478","3,720","2,245","1,263","5,075","2,948","42,303","3,936","2,703","4,733","7,344","3,771","3,764","6,306","3,057","6,689"
2021,4,30,"143,232","68,497","1,540","3,914","7,896","2,541","1,272","2,878","4,608","4,921","3,203","4,071","1,816","4,288","4,287","2,264","2,683","4,886","5,079","6,083",267,"38,625","4,124","5,473","2,906","4,705","4,533","3,345","2,268","1,585","1,853","4,820","3,013","36,110","3,162","1,929","3,486","7,043","3,317","3,303","5,315","2,859","5,696"
2021,4,40,"180,894","78,854","2,077","4,285","8,708","3,416","1,700","2,366","4,023","3,873","5,207","5,711","2,197","5,730","6,090","2,681","3,467","4,908","7,319","4,804",292,"50,887","7,246","7,292","3,556","6,732","4,994","3,697","4,124","2,913","2,081","4,780","3,472","51,153","4,230","2,516","7,043","9,092","4,586","4,742","5,578","3,715","9,651"
2021,4,50,"195,280","83,215","3,160","3,292","6,733","4,238","2,100","1,666","3,452","2,746","5,081","6,964","3,147","7,546","5,830","3,974","4,242","5,914","9,291","3,387",452,"56,071","6,564","9,164","4,481","7,038","5,714","3,880","4,736","3,100","1,941","4,859","4,594","55,994","5,214","4,151","6,533","9,530","5,039","5,206","6,802","4,032","9,487"
2021,4,60,"125,985","59,022","2,396","2,857","4,969","3,047","1,637","1,127","2,847","2,189","4,115","5,971","2,386","4,314","3,192","3,054","2,877","3,555","5,386","2,658",445,"34,102","3,210","5,900","3,052","4,359","3,490","2,399","2,672","1,631","1,208","2,579","3,602","32,861","3,383","2,835","3,233","4,847","3,205","3,331","4,127","2,405","5,495"
2021,4,70,"61,795","30,338","1,229","1,330","2,563","1,578",941,493,"1,560","1,053","2,439","3,121","1,150","2,525","1,710","1,420","1,361","1,825","2,601","1,186",253,"15,595","1,391","2,738","1,437","2,031","1,494","1,150","1,162",831,448,"1,262","1,651","15,862","1,809","1,252","1,357","2,326","1,693","1,966","1,834","1,120","2,505"
2021,4,80,"33,821","15,327",602,548,"1,064",816,558,227,669,417,"1,088","1,428",578,"1,548","1,075",739,759,"1,051","1,534",519,107,"8,985",700,"1,622",758,"1,085",804,700,714,699,175,845,883,"9,509",944,703,841,"1,422","1,292","1,454",991,605,"1,257"
2021,4,90,"4,948","2,103",85,76,142,116,67,33,69,72,139,199,90,180,135,116,105,136,230,99,14,"1,439",107,289,107,173,107,97,125,104,36,109,185,"1,406",121,102,151,223,169,217,153,78,192
2021,4,100,182,93,4,0,5,10,4,8,3,3,6,9,1,11,3,2,5,7,2,6,4,45,6,5,2,2,5,6,5,2,1,7,4,44,6,4,3,2,8,5,8,3,5
2021,5,총,"1,080,656","480,156","14,835","23,593","47,191","21,857","11,393","13,384","24,065","22,147","30,058","36,719","15,553","37,811","33,090","18,883","21,865","32,108","45,789","27,386","2,429","300,437","36,856","47,063","23,501","39,014","30,687","20,980","24,177","16,453","11,461","26,959","23,286","300,063","27,300","18,530","35,611","51,781","28,026","29,141","36,309","21,731","51,634"
2021,5,0,"80,779","38,275",543,"2,990","5,383","1,270",600,"2,057","2,446","2,667","2,115","2,075",877,"1,923","2,510",697,"1,295","2,202","2,640","3,898",87,"20,591","3,624","3,332","1,236","3,120","1,993",886,"1,373","1,202","1,404","1,046","1,375","21,913","1,907",878,"2,560","4,479","1,784","1,959","2,234","1,647","4,465"
2021,5,10,"103,448","41,254","1,141","2,035","4,191","1,812","1,016",982,"1,561","1,588","3,091","2,805","1,185","3,601","3,669","1,163","2,017","2,742","4,765","1,766",124,"29,112","4,831","4,374","2,043","4,410","2,690","1,280","3,261","2,187",973,"1,555","1,508","33,082","2,625","1,466","5,694","5,476","3,171","3,189","2,980","2,249","6,232"
2021,5,20,"149,418","62,559","2,075","2,202","5,255","2,984","1,482","1,528","2,785","2,462","3,584","4,318","2,137","6,160","4,601","2,836","3,081","4,850","6,890","2,938",391,"44,739","4,981","6,852","3,915","5,364","4,882","3,520","3,717","2,219","1,286","5,071","2,932","42,120","3,925","2,687","4,707","7,328","3,769","3,745","6,259","3,039","6,661"
2021,5,30,"143,067","68,522","1,532","3,893","7,967","2,539","1,280","2,863","4,596","4,965","3,170","4,059","1,805","4,286","4,274","2,256","2,681","4,909","5,104","6,081",262,"38,545","4,111","5,439","2,911","4,650","4,517","3,356","2,280","1,570","1,857","4,833","3,021","36,000","3,160","1,925","3,497","6,988","3,312","3,311","5,315","2,854","5,638"
2021,5,40,"180,309","78,705","2,068","4,307","8,771","3,397","1,693","2,383","4,046","3,911","5,184","5,673","2,188","5,678","6,062","2,634","3,437","4,881","7,289","4,810",293,"50,710","7,262","7,262","3,539","6,740","4,953","3,666","4,074","2,900","2,115","4,749","3,450","50,894","4,188","2,517","6,992","9,070","4,555","4,733","5,554","3,680","9,605"
2021,5,50,"195,688","83,442","3,173","3,298","6,781","4,254","2,094","1,678","3,460","2,781","5,108","6,998","3,151","7,543","5,828","3,959","4,254","5,933","9,290","3,408",451,"56,188","6,580","9,172","4,467","7,011","5,733","3,913","4,763","3,092","1,949","4,894","4,614","56,058","5,203","4,123","6,556","9,563","5,038","5,186","6,819","4,033","9,537"
2021,5,60,"127,020","59,463","2,399","2,900","5,026","3,066","1,656","1,128","2,872","2,225","4,142","6,010","2,390","4,362","3,214","3,070","2,881","3,581","5,435","2,661",445,"34,450","3,262","5,960","3,065","4,428","3,518","2,408","2,696","1,658","1,216","2,596","3,643","33,107","3,413","2,870","3,251","4,877","3,234","3,366","4,148","2,414","5,534"
2021,5,70,"61,773","30,311","1,211","1,345","2,584","1,583",935,492,"1,556","1,051","2,427","3,125","1,144","2,511","1,708","1,410","1,357","1,822","2,611","1,187",252,"15,590","1,395","2,731","1,447","2,033","1,484","1,144","1,166",822,448,"1,257","1,663","15,872","1,800","1,250","1,362","2,331","1,691","1,973","1,836","1,119","2,510"
2021,5,80,"34,005","15,423",607,545,"1,083",824,565,234,669,425,"1,093","1,442",585,"1,553","1,084",743,756,"1,046","1,532",531,106,"9,022",695,"1,650",768,"1,086",800,701,719,697,175,839,892,"9,560",949,705,837,"1,445","1,295","1,459","1,005",609,"1,256"
2021,5,90,"4,967","2,109",82,78,145,118,68,31,71,69,138,205,89,183,137,113,102,135,231,100,14,"1,446",110,285,108,171,112,100,123,104,37,112,184,"1,412",124,105,152,221,170,215,151,83,191
2021,5,100,182,93,4,0,5,10,4,8,3,3,6,9,2,11,3,2,4,7,2,6,4,44,5,6,2,1,5,6,5,2,1,7,4,45,6,4,3,3,7,5,8,4,5
2021,6,총,"1,080,507","480,386","14,800","23,553","47,541","21,874","11,375","13,441","24,185","22,207","29,994","36,731","15,572","37,801","33,026","18,833","21,850","32,024","45,742","27,425","2,412","300,326","36,910","47,045","23,504","39,013","30,617","20,977","24,120","16,422","11,492","26,943","23,283","299,795","27,292","18,511","35,565","51,742","27,993","29,096","36,306","21,698","51,592"
2021,6,0,"80,362","38,129",540,"2,957","5,368","1,270",593,"2,051","2,459","2,649","2,097","2,061",870,"1,922","2,489",695,"1,295","2,205","2,623","3,903",82,"20,483","3,607","3,317","1,235","3,106","1,964",885,"1,366","1,197","1,392","1,046","1,368","21,750","1,895",873,"2,530","4,450","1,768","1,939","2,223","1,642","4,430"
2021,6,10,"103,186","41,198","1,129","2,048","4,245","1,807","1,013",997,"1,569","1,609","3,087","2,804","1,181","3,572","3,648","1,151","1,996","2,715","4,730","1,780",117,"29,024","4,837","4,374","2,038","4,402","2,681","1,261","3,238","2,190",966,"1,536","1,501","32,964","2,624","1,441","5,689","5,452","3,148","3,179","2,970","2,242","6,219"
2021,6,20,"149,158","62,450","2,072","2,192","5,286","2,973","1,479","1,525","2,784","2,449","3,548","4,310","2,146","6,154","4,603","2,821","3,083","4,823","6,882","2,927",393,"44,656","4,991","6,827","3,914","5,368","4,843","3,509","3,712","2,211","1,300","5,047","2,934","42,052","3,908","2,675","4,688","7,328","3,768","3,754","6,251","3,027","6,653"
2021,6,30,"142,950","68,469","1,548","3,850","8,016","2,543","1,280","2,868","4,607","5,000","3,150","4,034","1,808","4,304","4,246","2,256","2,669","4,897","5,107","6,031",255,"38,509","4,114","5,414","2,921","4,628","4,503","3,352","2,270","1,560","1,857","4,871","3,019","35,972","3,181","1,922","3,488","6,972","3,312","3,299","5,315","2,854","5,629"
2021,6,40,"180,016","78,703","2,042","4,319","8,885","3,392","1,673","2,409","4,074","3,934","5,156","5,683","2,182","5,637","6,032","2,607","3,449","4,849","7,237","4,850",293,"50,565","7,268","7,239","3,533","6,727","4,923","3,661","4,050","2,899","2,128","4,717","3,420","50,748","4,187","2,509","6,967","9,058","4,537","4,711","5,529","3,670","9,580"
2021,6,50,"195,628","83,411","3,163","3,297","6,782","4,251","2,090","1,682","3,465","2,787","5,122","7,002","3,144","7,529","5,829","3,949","4,229","5,933","9,292","3,415",450,"56,197","6,600","9,174","4,439","7,026","5,744","3,923","4,747","3,084","1,945","4,906","4,609","56,020","5,181","4,115","6,554","9,577","5,022","5,176","6,833","4,028","9,534"
2021,6,60,"128,157","60,009","2,405","2,915","5,115","3,102","1,677","1,145","2,914","2,228","4,168","6,043","2,431","4,421","3,243","3,075","2,908","3,605","5,480","2,686",448,"34,750","3,293","6,009","3,089","4,464","3,554","2,434","2,721","1,664","1,231","2,614","3,677","33,398","3,437","2,907","3,292","4,918","3,267","3,397","4,177","2,423","5,580"
2021,6,70,"61,665","30,267","1,205","1,350","2,598","1,574",928,489,"1,558","1,046","2,424","3,130","1,137","2,495","1,704","1,406","1,359","1,813","2,616","1,185",250,"15,576","1,382","2,736","1,448","2,022","1,483","1,145","1,167",822,457,"1,242","1,672","15,822","1,792","1,245","1,359","2,315","1,690","1,953","1,839","1,117","2,512"
2021,6,80,"34,235","15,553",611,544,"1,095",836,567,235,681,436,"1,103","1,451",587,"1,571","1,094",755,757,"1,048","1,536",540,106,"9,079",706,"1,665",776,"1,092",807,706,720,688,178,844,897,"9,603",957,711,839,"1,447","1,303","1,470","1,009",606,"1,261"
2021,6,90,"4,971","2,104",81,81,146,116,71,32,71,66,133,205,84,186,135,116,101,129,236,101,14,"1,445",107,284,110,177,110,96,124,105,37,113,182,"1,422",124,109,156,221,171,214,153,85,189
2021,6,100,179,93,4,0,5,10,4,8,3,3,6,8,2,10,3,2,4,7,3,7,4,42,5,6,1,1,5,5,5,2,1,7,4,44,6,4,3,4,7,4,7,4,5
2021,7,총,"1,081,045","481,053","14,778","23,557","47,844","21,855","11,383","13,750","24,272","22,347","29,978","36,755","15,562","37,718","32,973","18,864","21,806","31,972","45,689","27,559","2,391","300,232","36,989","47,014","23,497","38,984","30,600","20,925","24,103","16,348","11,492","26,980","23,300","299,760","27,270","18,484","35,553","51,837","27,988","29,029","36,375","21,616","51,608"
2021,7,0,"80,027","37,914",531,"2,943","5,333","1,270",587,"2,059","2,464","2,657","2,073","2,028",857,"1,905","2,462",693,"1,282","2,191","2,584","3,917",78,"20,427","3,604","3,306","1,235","3,085","1,972",875,"1,370","1,170","1,394","1,049","1,367","21,686","1,895",861,"2,512","4,484","1,745","1,920","2,222","1,648","4,399"
2021,7,10,"103,092","41,229","1,123","2,057","4,294","1,788","1,009","1,001","1,591","1,618","3,109","2,799","1,193","3,549","3,634","1,154","1,971","2,707","4,719","1,803",110,"28,966","4,844","4,341","2,062","4,388","2,661","1,258","3,219","2,199",955,"1,538","1,501","32,897","2,620","1,449","5,689","5,419","3,162","3,152","2,968","2,212","6,226"
2021,7,20,"148,945","62,439","2,063","2,191","5,364","2,966","1,484","1,613","2,776","2,446","3,535","4,295","2,128","6,134","4,567","2,827","3,075","4,810","6,837","2,945",383,"44,550","4,999","6,813","3,880","5,363","4,851","3,500","3,700","2,189","1,312","5,041","2,902","41,956","3,887","2,665","4,666","7,334","3,759","3,756","6,232","3,003","6,654"
2021,7,30,"142,891","68,588","1,546","3,822","8,081","2,534","1,275","2,968","4,614","5,049","3,125","4,021","1,812","4,301","4,236","2,273","2,669","4,878","5,136","5,987",261,"38,396","4,099","5,409","2,912","4,633","4,482","3,328","2,271","1,546","1,860","4,863","2,993","35,907","3,182","1,906","3,488","6,971","3,283","3,283","5,326","2,835","5,633"
2021,7,40,"179,732","78,650","2,025","4,350","8,942","3,385","1,676","2,445","4,091","3,957","5,116","5,681","2,184","5,595","6,016","2,590","3,430","4,805","7,172","4,902",288,"50,515","7,273","7,228","3,521","6,704","4,913","3,645","4,041","2,890","2,129","4,712","3,459","50,567","4,152","2,505","6,941","9,024","4,530","4,684","5,535","3,660","9,536"
2021,7,50,"195,886","83,551","3,166","3,291","6,818","4,246","2,092","1,684","3,490","2,797","5,151","7,023","3,141","7,512","5,848","3,943","4,226","5,936","9,302","3,438",447,"56,213","6,645","9,151","4,438","7,009","5,761","3,910","4,737","3,070","1,948","4,920","4,624","56,122","5,185","4,099","6,589","9,630","5,038","5,177","6,837","4,010","9,557"
2021,7,60,"129,185","60,525","2,428","2,931","5,157","3,116","1,691","1,195","2,944","2,260","4,189","6,091","2,432","4,444","3,265","3,101","2,923","3,647","5,541","2,720",450,"34,989","3,318","6,065","3,101","4,503","3,550","2,452","2,750","1,679","1,231","2,651","3,689","33,671","3,473","2,921","3,307","4,971","3,283","3,406","4,228","2,445","5,637"
2021,7,70,"61,661","30,330","1,193","1,355","2,611","1,580",927,501,"1,548","1,048","2,433","3,145","1,137","2,504","1,704","1,410","1,360","1,817","2,602","1,206",249,"15,543","1,378","2,730","1,458","2,025","1,489","1,143","1,157",811,448,"1,237","1,667","15,788","1,779","1,247","1,364","2,305","1,683","1,954","1,850","1,103","2,503"
2021,7,80,"34,427","15,606",616,538,"1,094",838,568,242,681,443,"1,104","1,457",593,"1,576","1,098",759,763,"1,043","1,557",529,107,"9,145",716,"1,676",778,"1,095",811,712,729,689,177,850,912,"9,676",962,716,836,"1,472","1,323","1,474","1,015",613,"1,265"
2021,7,90,"5,022","2,130",83,79,145,122,70,34,71,69,137,206,83,189,140,112,103,131,237,105,14,"1,446",108,289,111,178,104,97,124,103,37,113,182,"1,446",129,111,158,223,174,220,155,83,193
2021,7,100,177,91,4,0,5,10,4,8,2,3,6,9,2,9,3,2,4,7,2,7,4,42,5,6,1,1,6,5,5,2,1,6,4,44,6,4,3,4,8,3,7,4,5
2021,8,총,"1,080,896","481,641","14,728","23,592","48,216","21,850","11,388","13,863","24,324","22,680","29,956","36,762","15,555","37,654","32,969","18,840","21,750","31,939","45,536","27,630","2,409","299,985","37,031","46,908","23,493","38,985","30,532","20,889","24,071","16,310","11,485","27,038","23,243","299,270","27,192","18,450","35,487","51,703","27,941","28,957","36,355","21,597","51,588"
2021,8,0,"79,561","37,770",523,"2,925","5,347","1,260",583,"2,048","2,455","2,681","2,050","2,015",849,"1,887","2,445",700,"1,276","2,178","2,549","3,920",79,"20,294","3,590","3,278","1,232","3,066","1,955",878,"1,367","1,159","1,404","1,023","1,342","21,497","1,851",844,"2,495","4,439","1,728","1,911","2,224","1,624","4,381"
2021,8,10,"102,908","41,193","1,115","2,068","4,307","1,772","1,005","1,014","1,602","1,639","3,110","2,791","1,189","3,535","3,614","1,141","1,962","2,696","4,691","1,826",116,"28,861","4,838","4,310","2,066","4,376","2,645","1,258","3,209","2,176",933,"1,556","1,494","32,854","2,603","1,450","5,679","5,416","3,153","3,143","2,948","2,240","6,222"
2021,8,20,"148,486","62,447","2,036","2,193","5,483","2,975","1,486","1,641","2,757","2,469","3,510","4,310","2,119","6,095","4,581","2,821","3,030","4,786","6,814","2,951",390,"44,408","5,002","6,783","3,848","5,363","4,815","3,453","3,684","2,198","1,314","5,045","2,903","41,631","3,882","2,660","4,607","7,275","3,732","3,720","6,181","2,950","6,624"
2021,8,30,"142,774","68,603","1,545","3,819","8,150","2,546","1,266","2,970","4,627","5,121","3,099","4,006","1,803","4,319","4,217","2,271","2,675","4,880","5,095","5,931",263,"38,325","4,105","5,406","2,907","4,617","4,467","3,335","2,268","1,531","1,862","4,849","2,978","35,846","3,176","1,889","3,493","6,916","3,272","3,305","5,348","2,817","5,630"
2021,8,40,"179,264","78,656","2,003","4,359","9,057","3,363","1,678","2,473","4,097","4,017","5,111","5,661","2,188","5,540","5,994","2,572","3,393","4,793","7,128","4,937",292,"50,260","7,249","7,171","3,504","6,676","4,874","3,610","4,017","2,866","2,114","4,737","3,442","50,348","4,118","2,488","6,900","9,006","4,514","4,649","5,516","3,667","9,490"
2021,8,50,"196,136","83,628","3,157","3,292","6,820","4,260","2,084","1,692","3,502","2,859","5,181","7,010","3,127","7,507","5,860","3,925","4,230","5,921","9,297","3,463",441,"56,368","6,682","9,145","4,463","7,025","5,789","3,918","4,745","3,090","1,951","4,949","4,611","56,140","5,192","4,093","6,592","9,623","5,040","5,169","6,824","4,009","9,598"
2021,8,60,"130,198","61,016","2,461","2,956","5,179","3,129","1,712","1,216","2,970","2,312","4,194","6,129","2,454","4,492","3,299","3,127","2,944","3,679","5,562","2,746",455,"35,242","3,353","6,111","3,123","4,551","3,570","2,477","2,762","1,686","1,244","2,669","3,696","33,940","3,492","2,950","3,343","5,002","3,306","3,417","4,284","2,482","5,664"
2021,8,70,"61,620","30,316","1,181","1,355","2,619","1,572",925,519,"1,553","1,056","2,431","3,133","1,146","2,487","1,702","1,411","1,363","1,808","2,594","1,213",248,"15,515","1,373","2,723","1,460","2,022","1,488","1,147","1,156",808,442,"1,234","1,662","15,789","1,780","1,245","1,365","2,322","1,680","1,947","1,846","1,095","2,509"
2021,8,80,"34,696","15,757",618,545,"1,104",842,575,247,684,452,"1,123","1,486",595,"1,592","1,108",757,769,"1,055","1,567",531,107,"9,209",724,"1,688",777,"1,110",819,711,728,690,183,854,925,"9,730",961,720,850,"1,479","1,330","1,473","1,022",624,"1,271"
2021,8,90,"5,072","2,162",85,80,146,121,70,35,75,71,141,211,83,191,146,113,104,136,235,105,14,"1,461",111,288,112,178,103,97,130,104,37,115,186,"1,449",131,107,159,221,178,220,155,85,193
2021,8,100,181,93,4,0,4,10,4,8,2,3,6,10,2,9,3,2,4,7,4,7,4,42,4,5,1,1,7,5,5,2,1,7,4,46,6,4,4,4,8,3,7,4,6
2021,9,총,"1,080,787","481,890","14,657","23,628","48,469","21,838","11,388","13,902","24,311","22,954","29,948","36,748","15,488","37,617","32,911","18,855","21,717","31,917","45,414","27,677","2,451","299,928","37,065","46,839","23,464","38,904","30,519","20,908","24,077","16,316","11,494","27,093","23,249","298,969","27,098","18,413","35,390","51,701","27,932","28,916","36,340","21,602","51,577"
2021,9,0,"79,202","37,639",520,"2,910","5,345","1,251",584,"2,046","2,462","2,712","2,032","2,005",838,"1,860","2,427",692,"1,254","2,172","2,513","3,940",76,"20,154","3,573","3,262","1,227","3,034","1,930",870,"1,361","1,152","1,400","1,015","1,330","21,409","1,831",839,"2,476","4,436","1,716","1,916","2,216","1,614","4,365"
2021,9,10,"102,715","41,193","1,101","2,084","4,348","1,779","1,008","1,020","1,599","1,654","3,108","2,782","1,189","3,520","3,598","1,137","1,955","2,678","4,672","1,828",133,"28,783","4,850","4,277","2,063","4,354","2,632","1,261","3,213","2,169",937,"1,537","1,490","32,739","2,593","1,439","5,668","5,405","3,134","3,127","2,937","2,237","6,199"
2021,9,20,"148,191","62,335","2,019","2,188","5,537","2,960","1,460","1,633","2,737","2,469","3,517","4,301","2,101","6,087","4,582","2,826","3,011","4,781","6,783","2,924",419,"44,398","4,994","6,743","3,813","5,367","4,807","3,458","3,687","2,203","1,327","5,079","2,920","41,458","3,836","2,648","4,580","7,244","3,728","3,697","6,169","2,926","6,630"
2021,9,30,"142,605","68,591","1,535","3,790","8,170","2,552","1,281","2,976","4,604","5,232","3,090","3,980","1,777","4,320","4,205","2,279","2,682","4,876","5,062","5,916",264,"38,285","4,088","5,388","2,940","4,586","4,489","3,350","2,253","1,523","1,843","4,866","2,959","35,729","3,169","1,885","3,446","6,895","3,267","3,307","5,354","2,824","5,582"
2021,9,40,"178,775","78,590","1,991","4,383","9,121","3,339","1,679","2,478","4,083","4,079","5,091","5,631","2,187","5,519","5,955","2,552","3,383","4,779","7,078","4,971",291,"50,069","7,214","7,122","3,493","6,653","4,858","3,589","3,995","2,852","2,135","4,710","3,448","50,116","4,084","2,472","6,886","8,937","4,494","4,645","5,500","3,629","9,469"
2021,9,50,"196,508","83,694","3,134","3,302","6,840","4,263","2,080","1,699","3,513","2,875","5,190","7,038","3,114","7,501","5,865","3,932","4,224","5,899","9,295","3,486",444,"56,501","6,721","9,172","4,455","6,998","5,802","3,934","4,764","3,125","1,946","4,961","4,623","56,313","5,194","4,100","6,599","9,703","5,053","5,155","6,816","4,037","9,656"
2021,9,60,"131,027","61,419","2,476","2,980","5,209","3,138","1,715","1,236","2,998","2,340","4,215","6,165","2,462","4,529","3,319","3,134","2,968","3,718","5,600","2,763",454,"35,492","3,399","6,160","3,129","4,602","3,601","2,480","2,788","1,684","1,243","2,697","3,709","34,116","3,518","2,956","3,352","5,048","3,327","3,418","4,314","2,514","5,669"
2021,9,70,"61,546","30,281","1,170","1,364","2,619","1,582",929,523,"1,542","1,063","2,423","3,124","1,143","2,489","1,694","1,413","1,352","1,807","2,595","1,203",246,"15,483","1,377","2,713","1,454","2,015","1,477","1,148","1,149",808,442,"1,237","1,663","15,782","1,763","1,242","1,372","2,316","1,681","1,933","1,846","1,100","2,529"
2021,9,80,"34,948","15,889",621,547,"1,126",843,579,248,697,455,"1,134","1,502",593,"1,594","1,120",775,781,"1,061","1,570",537,106,"9,254",729,"1,709",777,"1,116",814,714,734,692,185,864,920,"9,805",974,721,851,"1,491","1,345","1,497","1,026",627,"1,273"
2021,9,90,"5,084","2,164",87,80,150,121,69,35,74,72,142,209,81,189,143,113,103,138,242,102,14,"1,465",115,288,112,178,102,99,128,106,34,120,183,"1,455",130,107,156,223,179,218,155,88,199
2021,9,100,186,95,3,0,4,10,4,8,2,3,6,11,3,9,3,2,4,8,4,7,4,44,5,5,1,1,7,5,5,2,2,7,4,47,6,4,4,3,8,3,7,6,6
2021,10,총,"1,080,240","481,840","14,626","23,679","48,540","21,858","11,341","14,054","24,409","23,109","29,871","36,699","15,454","37,559","32,850","18,817","21,622","31,882","45,277","27,740","2,453","299,757","37,210","46,764","23,414","38,854","30,428","20,899","24,052","16,317","11,510","27,095","23,214","298,643","27,060","18,384","35,346","51,568","27,889","28,881","36,334","21,581","51,600"
2021,10,0,"78,715","37,411",518,"2,903","5,317","1,240",578,"2,052","2,466","2,709","1,997","1,989",830,"1,841","2,405",679,"1,238","2,175","2,469","3,929",76,"20,041","3,568","3,251","1,230","3,014","1,910",878,"1,346","1,140","1,384","1,004","1,316","21,263","1,807",834,"2,465","4,384","1,703","1,918","2,208","1,612","4,332"
2021,10,10,"102,619","41,186","1,087","2,102","4,373","1,796",999,"1,030","1,604","1,673","3,110","2,763","1,180","3,514","3,588","1,134","1,949","2,665","4,633","1,860",126,"28,781","4,861","4,252","2,050","4,354","2,624","1,248","3,212","2,193",956,"1,538","1,493","32,652","2,586","1,430","5,660","5,383","3,117","3,122","2,934","2,227","6,193"
2021,10,20,"147,485","62,030","2,014","2,181","5,523","2,950","1,444","1,640","2,732","2,455","3,512","4,268","2,104","6,030","4,559","2,807","2,975","4,746","6,757","2,901",432,"44,179","5,015","6,716","3,782","5,330","4,763","3,442","3,663","2,178","1,336","5,067","2,887","41,276","3,821","2,625","4,564","7,185","3,706","3,681","6,167","2,909","6,618"
2021,10,30,"142,665","68,710","1,535","3,778","8,170","2,576","1,287","2,989","4,607","5,319","3,062","3,959","1,768","4,348","4,188","2,296","2,679","4,903","5,072","5,908",266,"38,279","4,097","5,376","2,943","4,576","4,477","3,364","2,273","1,539","1,820","4,843","2,971","35,676","3,147","1,879","3,433","6,899","3,271","3,310","5,346","2,810","5,581"
2021,10,40,"178,201","78,395","1,970","4,393","9,166","3,322","1,666","2,500","4,124","4,095","5,047","5,598","2,185","5,497","5,922","2,535","3,348","4,733","7,031","4,976",287,"49,871","7,222","7,082","3,462","6,621","4,818","3,588","3,965","2,851","2,138","4,689","3,435","49,935","4,087","2,463","6,876","8,874","4,478","4,631","5,493","3,603","9,430"
2021,10,50,"196,722","83,782","3,138","3,307","6,840","4,272","2,070","1,724","3,536","2,924","5,216","7,037","3,111","7,498","5,860","3,913","4,203","5,890","9,277","3,522",444,"56,528","6,750","9,160","4,449","6,990","5,800","3,922","4,772","3,124","1,971","4,989","4,601","56,412","5,194","4,108","6,602","9,707","5,058","5,135","6,816","4,063","9,729"
2021,10,60,"131,858","61,795","2,490","3,015","5,230","3,155","1,719","1,275","3,020","2,334","4,210","6,218","2,466","4,553","3,365","3,143","2,988","3,751","5,631","2,779",453,"35,734","3,444","6,186","3,153","4,627","3,628","2,488","2,805","1,684","1,240","2,738","3,741","34,329","3,551","2,972","3,367","5,097","3,339","3,438","4,335","2,528","5,702"
2021,10,70,"61,556","30,310","1,165","1,372","2,632","1,580",918,543,"1,537","1,067","2,439","3,133","1,135","2,481","1,689","1,407","1,358","1,805","2,594","1,211",244,"15,513","1,388","2,727","1,448","2,033","1,482","1,152","1,140",807,443,"1,231","1,662","15,733","1,752","1,237","1,359","2,320","1,670","1,940","1,855","1,096","2,504"
2021,10,80,"35,116","15,965",615,545,"1,135",848,586,257,706,458,"1,132","1,511",592,"1,596","1,129",788,777,"1,070","1,570",543,107,"9,309",742,"1,715",782,"1,128",819,710,747,693,185,863,925,"9,842",982,723,858,"1,488","1,353","1,481","1,023",636,"1,298"
2021,10,90,"5,125","2,169",89,83,150,118,70,36,75,72,140,211,80,192,142,113,103,138,240,104,13,"1,479",119,294,114,179,100,103,124,106,35,126,179,"1,477",127,109,158,228,185,222,150,91,207
