년도,월,나이,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020,3,90,"4,485","1,972",83,66,130,113,54,40,72,67,141,209,79,172,114,100,89,124,225,76,18,"1,288",97,255,107,146,85,93,118,105,30,105,147,"1,225",117,85,138,186,159,191,118,73,158
2020,3,100,318,204,6,5,5,12,5,18,15,12,13,38,12,15,3,7,5,7,4,17,5,58,3,16,6,4,6,5,8,1,3,3,3,56,10,5,6,3,6,8,8,2,8
2020,4,총,"1,074,853","472,467","15,485","23,874","44,531","21,927","11,646","10,764","22,121","20,291","30,861","36,563","15,913","38,573","33,846","19,661","22,503","32,944","46,662","21,664","2,638","299,276","34,447","47,915","24,088","39,551","31,215","20,989","24,705","16,715","10,620","26,377","22,654","303,110","28,189","19,020","36,402","52,867","28,503","29,658","34,876","21,730","51,865"
2020,4,0,"84,519","39,203",628,"3,253","5,602","1,340",689,"1,469","2,186","2,501","2,432","2,273",955,"2,190","2,845",811,"1,554","2,442","2,988","2,950",95,"21,622","3,454","3,611","1,325","3,409","2,129",970,"1,517","1,266","1,337","1,172","1,432","23,694","2,177","1,037","2,719","4,917","2,059","2,089","2,219","1,651","4,826"
2020,4,10,"107,691","42,319","1,314","1,878","3,732","1,958","1,128",764,"1,429","1,489","3,282","2,891","1,302","3,843","3,939","1,315","2,198","3,067","5,110","1,507",173,"30,504","4,650","4,728","2,254","4,681","2,970","1,415","3,348","2,276",950,"1,611","1,621","34,868","2,829","1,586","5,918","5,851","3,418","3,351","3,037","2,379","6,499"
2020,4,20,"150,832","62,821","2,202","2,394","5,021","2,985","1,449","1,458","2,709","2,323","3,566","4,361","2,162","6,315","4,716","2,981","3,194","5,029","7,049","2,450",457,"44,917","4,736","7,133","4,092","5,444","5,031","3,372","3,870","2,298","1,140","4,903","2,898","43,094","4,075","2,851","4,975","7,651","3,751","3,888","6,211","3,108","6,584"
2020,4,30,"142,505","67,039","1,512","4,223","7,935","2,511","1,357","2,321","4,263","4,531","3,529","4,299","1,820","4,329","4,322","2,337","2,792","4,975","5,210","4,498",275,"38,647","3,794","5,737","2,980","4,858","4,624","3,503","2,316","1,596","1,654","4,704","2,881","36,819","3,393","2,014","3,496","7,315","3,276","3,423","5,035","2,934","5,933"
2020,4,40,"185,089","79,096","2,317","4,281","8,185","3,638","1,834","1,742","3,540","3,512","5,471","5,762","2,392","6,233","6,532","2,928","3,721","5,187","7,922","3,580",319,"52,371","6,947","7,623","3,786","7,102","5,308","3,859","4,342","3,038","1,951","4,914","3,501","53,622","4,607","2,741","7,416","9,559","4,908","5,011","5,487","3,857","10,036"
2020,4,50,"193,448","82,236","3,246","3,332","6,188","4,295","2,124","1,443","3,251","2,547","5,051","6,942","3,256","7,621","5,778","4,163","4,296","6,090","9,246","2,880",487,"55,519","6,065","9,321","4,610","6,905","5,715","3,843","4,845","3,129","1,854","4,702","4,530","55,693","5,292","4,293","6,564","9,512","5,071","5,285","6,523","3,943","9,210"
2020,4,60,"113,332","53,405","2,288","2,652","4,393","2,749","1,525",849,"2,550","1,952","3,931","5,485","2,185","3,853","2,890","2,818","2,584","3,198","4,860","2,200",443,"30,577","2,741","5,256","2,793","3,978","3,141","2,144","2,429","1,481","1,096","2,262","3,256","29,350","3,037","2,519","2,975","4,252","2,914","3,025","3,527","2,123","4,978"
2020,4,70,"60,969","29,879","1,268","1,270","2,384","1,579",960,450,"1,506",983,"2,398","3,043","1,208","2,534","1,714","1,481","1,369","1,844","2,578","1,053",257,"15,322","1,342","2,691","1,434","1,983","1,448","1,133","1,211",850,446,"1,210","1,574","15,768","1,794","1,240","1,364","2,298","1,722","1,979","1,793","1,102","2,476"
2020,4,80,"31,649","14,290",621,519,954,751,519,209,603,374,"1,047","1,261",544,"1,464",991,719,701,978,"1,476",451,108,"8,453",620,"1,542",708,"1,038",756,653,700,674,158,790,814,"8,906",859,646,827,"1,317","1,216","1,408",917,556,"1,160"
2020,4,90,"4,500","1,975",83,67,132,109,56,40,69,67,142,208,77,176,116,101,89,127,219,78,19,"1,285",95,256,100,149,87,92,119,106,31,106,144,"1,240",116,88,142,192,162,191,119,75,155
2020,4,100,319,204,6,5,5,12,5,19,15,12,12,38,12,15,3,7,5,7,4,17,5,59,3,17,6,4,6,5,8,1,3,3,3,56,10,5,6,3,6,8,8,2,8
2020,5,총,"1,076,179","473,322","15,440","23,878","44,729","21,931","11,654","11,008","22,170","20,325","30,835","36,568","15,882","38,499","33,798","19,599","22,476","32,919","46,608","22,383","2,620","299,302","34,407","47,883","24,059","39,499","31,219","20,985","24,693","16,730","10,657","26,424","22,746","303,555","28,149","18,999","36,400","52,762","28,489","29,591","35,417","21,797","51,951"
2020,5,0,"84,470","39,222",625,"3,264","5,615","1,358",680,"1,495","2,192","2,491","2,411","2,272",938,"2,165","2,835",796,"1,544","2,422","2,959","3,071",89,"21,558","3,450","3,587","1,302","3,398","2,143",967,"1,507","1,269","1,347","1,162","1,426","23,690","2,163","1,024","2,718","4,892","2,036","2,075","2,281","1,667","4,834"
2020,5,10,"107,211","42,146","1,302","1,881","3,755","1,948","1,124",774,"1,437","1,481","3,271","2,884","1,292","3,807","3,917","1,303","2,168","3,029","5,083","1,521",169,"30,349","4,642","4,710","2,238","4,660","2,922","1,388","3,349","2,269",940,"1,609","1,622","34,716","2,811","1,577","5,902","5,801","3,400","3,330","3,057","2,364","6,474"
2020,5,20,"151,039","62,945","2,187","2,384","5,037","2,981","1,465","1,497","2,717","2,334","3,568","4,362","2,162","6,320","4,699","2,978","3,205","5,056","7,032","2,508",453,"44,956","4,720","7,123","4,097","5,435","5,034","3,415","3,867","2,292","1,145","4,920","2,908","43,138","4,052","2,848","4,981","7,622","3,760","3,876","6,267","3,120","6,612"
2020,5,30,"142,786","67,178","1,513","4,207","7,935","2,514","1,339","2,355","4,255","4,540","3,515","4,276","1,816","4,330","4,333","2,319","2,786","4,958","5,216","4,700",271,"38,601","3,758","5,737","2,959","4,839","4,626","3,490","2,315","1,601","1,663","4,708","2,905","37,007","3,391","2,010","3,502","7,318","3,278","3,413","5,189","2,958","5,948"
2020,5,40,"184,868","79,088","2,306","4,277","8,217","3,637","1,831","1,786","3,562","3,522","5,443","5,754","2,369","6,178","6,483","2,929","3,705","5,178","7,859","3,735",317,"52,271","6,951","7,610","3,781","7,076","5,285","3,852","4,327","3,039","1,946","4,909","3,495","53,509","4,572","2,726","7,386","9,519","4,898","4,979","5,565","3,847","10,017"
2020,5,50,"193,714","82,343","3,249","3,316","6,214","4,286","2,123","1,489","3,242","2,548","5,053","6,934","3,246","7,609","5,793","4,146","4,306","6,086","9,268","2,950",485,"55,596","6,093","9,322","4,601","6,920","5,723","3,849","4,842","3,137","1,860","4,709","4,540","55,775","5,292","4,266","6,573","9,490","5,050","5,283","6,611","3,960","9,250"
2020,5,60,"114,225","53,824","2,298","2,671","4,448","2,750","1,553",881,"2,565","1,954","3,942","5,518","2,197","3,871","2,915","2,831","2,608","3,215","4,894","2,266",447,"30,760","2,745","5,265","2,819","3,995","3,163","2,148","2,445","1,490","1,114","2,290","3,286","29,641","3,069","2,563","2,993","4,302","2,949","3,038","3,584","2,133","5,010"
2020,5,70,"61,206","29,997","1,258","1,283","2,396","1,579",957,464,"1,506",996,"2,426","3,046","1,217","2,559","1,706","1,469","1,363","1,849","2,594","1,070",259,"15,381","1,334","2,711","1,446","1,980","1,471","1,133","1,204",851,447,"1,215","1,589","15,828","1,802","1,241","1,364","2,300","1,734","1,982","1,818","1,108","2,479"
2020,5,80,"31,810","14,384",618,524,971,761,518,206,608,378,"1,052","1,275",554,"1,470",998,717,701,984,"1,480",461,108,"8,468",615,"1,539",709,"1,042",758,648,708,673,160,792,824,"8,958",867,652,837,"1,324","1,216","1,415",918,564,"1,165"
2020,5,90,"4,526","1,986",78,66,136,105,59,42,71,69,142,206,79,174,115,104,85,135,219,84,17,"1,302",95,262,101,150,88,90,121,108,32,107,148,"1,238",119,87,139,191,162,192,120,74,154
2020,5,100,324,209,6,5,5,12,5,19,15,12,12,41,12,16,4,7,5,7,4,17,5,60,4,17,6,4,6,5,8,1,3,3,3,55,11,5,5,3,6,8,7,2,8
2020,6,총,"1,076,996","473,812","15,392","23,863","44,996","21,881","11,610","11,116","22,211","20,432","30,762","36,622","15,853","38,401","33,767","19,509","22,441","32,883","46,612","22,843","2,618","299,323","34,423","47,846","24,005","39,503","31,184","20,971","24,667","16,744","10,670","26,513","22,797","303,861","28,113","18,964","36,356","52,741","28,402","29,579","35,907","21,809","51,990"
2020,6,0,"84,231","39,165",609,"3,254","5,617","1,355",678,"1,513","2,213","2,501","2,387","2,249",940,"2,160","2,825",777,"1,537","2,396","2,938","3,127",89,"21,468","3,430","3,577","1,297","3,395","2,137",957,"1,488","1,268","1,349","1,154","1,416","23,598","2,149","1,005","2,697","4,876","2,005","2,067","2,311","1,671","4,817"
2020,6,10,"106,865","42,033","1,297","1,887","3,792","1,938","1,115",773,"1,440","1,478","3,259","2,865","1,292","3,782","3,906","1,295","2,156","3,004","5,057","1,529",168,"30,214","4,650","4,694","2,215","4,626","2,914","1,383","3,333","2,254",931,"1,608","1,606","34,618","2,796","1,571","5,890","5,778","3,384","3,310","3,078","2,361","6,450"
2020,6,20,"151,111","62,969","2,184","2,347","5,091","2,962","1,457","1,502","2,692","2,357","3,567","4,362","2,151","6,316","4,689","2,968","3,188","5,066","7,040","2,574",456,"44,982","4,712","7,084","4,086","5,459","5,024","3,415","3,872","2,307","1,145","4,951","2,927","43,160","4,048","2,831","4,974","7,603","3,750","3,886","6,334","3,124","6,610"
2020,6,30,"142,921","67,309","1,511","4,205","7,958","2,527","1,332","2,381","4,271","4,566","3,481","4,275","1,818","4,272","4,332","2,298","2,791","4,972","5,230","4,823",266,"38,544","3,774","5,729","2,965","4,817","4,626","3,483","2,283","1,605","1,664","4,697","2,901","37,068","3,366","2,007","3,500","7,307","3,278","3,417","5,290","2,950","5,953"
2020,6,40,"184,635","79,058","2,294","4,287","8,266","3,609","1,827","1,793","3,562","3,525","5,425","5,768","2,356","6,162","6,471","2,915","3,687","5,166","7,828","3,802",315,"52,149","6,925","7,601","3,748","7,065","5,247","3,843","4,314","3,034","1,955","4,922","3,495","53,428","4,548","2,706","7,377","9,496","4,838","4,964","5,651","3,840","10,008"
2020,6,50,"193,639","82,213","3,230","3,300","6,274","4,261","2,109","1,501","3,231","2,570","5,053","6,924","3,216","7,587","5,761","4,134","4,277","6,054","9,261","2,990",480,"55,585","6,090","9,301","4,594","6,924","5,704","3,838","4,854","3,132","1,864","4,734","4,550","55,841","5,281","4,248","6,556","9,505","5,052","5,280","6,684","3,955","9,280"
2020,6,60,"115,408","54,381","2,309","2,695","4,468","2,782","1,567",908,"2,601","1,968","3,949","5,574","2,205","3,915","2,959","2,844","2,640","3,258","4,945","2,342",452,"31,052","2,771","5,324","2,840","4,025","3,188","2,171","2,470","1,513","1,119","2,321","3,310","29,975","3,106","2,593","3,019","4,350","2,962","3,057","3,660","2,173","5,055"
2020,6,70,"61,423","30,109","1,258","1,293","2,418","1,580",954,478,"1,507","1,009","2,437","3,070","1,216","2,556","1,711","1,449","1,361","1,855","2,613","1,082",262,"15,444","1,348","2,720","1,439","1,988","1,485","1,131","1,213",850,446,"1,222","1,602","15,870","1,805","1,248","1,361","2,306","1,751","1,979","1,841","1,098","2,481"
2020,6,80,"31,878","14,390",614,523,977,754,509,206,613,379,"1,055","1,290",564,"1,457",995,719,707,974,"1,474",471,109,"8,508",623,"1,536",712,"1,048",764,652,713,674,162,793,831,"8,980",884,660,839,"1,322","1,208","1,414",925,561,"1,167"
2020,6,90,"4,564","1,979",80,67,130,101,58,42,66,67,137,204,83,179,114,104,92,131,222,86,16,"1,317",96,263,103,152,89,93,119,106,32,108,156,"1,268",119,90,138,195,168,197,126,74,161
2020,6,100,321,206,6,5,5,12,4,19,15,12,12,41,12,15,4,6,5,7,4,17,5,60,4,17,6,4,6,5,8,1,3,3,3,55,11,5,5,3,6,8,7,2,8
2020,7,총,"1,077,347","474,118","15,300","23,871","45,155","21,946","11,563","11,220","22,248","20,492","30,718","36,644","15,832","38,439","33,740","19,441","22,424","32,827","46,539","23,131","2,588","299,328","34,466","47,822","23,981","39,456","31,155","20,941","24,607","16,726","10,674","26,630","22,870","303,901","28,000","18,928","36,329","52,738","28,308","29,554","36,170","21,808","52,066"
2020,7,0,"83,989","39,100",603,"3,247","5,624","1,363",672,"1,527","2,217","2,519","2,368","2,232",936,"2,137","2,806",769,"1,527","2,394","2,925","3,151",83,"21,379","3,401","3,563","1,298","3,360","2,143",949,"1,484","1,247","1,347","1,165","1,422","23,510","2,128",996,"2,685","4,869","1,983","2,050","2,325","1,667","4,807"
2020,7,10,"106,613","41,951","1,277","1,899","3,848","1,936","1,101",777,"1,428","1,499","3,246","2,864","1,281","3,775","3,899","1,288","2,145","2,964","5,009","1,554",161,"30,117","4,660","4,660","2,197","4,617","2,899","1,370","3,327","2,249",941,"1,605","1,592","34,545","2,774","1,564","5,896","5,753","3,366","3,310","3,085","2,359","6,438"
2020,7,20,"150,981","62,917","2,174","2,332","5,087","2,967","1,452","1,509","2,708","2,348","3,575","4,368","2,149","6,337","4,669","2,946","3,180","5,057","7,041","2,571",447,"44,958","4,706","7,067","4,090","5,447","5,023","3,414","3,863","2,304","1,142","4,982","2,920","43,106","4,028","2,837","4,945","7,589","3,717","3,858","6,357","3,127","6,648"
2020,7,30,"142,803","67,261","1,513","4,190","7,925","2,550","1,319","2,384","4,265","4,549","3,454","4,232","1,818","4,282","4,335","2,298","2,794","4,972","5,209","4,908",264,"38,509","3,758","5,719","2,952","4,798","4,641","3,467","2,276","1,609","1,653","4,719","2,917","37,033","3,309","1,991","3,501","7,303","3,291","3,421","5,344","2,930","5,943"
2020,7,40,"184,397","79,076","2,278","4,284","8,342","3,597","1,811","1,816","3,573","3,556","5,409","5,781","2,354","6,141","6,438","2,900","3,687","5,153","7,789","3,854",313,"51,983","6,930","7,587","3,734","7,036","5,196","3,822","4,288","3,003","1,961","4,911","3,515","53,338","4,540","2,672","7,363","9,491","4,832","4,936","5,695","3,837","9,972"
2020,7,50,"193,810","82,259","3,197","3,300","6,305","4,250","2,111","1,528","3,249","2,572","5,042","6,930","3,202","7,588","5,780","4,121","4,255","6,036","9,265","3,048",480,"55,692","6,144","9,297","4,587","6,951","5,711","3,829","4,857","3,152","1,865","4,752","4,547","55,859","5,258","4,253","6,541","9,504","5,011","5,284","6,740","3,952","9,316"
2020,7,60,"116,196","54,697","2,313","2,718","4,490","2,821","1,559",923,"2,605","1,973","3,973","5,594","2,219","3,959","2,974","2,850","2,660","3,287","4,973","2,357",449,"31,276","2,780","5,376","2,855","4,045","3,200","2,191","2,472","1,524","1,125","2,349","3,359","30,223","3,126","2,595","3,053","4,395","2,970","3,087","3,699","2,192","5,106"
2020,7,70,"61,597","30,171","1,249","1,294","2,420","1,582",954,485,"1,508","1,020","2,446","3,092","1,210","2,568","1,714","1,434","1,370","1,848","2,618","1,097",262,"15,477","1,353","2,720","1,445","1,998","1,483","1,146","1,208",851,445,"1,232","1,596","15,949","1,818","1,251","1,359","2,318","1,752","1,987","1,857","1,107","2,500"
2020,7,80,"32,045","14,486",610,534,980,766,521,211,614,376,"1,056","1,305",566,"1,457","1,006",723,708,978,"1,482",484,109,"8,560",632,"1,551",714,"1,044",761,656,711,681,160,806,844,"8,999",889,673,838,"1,315","1,208","1,416",937,561,"1,162"
2020,7,90,"4,591","1,991",80,68,129,102,59,41,66,68,136,205,85,179,115,105,94,131,224,90,14,"1,318",98,266,103,156,92,92,113,105,32,106,155,"1,282",118,91,143,198,172,196,124,74,166
2020,7,100,325,209,6,5,5,12,4,19,15,12,13,41,12,16,4,7,4,7,4,17,6,59,4,16,6,4,6,5,8,1,3,3,3,57,12,5,5,3,6,9,7,2,8
2020,8,총,"1,076,406","473,689","15,266","23,844","45,203","21,917","11,539","11,259","22,270","20,508","30,631","36,625","15,794","38,432","33,637","19,356","22,344","32,768","46,360","23,384","2,552","299,138","34,560","47,665","23,935","39,359","31,059","20,959","24,649","16,729","10,706","26,636","22,881","303,579","27,926","18,853","36,300","52,499","28,239","29,542","36,337","21,814","52,069"
2020,8,0,"83,365","38,824",598,"3,215","5,578","1,350",671,"1,534","2,228","2,519","2,342","2,201",936,"2,120","2,782",752,"1,495","2,369","2,870","3,182",82,"21,202","3,378","3,524","1,282","3,314","2,133",942,"1,475","1,247","1,359","1,140","1,408","23,339","2,095",976,"2,672","4,779","1,981","2,056","2,328","1,670","4,782"
2020,8,10,"106,177","41,773","1,266","1,910","3,852","1,921","1,097",788,"1,434","1,483","3,235","2,855","1,261","3,769","3,863","1,275","2,125","2,946","4,994","1,545",154,"30,011","4,671","4,605","2,181","4,602","2,861","1,371","3,353","2,238",943,"1,600","1,586","34,393","2,763","1,540","5,908","5,721","3,345","3,264","3,087","2,344","6,421"
2020,8,20,"150,724","62,750","2,165","2,317","5,103","2,983","1,447","1,496","2,692","2,349","3,564","4,365","2,151","6,301","4,656","2,914","3,168","5,061","7,004","2,588",426,"44,929","4,716","7,049","4,071","5,442","5,016","3,429","3,852","2,318","1,135","4,974","2,927","43,045","4,027","2,827","4,907","7,560","3,713","3,873","6,376","3,122","6,640"
2020,8,30,"142,424","67,123","1,524","4,172","7,868","2,536","1,302","2,389","4,253","4,550","3,427","4,191","1,809","4,294","4,339","2,306","2,762","4,969","5,174","4,995",263,"38,369","3,778","5,650","2,945","4,756","4,581","3,438","2,286","1,607","1,658","4,776","2,894","36,932","3,265","1,984","3,528","7,227","3,271","3,423","5,396","2,928","5,910"
2020,8,40,"183,665","78,761","2,253","4,273","8,366","3,575","1,801","1,824","3,584","3,556","5,374","5,765","2,343","6,101","6,389","2,857","3,660","5,122","7,706","3,900",312,"51,786","6,942","7,530","3,729","6,993","5,174","3,798","4,290","3,000","1,960","4,873","3,497","53,118","4,505","2,653","7,324","9,421","4,817","4,916","5,704","3,816","9,962"
2020,8,50,"193,998","82,366","3,209","3,302","6,348","4,244","2,107","1,533","3,239","2,581","5,047","6,950","3,195","7,624","5,759","4,109","4,263","6,029","9,264","3,088",475,"55,720","6,162","9,297","4,562","6,961","5,721","3,847","4,862","3,151","1,866","4,742","4,549","55,912","5,274","4,225","6,541","9,516","5,000","5,287","6,772","3,963","9,334"
2020,8,60,"117,199","55,091","2,311","2,746","4,527","2,843","1,570",934,"2,623","1,987","3,989","5,631","2,229","3,992","3,014","2,870","2,685","3,300","5,003","2,388",449,"31,648","2,813","5,452","2,895","4,081","3,225","2,225","2,500","1,530","1,141","2,389","3,397","30,460","3,149","2,630","3,076","4,415","2,974","3,106","3,732","2,223","5,155"
2020,8,70,"61,659","30,210","1,244","1,292","2,427","1,578",949,485,"1,515","1,024","2,447","3,104","1,208","2,574","1,711","1,436","1,376","1,846","2,627","1,104",263,"15,484","1,360","2,732","1,443","1,991","1,479","1,150","1,197",850,446,"1,236","1,600","15,965","1,827","1,247","1,358","2,325","1,748","1,985","1,862","1,098","2,515"
2020,8,80,"32,243","14,569",611,543,"1,000",770,530,214,622,376,"1,057","1,316",564,"1,465",999,722,711,989,"1,486",486,108,"8,601",636,"1,550",721,"1,055",770,661,712,678,161,799,858,"9,073",895,674,839,"1,333","1,210","1,427",949,572,"1,174"
2020,8,90,"4,622","2,014",79,69,129,105,62,43,65,71,136,206,85,176,121,109,95,130,228,91,14,"1,326",100,259,100,160,93,92,114,109,34,104,161,"1,282",114,92,141,199,173,195,124,76,168
2020,8,100,330,208,6,5,5,12,3,19,15,12,13,41,13,16,4,6,4,7,4,17,6,62,4,17,6,4,6,6,8,1,3,3,4,60,12,5,6,3,7,10,7,2,8
2020,9,총,"1,075,841","473,594","15,192","23,830","45,307","21,886","11,522","11,256","22,316","20,539","30,589","36,629","15,768","38,303","33,617","19,313","22,254","32,694","46,310","23,726","2,543","298,901","34,611","47,550","23,810","39,311","30,955","20,990","24,629","16,702","10,692","26,699","22,952","303,346","27,847","18,809","36,267","52,451","28,226","29,461","36,406","21,830","52,049"
2020,9,0,"82,844","38,612",585,"3,201","5,537","1,345",668,"1,525","2,215","2,532","2,338","2,191",933,"2,102","2,741",748,"1,459","2,351","2,843","3,213",85,"21,058","3,359","3,504","1,252","3,293","2,107",930,"1,466","1,245","1,366","1,128","1,408","23,174","2,057",959,"2,684","4,765","1,959","2,038","2,311","1,664","4,737"
2020,9,10,"105,721","41,601","1,251","1,917","3,879","1,897","1,087",791,"1,438","1,481","3,198","2,868","1,251","3,751","3,849","1,275","2,107","2,907","4,975","1,537",142,"29,857","4,678","4,551","2,172","4,580","2,827","1,368","3,334","2,230",938,"1,598","1,581","34,263","2,728","1,529","5,912","5,702","3,330","3,236","3,089","2,341","6,396"
2020,9,20,"150,695","62,723","2,149","2,328","5,116","3,005","1,448","1,482","2,702","2,324","3,580","4,366","2,131","6,262","4,634","2,895","3,148","5,075","6,983","2,676",419,"44,979","4,744","7,038","4,059","5,414","5,020","3,459","3,872","2,300","1,137","5,009","2,927","42,993","4,025","2,809","4,851","7,552","3,708","3,882","6,397","3,121","6,648"
