년도,월,나이,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2020,4,60,"49,906","1,448","1,476","1,394","2,328","1,248","2,068","1,607","1,264","2,619","2,556",701,"3,390","1,926","2,706","3,147","2,730","6,006","1,758","6,787","2,747",,,
2020,4,70,"29,735","1,092","1,032",840,"1,355",805,"1,468",972,741,"1,717","1,506",461,"1,714","1,092","1,555","1,830","1,677","3,165","1,073","3,720","1,920",,,
2020,4,80,"12,497",507,437,382,487,354,657,460,322,703,645,218,684,428,632,824,673,"1,386",395,"1,379",924,,,
2020,4,90,"1,452",59,55,52,60,29,68,54,36,74,83,17,87,44,74,86,81,176,48,166,103,,,
2020,4,100,123,5,10,3,10,4,7,9,4,10,9,0,4,5,2,6,2,7,6,13,7,,,
2020,5,총,"342,897","7,908","11,024","8,930","13,392","6,652","13,530","12,634","7,716","14,369","15,106","4,237","26,820","10,289","16,215","18,626","15,501","44,216","10,343","69,781","15,608",,,
2020,5,0,"26,045",292,"1,109",726,483,239,893,973,175,560,817,206,"2,730",421,914,954,816,"4,056",577,"8,402",702,,,
2020,5,10,"27,149",480,869,592,730,422,966,"1,054",379,910,"1,076",272,"2,745",610,974,"1,396",959,"3,786",617,"7,159","1,153",,,
2020,5,20,"41,772",879,"1,046",992,"1,903",817,"1,533","1,671","1,340","1,841","1,932",628,"2,972","1,342","2,188","2,428","1,931","5,406","1,303","8,044","1,576",,,
2020,5,30,"44,818",731,"1,540","1,301","1,555",588,"1,623","1,661","1,077","1,474","1,730",463,"3,597","1,037","1,968","1,867","1,717","6,041","1,179","12,341","1,328",,,
2020,5,40,"51,628","1,009","1,920","1,219","1,816",880,"1,974","1,958","1,032","1,791","2,168",520,"4,623","1,260","2,098","2,391","1,994","6,971","1,327","12,517","2,160",,,
2020,5,50,"57,549","1,421","1,579","1,430","2,671","1,258","2,246","2,220","1,349","2,672","2,591",749,"4,274","2,111","3,088","3,663","2,897","7,170","2,051","9,198","2,911",,,
2020,5,60,"49,979","1,430","1,450","1,404","2,314","1,249","2,077","1,603","1,264","2,607","2,536",700,"3,398","1,931","2,717","3,170","2,730","6,038","1,764","6,812","2,785",,,
2020,5,70,"29,862","1,096","1,015",839,"1,361",804,"1,487",973,737,"1,727","1,512",464,"1,711","1,104","1,565","1,838","1,691","3,177","1,075","3,736","1,950",,,
2020,5,80,"12,526",509,434,372,490,361,657,460,323,703,653,218,679,425,626,826,682,"1,386",393,"1,395",934,,,
2020,5,90,"1,446",56,52,52,59,30,67,53,36,74,81,17,87,43,75,87,82,178,51,164,102,,,
2020,5,100,123,5,10,3,10,4,7,8,4,10,10,0,4,5,2,6,2,7,6,13,7,,,
2020,6,총,"342,627","7,909","10,892","8,911","13,326","6,632","13,500","12,620","7,619","14,356","15,072","4,217","26,713","10,254","16,206","18,538","15,431","44,057","10,808","69,818","15,748",,,
2020,6,0,"25,923",290,"1,096",727,476,239,880,962,167,563,799,202,"2,708",409,908,934,811,"4,014",628,"8,408",702,,,
2020,6,10,"27,046",482,856,593,726,415,954,"1,049",369,898,"1,065",273,"2,732",601,960,"1,382",949,"3,782",644,"7,173","1,143",,,
2020,6,20,"41,737",885,"1,026",986,"1,899",805,"1,534","1,675","1,314","1,838","1,936",618,"2,954","1,344","2,204","2,424","1,914","5,379","1,378","8,034","1,590",,,
2020,6,30,"44,676",729,"1,531","1,302","1,539",588,"1,609","1,638","1,061","1,473","1,716",458,"3,544","1,032","1,973","1,836","1,700","5,996","1,293","12,310","1,348",,,
2020,6,40,"51,576","1,005","1,901","1,224","1,804",871,"1,970","1,961","1,022","1,788","2,157",514,"4,628","1,255","2,089","2,381","1,982","6,935","1,383","12,539","2,167",,,
2020,6,50,"57,362","1,410","1,552","1,422","2,653","1,260","2,247","2,221","1,331","2,658","2,559",753,"4,250","2,091","3,082","3,633","2,878","7,137","2,125","9,160","2,940",,,
2020,6,60,"50,182","1,435","1,419","1,386","2,310","1,253","2,083","1,619","1,255","2,621","2,565",694,"3,411","1,931","2,712","3,181","2,734","6,053","1,810","6,878","2,832",,,
2020,6,70,"29,976","1,097","1,014",848,"1,359",805,"1,481",969,739,"1,727","1,529",468,"1,718","1,120","1,568","1,845","1,695","3,195","1,095","3,730","1,974",,,
2020,6,80,"12,578",513,436,370,490,362,669,465,322,708,656,218,677,424,634,827,682,"1,381",396,"1,407",941,,,
2020,6,90,"1,448",58,51,50,60,30,66,53,35,72,80,19,87,42,74,89,84,178,50,166,104,,,
2020,6,100,123,5,10,3,10,4,7,8,4,10,10,0,4,5,2,6,2,7,6,13,7,,,
2020,7,총,"342,657","7,788","10,839","8,935","13,365","6,610","13,454","12,587","7,582","14,301","15,000","4,209","21,978","15,086","15,990","18,505","15,374","44,007","11,207",0,"15,854","21,470","29,725","18,791"
2020,7,0,"25,805",287,"1,088",723,468,234,867,950,167,558,785,201,"2,383",732,891,918,802,"3,999",661,0,695,"2,536","2,732","3,128"
2020,7,10,"26,970",466,846,594,729,419,935,"1,041",375,884,"1,065",266,"2,332",970,951,"1,374",951,"3,769",669,0,"1,143","2,724","3,032","1,435"
2020,7,20,"41,787",881,"1,033",996,"1,916",803,"1,535","1,671","1,297","1,828","1,910",613,"2,329","2,001","2,175","2,429","1,883","5,352","1,441",0,"1,611","2,199","3,861","2,023"
2020,7,30,"44,552",701,"1,523","1,290","1,548",584,"1,619","1,629","1,070","1,471","1,678",466,"2,962","1,610","1,942","1,805","1,674","5,943","1,384",0,"1,351","3,265","4,304","4,733"
2020,7,40,"51,581",995,"1,887","1,228","1,796",859,"1,961","1,959","1,027","1,764","2,154",508,"4,009","1,876","2,058","2,372","1,990","6,947","1,444",0,"2,178","4,196","4,998","3,375"
2020,7,50,"57,368","1,384","1,551","1,436","2,659","1,259","2,237","2,217","1,307","2,640","2,553",752,"3,334","3,026","3,034","3,621","2,851","7,139","2,196",0,"2,975","2,833","4,653","1,711"
2020,7,60,"50,262","1,410","1,405","1,388","2,315","1,251","2,082","1,619","1,244","2,625","2,553",698,"2,644","2,738","2,681","3,210","2,739","6,063","1,848",0,"2,854","1,933","3,485","1,477"
2020,7,70,"30,117","1,092","1,009",857,"1,370",803,"1,479",977,736,"1,731","1,552",464,"1,375","1,492","1,554","1,855","1,709","3,222","1,104",0,"1,988","1,225","1,861",662
2020,7,80,"12,650",511,436,371,495,364,666,464,322,720,658,220,530,582,630,826,689,"1,388",403,0,945,498,722,210
2020,7,90,"1,442",56,50,49,59,30,66,52,33,70,82,21,76,54,72,89,84,178,52,0,106,59,69,35
2020,7,100,123,5,11,3,10,4,7,8,4,10,10,0,4,5,2,6,2,7,5,0,8,2,8,2
2020,8,총,"343,317","7,784","10,804","8,872","13,292","6,617","13,429","12,613","7,540","14,235","14,899","4,198","21,881","15,087","15,976","18,450","15,354","43,973","11,327",,"16,945","21,463","29,722","18,856"
2020,8,0,"25,787",290,"1,075",714,451,233,851,951,164,556,768,197,"2,342",720,889,905,781,"3,971",673,,892,"2,525","2,706","3,133"
2020,8,10,"26,940",464,848,591,721,420,928,"1,044",373,872,"1,060",259,"2,326",963,947,"1,359",949,"3,743",671,,"1,216","2,724","3,015","1,447"
2020,8,20,"41,860",886,"1,021",987,"1,897",806,"1,539","1,667","1,300","1,830","1,897",610,"2,312","2,015","2,163","2,420","1,882","5,362","1,456",,"1,731","2,191","3,881","2,007"
2020,8,30,"44,660",698,"1,505","1,272","1,540",581,"1,617","1,629","1,055","1,455","1,667",470,"2,933","1,621","1,937","1,793","1,668","5,896","1,407",,"1,612","3,265","4,296","4,743"
2020,8,40,"51,650",992,"1,893","1,216","1,788",855,"1,941","1,962","1,015","1,747","2,128",510,"3,996","1,861","2,062","2,359","1,990","6,931","1,472",,"2,344","4,193","4,982","3,413"
2020,8,50,"57,408","1,386","1,551","1,430","2,643","1,252","2,238","2,222","1,301","2,619","2,540",743,"3,319","3,022","3,012","3,602","2,837","7,162","2,204",,"3,110","2,836","4,666","1,713"
2020,8,60,"50,521","1,409","1,397","1,381","2,317","1,266","2,090","1,624","1,241","2,628","2,541",702,"2,656","2,749","2,696","3,219","2,749","6,104","1,873",,"2,952","1,932","3,508","1,487"
2020,8,70,"30,184","1,084","1,015",858,"1,357",803,"1,481",978,734,"1,723","1,552",465,"1,382","1,498","1,565","1,864","1,715","3,223","1,101",,"2,014","1,238","1,869",665
2020,8,80,"12,737",515,438,374,510,367,668,474,321,723,656,221,535,578,631,831,699,"1,397",413,,957,497,722,210
2020,8,90,"1,446",55,50,47,58,30,69,53,32,72,80,21,76,55,72,92,82,176,52,,109,60,69,36
2020,8,100,124,5,11,2,10,4,7,9,4,10,10,0,4,5,2,6,2,8,5,,8,2,8,2
2020,9,총,"343,233","7,765","10,792","8,818","13,241","6,599","13,414","12,588","7,510","14,225","14,710","4,185","21,875","15,047","15,961","18,369","15,311","43,893","11,370",,"17,619","21,409","29,660","18,872"
2020,9,0,"25,683",289,"1,068",709,450,231,842,926,159,549,756,198,"2,348",713,878,891,771,"3,935",671,,994,"2,496","2,682","3,127"
2020,9,10,"26,846",458,850,591,715,421,927,"1,039",371,872,"1,039",255,"2,330",956,946,"1,326",943,"3,718",674,,"1,260","2,711","2,991","1,453"
2020,9,20,"41,847",894,"1,015",976,"1,897",805,"1,549","1,679","1,292","1,840","1,867",616,"2,283","2,013","2,168","2,408","1,864","5,344","1,454",,"1,809","2,204","3,870","2,000"
2020,9,30,"44,514",699,"1,508","1,263","1,517",574,"1,599","1,606","1,055","1,452","1,646",460,"2,925","1,609","1,918","1,778","1,658","5,871","1,425",,"1,753","3,201","4,276","4,721"
2020,9,40,"51,682",981,"1,872","1,209","1,782",855,"1,938","1,967","1,003","1,734","2,105",504,"3,994","1,848","2,062","2,350","1,988","6,921","1,471",,"2,449","4,219","4,985","3,445"
2020,9,50,"57,318","1,379","1,556","1,413","2,623","1,240","2,242","2,215","1,298","2,605","2,497",743,"3,321","3,012","3,009","3,562","2,828","7,144","2,218",,"3,215","2,829","4,661","1,708"
2020,9,60,"50,779","1,412","1,401","1,380","2,327","1,272","2,094","1,639","1,244","2,640","2,525",705,"2,665","2,760","2,703","3,237","2,763","6,139","1,883",,"3,019","1,947","3,530","1,494"
2020,9,70,"30,174","1,079","1,015",853,"1,347",808,"1,473",978,725,"1,720","1,536",467,"1,388","1,501","1,561","1,869","1,708","3,227","1,103",,"2,033","1,249","1,863",671
2020,9,80,"12,811",514,444,376,513,360,672,476,327,731,650,216,539,574,641,853,702,"1,413",414,,963,491,728,214
2020,9,90,"1,456",55,52,46,60,29,71,54,32,71,79,21,78,56,73,90,84,174,52,,116,60,66,37
2020,9,100,123,5,11,2,10,4,7,9,4,11,10,0,4,5,2,5,2,7,5,,8,2,8,2
2020,10,총,"342,552","7,720","10,729","8,879","13,128","6,581","13,340","12,558","7,518","14,199","14,443","4,181","21,813","15,019","15,927","18,344","15,273","43,792","11,408",,"17,825","21,399","29,615","18,861"
2020,10,0,"25,474",286,"1,054",721,436,228,820,910,163,547,734,196,"2,332",702,871,889,764,"3,881",667,,"1,021","2,493","2,640","3,119"
2020,10,10,"26,710",456,842,587,710,415,925,"1,034",372,864,"1,014",252,"2,318",949,936,"1,306",926,"3,714",676,,"1,284","2,694","2,985","1,451"
2020,10,20,"41,769",884,"1,009",995,"1,868",800,"1,555","1,669","1,283","1,822","1,835",616,"2,272","2,008","2,158","2,399","1,876","5,342","1,461",,"1,831","2,207","3,870","2,009"
2020,10,30,"44,218",680,"1,480","1,277","1,489",576,"1,571","1,587","1,064","1,453","1,604",457,"2,902","1,597","1,927","1,778","1,640","5,835","1,424",,"1,790","3,174","4,248","4,665"
2020,10,40,"51,544",982,"1,865","1,222","1,771",850,"1,931","1,958",995,"1,730","2,062",495,"3,977","1,838","2,040","2,336","1,964","6,901","1,481",,"2,482","4,226","4,957","3,481"
2020,10,50,"57,196","1,357","1,541","1,410","2,604","1,236","2,232","2,226","1,300","2,587","2,449",746,"3,316","3,002","3,001","3,560","2,819","7,116","2,200",,"3,250","2,850","4,675","1,719"
2020,10,60,"51,006","1,419","1,406","1,379","2,322","1,275","2,085","1,656","1,249","2,639","2,506",712,"2,694","2,784","2,710","3,260","2,781","6,183","1,916",,"3,035","1,948","3,555","1,492"
2020,10,70,"30,177","1,077","1,014",858,"1,338",805,"1,471",978,725,"1,734","1,507",469,"1,385","1,497","1,565","1,875","1,713","3,225","1,108",,"2,037","1,253","1,874",669
2020,10,80,"12,879",518,454,381,517,364,674,479,333,743,642,217,538,579,644,852,705,"1,412",417,,968,493,732,217
2020,10,90,"1,456",56,53,47,64,28,69,52,30,69,80,21,75,58,73,84,83,176,53,,119,58,71,37
2020,10,100,123,5,11,2,9,4,7,9,4,11,10,0,4,5,2,5,2,7,5,,8,3,8,2
2020,11,총,"342,432","7,707","10,717","9,510","13,050","6,583","13,289","12,477","7,511","14,196","14,215","4,189","21,811","14,964","15,889","18,293","15,281","43,692","11,347",,"17,902","21,400","29,572","18,837"
2020,11,0,"25,372",284,"1,055",832,421,230,795,896,162,545,711,195,"2,313",688,852,885,763,"3,862",658,,"1,032","2,499","2,595","3,099"
2020,11,10,"26,652",450,830,620,706,408,923,"1,035",369,858,"1,010",255,"2,312",941,932,"1,287",929,"3,705",665,,"1,284","2,687","2,981","1,465"
2020,11,20,"41,770",886,"1,006","1,079","1,874",797,"1,547","1,661","1,286","1,825","1,793",621,"2,275","2,005","2,160","2,383","1,882","5,322","1,451",,"1,843","2,193","3,872","2,009"
2020,11,30,"44,061",680,"1,468","1,464","1,478",570,"1,562","1,548","1,044","1,444","1,578",457,"2,891","1,574","1,915","1,774","1,635","5,787","1,411",,"1,793","3,153","4,222","4,613"
2020,11,40,"51,545",982,"1,854","1,313","1,743",862,"1,928","1,950","1,008","1,739","2,035",499,"3,983","1,834","2,051","2,312","1,955","6,879","1,457",,"2,481","4,235","4,956","3,489"
2020,11,50,"57,120","1,354","1,547","1,500","2,589","1,238","2,227","2,209","1,298","2,577","2,410",735,"3,318","2,963","2,973","3,561","2,808","7,086","2,202",,"3,274","2,857","4,669","1,725"
2020,11,60,"51,236","1,422","1,413","1,408","2,323","1,274","2,090","1,659","1,250","2,653","2,473",720,"2,709","2,817","2,727","3,267","2,792","6,231","1,918",,"3,054","1,959","3,566","1,511"
2020,11,70,"30,186","1,066","1,025",865,"1,327",806,"1,470",977,727,"1,738","1,482",468,"1,384","1,497","1,559","1,881","1,725","3,224","1,105",,"2,039","1,259","1,896",666
2020,11,80,"12,900",522,452,379,516,366,671,480,332,738,634,217,543,583,649,855,708,"1,410",421,,972,497,733,222
2020,11,90,"1,466",56,56,48,64,28,69,53,30,68,79,22,79,57,69,83,82,179,54,,121,59,74,36
2020,11,100,124,5,11,2,9,4,7,9,5,11,10,0,4,5,2,5,2,7,5,,9,2,8,2
2020,12,총,"341,920","7,684","10,673","9,821","13,001","6,572","13,210","12,460","7,492","14,171","14,038","4,183","21,729","14,949","15,919","18,274","15,214","43,500","11,343",,"17,968","21,359","29,482","18,878"
2020,12,0,"25,193",282,"1,038",890,411,227,767,914,159,539,696,194,"2,284",688,855,873,747,"3,808",644,,"1,035","2,486","2,572","3,084"
2020,12,10,"26,566",440,838,650,703,403,902,"1,032",364,839,983,255,"2,302",941,942,"1,287",920,"3,707",664,,"1,282","2,675","2,968","1,469"
2020,12,20,"41,684",883,"1,004","1,105","1,886",804,"1,538","1,636","1,278","1,848","1,762",612,"2,269","1,980","2,155","2,383","1,884","5,298","1,443",,"1,850","2,176","3,871","2,019"
2020,12,30,"43,821",685,"1,441","1,544","1,468",565,"1,542","1,541","1,045","1,424","1,575",461,"2,858","1,566","1,918","1,773","1,597","5,709","1,399",,"1,805","3,129","4,168","4,608"
2020,12,40,"51,410",969,"1,844","1,357","1,732",862,"1,908","1,951",996,"1,733","1,997",496,"3,988","1,825","2,059","2,279","1,953","6,853","1,463",,"2,476","4,222","4,947","3,500"
2020,12,50,"56,998","1,358","1,547","1,524","2,573","1,224","2,221","2,190","1,296","2,581","2,361",727,"3,298","2,951","2,981","3,558","2,802","7,041","2,203",,"3,296","2,872","4,652","1,742"
2020,12,60,"51,418","1,417","1,412","1,443","2,316","1,275","2,111","1,675","1,252","2,648","2,468",727,"2,713","2,829","2,714","3,284","2,789","6,271","1,939",,"3,062","1,969","3,591","1,513"
2020,12,70,"30,211","1,064","1,029",879,"1,326",812,"1,469",976,732,"1,738","1,464",469,"1,389","1,507","1,568","1,878","1,721","3,197","1,108",,"2,048","1,265","1,896",676
2020,12,80,"13,013",524,455,381,512,367,677,481,333,736,640,219,547,598,656,871,718,"1,426",420,,981,505,736,230
2020,12,90,"1,481",57,54,46,65,29,68,55,32,74,81,23,77,59,69,83,81,183,55,,124,58,73,35
2020,12,100,125,5,11,2,9,4,7,9,5,11,11,0,4,5,2,5,2,7,5,,9,2,8,2
2021,1,총,"341,498","7,669","10,662","9,890","12,890","6,533","13,214","12,425","7,505","14,190","13,967","4,183","21,739","14,899","15,896","18,250","15,186","43,395","11,346",,"17,987","21,305","29,459","18,908"
2021,1,0,"24,944",280,"1,016",909,405,215,764,905,159,540,688,183,"2,266",670,840,873,743,"3,753",636,,"1,038","2,453","2,538","3,070"
2021,1,10,"26,475",434,834,646,694,399,901,"1,029",354,832,971,255,"2,300",925,937,"1,265",921,"3,726",667,,"1,264","2,681","2,957","1,483"
2021,1,20,"41,576",882,"1,014","1,109","1,865",791,"1,541","1,625","1,297","1,848","1,772",612,"2,267","1,979","2,157","2,380","1,861","5,271","1,424",,"1,851","2,162","3,872","1,996"
2021,1,30,"43,647",681,"1,423","1,568","1,482",565,"1,532","1,517","1,057","1,405","1,557",457,"2,839","1,549","1,918","1,758","1,599","5,667","1,401",,"1,816","3,100","4,126","4,630"
2021,1,40,"51,254",957,"1,851","1,362","1,699",853,"1,914","1,946",984,"1,722","1,977",496,"3,991","1,819","2,038","2,274","1,940","6,824","1,453",,"2,453","4,235","4,940","3,526"
2021,1,50,"56,873","1,347","1,542","1,540","2,546","1,225","2,202","2,183","1,291","2,599","2,350",735,"3,302","2,944","2,961","3,526","2,792","7,021","2,212",,"3,301","2,844","4,672","1,738"
2021,1,60,"51,730","1,434","1,429","1,446","2,302","1,274","2,137","1,692","1,247","2,660","2,464",732,"2,739","2,842","2,749","3,315","2,809","6,289","1,955",,"3,094","1,978","3,630","1,513"
2021,1,70,"30,248","1,057","1,029",878,"1,319",813,"1,457",968,743,"1,745","1,453",468,"1,400","1,503","1,560","1,892","1,717","3,214","1,116",,"2,047","1,281","1,904",684
2021,1,80,"13,119",532,457,385,505,365,687,493,334,754,640,222,551,604,664,877,720,"1,437",422,,988,511,740,231
2021,1,90,"1,505",60,56,45,64,29,72,58,34,74,83,23,80,60,70,85,81,186,55,,126,58,71,35
2021,1,100,127,5,11,2,9,4,7,9,5,11,12,0,4,4,2,5,3,7,5,,9,2,9,2
2021,2,총,"341,661","7,607","10,638","10,007","12,768","6,538","13,189","12,371","7,497","14,154","13,941","4,195","21,706","14,908","15,892","18,209","15,123","43,329","11,336",,"18,728","21,300","29,352","18,873"
2021,2,0,"24,865",271,"1,001",945,388,215,755,888,159,536,679,192,"2,246",669,827,863,724,"3,753",633,,"1,133","2,436","2,499","3,053"
2021,2,10,"26,456",427,830,651,682,397,899,"1,029",351,823,970,250,"2,288",926,943,"1,256",922,"3,700",663,,"1,332","2,674","2,960","1,483"
2021,2,20,"41,464",884,"1,014","1,108","1,849",783,"1,534","1,606","1,293","1,852","1,772",608,"2,252","1,968","2,149","2,354","1,859","5,219","1,425",,"1,943","2,158","3,861","1,973"
2021,2,30,"43,500",663,"1,400","1,597","1,473",566,"1,513","1,495","1,055","1,389","1,539",469,"2,810","1,537","1,911","1,738","1,578","5,670","1,373",,"1,989","3,066","4,065","4,604"
2021,2,40,"51,283",945,"1,850","1,390","1,679",849,"1,908","1,929",993,"1,705","1,962",486,"4,009","1,822","2,044","2,265","1,912","6,798","1,445",,"2,590","4,253","4,935","3,514"
2021,2,50,"56,876","1,343","1,537","1,544","2,513","1,223","2,205","2,179","1,283","2,591","2,351",736,"3,295","2,943","2,959","3,526","2,790","6,988","2,219",,"3,379","2,857","4,653","1,762"
2021,2,60,"52,015","1,430","1,442","1,455","2,294","1,288","2,145","1,708","1,248","2,675","2,474",736,"2,755","2,859","2,753","3,325","2,810","6,338","1,974",,"3,153","1,987","3,646","1,520"
2021,2,70,"30,279","1,044","1,032",878,"1,304",812,"1,458",969,740,"1,737","1,458",471,"1,411","1,508","1,560","1,898","1,721","3,214","1,117",,"2,067","1,288","1,903",689
2021,2,80,"13,272",535,464,391,511,370,693,500,338,757,640,223,556,610,675,892,725,"1,456",427,,"1,004",523,747,235
2021,2,90,"1,522",60,57,46,66,31,72,59,31,78,84,24,79,62,69,87,79,186,55,,129,56,74,38
2021,2,100,129,5,11,2,9,4,7,9,6,11,12,0,5,4,2,5,3,7,5,,9,2,9,2
2021,3,총,"342,656","7,590","10,644","9,959","12,454","6,515","13,142","12,373","7,465","14,114","13,893","4,172","21,630","14,791","15,867","18,166","15,098","43,270","11,290",,"20,696","21,322","29,372","18,833"
2021,3,0,"24,843",277,984,934,381,214,750,892,164,524,675,187,"2,226",656,820,849,725,"3,711",636,,"1,284","2,422","2,488","3,044"
2021,3,10,"26,477",420,844,648,671,389,880,"1,029",344,816,968,243,"2,290",909,942,"1,256",914,"3,693",657,,"1,442","2,677","2,961","1,484"
2021,3,20,"41,595",884,"1,024","1,090","1,793",791,"1,535","1,598","1,305","1,840","1,750",608,"2,241","1,961","2,149","2,329","1,848","5,200","1,409",,"2,244","2,181","3,853","1,962"
2021,3,30,"43,667",663,"1,388","1,585","1,446",558,"1,501","1,487","1,049","1,384","1,531",459,"2,790","1,504","1,912","1,709","1,570","5,676","1,358",,"2,421","3,040","4,064","4,572"
2021,3,40,"51,279",941,"1,840","1,382","1,629",834,"1,894","1,940",974,"1,697","1,962",469,"3,993","1,801","2,019","2,259","1,909","6,737","1,432",,"2,873","4,263","4,932","3,499"
2021,3,50,"56,992","1,333","1,544","1,529","2,437","1,217","2,199","2,170","1,277","2,573","2,337",737,"3,295","2,910","2,934","3,511","2,758","6,995","2,201",,"3,714","2,882","4,663","1,776"
2021,3,60,"52,437","1,430","1,451","1,471","2,256","1,285","2,146","1,713","1,247","2,693","2,494",747,"2,748","2,866","2,774","3,354","2,828","6,370","1,988",,"3,394","1,976","3,673","1,533"
2021,3,70,"30,350","1,042","1,027",878,"1,275",814,"1,461",977,732,"1,729","1,455",473,"1,408","1,504","1,568","1,910","1,737","3,225","1,119",,"2,131","1,296","1,906",683
2021,3,80,"13,383",533,477,393,501,376,697,500,339,769,631,222,557,616,677,899,726,"1,471",431,,"1,046",527,754,241
2021,3,90,"1,552",62,57,47,64,33,74,59,29,79,87,27,78,63,71,86,81,187,57,,141,57,76,37
2021,3,100,81,5,8,2,1,4,5,8,5,10,3,0,4,1,1,4,2,5,2,,6,1,2,2
2021,4,총,"342,468","7,551","10,606","9,938","12,113","6,507","13,094","12,299","7,435","14,113","13,834","4,125","21,630","14,734","15,845","18,134","15,306","43,192","11,231",,"21,356","21,284","29,357","18,784"
2021,4,0,"24,699",275,970,926,378,215,742,884,157,522,673,184,"2,209",651,819,835,737,"3,682",631,,"1,306","2,402","2,480","3,021"
