년도,월,나이,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2020,4,70,"3,864",995,229,547,239,412,411,292,395,344
2020,4,80,"1,628",424,89,285,115,145,186,109,121,154
2020,4,90,312,100,12,37,22,27,47,24,24,19
2020,4,100,20,7,1,4,1,1,1,1,1,3
2020,5,총,"75,448","18,795","2,691","9,861","5,687","7,239","10,324","4,400","10,352","6,099"
2020,5,0,"7,601","1,880",115,"1,147",480,670,"1,095",366,"1,199",649
2020,5,10,"7,404","1,917",174,909,551,626,"1,141",457,991,638
2020,5,20,"7,901","2,008",308,932,728,922,"1,080",371,"1,024",528
2020,5,30,"10,839","2,603",295,"1,549",698,"1,026","1,381",562,"1,818",907
2020,5,40,"11,814","3,101",350,"1,488",940,"1,054","1,687",662,"1,565",967
2020,5,50,"13,393","3,263",533,"1,632","1,174","1,253","1,977",805,"1,711","1,045"
2020,5,60,"10,624","2,485",580,"1,325",742,"1,095","1,312",748,"1,500",837
2020,5,70,"3,907","1,004",234,553,234,420,420,293,401,348
2020,5,80,"1,628",425,89,285,117,145,182,110,120,155
2020,5,90,317,102,12,37,22,27,48,25,22,22
2020,5,100,20,7,1,4,1,1,1,1,1,3
2020,6,총,"75,340","18,791","2,694","9,820","5,675","7,236","10,294","4,392","10,342","6,096"
2020,6,0,"7,550","1,859",115,"1,130",480,668,"1,092",362,"1,197",647
2020,6,10,"7,393","1,921",172,915,549,625,"1,137",450,985,639
2020,6,20,"7,884","2,011",310,925,720,919,"1,073",375,"1,026",525
2020,6,30,"10,763","2,602",290,"1,525",694,"1,030","1,362",559,"1,802",899
2020,6,40,"11,821","3,093",353,"1,492",945,"1,050","1,686",659,"1,572",971
2020,6,50,"13,314","3,259",528,"1,622","1,160","1,245","1,960",802,"1,701","1,037"
2020,6,60,"10,722","2,499",594,"1,328",752,"1,102","1,335",752,"1,510",850
2020,6,70,"3,933","1,015",230,558,237,424,419,297,406,347
2020,6,80,"1,628",425,89,284,116,145,184,111,119,155
2020,6,90,312,100,12,37,21,27,45,24,23,23
2020,6,100,20,7,1,4,1,1,1,1,1,3
2020,7,총,"75,250","18,779","2,692","9,785","5,660","7,237","10,276","4,413","10,321","6,087"
2020,7,0,"7,518","1,849",118,"1,123",476,670,"1,082",360,"1,195",645
2020,7,10,"7,368","1,923",171,907,549,624,"1,132",451,972,639
2020,7,20,"7,867","1,999",311,921,712,914,"1,076",386,"1,025",523
2020,7,30,"10,677","2,595",293,"1,511",688,"1,025","1,345",558,"1,781",881
2020,7,40,"11,840","3,106",354,"1,482",944,"1,052","1,675",666,"1,579",982
2020,7,50,"13,276","3,240",519,"1,626","1,154","1,241","1,971",798,"1,694","1,033"
2020,7,60,"10,778","2,511",591,"1,331",762,"1,106","1,337",755,"1,530",855
2020,7,70,"3,946","1,017",233,553,238,431,426,302,399,347
2020,7,80,"1,645",433,89,289,115,146,185,111,121,156
2020,7,90,314,99,12,38,20,27,46,25,24,23
2020,7,100,21,7,1,4,2,1,1,1,1,3
2020,8,총,"75,140","18,743","2,689","9,757","5,643","7,239","10,298","4,396","10,286","6,089"
2020,8,0,"7,487","1,846",116,"1,115",473,666,"1,086",360,"1,182",643
2020,8,10,"7,345","1,911",173,909,541,623,"1,135",448,975,630
2020,8,20,"7,831","1,978",310,916,709,913,"1,074",384,"1,019",528
2020,8,30,"10,601","2,567",294,"1,499",686,"1,019","1,350",551,"1,758",877
2020,8,40,"11,856","3,118",350,"1,477",943,"1,060","1,687",664,"1,571",986
2020,8,50,"13,201","3,225",516,"1,613","1,153","1,235","1,961",784,"1,694","1,020"
2020,8,60,"10,876","2,534",591,"1,343",762,"1,111","1,349",770,"1,545",871
2020,8,70,"3,964","1,024",236,554,241,437,427,299,395,351
2020,8,80,"1,648",432,90,290,114,148,183,112,122,157
2020,8,90,310,101,12,37,19,26,45,23,24,23
2020,8,100,21,7,1,4,2,1,1,1,1,3
2020,9,총,"75,093","18,758","2,678","9,706","5,627","7,259","10,306","4,390","10,284","6,085"
2020,9,0,"7,433","1,832",116,"1,096",470,660,"1,088",357,"1,179",635
2020,9,10,"7,344","1,921",170,911,538,621,"1,126",450,979,628
2020,9,20,"7,824","1,981",313,907,703,929,"1,069",379,"1,013",530
2020,9,30,"10,546","2,551",291,"1,482",679,"1,016","1,353",551,"1,751",872
2020,9,40,"11,869","3,124",344,"1,473",939,"1,064","1,695",664,"1,575",991
2020,9,50,"13,126","3,211",516,"1,601","1,148","1,233","1,952",773,"1,680","1,012"
2020,9,60,"10,974","2,572",590,"1,353",769,"1,121","1,356",777,"1,556",880
2020,9,70,"3,985","1,018",236,556,246,437,435,305,401,351
2020,9,80,"1,662",438,91,286,114,150,186,111,126,160
2020,9,90,309,103,10,37,19,27,45,22,23,23
2020,9,100,21,7,1,4,2,1,1,1,1,3
2020,10,총,"75,058","18,742","2,678","9,688","5,638","7,267","10,297","4,382","10,274","6,092"
2020,10,0,"7,395","1,812",115,"1,088",472,659,"1,091",355,"1,169",634
2020,10,10,"7,354","1,924",174,911,542,623,"1,123",443,985,629
2020,10,20,"7,812","1,981",314,906,689,922,"1,076",381,"1,019",524
2020,10,30,"10,487","2,526",288,"1,472",684,"1,025","1,333",549,"1,737",873
2020,10,40,"11,866","3,131",341,"1,466",946,"1,064","1,687",664,"1,574",993
2020,10,50,"13,064","3,205",518,"1,595","1,145","1,227","1,946",755,"1,668","1,005"
2020,10,60,"11,090","2,597",585,"1,363",780,"1,128","1,378",793,"1,572",894
2020,10,70,"3,997","1,019",238,556,248,442,433,307,402,352
2020,10,80,"1,660",435,93,288,112,149,186,112,123,162
2020,10,90,312,105,11,39,18,27,43,22,24,23
2020,10,100,21,7,1,4,2,1,1,1,1,3
2020,11,총,"74,985","18,708","2,668","9,720","5,633","7,261","10,279","4,363","10,268","6,085"
2020,11,0,"7,328","1,783",117,"1,091",460,652,"1,080",355,"1,158",632
2020,11,10,"7,367","1,926",170,909,543,626,"1,133",443,989,628
2020,11,20,"7,776","1,972",311,910,693,921,"1,062",372,"1,015",520
2020,11,30,"10,419","2,497",285,"1,478",682,"1,021","1,319",543,"1,726",868
2020,11,40,"11,879","3,146",337,"1,469",938,"1,065","1,681",656,"1,591",996
2020,11,50,"13,013","3,180",515,"1,598","1,152","1,225","1,938",756,"1,658",991
2020,11,60,"11,172","2,628",589,"1,369",784,"1,128","1,401",791,"1,574",908
2020,11,70,"4,026","1,021",237,565,249,446,435,313,409,351
2020,11,80,"1,662",438,94,287,111,149,184,111,123,165
2020,11,90,322,110,12,40,19,27,45,22,24,23
2020,11,100,21,7,1,4,2,1,1,1,1,3
2020,12,총,"74,807","18,661","2,668","9,688","5,628","7,256","10,247","4,359","10,220","6,080"
2020,12,0,"7,271","1,772",117,"1,079",453,653,"1,067",350,"1,154",626
2020,12,10,"7,371","1,918",171,915,551,619,"1,138",450,986,623
2020,12,20,"7,713","1,966",311,903,683,924,"1,047",369,987,523
2020,12,30,"10,354","2,473",281,"1,462",678,"1,020","1,314",537,"1,719",870
2020,12,40,"11,854","3,146",339,"1,459",939,"1,062","1,674",654,"1,589",992
2020,12,50,"12,956","3,166",509,"1,595","1,143","1,216","1,941",749,"1,646",991
2020,12,60,"11,238","2,648",591,"1,380",796,"1,139","1,400",800,"1,575",909
2020,12,70,"4,057","1,029",242,567,250,448,436,315,415,355
2020,12,80,"1,655",432,93,284,114,148,185,112,122,165
2020,12,90,316,103,13,40,19,26,44,22,26,23
2020,12,100,22,8,1,4,2,1,1,1,1,3
2021,1,총,"74,762","18,660","2,687","9,651","5,640","7,273","10,227","4,354","10,182","6,088"
2021,1,0,"7,208","1,746",118,"1,075",452,649,"1,065",335,"1,143",625
2021,1,10,"7,372","1,920",172,923,553,613,"1,134",453,986,618
2021,1,20,"7,721","1,987",309,890,681,944,"1,039",371,976,524
2021,1,30,"10,307","2,449",284,"1,451",685,"1,011","1,307",537,"1,717",866
2021,1,40,"11,870","3,164",343,"1,453",940,"1,061","1,675",654,"1,585",995
2021,1,50,"12,874","3,152",509,"1,587","1,132","1,217","1,926",743,"1,625",983
2021,1,60,"11,340","2,678",599,"1,380",810,"1,147","1,414",807,"1,584",921
2021,1,70,"4,077","1,029",244,564,252,453,436,318,419,362
2021,1,80,"1,661",431,95,286,113,150,185,113,121,167
2021,1,90,309,96,13,38,19,27,45,22,25,24
2021,1,100,23,8,1,4,3,1,1,1,1,3
2021,2,총,"74,557","18,620","2,694","9,612","5,608","7,255","10,201","4,333","10,158","6,076"
2021,2,0,"7,119","1,728",117,"1,060",436,646,"1,055",325,"1,135",617
2021,2,10,"7,354","1,899",176,912,550,615,"1,141",457,988,616
2021,2,20,"7,694","1,991",311,889,676,943,"1,033",365,968,518
2021,2,30,"10,187","2,457",279,"1,426",665,997,"1,297",514,"1,693",859
2021,2,40,"11,890","3,151",344,"1,456",950,"1,051","1,662",665,"1,610","1,001"
2021,2,50,"12,770","3,129",511,"1,581","1,116","1,214","1,911",739,"1,592",977
2021,2,60,"11,454","2,703",602,"1,396",826,"1,161","1,429",812,"1,599",926
2021,2,70,"4,083","1,028",243,561,252,452,442,320,421,364
2021,2,80,"1,677",432,95,291,116,150,186,112,124,171
2021,2,90,306,94,15,36,18,25,44,23,27,24
2021,2,100,23,8,1,4,3,1,1,1,1,3
2021,3,총,"74,341","18,585","2,687","9,582","5,574","7,260","10,174","4,321","10,110","6,048"
2021,3,0,"7,078","1,722",117,"1,054",438,645,"1,049",322,"1,127",604
2021,3,10,"7,331","1,891",174,906,547,616,"1,138",453,984,622
2021,3,20,"7,681","1,986",307,887,664,965,"1,027",366,965,514
2021,3,30,"10,076","2,435",285,"1,409",653,969,"1,286",503,"1,687",849
2021,3,40,"11,873","3,139",343,"1,458",946,"1,060","1,675",653,"1,598","1,001"
2021,3,50,"12,704","3,131",508,"1,573","1,110","1,212","1,887",738,"1,575",970
2021,3,60,"11,495","2,706",606,"1,401",830,"1,163","1,436",825,"1,602",926
2021,3,70,"4,115","1,043",238,563,255,452,449,324,421,370
2021,3,80,"1,675",439,95,293,109,153,183,113,123,167
2021,3,90,305,90,14,37,20,25,43,23,28,25
2021,3,100,8,3,0,1,2,0,1,1,0,0
2021,4,총,"74,265","18,554","2,684","9,588","5,570","7,247","10,164","4,330","10,082","6,046"
2021,4,0,"7,033","1,714",116,"1,054",435,639,"1,039",323,"1,114",599
2021,4,10,"7,343","1,893",170,911,552,617,"1,134",454,989,623
2021,4,20,"7,645","1,964",304,879,669,961,"1,025",366,961,516
2021,4,30,"10,025","2,425",287,"1,405",642,969,"1,286",494,"1,679",838
2021,4,40,"11,860","3,137",342,"1,459",939,"1,050","1,679",662,"1,586","1,006"
2021,4,50,"12,633","3,127",508,"1,563","1,103","1,199","1,872",737,"1,566",958
2021,4,60,"11,598","2,720",606,"1,421",841,"1,178","1,449",832,"1,608",943
2021,4,70,"4,117","1,036",240,560,256,453,452,324,428,368
2021,4,80,"1,698",446,97,297,111,156,185,114,124,168
2021,4,90,305,90,14,38,20,24,42,23,27,27
2021,4,100,8,2,0,1,2,1,1,1,0,0
2021,5,총,"74,182","18,556","2,671","9,565","5,575","7,240","10,162","4,331","10,042","6,040"
2021,5,0,"6,990","1,718",114,"1,050",433,630,"1,036",313,"1,100",596
2021,5,10,"7,329","1,886",166,910,544,621,"1,133",454,987,628
2021,5,20,"7,645","1,955",301,880,675,959,"1,030",370,967,508
2021,5,30,"9,970","2,428",283,"1,396",643,961,"1,284",491,"1,647",837
2021,5,40,"11,856","3,143",342,"1,446",945,"1,042","1,679",665,"1,589","1,005"
2021,5,50,"12,554","3,106",498,"1,554","1,094","1,211","1,864",732,"1,546",949
2021,5,60,"11,683","2,737",615,"1,431",845,"1,180","1,458",837,"1,625",955
2021,5,70,"4,150","1,045",240,565,263,456,455,331,430,365
2021,5,80,"1,692",444,98,296,110,153,183,114,125,169
2021,5,90,306,92,14,36,21,27,39,23,26,28
2021,5,100,7,2,0,1,2,0,1,1,0,0
2021,6,총,"74,126","18,549","2,663","9,562","5,566","7,258","10,150","4,329","10,021","6,028"
2021,6,0,"6,969","1,715",114,"1,046",434,633,"1,028",310,"1,097",592
2021,6,10,"7,323","1,881",165,907,543,626,"1,140",456,982,623
2021,6,20,"7,608","1,956",300,881,666,961,"1,019",368,953,504
2021,6,30,"9,937","2,425",278,"1,389",646,957,"1,276",482,"1,644",840
2021,6,40,"11,861","3,136",345,"1,448",948,"1,053","1,679",670,"1,588",994
2021,6,50,"12,491","3,097",496,"1,551","1,085","1,199","1,858",724,"1,534",947
2021,6,60,"11,766","2,750",612,"1,444",852,"1,190","1,466",849,"1,639",964
2021,6,70,"4,157","1,049",241,562,262,455,459,328,434,367
2021,6,80,"1,696",444,98,295,108,156,182,119,125,169
2021,6,90,311,94,14,38,20,28,42,22,25,28
2021,6,100,7,2,0,1,2,0,1,1,0,0
2021,7,총,"74,054","18,554","2,665","9,548","5,554","7,229","10,143","4,318","10,006","6,037"
2021,7,0,"6,921","1,713",113,"1,041",428,625,"1,017",307,"1,090",587
2021,7,10,"7,332","1,887",164,898,534,624,"1,153",456,988,628
2021,7,20,"7,588","1,963",305,884,671,935,"1,014",363,941,512
2021,7,30,"9,888","2,416",278,"1,377",641,961,"1,271",477,"1,638",829
2021,7,40,"11,845","3,127",340,"1,448",940,"1,048","1,675",673,"1,596",998
2021,7,50,"12,423","3,083",499,"1,544","1,087","1,195","1,847",716,"1,513",939
2021,7,60,"11,838","2,766",612,"1,453",855,"1,197","1,477",853,"1,647",978
2021,7,70,"4,199","1,055",243,569,267,461,462,329,443,370
2021,7,80,"1,700",447,97,295,109,156,183,120,125,168
2021,7,90,313,95,14,38,20,27,43,23,25,28
2021,7,100,7,2,0,1,2,0,1,1,0,0
2021,8,총,"73,938","18,551","2,664","9,525","5,542","7,217","10,137","4,310","9,988","6,004"
2021,8,0,"6,880","1,698",115,"1,039",419,629,"1,012",302,"1,087",579
2021,8,10,"7,324","1,892",162,895,533,617,"1,156",457,986,626
2021,8,20,"7,505","1,934",294,876,665,936,"1,010",358,937,495
2021,8,30,"9,829","2,413",280,"1,354",643,948,"1,267",476,"1,630",818
2021,8,40,"11,853","3,134",342,"1,454",932,"1,044","1,681",679,"1,598",989
2021,8,50,"12,413","3,082",497,"1,545","1,092","1,201","1,843",707,"1,507",939
2021,8,60,"11,878","2,790",618,"1,451",857,"1,196","1,475",856,"1,650",985
2021,8,70,"4,236","1,062",244,577,270,464,467,334,442,376
2021,8,80,"1,701",451,98,295,109,156,180,120,126,166
2021,8,90,312,94,14,37,20,26,45,20,25,31
2021,8,100,7,1,0,2,2,0,1,1,0,0
2021,9,총,"73,883","18,546","2,671","9,519","5,528","7,208","10,135","4,287","9,991","5,998"
2021,9,0,"6,858","1,693",114,"1,035",416,625,"1,011",296,"1,091",577
2021,9,10,"7,306","1,886",166,902,527,615,"1,156",458,979,617
2021,9,20,"7,483","1,924",295,866,662,940,"1,010",348,944,494
2021,9,30,"9,767","2,402",278,"1,344",637,937,"1,266",470,"1,617",816
2021,9,40,"11,875","3,132",342,"1,467",925,"1,046","1,680",675,"1,623",985
2021,9,50,"12,390","3,096",498,"1,534","1,092","1,200","1,846",704,"1,482",938
2021,9,60,"11,921","2,803",621,"1,454",865,"1,193","1,475",859,"1,656",995
2021,9,70,"4,250","1,064",244,579,271,464,463,337,451,377
2021,9,80,"1,717",453,99,297,112,162,184,121,122,167
2021,9,90,309,92,14,39,19,26,43,18,26,32
2021,9,100,7,1,0,2,2,0,1,1,0,0
2021,10,총,"73,883","18,553","2,679","9,511","5,522","7,195","10,140","4,282","10,006","5,995"
2021,10,0,"6,814","1,681",115,"1,029",412,618,"1,001",292,"1,088",578
2021,10,10,"7,356","1,904",168,903,532,615,"1,165",459,992,618
2021,10,20,"7,445","1,914",301,862,657,925,"1,001",352,941,492
2021,10,30,"9,724","2,390",278,"1,340",634,936,"1,264",464,"1,618",800
2021,10,40,"11,911","3,138",345,"1,471",929,"1,049","1,685",675,"1,628",991
2021,10,50,"12,349","3,106",491,"1,533","1,082","1,189","1,839",700,"1,475",934
2021,10,60,"11,959","2,797",620,"1,459",867,"1,208","1,482",863,"1,663","1,000"
2021,10,70,"4,292","1,079",249,574,275,468,469,340,456,382
2021,10,80,"1,723",454,99,300,114,161,188,121,120,166
2021,10,90,303,88,13,38,18,26,45,16,25,34
2021,10,100,7,2,0,2,2,0,1,0,0,0
2021,11,총,"73,832","18,573","2,678","9,496","5,511","7,179","10,142","4,272","9,995","5,986"
2021,11,0,"6,783","1,678",112,"1,022",412,617,993,288,"1,084",577
2021,11,10,"7,351","1,910",167,903,523,614,"1,164",459,991,620
2021,11,20,"7,428","1,904",302,864,650,917,"1,011",354,939,487
2021,11,30,"9,670","2,404",281,"1,332",628,926,"1,257",448,"1,606",788
2021,11,40,"11,924","3,134",340,"1,476",931,"1,062","1,687",673,"1,629",992
2021,11,50,"12,332","3,119",489,"1,519","1,083","1,169","1,840",706,"1,467",940
2021,11,60,"11,982","2,790",625,"1,461",874,"1,213","1,484",866,"1,673",996
2021,11,70,"4,323","1,087",251,579,276,474,470,341,461,384
2021,11,80,"1,725",456,97,300,114,161,190,121,120,166
2021,11,90,307,89,14,38,18,26,45,16,25,36
2021,11,100,7,2,0,2,2,0,1,0,0,0
2021,12,총,"73,679","18,568","2,683","9,478","5,500","7,138","10,140","4,271","9,945","5,956"
2021,12,0,"6,730","1,662",117,"1,013",410,611,997,284,"1,070",566
2021,12,10,"7,359","1,923",163,904,519,612,"1,163",461,992,622
2021,12,20,"7,350","1,886",305,856,647,893,"1,006",359,920,478
2021,12,30,"9,615","2,399",278,"1,330",617,919,"1,255",443,"1,590",784
2021,12,40,"11,910","3,123",343,"1,473",927,"1,059","1,690",675,"1,632",988
2021,12,50,"12,295","3,124",486,"1,526","1,085","1,166","1,826",697,"1,452",933
2021,12,60,"12,029","2,815",625,"1,459",879,"1,213","1,485",875,"1,681",997
2021,12,70,"4,342","1,087",254,579,282,470,479,338,464,389
2021,12,80,"1,737",462,97,296,112,170,192,123,118,167
2021,12,90,305,85,15,40,21,25,45,16,26,32
2021,12,100,7,2,0,2,1,0,2,0,0,0
