년도,월,나이,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020,5,10,"143,643","1,107","3,710","2,764","3,987","13,020","13,235","12,252","12,710","20,070","13,759","9,499","5,510","8,636","6,245","8,237","8,902"
2020,5,20,"227,181","2,785","6,735","5,389","6,710","25,582","17,595","18,806","20,855","26,084","22,076","18,396","6,369","13,442","11,842","15,886","8,629"
2020,5,30,"218,979","2,435","5,908","5,696","6,021","24,187","17,096","16,128","18,077","23,311","20,593","13,600","13,518","13,971","12,050","14,084","12,304"
2020,5,40,"259,122","3,040","7,580","6,570","8,232","26,057","21,149","21,332","20,547","31,684","24,125","16,405","12,276","15,705","12,612","15,756","16,052"
2020,5,50,"280,256","3,607","9,367","7,626","10,261","28,603","21,406","21,236","26,633","33,807","27,560","19,828","8,480","16,326","12,706","21,167","11,643"
2020,5,60,"244,676","3,662","8,665","7,490","10,371","25,556","18,648","18,566","21,598","26,512","24,082","17,758","7,630","14,613","12,479","17,714","9,332"
2020,5,70,"130,137","2,193","5,343","4,494","6,305","13,840","10,091","11,064","9,546","13,418","11,865","9,803","3,291","8,121","7,641","7,738","5,384"
2020,5,80,"39,851",761,"1,877","1,547","2,013","4,513","2,985","3,470","2,607","4,418","3,232","3,069",872,"2,510","2,470","1,857","1,650"
2020,5,90,"3,198",97,177,156,138,352,238,246,199,370,251,272,76,191,207,103,125
2020,5,100,407,18,33,30,33,47,23,24,21,42,35,41,12,20,13,8,7
2020,6,총,"1,668,618","20,411","52,341","44,003","56,700","172,757","132,759","132,436","142,725","194,638","158,222","115,428","68,116","101,066","83,688","109,108","84,220"
2020,6,0,"122,295",739,"2,927","2,240","2,774","11,019","10,367","9,544","10,192","15,119","10,841","7,008","9,982","7,680","5,398","6,693","9,772"
2020,6,10,"143,169","1,086","3,714","2,741","3,983","12,997","13,201","12,217","12,602","20,015","13,695","9,434","5,561","8,588","6,222","8,203","8,910"
2020,6,20,"226,699","2,797","6,732","5,401","6,677","25,519","17,514","18,777","20,814","26,013","22,007","18,347","6,360","13,411","11,840","15,813","8,677"
2020,6,30,"218,387","2,427","5,912","5,694","5,975","24,226","17,037","16,011","18,031","23,177","20,522","13,525","13,461","13,927","12,032","14,057","12,373"
2020,6,40,"259,081","3,031","7,600","6,540","8,186","26,017","21,164","21,346","20,485","31,652","24,106","16,393","12,365","15,663","12,611","15,760","16,162"
2020,6,50,"279,155","3,594","9,308","7,616","10,197","28,513","21,349","21,137","26,474","33,737","27,412","19,699","8,451","16,248","12,707","21,039","11,674"
2020,6,60,"245,721","3,663","8,711","7,544","10,396","25,664","18,710","18,592","21,701","26,620","24,218","17,820","7,676","14,669","12,514","17,799","9,424"
2020,6,70,"130,561","2,195","5,344","4,504","6,328","13,879","10,160","11,070","9,586","13,467","11,885","9,817","3,302","8,165","7,659","7,775","5,425"
2020,6,80,"39,938",761,"1,884","1,539","2,015","4,523","2,991","3,476","2,621","4,429","3,246","3,071",869,"2,503","2,479","1,861","1,670"
2020,6,90,"3,202",100,175,154,136,352,243,242,199,365,254,274,77,193,213,99,126
2020,6,100,410,18,34,30,33,48,23,24,20,44,36,40,12,19,13,9,7
2020,7,총,"1,667,613","20,380","52,313","44,016","56,583","172,953","132,823","132,209","142,426","194,573","157,896","114,941","68,208","100,984","83,573","108,906","84,829"
2020,7,0,"121,904",735,"2,928","2,242","2,754","11,005","10,363","9,482","10,157","15,062","10,770","6,959","9,961","7,674","5,375","6,647","9,790"
2020,7,10,"142,681","1,068","3,692","2,718","3,967","12,953","13,188","12,153","12,538","19,975","13,639","9,337","5,577","8,561","6,192","8,168","8,955"
2020,7,20,"226,299","2,799","6,710","5,418","6,628","25,613","17,501","18,770","20,704","25,931","21,911","18,234","6,360","13,347","11,837","15,752","8,784"
2020,7,30,"218,081","2,438","5,909","5,705","5,970","24,284","17,032","15,932","18,012","23,190","20,380","13,460","13,438","13,897","11,996","13,996","12,442"
2020,7,40,"258,735","3,008","7,605","6,498","8,156","26,023","21,154","21,308","20,418","31,610","24,067","16,292","12,422","15,648","12,581","15,726","16,219"
2020,7,50,"278,739","3,570","9,282","7,628","10,138","28,477","21,333","21,058","26,357","33,705","27,354","19,639","8,475","16,225","12,693","20,967","11,838"
2020,7,60,"246,463","3,672","8,732","7,550","10,453","25,749","18,771","18,641","21,761","26,755","24,290","17,807","7,694","14,698","12,512","17,863","9,515"
2020,7,70,"130,920","2,202","5,350","4,527","6,320","13,903","10,193","11,104","9,619","13,487","11,931","9,829","3,317","8,182","7,679","7,805","5,472"
2020,7,80,"40,176",770,"1,897","1,548","2,021","4,550","3,023","3,491","2,645","4,447","3,257","3,069",876,"2,542","2,487","1,871","1,682"
2020,7,90,"3,208",100,174,153,143,349,243,246,194,368,261,275,76,191,208,102,125
2020,7,100,407,18,34,29,33,47,22,24,21,43,36,40,12,19,13,9,7
2020,8,총,"1,666,462","20,358","52,216","43,942","56,422","173,014","132,551","131,948","141,959","194,137","157,389","114,665","68,912","101,338","83,686","108,616","85,309"
2020,8,0,"121,423",728,"2,915","2,235","2,724","10,912","10,320","9,402","10,085","14,974","10,654","6,915","10,079","7,722","5,365","6,571","9,822"
2020,8,10,"142,167","1,060","3,683","2,698","3,938","12,903","13,159","12,133","12,419","19,901","13,530","9,259","5,677","8,551","6,153","8,115","8,988"
2020,8,20,"226,054","2,803","6,687","5,406","6,615","25,711","17,369","18,728","20,634","25,879","21,800","18,218","6,406","13,371","11,873","15,712","8,842"
2020,8,30,"217,418","2,446","5,851","5,670","5,929","24,302","16,948","15,814","17,828","23,029","20,229","13,411","13,579","13,990","12,010","13,880","12,502"
2020,8,40,"258,368","2,972","7,587","6,475","8,101","26,014","21,137","21,231","20,328","31,489","23,969","16,221","12,623","15,680","12,592","15,674","16,275"
2020,8,50,"278,113","3,569","9,227","7,635","10,106","28,439","21,235","21,028","26,230","33,592","27,257","19,525","8,499","16,246","12,679","20,912","11,934"
2020,8,60,"247,645","3,681","8,791","7,554","10,469","25,838","18,877","18,682","21,896","26,860","24,418","17,882","7,744","14,786","12,622","17,913","9,632"
2020,8,70,"131,230","2,211","5,353","4,542","6,338","13,939","10,203","11,140","9,642","13,532","11,960","9,837","3,333","8,208","7,668","7,841","5,483"
2020,8,80,"40,400",766,"1,913","1,545","2,024","4,554","3,034","3,521","2,679","4,471","3,279","3,079",881,"2,575","2,500","1,884","1,695"
2020,8,90,"3,234",103,175,153,145,354,247,245,197,366,258,277,79,190,211,105,129
2020,8,100,410,19,34,29,33,48,22,24,21,44,35,41,12,19,13,9,7
2020,9,총,"1,665,554","20,345","52,179","43,821","56,298","172,829","132,456","131,745","141,698","193,893","156,796","114,368","69,941","101,407","83,830","108,367","85,581"
2020,9,0,"120,936",715,"2,919","2,213","2,697","10,833","10,290","9,340","10,026","14,884","10,554","6,824","10,266","7,711","5,376","6,498","9,790"
2020,9,10,"141,794","1,051","3,672","2,698","3,913","12,808","13,115","12,092","12,340","19,861","13,445","9,236","5,769","8,535","6,156","8,077","9,026"
2020,9,20,"225,759","2,806","6,673","5,364","6,614","25,689","17,335","18,759","20,587","25,809","21,673","18,111","6,490","13,381","11,910","15,659","8,899"
2020,9,30,"216,901","2,424","5,828","5,637","5,877","24,276","16,868","15,743","17,751","22,978","20,053","13,393","13,809","14,001","11,992","13,812","12,459"
2020,9,40,"257,967","2,972","7,574","6,446","8,080","25,958","21,116","21,144","20,247","31,396","23,866","16,146","12,820","15,635","12,589","15,603","16,375"
2020,9,50,"277,630","3,590","9,190","7,583","10,072","28,387","21,262","20,979","26,159","33,531","27,113","19,475","8,553","16,231","12,738","20,815","11,952"
2020,9,60,"248,751","3,692","8,825","7,594","10,494","25,965","18,918","18,715","22,002","27,003","24,505","17,901","7,891","14,842","12,653","18,018","9,733"
2020,9,70,"131,473","2,213","5,362","4,548","6,338","13,932","10,218","11,162","9,668","13,524","11,986","9,866","3,361","8,248","7,673","7,874","5,500"
2020,9,80,"40,678",762,"1,927","1,553","2,035","4,575","3,061","3,539","2,692","4,499","3,307","3,100",892,"2,610","2,514","1,899","1,713"
2020,9,90,"3,252",101,176,154,145,358,251,248,204,364,260,274,77,194,216,103,127
2020,9,100,413,19,33,31,33,48,22,24,22,44,34,42,13,19,13,9,7
2020,10,총,"1,664,277","20,320","52,306","43,684","56,128","173,254","132,262","131,533","141,291","193,899","156,217","114,052","70,513","101,317","83,696","108,044","85,761"
2020,10,0,"120,276",715,"2,939","2,190","2,659","10,825","10,241","9,273","9,934","14,847","10,418","6,755","10,303","7,658","5,334","6,421","9,764"
2020,10,10,"141,427","1,036","3,685","2,679","3,881","12,773","13,107","12,049","12,287","19,782","13,372","9,184","5,851","8,516","6,135","8,030","9,060"
2020,10,20,"225,503","2,805","6,684","5,346","6,605","25,778","17,308","18,745","20,510","25,799","21,570","18,046","6,533","13,371","11,881","15,598","8,924"
2020,10,30,"215,859","2,431","5,816","5,613","5,821","24,362","16,732","15,628","17,594","22,909","19,807","13,277","13,896","13,907","11,964","13,711","12,391"
2020,10,40,"257,763","2,962","7,614","6,404","8,037","25,978","21,084","21,114","20,175","31,338","23,776","16,118","12,987","15,649","12,560","15,540","16,427"
2020,10,50,"277,278","3,564","9,176","7,551","10,021","28,437","21,237","20,967","26,026","33,573","27,005","19,407","8,614","16,216","12,737","20,739","12,008"
2020,10,60,"249,794","3,700","8,867","7,596","10,539","26,091","18,964","18,756","22,136","27,175","24,642","17,953","7,947","14,883","12,668","18,079","9,798"
2020,10,70,"131,736","2,215","5,382","4,563","6,344","14,009","10,240","11,147","9,685","13,526","11,993","9,863","3,392","8,277","7,663","7,899","5,538"
2020,10,80,"40,954",770,"1,937","1,560","2,041","4,594","3,076","3,578","2,719","4,537","3,334","3,133",900,"2,626","2,525","1,908","1,716"
2020,10,90,"3,272",102,172,151,147,359,251,252,203,369,267,274,77,194,216,110,128
2020,10,100,415,20,34,31,33,48,22,24,22,44,33,42,13,20,13,9,7
2020,11,총,"1,663,055","20,294","52,358","43,603","55,985","173,709","132,022","131,310","140,976","193,777","155,766","113,883","70,896","101,023","83,576","107,721","86,156"
2020,11,0,"119,651",708,"2,922","2,166","2,627","10,803","10,227","9,228","9,889","14,755","10,314","6,694","10,344","7,567","5,307","6,346","9,754"
2020,11,10,"141,060","1,029","3,690","2,671","3,852","12,772","13,045","12,015","12,214","19,764","13,278","9,173","5,900","8,479","6,123","7,963","9,092"
2020,11,20,"225,107","2,793","6,702","5,330","6,595","25,876","17,220","18,683","20,384","25,773","21,483","18,004","6,583","13,304","11,801","15,569","9,007"
2020,11,30,"215,058","2,429","5,777","5,571","5,769","24,470","16,646","15,526","17,502","22,835","19,710","13,216","13,888","13,790","11,932","13,603","12,394"
2020,11,40,"257,696","2,963","7,640","6,404","7,999","26,067","21,072","21,121","20,117","31,297","23,686","16,085","13,086","15,631","12,560","15,467","16,501"
2020,11,50,"276,797","3,562","9,184","7,534","10,002","28,423","21,178","20,907","25,911","33,517","26,941","19,346","8,656","16,197","12,732","20,643","12,064"
2020,11,60,"250,776","3,701","8,887","7,602","10,559","26,262","18,993","18,811","22,281","27,307","24,668","18,016","8,033","14,908","12,698","18,169","9,881"
2020,11,70,"131,981","2,224","5,392","4,582","6,336","14,001","10,270","11,138","9,710","13,547","12,024","9,884","3,417","8,292","7,655","7,910","5,599"
2020,11,80,"41,233",759,"1,958","1,565","2,064","4,626","3,100","3,609","2,744","4,575","3,362","3,142",897,"2,642","2,534","1,930","1,726"
2020,11,90,"3,280",106,171,147,149,361,249,250,202,363,267,281,79,193,220,112,130
2020,11,100,416,20,35,31,33,48,22,22,22,44,33,42,13,20,14,9,8
2020,12,총,"1,661,000","20,282","52,341","43,509","55,846","173,920","131,735","131,037","140,527","193,618","155,228","113,595","71,245","100,700","83,573","107,405","86,439"
2020,12,0,"119,173",689,"2,917","2,149","2,593","10,780","10,177","9,210","9,822","14,753","10,240","6,663","10,326","7,511","5,309","6,292","9,742"
2020,12,10,"140,558","1,032","3,689","2,660","3,833","12,741","13,001","11,937","12,126","19,727","13,202","9,137","5,949","8,435","6,116","7,882","9,091"
2020,12,20,"224,517","2,806","6,676","5,303","6,573","25,915","17,101","18,617","20,266","25,733","21,345","17,914","6,631","13,226","11,839","15,519","9,053"
2020,12,30,"214,297","2,424","5,757","5,552","5,720","24,512","16,579","15,476","17,368","22,796","19,562","13,129","13,920","13,664","11,891","13,528","12,419"
2020,12,40,"257,288","2,939","7,616","6,410","7,953","26,091","21,064","21,055","20,069","31,223","23,557","16,018","13,222","15,584","12,534","15,422","16,531"
2020,12,50,"276,068","3,562","9,191","7,492","9,979","28,430","21,109","20,869","25,703","33,395","26,856","19,265","8,688","16,175","12,721","20,502","12,131"
2020,12,60,"251,584","3,709","8,920","7,595","10,590","26,356","19,047","18,822","22,435","27,396","24,706","18,084","8,060","14,919","12,728","18,258","9,959"
2020,12,70,"132,206","2,226","5,392","4,593","6,334","14,031","10,262","11,141","9,746","13,582","12,073","9,883","3,462","8,293","7,635","7,935","5,618"
2020,12,80,"41,604",768,"1,977","1,579","2,088","4,663","3,120","3,639","2,767","4,597","3,394","3,172",894,"2,680","2,568","1,944","1,754"
2020,12,90,"3,285",107,171,145,150,353,253,248,203,370,260,287,80,193,218,114,133
2020,12,100,420,20,35,31,33,48,22,23,22,46,33,43,13,20,14,9,8
2021,1,총,"1,659,527","20,269","52,295","43,462","55,697","173,861","131,698","130,792","140,245","193,341","154,893","113,238","71,620","100,563","83,514","107,191","86,848"
2021,1,0,"118,407",686,"2,897","2,124","2,563","10,728","10,118","9,140","9,728","14,672","10,136","6,625","10,323","7,409","5,291","6,235","9,732"
2021,1,10,"140,305","1,021","3,705","2,646","3,814","12,700","13,014","11,905","12,079","19,661","13,134","9,084","6,050","8,435","6,090","7,844","9,123"
2021,1,20,"223,537","2,806","6,648","5,289","6,536","25,821","17,045","18,514","20,110","25,643","21,263","17,788","6,646","13,159","11,801","15,408","9,060"
2021,1,30,"213,618","2,416","5,730","5,564","5,685","24,559","16,516","15,381","17,307","22,755","19,449","13,013","13,923","13,588","11,871","13,457","12,404"
2021,1,40,"256,870","2,951","7,597","6,361","7,897","26,034","21,058","20,976","20,006","31,112","23,485","15,979","13,369","15,548","12,520","15,366","16,611"
2021,1,50,"275,594","3,535","9,160","7,478","9,934","28,346","21,082","20,885","25,592","33,355","26,785","19,169","8,701","16,176","12,710","20,433","12,253"
2021,1,60,"252,875","3,717","8,946","7,636","10,659","26,489","19,158","18,879","22,610","27,485","24,816","18,150","8,121","15,002","12,759","18,369","10,079"
2021,1,70,"132,502","2,231","5,407","4,599","6,318","14,071","10,271","11,167","9,779","13,595","12,112","9,888","3,474","8,302","7,645","7,978","5,665"
2021,1,80,"42,054",779,"1,996","1,589","2,107","4,707","3,156","3,672","2,800","4,636","3,417","3,203",919,"2,728","2,591","1,978","1,776"
2021,1,90,"3,344",107,174,145,150,358,258,250,212,381,263,296,81,196,222,114,137
2021,1,100,421,20,35,31,34,48,22,23,22,46,33,43,13,20,14,9,8
2021,2,총,"1,658,540","20,262","52,194","43,370","55,571","173,763","131,712","130,623","139,828","193,072","154,760","113,219","71,882","100,450","83,512","107,128","87,194"
2021,2,0,"118,018",674,"2,912","2,119","2,547","10,717","10,101","9,069","9,659","14,628","10,082","6,621","10,319","7,333","5,276","6,200","9,761"
2021,2,10,"139,765","1,011","3,666","2,601","3,773","12,637","12,991","11,845","11,993","19,554","13,088","9,030","6,086","8,458","6,065","7,807","9,160"
2021,2,20,"222,783","2,802","6,615","5,268","6,533","25,750","16,938","18,519","19,910","25,434","21,185","17,814","6,684","13,081","11,785","15,365","9,100"
2021,2,30,"212,814","2,443","5,690","5,556","5,647","24,488","16,479","15,309","17,248","22,633","19,352","12,968","13,892","13,444","11,882","13,422","12,361"
2021,2,40,"257,146","2,942","7,597","6,341","7,862","26,085","21,153","20,927","19,960","31,157","23,464","15,968","13,484","15,598","12,523","15,370","16,715"
2021,2,50,"275,097","3,522","9,107","7,456","9,896","28,267","21,033","20,876","25,423","33,345","26,789","19,118","8,742","16,149","12,693","20,346","12,335"
2021,2,60,"253,816","3,731","8,988","7,647","10,677","26,560","19,218","18,908","22,749","27,572","24,898","18,219","8,180","15,069","12,794","18,482","10,124"
2021,2,70,"132,717","2,223","5,399","4,591","6,330","14,080","10,311","11,190","9,810","13,624","12,144","9,891","3,469","8,329","7,637","7,997","5,692"
2021,2,80,"42,571",785,"2,011","1,615","2,116","4,769","3,202","3,698","2,838","4,693","3,457","3,253",930,"2,767","2,617","2,015","1,805"
2021,2,90,"3,394",109,173,146,157,362,264,259,216,386,268,295,83,202,226,115,133
2021,2,100,419,20,36,30,33,48,22,23,22,46,33,42,13,20,14,9,8
2021,3,총,"1,651,804","20,169","51,583","43,213","54,997","172,703","131,207","130,080","139,355","192,576","154,063","112,741","72,000","99,948","83,280","106,717","87,172"
2021,3,0,"117,397",661,"2,898","2,154","2,541","10,676","10,033","9,012","9,599","14,549","9,986","6,577","10,319","7,276","5,262","6,154","9,700"
2021,3,10,"139,207","1,001","3,644","2,593","3,733","12,529","12,933","11,806","11,900","19,453","13,007","9,037","6,137","8,444","6,024","7,768","9,198"
2021,3,20,"222,299","2,814","6,587","5,254","6,513","25,735","16,905","18,506","19,806","25,323","21,187","17,790","6,722","13,047","11,753","15,303","9,054"
2021,3,30,"211,834","2,420","5,630","5,568","5,591","24,374","16,399","15,205","17,171","22,565","19,222","12,891","13,848","13,348","11,880","13,368","12,354"
2021,3,40,"255,985","2,933","7,491","6,291","7,789","25,983","21,082","20,818","19,905","31,002","23,286","15,865","13,568","15,484","12,445","15,337","16,706"
2021,3,50,"273,191","3,503","8,959","7,417","9,746","28,005","20,892","20,781","25,219","33,248","26,637","18,936","8,723","15,994","12,627","20,167","12,337"
2021,3,60,"253,865","3,733","8,905","7,609","10,597","26,458","19,221","18,861","22,850","27,669","24,943","18,246","8,216","15,061","12,790","18,511","10,195"
2021,3,70,"132,317","2,217","5,330","4,567","6,287","13,934","10,280","11,136","9,846","13,643","12,098","9,870","3,476","8,325","7,640","7,985","5,683"
2021,3,80,"42,457",786,"1,994","1,608","2,068","4,705","3,207","3,704","2,851","4,715","3,440","3,254",906,"2,771","2,628","2,009","1,811"
2021,3,90,"3,105",97,139,134,128,292,245,238,204,382,248,266,79,187,223,111,132
2021,3,100,147,4,6,18,4,12,10,13,4,27,9,9,6,11,8,4,2
2021,4,총,"1,650,252","20,122","51,621","43,185","54,958","172,498","130,880","129,786","139,491","192,392","153,718","112,515","72,239","99,693","83,320","106,530","87,304"
2021,4,0,"116,788",652,"2,899","2,158","2,513","10,627","9,950","8,937","9,606","14,467","9,900","6,549","10,285","7,228","5,274","6,085","9,658"
2021,4,10,"138,793",981,"3,667","2,568","3,724","12,467","12,910","11,757","11,879","19,400","12,930","8,972","6,197","8,397","5,997","7,733","9,214"
2021,4,20,"221,748","2,809","6,575","5,272","6,514","25,650","16,836","18,466","19,731","25,226","21,085","17,747","6,760","12,979","11,738","15,287","9,073"
2021,4,30,"211,534","2,409","5,656","5,539","5,567","24,379","16,331","15,097","17,289","22,520","19,161","12,846","13,871","13,275","11,893","13,367","12,334"
2021,4,40,"255,758","2,933","7,482","6,293","7,772","25,887","21,032","20,784","19,902","31,012","23,272","15,813","13,646","15,457","12,439","15,304","16,730"
2021,4,50,"272,472","3,499","8,938","7,378","9,726","27,962","20,819","20,741","25,125","33,186","26,501","18,851","8,720","15,959","12,636","20,032","12,399"
2021,4,60,"254,617","3,733","8,917","7,633","10,633","26,511","19,209","18,897","22,978","27,765","25,032","18,318","8,271","15,101","12,806","18,582","10,231"
2021,4,70,"132,478","2,210","5,322","4,572","6,290","13,956","10,293","11,140","9,895","13,652","12,105","9,870","3,489","8,322","7,655","8,001","5,706"
2021,4,80,"42,798",796,"2,020","1,616","2,082","4,750","3,251","3,716","2,875","4,748","3,472","3,275",918,"2,777","2,653","2,030","1,819"
2021,4,90,"3,117",96,139,138,133,297,236,238,207,389,251,266,76,187,221,105,138
2021,4,100,149,4,6,18,4,12,13,13,4,27,9,8,6,11,8,4,2
2021,5,총,"1,648,965","20,065","51,591","43,109","55,016","172,228","130,672","129,523","140,032","192,102","153,413","112,308","72,541","99,464","83,210","106,324","87,367"
2021,5,0,"116,268",638,"2,898","2,128","2,541","10,558","9,904","8,869","9,658","14,402","9,818","6,487","10,300","7,150","5,257","6,031","9,629"
2021,5,10,"138,490",980,"3,650","2,555","3,711","12,394","12,876","11,735","11,862","19,339","12,896","8,957","6,245","8,399","5,990","7,686","9,215"
2021,5,20,"221,156","2,785","6,560","5,254","6,488","25,605","16,778","18,420","19,739","25,093","20,948","17,683","6,806","12,948","11,697","15,269","9,083"
2021,5,30,"211,072","2,418","5,635","5,545","5,610","24,279","16,266","14,976","17,463","22,517","19,067","12,792","13,885","13,177","11,841","13,304","12,297"
2021,5,40,"255,182","2,913","7,450","6,267","7,761","25,817","20,957","20,726","19,961","30,842","23,201","15,749","13,714","15,418","12,437","15,246","16,723"
2021,5,50,"272,092","3,482","8,912","7,382","9,713","27,902","20,770","20,705","25,076","33,182","26,443","18,832","8,757","15,926","12,629","19,930","12,451"
2021,5,60,"255,579","3,750","8,977","7,605","10,661","26,601","19,271","18,920","23,176","27,904","25,155","18,369","8,326","15,125","12,804","18,671","10,264"
2021,5,70,"132,747","2,200","5,340","4,591","6,295","13,970","10,333","11,177","9,984","13,644","12,133","9,862","3,494","8,328","7,642","8,030","5,724"
2021,5,80,"43,098",796,"2,022","1,624","2,096","4,794","3,271","3,744","2,903","4,769","3,492","3,307",934,"2,793","2,675","2,042","1,836"
2021,5,90,"3,134",99,141,139,135,296,233,238,206,389,250,261,74,189,230,111,143
2021,5,100,147,4,6,19,5,12,13,13,4,21,10,9,6,11,8,4,2
2021,6,총,"1,647,291","19,799","51,510","43,012","55,061","171,921","130,542","129,199","140,238","191,985","153,124","112,056","72,824","99,280","83,071","106,185","87,484"
2021,6,0,"115,835",624,"2,881","2,120","2,538","10,503","9,879","8,801","9,654","14,354","9,771","6,450","10,289","7,110","5,233","6,011","9,617"
2021,6,10,"138,191",976,"3,652","2,544","3,709","12,374","12,847","11,715","11,846","19,284","12,822","8,910","6,290","8,377","5,958","7,671","9,216"
2021,6,20,"220,483","2,795","6,522","5,220","6,469","25,500","16,732","18,327","19,709","25,015","20,894","17,602","6,853","12,855","11,671","15,195","9,124"
2021,6,30,"210,610","2,413","5,620","5,524","5,626","24,197","16,203","14,880","17,536","22,488","18,966","12,772","13,889","13,164","11,813","13,281","12,238"
2021,6,40,"255,059","2,875","7,455","6,242","7,771","25,779","20,964","20,638","19,957","30,870","23,171","15,707","13,832","15,395","12,407","15,239","16,757"
2021,6,50,"271,283","3,437","8,887","7,379","9,698","27,768","20,726","20,671","25,036","33,091","26,339","18,750","8,748","15,886","12,583","19,799","12,485"
2021,6,60,"256,452","3,708","8,976","7,591","10,691","26,681","19,328","18,984","23,351","28,027","25,236","18,421","8,412","15,146","12,824","18,765","10,311"
2021,6,70,"132,793","2,135","5,336","4,603","6,298","13,982","10,323","11,163","10,026","13,673","12,151","9,862","3,484","8,324","7,646","8,046","5,741"
2021,6,80,"43,316",756,"2,035","1,633","2,121","4,829","3,294","3,768","2,912","4,773","3,512","3,309",947,"2,820","2,693","2,064","1,850"
2021,6,90,"3,120",76,140,137,135,295,233,239,208,388,252,264,74,191,235,110,143
