지역,구분,2017-05-22 09:00:52,2017-05-29 09:00:52,2017-06-05 09:00:52,2017-06-12 09:00:52,2017-06-19 09:00:52,2017-06-26 09:00:52,2017-07-03 09:00:52,2017-07-10 09:00:52,2017-07-17 09:00:52,2017-07-24 09:00:52,2017-07-31 09:00:52,2017-08-07 09:00:52,2017-08-14 09:00:52,2017-08-21 09:00:52,2017-08-28 09:00:52,2017-09-04 09:00:52,2017-09-11 09:00:52,2017-09-18 09:00:52,2017-09-25 09:00:52,2017-10-09 09:00:52,2017-10-16 09:00:52,2017-10-23 09:00:52,2017-10-30 09:00:52,2017-11-06 09:00:52,2017-11-13 09:00:52,2017-11-20 09:00:52,2017-11-27 09:00:52,2017-12-04 09:00:52,2017-12-11 09:00:52,2017-12-18 09:00:52,2017-12-25 09:00:52,2018-01-01 09:00:52,2018-01-08 09:00:52,2018-01-15 09:00:52,2018-01-22 09:00:52,2018-01-29 09:00:52,2018-02-05 09:00:52,2018-02-19 09:00:52,2018-02-26 09:00:52,2018-03-05 09:00:52,2018-03-12 09:00:52,2018-03-19 09:00:52,2018-03-26 09:00:52,2018-04-02 09:00:52,2018-04-09 09:00:52,2018-04-16 09:00:52,2018-04-23 09:00:52,2018-04-30 09:00:52,2018-05-07 09:00:52,2018-05-14 09:00:52,2018-05-21 09:00:52,2018-05-28 09:00:52,2018-06-04 09:00:52,2018-06-11 09:00:52,2018-06-18 09:00:52,2018-06-25 09:00:52,2018-07-02 09:00:52,2018-07-09 09:00:52,2018-07-16 09:00:52,2018-07-23 09:00:52,2018-07-30 09:00:52,2018-08-06 09:00:52,2018-08-13 09:00:52,2018-08-20 09:00:52,2018-08-27 09:00:52,2018-09-03 09:00:52,2018-09-10 09:00:52,2018-09-17 09:00:52,2018-10-01 09:00:52,2018-10-08 09:00:52,2018-10-15 09:00:52,2018-10-22 09:00:52,2018-10-29 09:00:52,2018-11-05 09:00:52,2018-11-12 09:00:52,2018-11-19 09:00:52,2018-11-26 09:00:52,2018-12-03 09:00:52,2018-12-10 09:00:52,2018-12-17 09:00:52,2018-12-24 09:00:52,2018-12-31 09:00:52,2019-01-07 09:00:52,2019-01-14 09:00:52,2019-01-21 09:00:52,2019-01-28 09:00:52,2019-02-11 09:00:52,2019-02-18 09:00:52,2019-02-25 09:00:52,2019-03-04 09:00:52,2019-03-11 09:00:52,2019-03-18 09:00:52,2019-03-25 09:00:52,2019-04-01 09:00:52,2019-04-08 09:00:52,2019-04-15 09:00:52,2019-04-22 09:00:52,2019-04-29 09:00:52,2019-05-06 09:00:52,2019-05-13 09:00:52,2019-05-20 09:00:52,2019-05-27 09:00:52,2019-06-03 09:00:52,2019-06-10 09:00:52,2019-06-17 09:00:52,2019-06-24 09:00:52,2019-07-01 09:00:52,2019-07-08 09:00:52,2019-07-15 09:00:52,2019-07-22 09:00:52,2019-07-29 09:00:52,2019-08-05 09:00:52,2019-08-12 09:00:52,2019-08-19 09:00:52,2019-08-26 09:00:52,2019-09-02 09:00:52,2019-09-16 09:00:52,2019-09-23 09:00:52,2019-09-30 09:00:52,2019-10-07 09:00:52,2019-10-14 09:00:52,2019-10-21 09:00:52,2019-10-28 09:00:52,2019-11-04 09:00:52,2019-11-11 09:00:52,2019-11-18 09:00:52,2019-11-25 09:00:52,2019-12-02 09:00:52,2019-12-09 09:00:52,2019-12-16 09:00:52,2019-12-23 09:00:52,2019-12-30 09:00:52,2020-01-06 09:00:52,2020-01-13 09:00:52,2020-01-20 09:00:52,2020-02-03 09:00:52,2020-02-10 09:00:52,2020-02-17 09:00:52,2020-02-24 09:00:52,2020-03-02 09:00:52,2020-03-09 09:00:52,2020-03-16 09:00:52,2020-03-23 09:00:52,2020-03-30 09:00:52,2020-04-06 09:00:52,2020-04-13 09:00:52,2020-04-20 09:00:52,2020-05-04 09:00:52,2020-05-11 09:00:52,2020-05-18 09:00:52,2020-05-25 09:00:52,2020-06-01 09:00:52,2020-06-08 09:00:52,2020-06-15 09:00:52,2020-06-22 09:00:52,2020-06-29 09:00:52,2020-07-06 09:00:52,2020-07-13 09:00:52,2020-07-20 09:00:52,2020-07-27 09:00:52,2020-08-03 09:00:52,2020-08-10 09:00:52,2020-08-17 09:00:52,2020-08-24 09:00:52,2020-08-31 09:00:52,2020-09-07 09:00:52,2020-09-14 09:00:52,2020-09-21 09:00:52,2020-10-05 09:00:52,2020-10-12 09:00:52,2020-10-19 09:00:52,2020-10-26 09:00:52,2020-11-02 09:00:52,2020-11-09 09:00:52,2020-11-16 09:00:52,2020-11-23 09:00:52,2020-11-30 09:00:52,2020-12-07 09:00:52,2020-12-14 09:00:52,2020-12-21 09:00:52,2020-12-28 09:00:52,2021-01-04 09:00:52,2021-01-11 09:00:52,2021-01-18 09:00:52,2021-01-25 09:00:52,2021-02-01 09:00:52,2021-02-15 09:00:52,2021-02-22 09:00:52,2021-03-01 09:00:52,2021-03-08 09:00:52,2021-03-15 09:00:52,2021-03-22 09:00:52,2021-03-29 09:00:52,2021-04-05 09:00:52,2021-04-12 09:00:52,2021-04-19 09:00:52,2021-04-26 09:00:52,2021-05-03 09:00:52,2021-05-10 09:00:52,2021-05-17 09:00:52,2021-05-24 09:00:52,2021-05-31 09:00:52,2021-06-07 09:00:52,2021-06-14 09:00:52,2021-06-21 09:00:52,2021-06-28 09:00:52,2021-07-05 09:00:52,2021-07-12 09:00:52,2021-07-19 09:00:52,2021-07-26 09:00:52,2021-08-02 09:00:52,2021-08-09 09:00:52,2021-08-16 09:00:52,2021-08-23 09:00:52,2021-08-30 09:00:52,2021-09-06 09:00:52,2021-09-13 09:00:52,2021-09-27 09:00:52,2021-10-04 09:00:52,2021-10-11 09:00:52,2021-10-18 09:00:52,2021-10-25 09:00:52,2021-11-01 09:00:52,2021-11-08 09:00:52,2021-11-15 09:00:52,2021-11-22 09:00:52,2021-11-29 09:00:52,2021-12-06 09:00:52,2021-12-13 09:00:52,2021-12-20 09:00:52,2021-12-27 09:00:52,2022-01-03 09:00:52,2022-01-10 09:00:52,2022-01-17 09:00:52,2022-01-24 09:00:52,2022-02-07 09:00:52,2022-02-14 09:00:52,2022-02-21 09:00:52,2022-02-28 09:00:52,2022-03-07 09:00:52,2022-03-14 09:00:52,2022-03-21 09:00:52,2022-03-28 09:00:52,2022-04-04 09:00:52,2022-04-11 09:00:52,2022-04-18 09:00:52,2022-04-25 09:00:52,2022-05-02 09:00:52,2022-05-09 09:00:52,2022-05-16 09:00:52,Unnamed: 252
광주광역시,중대형,76.98,76.98,76.98,77.045,77.045,77.045,77.045,77.045,77.045,77.045,77.045,77.045,77.072,77.091,77.091,77.055,77.015,77.09,77.125,77.13,77.168,77.212,77.31,77.383,77.416,77.527,77.635,77.767,77.794,77.815,77.815,77.815,77.833,77.873,77.88,77.914,77.991,77.991,78.048,78.048,78.058,78.096,78.206,78.237,78.343,78.349,78.418,78.515,78.537,78.554,78.569,78.569,78.569,78.575,78.769,78.822,78.878,78.96,79.056,79.366,79.605,79.696,79.989,80.327,80.379,80.448,80.635,81.005,81.281,81.262,81.546,81.816,82.087,82.331,82.461,82.556,82.647,82.839,82.965,83.024,83.066,83.066,83.193,83.307,83.646,83.659,83.659,83.695,83.695,83.695,83.772,83.772,83.772,83.772,83.772,83.799,83.825,83.821,83.814,83.814,83.814,83.865,83.865,83.872,83.873,83.888,83.888,83.888,83.888,83.888,83.888,83.802,83.815,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.774,83.774,83.774,83.769,83.749,83.748,83.707,83.719,83.695,83.695,83.695,83.695,83.695,83.695,83.695,83.695,83.718,83.746,83.746,83.788,83.833,84.003,84.003,84.003,84.003,84.003,84.003,83.964,83.964,83.953,83.954,83.975,83.975,83.975,83.964,83.964,83.964,83.964,83.964,83.977,83.977,83.977,83.977,83.977,83.977,84.002,84.002,84.065,84.065,84.065,84.166,84.27,84.321,84.462,84.705,84.917,85.028,85.404,85.684,85.698,85.833,86.179,86.533,86.876,86.996,87.224,87.341,87.445,87.559,87.682,87.973,88.308,88.87,89.066,89.356,89.584,89.612,89.687,90.146,90.261,90.582,90.909,91.192,91.556,91.875,92.232,92.457,92.574,92.807,93.089,93.089,93.482,93.792,94.025,94.187,94.391,95.018,95.827,95.936,96.778,97.449,98.077,98.17,98.57,99.05,99.24,99.304,99.561,99.627,99.765,100.0,100.0,100.0,100.0,100.0,100.281,100.505,100.919,100.919,101.021,101.107,101.107,101.107,101.399,101.548,101.599,101.65,101.869,102.195,102.289,0.092
광주광역시,중형,75.879,75.881,75.885,75.889,75.889,75.757,75.759,75.76,75.76,75.76,75.762,75.762,75.9,75.901,75.904,75.859,75.859,75.874,75.875,75.875,75.876,76.276,76.277,76.28,76.281,76.284,76.284,76.285,76.285,76.286,76.325,76.451,76.451,76.451,76.475,76.03,76.031,76.236,76.215,76.216,76.218,76.219,76.662,76.661,76.661,76.831,77.068,77.163,77.406,77.408,77.408,77.408,77.409,77.87,77.92,77.929,78.449,78.738,78.958,79.122,79.126,79.55,79.636,79.652,79.62,79.864,79.875,80.358,80.084,80.085,80.093,80.442,80.68,80.756,81.488,81.27,81.362,81.336,81.53,81.655,81.783,81.783,81.783,81.783,81.767,81.767,82.084,82.084,82.084,82.084,81.886,81.689,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.626,81.728,81.728,81.772,82.332,82.332,82.072,82.084,82.084,82.084,82.072,82.072,82.266,82.266,82.351,82.31,82.459,82.459,82.529,82.529,82.529,82.529,82.529,82.529,82.635,82.635,82.766,82.763,82.932,82.995,83.14,83.098,82.968,82.897,82.783,83.074,82.874,82.874,82.874,82.874,82.874,82.874,82.874,82.874,82.888,82.888,82.888,82.888,82.888,82.888,82.888,82.915,82.915,83.551,83.551,83.551,83.551,83.551,83.551,83.551,83.551,83.697,83.697,84.288,84.484,85.517,85.517,85.517,85.517,85.399,85.618,85.692,85.692,85.692,86.484,86.745,86.745,86.745,86.745,86.745,86.745,86.927,86.927,87.712,88.123,88.765,88.765,88.504,88.751,88.518,88.518,88.518,88.87,89.051,89.278,90.436,90.617,91.203,91.379,91.379,92.016,92.104,92.364,93.225,93.225,93.398,93.949,94.214,94.602,96.006,96.261,98.066,98.524,98.524,98.524,98.783,98.866,98.951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.415,100.416,100.416,100.594,100.595,100.595,100.595,100.912,101.54,102.033,102.033,102.033,102.481,102.718,0.232
광주광역시,중소형,76.738,76.75,76.755,76.78,76.796,76.831,76.831,76.837,76.837,76.839,76.881,76.883,76.909,76.923,76.904,76.983,77.009,77.079,77.103,77.092,77.113,77.129,77.134,77.164,77.246,77.298,77.373,77.391,77.425,77.448,77.446,77.475,77.505,77.505,77.507,77.507,77.511,77.544,77.589,77.608,77.644,77.672,77.653,77.679,77.693,77.76,77.847,77.881,77.926,77.982,78.015,78.045,78.09,78.135,78.184,78.26,78.367,78.479,78.544,78.567,78.633,78.812,78.951,79.058,79.18,79.406,79.759,80.091,80.435,80.695,81.102,81.374,81.517,81.618,81.742,81.915,82.156,82.323,82.469,82.549,82.608,82.608,82.621,82.705,82.713,82.751,82.79,82.854,82.901,82.953,82.961,82.914,82.92,82.911,82.911,82.909,82.909,82.915,82.911,82.883,82.882,82.825,82.821,82.793,82.793,82.793,82.794,82.782,82.756,82.756,82.756,82.767,82.704,82.695,82.692,82.679,82.703,82.703,82.682,82.673,82.638,82.644,82.633,82.63,82.618,82.579,82.586,82.555,82.526,82.555,82.57,82.59,82.604,82.596,82.596,82.596,82.56,82.581,82.63,82.638,82.638,82.699,82.71,82.646,82.645,82.645,82.643,82.688,82.674,82.642,82.642,82.631,82.631,82.632,82.6,82.603,82.604,82.604,82.584,82.584,82.562,82.56,82.573,82.603,82.609,82.654,82.641,82.662,82.68,82.698,82.933,83.158,83.239,83.51,83.707,84.142,84.448,84.706,85.064,85.133,85.219,85.392,85.673,85.748,85.998,86.233,86.52,86.798,86.954,87.223,87.431,87.589,87.775,88.036,88.203,88.402,88.555,88.735,88.8,89.046,89.157,89.416,89.656,89.897,90.032,90.144,90.283,90.505,90.669,90.945,91.169,91.678,91.999,92.324,92.658,93.042,93.3,94.143,94.649,94.925,95.743,96.389,96.723,97.028,97.461,97.914,98.272,98.511,98.669,98.955,99.45,99.624,100.0,100.208,100.336,100.421,100.54,100.567,100.585,100.79,100.887,100.887,100.887,101.218,101.38,101.571,101.747,101.952,101.987,102.306,0.313
광주광역시,소형,85.702,85.702,85.771,85.809,85.811,85.841,85.832,85.833,85.833,85.833,85.833,85.863,85.899,85.899,85.92,85.861,85.876,85.879,85.9,85.9,85.908,85.928,85.969,86.019,86.03,86.076,86.1,86.118,86.202,86.215,86.218,86.218,86.218,86.266,86.312,86.312,86.315,86.34,86.341,86.341,86.341,86.341,86.341,86.331,86.331,86.367,86.416,86.416,86.472,86.49,86.393,86.408,86.421,86.47,86.513,86.541,86.543,86.551,86.696,86.801,86.841,86.856,86.86,86.9,86.964,87.108,87.12,87.165,87.23,87.424,87.448,87.613,87.633,87.804,87.854,87.905,88.122,88.339,88.469,88.507,88.576,88.601,88.576,88.564,88.551,88.685,88.715,88.742,88.825,88.78,88.803,88.884,88.884,88.902,88.901,88.876,88.847,88.818,88.81,88.814,88.807,88.807,88.745,88.785,88.795,88.788,88.783,88.769,88.769,88.692,88.692,88.652,88.6,88.613,88.59,88.59,88.59,88.585,88.627,88.609,88.649,88.649,88.666,88.666,88.649,88.656,88.656,88.662,88.662,88.622,88.622,88.697,88.757,88.796,88.775,88.828,88.823,88.815,88.806,88.953,89.046,89.0,89.025,89.028,89.028,89.028,89.018,88.948,88.877,88.847,88.847,88.828,88.828,88.828,88.769,88.868,88.865,88.865,88.827,88.827,88.842,88.835,88.835,88.835,88.812,88.812,88.802,88.771,88.755,88.755,88.821,88.979,88.958,88.973,89.003,89.062,89.172,89.28,89.408,89.497,89.512,89.709,89.951,90.103,90.196,90.38,90.55,90.641,90.695,90.706,90.705,90.915,90.931,91.076,91.127,91.182,91.236,91.518,91.526,91.643,91.793,91.824,92.036,92.063,92.109,92.251,92.333,92.452,92.515,92.761,92.833,93.042,93.122,93.411,93.84,94.066,94.93,95.703,96.125,96.304,96.742,97.438,97.678,98.301,98.608,98.924,98.966,99.156,99.402,99.628,99.763,99.807,100.0,100.235,100.28,100.342,100.392,100.413,100.417,100.52,100.691,100.691,100.691,100.916,101.118,101.143,101.403,101.506,101.664,101.868,0.201
대전광역시,대형,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.196,65.196,65.214,65.214,65.214,65.238,65.285,65.287,65.287,65.427,65.432,65.432,65.453,65.453,65.476,65.476,65.502,65.55,65.55,65.565,65.565,65.565,65.565,65.616,65.647,65.668,65.699,65.645,65.697,65.697,65.697,65.697,65.851,65.851,65.851,65.863,65.872,65.872,65.872,65.861,65.911,65.911,65.921,65.972,65.972,66.021,66.021,66.021,66.036,66.036,66.036,66.018,65.978,66.044,66.192,66.297,66.377,66.377,66.446,66.446,66.676,66.874,67.282,67.347,67.396,67.487,67.51,67.789,67.956,67.956,68.008,68.109,68.109,67.999,67.999,68.185,68.185,68.185,68.207,68.206,68.262,68.262,68.303,68.428,68.47,68.47,68.524,68.536,68.544,68.608,68.658,68.767,68.852,68.858,68.862,68.905,68.905,69.101,69.197,69.251,69.296,69.3,69.31,69.376,69.4,69.499,69.656,69.862,70.199,70.555,70.66,70.921,71.14,71.353,71.471,71.586,71.694,71.898,72.006,72.514,72.726,72.965,73.095,73.314,73.691,73.773,74.318,74.526,74.567,74.766,74.873,75.157,75.454,75.614,75.755,76.236,76.357,76.715,76.727,76.758,76.822,76.893,76.968,77.102,77.194,77.213,77.443,77.752,77.989,77.989,78.125,78.149,78.284,78.646,78.993,79.345,79.477,79.603,80.357,80.358,80.567,80.964,81.168,81.493,81.697,81.98,82.631,83.006,83.081,83.269,83.391,83.423,83.681,84.308,85.332,85.683,86.458,87.413,88.01,88.93,89.003,89.003,89.35,89.744,90.614,90.825,90.824,90.824,91.355,91.778,92.846,92.984,93.169,93.493,93.923,93.932,94.396,94.565,94.94,95.282,95.556,95.953,96.147,96.147,96.697,96.972,97.779,97.74,98.025,98.376,98.522,99.156,99.215,99.358,99.641,99.784,99.843,99.769,99.729,99.778,99.904,99.912,99.995,100.0,100.077,100.028,99.945,99.945,99.908,99.908,99.91,99.857,99.857,99.857,99.808,99.786,99.786,99.687,99.651,99.8,99.914,0.114
대전광역시,중대형,63.54,63.54,63.543,63.543,63.543,63.567,63.567,63.567,63.567,63.686,63.686,63.686,63.686,63.686,63.717,63.719,63.732,63.732,63.754,63.757,63.757,63.784,63.784,63.843,63.843,63.843,63.889,63.894,63.894,63.894,63.901,63.901,64.004,64.003,64.026,64.026,64.026,64.108,64.108,64.108,64.144,64.166,64.166,64.186,64.199,64.199,64.199,64.199,64.199,64.208,64.207,64.207,64.226,64.241,64.254,64.259,64.301,64.269,64.276,64.276,64.326,64.311,64.353,64.49,64.511,64.559,64.636,64.698,64.737,65.018,65.101,65.517,65.706,65.81,66.023,66.041,66.218,66.413,66.472,66.472,66.462,66.462,66.268,66.382,66.62,66.62,66.62,66.664,66.664,66.708,66.848,66.848,66.99,67.141,67.141,67.141,67.203,67.227,67.272,67.337,67.365,67.443,67.443,67.446,67.513,67.513,67.513,67.594,67.719,67.831,67.837,67.859,68.031,68.135,68.257,68.478,68.707,68.899,69.017,69.366,69.54,69.923,70.079,70.322,70.57,70.685,70.922,71.136,71.522,71.678,72.035,72.189,72.209,72.765,72.874,73.475,74.022,74.329,74.422,74.422,74.543,74.676,74.779,74.866,74.93,75.005,75.062,75.062,75.161,75.512,75.656,75.785,76.026,76.07,76.385,76.624,77.035,77.173,77.244,77.326,77.664,77.929,78.071,78.292,78.527,78.605,78.699,79.248,79.394,79.519,79.659,79.753,79.938,80.491,80.846,81.441,81.689,81.828,82.257,82.431,82.627,82.828,83.276,83.57,84.009,84.94,85.69,86.564,87.247,87.398,87.507,87.819,87.994,88.108,88.441,88.569,88.725,89.017,89.521,89.619,89.672,89.975,90.206,90.631,91.103,91.688,92.063,92.327,92.855,93.533,93.595,94.006,94.077,94.34,94.793,95.151,95.849,96.283,96.683,97.455,97.844,98.18,98.528,98.816,99.069,99.519,99.66,99.833,99.969,99.917,100.008,100.008,100.0,100.01,99.987,100.044,100.02,99.903,99.851,99.749,99.749,99.749,99.749,99.679,99.632,99.589,99.503,99.478,99.447,99.415,-0.032
대전광역시,중형,66.676,66.676,66.676,66.676,66.676,66.676,66.718,66.89,66.89,66.935,66.936,66.936,66.936,66.981,66.932,66.932,66.947,66.947,66.957,66.957,67.092,67.202,67.202,67.212,67.212,67.343,67.352,67.352,67.352,67.352,67.352,67.352,67.406,67.406,67.406,67.406,67.604,67.604,67.604,67.604,67.622,67.602,67.602,67.602,67.602,67.602,67.54,67.54,67.54,67.51,67.51,67.521,67.521,67.521,67.521,67.417,67.427,67.428,67.437,67.455,67.455,67.455,67.529,67.747,67.984,67.965,68.193,68.256,68.275,68.493,69.129,69.273,69.362,69.463,69.71,69.751,69.898,69.984,70.336,70.485,70.619,70.707,71.001,71.318,71.446,71.446,71.446,71.451,71.606,71.623,71.623,71.623,71.704,71.704,71.793,71.793,71.845,71.933,71.95,71.975,71.975,72.007,72.007,72.007,72.049,72.181,72.258,72.258,72.325,72.398,72.447,72.447,72.447,72.507,72.507,72.63,72.638,72.719,72.979,73.154,73.352,73.352,73.521,73.909,74.223,74.723,74.88,75.171,75.171,75.416,76.066,76.836,77.006,77.64,77.694,78.072,78.357,78.356,78.566,78.566,79.917,80.339,80.442,80.651,80.651,80.651,80.651,80.651,80.932,81.133,81.133,81.489,81.61,81.683,81.794,81.947,81.947,82.236,82.299,82.299,82.299,82.486,83.073,83.073,83.316,83.316,83.338,83.558,83.592,83.785,83.941,84.051,84.066,84.065,84.124,84.648,84.677,84.677,84.781,84.911,85.12,85.207,85.669,85.873,86.105,86.339,86.423,87.459,88.6,89.391,89.401,89.489,89.532,89.532,89.532,89.532,89.532,90.211,90.659,90.952,91.443,91.55,92.439,92.679,93.545,93.979,94.333,94.883,94.973,95.09,95.563,95.668,95.891,96.203,96.203,96.714,96.79,97.517,97.655,98.035,98.435,98.792,98.793,98.978,98.99,99.212,99.579,99.749,99.876,100.0,100.0,100.0,100.0,100.032,100.032,100.032,100.032,99.338,99.338,99.349,99.357,99.357,99.357,99.435,99.435,99.435,99.376,99.291,99.228,99.218,-0.01
대전광역시,중소형,65.792,65.797,65.824,65.825,65.83,65.851,65.876,65.893,65.895,65.921,65.933,65.968,65.989,66.004,66.031,66.033,66.045,66.072,66.095,66.095,66.112,66.146,66.159,66.157,66.18,66.2,66.21,66.219,66.253,66.283,66.306,66.311,66.365,66.37,66.419,66.424,66.431,66.457,66.461,66.475,66.495,66.509,66.509,66.516,66.526,66.521,66.512,66.514,66.521,66.523,66.53,66.533,66.55,66.563,66.588,66.617,66.653,66.642,66.689,66.694,66.694,66.697,66.725,66.754,66.813,66.893,66.931,66.995,67.06,67.223,67.393,67.499,67.64,67.724,67.825,67.822,67.89,67.914,67.916,67.93,67.987,67.993,68.042,68.107,68.167,68.249,68.39,68.491,68.552,68.563,68.571,68.589,68.66,68.692,68.713,68.711,68.742,68.788,68.8,68.848,68.884,68.903,68.936,68.952,68.984,69.059,69.104,69.119,69.179,69.203,69.25,69.287,69.345,69.42,69.49,69.652,69.802,70.064,70.264,70.42,70.638,70.764,70.923,71.085,71.235,71.458,71.687,71.982,72.245,72.539,72.833,73.143,73.274,73.677,73.937,74.249,74.563,74.89,75.022,75.104,75.304,75.649,75.882,76.101,76.25,76.351,76.451,76.542,76.633,76.924,77.01,77.076,77.297,77.451,77.87,78.007,78.25,78.425,78.683,78.714,78.791,79.137,79.323,79.46,79.675,79.795,79.954,80.036,80.374,80.652,80.955,81.289,81.442,81.832,82.211,82.74,82.869,83.209,83.45,83.71,84.03,84.168,84.456,84.79,85.163,85.853,86.156,86.689,87.128,87.607,87.751,88.015,88.171,88.376,88.415,88.697,88.911,89.009,89.293,89.414,89.816,89.991,90.529,90.767,90.932,91.384,91.754,92.162,92.666,93.074,93.345,93.748,93.986,94.386,94.94,95.337,95.769,96.15,96.683,97.225,97.806,98.142,98.452,98.863,99.182,99.472,99.648,99.731,99.804,99.94,100.026,100.032,100.0,99.984,99.953,99.941,99.867,99.807,99.661,99.456,99.424,99.424,99.424,99.46,99.373,99.308,99.297,99.326,99.393,99.308,-0.085
대전광역시,소형,70.684,70.708,70.769,70.788,70.793,70.807,70.836,70.858,70.927,70.972,71.004,71.022,71.048,71.063,71.09,71.128,71.133,71.133,71.155,71.17,71.22,71.239,71.261,71.271,71.289,71.322,71.364,71.401,71.538,71.565,71.576,71.586,71.61,71.617,71.639,71.63,71.63,71.653,71.66,71.692,71.726,71.74,71.756,71.771,71.778,71.789,71.785,71.804,71.832,71.85,71.862,71.891,71.889,71.895,71.916,71.907,71.885,71.881,71.901,71.874,71.874,71.835,71.818,71.826,71.844,71.839,71.816,71.827,71.827,71.827,71.855,71.829,71.799,71.849,71.855,71.853,71.912,71.921,71.92,71.911,71.922,71.922,71.981,71.908,71.908,71.932,71.942,72.019,72.051,72.058,72.075,72.06,72.084,72.084,72.105,72.095,72.091,72.115,72.139,72.149,72.156,72.172,72.127,72.13,72.143,72.156,72.172,72.179,72.183,72.185,72.204,72.338,72.412,72.426,72.478,72.625,72.767,73.049,73.262,73.418,73.627,73.704,73.718,73.769,73.796,73.881,73.985,74.089,74.362,74.592,74.937,75.259,75.358,75.717,75.859,76.068,76.192,76.312,76.557,76.682,76.978,77.14,77.413,77.532,77.586,77.675,77.759,77.827,77.883,77.989,78.085,78.28,78.403,78.598,78.817,78.997,79.146,79.226,79.416,79.462,79.535,79.561,79.685,79.821,79.908,79.972,80.061,80.219,80.42,80.499,80.86,81.254,81.372,81.632,81.764,81.959,82.133,82.246,82.344,82.491,82.81,82.86,83.098,83.198,83.362,83.924,84.186,84.389,84.824,85.188,85.455,85.779,85.94,86.174,86.282,86.474,86.81,87.01,87.342,87.471,87.732,87.882,88.249,88.605,88.914,89.426,89.763,90.01,90.649,91.14,91.791,92.192,92.673,93.179,93.54,93.971,94.592,95.451,95.843,96.254,96.894,97.398,97.778,98.11,98.553,98.744,98.928,99.108,99.437,99.62,99.83,99.952,100.0,99.997,100.014,100.001,99.96,99.969,100.024,99.99,99.995,99.995,99.995,100.0,100.032,100.152,100.152,100.054,100.067,100.038,-0.029
울산광역시,대형,88.418,88.418,88.365,88.366,88.307,88.307,88.307,87.628,87.627,87.627,87.627,87.627,87.566,87.566,87.566,87.566,87.566,87.445,87.445,87.445,87.428,87.429,87.429,87.429,87.429,87.373,87.373,87.373,87.289,87.126,87.126,87.126,87.126,87.042,87.043,87.043,87.043,86.969,86.97,86.97,86.97,86.97,86.97,86.97,86.951,86.841,86.841,86.841,86.774,86.774,86.774,86.774,86.774,86.774,87.91,87.893,87.893,87.849,87.849,87.849,87.849,87.849,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.792,87.792,87.792,86.842,86.843,86.843,86.843,87.127,87.127,87.127,86.906,86.905,86.757,86.636,86.636,86.636,86.636,86.636,86.636,86.636,86.187,86.187,86.187,86.187,86.195,86.195,86.011,86.011,85.965,85.954,85.954,85.936,85.936,85.836,85.837,85.837,85.837,85.837,85.618,85.618,85.618,85.618,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.598,85.508,85.517,85.626,85.626,85.626,85.845,85.845,85.845,85.845,85.845,85.845,85.845,85.845,85.845,85.845,86.205,86.205,86.205,86.205,86.191,86.192,86.192,86.192,86.192,86.192,86.192,86.192,86.742,86.742,87.198,87.198,87.198,87.172,87.33,87.516,87.534,87.534,87.631,87.631,87.631,87.631,87.631,87.631,87.861,87.861,87.861,87.861,87.861,87.937,88.09,89.666,90.213,90.296,90.297,92.108,93.533,93.534,93.534,93.534,93.564,94.249,94.267,94.269,94.269,94.579,95.175,95.357,95.4,95.4,95.684,95.684,95.684,95.736,95.737,95.739,95.738,95.765,95.765,96.052,96.087,96.087,96.087,96.122,96.268,96.268,96.268,96.538,96.538,97.311,97.349,98.528,98.528,98.528,98.528,98.528,98.528,98.528,98.982,98.981,98.981,98.981,99.153,100.0,100.0,100.0,100.0,100.0,100.0,100.28,100.28,100.508,100.591,100.591,100.591,100.591,100.591,100.591,100.591,100.541,100.541,100.541,100.559,101.431,101.43,101.43,0.0
