지역명,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
도봉구,60.606,60.684,61.066,61.745,62.619,62.673,62.869,63.122,63.378,63.672,63.862,64.215,64.628,65.189,65.36,65.602,66.365,69.327,70.908,71.461,71.643,71.686,71.685,71.677,71.654,71.651,71.606,71.835,72.009,72.203,72.239,72.357,72.548,72.705,72.839,72.981,73.078,73.114,73.239,74.855,77.485,79.558,80.132,81.969,83.33,84.46,85.841,88.104,89.82,91.492,93.17,94.633,96.841,98.238,99.233,99.575,99.944,100,100.093,100.125,100.238
노원구,56.104,56.193,56.791,57.641,58.348,58.306,58.418,58.555,58.67,58.758,59.021,59.474,59.766,59.885,59.953,60.182,60.793,63.525,65.05,65.459,65.569,65.555,65.53,65.499,65.454,65.447,65.374,65.642,65.904,66.076,66.156,66.299,66.545,66.825,67.244,67.783,68.067,68.101,68.954,71.606,74.129,76.654,77.3,79.202,80.706,82.742,84.917,86.735,88.067,89.585,91.841,93.36,95.231,97.555,98.5,99.51,99.785,100,100.036,100.031,99.993
은평구,64.372,64.446,64.727,65.012,65.324,65.445,65.517,65.799,65.831,65.933,66.041,66.54,67.026,67.358,67.814,68.221,69.269,71.006,72.605,73.029,73.177,73.177,73.163,73.135,73.123,73.103,73.103,73.128,73.325,73.72,74.067,74.563,75.251,75.5,76.061,76.374,76.693,76.751,76.967,78.167,79.638,81.848,82.443,84.779,86.344,88.048,89.206,90.14,90.686,91.092,92.57,93.685,95.665,97.588,98.535,99.302,99.918,100,100.014,100.017,100.046
서대문구,66.337,66.406,66.569,66.972,67.454,67.603,67.958,68.472,68.875,69.066,69.362,70.305,70.929,71.35,71.949,72.572,73.495,75.52,77.117,77.461,77.605,77.605,77.627,77.66,77.723,77.753,77.787,77.932,78.336,78.787,79.078,79.542,80.261,80.769,81.128,81.629,81.837,81.968,82.395,83.708,84.698,85.833,86.4,87.579,88.614,89.555,90.507,91.45,92.441,93.141,94.507,95.765,96.877,98.501,99.093,99.41,99.741,100,100.01,100.007,100.064
마포구,59.926,60.065,60.603,61.161,61.968,62.239,62.521,63.079,63.649,64.479,65.14,65.826,66.431,66.761,67.182,67.85,68.974,71.437,72.694,72.868,72.962,72.97,72.892,72.841,72.794,72.692,72.688,73.234,73.758,74.252,74.727,74.916,75.672,76.776,76.858,77.715,77.862,77.919,78.573,79.974,81.164,82.525,83.223,84.333,85.276,87.199,89.184,90.976,91.861,92.929,94.267,95.421,96.79,97.822,98.553,99.694,99.833,100,100.071,100.131,100.194
강북14개구,61.812,61.905,62.379,62.928,63.558,63.682,63.933,64.272,64.568,65.007,65.455,66.207,66.682,66.946,67.191,67.569,68.243,70.823,72.243,72.606,72.728,72.73,72.707,72.657,72.618,72.583,72.52,72.745,73.013,73.312,73.57,73.864,74.333,74.719,75.043,75.562,75.747,75.796,76.257,77.985,79.815,81.681,82.292,83.839,85.024,86.519,88.07,89.502,90.536,91.509,93.064,94.313,95.946,97.74,98.648,99.509,99.826,100,100.054,100.075,100.149
양천구,59.826,59.964,60.465,60.869,61.425,61.529,61.681,62.18,62.969,64.152,65.002,65.49,65.729,65.897,66.033,66.354,67.473,71.108,72.628,72.961,73.009,72.979,72.948,72.846,72.558,72.556,72.669,73.257,73.581,73.853,74.751,75.408,76.526,77.765,78.601,79.94,80.274,80.209,80.802,82.461,84.255,85.642,86.095,86.909,87.935,88.644,90.031,91.138,91.828,92.961,94.293,95.208,96.317,97.438,98.391,99.372,99.678,100,100.239,100.174,100.236
강서구,62.021,62.186,62.775,63.46,64.177,64.318,64.432,64.656,64.782,65.145,65.366,65.844,66.303,66.538,66.772,67.232,68.241,70.843,72.246,72.496,72.542,72.542,72.524,72.453,72.385,72.364,72.299,72.199,72.2,72.334,72.412,72.618,73.358,74.06,74.598,75.015,75.082,75.117,75.555,77.376,78.636,80.254,80.999,82.241,83.14,84.273,85.4,86.228,87.066,87.947,89.685,91.034,93.341,95.999,97.479,99.331,99.637,100,100.126,100.3,100.471
구로구,59.423,59.584,59.906,60.451,60.985,61.169,61.414,61.53,61.635,61.914,62.051,62.334,62.771,62.922,63.384,64.051,64.923,68.092,69.603,69.941,70.069,70.073,70.15,70.163,70.105,70.108,70.021,70.062,70.275,70.539,70.844,71.261,72.314,72.922,73.369,74.399,74.66,74.795,75.352,76.867,79.041,80.977,81.56,83.192,84.176,85.479,87.148,88.489,89.329,90.207,92.156,93.825,94.663,96.573,98.108,99.276,99.844,100,100.071,100.099,100.173
금천구,64.471,64.507,65.085,65.619,66.089,66.28,66.711,67.01,67.744,67.997,68.115,68.329,68.466,68.57,68.868,69.125,69.729,72.067,73.643,74.065,74.094,74.094,74.094,74.098,74.053,74.079,74.163,74.425,74.549,74.887,75.635,76.092,77.056,77.845,78.658,80.289,80.546,80.585,81.682,82.744,83.919,85.577,86.251,87.378,88.382,89.116,89.936,90.78,91.158,91.915,93.16,94.439,96.064,97.902,98.488,98.961,99.695,100,100.266,100.442,100.64
영등포구,58.532,58.711,59.186,59.746,60.486,60.595,60.995,61.451,62.008,62.598,63.217,63.958,64.862,65.369,65.939,66.655,67.801,70.828,72.166,72.645,72.911,72.96,72.876,72.802,72.757,72.758,72.743,73.118,73.531,74.087,74.813,75.606,76.874,77.519,78.178,78.536,78.741,78.766,79.145,81.294,82.865,84.132,84.959,86.356,87.434,88.724,89.989,90.97,91.822,92.666,93.76,94.683,95.941,97.245,98.362,99.087,99.833,100,100.234,100.235,100.29
동작구,59.597,59.721,60.396,61.134,61.917,62.065,62.357,62.552,62.919,63.632,64.114,65.012,65.74,66.269,66.891,67.58,68.733,71.766,73.047,73.438,73.751,73.774,73.806,73.769,73.695,73.639,73.62,73.676,73.973,74.137,74.455,74.658,75.391,76.042,76.679,77.358,77.479,77.517,77.797,79.141,80.611,81.925,82.546,83.45,84.492,86.426,89.226,90.814,91.811,92.361,94.703,96.154,96.791,97.652,98.63,99.268,99.944,100,100.041,100.044,100.112
관악구,64.824,64.918,65.295,65.821,66.693,66.807,67.019,67.228,67.375,67.671,67.947,68.388,68.893,69.199,69.791,70.552,71.941,74.539,76.106,76.395,76.514,76.514,76.497,76.346,76.283,76.273,76.204,76.238,76.386,76.591,76.927,77.238,77.948,78.547,79.215,80.127,80.366,80.461,80.77,82.451,83.608,84.527,85.09,86.568,87.734,89.271,90.386,91.104,91.988,92.544,93.79,95.006,96.499,97.73,99.01,99.877,99.939,100,99.919,100.135,100.186
서초구,66.552,66.768,67.38,67.96,68.755,68.739,68.986,69.315,69.881,70.607,71.263,72.294,72.713,72.852,72.841,72.841,73.599,76.672,77.726,77.74,77.687,77.682,77.585,77.357,77.085,77.017,76.995,77.554,78.238,78.594,78.922,79.308,79.929,80.35,80.639,80.758,80.551,80.457,80.568,81.568,82.857,83.811,84.129,84.961,85.791,87.317,88.099,88.475,88.726,89.504,91.562,92.608,94.23,95.805,96.762,98.51,99.507,100,100.149,100.287,100.637
강남구,63.491,63.703,64.424,64.906,65.536,65.511,65.865,66.565,67.393,69.05,70.492,72.03,72.952,73.366,73.568,73.728,74.69,77.003,77.573,77.65,77.538,77.4,77.046,76.517,76.218,76.121,75.993,76.482,76.856,77.4,78.332,79.045,80.961,81.606,81.844,82.003,81.826,81.535,81.775,83.372,84.601,85.969,86.793,87.368,88.563,89.379,90.379,91.14,91.65,92.489,93.421,94.224,95.284,96.43,97.412,98.86,99.504,100,100.159,100.391,100.675
송파구,60.441,60.63,61.056,61.358,62.044,62.005,62.507,63.259,64.088,65.798,67.479,68.622,69.354,69.551,69.626,69.587,70.115,72.245,73.482,73.539,73.47,73.461,73.227,72.941,72.734,72.711,72.67,73.232,73.633,74.073,74.933,75.749,77.226,77.622,77.858,78.474,78.38,78.278,78.514,80.819,82.317,83.83,84.442,85.419,86.599,88.07,88.978,89.835,90.375,91.355,92.498,93.684,95.643,97.104,98.291,99.268,99.728,100,100.079,100.096,100.188
강동구,64.165,64.376,65.431,66.103,66.906,67.028,67.451,68.005,68.436,69.712,70.519,72.066,72.683,72.898,73.254,73.647,74.343,76.72,78.101,78.376,78.411,78.357,78.203,77.935,77.756,77.44,77.228,77.362,77.658,78.141,78.734,79.226,79.811,79.986,80.187,80.521,80.611,80.578,80.663,81.282,82.367,83.635,84.161,85.112,86.165,87.738,89.053,90.361,91.396,92.297,93.855,94.832,95.745,96.553,97.389,98.895,99.843,100,100.092,100.143,100.2
강남11개구,61.849,62.021,62.596,63.122,63.811,63.882,64.195,64.641,65.178,66.151,66.966,67.865,68.468,68.742,69.022,69.368,70.275,73.001,74.244,74.472,74.517,74.495,74.387,74.196,74.03,73.977,73.927,74.239,74.561,74.92,75.503,76.036,77.139,77.752,78.207,78.807,78.866,78.821,79.167,80.772,82.225,83.62,84.24,85.285,86.334,87.598,88.849,89.799,90.49,91.347,92.83,93.971,95.351,96.812,97.928,99.131,99.715,100,100.126,100.211,100.353
수도권,63.964,64.036,64.302,64.611,64.968,65.086,65.236,65.433,65.61,65.912,66.193,66.565,66.817,66.945,67.074,67.222,67.58,68.947,69.778,70.013,70.044,70.035,69.997,69.903,69.797,69.729,69.653,69.7,69.794,69.907,70.072,70.263,70.689,71.053,71.559,72.406,72.703,72.837,73.313,74.528,75.525,76.574,77.097,78.325,79.531,80.961,82.833,84.808,86.385,87.723,89.846,91.567,93.854,96.136,97.626,99.117,99.744,100,100.108,100.151,100.281
6개광역시,76.158,76.191,76.265,76.402,76.533,76.578,76.623,76.659,76.682,76.691,76.693,76.7,76.726,76.727,76.736,76.739,76.735,76.86,76.967,77.03,77.106,77.102,77.074,77.033,76.902,76.83,76.721,76.671,76.607,76.632,76.748,76.874,77.213,77.509,77.773,78.272,78.509,78.619,78.932,79.421,79.83,80.319,80.714,82.131,83.901,84.995,86.263,87.583,88.778,89.934,91.625,92.941,94.676,96.32,97.545,99.051,99.67,100,100.133,100.153,100.243
5개광역시,78.587,78.609,78.668,78.764,78.873,78.898,78.934,78.964,78.988,78.991,78.988,78.989,79.018,79.02,79.034,79.05,79.053,79.201,79.325,79.389,79.493,79.484,79.444,79.395,79.239,79.175,79.062,79.004,78.929,78.958,79.09,79.231,79.645,79.984,80.243,80.578,80.725,80.779,81.031,81.468,81.864,82.398,82.832,84.567,86.681,87.88,89.18,90.268,91.136,92.065,93.346,94.408,95.754,96.988,97.934,99.234,99.706,100,100.09,100.103,100.186
기타지방,91.207,91.14,91.085,90.994,90.832,90.644,90.513,90.357,90.232,90.077,89.983,89.869,89.565,89.356,89.145,88.728,88.492,88.258,87.92,87.504,87.274,87.204,86.94,86.552,86.141,85.895,85.511,85.138,84.916,84.687,84.506,84.368,84.332,84.356,84.376,84.421,84.384,84.368,84.599,84.994,85.386,85.812,86.134,86.747,87.861,88.735,89.383,90.003,90.794,91.498,92.503,93.36,94.552,95.979,96.993,98.744,99.507,100,100.387,100.748,101.23
부산,80.256,80.378,80.571,80.85,81.072,81.077,81.061,81.024,80.967,80.886,80.828,80.703,80.648,80.557,80.466,80.301,80.106,79.983,79.711,79.41,79.327,79.313,79.22,79.102,78.815,78.664,78.374,78.167,77.889,77.769,77.666,77.647,78.107,78.231,78.312,78.419,78.486,78.454,78.509,78.847,79.214,79.577,79.972,82.277,85.026,86.249,87.606,88.499,89.395,90.52,92.205,93.74,95.504,96.932,97.9,99.175,99.686,100,100.137,100.308,100.518
중구,97.299,97.299,97.422,97.796,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,97.999,97.999,97.971,97.971,97.971,97.971,97.971,97.971,97.585,97.527,97.527,97.527,97.422,97.183,97.183,97.183,97.183,97.149,97.149,97.149,97.137,97.137,97.137,97.116,97.116,97.116,97.088,97.088,97.088,97.088,96.758,96.923,97.912,98.237,98.237,98.237,98.402,98.745,98.827,98.951,99.901,99.963,100,100.0,100.0,100.141
서구,91.781,91.843,92.009,92.274,92.459,92.586,92.708,92.769,92.804,92.851,92.851,92.87,92.875,92.875,92.925,92.925,92.925,92.901,92.901,92.947,92.946,92.942,92.942,92.911,92.726,92.726,92.642,92.595,92.542,92.4,92.318,92.318,92.342,92.394,92.4,92.472,92.472,92.472,92.475,92.529,92.608,92.639,92.656,93.137,93.909,94.739,95.241,95.442,95.739,95.92,96.586,97.401,97.883,98.077,98.524,99.642,99.944,100,100.029,100.058,100.314
동구,91.563,91.583,91.755,92.041,92.224,92.406,92.519,92.587,92.535,92.372,92.372,92.372,92.372,92.261,92.261,92.261,92.108,92.008,91.883,91.895,91.624,91.624,91.285,91.285,91.133,91.133,90.49,90.224,90.224,90.176,90.018,90.018,90.131,90.131,90.129,90.129,90.129,89.998,89.998,90.114,90.148,90.24,90.27,90.548,91.776,92.333,92.833,93.142,93.766,94.133,94.332,95.264,96.742,97.914,98.328,99.019,99.15,100,100.122,100.146,100.318
영도구,88.218,88.295,88.384,88.384,88.592,88.592,88.644,88.654,88.654,88.654,88.646,88.586,88.586,88.586,88.586,88.586,88.515,88.485,88.299,88.299,88.19,87.885,87.769,87.696,87.615,87.544,87.42,87.209,87.066,87.066,87.066,87.066,86.93,86.902,86.858,86.688,86.611,86.469,86.205,86.151,86.025,85.676,85.482,86.265,89.152,89.43,89.832,90.401,91.013,91.554,92.506,93.98,95.225,96.943,98.262,99.326,99.739,100,100.142,100.24,100.301
부산진구,83.445,83.574,83.741,83.978,84.213,84.226,84.242,84.211,84.186,84.219,84.163,84.088,84.159,84.116,84.026,83.881,83.471,83.402,82.828,82.673,82.687,82.66,82.584,82.525,82.406,82.081,81.893,81.776,81.525,81.473,81.416,81.331,81.343,81.343,81.375,81.419,81.442,81.391,81.356,81.706,81.796,81.868,81.974,84.897,88.984,90.514,92.249,93.233,93.788,94.559,95.128,96.214,97.347,98.206,98.734,99.441,99.873,100,100.197,100.46,100.505
동래구,80.591,80.798,81.045,81.476,81.805,82.1,82.185,82.261,82.283,82.125,82.045,81.79,81.696,81.554,81.532,81.352,81.331,80.854,80.469,80.157,79.942,79.937,79.804,79.673,79.282,79.048,78.281,78.111,77.805,77.507,77.441,77.623,78.623,78.801,78.896,79.113,79.196,79.22,79.365,79.769,80.072,80.546,80.776,82.513,83.913,85.372,86.881,88.201,89.027,89.74,91.933,93.915,95.571,96.771,97.859,99.198,99.694,100,100.277,100.545,101.074
남구,78.564,78.756,79.083,79.597,79.591,79.594,79.684,79.546,79.446,79.335,79.262,79.102,79.032,78.872,78.685,78.479,78.339,78.115,77.9,77.441,77.373,77.373,77.283,77.23,77.138,77.1,76.986,76.819,76.722,76.715,76.642,76.635,77.132,77.417,77.61,78.216,78.255,78.277,78.225,78.771,79.101,79.221,79.774,82.181,83.496,84.783,86.76,88.062,89.125,90.403,91.749,92.862,94.917,96.852,97.651,98.525,99.449,100,100.493,100.706,100.952
북구,88.516,88.675,88.915,89.148,89.753,89.753,89.777,89.762,89.721,89.625,89.598,89.428,89.269,89.038,88.763,88.433,88.369,88.321,87.853,87.449,87.324,87.324,87.258,86.962,86.439,86.296,85.601,85.431,84.617,84.299,84.215,84.073,83.981,83.978,83.909,83.552,83.555,83.379,83.264,83.33,83.55,83.654,83.787,84.576,86.572,87.433,88.178,88.473,89.414,90.771,92.37,93.636,95.267,96.559,97.453,99.014,99.511,100,100.219,100.599,100.836
해운대구,66.847,66.932,66.942,67.166,67.206,67.119,66.957,66.837,66.625,66.444,66.329,66.175,66.065,65.951,65.88,65.582,65.41,65.291,64.962,64.475,64.432,64.42,64.304,64.177,63.584,63.441,63.173,62.938,62.782,62.725,62.65,62.719,64.166,64.517,64.807,65.071,65.26,65.31,65.616,66.246,67.549,68.88,69.907,74.604,78.08,79.515,80.935,82.413,83.735,85.588,88.802,91.304,93.722,96.248,97.623,99.258,99.85,100,100.049,100.135,100.332
사하구,85.539,85.661,85.877,86.142,86.451,86.361,86.277,86.275,86.239,86.234,86.167,86.043,85.986,86.02,86.01,85.947,85.374,85.265,85.288,84.896,84.896,84.95,84.816,84.768,84.562,84.305,84.233,84.081,83.992,83.954,83.805,83.625,83.28,83.273,83.258,83.139,83.139,83.014,82.98,83.002,83.043,83.069,83.093,84.811,87.645,88.202,88.767,88.953,89.414,89.922,91.17,92.905,94.822,96.171,97.078,98.945,99.145,100,100.009,100.08,100.095
금정구,80.754,80.83,81.133,81.567,81.855,81.866,81.925,81.928,81.997,82.004,82.004,82.004,81.962,81.927,81.809,81.685,81.487,81.455,81.385,81.256,81.099,81.068,80.99,80.963,80.905,80.818,80.769,80.697,80.534,80.308,80.308,80.302,80.302,80.316,80.373,80.404,80.318,80.278,80.289,80.388,80.434,80.589,81.559,83.609,88.044,89.726,90.979,92.154,92.838,93.324,95.161,96.395,97.883,98.628,99.146,99.798,99.956,100,99.961,100.122,100.835
강서구,83.384,83.384,83.478,83.614,83.614,83.614,83.614,83.65,83.65,83.65,83.65,83.65,83.618,83.618,83.618,83.618,83.39,83.278,82.603,82.396,82.396,82.396,82.195,82.131,81.694,81.499,80.656,80.282,79.98,79.898,79.898,79.898,79.898,79.898,79.898,79.898,79.898,79.851,79.851,79.962,80.629,81.134,81.592,83.075,91.756,93.22,94.329,94.97,95.78,95.924,96.397,96.953,98.302,99.133,99.739,100.051,100.051,100,99.934,99.934,99.896
연제구,81.032,81.127,81.59,81.88,82.205,82.197,82.113,82.073,82.017,81.88,81.833,81.654,81.611,81.538,81.317,81.242,81.155,81.096,80.97,80.818,80.716,80.716,80.662,80.441,80.296,80.27,80.27,79.703,79.048,78.732,78.45,78.389,79.201,79.346,79.39,79.666,79.864,79.888,79.938,80.621,80.778,81.057,81.407,82.709,83.847,85.229,87.911,88.796,90.564,91.649,92.91,94.511,96.799,98.134,99.014,99.534,99.84,100,100.024,100.059,100.283
수영구,71.821,71.962,72.093,72.385,72.565,72.579,72.544,72.519,72.519,72.486,72.486,72.448,72.433,72.325,72.349,72.331,72.141,72.105,72.01,71.988,71.743,71.743,71.743,71.621,71.571,71.52,71.347,71.127,70.859,70.804,70.728,70.881,72.503,72.789,73.063,74.042,74.465,74.557,75.151,76.346,76.609,77.035,77.724,81.898,84.032,85.182,86.882,87.839,88.607,90.337,92.746,93.973,95.92,96.903,97.696,99.273,99.948,100,100.0,100.0,99.942
사상구,89.971,90.047,90.245,90.359,90.508,90.549,90.642,90.719,90.767,90.767,90.767,90.767,90.769,90.719,90.718,90.706,90.655,90.573,90.555,90.504,90.417,90.357,90.298,90.226,90.057,90.008,89.74,89.588,89.385,89.376,88.962,88.906,88.848,88.851,88.727,88.515,88.515,88.487,88.337,88.323,88.31,88.234,88.205,88.475,88.885,90.056,90.318,90.501,90.883,92.641,93.225,94.465,95.669,96.361,97.43,98.684,99.422,100,100.153,100.342,100.56
기장군,80.809,80.981,81.231,81.546,81.747,81.77,81.741,81.595,81.55,81.368,81.244,80.979,80.95,80.872,80.807,80.647,80.526,80.381,80.024,79.467,79.355,79.355,79.29,79.119,78.98,78.779,78.604,78.274,78.061,77.953,77.953,77.871,77.867,77.867,77.867,77.69,77.581,77.473,77.354,77.275,77.102,77.051,77.005,78.402,81.844,83.294,86.14,87.122,88.171,89.059,90.984,91.871,93.376,94.727,96.488,98.697,99.839,100,100.252,100.632,100.964
